actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
504,PT02M18.00S,2025-12-28T01:47:17.2Z,3,REGULAR,3pt,Jump Shot,[],1630530,23.47240473061761,85.29411764705883,1610612740,83,87,2025-12-28T01:48:31Z,4910000,False,-176.0,168.0,1,left,T. Murphy III 24' 3PT pullup (19 PTS) (J. Poole 3 AST),"[1630530, 1629673]",1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,Made,19.0,,24.37,,,,,,J. Poole,1629673.0,3.0,,,
507,PT02M06.00S,2025-12-28T01:48:43.6Z,3,REGULAR,foul,personal,[],1630631,,,1610612756,83,87,2025-12-28T01:48:54Z,4940000,False,,,0,,J. Alvarado personal FOUL (3 PF),"[1630631, 1631109]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,201639.0,3.0,0.0,Williams,1631109.0,,,,,,,,,,,,,,,
510,PT02M06.00S,2025-12-28T01:49:39.8Z,3,REGULAR,foul,technical,[],1630631,,,1610612756,83,87,2025-12-28T01:50:05Z,4970000,False,,,0,,J. Alvarado double technical FOUL (1 Tech),[1630631],1610612740.0,NOP,double,,,Alvarado,J. Alvarado,,,,,,,201639.0,3.0,1.0,,,,,,,,,,,,,,,,,
511,PT02M06.00S,2025-12-28T01:49:39.8Z,3,REGULAR,foul,technical,['inpenalty'],1631109,,,1610612756,83,87,2025-12-28T01:49:56Z,4980000,False,,,0,,M. Williams double technical FOUL (1 Tech),[1631109],1610612756.0,PHX,double,,,Williams,M. Williams,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
512,PT02M06.00S,2025-12-28T01:49:57.7Z,3,REGULAR,ejection,other,[],1631109,,,1610612756,83,87,2025-12-28T01:50:09Z,4990000,False,,,0,,Ejection M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,201639.0,,,,,,,,,,,,,,,,,,,
513,PT02M06.00S,2025-12-28T01:50:01.3Z,3,REGULAR,ejection,other,[],1630631,,,1610612756,83,87,2025-12-28T01:50:12Z,5000000,False,,,0,,Ejection J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,201639.0,,,,,,,,,,,,,,,,,,,
514,PT02M06.00S,2025-12-28T01:50:14.7Z,3,REGULAR,substitution,out,[],1630631,,,1610612756,83,87,2025-12-28T01:50:25Z,5010000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT02M06.00S,2025-12-28T01:50:14.7Z,3,REGULAR,substitution,out,[],1631109,,,1610612756,83,87,2025-12-28T01:50:25Z,5020000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT02M06.00S,2025-12-28T01:50:14.7Z,3,REGULAR,substitution,in,[],1642847,,,1610612756,83,87,2025-12-28T01:50:25Z,5030000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT02M06.00S,2025-12-28T01:50:14.7Z,3,REGULAR,substitution,in,[],1630208,,,1610612756,83,87,2025-12-28T01:50:25Z,5040000,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT02M03.00S,2025-12-28T01:50:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631221,94.95729303547962,50.98039215686274,1610612756,83,87,2025-12-28T01:51:30Z,5050000,False,5.0,-5.0,1,right,MISS C. Gillespie driving Layup - blocked,"[1631221, 1642274]",1610612756.0,PHX,driving,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.71,,,,Missi,1642274.0,,,,,,
519,PT02M03.00S,2025-12-28T01:50:35.0Z,3,REGULAR,block,,[],1642274,,,1610612756,83,87,2025-12-28T01:50:36Z,5060000,False,,,0,,Y. Missi BLOCK (3 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
520,PT02M01.00S,2025-12-28T01:50:37.0Z,3,REGULAR,rebound,offensive,[],1631221,,,1610612756,83,87,2025-12-28T01:51:30Z,5070000,False,,,0,,C. Gillespie REBOUND (Off:2 Def:4),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,,,518.0,,6.0,4.0,2.0,,,,,,,,
521,PT01M52.00S,2025-12-28T01:50:45.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1630692,93.77463863337714,51.71568627450981,1610612756,83,89,2025-12-28T01:50:56Z,5080000,False,9.0,6.0,1,right,J. Goodwin driving Layup (12 PTS),[1630692],1610612756.0,PHX,driving,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,,1.05,,,,,,,,,,,
522,PT01M52.00S,2025-12-28T01:50:50.1Z,3,REGULAR,violation,defensive goaltending,[],1642274,,,1610612756,83,89,2025-12-28T01:50:56Z,5090000,False,,,0,,Y. Missi defensive goaltending VIOLATION,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,1627529.0,,,,,,,,,,,,,,,,,,,
523,PT01M41.00S,2025-12-28T01:51:08.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.469776609724048,47.30392156862745,1610612740,85,89,2025-12-28T01:51:14Z,5100000,False,13.0,-1.0,1,left,Z. Williamson driving Layup (20 PTS) (J. Fears 2 AST),"[1629627, 1642847]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,20.0,,1.35,,,,,,J. Fears,1642847.0,2.0,,,
525,PT01M41.00S,2025-12-28T01:51:12.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630208,,,1610612740,85,89,2025-12-28T01:51:20Z,5120000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Williamson 1 FT),"[1630208, 1629627]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,202007.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
527,PT01M41.00S,2025-12-28T01:51:36.5Z,3,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,85,89,2025-12-28T01:51:39Z,5140000,False,,,0,,MISS Z. Williamson Free Throw 1 of 1,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
528,PT01M39.00S,2025-12-28T01:51:38.5Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612756,85,89,2025-12-28T01:51:39Z,5150000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,527.0,,1.0,1.0,0.0,,,,,,,,
529,PT01M31.00S,2025-12-28T01:51:45.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631221,81.42247043363994,51.71568627450981,1610612756,85,89,2025-12-28T01:51:52Z,5160000,False,9.0,122.0,1,right,MISS C. Gillespie 12' pullup Shot,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,12.24,,,,,,,,,,,
530,PT01M27.00S,2025-12-28T01:51:49.4Z,3,REGULAR,rebound,defensive,[],1642847,,,1610612740,85,89,2025-12-28T01:51:52Z,5170000,False,,,0,,J. Fears REBOUND (Off:3 Def:4),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,529.0,,7.0,4.0,3.0,,,,,,,,
531,PT01M27.00S,2025-12-28T01:51:54.2Z,3,REGULAR,foul,offensive,[],1642847,,,1610612740,85,89,2025-12-28T01:52:10Z,5180000,False,,,0,,J. Fears offensive FOUL (2 PF),"[1642847, 1631221]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,16-24 Center,202007.0,2.0,0.0,Gillespie,1631221.0,,,,,,,,,,,,,,,
533,PT01M27.00S,2025-12-28T01:51:54.2Z,3,REGULAR,turnover,offensive foul,[],1642847,,,1610612740,85,89,2025-12-28T01:51:54Z,5200000,False,,,0,,J. Fears offensive foul TURNOVER (3 TO),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,16-24 Center,202007.0,,,,,,,,,,,,,,,,,3.0,,
534,PT01M24.00S,2025-12-28T01:52:19.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630208,93.38042049934296,53.18627450980392,1610612756,85,91,2025-12-28T01:54:00Z,5210000,False,16.0,10.0,1,right,N. Richards driving Layup (2 PTS) (J. Goodwin 1 AST),"[1630208, 1630692]",1610612756.0,PHX,driving,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,1.86,,,,,,J. Goodwin,1630692.0,1.0,,,
536,PT01M03.00S,2025-12-28T01:52:38.5Z,3,REGULAR,turnover,bad pass,[],1629627,,,1610612740,85,91,2025-12-28T01:52:43Z,5230000,False,,,0,,Z. Williamson bad pass TURNOVER (2 TO),"[1629627, 1631221]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Gillespie,1631221.0
537,PT01M03.00S,2025-12-28T01:52:38.5Z,3,REGULAR,steal,,[],1631221,,,1610612756,85,91,2025-12-28T01:55:35Z,5240000,False,,,0,,C. Gillespie STEAL (2 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
538,PT00M52.10S,2025-12-28T01:52:50.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642853,91.80354796320631,4.411764705882353,1610612756,85,91,2025-12-28T01:52:55Z,5250000,False,-228.0,25.0,1,right,MISS R. Fleming 3PT,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.92,,,,,,,,,,,
539,PT00M49.80S,2025-12-28T01:52:52.6Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612740,85,91,2025-12-28T01:52:55Z,5260000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,,,,,,538.0,,1.0,1.0,0.0,,,,,,,,
540,PT00M36.30S,2025-12-28T01:53:07.0Z,3,REGULAR,3pt,Jump Shot,[],1630530,29.517082785808146,22.058823529411764,1610612740,85,91,2025-12-28T01:55:25Z,5270000,False,140.0,225.0,1,left,MISS T. Murphy III 26' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.48,,,,,,,,,,,
541,PT00M32.90S,2025-12-28T01:53:10.4Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612756,85,91,2025-12-28T01:53:12Z,5280000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,,540.0,,2.0,2.0,0.0,,,,,,,,
542,PT00M21.90S,2025-12-28T01:53:23.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642274,,,1610612756,85,91,2025-12-28T01:53:30Z,5290000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Goodwin 2 FT),"[1642274, 1630692]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,201639.0,1.0,1.0,Goodwin,1630692.0,,,,,,,,,,,,,,,
544,PT00M21.90S,2025-12-28T01:53:53.1Z,3,REGULAR,freethrow,1 of 2,[],1630692,,,1610612756,85,92,2025-12-28T01:53:53Z,5310000,False,,,0,,J. Goodwin Free Throw 1 of 2 (13 PTS),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
545,PT00M21.90S,2025-12-28T01:53:54.0Z,3,REGULAR,substitution,out,[],1629673,,,1610612756,85,92,2025-12-28T01:54:04Z,5320000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT00M21.90S,2025-12-28T01:53:54.0Z,3,REGULAR,substitution,out,[],1642274,,,1610612756,85,92,2025-12-28T01:54:04Z,5330000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT00M21.90S,2025-12-28T01:53:54.0Z,3,REGULAR,substitution,out,[],1630587,,,1610612756,85,92,2025-12-28T01:54:04Z,5340000,False,,,0,,SUB out: I. Livers,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT00M21.90S,2025-12-28T01:53:54.0Z,3,REGULAR,substitution,in,[],1631121,,,1610612756,85,92,2025-12-28T01:54:04Z,5350000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT00M21.90S,2025-12-28T01:53:54.0Z,3,REGULAR,substitution,in,[],1630180,,,1610612756,85,92,2025-12-28T01:54:04Z,5360000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT00M21.90S,2025-12-28T01:53:54.0Z,3,REGULAR,substitution,in,[],1628415,,,1610612756,85,92,2025-12-28T01:54:04Z,5370000,False,,,0,,SUB in: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT00M21.90S,2025-12-28T01:54:09.7Z,3,REGULAR,substitution,out,[],1630208,,,1610612756,85,92,2025-12-28T01:54:13Z,5380000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT00M21.90S,2025-12-28T01:54:09.7Z,3,REGULAR,substitution,in,[],1642345,,,1610612756,85,92,2025-12-28T01:54:13Z,5390000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT00M21.90S,2025-12-28T01:54:32.8Z,3,REGULAR,freethrow,2 of 2,[],1630692,,,1610612756,85,93,2025-12-28T01:54:32Z,5400000,False,,,0,,J. Goodwin Free Throw 2 of 2 (14 PTS),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
554,PT00M00.30S,2025-12-28T01:55:00.3Z,3,REGULAR,3pt,Jump Shot,[],1642847,31.225361366622867,33.088235294117645,1610612740,85,93,2025-12-28T01:55:13Z,5410000,False,85.0,241.0,1,left,MISS J. Fears 25' step back 3PT,[1642847],1610612740.0,NOP,step back,,,Fears,J. Fears,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.54,,,,,,,,,,,
555,PT00M00.10S,2025-12-28T01:55:00.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,85,93,2025-12-28T01:55:13Z,5420000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,554.0,,,,,,,,,,,,
556,PT00M00.00S,2025-12-28T01:55:06.6Z,3,REGULAR,period,end,[],0,,,1610612740,85,93,2025-12-28T01:55:06Z,5430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT12M00.00S,2025-12-28T01:57:20.0Z,4,REGULAR,substitution,out,['startperiod'],1630530,,,1610612740,85,93,2025-12-28T01:57:32Z,5440000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT12M00.00S,2025-12-28T01:57:20.0Z,4,REGULAR,substitution,out,['startperiod'],1642345,,,1610612740,85,93,2025-12-28T01:57:32Z,5450000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT12M00.00S,2025-12-28T01:57:20.0Z,4,REGULAR,substitution,in,['startperiod'],1642274,,,1610612740,85,93,2025-12-28T01:57:32Z,5460000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT12M00.00S,2025-12-28T01:57:20.0Z,4,REGULAR,substitution,in,['startperiod'],1631123,,,1610612740,85,93,2025-12-28T01:57:32Z,5470000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT12M00.00S,2025-12-28T01:57:20.0Z,4,REGULAR,substitution,out,['startperiod'],1628415,,,1610612740,85,93,2025-12-28T01:58:30Z,5475000,False,,,0,,SUB out: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT12M00.00S,2025-12-28T01:57:20.0Z,4,REGULAR,substitution,in,['startperiod'],1630208,,,1610612740,85,93,2025-12-28T01:58:30Z,5477500,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT12M00.00S,2025-12-28T01:57:39.3Z,4,REGULAR,period,start,[],0,,,1610612756,85,93,2025-12-28T01:57:39Z,5480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT11M52.00S,2025-12-28T01:57:48.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642853,92.85479632063075,52.450980392156865,1610612756,85,93,2025-12-28T01:58:16Z,5490000,False,12.0,15.0,1,right,MISS R. Fleming cutting Layup - blocked,"[1642853, 1642274]",1610612756.0,PHX,cutting,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.92,,,,Missi,1642274.0,,,,,,
563,PT11M52.00S,2025-12-28T01:57:48.8Z,4,REGULAR,block,,[],1642274,,,1610612756,85,93,2025-12-28T01:57:50Z,5500000,False,,,0,,Y. Missi BLOCK (4 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
564,PT11M51.00S,2025-12-28T01:57:49.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,85,93,2025-12-28T01:58:00Z,5510000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,562.0,,,,,,,,,,,,
566,PT11M45.00S,2025-12-28T01:58:10.2Z,4,REGULAR,foul,offensive,[],1630208,,,1610612756,85,93,2025-12-28T01:58:23Z,5530000,False,,,0,,N. Richards offensive FOUL (2 PF),"[1630208, 1631121]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,202007.0,2.0,0.0,McGowens,1631121.0,,,,,,,,,,,,,,,
568,PT11M45.00S,2025-12-28T01:58:10.2Z,4,REGULAR,turnover,offensive foul,[],1630208,,,1610612756,85,93,2025-12-28T01:58:10Z,5550000,False,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,202007.0,,,,,,,,,,,,,,,,,1.0,,
571,PT11M33.00S,2025-12-28T01:58:36.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630180,7.046649145860711,51.71568627450981,1610612740,87,93,2025-12-28T01:59:09Z,5560000,False,-9.0,14.0,1,left,S. Bey driving Layup (9 PTS),[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,1.62,,,,,,,,,,,
572,PT11M19.00S,2025-12-28T01:58:52.3Z,4,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612756,87,93,2025-12-28T01:59:00Z,5570000,False,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Fleming 2 FT),"[1629627, 1642853]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1627529.0,1.0,0.0,Fleming,1642853.0,,,,,,,,,,,,,,,
574,PT11M19.00S,2025-12-28T01:59:16.2Z,4,REGULAR,freethrow,1 of 2,[],1642853,,,1610612756,87,93,2025-12-28T01:59:36Z,5590000,False,,,0,,MISS R. Fleming Free Throw 1 of 2,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
575,PT11M19.00S,2025-12-28T01:59:16.2Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,87,93,2025-12-28T01:59:36Z,5600000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,574.0,,,,,,,,,,,,
576,PT11M19.00S,2025-12-28T01:59:16.2Z,4,REGULAR,freethrow,2 of 2,[],1642853,,,1610612756,87,93,2025-12-28T01:59:36Z,5610000,False,,,0,,MISS R. Fleming Free Throw 2 of 2,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
577,PT11M16.00S,2025-12-28T01:59:19.2Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,87,93,2025-12-28T01:59:36Z,5620000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,576.0,,3.0,2.0,1.0,,,,,,,,
578,PT11M03.00S,2025-12-28T01:59:48.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,16.770696452036795,46.81372549019608,1610612740,89,93,2025-12-28T01:59:53Z,5630000,False,16.0,105.0,1,left,S. Bey 10' turnaround Jump Shot (11 PTS),[1630180],1610612740.0,NOP,turnaround,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,11.0,,10.63,,,,,,,,,,,
579,PT10M42.00S,2025-12-28T02:00:08.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642853,92.9862023653088,47.549019607843135,1610612756,89,95,2025-12-28T02:00:17Z,5640000,False,-12.0,13.0,1,right,R. Fleming reverse Layup (5 PTS) (J. Goodwin 2 AST),"[1642853, 1630692]",1610612756.0,PHX,reverse,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,1.82,,,,,,J. Goodwin,1630692.0,2.0,,,
581,PT10M28.00S,2025-12-28T02:00:23.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,7.046649145860711,43.38235294117647,1610612740,89,95,2025-12-28T02:00:29Z,5660000,False,33.0,14.0,1,left,MISS S. Bey driving Layup - blocked,"[1630180, 1642853]",1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.58,,,,Fleming,1642853.0,,,,,,
582,PT10M28.00S,2025-12-28T02:00:23.2Z,4,REGULAR,block,,[],1642853,,,1610612740,89,95,2025-12-28T02:03:52Z,5670000,False,,,0,,R. Fleming BLOCK (1 BLK),[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
583,PT10M25.00S,2025-12-28T02:00:26.2Z,4,REGULAR,rebound,defensive,[],1630692,,,1610612756,89,95,2025-12-28T02:00:29Z,5680000,False,,,0,,J. Goodwin REBOUND (Off:5 Def:4),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,581.0,,9.0,4.0,5.0,,,,,,,,
584,PT10M23.00S,2025-12-28T02:00:27.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631123,94.82588699080158,49.26470588235294,1610612756,89,97,2025-12-28T02:00:34Z,5690000,False,-4.0,-4.0,1,right,J. Bouyea running DUNK (4 PTS) (J. Goodwin 3 AST),"[1631123, 1630692]",1610612756.0,PHX,running,,,Bouyea,J. Bouyea,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,0.54,,,,,,J. Goodwin,1630692.0,3.0,,,
586,PT10M14.00S,2025-12-28T02:00:36.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,6.389618922470433,46.07843137254902,1610612740,91,97,2025-12-28T02:00:40Z,5710000,False,20.0,8.0,1,left,J. Fears driving Layup (12 PTS),[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,,2.1,,,,,,,,,,,
587,PT10M00.00S,2025-12-28T02:00:51.1Z,4,REGULAR,3pt,Jump Shot,[],1631221,90.75229960578186,96.81372549019608,1610612756,91,97,2025-12-28T02:00:56Z,5720000,False,234.0,34.0,1,right,MISS C. Gillespie step back 3PT,[1631221],1610612756.0,PHX,step back,,,Gillespie,C. Gillespie,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.66,,,,,,,,,,,
588,PT09M57.00S,2025-12-28T02:00:54.1Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612740,91,97,2025-12-28T02:00:56Z,5730000,False,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,,,,,,,,587.0,,2.0,2.0,0.0,,,,,,,,
589,PT09M49.00S,2025-12-28T02:01:02.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,6.915243101182654,47.549019607843135,1610612740,91,97,2025-12-28T02:01:06Z,5740000,False,12.0,13.0,1,left,MISS B. McGowens driving Layup,[1631121],1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.75,,,,,,,,,,,
590,PT09M46.00S,2025-12-28T02:01:05.5Z,4,REGULAR,rebound,defensive,[],1630208,,,1610612756,91,97,2025-12-28T02:01:06Z,5750000,False,,,0,,N. Richards REBOUND (Off:0 Def:3),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,589.0,,3.0,3.0,0.0,,,,,,,,
