actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
411,PT09M20.00S,2025-10-25T01:33:31.0Z,3,REGULAR,3pt,Jump Shot,[],1630529,15.062417871222076,4.411764705882353,1610612740,60,64,2025-10-25T01:33:35Z,4090000,False,228.0,89.0,1,left,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,24.47,Missed,,,,,,,,,,,,,,,,,,
412,PT09M15.00S,2025-10-25T01:33:35.3Z,3,REGULAR,rebound,defensive,[],203084,,,1610612759,60,64,2025-10-25T01:33:35Z,4100000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,,,411.0,1.0,1.0,0.0,,,,,,,,
413,PT09M11.00S,2025-10-25T01:33:39.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,93.24901445466492,94.6078431372549,1610612759,60,67,2025-10-25T01:33:44Z,4110000,False,223.0,11.0,1,right,D. Vassell 3PT running (14 PTS) (V. Wembanyama 2 AST),"[1630170, 1641705]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,22.33,Made,14.0,,,,,,,,,,V. Wembanyama,1641705.0,2.0,,,,,
415,PT08M50.00S,2025-10-25T01:34:01.0Z,3,REGULAR,3pt,Jump Shot,[],1630180,5.732588699080158,94.6078431372549,1610612740,60,67,2025-10-25T01:34:05Z,4130000,False,-223.0,1.0,1,left,MISS S. Bey 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,22.3,Missed,,,,,,,,,,,,,,,,,,
416,PT08M47.00S,2025-10-25T01:34:04.0Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612740,60,67,2025-10-25T01:34:05Z,4140000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,,,,,,,415.0,2.0,1.0,1.0,,,,,,,,
417,PT08M45.00S,2025-10-25T01:34:05.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629627,5.863994743758213,49.26470588235294,1610612740,62,67,2025-10-25T01:34:08Z,4150000,False,4.0,3.0,1,left,Z. Williamson DUNK (14 PTS) (S. Bey 2 AST),"[1629627, 1630180]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.45,Made,14.0,,,,,,,,,,S. Bey,1630180.0,2.0,,,,,
419,PT08M29.00S,2025-10-25T01:34:21.9Z,3,REGULAR,3pt,Jump Shot,[],1642264,65.65374507227332,46.07843137254902,1610612759,62,67,2025-10-25T01:34:26Z,4170000,False,-20.0,270.0,1,right,MISS S. Castle 27' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,27.11,Missed,,,,,,,,,,,,,,,,,,
420,PT08M26.00S,2025-10-25T01:34:24.9Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,62,67,2025-10-25T01:34:26Z,4180000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,,,419.0,4.0,3.0,1.0,,,,,,,,
421,PT08M18.00S,2025-10-25T01:34:32.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,6.783837056504599,3.6764705882352944,1610612740,65,67,2025-10-25T01:35:00Z,4190000,False,232.0,11.0,1,left,J. Poole 3PT running (17 PTS) (T. Murphy III 5 AST),"[1629673, 1630530]",1610612740.0,NOP,running,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,23.19,Made,17.0,,,,,,,,,,T. Murphy III,1630530.0,5.0,,,,,
423,PT08M18.00S,2025-10-25T01:34:41.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,65,67,2025-10-25T01:34:41Z,4210000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT08M02.00S,2025-10-25T01:37:42.7Z,3,REGULAR,3pt,Jump Shot,[],1642264,93.24901445466492,95.34313725490196,1610612759,65,70,2025-10-25T01:37:50Z,4220000,False,227.0,11.0,1,right,S. Castle 3PT  (10 PTS) (H. Barnes 3 AST),"[1642264, 203084]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,22.7,Made,10.0,,,,,,,,,,H. Barnes,203084.0,3.0,,,,,
428,PT07M41.00S,2025-10-25T01:38:03.8Z,3,REGULAR,3pt,Jump Shot,[],1630530,27.283180026281208,81.37254901960785,1610612740,65,70,2025-10-25T01:38:08Z,4240000,False,-157.0,204.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
429,PT07M38.00S,2025-10-25T01:38:06.8Z,3,REGULAR,rebound,defensive,[],1642264,,,1610612759,65,70,2025-10-25T01:38:08Z,4250000,False,,,0,,S. Castle REBOUND (Off:0 Def:4),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,428.0,4.0,4.0,0.0,,,,,,,,
430,PT07M32.00S,2025-10-25T01:38:13.2Z,3,REGULAR,turnover,bad pass,[],1642264,,,1610612759,65,70,2025-10-25T01:38:17Z,4260000,False,,,0,,S. Castle bad pass TURNOVER (4 TO),"[1642264, 1629627]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,4.0,Williamson,1629627.0
431,PT07M32.00S,2025-10-25T01:38:13.2Z,3,REGULAR,steal,,[],1629627,,,1610612740,65,70,2025-10-25T01:38:16Z,4270000,False,,,0,,Z. Williamson STEAL (2 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
432,PT07M13.00S,2025-10-25T01:38:32.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630180,5.863994743758213,54.90196078431373,1610612740,65,70,2025-10-25T01:38:39Z,4280000,False,-25.0,3.0,1,left,MISS S. Bey Layup - blocked,"[1630180, 1641705]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.46,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0,,,
433,PT07M13.00S,2025-10-25T01:38:32.6Z,3,REGULAR,block,,[],1641705,,,1610612740,65,70,2025-10-25T01:38:35Z,4290000,False,,,0,,V. Wembanyama BLOCK (7 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
434,PT07M12.00S,2025-10-25T01:38:33.6Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612740,65,70,2025-10-25T01:56:24Z,4300000,False,,,0,,S. Bey REBOUND (Off:2 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,432.0,3.0,1.0,2.0,,,,,,,,
545,PT07M11.00S,2025-10-25T01:38:36.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630530,6.389618922470433,51.71568627450981,1610612740,65,70,2025-10-25T01:56:15Z,4305000,False,-9.0,8.0,1,left,MISS T. Murphy III cutting Layup - blocked,"[1630530, 1641705]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0,,,
546,PT07M11.00S,2025-10-25T01:38:36.9Z,3,REGULAR,block,,[],1641705,,,1610612740,65,70,2025-10-25T01:56:15Z,4307500,False,,,0,,V. Wembanyama BLOCK (8 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
547,PT07M10.00S,2025-10-25T01:38:37.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,65,70,2025-10-25T01:56:15Z,4308750,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,545.0,,,,,,,,,,,
436,PT07M07.00S,2025-10-25T01:39:11.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612740,65,70,2025-10-25T01:39:16Z,4320000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,Left Corner 3,24+ Left,,,,202007.0,,,,,,,,,,,,,,,,
437,PT06M51.00S,2025-10-25T01:39:49.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641705,91.67214191852825,53.92156862745098,1610612759,65,70,2025-10-25T01:40:05Z,4330000,False,20.0,26.0,1,right,MISS V. Wembanyama Layup,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,,
438,PT06M48.00S,2025-10-25T01:39:52.6Z,3,REGULAR,rebound,offensive,[],1641705,,,1610612759,65,70,2025-10-25T01:40:05Z,4340000,False,,,0,,V. Wembanyama REBOUND (Off:3 Def:6),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,437.0,9.0,6.0,3.0,,,,,,,,
439,PT06M48.00S,2025-10-25T01:39:53.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641705,94.40999984741211,50.0,1610612759,65,72,2025-10-25T01:39:53Z,4350000,False,0.0,0.0,1,right,V. Wembanyama putback DUNK (21 PTS),[1641705],1610612759.0,SAS,putback,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,0.0,Made,21.0,,,,,,,,,,,,,,,,,
440,PT06M47.00S,2025-10-25T01:39:57.9Z,3,REGULAR,foul,personal,[],1630170,,,1610612740,65,72,2025-10-25T01:40:12Z,4360000,False,,,0,,D. Vassell personal FOUL (3 PF),"[1630170, 1629627]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,2003.0,3.0,0.0,Williamson,1629627.0,,,,,,,,,,,,
442,PT06M47.00S,2025-10-25T01:40:08.1Z,3,REGULAR,substitution,out,[],1629627,,,1610612740,65,72,2025-10-25T01:40:14Z,4380000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT06M47.00S,2025-10-25T01:40:08.1Z,3,REGULAR,substitution,in,[],1642852,,,1610612740,65,72,2025-10-25T01:40:14Z,4390000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT06M32.00S,2025-10-25T01:40:38.2Z,3,REGULAR,3pt,Jump Shot,[],1629673,36.21879106438896,46.07843137254902,1610612740,65,72,2025-10-25T01:40:43Z,4400000,False,20.0,288.0,1,left,MISS J. Poole 28' 3PT,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,28.87,Missed,,,,,,,,,,,,,,,,,,
445,PT06M28.00S,2025-10-25T01:40:42.2Z,3,REGULAR,rebound,defensive,[],1630577,,,1610612759,65,72,2025-10-25T01:40:43Z,4410000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:4),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,,,,444.0,4.0,4.0,0.0,,,,,,,,
446,PT06M22.00S,2025-10-25T01:40:48.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,90.75229960578186,50.245098039215684,1610612759,65,72,2025-10-25T01:40:54Z,4420000,False,1.0,34.0,1,right,MISS S. Castle Layup - blocked,"[1642264, 1629673]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,Poole,1629673.0,,,
447,PT06M22.00S,2025-10-25T01:40:48.8Z,3,REGULAR,block,,[],1629673,,,1610612759,65,72,2025-10-25T01:40:53Z,4430000,False,,,0,,J. Poole BLOCK (1 BLK),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
448,PT06M22.00S,2025-10-25T01:40:48.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,65,72,2025-10-25T01:40:54Z,4440000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,446.0,,,,,,,,,,,
450,PT06M22.00S,2025-10-25T01:40:56.0Z,3,REGULAR,substitution,out,[],1641705,,,1610612759,65,72,2025-10-25T01:40:59Z,4460000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT06M22.00S,2025-10-25T01:40:56.0Z,3,REGULAR,substitution,in,[],1628436,,,1610612759,65,72,2025-10-25T01:40:59Z,4470000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M12.00S,2025-10-25T01:41:17.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,92.85479632063075,94.6078431372549,1610612759,65,72,2025-10-25T01:41:21Z,4480000,False,223.0,15.0,1,right,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,22.35,Missed,,,,,,,,,,,,,,,,,,
453,PT06M08.00S,2025-10-25T01:41:21.3Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,65,72,2025-10-25T01:41:21Z,4490000,False,,,0,,H. Jones REBOUND (Off:1 Def:4),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,,,,,,452.0,5.0,4.0,1.0,,,,,,,,
454,PT06M03.00S,2025-10-25T01:41:29.2Z,3,REGULAR,foul,personal,[],1630170,,,1610612740,65,72,2025-10-25T01:41:51Z,4500000,False,,,0,,D. Vassell personal FOUL (4 PF),"[1630170, 1630530]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,1629177.0,4.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,
456,PT06M03.00S,2025-10-25T01:41:47.8Z,3,REGULAR,substitution,out,[],1630180,,,1610612740,65,72,2025-10-25T01:41:53Z,4520000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT06M03.00S,2025-10-25T01:41:47.8Z,3,REGULAR,substitution,in,[],1642847,,,1610612740,65,72,2025-10-25T01:41:53Z,4530000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT05M52.00S,2025-10-25T01:42:09.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642852,12.828515111695138,37.254901960784316,1610612740,67,72,2025-10-25T01:42:18Z,4540000,False,64.0,68.0,1,left,D. Queen 9' turnaround bank Hook (8 PTS),[1642852],1610612740.0,NOP,turnaround bank,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Right,9.32,Made,8.0,,,,,,,,,,,,,,,,,
459,PT05M43.00S,2025-10-25T01:42:19.3Z,3,REGULAR,3pt,Jump Shot,[],1642264,66.70499342969777,45.34313725490196,1610612759,67,72,2025-10-25T01:42:23Z,4550000,False,-23.0,260.0,1,right,MISS S. Castle 26' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,26.15,Missed,,,,,,,,,,,,,,,,,,
460,PT05M39.00S,2025-10-25T01:42:23.3Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,67,72,2025-10-25T01:42:23Z,4560000,False,,,0,,H. Jones REBOUND (Off:1 Def:5),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,459.0,6.0,5.0,1.0,,,,,,,,
461,PT05M26.00S,2025-10-25T01:42:42.8Z,3,REGULAR,turnover,discontinued dribble,[],1642847,,,1610612740,67,72,2025-10-25T01:42:58Z,4570000,False,,,0,,J. Fears discontinued dribble TURNOVER (2 TO),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,,2003.0,,,,,,,,,,,,,,2.0,,
462,PT05M26.00S,2025-10-25T01:42:47.0Z,3,REGULAR,substitution,out,[],1630577,,,1610612759,67,72,2025-10-25T01:42:59Z,4580000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT05M26.00S,2025-10-25T01:42:47.0Z,3,REGULAR,substitution,out,[],203084,,,1610612759,67,72,2025-10-25T01:42:59Z,4590000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT05M26.00S,2025-10-25T01:42:47.0Z,3,REGULAR,substitution,in,[],1642844,,,1610612759,67,72,2025-10-25T01:42:59Z,4600000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT05M26.00S,2025-10-25T01:42:47.0Z,3,REGULAR,substitution,in,[],1629640,,,1610612759,67,72,2025-10-25T01:42:59Z,4610000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT05M17.00S,2025-10-25T01:43:08.3Z,3,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,67,72,2025-10-25T01:43:15Z,4620000,False,,,0,,D. Vassell bad pass out-of-bounds TURNOVER (2 TO),[1630170],1610612759.0,SAS,bad pass,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,1629177.0,,,,,,,,,,,,,,2.0,,
467,PT05M09.00S,2025-10-25T01:43:31.7Z,3,REGULAR,foul,personal,[],1642844,,,1610612740,67,72,2025-10-25T01:44:16Z,4630000,False,,,0,,D. Harper personal FOUL (4 PF),"[1642844, 1629673]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Center,,,,1629177.0,4.0,0.0,Poole,1629673.0,,,,,,,,,,,,
469,PT04M52.00S,2025-10-25T01:44:05.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642847,6.783837056504599,45.34313725490196,1610612740,67,72,2025-10-25T01:44:10Z,4650000,False,23.0,11.0,1,left,MISS J. Fears driving finger roll Layup,[1642847],1610612740.0,NOP,driving finger roll,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,,
470,PT04M49.00S,2025-10-25T01:44:08.1Z,3,REGULAR,rebound,offensive,[],1642852,,,1610612740,67,72,2025-10-25T01:44:10Z,4660000,False,,,0,,D. Queen REBOUND (Off:1 Def:3),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,469.0,4.0,3.0,1.0,,,,,,,,
471,PT04M49.00S,2025-10-25T01:44:08.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642852,5.590000152587891,50.0,1610612740,69,72,2025-10-25T01:44:08Z,4670000,False,0.0,0.0,1,left,D. Queen tip Layup (10 PTS),[1642852],1610612740.0,NOP,tip,,,Queen,D. Queen,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,,,,,,,,,,,,,,,,,
472,PT04M40.00S,2025-10-25T01:44:17.5Z,3,REGULAR,3pt,Jump Shot,[],1630170,69.85873850197109,22.30392156862745,1610612759,69,75,2025-10-25T01:44:20Z,4680000,False,-138.0,231.0,1,right,D. Vassell 26' 3PT  (17 PTS) (D. Harper 3 AST),"[1630170, 1642844]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,26.92,Made,17.0,,,,,,,,,,D. Harper,1642844.0,3.0,,,,,
474,PT04M27.00S,2025-10-25T01:44:29.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,4.812746386333772,46.568627450980394,1610612740,69,75,2025-10-25T01:44:40Z,4700000,False,17.0,-7.0,1,left,MISS H. Jones alley-oop Layup,[1630529],1610612740.0,NOP,alley-oop,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,,
475,PT04M25.00S,2025-10-25T01:44:31.9Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,69,75,2025-10-25T01:44:40Z,4710000,False,,,0,,K. Johnson REBOUND (Off:5 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,474.0,9.0,4.0,5.0,,,,,,,,
476,PT04M23.00S,2025-10-25T01:44:34.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,73.53810775295663,16.911764705882355,1610612759,69,78,2025-10-25T01:44:44Z,4720000,False,-165.0,196.0,1,right,D. Vassell 25' 3PT running (20 PTS) (K. Johnson 1 AST),"[1630170, 1629640]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,25.66,Made,20.0,,,,,,,,,,K. Johnson,1629640.0,1.0,,,,,
478,PT04M22.00S,2025-10-25T01:44:54.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612740,69,78,2025-10-25T01:44:54Z,4740000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT04M22.00S,2025-10-25T01:45:51.0Z,3,REGULAR,substitution,out,[],1630530,,,1610612740,69,78,2025-10-25T01:46:04Z,4750000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M22.00S,2025-10-25T01:45:51.0Z,3,REGULAR,substitution,in,[],1641722,,,1610612740,69,78,2025-10-25T01:46:04Z,4760000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M05.00S,2025-10-25T01:46:33.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,5.995400788436268,56.127450980392155,1610612740,69,78,2025-10-25T01:46:46Z,4770000,False,-31.0,4.0,1,left,MISS D. Queen Layup - blocked,"[1642852, 1628436]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,,,,,,,,,Kornet,1628436.0,,,
482,PT04M05.00S,2025-10-25T01:46:33.1Z,3,REGULAR,block,,[],1628436,,,1610612740,69,78,2025-10-25T01:46:36Z,4780000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
483,PT04M04.00S,2025-10-25T01:46:34.1Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612759,69,78,2025-10-25T01:46:46Z,4790000,False,,,0,,L. Kornet REBOUND (Off:5 Def:2),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,481.0,7.0,2.0,5.0,,,,,,,,
484,PT04M03.00S,2025-10-25T01:46:39.1Z,3,REGULAR,foul,personal,[],1642852,,,1610612759,69,78,2025-10-25T01:46:47Z,4800000,False,,,0,,D. Queen personal FOUL (2 PF),"[1642852, 1628436]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Left,,,,2003.0,2.0,0.0,Kornet,1628436.0,,,,,,,,,,,,
486,PT03M48.00S,2025-10-25T01:47:03.9Z,3,REGULAR,turnover,bad pass,[],1642844,,,1610612759,69,78,2025-10-25T01:47:11Z,4820000,False,,,0,,D. Harper bad pass TURNOVER (2 TO),"[1642844, 1642852]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Queen,1642852.0
487,PT03M48.00S,2025-10-25T01:47:03.9Z,3,REGULAR,steal,,[],1642852,,,1610612740,69,78,2025-10-25T02:40:02Z,4830000,False,,,0,,D. Queen STEAL (1 STL),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
488,PT03M42.00S,2025-10-25T01:47:09.5Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642847,4.155716162943495,97.79411764705883,1610612740,69,78,2025-10-25T01:47:25Z,4840000,False,-239.0,-13.0,1,left,MISS J. Fears running 3PT,[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Left Corner 3,24+ Left,23.94,Missed,,,,,,,,,,,,,,,,,,
489,PT03M39.00S,2025-10-25T01:47:12.5Z,3,REGULAR,rebound,offensive,[],1641722,,,1610612740,69,78,2025-10-25T01:47:25Z,4850000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:0),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,,,,,,,488.0,1.0,0.0,1.0,,,,,,,,
490,PT03M38.00S,2025-10-25T01:47:13.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641722,5.732588699080158,48.03921568627451,1610612740,71,78,2025-10-25T01:47:29Z,4860000,False,10.0,1.0,1,left,J. Hawkins putback Layup (2 PTS),[1641722],1610612740.0,NOP,putback,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,0.99,Made,2.0,,,,,,,,,,,,,,,,,
491,PT03M28.00S,2025-10-25T01:47:24.6Z,3,REGULAR,3pt,Jump Shot,[],1630170,70.90998685939553,76.9607843137255,1610612759,71,78,2025-10-25T01:47:40Z,4870000,False,135.0,221.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
