actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
255,PT05M50.00S,2025-11-20T01:48:50.7Z,2,REGULAR,foul,personal,[],1630192,,,1610612740,40,40,2025-11-20T01:48:54Z,2520000,False,,,0,,Z. Nnaji personal FOUL (1 PF),"[1630192, 1629627]",1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,1626300.0,1.0,0.0,Nnaji,Z. Nnaji,Williamson,1629627.0,,,,,,,,,,,,,,,
259,PT05M50.00S,2025-11-20T01:49:14.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,40,40,2025-11-20T01:49:14Z,2540000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M50.00S,2025-11-20T01:51:20.1Z,2,REGULAR,substitution,out,[],1630192,,,1610612740,40,40,2025-11-20T01:51:44Z,2550000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,
261,PT05M50.00S,2025-11-20T01:51:20.1Z,2,REGULAR,substitution,out,[],1627750,,,1610612740,40,40,2025-11-20T01:51:44Z,2560000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,
262,PT05M50.00S,2025-11-20T01:51:20.1Z,2,REGULAR,substitution,in,[],1628971,,,1610612740,40,40,2025-11-20T01:51:44Z,2570000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,
263,PT05M50.00S,2025-11-20T01:51:20.1Z,2,REGULAR,substitution,in,[],203999,,,1610612740,40,40,2025-11-20T01:51:44Z,2580000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
264,PT05M40.00S,2025-11-20T01:52:05.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.69448094612353,53.431372549019606,1610612740,40,40,2025-11-20T01:52:16Z,2590000,False,17.0,-3.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,,,,Williamson,Z. Williamson,,,,,,1.74,Missed,,,,,,,,,,
265,PT05M40.00S,2025-11-20T01:52:05.3Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,40,40,2025-11-20T01:52:16Z,2600000,False,,,0,,Y. Missi REBOUND (Off:5 Def:2),[1642274],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,,,264.0,7.0,2.0,5.0,,,,,,
266,PT05M40.00S,2025-11-20T01:52:13.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642274,94.40999984741211,50.0,1610612740,40,40,2025-11-20T02:10:33Z,2610000,False,0.0,0.0,1,right,MISS Y. Missi tip DUNK,[1642274],1610612740.0,NOP,tip,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,0.0,Missed,,,,,,,,,,
267,PT05M40.00S,2025-11-20T01:52:13.5Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,40,40,2025-11-20T01:53:27Z,2620000,False,,,0,,Y. Missi REBOUND (Off:6 Def:2),[1642274],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,,,266.0,8.0,2.0,6.0,,,,,,
268,PT05M40.00S,2025-11-20T01:52:16.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629661,,,1610612740,40,40,2025-11-20T01:52:29Z,2630000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (Missi 2 FT),"[1629661, 1642274]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,1629183.0,1.0,0.0,Johnson,C. Johnson,Missi,1642274.0,,,,,,,,,,,,,,,
270,PT05M40.00S,2025-11-20T01:52:33.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642274,,,1610612740,40,40,2025-11-20T01:52:33Z,2650000,False,,,0,,MISS Y. Missi Free Throw 1 of 2,[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,Missed,,,,,,,,,,
271,PT05M40.00S,2025-11-20T01:52:33.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,40,40,2025-11-20T01:52:33Z,2660000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,
272,PT05M40.00S,2025-11-20T01:52:49.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642274,,,1610612740,41,40,2025-11-20T01:52:49Z,2670000,False,,,0,,Y. Missi Free Throw 2 of 2 (5 PTS),[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,Made,,,,,5.0,,,,,
273,PT05M31.00S,2025-11-20T01:53:04.0Z,2,REGULAR,foul,personal,[],1642274,,,1610612743,41,40,2025-11-20T01:53:09Z,2680000,False,,,0,,Y. Missi personal FOUL (2 PF),"[1642274, 202685]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,1629183.0,2.0,0.0,Missi,Y. Missi,Valančiūnas,202685.0,,,,,,,,,,,,,,,
275,PT05M19.00S,2025-11-20T01:53:31.4Z,2,REGULAR,3pt,Jump Shot,[],1631212,7.30946123521682,2.696078431372549,1610612743,41,43,2025-11-20T01:53:36Z,2700000,False,237.0,16.0,1,left,P. Watson 3PT  (12 PTS) (N. Jokić 5 AST),"[1631212, 203999]",1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,,Watson,P. Watson,,,,,,23.71,Made,,,,,12.0,N. Jokić,203999.0,5.0,,
277,PT05M06.00S,2025-11-20T01:53:44.0Z,2,REGULAR,3pt,Jump Shot,[],1642877,95.48291721419186,96.32352941176471,1610612740,41,43,2025-11-20T01:53:49Z,2720000,False,232.0,-10.0,1,right,MISS M. Peavy 3PT,[1642877],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Peavy,M. Peavy,,,,,,23.18,Missed,,,,,,,,,,
278,PT05M03.00S,2025-11-20T01:53:47.0Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,41,43,2025-11-20T01:53:49Z,2730000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:5),[202685],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,,Valančiūnas,J. Valančiūnas,,,,,,,,277.0,6.0,5.0,1.0,,,,,,
279,PT05M02.00S,2025-11-20T01:53:51.9Z,2,REGULAR,foul,personal,[],1642877,,,1610612743,41,43,2025-11-20T01:54:03Z,2740000,False,,,0,,M. Peavy personal FOUL (1 PF),"[1642877, 1628971]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,1629183.0,1.0,0.0,Peavy,M. Peavy,Brown,1628971.0,,,,,,,,,,,,,,,
281,PT04M49.00S,2025-11-20T01:54:17.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,13.61695137976347,45.83333333333333,1610612743,41,43,2025-11-20T02:12:14Z,2760000,False,21.0,75.0,1,left,MISS J. Valančiūnas 7' driving Hook,[202685],1610612743.0,DEN,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Valančiūnas,J. Valančiūnas,,,,,,7.83,Missed,,,,,,,,,,
282,PT04M46.00S,2025-11-20T01:54:20.8Z,2,REGULAR,rebound,defensive,[],1642877,,,1610612740,41,43,2025-11-20T01:54:22Z,2770000,False,,,0,,M. Peavy REBOUND (Off:0 Def:1),[1642877],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Peavy,M. Peavy,,,,,,,,281.0,1.0,1.0,0.0,,,,,,
283,PT04M35.00S,2025-11-20T01:54:31.9Z,2,REGULAR,turnover,bad pass,[],1629627,,,1610612740,41,43,2025-11-20T01:54:40Z,2780000,False,,,0,,Z. Williamson bad pass TURNOVER (1 TO),"[1629627, 1631212]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right,,,,Williamson,Z. Williamson,,,1.0,Watson,1631212.0,,,,,,,,,,,,
284,PT04M35.00S,2025-11-20T01:54:31.9Z,2,REGULAR,steal,,[],1631212,,,1610612743,41,43,2025-11-20T01:54:57Z,2790000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Right,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,
285,PT04M31.00S,2025-11-20T01:54:42.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642274,,,1610612743,41,43,2025-11-20T01:54:58Z,2800000,False,,,0,,Y. Missi shooting personal FOUL (3 PF) (Brown 2 FT),"[1642274, 1628971]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,1626300.0,3.0,0.0,Missi,Y. Missi,Brown,1628971.0,,,,,,,,,,,,,,,
287,PT04M31.00S,2025-11-20T01:55:12.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628971,,,1610612743,41,43,2025-11-20T01:55:40Z,2820000,False,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612743.0,DEN,,,,,,,,,,,,Brown,B. Brown,,,,,,,Missed,,,,,,,,,,
288,PT04M31.00S,2025-11-20T01:55:12.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,41,43,2025-11-20T01:55:40Z,2830000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,287.0,,,,,,,,,
289,PT04M31.00S,2025-11-20T01:55:13.8Z,2,REGULAR,substitution,out,[],1642877,,,1610612743,41,43,2025-11-20T01:55:20Z,2840000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,,,,,,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,
290,PT04M31.00S,2025-11-20T01:55:13.8Z,2,REGULAR,substitution,out,[],1642274,,,1610612743,41,43,2025-11-20T01:55:20Z,2850000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,
291,PT04M31.00S,2025-11-20T01:55:13.8Z,2,REGULAR,substitution,in,[],1642852,,,1610612743,41,43,2025-11-20T01:55:20Z,2860000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,,,,,,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,
292,PT04M31.00S,2025-11-20T01:55:13.8Z,2,REGULAR,substitution,in,[],1630530,,,1610612743,41,43,2025-11-20T01:55:20Z,2870000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
293,PT04M31.00S,2025-11-20T01:55:12.7Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628971,,,1610612743,41,43,2025-11-20T01:55:40Z,2880000,False,,,0,,MISS B. Brown Free Throw 2 of 2,[1628971],1610612743.0,DEN,,,,,,,,,,,,Brown,B. Brown,,,,,,,Missed,,,,,,,,,,
294,PT04M29.00S,2025-11-20T01:55:14.7Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,41,43,2025-11-20T01:55:40Z,2890000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,,,,,,,,,Williamson,Z. Williamson,,,,,,,,293.0,3.0,2.0,1.0,,,,,,
295,PT04M18.00S,2025-11-20T01:55:49.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642852,93.11760840998686,49.01960784313725,1610612740,43,43,2025-11-20T01:55:55Z,2900000,False,-5.0,12.0,1,right,D. Queen cutting DUNK (2 PTS) (Z. Williamson 1 AST),"[1642852, 1629627]",1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,,,,Queen,D. Queen,,,,,,1.31,Made,,,,,2.0,Z. Williamson,1629627.0,1.0,,
297,PT04M11.00S,2025-11-20T01:56:03.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629627,,,1610612743,43,43,2025-11-20T01:56:11Z,2920000,False,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Jokić 2 FT),"[1629627, 203999]",1610612740.0,NOP,shooting,,,,,,Mid-Range,16-24 Right Center,1148.0,1.0,0.0,Williamson,Z. Williamson,Jokić,203999.0,,,,,,,,,,,,,,,
299,PT04M11.00S,2025-11-20T01:56:25.5Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,43,44,2025-11-20T01:56:25Z,2940000,False,,,0,,N. Jokić Free Throw 1 of 2 (11 PTS),[203999],1610612743.0,DEN,,,,,,,,,,,,Jokić,N. Jokić,,,,,,,Made,,,,,11.0,,,,,
300,PT04M11.00S,2025-11-20T01:56:41.2Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,43,45,2025-11-20T01:56:41Z,2950000,False,,,0,,N. Jokić Free Throw 2 of 2 (12 PTS),[203999],1610612743.0,DEN,,,,,,,,,,,,Jokić,N. Jokić,,,,,,,Made,,,,,12.0,,,,,
301,PT03M53.00S,2025-11-20T01:57:01.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642852,93.9060446780552,50.0,1610612740,45,45,2025-11-20T01:57:06Z,2960000,False,0.0,5.0,1,right,D. Queen driving DUNK (4 PTS),[1642852],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,,,,Queen,D. Queen,,,,,,0.48,Made,,,,,4.0,,,,,
302,PT03M53.00S,2025-11-20T01:57:04.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202685,,,1610612740,45,45,2025-11-20T01:57:24Z,2970000,False,,,0,,J. Valančiūnas shooting personal FOUL (1 PF) (Queen 1 FT),"[202685, 1642852]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,1629183.0,1.0,0.0,Valančiūnas,J. Valančiūnas,Queen,1642852.0,,,,,,,,,,,,,,,
304,PT03M53.00S,2025-11-20T01:57:26.2Z,2,REGULAR,freethrow,1 of 1,[],1642852,,,1610612740,46,45,2025-11-20T01:57:26Z,2990000,False,,,0,,D. Queen Free Throw 1 of 1 (5 PTS),[1642852],1610612740.0,NOP,,,,,,,,,,,,Queen,D. Queen,,,,,,,Made,,,,,5.0,,,,,
305,PT03M40.00S,2025-11-20T01:57:39.6Z,2,REGULAR,3pt,Jump Shot,[],1629661,5.601182654402102,4.6568627450980395,1610612743,46,48,2025-11-20T01:57:45Z,3000000,False,227.0,0.0,1,left,C. Johnson 3PT  (7 PTS) (P. Watson 1 AST),"[1629661, 1631212]",1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,,Johnson,C. Johnson,,,,,,22.67,Made,,,,,7.0,P. Watson,1631212.0,1.0,,
307,PT03M29.00S,2025-11-20T01:57:50.0Z,2,REGULAR,3pt,Jump Shot,[],1630530,69.07030223390277,13.23529411764706,1610612740,49,48,2025-11-20T01:57:56Z,3020000,False,-184.0,238.0,1,right,T. Murphy III 30' 3PT  (10 PTS) (D. Queen 3 AST),"[1630530, 1642852]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Murphy III,T. Murphy III,,,,,,30.09,Made,,,,,10.0,D. Queen,1642852.0,3.0,,
309,PT03M11.00S,2025-11-20T01:58:08.2Z,2,REGULAR,3pt,Jump Shot,[],1629661,29.517082785808146,74.75490196078431,1610612743,49,48,2025-11-20T01:58:14Z,3040000,False,-124.0,225.0,1,left,MISS C. Johnson 25' 3PT,[1629661],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,Johnson,C. Johnson,,,,,,25.68,Missed,,,,,,,,,,
310,PT03M08.00S,2025-11-20T01:58:11.2Z,2,REGULAR,rebound,offensive,[],1631212,,,1610612743,49,48,2025-11-20T01:58:14Z,3050000,False,,,0,,P. Watson REBOUND (Off:2 Def:2),[1631212],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,Watson,P. Watson,,,,,,,,309.0,4.0,2.0,2.0,,,,,,
311,PT03M02.00S,2025-11-20T01:58:17.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631212,7.835085413929041,3.9215686274509802,1610612743,49,51,2025-11-20T01:58:22Z,3060000,False,230.0,21.0,1,left,P. Watson 3PT  (15 PTS) (N. Jokić 6 AST),"[1631212, 203999]",1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,,Watson,P. Watson,,,,,,23.14,Made,,,,,15.0,N. Jokić,203999.0,6.0,,
313,PT02M53.00S,2025-11-20T01:58:33.8Z,2,REGULAR,foul,offensive,['inpenalty'],1629627,,,1610612740,49,51,2025-11-20T01:58:49Z,3080000,False,,,0,,Z. Williamson off-the-ball offensive FOUL (2 PF),"[1629627, 1629661]",1610612740.0,NOP,off-the-ball,,,,,,Above the Break 3,24+ Right Center,1629183.0,2.0,0.0,Williamson,Z. Williamson,Johnson,1629661.0,,,,,,,,,,,,,,,
315,PT02M53.00S,2025-11-20T01:58:33.8Z,2,REGULAR,turnover,offensive foul,[],1629627,,,1610612740,49,51,2025-11-20T01:58:33Z,3100000,False,,,0,,Z. Williamson offensive foul TURNOVER (2 TO),[1629627],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,1629183.0,,,Williamson,Z. Williamson,,,2.0,,,,,,,,,,,,,,
317,PT02M53.00S,2025-11-20T01:59:13.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,49,51,2025-11-20T01:59:13Z,3120000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M53.00S,2025-11-20T01:59:57.5Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629627,,,1610612743,49,51,2025-11-20T02:01:23Z,3130000,False,,,0,,Z. Williamson technical FOUL (1 Tech),[1629627],1610612740.0,NOP,,,,,,,,,1626300.0,2.0,1.0,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,
319,PT02M53.00S,2025-11-20T02:00:59.9Z,2,REGULAR,substitution,out,[],202685,,,1610612743,49,51,2025-11-20T02:01:19Z,3140000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,
320,PT02M53.00S,2025-11-20T02:00:59.9Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,49,51,2025-11-20T02:01:19Z,3150000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,
321,PT02M53.00S,2025-11-20T02:01:40.2Z,2,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,49,52,2025-11-20T02:01:40Z,3160000,False,,,0,,N. Jokić technical Free Throw 1 of 1 (13 PTS),[203999],1610612743.0,DEN,technical,,,,,,,,,,,Jokić,N. Jokić,,,,,,,Made,,,,,13.0,,,,,
322,PT02M35.00S,2025-11-20T02:02:16.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629627,,,1610612743,49,52,2025-11-20T02:02:22Z,3170000,False,,,0,,Z. Williamson shooting personal FOUL (3 PF) (Brown 2 FT),"[1629627, 1628971]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,1629183.0,3.0,1.0,Williamson,Z. Williamson,Brown,1628971.0,,,,,,,,,,,,,,,
324,PT02M35.00S,2025-11-20T02:02:36.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628971,,,1610612743,49,53,2025-11-20T02:02:36Z,3190000,False,,,0,,B. Brown Free Throw 1 of 2 (5 PTS),[1628971],1610612743.0,DEN,,,,,,,,,,,,Brown,B. Brown,,,,,,,Made,,,,,5.0,,,,,
325,PT02M35.00S,2025-11-20T02:02:38.0Z,2,REGULAR,substitution,out,[],1629627,,,1610612743,49,53,2025-11-20T02:02:41Z,3200000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,,,,,,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,
326,PT02M35.00S,2025-11-20T02:02:38.0Z,2,REGULAR,substitution,in,[],1630180,,,1610612743,49,53,2025-11-20T02:02:41Z,3210000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,
327,PT02M35.00S,2025-11-20T02:02:57.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628971,,,1610612743,49,54,2025-11-20T02:02:57Z,3220000,False,,,0,,B. Brown Free Throw 2 of 2 (6 PTS),[1628971],1610612743.0,DEN,,,,,,,,,,,,Brown,B. Brown,,,,,,,Made,,,,,6.0,,,,,
328,PT02M20.00S,2025-11-20T02:03:13.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,93.38042049934296,51.9607843137255,1610612740,51,54,2025-11-20T02:03:21Z,3230000,False,10.0,10.0,1,right,D. Queen driving Layup (7 PTS),[1642852],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,,,,Queen,D. Queen,,,,,,1.38,Made,,,,,7.0,,,,,
331,PT02M12.00S,2025-11-20T02:03:26.3Z,2,REGULAR,foul,offensive,['inpenalty'],203999,,,1610612743,51,54,2025-11-20T02:17:00Z,3240000,False,,,0,,N. Jokić off-the-ball offensive FOUL (1 PF),"[203999, 1642847]",1610612743.0,DEN,off-the-ball,,,,,,In The Paint (Non-RA),0-8 Center,1629183.0,1.0,0.0,Jokić,N. Jokić,Fears,1642847.0,,,,,,,,,,,,,,,
333,PT02M12.00S,2025-11-20T02:03:26.3Z,2,REGULAR,turnover,offensive foul,[],203999,,,1610612743,51,54,2025-11-20T02:03:26Z,3260000,False,,,0,,N. Jokić offensive foul TURNOVER (6 TO),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,1629183.0,,,Jokić,N. Jokić,,,6.0,,,,,,,,,,,,,,
334,PT02M03.00S,2025-11-20T02:03:43.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642847,95.48291721419186,93.87254901960785,1610612740,51,54,2025-11-20T02:03:50Z,3270000,False,219.0,-10.0,1,right,MISS J. Fears 3PT,[1642847],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Fears,J. Fears,,,,,,21.96,Missed,,,,,,,,,,
335,PT02M00.00S,2025-11-20T02:03:46.9Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,51,54,2025-11-20T02:03:50Z,3280000,False,,,0,,P. Watson REBOUND (Off:2 Def:3),[1631212],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,,Watson,P. Watson,,,,,,,,334.0,5.0,3.0,2.0,,,,,,
336,PT01M52.00S,2025-11-20T02:03:55.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,13.222733245729303,50.0,1610612743,51,54,2025-11-20T02:17:32Z,3290000,False,0.0,72.0,1,left,MISS N. Jokić 7' driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jokić,N. Jokić,,,,,,7.18,Missed,,,,,,,,,,
337,PT01M49.00S,2025-11-20T02:03:58.3Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,51,54,2025-11-20T02:04:01Z,3300000,False,,,0,,D. Queen REBOUND (Off:1 Def:3),[1642852],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Queen,D. Queen,,,,,,,,336.0,4.0,3.0,1.0,,,,,,
338,PT01M46.00S,2025-11-20T02:04:01.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,78.13731931668858,90.19607843137256,1610612740,51,54,2025-11-20T02:04:08Z,3310000,False,201.0,153.0,1,right,MISS T. Murphy III 25' running 3PT,[1630530],1610612740.0,NOP,running,,,,,,Above the Break 3,24+ Right Center,,,,Murphy III,T. Murphy III,,,,,,25.26,Missed,,,,,,,,,,
339,PT01M42.00S,2025-11-20T02:04:05.0Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612743,51,54,2025-11-20T02:04:08Z,3320000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Johnson,C. Johnson,,,,,,,,338.0,1.0,1.0,0.0,,,,,,
340,PT01M36.00S,2025-11-20T02:04:17.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612743,51,54,2025-11-20T02:04:26Z,3330000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Jokić 2 FT),"[1630529, 203999]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,1148.0,2.0,0.0,Jones,H. Jones,Jokić,203999.0,,,,,,,,,,,,,,,
342,PT01M36.00S,2025-11-20T02:04:34.1Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,51,55,2025-11-20T02:04:34Z,3350000,False,,,0,,N. Jokić Free Throw 1 of 2 (14 PTS),[203999],1610612743.0,DEN,,,,,,,,,,,,Jokić,N. Jokić,,,,,,,Made,,,,,14.0,,,,,
343,PT01M36.00S,2025-11-20T02:04:48.5Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,51,56,2025-11-20T02:04:48Z,3360000,False,,,0,,N. Jokić Free Throw 2 of 2 (15 PTS),[203999],1610612743.0,DEN,,,,,,,,,,,,Jokić,N. Jokić,,,,,,,Made,,,,,15.0,,,,,
344,PT01M19.00S,2025-11-20T02:05:06.9Z,2,REGULAR,3pt,Jump Shot,[],1630180,87.46714848883047,95.09803921568627,1610612740,51,56,2025-11-20T02:05:16Z,3370000,False,225.0,65.0,1,right,MISS S. Bey 3PT,[1630180],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Bey,S. Bey,,,,,,23.48,Missed,,,,,,,,,,
345,PT01M16.00S,2025-11-20T02:05:09.9Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,51,56,2025-11-20T02:05:16Z,3380000,False,,,0,,P. Watson REBOUND (Off:2 Def:4),[1631212],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,,Watson,P. Watson,,,,,,,,344.0,6.0,4.0,2.0,,,,,,
346,PT01M11.00S,2025-11-20T02:05:19.7Z,2,REGULAR,turnover,out-of-bounds,[],1631212,,,1610612743,51,56,2025-11-20T02:05:25Z,3390000,False,,,0,,P. Watson bad pass out-of-bounds TURNOVER (2 TO),[1631212],1610612743.0,DEN,bad pass,,,,,,Above the Break 3,24+ Right Center,1629183.0,,,Watson,P. Watson,,,2.0,,,,,,,,,,,,,,
