actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
257,PT07M06.00S,2026-02-22T00:55:00.0Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612755,37,38,2026-02-22T00:55:01Z,2540000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,256.0,,,,,,1.0,1.0,0.0,,,,,
258,PT07M04.00S,2026-02-22T00:55:04.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,6.389618922470433,47.05882352941176,1610612755,37,40,2026-02-22T00:55:14Z,2550000,False,15.0,8.0,1,left,T. Maxey running Layup (4 PTS) (Q. Grimes 1 AST),"[1630178, 1629656]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,,,,1.65,,,,,,Q. Grimes,1629656.0,1.0
260,PT07M04.00S,2026-02-22T00:55:11.6Z,2,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612755,37,40,2026-02-22T00:55:18Z,2570000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Maxey 1 FT),"[1629673, 1630178]",1610612740.0,NOP,shooting,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1628487.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,,
262,PT07M04.00S,2026-02-22T00:55:19.0Z,2,REGULAR,substitution,out,[],1629627,,,1610612755,37,40,2026-02-22T00:55:32Z,2590000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M04.00S,2026-02-22T00:55:19.0Z,2,REGULAR,substitution,out,[],1629673,,,1610612755,37,40,2026-02-22T00:55:32Z,2600000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M04.00S,2026-02-22T00:55:19.0Z,2,REGULAR,substitution,in,[],1630180,,,1610612755,37,40,2026-02-22T00:55:32Z,2610000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT07M04.00S,2026-02-22T00:55:19.0Z,2,REGULAR,substitution,in,[],1630529,,,1610612755,37,40,2026-02-22T00:55:32Z,2620000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT07M04.00S,2026-02-22T00:55:37.7Z,2,REGULAR,substitution,out,[],1629656,,,1610612755,37,40,2026-02-22T00:55:45Z,2630000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT07M04.00S,2026-02-22T00:55:37.7Z,2,REGULAR,substitution,in,[],1626162,,,1610612755,37,40,2026-02-22T00:55:45Z,2640000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT07M04.00S,2026-02-22T00:55:46.9Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630178,,,1610612755,37,41,2026-02-22T00:55:46Z,2650000,False,,,0,,T. Maxey Free Throw 1 of 1 (5 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
269,PT06M46.00S,2026-02-22T00:56:05.7Z,2,REGULAR,turnover,lost ball,[],1642852,,,1610612740,37,41,2026-02-22T00:56:21Z,2660000,False,,,0,,D. Queen lost ball TURNOVER (2 TO),"[1642852, 1630178]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Mid-Range,8-16 Left,,,,,,,,,2.0,Maxey,1630178.0,,,,,,,,,
270,PT06M46.00S,2026-02-22T00:56:05.7Z,2,REGULAR,steal,,[],1630178,,,1610612755,37,41,2026-02-22T01:05:53Z,2670000,False,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
272,PT06M36.00S,2026-02-22T00:56:26.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,6.521024967148489,50.73529411764706,1610612755,37,41,2026-02-22T01:01:06Z,2690000,False,-4.0,9.0,1,left,MISS T. Maxey cutting Layup,[1630178],1610612755.0,PHI,cutting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,0.95,,,,,,,,
273,PT06M32.00S,2026-02-22T00:56:30.3Z,2,REGULAR,rebound,defensive,[],201599,,,1610612740,37,41,2026-02-22T00:56:31Z,2700000,False,,,0,,D. Jordan REBOUND (Off:2 Def:7),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,272.0,,,,,,9.0,7.0,2.0,,,,,
274,PT06M26.00S,2026-02-22T00:56:38.4Z,2,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612740,37,41,2026-02-22T01:00:28Z,2710000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Queen 2 FT),"[1626162, 1642852]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,1628487.0,1.0,0.0,Queen,1642852.0,,,,,,,,,,,,,,,
282,PT06M26.00S,2026-02-22T00:57:03.3Z,2,REGULAR,freethrow,1 of 2,[],1642852,,,1610612740,38,41,2026-02-22T01:01:45Z,2725000,False,,,0,,D. Queen Free Throw 1 of 2 (5 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
283,PT06M26.00S,2026-02-22T00:57:03.3Z,2,REGULAR,freethrow,2 of 2,[],1642852,,,1610612740,38,41,2026-02-22T01:01:45Z,2727500,False,,,0,,MISS D. Queen Free Throw 2 of 2,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
284,PT06M26.00S,2026-02-22T00:57:03.3Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,38,41,2026-02-22T01:01:45Z,2728750,False,,,0,,A. Drummond REBOUND (Off:2 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,283.0,,,,,,5.0,3.0,2.0,,,,,
277,PT06M26.00S,2026-02-22T00:59:11.7Z,2,REGULAR,foul,technical,['1freethrow'],203083,,,1610612755,38,41,2026-02-22T01:01:45Z,2740000,False,,,0,,A. Drummond technical FOUL (1 Tech),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,1162.0,2.0,1.0,,,,,,,,,,,,,,,,,
278,PT06M26.00S,2026-02-22T00:59:18.7Z,2,REGULAR,freethrow,1 of 1,[],1630180,,,1610612755,39,41,2026-02-22T01:01:45Z,2750000,False,,,0,,S. Bey technical Free Throw 1 of 1 (9 PTS),[1630180],1610612740.0,NOP,technical,,,Bey,S. Bey,,,,,,,,,,,,Made,,9.0,,,,,,,,,,,,
279,PT06M26.00S,2026-02-22T01:00:31.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612755,39,41,2026-02-22T01:01:45Z,2760000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,1628487.0,,,,,,,,,,,,,,,,,,,
280,PT06M26.00S,2026-02-22T01:00:43.4Z,2,REGULAR,foul,technical,['1freethrow'],1631230,,,1610612755,39,41,2026-02-22T01:01:45Z,2770000,False,,,0,,D. Barlow technical FOUL (1 Tech),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,1162.0,1.0,1.0,,,,,,,,,,,,,,,,,
281,PT06M26.00S,2026-02-22T01:00:56.1Z,2,REGULAR,freethrow,1 of 1,[],1630180,,,1610612755,40,41,2026-02-22T01:01:45Z,2780000,False,,,0,,S. Bey technical Free Throw 1 of 1 (10 PTS),[1630180],1610612740.0,NOP,technical,,,Bey,S. Bey,,,,,,,,,,,,Made,,10.0,,,,,,,,,,,,
285,PT06M12.00S,2026-02-22T01:01:54.2Z,2,REGULAR,3pt,Jump Shot,[],1626162,7.835085413929041,94.11764705882352,1610612755,40,41,2026-02-22T01:01:59Z,2790000,False,-221.0,21.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,22.16,,,,,,,,
286,PT06M09.00S,2026-02-22T01:01:57.2Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,40,41,2026-02-22T01:01:59Z,2800000,False,,,0,,D. Queen REBOUND (Off:0 Def:5),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Left Corner 3,24+ Left,,,,,,,285.0,,,,,,5.0,5.0,0.0,,,,,
287,PT05M57.00S,2026-02-22T01:02:08.7Z,2,REGULAR,3pt,Jump Shot,[],1630529,74.32654402102497,13.970588235294118,1610612740,43,41,2026-02-22T01:03:12Z,2810000,False,-180.0,189.0,1,right,H. Jones 26' 3PT step back (3 PTS),[1630529],1610612740.0,NOP,step back,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,,,,26.09,,,,,,,,
288,PT05M45.00S,2026-02-22T01:02:35.3Z,2,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,43,41,2026-02-22T01:02:43Z,2820000,False,,,0,,T. Maxey bad pass out-of-bounds TURNOVER (2 TO),[1630178],1610612755.0,PHI,bad pass,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,1162.0,,,,,,,,2.0,,,,,,,,,,,
289,PT05M33.00S,2026-02-22T01:02:55.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642847,68.54467805519053,28.921568627450984,1610612740,43,41,2026-02-22T01:03:02Z,2830000,False,-105.0,243.0,1,right,MISS J. Fears 26' 3PT,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.51,,,,,,,,
290,PT05M31.00S,2026-02-22T01:02:57.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,43,41,2026-02-22T01:03:02Z,2840000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,289.0,,,,,,,,,,,,,
292,PT05M31.00S,2026-02-22T01:03:01.2Z,2,REGULAR,substitution,out,[],1626166,,,1610612755,43,41,2026-02-22T01:03:06Z,2860000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT05M31.00S,2026-02-22T01:03:01.2Z,2,REGULAR,substitution,in,[],1642845,,,1610612755,43,41,2026-02-22T01:03:06Z,2870000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT05M16.00S,2026-02-22T01:03:30.1Z,2,REGULAR,3pt,Jump Shot,[],1626162,5.469776609724048,2.941176470588235,1610612755,43,44,2026-02-22T01:03:34Z,2880000,False,235.0,-1.0,1,left,K. Oubre Jr. 3PT  (10 PTS) (T. Maxey 5 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,,,,Made,,10.0,,,,23.53,,,,,,T. Maxey,1630178.0,5.0
296,PT05M06.00S,2026-02-22T01:03:45.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,43,44,2026-02-22T01:03:45Z,2900000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT05M06.00S,2026-02-22T01:06:10.6Z,2,REGULAR,substitution,out,[],1642847,,,1610612740,43,44,2026-02-22T01:06:29Z,2910000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT05M06.00S,2026-02-22T01:06:10.6Z,2,REGULAR,substitution,in,[],1631121,,,1610612740,43,44,2026-02-22T01:06:29Z,2920000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT05M01.00S,2026-02-22T01:06:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,94.03745072273325,47.549019607843135,1610612740,43,44,2026-02-22T01:09:37Z,2930000,False,-12.0,4.0,1,right,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.28,,,,,,,,
300,PT05M00.00S,2026-02-22T01:06:49.6Z,2,REGULAR,rebound,offensive,[],201599,,,1610612740,43,44,2026-02-22T01:10:51Z,2940000,False,,,0,,D. Jordan REBOUND (Off:3 Def:7),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,299.0,,,,,,10.0,7.0,3.0,,,,,
328,PT04M59.00S,2026-02-22T01:06:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,92.24704336399475,45.3201593137255,1610612740,43,44,2026-02-22T01:10:34Z,2945000,False,-23.0,20.0,1,right,MISS D. Jordan tip Layup,[201599],1610612740.0,NOP,tip,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.1,,,,,,,,
329,PT04M59.00S,2026-02-22T01:06:50.6Z,2,REGULAR,rebound,offensive,[],1642852,,,1610612740,43,44,2026-02-22T01:10:34Z,2947500,False,,,0,,D. Queen REBOUND (Off:1 Def:5),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,328.0,,,,,,6.0,5.0,1.0,,,,,
301,PT04M54.00S,2026-02-22T01:06:52.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642852,93.9060446780552,51.9607843137255,1610612740,43,44,2026-02-22T01:10:34Z,2950000,False,10.0,5.0,1,right,MISS D. Queen putback Layup - blocked,"[1642852, 1631230]",1610612740.0,NOP,putback,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.09,,,,Barlow,1631230.0,,,
333,PT04M54.00S,2026-02-22T01:06:52.7Z,2,REGULAR,block,,[],1631230,,,1610612740,43,44,2026-02-22T01:11:40Z,2955000,False,,,0,,D. Barlow BLOCK (2 BLK),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
302,PT04M54.00S,2026-02-22T01:06:52.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,43,44,2026-02-22T01:12:23Z,2960000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,301.0,,,,,,,,,,,,,
304,PT04M52.00S,2026-02-22T01:07:12.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,74.72076215505913,82.84313725490196,1610612740,43,44,2026-02-22T01:12:23Z,2980000,False,164.0,185.0,1,right,MISS S. Bey 24' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,24.74,,,,,,,,
305,PT04M49.00S,2026-02-22T01:07:15.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,43,44,2026-02-22T01:07:16Z,2990000,False,,,0,,A. Drummond REBOUND (Off:2 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,304.0,,,,,,6.0,4.0,2.0,,,,,
306,PT04M41.00S,2026-02-22T01:07:24.9Z,2,REGULAR,foul,offensive,[],203083,,,1610612755,43,44,2026-02-22T01:07:58Z,3000000,False,,,0,,A. Drummond offensive FOUL (3 PF),"[203083, 1631121]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,1162.0,3.0,1.0,McGowens,1631121.0,,,,,,,,,,,,,,,
308,PT04M41.00S,2026-02-22T01:07:24.9Z,2,REGULAR,turnover,offensive foul,[],203083,,,1610612755,43,44,2026-02-22T01:07:24Z,3020000,False,,,0,,A. Drummond offensive foul TURNOVER (2 TO),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,1162.0,,,,,,,,2.0,,,,,,,,,,,
309,PT04M41.00S,2026-02-22T01:07:39.1Z,2,REGULAR,substitution,out,[],203083,,,1610612740,43,44,2026-02-22T01:07:51Z,3030000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT04M41.00S,2026-02-22T01:07:39.1Z,2,REGULAR,substitution,in,[],1641737,,,1610612740,43,44,2026-02-22T01:07:51Z,3040000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT04M26.00S,2026-02-22T01:08:09.6Z,2,REGULAR,foul,offensive,[],1642852,,,1610612740,43,44,2026-02-22T01:08:27Z,3050000,False,,,0,,D. Queen offensive FOUL (2 PF),"[1642852, 1631230]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,1162.0,2.0,0.0,Barlow,1631230.0,,,,,,,,,,,,,,,
313,PT04M26.00S,2026-02-22T01:08:09.6Z,2,REGULAR,turnover,offensive foul,[],1642852,,,1610612740,43,44,2026-02-22T01:08:09Z,3070000,False,,,0,,D. Queen offensive foul TURNOVER (3 TO),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,1162.0,,,,,,,,3.0,,,,,,,,,,,
314,PT04M14.00S,2026-02-22T01:08:43.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642845,11.777266754270697,70.34313725490196,1610612755,43,46,2026-02-22T01:14:01Z,3080000,False,-102.0,58.0,1,left,V. Edgecombe 11' step back Jump Shot (9 PTS),[1642845],1610612755.0,PHI,step back,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Left,,,,,,Made,,9.0,,,,11.72,,,,,,,,
315,PT04M14.00S,2026-02-22T01:08:48.0Z,2,REGULAR,foul,personal,['1freethrow'],1630180,,,1610612755,43,46,2026-02-22T01:08:52Z,3090000,False,,,0,,S. Bey shooting personal FOUL (3 PF) (Edgecombe 1 FT),"[1630180, 1642845]",1610612740.0,NOP,shooting,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,1629183.0,3.0,0.0,Edgecombe,1642845.0,,,,,,,,,,,,,,,
317,PT04M14.00S,2026-02-22T01:08:57.8Z,2,REGULAR,substitution,out,[],1642852,,,1610612755,43,46,2026-02-22T01:09:37Z,3110000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT04M14.00S,2026-02-22T01:08:57.8Z,2,REGULAR,substitution,in,[],1629627,,,1610612755,43,46,2026-02-22T01:09:37Z,3120000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT04M14.00S,2026-02-22T01:09:19.8Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1642845,,,1610612755,43,47,2026-02-22T01:09:19Z,3130000,False,,,0,,V. Edgecombe Free Throw 1 of 1 (10 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,Made,,10.0,,,,,,,,,,,,
320,PT04M01.00S,2026-02-22T01:09:39.3Z,2,REGULAR,foul,offensive,[],1630180,,,1610612740,43,47,2026-02-22T01:09:50Z,3140000,False,,,0,,S. Bey offensive FOUL (4 PF),"[1630180, 1626162]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,1629183.0,4.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
322,PT04M01.00S,2026-02-22T01:09:39.3Z,2,REGULAR,turnover,offensive foul,[],1630180,,,1610612740,43,47,2026-02-22T01:09:39Z,3160000,False,,,0,,S. Bey offensive foul TURNOVER (2 TO),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,1629183.0,,,,,,,,2.0,,,,,,,,,,,
323,PT04M01.00S,2026-02-22T01:09:51.4Z,2,REGULAR,substitution,out,[],1630180,,,1610612755,43,47,2026-02-22T01:09:53Z,3170000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT04M01.00S,2026-02-22T01:09:51.4Z,2,REGULAR,substitution,in,[],1642847,,,1610612755,43,47,2026-02-22T01:09:53Z,3180000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT03M46.00S,2026-02-22T01:10:14.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630178,18.873193166885677,32.84313725490196,1610612755,43,49,2026-02-22T01:10:41Z,3190000,False,86.0,125.0,1,left,T. Maxey 15' pullup Jump Shot (7 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,,,,,,Made,,7.0,,,,15.15,,,,,,,,
326,PT03M37.00S,2026-02-22T01:10:25.4Z,2,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612740,43,49,2026-02-22T01:10:34Z,3200000,False,,,0,,D. Barlow shooting personal FOUL (2 PF) (Williamson 2 FT),"[1631230, 1629627]",1610612755.0,PHI,shooting,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,1628487.0,2.0,1.0,Williamson,1629627.0,,,,,,,,,,,,,,,
330,PT03M37.00S,2026-02-22T01:10:54.6Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,44,49,2026-02-22T01:10:54Z,3220000,False,,,0,,Z. Williamson Free Throw 1 of 2 (14 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,14.0,,,,,,,,,,,,
331,PT03M37.00S,2026-02-22T01:11:15.7Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,45,49,2026-02-22T01:11:15Z,3230000,False,,,0,,Z. Williamson Free Throw 2 of 2 (15 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,
332,PT03M27.00S,2026-02-22T01:11:27.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642845,5.732588699080158,53.67647058823529,1610612755,45,51,2026-02-22T01:11:34Z,3240000,False,-18.0,1.0,1,left,V. Edgecombe driving Layup (12 PTS),[1642845],1610612755.0,PHI,driving,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,Made,,12.0,,,,1.85,,,,,,,,
334,PT03M06.00S,2026-02-22T01:11:48.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.85479632063075,48.03921568627451,1610612740,47,51,2026-02-22T01:11:53Z,3250000,False,-10.0,15.0,1,right,Z. Williamson driving Layup (17 PTS) (J. Fears 1 AST),"[1629627, 1642847]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,17.0,,,,1.77,,,,,,J. Fears,1642847.0,1.0
336,PT02M53.00S,2026-02-22T01:12:00.5Z,2,REGULAR,3pt,Jump Shot,[],1630178,28.991458607095925,73.2843137254902,1610612755,47,54,2026-02-22T01:12:05Z,3270000,False,-116.0,220.0,1,left,T. Maxey 24' 3PT step back (10 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,10.0,,,,24.89,,,,,,,,
338,PT02M31.00S,2026-02-22T01:12:45.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612740,47,54,2026-02-22T01:13:07Z,3290000,False,,,0,,K. Oubre Jr. personal FOUL (2 PF) (Jordan 2 FT),"[1626162, 201599]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,1162.0,2.0,0.0,Jordan,201599.0,,,,,,,,,,,,,,,
340,PT02M31.00S,2026-02-22T01:13:19.9Z,2,REGULAR,freethrow,1 of 2,[],201599,,,1610612740,48,54,2026-02-22T01:13:50Z,3310000,False,,,0,,D. Jordan Free Throw 1 of 2 (5 PTS),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
341,PT02M31.00S,2026-02-22T01:13:19.9Z,2,REGULAR,freethrow,2 of 2,[],201599,,,1610612740,48,54,2026-02-22T01:13:50Z,3320000,False,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
342,PT02M25.00S,2026-02-22T01:13:25.9Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,48,54,2026-02-22T01:13:50Z,3330000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,341.0,,,,,,2.0,2.0,0.0,,,,,
343,PT02M15.00S,2026-02-22T01:13:59.0Z,2,REGULAR,3pt,Jump Shot,[],1630178,26.49474375821288,86.76470588235294,1610612755,48,54,2026-02-22T01:14:07Z,3340000,False,-184.0,197.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.91,,,,,,,,
344,PT02M11.00S,2026-02-22T01:14:03.0Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,48,54,2026-02-22T01:14:07Z,3350000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,343.0,,,,,,3.0,2.0,1.0,,,,,
