actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
176,PT00M00.00S,2021-12-18T03:37:12.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,31,29,2021-12-18T03:37:12Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,
177,PT00M00.00S,2021-12-18T03:37:13.4Z,1,REGULAR,period,end,[],0,,,1610612758,31,29,2021-12-18T03:37:13Z,1750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-12-18T03:39:03.9Z,2,REGULAR,substitution,out,['startperiod'],203090,,,1610612758,31,29,2021-12-18T03:39:52Z,1760000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-12-18T03:39:03.9Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612758,31,29,2021-12-18T03:39:52Z,1770000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-12-18T03:39:03.9Z,2,REGULAR,substitution,in,['startperiod'],203084,,,1610612758,31,29,2021-12-18T03:39:52Z,1780000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2021-12-18T03:39:03.9Z,2,REGULAR,substitution,in,['startperiod'],1629681,,,1610612758,31,29,2021-12-18T03:39:52Z,1790000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2021-12-18T03:39:56.7Z,2,REGULAR,period,start,[],0,,,1610612758,31,29,2021-12-18T03:39:56Z,1800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M38.00S,2021-12-18T03:40:17.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,89.17542706964521,49.26470588235294,1610612758,31,29,2021-12-18T03:50:44Z,1810000,-4.0,49.0,1,right,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,4.94,Missed,,,,,,,,,,,,,,,,,,
185,PT11M34.00S,2021-12-18T03:40:21.8Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,31,29,2021-12-18T03:40:22Z,1830000,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,183.0,2.0,1.0,1.0,,,,,,,,,,,,,,
186,PT11M32.00S,2021-12-18T03:40:23.6Z,2,REGULAR,3pt,Jump Shot,[],1629681,5.732588699080158,2.941176470588235,1610612763,31,29,2021-12-18T03:40:32Z,1840000,235.0,1.0,1,left,MISS K. Tillie 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,
187,PT11M29.00S,2021-12-18T03:40:27.2Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,31,29,2021-12-18T03:40:27Z,1850000,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,186.0,1.0,0.0,1.0,,,,,,,,,,,,,,
188,PT11M27.00S,2021-12-18T03:40:28.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630214,32.14520367936925,50.73529411764706,1610612763,31,29,2021-12-18T03:40:34Z,1860000,-4.0,250.0,1,left,MISS X. Tillman 24' 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
189,PT11M27.00S,2021-12-18T03:40:28.8Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,31,29,2021-12-18T03:40:34Z,1870000,,,0,,C. Metu REBOUND (Off:0 Def:7),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,188.0,7.0,7.0,0.0,,,,,,,,,,,,,,
190,PT11M18.00S,2021-12-18T03:40:41.4Z,2,REGULAR,foul,personal,['2freethrow'],1629681,,,1610612758,31,29,2021-12-18T03:40:58Z,1880000,,,0,,K. Tillie shooting personal FOUL (2 PF) (Barnes 2 FT),"[1629681, 203084]",1610612763.0,MEM,shooting,,,Tillie,K. Tillie,,,,,,,,,,,,2534.0,2.0,0.0,Barnes,203084.0,,,,,,,,
192,PT11M18.00S,2021-12-18T03:41:11.4Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,32,29,2021-12-18T03:41:11Z,1900000,,,0,,H. Barnes Free Throw 1 of 2 (9 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
193,PT11M18.00S,2021-12-18T03:41:27.5Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,33,29,2021-12-18T03:41:27Z,1910000,,,0,,H. Barnes Free Throw 2 of 2 (10 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
194,PT11M01.00S,2021-12-18T03:41:46.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,10.463206307490145,64.4607843137255,1610612763,33,29,2021-12-18T03:42:00Z,1920000,-72.0,46.0,1,left,MISS J. Jackson Jr. 8' turnaround bank Hook,[1628991],1610612763.0,MEM,turnaround bank,,,Jackson Jr.,J. Jackson Jr.,,,,,8.56,Missed,,,,,,,,,,,,,,,,,,
195,PT10M58.00S,2021-12-18T03:41:49.6Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,33,29,2021-12-18T03:41:50Z,1930000,,,0,,D. Jones REBOUND (Off:0 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,194.0,2.0,2.0,0.0,,,,,,,,,,,,,,
196,PT10M44.00S,2021-12-18T03:42:03.2Z,2,REGULAR,2pt,Jump Shot,[],203084,93.77463863337714,31.372549019607842,1610612758,33,29,2021-12-18T03:42:10Z,1940000,-93.0,6.0,1,right,MISS H. Barnes 9' fadeaway Shot,[203084],1610612758.0,SAC,fadeaway,,,Barnes,H. Barnes,,,,,9.33,Missed,,,,,,,,,,,,,,,,,,
197,PT10M39.00S,2021-12-18T03:42:08.2Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,33,29,2021-12-18T03:42:10Z,1950000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,,
198,PT10M35.00S,2021-12-18T03:42:12.1Z,2,REGULAR,3pt,Jump Shot,[],1629723,29.38567674113009,73.52941176470588,1610612763,33,29,2021-12-18T03:42:21Z,1960000,-118.0,224.0,1,left,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
199,PT10M34.00S,2021-12-18T03:42:13.1Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,33,29,2021-12-18T03:57:57Z,1970000,,,0,,C. Metu REBOUND (Off:0 Def:8),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,198.0,8.0,8.0,0.0,,,,,,,,,,,,,,
200,PT10M33.00S,2021-12-18T03:42:18.3Z,2,REGULAR,turnover,lost ball,[],1629002,,,1610612758,33,29,2021-12-18T03:58:17Z,1980000,,,0,,C. Metu lost ball TURNOVER (1 TO),"[1629002, 1629681]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,1.0,Tillie,1629681.0
201,PT10M33.00S,2021-12-18T03:42:18.3Z,2,REGULAR,steal,,[],1629681,,,1610612763,33,29,2021-12-18T03:42:22Z,1990000,,,0,,K. Tillie STEAL (1 STL),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M33.00S,2021-12-18T03:42:22.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629681,7.046649145860711,48.28431372549019,1610612763,33,31,2021-12-18T03:58:28Z,2000000,9.0,14.0,1,left,K. Tillie Layup (5 PTS),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,1.62,Made,,,,,5.0,,,,,,,,,,,,,
203,PT10M14.00S,2021-12-18T03:42:38.1Z,2,REGULAR,foul,personal,[],1629723,,,1610612758,33,31,2021-12-18T03:42:53Z,2010000,,,0,,J. Konchar personal FOUL (1 PF),"[1629723, 1629002]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,2534.0,1.0,0.0,Metu,1629002.0,,,,,,,,
205,PT10M14.00S,2021-12-18T03:42:51.5Z,2,REGULAR,substitution,out,[],1629002,,,1610612758,33,31,2021-12-18T03:43:09Z,2030000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M14.00S,2021-12-18T03:42:51.5Z,2,REGULAR,substitution,out,[],1627745,,,1610612758,33,31,2021-12-18T03:43:09Z,2040000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
207,PT10M14.00S,2021-12-18T03:42:51.5Z,2,REGULAR,substitution,out,[],1629620,,,1610612758,33,31,2021-12-18T03:43:09Z,2050000,,,0,,SUB out: J. Robinson,[1629620],1610612758.0,SAC,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M14.00S,2021-12-18T03:42:51.5Z,2,REGULAR,substitution,out,[],1630217,,,1610612758,33,31,2021-12-18T03:43:09Z,2060000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M14.00S,2021-12-18T03:42:51.5Z,2,REGULAR,substitution,in,[],1630169,,,1610612758,33,31,2021-12-18T03:43:09Z,2070000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M14.00S,2021-12-18T03:42:51.5Z,2,REGULAR,substitution,in,[],202684,,,1610612758,33,31,2021-12-18T03:43:09Z,2080000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M14.00S,2021-12-18T03:42:51.5Z,2,REGULAR,substitution,in,[],203090,,,1610612758,33,31,2021-12-18T03:43:09Z,2090000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M14.00S,2021-12-18T03:42:51.5Z,2,REGULAR,substitution,in,[],203500,,,1610612758,33,31,2021-12-18T03:43:09Z,2100000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
217,PT10M14.00S,2021-12-18T03:43:26.8Z,2,REGULAR,substitution,out,[],1630214,,,1610612758,33,31,2021-12-18T03:43:30Z,2105000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
218,PT10M14.00S,2021-12-18T03:43:26.8Z,2,REGULAR,substitution,in,[],1630217,,,1610612758,33,31,2021-12-18T03:43:30Z,2107500,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
213,PT10M03.00S,2021-12-18T03:43:28.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,87.86136662286465,40.19607843137255,1610612758,33,31,2021-12-18T05:00:14Z,2110000,-49.0,62.0,1,right,MISS T. Haliburton 7' floating Shot,[1630169],1610612758.0,SAC,floating,,,Haliburton,T. Haliburton,,,,,7.87,Missed,,,,,,,,,,,,,,,,,,
214,PT10M00.00S,2021-12-18T03:43:31.1Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,33,31,2021-12-18T05:00:14Z,2120000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,,,
215,PT09M55.00S,2021-12-18T03:43:29.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,9.149145860709593,58.82352941176471,1610612763,33,31,2021-12-18T05:04:54Z,2130000,-44.0,34.0,1,left,MISS J. Jackson Jr. driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,5.54,Missed,,,,,,,,,,,,,,,,,,
216,PT09M53.00S,2021-12-18T03:43:31.5Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612758,33,31,2021-12-18T05:00:35Z,2140000,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,215.0,3.0,3.0,0.0,,,,,,,,,,,,,,
219,PT09M45.00S,2021-12-18T03:43:30.8Z,2,REGULAR,3pt,Jump Shot,[],1627741,68.01905387647832,28.676470588235293,1610612758,33,31,2021-12-18T03:43:39Z,2170000,-107.0,248.0,1,right,MISS B. Hield 27' bank 3PT,[1627741],1610612758.0,SAC,bank,,,Hield,B. Hield,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,
220,PT09M41.00S,2021-12-18T03:43:35.1Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,33,31,2021-12-18T03:43:35Z,2180000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,219.0,2.0,1.0,1.0,,,,,,,,,,,,,,
221,PT09M33.00S,2021-12-18T03:43:41.9Z,2,REGULAR,turnover,bad pass,[],1630217,,,1610612763,33,31,2021-12-18T03:44:10Z,2190000,,,0,,D. Bane bad pass TURNOVER (2 TO),"[1630217, 203084]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,2.0,Barnes,203084.0
222,PT09M33.00S,2021-12-18T03:43:41.9Z,2,REGULAR,steal,,[],203084,,,1610612758,33,31,2021-12-18T03:43:43Z,2200000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M31.00S,2021-12-18T03:43:46.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,93.11760840998686,46.32352941176471,1610612758,35,31,2021-12-18T03:44:19Z,2210000,-18.0,12.0,1,right,H. Barnes running Layup (12 PTS),[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,2.21,Made,,,,,12.0,,,,,,,,,,,,,
224,PT09M31.00S,2021-12-18T03:43:53.1Z,2,REGULAR,foul,personal,['1freethrow'],1629681,,,1610612758,35,31,2021-12-18T03:44:01Z,2220000,,,0,,K. Tillie shooting personal FOUL (3 PF) (Barnes 1 FT),"[1629681, 203084]",1610612763.0,MEM,shooting,,,Tillie,K. Tillie,,,,,,,,,,,,1363.0,3.0,0.0,Barnes,203084.0,,,,,,,,
226,PT09M31.00S,2021-12-18T03:44:29.8Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203084,,,1610612758,36,31,2021-12-18T03:44:29Z,2240000,,,0,,H. Barnes Free Throw 1 of 1 (13 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
227,PT09M21.00S,2021-12-18T03:44:41.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,12.040078843626807,62.99019607843137,1610612763,36,31,2021-12-18T03:44:46Z,2250000,-65.0,61.0,1,left,MISS D. Bane 8' floating Shot,[1630217],1610612763.0,MEM,floating,,,Bane,D. Bane,,,,,8.89,Missed,,,,,,,,,,,,,,,,,,
228,PT09M18.00S,2021-12-18T03:44:44.7Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612758,36,31,2021-12-18T03:44:46Z,2260000,,,0,,T. Haliburton REBOUND (Off:0 Def:4),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,227.0,4.0,4.0,0.0,,,,,,,,,,,,,,
229,PT09M13.00S,2021-12-18T03:44:49.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,73.01248357424441,17.15686274509804,1610612758,39,31,2021-12-18T03:44:54Z,2270000,-164.0,201.0,1,right,T. Haliburton 25' 3PT  (7 PTS) (H. Barnes 2 AST),"[1630169, 203084]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,25.97,Made,,,,,7.0,,,,,,H. Barnes,203084.0,2.0,,,,,
231,PT08M57.00S,2021-12-18T03:45:06.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,8.360709592641262,59.55882352941176,1610612763,39,31,2021-12-18T03:45:12Z,2290000,-48.0,26.0,1,left,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 203090]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,5.45,Missed,,,,,,,,,,,,,,Harkless,203090.0,,,
232,PT08M57.00S,2021-12-18T03:45:06.1Z,2,REGULAR,block,,[],203090,,,1610612763,39,31,2021-12-18T03:45:09Z,2300000,,,0,,M. Harkless BLOCK (1 BLK),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M56.00S,2021-12-18T03:45:07.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,39,31,2021-12-18T03:45:12Z,2310000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,231.0,,,,,,,,,,,,,,,,,
234,PT08M54.00S,2021-12-18T03:45:12.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,39,31,2021-12-18T03:45:12Z,2320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M42.00S,2021-12-18T03:45:24.7Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612758,39,31,2021-12-18T03:45:31Z,2330000,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 203500]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,1.0,Adams,203500.0
236,PT08M42.00S,2021-12-18T03:45:24.7Z,2,REGULAR,steal,,[],203500,,,1610612763,39,31,2021-12-18T03:45:31Z,2340000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M38.00S,2021-12-18T03:45:29.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,8.229303547963205,44.11764705882353,1610612763,39,31,2021-12-18T03:45:37Z,2350000,29.0,25.0,1,left,MISS D. Bane running Layup,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,
238,PT08M38.00S,2021-12-18T03:45:29.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,39,31,2021-12-18T03:46:00Z,2360000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,237.0,,,,,,,,,,,,,,,,,
239,PT08M38.00S,2021-12-18T03:45:36.6Z,2,REGULAR,foul,personal,[],203090,,,1610612763,39,31,2021-12-18T03:46:14Z,2370000,,,0,,M. Harkless loose ball personal FOUL (1 PF),"[203090, 1629681]",1610612758.0,SAC,loose ball,,,Harkless,M. Harkless,,,,,,,,,,,,2534.0,1.0,0.0,Tillie,1629681.0,,,,,,,,
241,PT08M36.00S,2021-12-18T03:46:24.8Z,2,REGULAR,foul,offensive,[],203500,,,1610612763,39,31,2021-12-18T03:46:40Z,2390000,,,0,,S. Adams offensive FOUL (1 PF),"[203500, 203084]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,1363.0,1.0,0.0,Barnes,203084.0,,,,,,,,
243,PT08M36.00S,2021-12-18T03:46:24.8Z,2,REGULAR,turnover,offensive foul,[],203500,,,1610612763,39,31,2021-12-18T03:46:24Z,2410000,,,0,,S. Adams offensive foul TURNOVER (1 TO),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,1363.0,,,,,,,,,,1.0,,
244,PT08M19.00S,2021-12-18T03:46:58.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202684,92.59198423127464,55.14705882352941,1610612758,39,31,2021-12-18T03:47:02Z,2420000,26.0,17.0,1,right,MISS T. Thompson driving Layup,[202684],1610612758.0,SAC,driving,,,Thompson,T. Thompson,,,,,3.09,Missed,,,,,,,,,,,,,,,,,,
245,PT08M17.00S,2021-12-18T03:47:00.1Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,39,31,2021-12-18T03:47:02Z,2430000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,244.0,2.0,2.0,0.0,,,,,,,,,,,,,,
246,PT08M14.00S,2021-12-18T03:47:07.3Z,2,REGULAR,foul,personal,['2freethrow'],203090,,,1610612763,39,31,2021-12-18T03:47:21Z,2440000,,,0,,M. Harkless shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[203090, 1628991]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,,,,,,,,200833.0,2.0,0.0,Jackson Jr.,1628991.0,,,,,,,,
248,PT08M14.00S,2021-12-18T03:47:38.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628991,,,1610612763,39,32,2021-12-18T03:47:38Z,2460000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (5 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
249,PT08M14.00S,2021-12-18T03:47:39.2Z,2,REGULAR,substitution,out,[],1629681,,,1610612763,39,32,2021-12-18T03:47:48Z,2470000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M14.00S,2021-12-18T03:47:39.2Z,2,REGULAR,substitution,in,[],1628415,,,1610612763,39,32,2021-12-18T03:47:48Z,2480000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M14.00S,2021-12-18T03:48:02.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628991,,,1610612763,39,33,2021-12-18T03:48:02Z,2490000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (6 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
252,PT07M55.00S,2021-12-18T03:48:22.9Z,2,REGULAR,3pt,Jump Shot,[],1627741,68.01905387647832,63.23529411764706,1610612758,42,33,2021-12-18T03:48:28Z,2500000,66.0,248.0,1,right,B. Hield 25' 3PT  (6 PTS) (T. Haliburton 4 AST),"[1627741, 1630169]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.68,Made,,,,,6.0,,,,,,T. Haliburton,1630169.0,4.0,,,,,
254,PT07M42.00S,2021-12-18T03:48:35.1Z,2,REGULAR,turnover,lost ball,[],1628415,,,1610612763,42,33,2021-12-18T03:48:43Z,2520000,,,0,,D. Brooks lost ball TURNOVER (1 TO),"[1628415, 1627741]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,1.0,Hield,1627741.0
255,PT07M42.00S,2021-12-18T03:48:35.1Z,2,REGULAR,steal,,[],1627741,,,1610612758,42,33,2021-12-18T04:10:50Z,2530000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M37.00S,2021-12-18T03:48:40.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,83.26215505913272,95.83333333333334,1610612758,45,33,2021-12-18T03:48:46Z,2540000,229.0,105.0,1,right,B. Hield 25' 3PT  (9 PTS) (T. Haliburton 5 AST),"[1627741, 1630169]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.2,Made,,,,,9.0,,,,,,T. Haliburton,1630169.0,5.0,,,,,
258,PT07M37.00S,2021-12-18T03:48:49.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,45,33,2021-12-18T03:48:49Z,2560000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT07M37.00S,2021-12-18T03:51:12.2Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,45,33,2021-12-18T03:51:26Z,2570000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M37.00S,2021-12-18T03:51:12.2Z,2,REGULAR,substitution,in,[],1626145,,,1610612763,45,33,2021-12-18T03:51:26Z,2580000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M24.00S,2021-12-18T03:51:54.2Z,2,REGULAR,foul,offensive,[],1628991,,,1610612763,45,33,2021-12-18T03:52:05Z,2590000,,,0,,J. Jackson Jr. offensive FOUL (2 PF),"[1628991, 203090]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,200833.0,2.0,0.0,Harkless,203090.0,,,,,,,,
263,PT07M24.00S,2021-12-18T03:51:54.2Z,2,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,45,33,2021-12-18T03:51:54Z,2610000,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,200833.0,,,,,,,,,,1.0,,
264,PT07M10.00S,2021-12-18T03:52:18.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627741,81.15965834428384,62.745098039215684,1610612758,45,33,2021-12-18T03:52:23Z,2620000,64.0,125.0,1,right,MISS B. Hield 13' floating Shot,[1627741],1610612758.0,SAC,floating,,,Hield,B. Hield,,,,,13.99,Missed,,,,,,,,,,,,,,,,,,
