actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
277,PT04M14.00S,2021-12-31T23:52:42.1Z,2,REGULAR,2pt,Jump Shot,[],1630558,21.50131406044678,47.30392156862745,1610612758,51,54,2021-12-31T23:52:46Z,2750000,13.0,150.0,1,left,MISS D. Mitchell 15' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,,,,,Missed,,15.02,,,,,,,,,,,,
278,PT04M09.00S,2021-12-31T23:52:45.9Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612758,51,54,2021-12-31T23:52:45Z,2760000,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,277.0,1.0,0.0,1.0,,,,,
279,PT04M09.00S,2021-12-31T23:52:45.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,5.590000152587891,50.0,1610612758,53,54,2021-12-31T23:52:45Z,2770000,0.0,0.0,1,left,M. Bagley III tip Layup (4 PTS),[1628963],1610612758.0,SAC,tip,,,Bagley III,M. Bagley III,,,,,,,,,,Made,4.0,0.0,,,,,,,,,,,,
280,PT03M48.00S,2021-12-31T23:53:07.6Z,2,REGULAR,2pt,Jump Shot,[],1628973,78.40013140604468,73.0392156862745,1610612742,53,54,2021-12-31T23:53:13Z,2780000,115.0,151.0,1,right,MISS J. Brunson 18' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,,,Missed,,18.95,,,,,,,,,,,,
281,PT03M44.00S,2021-12-31T23:53:11.6Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,53,54,2021-12-31T23:53:13Z,2790000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,280.0,1.0,1.0,0.0,,,,,
282,PT03M34.00S,2021-12-31T23:53:24.6Z,2,REGULAR,turnover,traveling,[],1628963,,,1610612758,53,54,2021-12-31T23:53:38Z,2800000,,,0,,M. Bagley III traveling TURNOVER (1 TO),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,2714.0,,,,,,,,,,,,,,,1.0,,,,
283,PT03M34.00S,2021-12-31T23:53:28.5Z,2,REGULAR,substitution,out,[],203493,,,1610612742,53,54,2021-12-31T23:53:33Z,2810000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M34.00S,2021-12-31T23:53:28.5Z,2,REGULAR,substitution,in,[],1628425,,,1610612742,53,54,2021-12-31T23:53:33Z,2820000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M20.00S,2021-12-31T23:54:02.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612742,53,54,2021-12-31T23:54:15Z,2830000,,,0,,D. Mitchell personal FOUL (1 PF) (Finney-Smith 2 FT),"[1630558, 1627827]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,202007.0,1.0,0.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,
287,PT03M20.00S,2021-12-31T23:54:30.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627827,,,1610612742,53,55,2021-12-31T23:54:30Z,2850000,,,0,,D. Finney-Smith Free Throw 1 of 2 (4 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
288,PT03M20.00S,2021-12-31T23:54:45.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627827,,,1610612742,53,56,2021-12-31T23:54:45Z,2860000,,,0,,D. Finney-Smith Free Throw 2 of 2 (5 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
289,PT03M15.00S,2021-12-31T23:54:59.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,53,56,2021-12-31T23:54:59Z,2870000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M07.00S,2021-12-31T23:58:11.9Z,2,REGULAR,foul,personal,['2freethrow'],1627737,,,1610612758,53,56,2021-12-31T23:58:23Z,2900000,,,0,,M. Chriss shooting personal FOUL (1 PF) (Barnes 2 FT),"[1627737, 203084]",1610612742.0,DAL,shooting,,,Chriss,M. Chriss,,,,,202007.0,1.0,0.0,Barnes,203084.0,,,,,,,,,,,,,,,
294,PT03M07.00S,2021-12-31T23:58:31.2Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,53,56,2021-12-31T23:58:31Z,2920000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,Missed,,,,,,,,,,,,,,
295,PT03M07.00S,2021-12-31T23:58:31.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,53,56,2021-12-31T23:58:31Z,2930000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,294.0,,,,,,,,
296,PT03M07.00S,2021-12-31T23:58:36.8Z,2,REGULAR,substitution,out,[],1630558,,,1610612758,53,56,2021-12-31T23:58:39Z,2940000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M07.00S,2021-12-31T23:58:36.8Z,2,REGULAR,substitution,in,[],1630169,,,1610612758,53,56,2021-12-31T23:58:39Z,2950000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M07.00S,2021-12-31T23:58:47.7Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,54,56,2021-12-31T23:58:47Z,2960000,,,0,,H. Barnes Free Throw 2 of 2 (6 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
299,PT02M46.00S,2021-12-31T23:59:09.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.34231274638634,35.78431372549019,1610612742,54,58,2021-12-31T23:59:14Z,2970000,-71.0,113.0,1,right,J. Brunson 13' pullup Jump Shot (11 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,,,Made,11.0,13.39,,,,,,,,,,,,
300,PT02M22.00S,2021-12-31T23:59:33.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,5.469776609724048,47.30392156862745,1610612758,56,58,2021-12-31T23:59:40Z,2980000,13.0,-1.0,1,left,M. Bagley III reverse Layup (6 PTS) (D. Fox 4 AST),"[1628963, 1628368]",1610612758.0,SAC,reverse,,,Bagley III,M. Bagley III,,,,,,,,,,Made,6.0,1.35,D. Fox,1628368.0,4.0,,,,,,,,,
302,PT02M04.00S,2021-12-31T23:59:57.4Z,2,REGULAR,foul,offensive,[],1627737,,,1610612742,56,58,2022-01-01T00:00:20Z,3000000,,,0,,M. Chriss offensive FOUL (2 PF),"[1627737, 1628368]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,1629175.0,2.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,,
304,PT02M04.00S,2021-12-31T23:59:57.4Z,2,REGULAR,turnover,offensive foul,[],1627737,,,1610612742,56,58,2021-12-31T23:59:57Z,3020000,,,0,,M. Chriss offensive foul TURNOVER (1 TO),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,1629175.0,,,,,,,,,,,,,,,1.0,,,,
305,PT02M04.00S,2022-01-01T00:00:05.1Z,2,REGULAR,substitution,out,[],1630182,,,1610612758,56,58,2022-01-01T00:00:13Z,3030000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M04.00S,2022-01-01T00:00:05.1Z,2,REGULAR,substitution,out,[],1627827,,,1610612758,56,58,2022-01-01T00:00:13Z,3040000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M04.00S,2022-01-01T00:00:05.1Z,2,REGULAR,substitution,in,[],204001,,,1610612758,56,58,2022-01-01T00:00:13Z,3050000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M04.00S,2022-01-01T00:00:05.1Z,2,REGULAR,substitution,in,[],203493,,,1610612758,56,58,2022-01-01T00:00:13Z,3060000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M50.00S,2022-01-01T00:00:25.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,10.85742444152431,64.2156862745098,1610612758,56,58,2022-01-01T00:00:28Z,3070000,-71.0,50.0,1,left,MISS D. Fox 8' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,,,,,,Missed,,8.67,,,,,,,,,,,,
310,PT01M48.00S,2022-01-01T00:00:27.4Z,2,REGULAR,rebound,defensive,[],1627737,,,1610612742,56,58,2022-01-01T00:00:28Z,3080000,,,0,,M. Chriss REBOUND (Off:0 Def:3),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,309.0,3.0,3.0,0.0,,,,,
311,PT01M35.00S,2022-01-01T00:00:41.0Z,2,REGULAR,2pt,Jump Shot,[],1628973,77.4802890932983,46.568627450980394,1610612742,56,58,2022-01-01T00:00:54Z,3090000,-17.0,159.0,1,right,MISS J. Brunson 16' pullup Shot - blocked,"[1628973, 1628368]",1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,,,Missed,,16.01,,,,,,,,,,,Fox,1628368.0
315,PT01M35.00S,2022-01-01T00:00:41.0Z,2,REGULAR,block,,[],1628368,,,1610612742,56,58,2022-01-01T00:00:54Z,3095000,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M32.00S,2022-01-01T00:00:44.0Z,2,REGULAR,rebound,offensive,[],1628973,,,1610612742,56,58,2022-01-01T00:00:54Z,3100000,,,0,,J. Brunson REBOUND (Off:1 Def:0),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,311.0,1.0,0.0,1.0,,,,,
313,PT01M27.00S,2022-01-01T00:00:48.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203493,81.94809461235218,46.81372549019608,1610612742,56,58,2022-01-01T00:01:34Z,3110000,-16.0,117.0,1,right,MISS R. Bullock 11' fadeaway Shot,[203493],1610612742.0,DAL,fadeaway,,,Bullock,R. Bullock,,,,,,,,,,Missed,,11.83,,,,,,,,,,,,
314,PT01M25.00S,2022-01-01T00:00:50.8Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,56,58,2022-01-01T00:00:58Z,3120000,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,313.0,2.0,1.0,1.0,,,,,
316,PT01M16.00S,2022-01-01T00:01:01.4Z,2,REGULAR,foul,personal,[],204001,,,1610612758,56,58,2022-01-01T00:01:12Z,3130000,,,0,,K. Porzingis personal FOUL (1 PF),"[204001, 203084]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,1629175.0,1.0,0.0,Barnes,203084.0,,,,,,,,,,,,,,,
318,PT01M08.00S,2022-01-01T00:01:26.9Z,2,REGULAR,2pt,Jump Shot,[],1628963,5.732588699080158,29.411764705882355,1610612758,56,58,2022-01-01T00:01:36Z,3150000,103.0,1.0,1,left,MISS M. Bagley III 10' floating Shot,[1628963],1610612758.0,SAC,floating,,,Bagley III,M. Bagley III,,,,,,,,,,Missed,,10.29,,,,,,,,,,,,
319,PT01M05.00S,2022-01-01T00:01:29.9Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,56,58,2022-01-01T00:01:36Z,3160000,,,0,,J. Brunson REBOUND (Off:1 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,318.0,2.0,1.0,1.0,,,,,
320,PT00M51.50S,2022-01-01T00:01:45.0Z,2,REGULAR,2pt,Jump Shot,[],1627737,77.4802890932983,50.98039215686274,1610612742,56,60,2022-01-01T00:01:49Z,3170000,5.0,159.0,1,right,M. Chriss 15' Jump Shot (6 PTS) (K. Porzingis 4 AST),"[1627737, 204001]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,Made,6.0,15.93,K. Porzingis,204001.0,4.0,,,,,,,,,
322,PT00M33.80S,2022-01-01T00:02:07.3Z,2,REGULAR,3pt,Jump Shot,[],1630169,25.18068331143233,82.1078431372549,1610612758,56,60,2022-01-01T00:02:14Z,3190000,-161.0,184.0,1,left,MISS T. Haliburton 24' pullup 3PT,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,,,Missed,,24.43,,,,,,,,,,,,
323,PT00M30.60S,2022-01-01T00:02:10.5Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612742,56,60,2022-01-01T00:02:14Z,3200000,,,0,,S. Brown REBOUND (Off:0 Def:2),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,322.0,2.0,2.0,0.0,,,,,
324,PT00M23.80S,2022-01-01T00:02:18.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203493,93.38042049934296,45.83333333333333,1610612742,56,62,2022-01-01T00:02:23Z,3210000,-21.0,10.0,1,right,R. Bullock driving Layup (12 PTS) (S. Brown 1 AST),"[203493, 1628425]",1610612742.0,DAL,driving,,,Bullock,R. Bullock,,,,,,,,,,Made,12.0,2.3,S. Brown,1628425.0,1.0,,,,,,,,,
326,PT00M00.10S,2022-01-01T00:02:43.6Z,2,REGULAR,3pt,Jump Shot,[],1628368,9.280551905387648,2.941176470588235,1610612758,56,62,2022-01-01T00:02:54Z,3230000,235.0,35.0,1,left,MISS D. Fox pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,,,,,,Missed,,23.78,,,,,,,,,,,,
327,PT00M00.10S,2022-01-01T00:02:43.6Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612742,56,62,2022-01-01T00:02:54Z,3240000,,,0,,S. Brown REBOUND (Off:0 Def:3),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,326.0,3.0,3.0,0.0,,,,,
328,PT00M00.00S,2022-01-01T00:02:50.2Z,2,REGULAR,period,end,[],0,,,1610612742,56,62,2022-01-01T00:02:50Z,3250000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-01-01T00:17:41.2Z,3,REGULAR,substitution,out,['startperiod'],1628425,,,1610612742,56,62,2022-01-01T00:18:01Z,3260000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-01-01T00:17:41.2Z,3,REGULAR,substitution,out,['startperiod'],1627737,,,1610612742,56,62,2022-01-01T00:18:01Z,3270000,,,0,,SUB out: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-01-01T00:17:41.2Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,56,62,2022-01-01T00:18:01Z,3280000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-01-01T00:17:41.2Z,3,REGULAR,substitution,in,['startperiod'],1627827,,,1610612742,56,62,2022-01-01T00:18:01Z,3290000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-01-01T00:18:01.6Z,3,REGULAR,period,start,[],0,,,1610612742,56,62,2022-01-01T00:18:02Z,3300000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M40.00S,2022-01-01T00:18:21.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203939,8.754927726675426,40.931372549019606,1610612742,56,62,2022-01-01T00:18:41Z,3310000,45.0,30.0,1,left,MISS D. Powell Layup - blocked,"[203939, 1626158]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,Missed,,5.42,,,,,,,,,,,Holmes,1626158.0
335,PT11M40.00S,2022-01-01T00:18:21.2Z,3,REGULAR,block,,[],1626158,,,1610612742,56,62,2022-01-01T00:18:25Z,3320000,,,0,,R. Holmes BLOCK (1 BLK),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M37.00S,2022-01-01T00:18:24.2Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,56,62,2022-01-01T00:18:27Z,3330000,,,0,,D. Powell REBOUND (Off:2 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,334.0,3.0,1.0,2.0,,,,,
337,PT11M37.00S,2022-01-01T00:18:26.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,6.783837056504599,50.245098039215684,1610612742,56,62,2022-01-01T00:18:31Z,3340000,-1.0,11.0,1,left,MISS D. Powell Layup,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,Missed,,1.14,,,,,,,,,,,,
338,PT11M37.00S,2022-01-01T00:18:29.4Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,56,62,2022-01-01T00:18:29Z,3350000,,,0,,D. Powell REBOUND (Off:3 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,337.0,4.0,1.0,3.0,,,,,
339,PT11M37.00S,2022-01-01T00:18:29.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,5.590000152587891,50.0,1610612742,56,62,2022-01-01T00:18:29Z,3360000,0.0,0.0,1,left,MISS D. Powell tip Layup,[203939],1610612742.0,DAL,tip,,,Powell,D. Powell,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
340,PT11M37.00S,2022-01-01T00:18:30.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,56,62,2022-01-01T00:18:30Z,3370000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,339.0,,,,,,,,
341,PT11M35.00S,2022-01-01T00:18:31.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,56,62,2022-01-01T00:18:31Z,3380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M14.00S,2022-01-01T00:18:52.8Z,3,REGULAR,turnover,lost ball,[],1626158,,,1610612758,56,62,2022-01-01T00:18:57Z,3390000,,,0,,R. Holmes lost ball TURNOVER (1 TO),"[1626158, 203493]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,1.0,Bullock,203493.0,,
343,PT11M14.00S,2022-01-01T00:18:52.8Z,3,REGULAR,steal,,[],203493,,,1610612742,56,62,2022-01-01T00:21:53Z,3400000,,,0,,R. Bullock STEAL (1 STL),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
344,PT11M10.00S,2022-01-01T00:18:56.2Z,3,REGULAR,turnover,bad pass,[],203493,,,1610612742,56,62,2022-01-01T00:19:03Z,3410000,,,0,,R. Bullock bad pass TURNOVER (1 TO),"[203493, 1630169]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0,,
345,PT11M10.00S,2022-01-01T00:18:56.2Z,3,REGULAR,steal,,[],1630169,,,1610612758,56,62,2022-01-01T00:19:01Z,3420000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
346,PT10M57.00S,2022-01-01T00:19:08.7Z,3,REGULAR,2pt,Hook,['fromturnover'],1626158,91.01511169513797,31.372549019607842,1610612758,58,62,2022-01-01T00:22:52Z,3430000,-93.0,32.0,1,right,R. Holmes 9' turnaround Hook (8 PTS) (T. Haliburton 7 AST),"[1626158, 1630169]",1610612758.0,SAC,turnaround,,,Holmes,R. Holmes,,,,,,,,,,Made,8.0,9.84,T. Haliburton,1630169.0,7.0,,,,,,,,,
347,PT10M57.00S,2022-01-01T00:19:15.7Z,3,REGULAR,foul,personal,['1freethrow'],1627827,,,1610612758,58,62,2022-01-01T00:19:29Z,3440000,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Holmes 1 FT),"[1627827, 1626158]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,1629175.0,1.0,0.0,Holmes,1626158.0,,,,,,,,,,,,,,,
350,PT10M57.00S,2022-01-01T00:19:38.8Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1626158,,,1610612758,59,62,2022-01-01T00:19:38Z,3460000,,,0,,R. Holmes Free Throw 1 of 1 (9 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
351,PT10M45.00S,2022-01-01T00:19:52.7Z,3,REGULAR,3pt,Jump Shot,[],204001,33.065045992115635,62.5,1610612742,59,65,2022-01-01T00:19:57Z,3470000,-62.0,258.0,1,left,K. Porzingis 26' 3PT  (15 PTS) (D. Finney-Smith 4 AST),"[204001, 1627827]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Made,15.0,26.58,D. Finney-Smith,1627827.0,4.0,,,,,,,,,
353,PT10M32.00S,2022-01-01T00:20:05.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,82.21090670170827,49.754901960784316,1610612758,59,65,2022-01-01T00:20:13Z,3490000,-1.0,115.0,1,right,MISS D. Fox 11' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,,,,,,Missed,,11.47,,,,,,,,,,,,
354,PT10M29.00S,2022-01-01T00:20:08.4Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,59,65,2022-01-01T00:20:08Z,3500000,,,0,,D. Powell REBOUND (Off:3 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,353.0,5.0,2.0,3.0,,,,,
355,PT10M22.00S,2022-01-01T00:20:15.1Z,3,REGULAR,2pt,Jump Shot,[],1628973,22.946780551905388,34.55882352941176,1610612742,59,67,2022-01-01T00:23:37Z,3510000,77.0,163.0,1,left,J. Brunson 18' pullup Jump Shot (13 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,,,Made,13.0,18.05,,,,,,,,,,,,
356,PT10M09.00S,2022-01-01T00:20:28.3Z,3,REGULAR,3pt,Jump Shot,[],203084,91.93495400788436,95.58823529411765,1610612758,62,67,2022-01-01T00:20:33Z,3520000,228.0,23.0,1,right,H. Barnes 3PT  (9 PTS) (M. Bagley III 1 AST),"[203084, 1628963]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,Made,9.0,22.91,M. Bagley III,1628963.0,1.0,,,,,,,,,
358,PT09M54.00S,2022-01-01T00:20:43.3Z,3,REGULAR,3pt,Jump Shot,[],204001,35.8245729303548,52.20588235294118,1610612742,62,67,2022-01-01T00:20:48Z,3540000,-11.0,284.0,1,left,MISS K. Porzingis 28' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Missed,,28.45,,,,,,,,,,,,
359,PT09M54.00S,2022-01-01T00:20:43.3Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,62,67,2022-01-01T00:20:48Z,3550000,,,0,,R. Holmes REBOUND (Off:1 Def:5),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,358.0,6.0,5.0,1.0,,,,,
360,PT09M46.00S,2022-01-01T00:20:51.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628963,93.64323258869908,52.94117647058824,1610612758,64,67,2022-01-01T00:21:01Z,3560000,15.0,7.0,1,right,M. Bagley III reverse Layup (8 PTS) (D. Fox 5 AST),"[1628963, 1628368]",1610612758.0,SAC,reverse,,,Bagley III,M. Bagley III,,,,,,,,,,Made,8.0,1.64,D. Fox,1628368.0,5.0,,,,,,,,,
362,PT09M25.00S,2022-01-01T00:21:12.7Z,3,REGULAR,turnover,lost ball,[],1628973,,,1610612742,64,67,2022-01-01T00:21:18Z,3580000,,,0,,J. Brunson lost ball TURNOVER (2 TO),"[1628973, 1628963]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,2.0,Bagley III,1628963.0,,
363,PT09M25.00S,2022-01-01T00:21:12.7Z,3,REGULAR,steal,,[],1628963,,,1610612758,64,67,2022-01-01T00:21:14Z,3590000,,,0,,M. Bagley III STEAL (1 STL),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
364,PT09M19.00S,2022-01-01T00:21:18.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630169,70.90998685939553,78.67647058823529,1610612758,67,67,2022-01-01T00:21:25Z,3600000,143.0,221.0,1,right,T. Haliburton 26' 3PT  (17 PTS) (D. Fox 6 AST),"[1630169, 1628368]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,Made,17.0,26.34,D. Fox,1628368.0,6.0,,,,,,,,,
366,PT09M18.00S,2022-01-01T00:21:26.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,67,67,2022-01-01T00:21:26Z,3620000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
