actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
187,PT08M08.00S,2022-03-19T02:44:03.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,92.72339027595268,43.872549019607845,1610612758,30,43,2022-03-19T02:47:08Z,1830000,-31.0,16.0,1,right,D. Sabonis putback Layup (9 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,3.45,Made,9.0,,,,,,,,,,,,,,,,,
188,PT07M52.00S,2022-03-19T02:44:19.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,32.53942181340342,37.5,1610612738,30,46,2022-03-19T02:44:27Z,1840000,62.0,253.0,1,left,J. Tatum 26' 3PT pullup (17 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.1,Made,17.0,,,,,,,,,,,,,,,,,
190,PT07M37.00S,2022-03-19T02:44:34.8Z,2,REGULAR,3pt,Jump Shot,[],1626168,73.40670170827858,81.37254901960785,1610612758,33,46,2022-03-19T02:44:40Z,1860000,157.0,197.0,1,right,T. Lyles 25' 3PT  (3 PTS) (D. DiVincenzo 6 AST),"[1626168, 1628978]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,25.22,Made,3.0,D. DiVincenzo,1628978.0,6.0,,,,,,,,,,,,,,
192,PT07M15.00S,2022-03-19T02:44:57.0Z,2,REGULAR,3pt,Jump Shot,[],1630202,6.1268068331143235,95.58823529411765,1610612738,33,49,2022-03-19T02:45:02Z,1880000,-228.0,5.0,1,left,P. Pritchard 3PT  (3 PTS) (D. White 2 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,22.8,Made,3.0,D. White,1628401.0,2.0,,,,,,,,,,,,,,
194,PT06M48.00S,2022-03-19T02:45:23.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,89.04402102496715,55.14705882352941,1610612758,35,49,2022-03-19T02:45:30Z,1900000,26.0,50.0,1,right,D. Sabonis Hook (11 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,5.67,Made,11.0,,,,,,,,,,,,,,,,,
195,PT06M39.00S,2022-03-19T02:45:35.0Z,2,REGULAR,foul,personal,[],1627734,,,1610612738,35,49,2022-03-19T02:45:44Z,1910000,,,0,,D. Sabonis personal FOUL (1 PF),"[1627734, 1628369]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,2530.0,,1.0,0.0,Tatum,1628369.0,,,,,,,,
197,PT06M39.00S,2022-03-19T02:45:44.1Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,35,49,2022-03-19T02:45:52Z,1930000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
198,PT06M39.00S,2022-03-19T02:45:44.1Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,35,49,2022-03-19T02:45:52Z,1940000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
199,PT06M39.00S,2022-03-19T02:45:44.1Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,35,49,2022-03-19T02:45:52Z,1950000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M39.00S,2022-03-19T02:45:44.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,35,49,2022-03-19T02:45:52Z,1960000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
201,PT06M31.00S,2022-03-19T02:46:01.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.389618922470433,41.911764705882355,1610612738,35,51,2022-03-19T02:46:08Z,1970000,40.0,8.0,1,left,J. Tatum driving Layup (19 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,4.11,Made,19.0,,,,,,,,,,,,,,,,,
202,PT06M17.00S,2022-03-19T02:46:16.1Z,2,REGULAR,3pt,Jump Shot,[],203200,81.94809461235218,95.09803921568627,1610612758,38,51,2022-03-19T02:46:21Z,1980000,225.0,117.0,1,right,J. Holiday 25' 3PT step back (12 PTS) (T. Lyles 2 AST),"[203200, 1626168]",1610612758.0,SAC,step back,,,Holiday,J. Holiday,,,,,25.41,Made,12.0,T. Lyles,1626168.0,2.0,,,,,,,,,,,,,,
204,PT06M07.00S,2022-03-19T02:46:26.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,32.013797634691194,41.17647058823529,1610612738,38,54,2022-03-19T02:46:38Z,2000000,44.0,248.0,1,left,J. Tatum 25' 3PT pullup (22 PTS) (P. Pritchard 3 AST),"[1628369, 1630202]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.23,Made,22.0,P. Pritchard,1630202.0,3.0,,,,,,,,,,,,,,
205,PT05M55.00S,2022-03-19T02:46:38.8Z,2,REGULAR,turnover,lost ball,[],1627734,,,1610612758,38,54,2022-03-19T02:46:52Z,2010000,,,0,,D. Sabonis lost ball TURNOVER (2 TO),"[1627734, 1630202]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,2.0,,,,,,,,,Pritchard,1630202.0,,
206,PT05M55.00S,2022-03-19T02:46:38.8Z,2,REGULAR,steal,,[],1630202,,,1610612738,38,54,2022-03-19T02:46:52Z,2020000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
207,PT05M50.00S,2022-03-19T02:46:43.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630202,5.732588699080158,48.03921568627451,1610612738,38,56,2022-03-19T02:50:46Z,2030000,10.0,1.0,1,left,P. Pritchard running Layup (5 PTS),[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,0.99,Made,5.0,,,,,,,,,,,,,,,,,
208,PT05M36.00S,2022-03-19T02:46:58.1Z,2,REGULAR,3pt,Jump Shot,[],203200,69.46452036793693,30.14705882352941,1610612758,38,56,2022-03-19T02:47:04Z,2040000,-99.0,235.0,1,right,MISS J. Holiday 25' 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
209,PT05M30.00S,2022-03-19T02:47:04.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,38,56,2022-03-19T02:47:04Z,2050000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,208.0,2.0,1.0,1.0,,,,
210,PT05M16.00S,2022-03-19T02:47:17.1Z,2,REGULAR,3pt,Jump Shot,[],1629684,15.062417871222076,95.83333333333334,1610612738,38,59,2022-03-19T02:47:22Z,2060000,-229.0,89.0,1,left,G. Williams 24' 3PT  (3 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.59,Made,3.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
212,PT04M56.00S,2022-03-19T02:47:36.9Z,2,REGULAR,3pt,Jump Shot,[],203084,75.64060446780552,12.745098039215685,1610612758,38,59,2022-03-19T02:47:43Z,2080000,-186.0,176.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,
213,PT04M51.00S,2022-03-19T02:47:41.9Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,38,59,2022-03-19T02:47:43Z,2090000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,212.0,3.0,2.0,1.0,,,,
214,PT04M44.00S,2022-03-19T02:47:48.5Z,2,REGULAR,3pt,Jump Shot,[],1629684,6.1268068331143235,95.83333333333334,1610612738,38,59,2022-03-19T02:47:54Z,2100000,-229.0,5.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,
215,PT04M41.00S,2022-03-19T02:47:51.5Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,38,59,2022-03-19T02:47:54Z,2110000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,214.0,1.0,1.0,0.0,,,,
216,PT04M36.00S,2022-03-19T02:47:57.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,76.03482260183968,87.5,1610612758,38,59,2022-03-19T02:48:05Z,2120000,188.0,173.0,1,right,MISS D. DiVincenzo 25' running 3PT,[1628978],1610612758.0,SAC,running,,,DiVincenzo,D. DiVincenzo,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,
217,PT04M32.00S,2022-03-19T02:48:01.8Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,38,59,2022-03-19T02:48:01Z,2130000,,,0,,D. Sabonis REBOUND (Off:3 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,216.0,6.0,3.0,3.0,,,,
218,PT04M30.00S,2022-03-19T02:48:04.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626168,68.80749014454665,31.372549019607842,1610612758,38,59,2022-03-19T02:48:09Z,2140000,-93.0,241.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,
219,PT04M30.00S,2022-03-19T02:48:04.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,38,59,2022-03-19T02:48:09Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,218.0,,,,,,,
220,PT04M30.00S,2022-03-19T02:48:09.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,38,59,2022-03-19T02:48:09Z,2160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT04M30.00S,2022-03-19T02:48:13.7Z,2,REGULAR,substitution,out,[],1628978,,,1610612758,38,59,2022-03-19T02:48:20Z,2170000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
222,PT04M30.00S,2022-03-19T02:48:13.7Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,38,59,2022-03-19T02:48:20Z,2180000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
223,PT04M24.00S,2022-03-19T02:48:37.2Z,2,REGULAR,foul,personal,[],1627759,,,1610612758,38,59,2022-03-19T02:48:51Z,2190000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 203200]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,2530.0,,1.0,0.0,Holiday,203200.0,,,,,,,,
226,PT04M24.00S,2022-03-19T02:48:47.2Z,2,REGULAR,substitution,out,[],1630202,,,1610612758,38,59,2022-03-19T02:49:08Z,2220000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
227,PT04M24.00S,2022-03-19T02:48:47.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612758,38,59,2022-03-19T02:49:08Z,2230000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
228,PT04M24.00S,2022-03-19T02:48:47.2Z,2,REGULAR,substitution,in,[],203935,,,1610612758,38,59,2022-03-19T02:49:08Z,2240000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
229,PT04M24.00S,2022-03-19T02:48:47.2Z,2,REGULAR,substitution,in,[],201143,,,1610612758,38,59,2022-03-19T02:49:08Z,2250000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M12.00S,2022-03-19T02:49:10.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630558,75.50919842312747,50.98039215686274,1610612758,40,59,2022-03-19T02:53:35Z,2270000,5.0,178.0,1,right,D. Mitchell 17' pullup Jump Shot (6 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,17.78,Made,6.0,,,,,,,,,,,,,,,,,
232,PT03M58.00S,2022-03-19T02:49:24.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,30.042706964520367,70.34313725490196,1610612738,40,59,2022-03-19T02:49:31Z,2280000,-102.0,230.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
233,PT03M54.00S,2022-03-19T02:49:28.6Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,40,59,2022-03-19T02:49:31Z,2290000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,232.0,2.0,2.0,0.0,,,,
234,PT03M40.00S,2022-03-19T02:49:42.8Z,2,REGULAR,2pt,Jump Shot,[],1627734,73.53810775295663,30.637254901960787,1610612758,40,59,2022-03-19T02:49:48Z,2300000,-97.0,196.0,1,right,MISS D. Sabonis 21' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,21.88,Missed,,,,,,,,,,,,,,,,,,
235,PT03M37.00S,2022-03-19T02:49:45.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,40,59,2022-03-19T02:49:48Z,2310000,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,234.0,6.0,6.0,0.0,,,,
236,PT03M32.00S,2022-03-19T02:49:59.9Z,2,REGULAR,foul,offensive,[],1629057,,,1610612738,40,59,2022-03-19T02:50:13Z,2320000,,,0,,R. Williams III offensive FOUL (1 PF),"[1629057, 203200]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,1627541.0,,1.0,0.0,Holiday,203200.0,,,,,,,,
238,PT03M32.00S,2022-03-19T02:49:59.9Z,2,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,40,59,2022-03-19T02:49:59Z,2340000,,,0,,R. Williams III offensive foul TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,1627541.0,1.0,,,,,,,,,,,,
239,PT03M32.00S,2022-03-19T02:50:17.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612758,40,59,2022-03-19T02:50:24Z,2350000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
240,PT03M32.00S,2022-03-19T02:50:17.1Z,2,REGULAR,substitution,in,[],1628401,,,1610612758,40,59,2022-03-19T02:50:24Z,2360000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
241,PT03M22.00S,2022-03-19T02:50:35.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630558,77.08607095926413,35.78431372549019,1610612758,42,59,2022-03-19T02:50:42Z,2370000,-71.0,163.0,1,right,D. Mitchell 17' pullup Jump Shot (8 PTS) (D. Sabonis 4 AST),"[1630558, 1627734]",1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,17.77,Made,8.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,,,,,
243,PT02M56.00S,2022-03-19T02:51:01.4Z,2,REGULAR,2pt,Jump Shot,[],201143,6.1268068331143235,67.8921568627451,1610612738,42,59,2022-03-19T02:51:06Z,2380000,-89.0,5.0,1,left,MISS A. Horford 8' turnaround fadeaway Shot,[201143],1610612738.0,BOS,turnaround fadeaway,,,Horford,A. Horford,,,,,8.96,Missed,,,,,,,,,,,,,,,,,,
244,PT02M53.00S,2022-03-19T02:51:04.4Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,42,59,2022-03-19T02:51:06Z,2390000,,,0,,D. Sabonis REBOUND (Off:3 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,243.0,7.0,4.0,3.0,,,,
245,PT02M51.00S,2022-03-19T02:51:09.5Z,2,REGULAR,foul,personal,[],1628401,,,1610612758,42,59,2022-03-19T02:51:18Z,2400000,,,0,,D. White personal FOUL (2 PF),"[1628401, 1630558]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,201245.0,,2.0,0.0,Mitchell,1630558.0,,,,,,,,
247,PT02M51.00S,2022-03-19T02:51:29.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,42,59,2022-03-19T02:51:29Z,2420000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT02M50.00S,2022-03-19T02:54:23.6Z,2,REGULAR,foul,personal,[],201143,,,1610612758,42,59,2022-03-19T02:54:32Z,2430000,,,0,,A. Horford personal FOUL (1 PF),"[201143, 1627734]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,201245.0,,1.0,0.0,Sabonis,1627734.0,,,,,,,,
250,PT02M35.00S,2022-03-19T02:54:54.6Z,2,REGULAR,3pt,Jump Shot,[],203200,75.77201051248358,12.990196078431374,1610612758,42,59,2022-03-19T02:55:00Z,2450000,-185.0,175.0,1,right,MISS J. Holiday 25' 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,
251,PT02M31.00S,2022-03-19T02:54:58.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,42,59,2022-03-19T02:55:00Z,2460000,,,0,,A. Horford REBOUND (Off:0 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,250.0,7.0,7.0,0.0,,,,
252,PT02M28.00S,2022-03-19T02:55:07.1Z,2,REGULAR,foul,personal,[],203084,,,1610612738,42,59,2022-03-19T02:56:03Z,2470000,,,0,,H. Barnes loose ball personal FOUL (1 PF),"[203084, 1627759]",1610612758.0,SAC,loose ball,,,Barnes,H. Barnes,,,,,,,,,,,1627541.0,,1.0,0.0,Brown,1627759.0,,,,,,,,
254,PT02M16.00S,2022-03-19T02:55:38.7Z,2,REGULAR,3pt,Jump Shot,[],1628401,22.28975032851511,10.784313725490197,1610612738,42,59,2022-03-19T02:55:44Z,2490000,196.0,157.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,25.12,Missed,,,,,,,,,,,,,,,,,,
255,PT02M11.00S,2022-03-19T02:55:43.7Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,42,59,2022-03-19T02:55:44Z,2500000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,254.0,1.0,1.0,0.0,,,,
256,PT02M05.00S,2022-03-19T02:55:50.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,91.01511169513797,48.77450980392157,1610612758,42,59,2022-03-19T02:56:53Z,2510000,-6.0,32.0,1,right,MISS T. Lyles driving finger roll Layup,[1626168],1610612758.0,SAC,driving finger roll,,,Lyles,T. Lyles,,,,,3.26,Missed,,,,,,,,,,,,,,,,,,
257,PT02M02.00S,2022-03-19T02:55:53.2Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,42,59,2022-03-19T02:55:54Z,2520000,,,0,,D. Sabonis REBOUND (Off:4 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,256.0,8.0,4.0,4.0,,,,
258,PT02M02.00S,2022-03-19T02:55:53.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,92.06636005256242,44.85294117647059,1610612758,44,59,2022-03-19T02:57:37Z,2530000,-26.0,22.0,1,right,D. Sabonis putback Layup (13 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,3.39,Made,13.0,,,,,,,,,,,,,,,,,
259,PT01M47.00S,2022-03-19T02:56:11.8Z,2,REGULAR,foul,personal,[],1630558,,,1610612738,44,59,2022-03-19T02:56:24Z,2540000,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 203935]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,201245.0,,1.0,0.0,Smart,203935.0,,,,,,,,
261,PT01M47.00S,2022-03-19T02:56:22.8Z,2,REGULAR,substitution,out,[],201143,,,1610612738,44,59,2022-03-19T02:56:25Z,2560000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
262,PT01M47.00S,2022-03-19T02:56:22.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,44,59,2022-03-19T02:56:25Z,2570000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
263,PT01M36.00S,2022-03-19T02:56:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.652431011826544,44.11764705882353,1610612738,44,61,2022-03-19T02:56:47Z,2580000,29.0,10.0,1,left,J. Brown driving Layup (18 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.11,Made,18.0,,,,,,,,,,,,,,,,,
264,PT01M24.00S,2022-03-19T02:57:00.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612758,44,61,2022-03-19T02:57:08Z,2590000,,,0,,M. Smart personal FOUL (1 PF) (Sabonis 2 FT),"[203935, 1627734]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,201245.0,,1.0,0.0,Sabonis,1627734.0,,,,,,,,
266,PT01M24.00S,2022-03-19T02:57:33.1Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,45,61,2022-03-19T02:57:33Z,2610000,,,0,,D. Sabonis Free Throw 1 of 2 (14 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
267,PT01M24.00S,2022-03-19T02:57:54.9Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,46,61,2022-03-19T02:57:54Z,2620000,,,0,,D. Sabonis Free Throw 2 of 2 (15 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
268,PT01M13.00S,2022-03-19T02:58:10.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612738,46,61,2022-03-19T02:58:20Z,2630000,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Smart 2 FT),"[1630558, 203935]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,201245.0,,2.0,0.0,Smart,203935.0,,,,,,,,
270,PT01M13.00S,2022-03-19T02:58:32.4Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,46,61,2022-03-19T02:58:32Z,2650000,,,0,,MISS M. Smart Free Throw 1 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,
271,PT01M13.00S,2022-03-19T02:58:32.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,46,61,2022-03-19T02:58:32Z,2660000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,
272,PT01M13.00S,2022-03-19T02:58:38.2Z,2,REGULAR,substitution,out,[],1630558,,,1610612738,46,61,2022-03-19T02:58:41Z,2670000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
273,PT01M13.00S,2022-03-19T02:58:38.2Z,2,REGULAR,substitution,in,[],1628978,,,1610612738,46,61,2022-03-19T02:58:41Z,2680000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
274,PT01M13.00S,2022-03-19T02:58:52.3Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,46,62,2022-03-19T02:58:52Z,2690000,,,0,,M. Smart Free Throw 2 of 2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
275,PT00M51.10S,2022-03-19T02:59:17.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,90.75229960578186,62.5,1610612758,46,62,2022-03-19T02:59:23Z,2700000,62.0,34.0,1,right,MISS D. DiVincenzo 7' driving Layup,[1628978],1610612758.0,SAC,driving,,,DiVincenzo,D. DiVincenzo,,,,,7.13,Missed,,,,,,,,,,,,,,,,,,
276,PT00M48.00S,2022-03-19T02:59:20.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,62,2022-03-19T03:01:37Z,2710000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,275.0,1.0,1.0,0.0,,,,
277,PT00M43.90S,2022-03-19T02:59:25.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.995400788436268,46.32352941176471,1610612738,46,64,2022-03-19T02:59:33Z,2720000,18.0,4.0,1,left,J. Brown driving Layup (20 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.88,Made,20.0,,,,,,,,,,,,,,,,,
278,PT00M34.20S,2022-03-19T02:59:38.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612758,46,64,2022-03-19T02:59:47Z,2730000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1629057, 1627734]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,2530.0,,2.0,0.0,Sabonis,1627734.0,,,,,,,,
