actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
268,PT03M08.00S,2021-11-25T03:54:03.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,57,59,2021-11-25T03:57:08Z,2595000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M58.00S,2021-11-25T03:54:11.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,11.645860709592641,51.71568627450981,1610612758,59,59,2021-11-25T03:54:23Z,2600000,-9.0,57.0,1,left,D. Fox driving floating Jump Shot (17 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,5.76,Made,,,,,17.0,,,,,,,,,,,,,,
267,PT02M58.00S,2021-11-25T03:54:17.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,59,59,2021-11-25T03:54:17Z,2610000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M46.00S,2021-11-25T03:57:23.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.9862023653088,44.85294117647059,1610612757,59,61,2021-11-25T03:57:29Z,2620000,-26.0,13.0,1,right,C. McCollum cutting Layup (6 PTS) (D. Lillard 5 AST),"[203468, 203081]",1610612757.0,POR,cutting,,,McCollum,C. McCollum,,,,,2.9,Made,,,,,6.0,,,,D. Lillard,203081.0,5.0,,,,,,,,
271,PT02M34.00S,2021-11-25T03:57:36.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,5.863994743758213,48.77450980392157,1610612758,61,61,2021-11-25T03:57:41Z,2640000,6.0,3.0,1,left,A. Len cutting DUNK (12 PTS) (D. Fox 4 AST),"[203458, 1628368]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,0.66,Made,,,,,12.0,,,,D. Fox,1628368.0,4.0,,,,,,,,
273,PT02M17.00S,2021-11-25T03:57:55.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.03745072273325,53.92156862745098,1610612757,61,63,2021-11-25T03:58:45Z,2660000,20.0,4.0,1,right,J. Nurkic cutting Layup (16 PTS) (C. McCollum 4 AST),"[203994, 203468]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,1.99,Made,,,,,16.0,,,,C. McCollum,203468.0,4.0,,,,,,,,
275,PT02M17.00S,2021-11-25T03:57:58.9Z,2,REGULAR,foul,personal,['1freethrow'],203458,,,1610612757,61,63,2021-11-25T03:58:06Z,2680000,,,0,,A. Len shooting personal FOUL (2 PF) (Nurkic 1 FT),"[203458, 203994]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,,,,,,,,,,,1627964.0,2.0,0.0,Nurkic,203994.0,,,
277,PT02M17.00S,2021-11-25T03:58:21.3Z,2,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,61,64,2021-11-25T03:58:21Z,2700000,,,0,,J. Nurkic Free Throw 1 of 1 (17 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
278,PT02M05.00S,2021-11-25T03:58:38.1Z,2,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,61,64,2021-11-25T03:58:45Z,2710000,,,0,,H. Barnes lost ball out-of-bounds TURNOVER (1 TO),[203084],1610612758.0,SAC,lost ball,,,Barnes,H. Barnes,,,,,,,,,,,,1.0,,,,,,1627964.0,,,,,,,
284,PT02M05.00S,2021-11-25T03:58:51.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,61,64,2021-11-25T03:59:23Z,2715000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT01M43.00S,2021-11-25T03:59:04.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203468,92.9862023653088,44.85294117647059,1610612757,61,64,2021-11-25T03:59:10Z,2720000,-26.0,13.0,1,right,MISS C. McCollum driving Layup - blocked,"[203468, 203458]",1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,2.9,Missed,,,,,,,,,,,,,,,,,,Len,203458.0
280,PT01M43.00S,2021-11-25T03:59:04.8Z,2,REGULAR,block,,[],203458,,,1610612757,61,64,2021-11-25T03:59:07Z,2730000,,,0,,A. Len BLOCK (1 BLK),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT01M40.00S,2021-11-25T03:59:07.8Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,61,64,2021-11-25T03:59:10Z,2740000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,279.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
282,PT01M30.00S,2021-11-25T03:59:17.4Z,2,REGULAR,3pt,Jump Shot,[],203458,25.706307490144546,81.61764705882352,1610612758,61,64,2021-11-25T03:59:21Z,2750000,-158.0,189.0,1,left,MISS A. Len 24' 3PT,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
283,PT01M27.00S,2021-11-25T03:59:20.4Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,61,64,2021-11-25T03:59:21Z,2760000,,,0,,J. Nurkic REBOUND (Off:2 Def:11),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,282.0,13.0,11.0,2.0,,,,,,,,,,,,,,,
285,PT01M22.00S,2021-11-25T03:59:25.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,89.04402102496715,96.32352941176471,1610612757,61,64,2021-11-25T04:00:29Z,2770000,232.0,50.0,1,right,MISS N. Powell running 3PT,[1626181],1610612757.0,POR,running,,,Powell,N. Powell,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,,
286,PT01M18.00S,2021-11-25T03:59:29.9Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,61,64,2021-11-25T03:59:29Z,2780000,,,0,,J. Nurkic REBOUND (Off:3 Def:11),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,285.0,14.0,11.0,3.0,,,,,,,,,,,,,,,
287,PT01M18.00S,2021-11-25T03:59:29.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.40999984741211,50.0,1610612757,61,64,2021-11-25T03:59:29Z,2790000,0.0,0.0,1,right,MISS J. Nurkic tip Layup,[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
288,PT01M17.00S,2021-11-25T03:59:31.0Z,2,REGULAR,rebound,defensive,[],203090,,,1610612758,61,64,2021-11-25T03:59:31Z,2800000,,,0,,M. Harkless REBOUND (Off:1 Def:3),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,287.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
289,PT01M07.00S,2021-11-25T03:59:50.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612758,61,64,2021-11-25T03:59:59Z,2810000,,,0,,J. Nurkic shooting personal FOUL (1 PF) (Fox 2 FT),"[203994, 1628368]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Fox,1628368.0,,,
291,PT01M07.00S,2021-11-25T04:00:10.5Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203081,,,1610612758,61,64,2021-11-25T04:00:19Z,2830000,,,0,,D. Lillard technical FOUL (1 Tech),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,202058.0,2.0,1.0,,,,,
292,PT01M07.00S,2021-11-25T04:00:23.7Z,2,REGULAR,freethrow,1 of 1,[],1627741,,,1610612758,61,64,2021-11-25T04:00:23Z,2840000,,,0,,MISS B. Hield technical Free Throw 1 of 1,[1627741],1610612758.0,SAC,technical,,,Hield,B. Hield,,,,,,Missed,,,,,,,,,,,,,,,,,,,
293,PT01M07.00S,2021-11-25T04:00:23.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,61,64,2021-11-25T04:00:23Z,2850000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,292.0,,,,,,,,,,,,,,,,,,
294,PT01M07.00S,2021-11-25T04:00:43.1Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,62,64,2021-11-25T04:00:43Z,2860000,,,0,,D. Fox Free Throw 1 of 2 (18 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
295,PT01M07.00S,2021-11-25T04:00:57.1Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,63,64,2021-11-25T04:00:57Z,2870000,,,0,,D. Fox Free Throw 2 of 2 (19 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
296,PT00M54.40S,2021-11-25T04:01:12.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.38042049934296,53.431372549019606,1610612757,63,66,2021-11-25T04:01:16Z,2880000,17.0,10.0,1,right,J. Nurkic cutting Layup (19 PTS) (D. Lillard 6 AST),"[203994, 203081]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,1.97,Made,,,,,19.0,,,,D. Lillard,203081.0,6.0,,,,,,,,
298,PT00M49.90S,2021-11-25T04:01:18.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,12.171484888304862,96.07843137254902,1610612758,66,66,2021-11-25T04:04:45Z,2900000,-230.0,62.0,1,left,B. Hield 3PT running (6 PTS) (D. Fox 5 AST),"[1627741, 1628368]",1610612758.0,SAC,running,,,Hield,B. Hield,,,,,23.86,Made,,,,,6.0,,,,D. Fox,1628368.0,5.0,,,,,,,,
303,PT00M49.00S,2021-11-25T04:04:37.1Z,2,REGULAR,substitution,out,[],203496,,,1610612757,66,66,2021-11-25T04:04:47Z,2915000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M49.00S,2021-11-25T04:04:37.1Z,2,REGULAR,substitution,in,[],1626204,,,1610612757,66,66,2021-11-25T04:04:47Z,2917500,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M49.00S,2021-11-25T04:04:49.1Z,2,REGULAR,substitution,out,[],203458,,,1610612757,66,66,2021-11-25T04:04:58Z,2918750,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M49.00S,2021-11-25T04:04:49.1Z,2,REGULAR,substitution,in,[],202684,,,1610612757,66,66,2021-11-25T04:04:58Z,2919375,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M49.00S,2021-11-25T04:02:25.2Z,2,REGULAR,instantreplay,altercationrequest,[],0,,,1610612757,66,66,2021-11-25T04:04:48Z,2920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,2002.0,,,,,,,
301,PT00M49.00S,2021-11-25T04:02:55.1Z,2,REGULAR,instantreplay,request,[],0,,,1610612757,66,66,2021-11-25T04:10:42Z,2930000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,hostile act towards official,,
314,PT00M49.00S,2021-11-25T04:03:32.8Z,2,REGULAR,foul,technical,"['1freethrow', 'inpenalty']",203496,,,1610612757,66,66,2021-11-25T04:06:33Z,2935000,,,0,,R. Covington technical FOUL (1 Tech),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,2002.0,0.0,1.0,,,,,
302,PT00M49.00S,2021-11-25T04:04:10.5Z,2,REGULAR,ejection,other,[],203496,,,1610612757,66,66,2021-11-25T04:04:32Z,2940000,,,0,,Ejection R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,2002.0,,,,,,,
308,PT00M49.00S,2021-11-25T04:04:23.8Z,2,REGULAR,freethrow,1 of 1,[],1627741,,,1610612757,67,66,2021-11-25T04:05:22Z,2945000,,,0,,B. Hield technical Free Throw 1 of 1 (7 PTS),[1627741],1610612758.0,SAC,technical,,,Hield,B. Hield,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
307,PT00M30.70S,2021-11-25T04:04:59.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,89.70105124835742,52.20588235294118,1610612757,67,68,2021-11-25T04:05:33Z,2990000,11.0,44.0,1,right,N. Powell driving Layup (10 PTS) (D. Lillard 7 AST),"[1626181, 203081]",1610612757.0,POR,driving,,,Powell,N. Powell,,,,,4.56,Made,,,,,10.0,,,,D. Lillard,203081.0,7.0,,,,,,,,
309,PT00M20.80S,2021-11-25T04:05:23.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,5.995400788436268,54.90196078431373,1610612758,67,68,2021-11-25T04:10:35Z,3000000,-25.0,4.0,1,left,MISS B. Hield driving Layup,[1627741],1610612758.0,SAC,driving,,,Hield,B. Hield,,,,,2.48,Missed,,,,,,,,,,,,,,,,,,,
310,PT00M20.80S,2021-11-25T04:05:23.4Z,2,REGULAR,rebound,offensive,[],202684,,,1610612758,67,68,2021-11-25T04:05:35Z,3010000,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,309.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
311,PT00M19.90S,2021-11-25T04:05:25.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,6.783837056504599,49.754901960784316,1610612758,69,68,2021-11-25T04:05:46Z,3020000,1.0,11.0,1,left,T. Thompson Layup (2 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,1.14,Made,,,,,2.0,,,,,,,,,,,,,,
312,PT00M00.20S,2021-11-25T04:05:46.4Z,2,REGULAR,3pt,Jump Shot,[],1626181,85.23324572930355,3.6764705882352944,1610612757,69,71,2021-11-25T04:06:03Z,3030000,-232.0,86.0,1,right,N. Powell 24' 3PT  (13 PTS) (C. McCollum 5 AST),"[1626181, 203468]",1610612757.0,POR,,,,Powell,N. Powell,,,,,24.72,Made,,,,,13.0,,,,C. McCollum,203468.0,5.0,,,,,,,,
315,PT00M00.00S,2021-11-25T04:06:34.9Z,2,REGULAR,period,end,[],0,,,1610612758,69,71,2021-11-25T04:06:35Z,3050000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-11-25T04:20:31.9Z,3,REGULAR,substitution,out,['startperiod'],1627741,,,1610612758,69,71,2021-11-25T04:20:57Z,3060000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-11-25T04:20:31.9Z,3,REGULAR,substitution,out,['startperiod'],202684,,,1610612758,69,71,2021-11-25T04:20:57Z,3070000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-11-25T04:20:31.9Z,3,REGULAR,substitution,in,['startperiod'],1630169,,,1610612758,69,71,2021-11-25T04:20:57Z,3080000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-11-25T04:20:31.9Z,3,REGULAR,substitution,in,['startperiod'],203458,,,1610612758,69,71,2021-11-25T04:20:57Z,3090000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-11-25T04:21:26.7Z,3,REGULAR,period,start,[],0,,,1610612758,69,71,2021-11-25T04:21:26Z,3100000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M42.00S,2021-11-25T04:21:44.6Z,3,REGULAR,turnover,bad pass,[],1630169,,,1610612758,69,71,2021-11-25T04:21:49Z,3110000,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1626181]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,2.0,Powell,1626181.0,,,,,,,,,,,
324,PT11M42.00S,2021-11-25T04:21:44.6Z,3,REGULAR,steal,,[],1626181,,,1610612757,69,71,2021-11-25T04:21:47Z,3120000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M41.00S,2021-11-25T04:21:51.0Z,3,REGULAR,foul,personal,[],1628368,,,1610612757,69,71,2021-11-25T04:25:09Z,3130000,,,0,,D. Fox take personal FOUL (2 PF),"[1628368, 1626181]",1610612758.0,SAC,take,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Powell,1626181.0,,,
327,PT11M23.00S,2021-11-25T04:22:18.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203468,21.76412614980289,65.68627450980392,1610612757,69,71,2021-11-25T04:22:23Z,3150000,-78.0,152.0,1,left,MISS C. McCollum 17' pullup Shot,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,17.11,Missed,,,,,,,,,,,,,,,,,,,
328,PT11M20.00S,2021-11-25T04:22:21.9Z,3,REGULAR,rebound,defensive,[],203458,,,1610612758,69,71,2021-11-25T04:22:23Z,3160000,,,0,,A. Len REBOUND (Off:0 Def:3),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,327.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
329,PT11M08.00S,2021-11-25T04:22:33.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,83.65637319316689,39.46078431372549,1610612758,69,71,2021-11-25T04:24:21Z,3170000,-53.0,101.0,1,right,MISS T. Haliburton 11' driving floating Shot,[1630169],1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,11.4,Missed,,,,,,,,,,,,,,,,,,,
330,PT11M06.00S,2021-11-25T04:22:35.8Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612757,69,71,2021-11-25T04:22:38Z,3180000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,329.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
331,PT10M51.00S,2021-11-25T04:22:51.6Z,3,REGULAR,3pt,Jump Shot,[],203468,32.013797634691194,56.61764705882353,1610612757,69,71,2021-11-25T04:22:59Z,3190000,-33.0,248.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
332,PT10M50.00S,2021-11-25T04:22:52.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,69,71,2021-11-25T04:22:59Z,3200000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,331.0,,,,,,,,,,,,,,,,,,
333,PT10M50.00S,2021-11-25T04:23:00.1Z,3,REGULAR,foul,personal,[],203458,,,1610612757,69,71,2021-11-25T04:23:27Z,3210000,,,0,,A. Len loose ball personal FOUL (3 PF),"[203458, 203994]",1610612758.0,SAC,loose ball,,,Len,A. Len,,,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Nurkic,203994.0,,,
335,PT10M39.00S,2021-11-25T04:23:25.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,6.521024967148489,46.81372549019608,1610612757,69,73,2021-11-25T04:25:36Z,3230000,16.0,9.0,1,left,J. Nurkic driving Layup (21 PTS) (D. Lillard 8 AST),"[203994, 203081]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,1.82,Made,,,,,21.0,,,,D. Lillard,203081.0,8.0,,,,,,,,
337,PT10M39.00S,2021-11-25T04:23:31.0Z,3,REGULAR,foul,personal,['1freethrow'],203090,,,1610612757,69,73,2021-11-25T04:23:44Z,3250000,,,0,,M. Harkless shooting personal FOUL (1 PF) (Nurkic 1 FT),"[203090, 203994]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Nurkic,203994.0,,,
339,PT10M39.00S,2021-11-25T04:23:50.5Z,3,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,69,73,2021-11-25T04:23:50Z,3270000,,,0,,MISS J. Nurkic Free Throw 1 of 1,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
340,PT10M37.00S,2021-11-25T04:23:51.4Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,69,73,2021-11-25T04:23:51Z,3280000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,339.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
341,PT10M28.00S,2021-11-25T04:24:00.3Z,3,REGULAR,3pt,Jump Shot,[],203090,93.11760840998686,96.56862745098039,1610612758,69,73,2021-11-25T04:24:08Z,3290000,233.0,12.0,1,right,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,,
342,PT10M26.00S,2021-11-25T04:24:02.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,69,73,2021-11-25T04:24:08Z,3300000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,341.0,,,,,,,,,,,,,,,,,,
343,PT10M26.00S,2021-11-25T04:24:06.6Z,3,REGULAR,foul,personal,[],203458,,,1610612757,69,73,2021-11-25T04:24:41Z,3310000,,,0,,A. Len loose ball personal FOUL (4 PF),"[203458, 203994]",1610612758.0,SAC,loose ball,,,Len,A. Len,,,,,,,,,,,,,,,,,,202058.0,4.0,0.0,Nurkic,203994.0,,,
345,PT10M26.00S,2021-11-25T04:24:23.6Z,3,REGULAR,substitution,out,[],203458,,,1610612757,69,73,2021-11-25T04:24:30Z,3330000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT10M26.00S,2021-11-25T04:24:23.6Z,3,REGULAR,substitution,in,[],202684,,,1610612757,69,73,2021-11-25T04:24:30Z,3340000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT10M09.00S,2021-11-25T04:24:50.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,10.988830486202366,46.81372549019608,1610612757,69,75,2021-11-25T04:24:56Z,3350000,16.0,51.0,1,left,J. Nurkic turnaround Hook (23 PTS),[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,5.32,Made,,,,,23.0,,,,,,,,,,,,,,
348,PT10M02.00S,2021-11-25T04:25:00.9Z,3,REGULAR,foul,personal,[],203468,,,1610612758,69,75,2021-11-25T04:25:23Z,3360000,,,0,,C. McCollum personal FOUL (2 PF),"[203468, 202684]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Thompson,202684.0,,,
350,PT09M57.00S,2021-11-25T04:25:21.6Z,3,REGULAR,3pt,Jump Shot,[],1628368,69.07030223390277,65.19607843137256,1610612758,69,75,2021-11-25T04:27:34Z,3380000,76.0,238.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
351,PT09M54.00S,2021-11-25T04:25:24.8Z,3,REGULAR,rebound,offensive,[],202684,,,1610612758,69,75,2021-11-25T04:25:24Z,3390000,,,0,,T. Thompson REBOUND (Off:3 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,350.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
352,PT09M53.00S,2021-11-25T04:25:25.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202684,91.14651773981603,49.01960784313725,1610612758,69,75,2021-11-25T04:28:24Z,3400000,-5.0,31.0,1,right,MISS T. Thompson floating Shot,[202684],1610612758.0,SAC,floating,,,Thompson,T. Thompson,,,,,3.11,Missed,,,,,,,,,,,,,,,,,,,
353,PT09M51.00S,2021-11-25T04:25:27.9Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,69,75,2021-11-25T04:25:31Z,3410000,,,0,,J. Nurkic REBOUND (Off:3 Def:12),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,352.0,15.0,12.0,3.0,,,,,,,,,,,,,,,
354,PT09M40.00S,2021-11-25T04:25:38.5Z,3,REGULAR,3pt,Jump Shot,[],1626181,27.414586070959263,17.15686274509804,1610612757,69,75,2021-11-25T04:28:45Z,3420000,164.0,205.0,1,left,MISS N. Powell 26' step back 3PT,[1626181],1610612757.0,POR,step back,,,Powell,N. Powell,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,,
355,PT09M38.00S,2021-11-25T04:25:40.5Z,3,REGULAR,rebound,defensive,[],202684,,,1610612758,69,75,2021-11-25T04:25:44Z,3430000,,,0,,T. Thompson REBOUND (Off:3 Def:3),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,354.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
356,PT09M25.00S,2021-11-25T04:25:57.8Z,3,REGULAR,foul,personal,['2freethrow'],203468,,,1610612758,69,75,2021-11-25T04:26:07Z,3440000,,,0,,C. McCollum shooting personal FOUL (3 PF) (Barnes 2 FT),"[203468, 203084]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Barnes,203084.0,,,
358,PT09M25.00S,2021-11-25T04:26:26.6Z,3,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,69,75,2021-11-25T04:26:26Z,3460000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
359,PT09M25.00S,2021-11-25T04:26:26.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,69,75,2021-11-25T04:26:26Z,3470000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,358.0,,,,,,,,,,,,,,,,,,
