actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
651,PT06M14.00S,2025-10-24T01:54:04.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642349,31.750985545335087,56.86274509803921,1610612760,97,97,2025-10-24T01:54:10Z,6500000,False,-34.0,246.0,1,left,MISS A. Mitchell 24' running pullup 3PT,[1642349],1610612760.0,OKC,running pullup,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
652,PT06M08.00S,2025-10-24T01:54:08.2Z,4,REGULAR,rebound,offensive,[],1629652,,,1610612760,97,97,2025-10-24T01:54:08Z,6510000,False,,,0,,L. Dort REBOUND (Off:3 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,651.0,,,,,,,,6.0,3.0,3.0,,,,,,,
653,PT06M08.00S,2025-10-24T01:54:14.9Z,4,REGULAR,foul,personal,[],1630174,,,1610612760,97,97,2025-10-24T01:54:28Z,6520000,False,,,0,,A. Nesmith personal FOUL (6 PF),"[1630174, 1629652]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,1628171.0,6.0,0.0,Dort,1629652.0,,,,,,,,,,,,
655,PT06M08.00S,2025-10-24T01:54:31.9Z,4,REGULAR,substitution,out,[],1630174,,,1610612760,97,97,2025-10-24T01:54:56Z,6540000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT06M08.00S,2025-10-24T01:54:31.9Z,4,REGULAR,substitution,in,[],1641767,,,1610612760,97,97,2025-10-24T01:54:56Z,6550000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT06M05.00S,2025-10-24T01:55:03.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642349,7.30946123521682,56.372549019607845,1610612760,97,99,2025-10-24T01:55:07Z,6560000,False,-32.0,16.0,1,left,A. Mitchell driving floating Jump Shot (17 PTS) (L. Dort 1 AST),"[1642349, 1629652]",1610612760.0,OKC,driving floating,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,3.58,Made,,,,,,,,17.0,,,,,,L. Dort,1629652.0,1.0,,
659,PT05M54.00S,2025-10-24T01:55:15.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628396,91.01511169513797,53.18627450980392,1610612754,99,99,2025-10-24T01:55:21Z,6580000,False,16.0,32.0,1,right,T. Bradley driving Layup (2 PTS) (B. Sheppard 4 AST),"[1628396, 1641767]",1610612754.0,IND,driving,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,3.57,Made,,,,,,,,2.0,,,,,,B. Sheppard,1641767.0,4.0,,
661,PT05M54.00S,2025-10-24T01:55:17.3Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628392,,,1610612754,99,99,2025-10-24T01:55:25Z,6600000,False,,,0,,I. Hartenstein shooting personal FOUL (5 PF) (Bradley 1 FT),"[1628392, 1628396]",1610612760.0,OKC,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,1628171.0,5.0,0.0,Bradley,1628396.0,,,,,,,,,,,,
663,PT05M54.00S,2025-10-24T01:55:46.8Z,4,REGULAR,freethrow,1 of 1,[],1628396,,,1610612754,99,99,2025-10-24T01:55:49Z,6620000,False,,,0,,MISS T. Bradley Free Throw 1 of 1,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
664,PT05M54.00S,2025-10-24T01:55:46.8Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,99,99,2025-10-24T01:55:49Z,6630000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:7),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,663.0,,,,,,,,7.0,7.0,0.0,,,,,,,
665,PT05M39.00S,2025-10-24T01:56:06.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630167,,,1610612760,99,99,2025-10-24T01:56:27Z,6640000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1630167, 1631096]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,1.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,
668,PT05M39.00S,2025-10-24T01:58:26.8Z,4,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,99,100,2025-10-24T01:58:26Z,6670000,False,,,0,,C. Holmgren Free Throw 1 of 2 (10 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
669,PT05M39.00S,2025-10-24T01:58:27.7Z,4,REGULAR,substitution,out,[],1628396,,,1610612760,99,100,2025-10-24T01:58:30Z,6680000,False,,,0,,SUB out: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT05M39.00S,2025-10-24T01:58:27.7Z,4,REGULAR,substitution,in,[],1627783,,,1610612760,99,100,2025-10-24T01:58:30Z,6690000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT05M39.00S,2025-10-24T01:58:47.5Z,4,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,99,101,2025-10-24T01:58:47Z,6700000,False,,,0,,C. Holmgren Free Throw 2 of 2 (11 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
672,PT05M17.00S,2025-10-24T01:59:12.5Z,4,REGULAR,3pt,Jump Shot,[],1631097,67.49342969776609,34.31372549019608,1610612754,102,101,2025-10-24T01:59:18Z,6710000,False,-78.0,253.0,1,right,B. Mathurin 26' 3PT step back (27 PTS),[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,26.5,Made,,,,,,,,27.0,,,,,,,,,,
673,PT05M02.00S,2025-10-24T01:59:28.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642349,14.799605781865965,34.55882352941176,1610612760,102,101,2025-10-24T01:59:33Z,6720000,False,77.0,87.0,1,left,MISS A. Mitchell 11' driving floating Shot,[1642349],1610612760.0,OKC,driving floating,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,11.6,Missed,,,,,,,,,,,,,,,,,,
674,PT04M59.00S,2025-10-24T01:59:31.6Z,4,REGULAR,rebound,defensive,[],1641767,,,1610612754,102,101,2025-10-24T01:59:33Z,6730000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:3),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Right,,,673.0,,,,,,,,3.0,3.0,0.0,,,,,,,
675,PT04M49.00S,2025-10-24T01:59:39.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,82.21090670170827,36.029411764705884,1610612754,104,101,2025-10-24T01:59:46Z,6740000,False,-70.0,115.0,1,right,J. Walker 13' fadeaway Jump Shot (7 PTS),[1641716],1610612754.0,IND,fadeaway,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Left,13.43,Made,,,,,,,,7.0,,,,,,,,,,
676,PT04M49.00S,2025-10-24T01:59:45.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,104,101,2025-10-24T01:59:45Z,6750000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT04M49.00S,2025-10-24T02:02:24.4Z,4,REGULAR,substitution,out,[],1630598,,,1610612760,104,101,2025-10-24T02:03:00Z,6760000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT04M49.00S,2025-10-24T02:02:24.4Z,4,REGULAR,substitution,in,[],1628983,,,1610612760,104,101,2025-10-24T02:03:00Z,6770000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT04M31.00S,2025-10-24T02:03:29.8Z,4,REGULAR,2pt,Jump Shot,[],1628983,5.206964520367937,78.67647058823529,1610612760,104,101,2025-10-24T02:03:34Z,6780000,False,-143.0,-4.0,1,left,MISS S. Gilgeous-Alexander 14' turnaround Shot,[1628983],1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,14.34,Missed,,,,,,,,,,,,,,,,,,
680,PT04M29.00S,2025-10-24T02:03:31.8Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612754,104,101,2025-10-24T02:03:34Z,6790000,False,,,0,,O. Toppin REBOUND (Off:0 Def:4),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,,,679.0,,,,,,,,4.0,4.0,0.0,,,,,,,
681,PT04M23.00S,2025-10-24T02:03:39.0Z,4,REGULAR,turnover,traveling,[],1630167,,,1610612754,104,101,2025-10-24T02:03:44Z,6800000,False,,,0,,O. Toppin traveling TURNOVER (1 TO),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,,1628171.0,,,,,1.0,,,,,,,,,,,
682,PT04M10.00S,2025-10-24T02:04:06.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642349,7.5722733245729295,57.59803921568627,1610612760,104,103,2025-10-24T02:04:13Z,6810000,False,-38.0,19.0,1,left,A. Mitchell driving Layup (19 PTS),[1642349],1610612760.0,OKC,driving,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,4.24,Made,,,,,,,,19.0,,,,,,,,,,
683,PT03M56.00S,2025-10-24T02:04:20.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,84.31340341655716,37.5,1610612754,104,103,2025-10-24T02:04:25Z,6820000,False,-62.0,95.0,1,right,MISS P. Siakam 11' driving floating Shot,[1627783],1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,11.37,Missed,,,,,,,,,,,,,,,,,,
684,PT03M53.00S,2025-10-24T02:04:23.2Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,104,103,2025-10-24T02:04:25Z,6830000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:8),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Left,,,683.0,,,,,,,,8.0,8.0,0.0,,,,,,,
685,PT03M32.00S,2025-10-24T02:04:44.0Z,4,REGULAR,2pt,Jump Shot,[],1628983,18.2161629434954,70.34313725490196,1610612760,104,103,2025-10-24T02:04:49Z,6840000,False,-102.0,119.0,1,left,MISS S. Gilgeous-Alexander 15' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,15.63,Missed,,,,,,,,,,,,,,,,,,
686,PT03M29.00S,2025-10-24T02:04:47.0Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,104,103,2025-10-24T02:05:12Z,6850000,False,,,0,,B. Mathurin REBOUND (Off:3 Def:7),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,,,685.0,,,,,,,,10.0,7.0,3.0,,,,,,,
687,PT03M22.00S,2025-10-24T02:04:55.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612754,104,103,2025-10-24T02:05:01Z,6860000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Mathurin 2 FT),"[1628983, 1631097]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,201639.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,
689,PT03M22.00S,2025-10-24T02:05:26.6Z,4,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,105,103,2025-10-24T02:07:29Z,6880000,False,,,0,,B. Mathurin Free Throw 1 of 2 (28 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,,,,28.0,,,,,,,,,,
690,PT03M22.00S,2025-10-24T02:05:30.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,105,103,2025-10-24T02:05:30Z,6890000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT03M22.00S,2025-10-24T02:05:26.6Z,4,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,105,103,2025-10-24T02:07:29Z,6900000,False,,,0,,MISS B. Mathurin Free Throw 2 of 2,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
692,PT03M21.00S,2025-10-24T02:05:27.6Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,105,103,2025-10-24T02:07:29Z,6910000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:6),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,691.0,,,,,,,,6.0,6.0,0.0,,,,,,,
693,PT03M10.00S,2025-10-24T02:07:42.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630167,,,1610612760,105,103,2025-10-24T02:07:48Z,6920000,False,,,0,,O. Toppin shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1630167, 1628983]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Right Center,,,,1155.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,
695,PT03M10.00S,2025-10-24T02:08:06.3Z,4,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,105,103,2025-10-24T02:08:06Z,6940000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
696,PT03M10.00S,2025-10-24T02:08:06.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,105,103,2025-10-24T02:08:06Z,6950000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,695.0,,,,,,,,,,,,,,,,,
697,PT03M10.00S,2025-10-24T02:08:20.7Z,4,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,105,104,2025-10-24T02:08:20Z,6960000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (35 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,35.0,,,,,,,,,,
698,PT02M57.00S,2025-10-24T02:08:39.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,81.8166885676741,47.549019607843135,1610612754,107,104,2025-10-24T02:08:46Z,6970000,False,-12.0,118.0,1,right,B. Mathurin 11' driving floating Jump Shot (30 PTS),[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,11.9,Made,,,,,,,,30.0,,,,,,,,,,
699,PT02M57.00S,2025-10-24T02:08:41.2Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629652,,,1610612754,107,104,2025-10-24T02:08:47Z,6980000,False,,,0,,L. Dort shooting personal FOUL (3 PF) (Mathurin 1 FT),"[1629652, 1631097]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,1155.0,3.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,
701,PT02M57.00S,2025-10-24T02:09:07.2Z,4,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,107,104,2025-10-24T02:09:09Z,7000000,False,,,0,,MISS B. Mathurin Free Throw 1 of 1,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
702,PT02M57.00S,2025-10-24T02:09:07.2Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,107,104,2025-10-24T02:09:09Z,7010000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:7),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,701.0,,,,,,,,7.0,7.0,0.0,,,,,,,
703,PT02M43.00S,2025-10-24T02:09:22.1Z,4,REGULAR,2pt,Jump Shot,[],1628983,6.915243101182654,70.83333333333334,1610612760,107,106,2025-10-24T02:09:29Z,7020000,False,-104.0,13.0,1,left,S. Gilgeous-Alexander 10' step back Jump Shot (37 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,10.49,Made,,,,,,,,37.0,,,,,,,,,,
704,PT02M22.00S,2025-10-24T02:09:44.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631096,,,1610612754,107,106,2025-10-24T02:10:11Z,7030000,False,,,0,,C. Holmgren personal FOUL (3 PF) (Mathurin 2 FT),"[1631096, 1631097]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,201639.0,3.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,
706,PT02M22.00S,2025-10-24T02:10:16.5Z,4,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,108,106,2025-10-24T02:10:16Z,7050000,False,,,0,,B. Mathurin Free Throw 1 of 2 (31 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,,,,31.0,,,,,,,,,,
707,PT02M22.00S,2025-10-24T02:10:38.0Z,4,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,109,106,2025-10-24T02:10:38Z,7060000,False,,,0,,B. Mathurin Free Throw 2 of 2 (32 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,,,,32.0,,,,,,,,,,
708,PT02M06.00S,2025-10-24T02:10:55.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642349,7.5722733245729295,44.11764705882353,1610612760,109,108,2025-10-24T02:10:59Z,7070000,False,29.0,19.0,1,left,A. Mitchell driving finger roll Layup (21 PTS) (S. Gilgeous-Alexander 4 AST),"[1642349, 1628983]",1610612760.0,OKC,driving finger roll,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,3.48,Made,,,,,,,,21.0,,,,,,S. Gilgeous-Alexander,1628983.0,4.0,,
710,PT01M49.00S,2025-10-24T02:11:13.5Z,4,REGULAR,2pt,Jump Shot,[],1627783,73.40670170827858,51.71568627450981,1610612754,109,108,2025-10-24T02:11:19Z,7090000,False,9.0,197.0,1,right,MISS P. Siakam 19' Jump Shot,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,19.77,Missed,,,,,,,,,,,,,,,,,,
711,PT01M46.00S,2025-10-24T02:11:16.5Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,109,108,2025-10-24T02:11:19Z,7100000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:9),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Center,,,710.0,,,,,,,,9.0,9.0,0.0,,,,,,,
712,PT01M37.00S,2025-10-24T02:11:24.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,8.492115637319317,42.40196078431372,1610612760,109,110,2025-10-24T02:11:28Z,7110000,False,38.0,27.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (39 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,,,,,,,,39.0,,,,,,,,,,
713,PT01M22.00S,2025-10-24T02:11:42.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641716,92.19776609724047,52.20588235294118,1610612754,111,110,2025-10-24T02:11:46Z,7120000,False,11.0,21.0,1,right,J. Walker driving reverse Layup (9 PTS) (P. Siakam 3 AST),"[1641716, 1627783]",1610612754.0,IND,driving reverse,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.35,Made,,,,,,,,9.0,,,,,,P. Siakam,1627783.0,3.0,,
715,PT01M14.00S,2025-10-24T02:11:53.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641716,,,1610612760,111,110,2025-10-24T02:12:05Z,7140000,False,,,0,,J. Walker shooting personal FOUL (2 PF) (Holmgren 2 FT),"[1641716, 1631096]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,201639.0,2.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,
717,PT01M14.00S,2025-10-24T02:12:30.4Z,4,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,111,111,2025-10-24T02:12:30Z,7160000,False,,,0,,C. Holmgren Free Throw 1 of 2 (12 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
718,PT01M14.00S,2025-10-24T02:12:50.3Z,4,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,111,112,2025-10-24T02:12:50Z,7170000,False,,,0,,C. Holmgren Free Throw 2 of 2 (13 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
719,PT01M00.00S,2025-10-24T02:13:05.0Z,4,REGULAR,3pt,Jump Shot,[],1631097,66.83639947437582,24.509803921568626,1610612754,111,112,2025-10-24T02:14:27Z,7180000,False,-127.0,259.0,1,right,MISS B. Mathurin 28' step back 3PT,[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,28.89,Missed,,,,,,,,,,,,,,,,,,
720,PT00M57.60S,2025-10-24T02:13:07.4Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612760,111,112,2025-10-24T02:13:10Z,7190000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:11),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,719.0,,,,,,,,11.0,11.0,0.0,,,,,,,
721,PT00M37.90S,2025-10-24T02:13:28.2Z,4,REGULAR,3pt,Jump Shot,[],1628983,29.77989487516426,19.852941176470587,1610612760,111,112,2025-10-24T02:13:33Z,7200000,False,151.0,227.0,1,left,MISS S. Gilgeous-Alexander 27' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,27.28,Missed,,,,,,,,,,,,,,,,,,
722,PT00M34.10S,2025-10-24T02:13:32.0Z,4,REGULAR,rebound,defensive,[],1641767,,,1610612754,111,112,2025-10-24T02:13:33Z,7210000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:4),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,721.0,,,,,,,,4.0,4.0,0.0,,,,,,,
723,PT00M17.00S,2025-10-24T02:13:49.2Z,4,REGULAR,3pt,Jump Shot,[],1627783,67.09921156373193,45.09803921568628,1610612754,111,112,2025-10-24T02:14:02Z,7220000,False,-25.0,257.0,1,right,MISS P. Siakam 25' pullup 3PT,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
724,PT00M13.00S,2025-10-24T02:13:53.2Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612760,111,112,2025-10-24T02:14:02Z,7230000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:12),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,723.0,,,,,,,,12.0,12.0,0.0,,,,,,,
725,PT00M13.00S,2025-10-24T02:13:59.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630167,,,1610612760,111,112,2025-10-24T02:14:09Z,7240000,False,,,0,,O. Toppin take personal FOUL (3 PF) (Gilgeous-Alexander 2 FT),"[1630167, 1628983]",1610612754.0,IND,take,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Right Center,,,,201639.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,
727,PT00M13.00S,2025-10-24T02:14:30.1Z,4,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,111,113,2025-10-24T02:14:30Z,7260000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (40 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,40.0,,,,,,,,,,
728,PT00M13.00S,2025-10-24T02:14:30.1Z,4,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,111,113,2025-10-24T02:14:53Z,7270000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 2 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
729,PT00M11.80S,2025-10-24T02:14:31.3Z,4,REGULAR,rebound,defensive,[],1641767,,,1610612754,111,113,2025-10-24T02:14:53Z,7280000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:5),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,728.0,,,,,,,,5.0,5.0,0.0,,,,,,,
730,PT00M11.80S,2025-10-24T02:14:53.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,111,113,2025-10-24T02:14:53Z,7290000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,PT00M06.80S,2025-10-24T02:16:51.5Z,4,REGULAR,2pt,Jump Shot,[],1627783,73.01248357424441,67.15686274509804,1610612754,113,113,2025-10-24T02:16:55Z,7300000,False,86.0,201.0,1,right,P. Siakam 21' pullup Jump Shot (27 PTS),[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,21.87,Made,,,,,,,,27.0,,,,,,,,,,
