actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
346,PT00M27.40S,2026-03-01T23:01:54.6Z,2,REGULAR,substitution,out,[],1642880,,,1610612754,59,65,2026-03-01T23:02:06Z,3390000,False,,,0,,SUB out: K. Jones,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M27.40S,2026-03-01T23:01:54.6Z,2,REGULAR,substitution,in,[],1631245,,,1610612754,59,65,2026-03-01T23:02:06Z,3400000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M10.60S,2026-03-01T23:02:30.3Z,2,REGULAR,foul,personal,['2freethrow'],1641712,,,1610612754,59,65,2026-03-01T23:02:40Z,3410000,False,,,0,,R. Rupert shooting personal FOUL (2 PF) (Huff 2 FT),"[1641712, 1630643]",1610612763.0,MEM,shooting,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,2.0,0.0,Huff,1630643.0,,,
350,PT00M10.60S,2026-03-01T23:02:57.1Z,2,REGULAR,freethrow,1 of 2,[],1630643,,,1610612754,59,65,2026-03-01T23:02:57Z,3430000,False,,,0,,MISS J. Huff Free Throw 1 of 2,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
351,PT00M10.60S,2026-03-01T23:02:57.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,59,65,2026-03-01T23:02:57Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,
352,PT00M10.60S,2026-03-01T23:02:57.7Z,2,REGULAR,substitution,out,[],1642942,,,1610612754,59,65,2026-03-01T23:03:04Z,3450000,False,,,0,,SUB out: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M10.60S,2026-03-01T23:02:57.7Z,2,REGULAR,substitution,in,[],1642285,,,1610612754,59,65,2026-03-01T23:03:04Z,3460000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M10.60S,2026-03-01T23:03:19.0Z,2,REGULAR,freethrow,2 of 2,[],1630643,,,1610612754,60,65,2026-03-01T23:03:19Z,3470000,False,,,0,,J. Huff Free Throw 2 of 2 (9 PTS),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,Made,,,,9.0,,,,,,,,,,,,,,
355,PT00M00.70S,2026-03-01T23:03:31.5Z,2,REGULAR,3pt,Jump Shot,[],1641707,5.732588699080158,3.6764705882352944,1610612763,60,65,2026-03-01T23:03:34Z,3480000,False,232.0,1.0,1,left,MISS T. Hendricks 3PT,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
356,PT00M00.10S,2026-03-01T23:03:32.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,60,65,2026-03-01T23:13:12Z,3490000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Right Corner 3,24+ Right,,,,,355.0,,,,,,,,,,,,,,,
357,PT00M00.00S,2026-03-01T23:03:33.8Z,2,REGULAR,period,end,[],0,,,1610612763,60,65,2026-03-01T23:03:33Z,3500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,out,['startperiod'],1630695,,,1610612763,60,65,2026-03-01T23:18:36Z,3510000,False,,,0,,SUB out: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,out,['startperiod'],1641738,,,1610612763,60,65,2026-03-01T23:18:36Z,3520000,False,,,0,,SUB out: K. Brown,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,out,['startperiod'],1631245,,,1610612763,60,65,2026-03-01T23:18:36Z,3530000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,out,['startperiod'],1642914,,,1610612763,60,65,2026-03-01T23:18:36Z,3540000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,out,['startperiod'],1641707,,,1610612763,60,65,2026-03-01T23:18:36Z,3550000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,out,['startperiod'],1641712,,,1610612763,60,65,2026-03-01T23:18:36Z,3560000,False,,,0,,SUB out: R. Rupert,[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,out,['startperiod'],1642285,,,1610612763,60,65,2026-03-01T23:18:36Z,3570000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,in,['startperiod'],1642880,,,1610612763,60,65,2026-03-01T23:18:36Z,3580000,False,,,0,,SUB in: K. Jones,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,in,['startperiod'],1641767,,,1610612763,60,65,2026-03-01T23:18:36Z,3590000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,in,['startperiod'],1641716,,,1610612763,60,65,2026-03-01T23:18:36Z,3600000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,in,['startperiod'],1642377,,,1610612763,60,65,2026-03-01T23:18:36Z,3610000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,in,['startperiod'],1630590,,,1610612763,60,65,2026-03-01T23:18:36Z,3620000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,in,['startperiod'],1641765,,,1610612763,60,65,2026-03-01T23:18:36Z,3630000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2026-03-01T23:17:42.1Z,3,REGULAR,substitution,in,['startperiod'],1641713,,,1610612763,60,65,2026-03-01T23:18:36Z,3640000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2026-03-01T23:18:53.6Z,3,REGULAR,period,start,[],0,,,1610612763,60,65,2026-03-01T23:18:53Z,3650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M45.00S,2026-03-01T23:19:07.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641765,93.11760840998686,54.41176470588235,1610612763,60,67,2026-03-01T23:19:10Z,3660000,False,22.0,12.0,1,right,O. Prosper Layup (8 PTS) (W. Clayton Jr. 7 AST),"[1641765, 1642383]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,2.52,Made,,,,8.0,W. Clayton Jr.,1642383.0,7.0,,,,,,,,,,,
376,PT11M28.00S,2026-03-01T23:19:24.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,6.1268068331143235,53.92156862745098,1610612754,60,67,2026-03-01T23:19:27Z,3680000,False,-20.0,5.0,1,left,MISS B. Sheppard cutting Layup,[1641767],1610612754.0,IND,cutting,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
377,PT11M27.00S,2026-03-01T23:19:25.5Z,3,REGULAR,rebound,defensive,[],1630590,,,1610612763,60,67,2026-03-01T23:19:27Z,3690000,False,,,0,,S. Pippen Jr. REBOUND (Off:2 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,,376.0,,,,,,,,,,,,,3.0,1.0,2.0
378,PT11M22.00S,2026-03-01T23:19:31.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1630590,94.56307490144546,50.98039215686274,1610612763,60,69,2026-03-01T23:20:34Z,3700000,False,5.0,-1.0,1,right,S. Pippen Jr. running finger roll Layup (10 PTS),[1630590],1610612763.0,MEM,running finger roll,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,0.51,Made,,,,10.0,,,,,,,,,,,,,,
379,PT11M22.00S,2026-03-01T23:19:34.9Z,3,REGULAR,violation,defensive goaltending,[],1630643,,,1610612763,60,69,2026-03-01T23:19:39Z,3710000,False,,,0,,J. Huff defensive goaltending VIOLATION,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,
380,PT11M22.00S,2026-03-01T23:19:43.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,60,69,2026-03-01T23:19:43Z,3720000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT11M00.00S,2026-03-01T23:23:24.0Z,3,REGULAR,3pt,Jump Shot,[],1643007,33.196452036793694,25.0,1610612754,60,69,2026-03-01T23:23:28Z,3740000,False,125.0,260.0,1,left,MISS T. Peter 28' 3PT,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,Above the Break 3,24+ Right Center,28.8,Missed,,,,,,,,,,,,,,,,,,
383,PT10M58.00S,2026-03-01T23:23:26.0Z,3,REGULAR,rebound,defensive,[],1641713,,,1610612763,60,69,2026-03-01T23:23:30Z,3750000,False,,,0,,G. Jackson REBOUND (Off:3 Def:4),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,382.0,,,,,,,,,,,,,7.0,4.0,3.0
384,PT10M52.00S,2026-03-01T23:23:32.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641713,90.88370565045992,43.872549019607845,1610612763,60,69,2026-03-01T23:23:36Z,3760000,False,-31.0,33.0,1,right,MISS G. Jackson running Layup - blocked,"[1641713, 1630643]",1610612763.0,MEM,running,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,Huff,1630643.0,,,,,,,,,,,,,,,,
409,PT10M52.00S,2026-03-01T23:23:32.2Z,3,REGULAR,block,,[],1630643,,,1610612763,60,69,2026-03-01T23:31:13Z,3765000,False,,,0,,J. Huff BLOCK (2 BLK),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
385,PT10M50.00S,2026-03-01T23:23:34.2Z,3,REGULAR,rebound,defensive,[],1641716,,,1610612754,60,69,2026-03-01T23:23:36Z,3770000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,384.0,,,,,,,,,,,,,1.0,1.0,0.0
387,PT10M39.00S,2026-03-01T23:23:59.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,60,69,2026-03-01T23:23:59Z,3790000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT10M35.00S,2026-03-01T23:28:14.8Z,3,REGULAR,turnover,bad pass,[],1641767,,,1610612754,60,69,2026-03-01T23:28:17Z,3810000,False,,,0,,B. Sheppard bad pass TURNOVER (2 TO),"[1641767, 1641765]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2.0,Prosper,1641765.0,,,,,,,,
390,PT10M35.00S,2026-03-01T23:28:14.8Z,3,REGULAR,steal,,[],1641765,,,1610612763,60,69,2026-03-01T23:28:16Z,3820000,False,,,0,,O. Prosper STEAL (1 STL),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
391,PT10M32.00S,2026-03-01T23:28:18.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641765,92.59198423127464,50.73529411764706,1610612763,60,71,2026-03-01T23:28:21Z,3830000,False,4.0,17.0,1,right,O. Prosper running finger roll Layup (10 PTS),[1641765],1610612763.0,MEM,running finger roll,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,1.75,Made,,,,10.0,,,,,,,,,,,,,,
392,PT10M18.00S,2026-03-01T23:28:31.9Z,3,REGULAR,3pt,Jump Shot,[],1641716,33.196452036793694,29.411764705882355,1610612754,63,71,2026-03-01T23:28:36Z,3840000,False,103.0,260.0,1,left,J. Walker 27' 3PT  (10 PTS) (K. Jones 5 AST),"[1641716, 1642880]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,27.92,Made,,,,10.0,K. Jones,1642880.0,5.0,,,,,,,,,,,
394,PT10M00.00S,2026-03-01T23:28:48.8Z,3,REGULAR,turnover,out-of-bounds,[],1630590,,,1610612763,63,71,2026-03-01T23:29:01Z,3860000,False,,,0,,S. Pippen Jr. bad pass out-of-bounds TURNOVER (1 TO),[1630590],1610612763.0,MEM,bad pass,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1.0,,,1628951.0,,,,,,,
395,PT09M48.00S,2026-03-01T23:29:07.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641767,18.084756898817346,3.6764705882352944,1610612754,66,71,2026-03-01T23:29:11Z,3870000,False,232.0,117.0,1,left,B. Sheppard 25' 3PT  (9 PTS) (K. Jones 6 AST),"[1641767, 1642880]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,25.97,Made,,,,9.0,K. Jones,1642880.0,6.0,,,,,,,,,,,
397,PT09M27.00S,2026-03-01T23:29:28.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,88.78120893561103,37.745098039215684,1610612763,66,71,2026-03-01T23:30:57Z,3890000,False,-61.0,53.0,1,right,MISS G. Jackson 8' driving floating Shot,[1641713],1610612763.0,MEM,driving floating,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Left,8.1,Missed,,,,,,,,,,,,,,,,,,
398,PT09M24.00S,2026-03-01T23:29:31.3Z,3,REGULAR,rebound,offensive,[],1641765,,,1610612763,66,71,2026-03-01T23:29:33Z,3900000,False,,,0,,O. Prosper REBOUND (Off:2 Def:0),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Left,,,,,397.0,,,,,,,,,,,,,2.0,0.0,2.0
399,PT09M22.00S,2026-03-01T23:29:33.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642383,69.20170827858082,64.2156862745098,1610612763,66,74,2026-03-01T23:29:38Z,3910000,False,71.0,237.0,1,right,W. Clayton Jr. 24' 3PT  (5 PTS) (O. Prosper 2 AST),"[1642383, 1641765]",1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,24.74,Made,,,,5.0,O. Prosper,1641765.0,2.0,,,,,,,,,,,
401,PT09M07.00S,2026-03-01T23:29:49.0Z,3,REGULAR,3pt,Jump Shot,[],1641767,34.641918528252305,30.637254901960787,1610612754,66,74,2026-03-01T23:29:52Z,3930000,False,97.0,273.0,1,left,MISS B. Sheppard 28' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,28.97,Missed,,,,,,,,,,,,,,,,,,
402,PT09M05.00S,2026-03-01T23:29:51.0Z,3,REGULAR,rebound,defensive,[],1641713,,,1610612763,66,74,2026-03-01T23:29:56Z,3940000,False,,,0,,G. Jackson REBOUND (Off:3 Def:5),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,401.0,,,,,,,,,,,,,8.0,5.0,3.0
403,PT08M45.00S,2026-03-01T23:30:10.8Z,3,REGULAR,3pt,Jump Shot,[],1641713,64.47109067017082,69.36274509803921,1610612763,66,74,2026-03-01T23:30:15Z,3950000,False,97.0,281.0,1,right,MISS G. Jackson 29' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,29.77,Missed,,,,,,,,,,,,,,,,,,
404,PT08M43.00S,2026-03-01T23:30:12.8Z,3,REGULAR,rebound,defensive,[],1641767,,,1610612754,66,74,2026-03-01T23:30:17Z,3960000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:2),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,403.0,,,,,,,,,,,,,2.0,2.0,0.0
405,PT08M36.00S,2026-03-01T23:30:20.7Z,3,REGULAR,foul,personal,[],1642377,,,1610612754,66,74,2026-03-01T23:30:29Z,3970000,False,,,0,,J. Wells personal FOUL (2 PF),"[1642377, 1641716]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628951.0,2.0,0.0,Walker,1641716.0,,,
407,PT08M27.00S,2026-03-01T23:30:55.0Z,3,REGULAR,foul,personal,['2freethrow'],1641765,,,1610612754,66,74,2026-03-01T23:31:00Z,3990000,False,,,0,,O. Prosper shooting personal FOUL (1 PF) (Walker 2 FT),"[1641765, 1641716]",1610612763.0,MEM,shooting,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,1.0,0.0,Walker,1641716.0,,,
410,PT08M27.00S,2026-03-01T23:31:28.5Z,3,REGULAR,freethrow,1 of 2,[],1641716,,,1610612754,66,74,2026-03-01T23:31:28Z,4010000,False,,,0,,MISS J. Walker Free Throw 1 of 2,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
411,PT08M27.00S,2026-03-01T23:31:28.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,66,74,2026-03-01T23:31:28Z,4020000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,
412,PT08M27.00S,2026-03-01T23:31:29.3Z,3,REGULAR,substitution,out,[],1641713,,,1610612754,66,74,2026-03-01T23:31:32Z,4030000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT08M27.00S,2026-03-01T23:31:29.3Z,3,REGULAR,substitution,in,[],1641712,,,1610612754,66,74,2026-03-01T23:31:32Z,4040000,False,,,0,,SUB in: R. Rupert,[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT08M27.00S,2026-03-01T23:31:28.5Z,3,REGULAR,freethrow,2 of 2,[],1641716,,,1610612754,66,74,2026-03-01T23:31:52Z,4050000,False,,,0,,MISS J. Walker Free Throw 2 of 2,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
415,PT08M25.00S,2026-03-01T23:31:30.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,66,74,2026-03-01T23:31:52Z,4060000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,,,,
417,PT08M16.00S,2026-03-01T23:32:08.5Z,3,REGULAR,foul,personal,[],1643007,,,1610612763,66,74,2026-03-01T23:32:15Z,4080000,False,,,0,,T. Peter personal FOUL (1 PF),"[1643007, 1630590]",1610612754.0,IND,,,,Peter,T. Peter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2004.0,1.0,0.0,Pippen Jr.,1630590.0,,,
419,PT08M14.00S,2026-03-01T23:32:29.7Z,3,REGULAR,3pt,Jump Shot,[],1641765,68.15045992115637,44.85294117647059,1610612763,66,77,2026-03-01T23:32:34Z,4100000,False,-26.0,247.0,1,right,O. Prosper 24' 3PT  (13 PTS) (S. Pippen Jr. 4 AST),"[1641765, 1630590]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Center,24.82,Made,,,,13.0,S. Pippen Jr.,1630590.0,4.0,,,,,,,,,,,
421,PT08M01.00S,2026-03-01T23:32:43.5Z,3,REGULAR,3pt,Jump Shot,[],1643007,28.465834428383708,16.911764705882355,1610612754,69,77,2026-03-01T23:32:47Z,4120000,False,165.0,215.0,1,left,T. Peter 27' 3PT  (9 PTS) (K. Jones 7 AST),"[1643007, 1642880]",1610612754.0,IND,,,,Peter,T. Peter,,,,,Above the Break 3,24+ Right Center,27.13,Made,,,,9.0,K. Jones,1642880.0,7.0,,,,,,,,,,,
423,PT07M43.00S,2026-03-01T23:33:01.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641712,89.96386333771353,40.44117647058824,1610612763,69,77,2026-03-01T23:33:05Z,4140000,False,-48.0,42.0,1,right,MISS R. Rupert 6' fadeaway Shot - blocked,"[1641712, 1641716]",1610612763.0,MEM,fadeaway,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,Walker,1641716.0,,,,,,,,,,,,,,,,
424,PT07M43.00S,2026-03-01T23:33:01.0Z,3,REGULAR,block,,[],1641716,,,1610612763,69,77,2026-03-01T23:33:02Z,4150000,False,,,0,,J. Walker BLOCK (1 BLK),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
425,PT07M41.00S,2026-03-01T23:33:03.0Z,3,REGULAR,rebound,offensive,[],1641712,,,1610612763,69,77,2026-03-01T23:33:05Z,4160000,False,,,0,,R. Rupert REBOUND (Off:1 Def:1),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),0-8 Center,,,,,423.0,,,,,,,,,,,,,2.0,1.0,1.0
426,PT07M40.00S,2026-03-01T23:33:04.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641712,92.06636005256242,53.92156862745098,1610612763,69,77,2026-03-01T23:35:28Z,4170000,False,20.0,22.0,1,right,MISS R. Rupert driving finger roll Layup,[1641712],1610612763.0,MEM,driving finger roll,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
427,PT07M40.00S,2026-03-01T23:33:04.3Z,3,REGULAR,rebound,defensive,[],1641716,,,1610612754,69,77,2026-03-01T23:33:07Z,4180000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,426.0,,,,,,,,,,,,,2.0,2.0,0.0
428,PT07M24.00S,2026-03-01T23:33:20.2Z,3,REGULAR,3pt,Jump Shot,[],1641716,22.683968462549277,91.42156862745098,1610612754,72,77,2026-03-01T23:33:24Z,4190000,False,-207.0,161.0,1,left,J. Walker 26' 3PT  (13 PTS) (T. Peter 1 AST),"[1641716, 1643007]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,26.21,Made,,,,13.0,T. Peter,1643007.0,1.0,,,,,,,,,,,
430,PT07M01.00S,2026-03-01T23:33:43.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,79.84559789750328,53.431372549019606,1610612763,72,77,2026-03-01T23:33:47Z,4210000,False,17.0,137.0,1,right,MISS S. Pippen Jr. 13' pullup Shot,[1630590],1610612763.0,MEM,pullup,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.81,Missed,,,,,,,,,,,,,,,,,,
431,PT06M59.00S,2026-03-01T23:33:45.1Z,3,REGULAR,rebound,defensive,[],1641716,,,1610612754,72,77,2026-03-01T23:33:49Z,4220000,False,,,0,,J. Walker REBOUND (Off:0 Def:3),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,430.0,,,,,,,,,,,,,3.0,3.0,0.0
433,PT06M51.00S,2026-03-01T23:33:52.8Z,3,REGULAR,3pt,Jump Shot,[],1641767,5.075558475689881,98.52941176470588,1610612754,72,77,2026-03-01T23:33:57Z,4240000,False,-243.0,-5.0,1,left,MISS B. Sheppard 24' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,24.26,Missed,,,,,,,,,,,,,,,,,,
434,PT06M49.00S,2026-03-01T23:33:54.8Z,3,REGULAR,rebound,defensive,[],1641712,,,1610612763,72,77,2026-03-01T23:34:05Z,4250000,False,,,0,,R. Rupert REBOUND (Off:1 Def:2),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Left Corner 3,24+ Left,,,,,433.0,,,,,,,,,,,,,3.0,2.0,1.0
