actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
391,PT10M56.00S,2025-10-23T01:03:44.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630567,6.783837056504599,47.794117647058826,1610612761,61,69,2025-10-23T01:03:52Z,3890000,False,11.0,11.0,1,left,S. Barnes running DUNK (14 PTS) (B. Ingram 3 AST),"[1630567, 1627742]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,,,,,,,14.0,B. Ingram,1627742.0,3.0,,,,
393,PT10M44.00S,2025-10-23T01:03:56.3Z,3,REGULAR,3pt,Jump Shot,[],1642258,94.43166885676742,3.1862745098039214,1610612737,64,69,2025-10-23T01:04:01Z,3910000,False,-234.0,0.0,1,right,Z. Risacher 3PT  (14 PTS) (J. Johnson 7 AST),"[1642258, 1630552]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,23.41,Made,,,,,,,,,,,14.0,J. Johnson,1630552.0,7.0,,,,
395,PT10M36.00S,2025-10-23T01:04:06.1Z,3,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612761,64,69,2025-10-23T01:04:31Z,3930000,False,,,0,,D. Daniels shooting personal FOUL (4 PF) (Barrett 2 FT),"[1630700, 1629628]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,1627541.0,,4.0,0.0,Barrett,1629628.0,,,,,,,,
397,PT10M36.00S,2025-10-23T01:04:32.5Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,64,70,2025-10-23T01:04:32Z,3950000,False,,,0,,R. Barrett Free Throw 1 of 2 (13 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,,,,13.0,,,,,,,
398,PT10M36.00S,2025-10-23T01:04:46.0Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,64,71,2025-10-23T01:04:46Z,3960000,False,,,0,,R. Barrett Free Throw 2 of 2 (14 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,,
399,PT10M28.00S,2025-10-23T01:04:55.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630700,90.48948751642575,53.18627450980392,1610612737,66,71,2025-10-23T01:05:01Z,3970000,False,16.0,37.0,1,right,D. Daniels turnaround Hook (2 PTS) (K. Porziņģis 2 AST),"[1630700, 204001]",1610612737.0,ATL,turnaround,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,4.02,Made,,,,,,,,,,,2.0,K. Porziņģis,204001.0,2.0,,,,
401,PT10M22.00S,2025-10-23T01:05:04.4Z,3,REGULAR,foul,offensive,[],1627751,,,1610612761,66,71,2025-10-23T01:05:13Z,3990000,False,,,0,,J. Poeltl off-the-ball offensive FOUL (3 PF),"[1627751, 1629027]",1610612761.0,TOR,off-the-ball,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,1627541.0,,3.0,0.0,Young,1629027.0,,,,,,,,
403,PT10M22.00S,2025-10-23T01:05:04.4Z,3,REGULAR,turnover,offensive foul,[],1627751,,,1610612761,66,71,2025-10-23T01:05:04Z,4010000,False,,,0,,J. Poeltl offensive foul TURNOVER (1 TO),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,1627541.0,1.0,,,,,,,,,,,,
405,PT10M00.00S,2025-10-23T01:06:03.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],204001,72.48685939553219,77.69607843137256,1610612737,66,71,2025-10-23T01:06:08Z,4030000,False,138.0,206.0,1,right,MISS K. Porziņģis 24' 3PT,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
406,PT09M57.00S,2025-10-23T01:06:06.5Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612761,66,71,2025-10-23T01:06:08Z,4040000,False,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,405.0,3.0,3.0,0.0,,,,,,,,,,,,,,
407,PT09M53.00S,2025-10-23T01:06:10.5Z,3,REGULAR,turnover,bad pass,[],1630193,,,1610612761,66,71,2025-10-23T01:06:16Z,4050000,False,,,0,,I. Quickley bad pass TURNOVER (2 TO),"[1630193, 1630552]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,,,,,,Johnson,1630552.0
408,PT09M53.00S,2025-10-23T01:06:10.5Z,3,REGULAR,steal,,[],1630552,,,1610612737,66,71,2025-10-23T01:06:12Z,4060000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
409,PT09M49.00S,2025-10-23T01:06:13.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,92.9862023653088,50.73529411764706,1610612737,66,71,2025-10-23T01:06:21Z,4070000,False,4.0,13.0,1,right,MISS J. Johnson running Layup,[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
410,PT09M42.00S,2025-10-23T01:06:20.7Z,3,REGULAR,rebound,offensive,[],1642258,,,1610612737,66,71,2025-10-23T01:06:20Z,4080000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,409.0,1.0,0.0,1.0,,,,,,,,,,,,,,
411,PT09M42.00S,2025-10-23T01:06:20.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1642258,94.40999984741211,50.0,1610612737,68,71,2025-10-23T01:06:31Z,4090000,False,0.0,0.0,1,right,Z. Risacher tip Layup (16 PTS),[1642258],1610612737.0,ATL,tip,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,16.0,,,,,,,
412,PT09M41.00S,2025-10-23T01:06:22.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.440867279894875,48.28431372549019,1610612761,68,73,2025-10-23T01:06:28Z,4100000,False,9.0,17.0,1,left,S. Barnes driving Layup (16 PTS) (J. Poeltl 1 AST),"[1630567, 1627751]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,,,,,16.0,J. Poeltl,1627751.0,1.0,,,,
413,PT09M28.00S,2025-10-23T01:06:35.6Z,3,REGULAR,turnover,bad pass,[],1630700,,,1610612737,68,73,2025-10-23T01:06:49Z,4110000,False,,,0,,D. Daniels bad pass TURNOVER (3 TO),"[1630700, 1629628]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,3.0,,,,,,,,,,,Barrett,1629628.0
414,PT09M28.00S,2025-10-23T01:06:35.6Z,3,REGULAR,steal,,[],1629628,,,1610612761,68,73,2025-10-23T01:06:38Z,4120000,False,,,0,,R. Barrett STEAL (2 STL),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
415,PT09M24.00S,2025-10-23T01:06:39.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629628,7.703679369250986,49.01960784313725,1610612761,68,75,2025-10-23T02:33:51Z,4130000,False,5.0,20.0,1,left,R. Barrett running alley-oop Layup (16 PTS) (J. Poeltl 2 AST),"[1629628, 1627751]",1610612761.0,TOR,running alley-oop,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,,,,,16.0,J. Poeltl,1627751.0,2.0,,,,
417,PT09M09.00S,2025-10-23T01:06:54.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204001,93.64323258869908,47.794117647058826,1610612737,68,75,2025-10-23T01:07:02Z,4150000,False,-11.0,7.0,1,right,MISS K. Porziņģis cutting Layup,[204001],1610612737.0,ATL,cutting,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
418,PT09M08.00S,2025-10-23T01:06:55.4Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,68,75,2025-10-23T01:07:02Z,4160000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,417.0,5.0,2.0,3.0,,,,,,,,,,,,,,
419,PT09M08.00S,2025-10-23T01:07:02.9Z,3,REGULAR,foul,personal,[],204001,,,1610612761,68,75,2025-10-23T01:07:07Z,4170000,False,,,0,,K. Porziņģis personal FOUL (2 PF),"[204001, 1627751]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,1627541.0,,2.0,0.0,Poeltl,1627751.0,,,,,,,,
421,PT08M55.00S,2025-10-23T01:07:30.1Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612761,68,75,2025-10-23T01:07:33Z,4190000,False,,,0,,B. Ingram lost ball TURNOVER (4 TO),"[1627742, 1629027]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,,,,,4.0,,,,,,,,,,,Young,1629027.0
422,PT08M55.00S,2025-10-23T01:07:30.1Z,3,REGULAR,steal,,[],1629027,,,1610612737,68,75,2025-10-23T01:07:32Z,4200000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
423,PT08M50.00S,2025-10-23T01:07:34.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629027,89.43823915900131,53.18627450980392,1610612737,70,75,2025-10-23T01:07:49Z,4210000,False,16.0,47.0,1,right,T. Young driving floating Jump Shot (12 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,,,,,,,,,,,12.0,,,,,,,
424,PT08M38.00S,2025-10-23T01:07:49.0Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612761,70,75,2025-10-23T01:07:58Z,4220000,False,,,0,,K. Porziņģis shooting personal FOUL (3 PF) (Ingram 2 FT),"[204001, 1627742]",1610612737.0,ATL,shooting,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2882.0,,3.0,0.0,Ingram,1627742.0,,,,,,,,
427,PT08M38.00S,2025-10-23T01:08:15.7Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,70,76,2025-10-23T01:08:15Z,4240000,False,,,0,,B. Ingram Free Throw 1 of 2 (13 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,,,,13.0,,,,,,,
428,PT08M38.00S,2025-10-23T01:08:33.8Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,70,77,2025-10-23T01:08:33Z,4250000,False,,,0,,B. Ingram Free Throw 2 of 2 (14 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,,
429,PT08M30.00S,2025-10-23T01:08:45.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,82.34231274638634,46.07843137254902,1610612737,72,77,2025-10-23T01:08:53Z,4260000,False,-20.0,113.0,1,right,J. Johnson 11' driving floating Jump Shot (14 PTS),[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,11.52,Made,,,,,,,,,,,14.0,,,,,,,
430,PT08M30.00S,2025-10-23T01:08:56.6Z,3,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612737,72,77,2025-10-23T01:09:03Z,4270000,False,,,0,,S. Barnes shooting personal FOUL (2 PF) (Johnson 1 FT),"[1630567, 1630552]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201638.0,,2.0,0.0,Johnson,1630552.0,,,,,,,,
432,PT08M30.00S,2025-10-23T01:09:20.2Z,3,REGULAR,freethrow,1 of 1,[],1630552,,,1610612737,73,77,2025-10-23T01:09:20Z,4290000,False,,,0,,J. Johnson Free Throw 1 of 1 (15 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
433,PT08M18.00S,2025-10-23T01:09:34.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,8.754927726675426,52.20588235294118,1610612761,73,79,2025-10-23T01:09:39Z,4300000,False,-11.0,30.0,1,left,R. Barrett driving Layup (18 PTS),[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.18,Made,,,,,,,,,,,18.0,,,,,,,
434,PT08M18.00S,2025-10-23T01:09:39.4Z,3,REGULAR,foul,personal,['1freethrow'],1630700,,,1610612761,73,79,2025-10-23T01:10:14Z,4310000,False,,,0,,D. Daniels shooting personal FOUL (5 PF) (Barrett 1 FT),"[1630700, 1629628]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,5.0,0.0,Barrett,1629628.0,,,,,,,,
436,PT08M18.00S,2025-10-23T01:09:57.2Z,3,REGULAR,substitution,out,[],1630700,,,1610612761,73,79,2025-10-23T01:10:00Z,4330000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT08M18.00S,2025-10-23T01:09:57.2Z,3,REGULAR,substitution,in,[],1629638,,,1610612761,73,79,2025-10-23T01:10:00Z,4340000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT08M18.00S,2025-10-23T01:10:15.3Z,3,REGULAR,freethrow,1 of 1,[],1629628,,,1610612761,73,80,2025-10-23T01:10:15Z,4350000,False,,,0,,R. Barrett Free Throw 1 of 1 (19 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,,,,19.0,,,,,,,
439,PT08M10.00S,2025-10-23T01:10:28.0Z,3,REGULAR,foul,personal,[],1630567,,,1610612737,73,80,2025-10-23T01:10:33Z,4360000,False,,,0,,S. Barnes personal FOUL (3 PF),"[1630567, 1630552]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,2882.0,,3.0,0.0,Johnson,1630552.0,,,,,,,,
441,PT08M00.00S,2025-10-23T01:10:55.3Z,3,REGULAR,turnover,lost ball,[],1629638,,,1610612737,73,80,2025-10-23T01:11:00Z,4380000,False,,,0,,N. Alexander-Walker lost ball TURNOVER (1 TO),"[1629638, 1627742]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,,,,,Ingram,1627742.0
442,PT08M00.00S,2025-10-23T01:10:55.3Z,3,REGULAR,steal,,[],1627742,,,1610612761,73,80,2025-10-23T01:10:57Z,4390000,False,,,0,,B. Ingram STEAL (2 STL),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
443,PT07M57.00S,2025-10-23T01:10:59.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630193,7.5722733245729295,47.05882352941176,1610612761,73,82,2025-10-23T01:11:14Z,4400000,False,15.0,19.0,1,left,I. Quickley running Layup (4 PTS),[1630193],1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,,,,,,,4.0,,,,,,,
444,PT07M57.00S,2025-10-23T01:11:08.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629638,,,1610612761,73,82,2025-10-23T01:11:28Z,4410000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Quickley 1 FT),"[1629638, 1630193]",1610612737.0,ATL,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,1.0,0.0,Quickley,1630193.0,,,,,,,,
446,PT07M57.00S,2025-10-23T01:11:33.1Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630193,,,1610612761,73,83,2025-10-23T01:11:33Z,4430000,False,,,0,,I. Quickley Free Throw 1 of 1 (5 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
447,PT07M52.00S,2025-10-23T01:11:40.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,91.80354796320631,51.71568627450981,1610612737,73,83,2025-10-23T01:12:08Z,4440000,False,9.0,25.0,1,right,MISS Z. Risacher driving reverse Layup,[1642258],1610612737.0,ATL,driving reverse,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
448,PT07M49.00S,2025-10-23T01:11:43.5Z,3,REGULAR,rebound,offensive,[],1629638,,,1610612737,73,83,2025-10-23T01:12:08Z,4450000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:2),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,447.0,3.0,2.0,1.0,,,,,,,,,,,,,,
449,PT07M48.00S,2025-10-23T01:11:44.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,89.17542706964521,50.98039215686274,1610612737,75,83,2025-10-23T01:11:50Z,4460000,False,5.0,49.0,1,right,J. Johnson Layup (17 PTS) (N. Alexander-Walker 2 AST),"[1630552, 1629638]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.95,Made,,,,,,,,,,,17.0,N. Alexander-Walker,1629638.0,2.0,,,,
451,PT07M38.00S,2025-10-23T01:11:57.0Z,3,REGULAR,turnover,traveling,[],1630567,,,1610612761,75,83,2025-10-23T01:12:03Z,4480000,False,,,0,,S. Barnes traveling TURNOVER (1 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,201638.0,1.0,,,,,,,,,,,,
452,PT07M38.00S,2025-10-23T01:12:05.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,75,83,2025-10-23T01:12:05Z,4490000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT07M38.00S,2025-10-23T01:13:41.7Z,3,REGULAR,substitution,out,[],204001,,,1610612737,75,83,2025-10-23T01:15:07Z,4500000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT07M38.00S,2025-10-23T01:13:41.7Z,3,REGULAR,substitution,out,[],1642258,,,1610612737,75,83,2025-10-23T01:15:07Z,4510000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT07M38.00S,2025-10-23T01:13:41.7Z,3,REGULAR,substitution,out,[],1630567,,,1610612737,75,83,2025-10-23T01:15:07Z,4520000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT07M38.00S,2025-10-23T01:13:41.7Z,3,REGULAR,substitution,in,[],1628379,,,1610612737,75,83,2025-10-23T01:15:07Z,4530000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT07M38.00S,2025-10-23T01:13:41.7Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,75,83,2025-10-23T01:15:07Z,4540000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT07M38.00S,2025-10-23T01:13:41.7Z,3,REGULAR,substitution,in,[],1630534,,,1610612737,75,83,2025-10-23T01:15:07Z,4550000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT07M29.00S,2025-10-23T01:15:24.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630552,93.77463863337714,49.01960784313725,1610612737,77,83,2025-10-23T01:15:29Z,4560000,False,-5.0,6.0,1,right,J. Johnson cutting DUNK (19 PTS) (L. Kennard 3 AST),"[1630552, 1628379]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,,,19.0,L. Kennard,1628379.0,3.0,,,,
461,PT07M11.00S,2025-10-23T01:15:42.0Z,3,REGULAR,3pt,Jump Shot,[],1630193,29.6484888304862,75.24509803921569,1610612761,77,83,2025-10-23T01:15:49Z,4580000,False,-126.0,226.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
462,PT07M09.00S,2025-10-23T01:15:44.0Z,3,REGULAR,rebound,offensive,[],1627742,,,1610612761,77,83,2025-10-23T01:15:49Z,4590000,False,,,0,,B. Ingram REBOUND (Off:2 Def:5),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,461.0,7.0,5.0,2.0,,,,,,,,,,,,,,
463,PT07M05.00S,2025-10-23T01:15:48.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,12.565703022339028,30.637254901960787,1610612761,77,85,2025-10-23T01:15:52Z,4600000,False,97.0,66.0,1,left,B. Ingram 11' turnaround fadeaway Jump Shot (16 PTS),[1627742],1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,11.69,Made,,,,,,,,,,,16.0,,,,,,,
464,PT06M52.00S,2025-10-23T01:16:01.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,92.59198423127464,59.55882352941176,1610612737,77,85,2025-10-23T01:16:05Z,4610000,False,48.0,17.0,1,right,MISS N. Alexander-Walker driving floating Shot,[1629638],1610612737.0,ATL,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
465,PT06M49.00S,2025-10-23T01:16:04.4Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612761,77,85,2025-10-23T01:16:05Z,4620000,False,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,464.0,4.0,4.0,0.0,,,,,,,,,,,,,,
466,PT06M46.00S,2025-10-23T01:16:07.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,7.046649145860711,50.0,1610612761,77,87,2025-10-23T01:16:12Z,4630000,False,0.0,14.0,1,left,R. Barrett running Layup (21 PTS),[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,,,21.0,,,,,,,
467,PT06M31.00S,2025-10-23T01:16:22.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.38042049934296,48.77450980392157,1610612737,79,87,2025-10-23T01:16:27Z,4640000,False,-6.0,10.0,1,right,T. Young driving finger roll Layup (14 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,,14.0,,,,,,,
468,PT06M18.00S,2025-10-23T01:16:38.3Z,3,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612761,79,87,2025-10-23T01:16:45Z,4650000,False,,,0,,R. Barrett step out-of-bounds TURNOVER (2 TO),[1629628],1610612761.0,TOR,step,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,,1627541.0,2.0,,,,,,,,,,,,
469,PT06M18.00S,2025-10-23T01:16:47.3Z,3,REGULAR,substitution,out,[],1629628,,,1610612737,79,87,2025-10-23T01:17:32Z,4660000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT06M18.00S,2025-10-23T01:16:47.3Z,3,REGULAR,substitution,in,[],1641711,,,1610612737,79,87,2025-10-23T01:17:32Z,4670000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT06M09.00S,2025-10-23T01:17:43.9Z,3,REGULAR,foul,personal,[],1630534,,,1610612737,79,87,2025-10-23T01:17:50Z,4680000,False,,,0,,O. Agbaji personal FOUL (1 PF),"[1630534, 1629027]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Center,,,,,,,2882.0,,1.0,0.0,Young,1629027.0,,,,,,,,
473,PT06M09.00S,2025-10-23T01:17:50.3Z,3,REGULAR,substitution,out,[],1630193,,,1610612737,79,87,2025-10-23T01:17:55Z,4700000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT06M09.00S,2025-10-23T01:17:50.3Z,3,REGULAR,substitution,out,[],1627751,,,1610612737,79,87,2025-10-23T01:17:55Z,4710000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT06M09.00S,2025-10-23T01:17:50.3Z,3,REGULAR,substitution,in,[],1630572,,,1610612737,79,87,2025-10-23T01:17:55Z,4720000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
