actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
181,PT10M54.00S,2025-12-06T01:12:49.1Z,2,REGULAR,freethrow,1 of 3,[],203501,,,1610612743,44,24,2025-12-06T01:12:49Z,1770000,False,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 3,[203501],1610612743.0,DEN,,,,,,,,,,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
182,PT10M54.00S,2025-12-06T01:12:49.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,44,24,2025-12-06T01:12:49Z,1780000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,
183,PT10M54.00S,2025-12-06T01:13:02.0Z,2,REGULAR,freethrow,2 of 3,[],203501,,,1610612743,44,25,2025-12-06T01:13:02Z,1790000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 3 (7 PTS),[203501],1610612743.0,DEN,,,,,,,,,,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,7.0,,,,,,,,,,,,,,
184,PT10M54.00S,2025-12-06T01:13:14.3Z,2,REGULAR,freethrow,3 of 3,[],203501,,,1610612743,44,26,2025-12-06T01:13:14Z,1800000,False,,,0,,T. Hardaway Jr. Free Throw 3 of 3 (8 PTS),[203501],1610612743.0,DEN,,,,,,,,,,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,8.0,,,,,,,,,,,,,,
185,PT10M45.00S,2025-12-06T01:13:24.2Z,2,REGULAR,3pt,Jump Shot,[],1630811,31.488173455978973,55.63725490196079,1610612737,44,26,2025-12-06T01:13:35Z,1810000,False,-28.0,243.0,1,left,MISS K. Wallace 24' 3PT,[1630811],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,24.51,Missed,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,
186,PT10M41.00S,2025-12-06T01:13:28.2Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,44,26,2025-12-06T01:13:48Z,1820000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,Nnaji,Z. Nnaji,185.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
187,PT10M28.00S,2025-12-06T01:13:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,92.32917214191852,47.549019607843135,1610612743,44,28,2025-12-06T01:13:46Z,1830000,False,-12.0,20.0,1,right,Z. Nnaji Layup (2 PTS) (J. Valančiūnas 1 AST),"[1630192, 202685]",1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,2.31,Made,Nnaji,Z. Nnaji,,,,,2.0,J. Valančiūnas,202685.0,1.0,,,,,,,,,,,
189,PT10M17.00S,2025-12-06T01:13:52.5Z,2,REGULAR,3pt,Jump Shot,[],1630249,10.5946123521682,96.81372549019608,1610612737,44,28,2025-12-06T01:19:14Z,1850000,False,-234.0,47.0,1,left,MISS V. Krejčí pullup 3PT,[1630249],1610612737.0,ATL,pullup,,,,,,Left Corner 3,24+ Left,23.88,Missed,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
190,PT10M14.00S,2025-12-06T01:13:55.5Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,44,28,2025-12-06T01:14:01Z,1860000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,,Valančiūnas,J. Valančiūnas,189.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
191,PT10M02.00S,2025-12-06T01:14:07.6Z,2,REGULAR,3pt,Jump Shot,[],203501,76.5604467805519,89.2156862745098,1610612743,44,28,2025-12-06T01:19:10Z,1870000,False,196.0,168.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,25.81,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
192,PT09M59.00S,2025-12-06T01:14:10.6Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,44,28,2025-12-06T01:14:12Z,1880000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:4),[1630168],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,Okongwu,O. Okongwu,191.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
193,PT09M53.00S,2025-12-06T01:14:16.4Z,2,REGULAR,3pt,Jump Shot,[],1630249,11.12023653088042,3.6764705882352944,1610612737,47,28,2025-12-06T01:14:22Z,1890000,False,232.0,52.0,1,left,V. Krejčí 3PT  (9 PTS) (K. Wallace 4 AST),"[1630249, 1630811]",1610612737.0,ATL,,,,,,,Right Corner 3,24+ Right,23.74,Made,Krejčí,V. Krejčí,,,,,9.0,K. Wallace,1630811.0,4.0,,,,,,,,,,,
195,PT09M34.00S,2025-12-06T01:14:34.9Z,2,REGULAR,turnover,out-of-bounds,[],203501,,,1610612743,47,28,2025-12-06T01:14:42Z,1910000,False,,,0,,T. Hardaway Jr. bad pass out-of-bounds TURNOVER (1 TO),[203501],1610612743.0,DEN,bad pass,,,,,,Above the Break 3,24+ Left Center,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,1626301.0,1.0,,,,,,,,,
196,PT09M15.00S,2025-12-06T01:15:04.6Z,2,REGULAR,turnover,bad pass,[],1628379,,,1610612737,47,28,2025-12-06T01:15:09Z,1920000,False,,,0,,L. Kennard bad pass TURNOVER (1 TO),"[1628379, 1628971]",1610612737.0,ATL,,,,,,,Mid-Range,16-24 Left Center,,,Kennard,L. Kennard,,,,,,,,,,1.0,Brown,1628971.0,,,,,,,
197,PT09M15.00S,2025-12-06T01:15:04.6Z,2,REGULAR,steal,,[],1628971,,,1610612743,47,28,2025-12-06T01:15:06Z,1930000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left Center,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
198,PT09M10.00S,2025-12-06T01:15:09.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,91.14651773981603,54.90196078431373,1610612743,47,30,2025-12-06T01:15:17Z,1940000,False,25.0,31.0,1,right,B. Brown running Layup (5 PTS),[1628971],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,3.93,Made,Brown,B. Brown,,,,,5.0,,,,,,,,,,,,,,
199,PT09M09.00S,2025-12-06T01:15:14.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,47,30,2025-12-06T01:15:14Z,1950000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M09.00S,2025-12-06T01:17:24.3Z,2,REGULAR,substitution,out,[],1630811,,,1610612737,47,30,2025-12-06T01:17:53Z,1960000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,,,,,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,
201,PT09M09.00S,2025-12-06T01:17:24.3Z,2,REGULAR,substitution,out,[],1631243,,,1610612737,47,30,2025-12-06T01:17:53Z,1970000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,,,,,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,
202,PT09M09.00S,2025-12-06T01:17:24.3Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,47,30,2025-12-06T01:17:53Z,1980000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,,,,,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
203,PT09M09.00S,2025-12-06T01:17:24.3Z,2,REGULAR,substitution,in,[],1629638,,,1610612737,47,30,2025-12-06T01:17:53Z,1990000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
204,PT09M01.00S,2025-12-06T01:18:17.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,5.206964520367937,51.225490196078425,1610612737,49,30,2025-12-06T01:18:23Z,2000000,False,-6.0,-4.0,1,left,O. Okongwu Layup (11 PTS) (J. Johnson 7 AST),"[1630168, 1630552]",1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,0.71,Made,Okongwu,O. Okongwu,,,,,11.0,J. Johnson,1630552.0,7.0,,,,,,,,,,,
206,PT08M39.00S,2025-12-06T01:18:39.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,92.9862023653088,48.28431372549019,1610612743,49,32,2025-12-06T01:20:40Z,2020000,False,-9.0,13.0,1,right,J. Valančiūnas driving reverse Layup (2 PTS),[202685],1610612743.0,DEN,driving reverse,,,,,,Restricted Area,0-8 Center,1.59,Made,Valančiūnas,J. Valančiūnas,,,,,2.0,,,,,,,,,,,,,,
207,PT08M32.00S,2025-12-06T01:18:46.3Z,2,REGULAR,3pt,Jump Shot,[],1630168,33.295006570302235,50.0,1610612737,49,32,2025-12-06T01:21:59Z,2030000,False,0.0,260.0,1,left,MISS O. Okongwu 26' 3PT,[1630168],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,26.05,Missed,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
208,PT08M32.00S,2025-12-06T01:18:46.3Z,2,REGULAR,rebound,defensive,[],203501,,,1610612743,49,32,2025-12-06T01:32:33Z,2040000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,Hardaway Jr.,T. Hardaway Jr.,207.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
209,PT08M20.00S,2025-12-06T01:18:58.0Z,2,REGULAR,2pt,Jump Shot,[],203501,75.64060446780552,62.5,1610612743,49,32,2025-12-06T01:19:03Z,2050000,False,62.0,176.0,1,right,MISS T. Hardaway Jr. 18' pullup Shot,[203501],1610612743.0,DEN,pullup,,,,,,Mid-Range,16-24 Right Center,18.72,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
210,PT08M16.00S,2025-12-06T01:19:02.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,49,32,2025-12-06T01:19:03Z,2060000,False,,,0,,J. Johnson REBOUND (Off:0 Def:5),[1630552],1610612737.0,ATL,,,,,,,Mid-Range,16-24 Right Center,,,Johnson,J. Johnson,209.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
211,PT08M09.00S,2025-12-06T01:19:08.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,16.245072273324574,56.372549019607845,1610612737,49,32,2025-12-06T01:19:13Z,2070000,False,-32.0,100.0,1,left,MISS J. Johnson 10' step back Shot,[1630552],1610612737.0,ATL,step back,,,,,,In The Paint (Non-RA),8-16 Center,10.52,Missed,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
212,PT08M07.00S,2025-12-06T01:19:10.9Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,49,32,2025-12-06T01:19:13Z,2080000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Brown,B. Brown,211.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
213,PT07M56.00S,2025-12-06T01:19:22.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,93.24901445466492,49.754901960784316,1610612743,49,34,2025-12-06T01:19:30Z,2090000,False,-1.0,11.0,1,right,B. Brown driving reverse Layup (7 PTS),[1628971],1610612743.0,DEN,driving reverse,,,,,,Restricted Area,0-8 Center,1.11,Made,Brown,B. Brown,,,,,7.0,,,,,,,,,,,,,,
214,PT07M35.00S,2025-12-06T01:19:42.6Z,2,REGULAR,2pt,Jump Shot,[],1630552,20.71287779237845,54.41176470588235,1610612737,51,34,2025-12-06T01:19:49Z,2100000,False,-22.0,142.0,1,left,J. Johnson 14' driving floating Jump Shot (7 PTS),[1630552],1610612737.0,ATL,driving floating,,,,,,Mid-Range,8-16 Center,14.39,Made,Johnson,J. Johnson,,,,,7.0,,,,,,,,,,,,,,
215,PT07M15.00S,2025-12-06T01:20:03.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,92.72339027595268,50.73529411764706,1610612743,51,36,2025-12-06T01:20:07Z,2110000,False,4.0,16.0,1,right,J. Valančiūnas driving Layup (4 PTS),[202685],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,1.63,Made,Valančiūnas,J. Valančiūnas,,,,,4.0,,,,,,,,,,,,,,
217,PT07M09.00S,2025-12-06T01:20:08.4Z,2,REGULAR,3pt,Jump Shot,[],1630249,27.94021024967148,74.75490196078431,1610612737,54,36,2025-12-06T01:20:18Z,2130000,False,-124.0,210.0,1,left,V. Krejčí 24' 3PT  (12 PTS) (J. Johnson 8 AST),"[1630249, 1630552]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,24.39,Made,Krejčí,V. Krejčí,,,,,12.0,J. Johnson,1630552.0,8.0,,,,,,,,,,,
219,PT06M47.00S,2025-12-06T01:20:30.8Z,2,REGULAR,turnover,bad pass,[],202685,,,1610612743,54,36,2025-12-06T01:20:37Z,2150000,False,,,0,,J. Valančiūnas bad pass TURNOVER (1 TO),"[202685, 1628379]",1610612743.0,DEN,,,,,,,Mid-Range,8-16 Center,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,1.0,Kennard,1628379.0,,,,,,,
220,PT06M47.00S,2025-12-06T01:20:30.8Z,2,REGULAR,steal,,[],1628379,,,1610612737,54,36,2025-12-06T01:20:33Z,2160000,False,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612737.0,ATL,,,,,,,Mid-Range,8-16 Center,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
221,PT06M43.00S,2025-12-06T01:20:35.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628379,4.944152431011826,50.73529411764706,1610612737,54,36,2025-12-06T01:20:42Z,2170000,False,-4.0,-6.0,1,left,MISS L. Kennard running Layup - blocked,"[1628379, 1629661]",1610612737.0,ATL,running,,,,,,Restricted Area,0-8 Center,0.7,Missed,Kennard,L. Kennard,,,,,,,,,,,,,,,,,Johnson,1629661.0,
222,PT06M43.00S,2025-12-06T01:20:35.1Z,2,REGULAR,block,,[],1629661,,,1610612737,54,36,2025-12-06T01:20:38Z,2180000,False,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
223,PT06M39.00S,2025-12-06T01:20:39.1Z,2,REGULAR,rebound,defensive,[],203501,,,1610612743,54,36,2025-12-06T01:20:42Z,2190000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Hardaway Jr.,T. Hardaway Jr.,221.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
224,PT06M36.00S,2025-12-06T01:20:41.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203501,92.85479632063075,48.529411764705884,1610612743,54,36,2025-12-06T01:29:37Z,2200000,False,-7.0,15.0,1,right,MISS T. Hardaway Jr. running Layup,[203501],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,1.65,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
225,PT06M32.00S,2025-12-06T01:20:45.6Z,2,REGULAR,rebound,offensive,[],202685,,,1610612743,54,36,2025-12-06T01:21:04Z,2210000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:1),[202685],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Valančiūnas,J. Valančiūnas,224.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
226,PT06M32.00S,2025-12-06T01:20:45.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612743,54,38,2025-12-06T01:20:48Z,2220000,False,0.0,0.0,1,right,J. Valančiūnas tip Layup (6 PTS),[202685],1610612743.0,DEN,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Valančiūnas,J. Valančiūnas,,,,,6.0,,,,,,,,,,,,,,
227,PT06M27.00S,2025-12-06T01:20:51.1Z,2,REGULAR,3pt,Jump Shot,[],1629638,6.652431011826544,5.392156862745098,1610612737,57,38,2025-12-06T01:29:55Z,2230000,False,223.0,10.0,1,left,N. Alexander-Walker 3PT  (8 PTS) (J. Johnson 9 AST),"[1629638, 1630552]",1610612737.0,ATL,,,,,,,Right Corner 3,24+ Right,22.32,Made,Alexander-Walker,N. Alexander-Walker,,,,,8.0,J. Johnson,1630552.0,9.0,,,,,,,,,,,
229,PT06M25.00S,2025-12-06T01:20:57.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,57,38,2025-12-06T01:20:57Z,2250000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M25.00S,2025-12-06T01:23:19.1Z,2,REGULAR,substitution,out,[],1628379,,,1610612743,57,38,2025-12-06T01:23:41Z,2260000,False,,,0,,SUB out: L. Kennard,[1628379],1610612737.0,ATL,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
231,PT06M25.00S,2025-12-06T01:23:19.1Z,2,REGULAR,substitution,out,[],203501,,,1610612743,57,38,2025-12-06T01:23:41Z,2270000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
232,PT06M25.00S,2025-12-06T01:23:19.1Z,2,REGULAR,substitution,out,[],202685,,,1610612743,57,38,2025-12-06T01:23:41Z,2280000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,
233,PT06M25.00S,2025-12-06T01:23:19.1Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,57,38,2025-12-06T01:23:41Z,2290000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,
234,PT06M25.00S,2025-12-06T01:23:19.1Z,2,REGULAR,substitution,in,[],1630700,,,1610612743,57,38,2025-12-06T01:23:41Z,2300000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
235,PT06M25.00S,2025-12-06T01:23:19.1Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,57,38,2025-12-06T01:23:41Z,2310000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
236,PT06M25.00S,2025-12-06T01:23:19.1Z,2,REGULAR,substitution,in,[],203999,,,1610612743,57,38,2025-12-06T01:23:41Z,2320000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
237,PT06M25.00S,2025-12-06T01:23:19.1Z,2,REGULAR,substitution,in,[],1631212,,,1610612743,57,38,2025-12-06T01:23:41Z,2330000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
238,PT06M11.00S,2025-12-06T01:24:11.4Z,2,REGULAR,foul,personal,[],1630700,,,1610612743,57,38,2025-12-06T01:24:17Z,2340000,False,,,0,,D. Daniels personal FOUL (2 PF),"[1630700, 1627750]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,Daniels,D. Daniels,,,,,,,,,1162.0,,,,2.0,0.0,Murray,1627750.0,,,
240,PT06M01.00S,2025-12-06T01:24:35.8Z,2,REGULAR,turnover,bad pass,[],1629661,,,1610612743,57,38,2025-12-06T01:24:42Z,2360000,False,,,0,,C. Johnson bad pass TURNOVER (1 TO),"[1629661, 1630552]",1610612743.0,DEN,,,,,,,Mid-Range,8-16 Left,,,Johnson,C. Johnson,,,,,,,,,,1.0,Johnson,1630552.0,,,,,,,
241,PT06M01.00S,2025-12-06T01:24:35.8Z,2,REGULAR,steal,,[],1630552,,,1610612737,57,38,2025-12-06T01:24:38Z,2370000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,,,,Mid-Range,8-16 Left,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
242,PT05M56.00S,2025-12-06T01:24:40.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629638,5.601182654402102,48.77450980392157,1610612737,59,38,2025-12-06T01:25:17Z,2380000,False,6.0,0.0,1,left,N. Alexander-Walker running finger roll Layup (10 PTS) (J. Johnson 10 AST),"[1629638, 1630552]",1610612737.0,ATL,running finger roll,,,,,,Restricted Area,0-8 Center,0.61,Made,Alexander-Walker,N. Alexander-Walker,,,,,10.0,J. Johnson,1630552.0,10.0,,,,,,,,,,,
245,PT05M41.00S,2025-12-06T01:25:12.7Z,2,REGULAR,substitution,out,[],1629661,,,1610612743,59,38,2025-12-06T01:25:17Z,2410000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
246,PT05M41.00S,2025-12-06T01:25:12.7Z,2,REGULAR,substitution,in,[],1642461,,,1610612743,59,38,2025-12-06T01:25:17Z,2420000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,
247,PT05M33.00S,2025-12-06T01:25:30.0Z,2,REGULAR,3pt,Jump Shot,[],203999,66.44218134034165,47.05882352941176,1610612743,59,38,2025-12-06T01:25:35Z,2430000,False,-15.0,263.0,1,right,MISS N. Jokić 26' 3PT,[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,26.33,Missed,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
248,PT05M29.00S,2025-12-06T01:25:34.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,59,38,2025-12-06T01:25:35Z,2440000,False,,,0,,J. Johnson REBOUND (Off:0 Def:6),[1630552],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,,,Johnson,J. Johnson,247.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
249,PT05M16.00S,2025-12-06T01:25:46.9Z,2,REGULAR,turnover,bad pass,[],1630700,,,1610612737,59,38,2025-12-06T01:25:52Z,2450000,False,,,0,,D. Daniels bad pass TURNOVER (3 TO),"[1630700, 1628971]",1610612737.0,ATL,,,,,,,Mid-Range,8-16 Right,,,Daniels,D. Daniels,,,,,,,,,,3.0,Brown,1628971.0,,,,,,,
250,PT05M16.00S,2025-12-06T01:25:46.9Z,2,REGULAR,steal,,[],1628971,,,1610612743,59,38,2025-12-06T01:25:48Z,2460000,False,,,0,,B. Brown STEAL (2 STL),[1628971],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Right,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
251,PT05M12.00S,2025-12-06T01:25:52.5Z,2,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612743,59,38,2025-12-06T01:25:59Z,2470000,False,,,0,,B. Brown bad pass out-of-bounds TURNOVER (1 TO),[1628971],1610612743.0,DEN,bad pass,,,,,,Mid-Range,8-16 Right,,,Brown,B. Brown,,,,,,,,,1629183.0,1.0,,,,,,,,,
252,PT04M57.00S,2025-12-06T01:26:11.0Z,2,REGULAR,turnover,bad pass,[],1630168,,,1610612737,59,38,2025-12-06T01:26:16Z,2480000,False,,,0,,O. Okongwu bad pass TURNOVER (1 TO),"[1630168, 1631212]",1610612737.0,ATL,,,,,,,In The Paint (Non-RA),8-16 Center,,,Okongwu,O. Okongwu,,,,,,,,,,1.0,Watson,1631212.0,,,,,,,
253,PT04M57.00S,2025-12-06T01:26:11.0Z,2,REGULAR,steal,,[],1631212,,,1610612743,59,38,2025-12-06T01:26:13Z,2490000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
254,PT04M48.00S,2025-12-06T01:26:20.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631212,93.11760840998686,48.77450980392157,1610612743,59,40,2025-12-06T01:26:26Z,2500000,False,-6.0,12.0,1,right,P. Watson reverse Layup (4 PTS) (N. Jokić 4 AST),"[1631212, 203999]",1610612743.0,DEN,reverse,,,,,,Restricted Area,0-8 Center,1.36,Made,Watson,P. Watson,,,,,4.0,N. Jokić,203999.0,4.0,,,,,,,,,,,
256,PT04M36.00S,2025-12-06T01:26:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,7.046649145860711,49.754901960784316,1610612737,59,40,2025-12-06T01:26:37Z,2520000,False,1.0,14.0,1,left,MISS N. Alexander-Walker driving Layup,[1629638],1610612737.0,ATL,driving,,,,,,Restricted Area,0-8 Center,1.38,Missed,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
257,PT04M32.00S,2025-12-06T01:26:35.0Z,2,REGULAR,rebound,offensive,[],1629638,,,1610612737,59,40,2025-12-06T01:26:37Z,2530000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:2),[1629638],1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,,,Alexander-Walker,N. Alexander-Walker,256.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
258,PT04M32.00S,2025-12-06T01:26:36.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,5.590000152587891,50.0,1610612737,61,40,2025-12-06T01:26:36Z,2540000,False,0.0,0.0,1,left,N. Alexander-Walker putback Layup (12 PTS),[1629638],1610612737.0,ATL,putback,,,,,,Mid-Range,8-16 Left,0.0,Made,Alexander-Walker,N. Alexander-Walker,,,,,12.0,,,,,,,,,,,,,,
259,PT04M14.00S,2025-12-06T01:26:53.5Z,2,REGULAR,3pt,Jump Shot,[],1631212,91.01511169513797,4.411764705882353,1610612743,61,40,2025-12-06T01:26:58Z,2550000,False,-228.0,32.0,1,right,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,23.01,Missed,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
