actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
600,PT05M21.00S,2025-12-06T02:41:28.2Z,4,REGULAR,foul,personal,[],1630700,,,1610612743,112,120,2025-12-06T02:41:37Z,5930000,False,,,0,,D. Daniels personal FOUL (3 PF),"[1630700, 203999]",1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Daniels,D. Daniels,,,,,,,,,1162.0,,,,3.0,0.0,Jokić,203999.0,,,
602,PT05M16.00S,2025-12-06T02:41:51.7Z,4,REGULAR,3pt,Jump Shot,[],1627750,30.831143232588698,39.950980392156865,1610612743,112,123,2025-12-06T02:41:57Z,5950000,False,50.0,237.0,1,left,J. Murray 24' 3PT  (23 PTS) (N. Jokić 8 AST),"[1627750, 203999]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,24.26,Made,Murray,J. Murray,,,,,23.0,N. Jokić,203999.0,8.0,,,,,,,,,,,
604,PT04M57.00S,2025-12-06T02:42:09.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,81.553876478318,48.28431372549019,1610612737,112,123,2025-12-06T02:42:26Z,5970000,False,-9.0,121.0,1,right,MISS K. Porziņģis 12' pullup Shot,[204001],1610612737.0,ATL,pullup,,,,,,In The Paint (Non-RA),8-16 Center,12.12,Missed,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
605,PT04M54.00S,2025-12-06T02:42:12.0Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,112,123,2025-12-06T02:42:14Z,5980000,False,,,0,,N. Jokić REBOUND (Off:3 Def:5),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Jokić,N. Jokić,604.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
606,PT04M43.00S,2025-12-06T02:42:23.3Z,4,REGULAR,3pt,Jump Shot,[],1631212,2.7102496714848883,96.56862745098039,1610612743,112,123,2025-12-06T02:42:31Z,5990000,False,-233.0,-27.0,1,left,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,23.44,Missed,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
607,PT04M40.00S,2025-12-06T02:42:26.3Z,4,REGULAR,rebound,offensive,[],1629661,,,1610612743,112,123,2025-12-06T02:42:31Z,6000000,False,,,0,,C. Johnson REBOUND (Off:1 Def:3),[1629661],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,,Johnson,C. Johnson,606.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
608,PT04M40.00S,2025-12-06T02:42:29.5Z,4,REGULAR,foul,personal,[],204001,,,1610612743,112,123,2025-12-06T02:42:35Z,6010000,False,,,0,,K. Porziņģis personal FOUL (4 PF),"[204001, 203999]",1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,,,Porziņģis,K. Porziņģis,,,,,,,,,1626301.0,,,,4.0,0.0,Jokić,203999.0,,,
610,PT04M29.00S,2025-12-06T02:43:03.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203999,31.750985545335087,49.50980392156863,1610612743,112,123,2025-12-06T02:43:09Z,6030000,False,2.0,246.0,1,left,MISS N. Jokić 24' 3PT,[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,24.6,Missed,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
611,PT04M26.00S,2025-12-06T02:43:06.2Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,112,123,2025-12-06T02:43:09Z,6040000,False,,,0,,J. Johnson REBOUND (Off:4 Def:12),[1630552],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,,,Johnson,J. Johnson,610.0,16.0,12.0,4.0,,,,,,,,,,,,,,,
612,PT04M22.00S,2025-12-06T02:43:13.0Z,4,REGULAR,foul,personal,[],203999,,,1610612737,112,123,2025-12-06T02:43:19Z,6050000,False,,,0,,N. Jokić personal FOUL (1 PF),"[203999, 204001]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,Jokić,N. Jokić,,,,,,,,,1162.0,,,,1.0,0.0,Porziņģis,204001.0,,,
614,PT04M08.00S,2025-12-06T02:43:49.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,81.94809461235218,47.549019607843135,1610612737,112,123,2025-12-06T02:44:14Z,6070000,False,-12.0,117.0,1,right,MISS D. Daniels 11' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,11.78,Missed,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
615,PT04M04.00S,2025-12-06T02:43:53.2Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,112,123,2025-12-06T02:43:56Z,6080000,False,,,0,,N. Jokić REBOUND (Off:3 Def:6),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Jokić,N. Jokić,614.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
616,PT03M57.00S,2025-12-06T02:44:00.8Z,4,REGULAR,2pt,Jump Shot,[],1631212,19.793035479632064,33.57843137254902,1610612743,112,123,2025-12-06T02:44:09Z,6090000,False,82.0,134.0,1,left,MISS P. Watson 15' Jump Shot,[1631212],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Right,15.68,Missed,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
617,PT03M53.00S,2025-12-06T02:44:04.8Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,112,123,2025-12-06T02:44:09Z,6100000,False,,,0,,J. Johnson REBOUND (Off:4 Def:13),[1630552],1610612737.0,ATL,,,,,,,Mid-Range,8-16 Right,,,Johnson,J. Johnson,616.0,17.0,13.0,4.0,,,,,,,,,,,,,,,
618,PT03M47.00S,2025-12-06T02:44:12.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631212,,,1610612737,112,123,2025-12-06T02:44:41Z,6110000,False,,,0,,P. Watson shooting personal FOUL (4 PF) (Porziņģis 2 FT),"[1631212, 204001]",1610612743.0,DEN,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Watson,P. Watson,,,,,,,,,1626301.0,,,,4.0,0.0,Porziņģis,204001.0,,,
620,PT03M47.00S,2025-12-06T02:44:43.4Z,4,REGULAR,freethrow,1 of 2,[],204001,,,1610612737,113,123,2025-12-06T02:44:43Z,6130000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (21 PTS),[204001],1610612737.0,ATL,,,,,,,,,,Made,Porziņģis,K. Porziņģis,,,,,21.0,,,,,,,,,,,,,,
621,PT03M47.00S,2025-12-06T02:45:01.7Z,4,REGULAR,freethrow,2 of 2,[],204001,,,1610612737,114,123,2025-12-06T02:45:01Z,6140000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (22 PTS),[204001],1610612737.0,ATL,,,,,,,,,,Made,Porziņģis,K. Porziņģis,,,,,22.0,,,,,,,,,,,,,,
622,PT03M36.00S,2025-12-06T02:45:14.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,7.703679369250986,53.431372549019606,1610612743,114,125,2025-12-06T02:45:23Z,6150000,False,-17.0,20.0,1,left,N. Jokić floating Jump Shot (31 PTS) (J. Murray 12 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,,,,Restricted Area,0-8 Center,2.63,Made,Jokić,N. Jokić,,,,,31.0,J. Murray,1627750.0,12.0,,,,,,,,,,,
624,PT03M28.00S,2025-12-06T02:45:22.6Z,4,REGULAR,3pt,Jump Shot,[],204001,66.3107752956636,44.36274509803921,1610612737,117,125,2025-12-06T02:45:28Z,6170000,False,-28.0,264.0,1,right,K. Porziņģis 26' 3PT  (25 PTS) (J. Johnson 14 AST),"[204001, 1630552]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,26.57,Made,Porziņģis,K. Porziņģis,,,,,25.0,J. Johnson,1630552.0,14.0,,,,,,,,,,,
626,PT03M07.00S,2025-12-06T02:45:55.8Z,4,REGULAR,2pt,Jump Shot,[],203999,13.748357424441524,30.637254901960787,1610612743,117,125,2025-12-06T02:46:05Z,6190000,False,97.0,77.0,1,left,MISS N. Jokić 12' turnaround fadeaway Shot,[203999],1610612743.0,DEN,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,12.35,Missed,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
627,PT03M03.00S,2025-12-06T02:45:59.8Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,117,125,2025-12-06T02:46:05Z,6200000,False,,,0,,J. Johnson REBOUND (Off:4 Def:14),[1630552],1610612737.0,ATL,,,,,,,Mid-Range,8-16 Right,,,Johnson,J. Johnson,626.0,18.0,14.0,4.0,,,,,,,,,,,,,,,
628,PT02M58.00S,2025-12-06T02:46:04.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,86.67871222076215,97.54901960784314,1610612737,120,125,2025-12-06T02:49:10Z,6210000,False,238.0,73.0,1,right,N. Alexander-Walker 24' 3PT running (23 PTS) (J. Johnson 15 AST),"[1629638, 1630552]",1610612737.0,ATL,running,,,,,,Right Corner 3,24+ Right,24.86,Made,Alexander-Walker,N. Alexander-Walker,,,,,23.0,J. Johnson,1630552.0,15.0,,,,,,,,,,,
630,PT02M57.00S,2025-12-06T02:46:15.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,120,125,2025-12-06T02:46:15Z,6230000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT02M57.00S,2025-12-06T02:47:22.1Z,4,REGULAR,substitution,out,[],1631212,,,1610612743,120,125,2025-12-06T02:47:39Z,6240000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
632,PT02M57.00S,2025-12-06T02:47:22.1Z,4,REGULAR,substitution,in,[],203501,,,1610612743,120,125,2025-12-06T02:47:39Z,6250000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
633,PT02M40.00S,2025-12-06T02:48:02.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.338370565045992,44.6078431372549,1610612743,120,127,2025-12-06T02:48:08Z,6260000,False,27.0,-2.0,1,left,N. Jokić driving Layup (33 PTS),[203999],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,2.71,Made,Jokić,N. Jokić,,,,,33.0,,,,,,,,,,,,,,
634,PT02M27.00S,2025-12-06T02:48:16.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,91.67214191852825,47.794117647058826,1610612737,122,127,2025-12-06T02:48:21Z,6270000,False,-11.0,26.0,1,right,J. Johnson driving Layup (17 PTS),[1630552],1610612737.0,ATL,driving,,,,,,Restricted Area,0-8 Center,2.8,Made,Johnson,J. Johnson,,,,,17.0,,,,,,,,,,,,,,
635,PT02M01.00S,2025-12-06T02:48:41.6Z,4,REGULAR,turnover,bad pass,[],1627750,,,1610612743,122,127,2025-12-06T02:48:48Z,6280000,False,,,0,,J. Murray bad pass TURNOVER (4 TO),"[1627750, 1630552]",1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,,Murray,J. Murray,,,,,,,,,,4.0,Johnson,1630552.0,,,,,,,
636,PT02M01.00S,2025-12-06T02:48:41.6Z,4,REGULAR,steal,,[],1630552,,,1610612737,122,127,2025-12-06T02:48:43Z,6290000,False,,,0,,J. Johnson STEAL (2 STL),[1630552],1610612737.0,ATL,,,,,,,Mid-Range,16-24 Center,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
637,PT01M59.00S,2025-12-06T02:48:45.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,93.11760840998686,50.0,1610612737,124,127,2025-12-06T02:48:58Z,6300000,False,0.0,12.0,1,right,J. Johnson running DUNK (19 PTS),[1630552],1610612737.0,ATL,running,,,,,,Restricted Area,0-8 Center,1.22,Made,Johnson,J. Johnson,,,,,19.0,,,,,,,,,,,,,,
638,PT01M46.00S,2025-12-06T02:49:02.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,4.944152431011826,50.73529411764706,1610612743,124,129,2025-12-06T02:49:11Z,6310000,False,-4.0,-6.0,1,left,N. Jokić driving reverse Layup (35 PTS),[203999],1610612743.0,DEN,driving reverse,,,,,,Restricted Area,0-8 Center,0.7,Made,Jokić,N. Jokić,,,,,35.0,,,,,,,,,,,,,,
639,PT01M31.00S,2025-12-06T02:49:20.3Z,4,REGULAR,3pt,Jump Shot,[],1629638,87.07293035479631,95.83333333333334,1610612737,127,129,2025-12-06T02:49:26Z,6320000,False,229.0,69.0,1,right,N. Alexander-Walker 3PT  (26 PTS) (J. Johnson 16 AST),"[1629638, 1630552]",1610612737.0,ATL,,,,,,,Right Corner 3,24+ Right,23.94,Made,Alexander-Walker,N. Alexander-Walker,,,,,26.0,J. Johnson,1630552.0,16.0,,,,,,,,,,,
641,PT01M08.00S,2025-12-06T02:49:48.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203999,8.229303547963205,47.549019607843135,1610612743,127,131,2025-12-06T02:49:56Z,6340000,False,12.0,25.0,1,left,N. Jokić turnaround Hook (37 PTS),[203999],1610612743.0,DEN,turnaround,,,,,,Restricted Area,0-8 Center,2.78,Made,Jokić,N. Jokić,,,,,37.0,,,,,,,,,,,,,,
642,PT00M56.70S,2025-12-06T02:50:00.6Z,4,REGULAR,2pt,Jump Shot,[],1630552,81.42247043363994,27.696078431372552,1610612737,129,131,2025-12-06T02:50:06Z,6350000,False,-112.0,122.0,1,right,J. Johnson 16' step back Jump Shot (21 PTS) (D. Daniels 8 AST),"[1630552, 1630700]",1610612737.0,ATL,step back,,,,,,Mid-Range,16-24 Left Center,16.54,Made,Johnson,J. Johnson,,,,,21.0,D. Daniels,1630700.0,8.0,,,,,,,,,,,
643,PT00M38.00S,2025-12-06T02:50:22.1Z,4,REGULAR,3pt,Jump Shot,[],1629661,4.944152431011826,97.79411764705883,1610612743,129,131,2025-12-06T02:50:28Z,6360000,False,-239.0,-6.0,1,left,MISS C. Johnson 3PT,[1629661],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,23.91,Missed,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
644,PT00M35.00S,2025-12-06T02:50:25.1Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612737,129,131,2025-12-06T02:50:28Z,6370000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:3),[1629638],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,,,Alexander-Walker,N. Alexander-Walker,643.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
645,PT00M22.90S,2025-12-06T02:50:37.2Z,4,REGULAR,turnover,lost ball,[],204001,,,1610612737,129,131,2025-12-06T02:50:45Z,6380000,False,,,0,,K. Porziņģis lost ball TURNOVER (1 TO),"[204001, 1627750]",1610612737.0,ATL,,,,,,,In The Paint (Non-RA),8-16 Right,,,Porziņģis,K. Porziņģis,,,,,,,,,,1.0,Murray,1627750.0,,,,,,,
646,PT00M22.90S,2025-12-06T02:50:37.2Z,4,REGULAR,steal,,[],1627750,,,1610612743,129,131,2025-12-06T02:50:39Z,6390000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Right,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
647,PT00M17.40S,2025-12-06T02:50:46.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630552,,,1610612743,129,131,2025-12-06T02:51:05Z,6400000,False,,,0,,J. Johnson personal FOUL (3 PF) (Jokić 2 FT),"[1630552, 203999]",1610612737.0,ATL,,,,,,,Mid-Range,8-16 Left,,,Johnson,J. Johnson,,,,,,,,,1629183.0,,,,3.0,0.0,Jokić,203999.0,,,
649,PT00M17.40S,2025-12-06T02:51:14.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203999,,,1610612743,129,132,2025-12-06T02:51:14Z,6420000,False,,,0,,N. Jokić Free Throw 1 of 2 (38 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,38.0,,,,,,,,,,,,,,
650,PT00M17.40S,2025-12-06T02:51:17.1Z,4,REGULAR,substitution,out,[],1629661,,,1610612743,129,132,2025-12-06T02:51:23Z,6430000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
651,PT00M17.40S,2025-12-06T02:51:17.1Z,4,REGULAR,substitution,out,[],203501,,,1610612743,129,132,2025-12-06T02:51:23Z,6440000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
652,PT00M17.40S,2025-12-06T02:51:17.1Z,4,REGULAR,substitution,in,[],1642461,,,1610612743,129,132,2025-12-06T02:51:23Z,6450000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,
653,PT00M17.40S,2025-12-06T02:51:17.1Z,4,REGULAR,substitution,in,[],1631212,,,1610612743,129,132,2025-12-06T02:51:23Z,6460000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
654,PT00M17.40S,2025-12-06T02:51:42.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203999,,,1610612743,129,133,2025-12-06T02:51:42Z,6470000,False,,,0,,N. Jokić Free Throw 2 of 2 (39 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,39.0,,,,,,,,,,,,,,
655,PT00M17.40S,2025-12-06T02:51:45.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,129,133,2025-12-06T02:51:45Z,6480000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M17.40S,2025-12-06T02:52:44.7Z,4,REGULAR,substitution,out,[],1630700,,,1610612737,129,133,2025-12-06T02:53:02Z,6490000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
658,PT00M17.40S,2025-12-06T02:52:44.7Z,4,REGULAR,substitution,in,[],1628379,,,1610612737,129,133,2025-12-06T02:53:02Z,6500000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
659,PT00M16.20S,2025-12-06T02:53:31.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642461,,,1610612737,129,133,2025-12-06T02:54:03Z,6510000,False,,,0,,S. Jones shooting personal FOUL (3 PF) (Alexander-Walker 2 FT),"[1642461, 1629638]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,,Jones,S. Jones,,,,,,,,,1629183.0,,,,3.0,0.0,Alexander-Walker,1629638.0,,,
661,PT00M16.20S,2025-12-06T02:54:12.3Z,4,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,130,133,2025-12-06T02:54:12Z,6530000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (27 PTS),[1629638],1610612737.0,ATL,,,,,,,,,,Made,Alexander-Walker,N. Alexander-Walker,,,,,27.0,,,,,,,,,,,,,,
662,PT00M16.20S,2025-12-06T02:54:13.3Z,4,REGULAR,substitution,out,[],204001,,,1610612737,130,133,2025-12-06T02:54:25Z,6540000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
663,PT00M16.20S,2025-12-06T02:54:13.3Z,4,REGULAR,substitution,out,[],1628379,,,1610612737,130,133,2025-12-06T02:54:25Z,6550000,False,,,0,,SUB out: L. Kennard,[1628379],1610612737.0,ATL,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
664,PT00M16.20S,2025-12-06T02:54:13.3Z,4,REGULAR,substitution,out,[],1631212,,,1610612737,130,133,2025-12-06T02:54:25Z,6560000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
665,PT00M16.20S,2025-12-06T02:54:13.3Z,4,REGULAR,substitution,out,[],1642461,,,1610612737,130,133,2025-12-06T02:54:25Z,6570000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,
666,PT00M16.20S,2025-12-06T02:54:13.3Z,4,REGULAR,substitution,in,[],1630700,,,1610612737,130,133,2025-12-06T02:54:25Z,6580000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
667,PT00M16.20S,2025-12-06T02:54:13.3Z,4,REGULAR,substitution,in,[],1631243,,,1610612737,130,133,2025-12-06T02:54:25Z,6590000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,,,,,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,
668,PT00M16.20S,2025-12-06T02:54:13.3Z,4,REGULAR,substitution,in,[],1629661,,,1610612737,130,133,2025-12-06T02:54:25Z,6600000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
669,PT00M16.20S,2025-12-06T02:54:13.3Z,4,REGULAR,substitution,in,[],203501,,,1610612737,130,133,2025-12-06T02:54:25Z,6610000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
670,PT00M16.20S,2025-12-06T02:54:39.5Z,4,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,131,133,2025-12-06T02:54:39Z,6620000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (28 PTS),[1629638],1610612737.0,ATL,,,,,,,,,,Made,Alexander-Walker,N. Alexander-Walker,,,,,28.0,,,,,,,,,,,,,,
671,PT00M16.20S,2025-12-06T02:54:44.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,131,133,2025-12-06T02:54:44Z,6630000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M15.60S,2025-12-06T02:56:19.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612743,131,133,2025-12-06T02:56:44Z,6640000,False,,,0,,D. Daniels take personal FOUL (4 PF) (Jokić 2 FT),"[1630700, 203999]",1610612737.0,ATL,take,,,,,,Left Corner 3,24+ Left,,,Daniels,D. Daniels,,,,,,,,,1629183.0,,,,4.0,0.0,Jokić,203999.0,,,
674,PT00M15.60S,2025-12-06T02:56:50.4Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,131,133,2025-12-06T02:56:50Z,6660000,False,,,0,,MISS N. Jokić Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,,,,,,,Missed,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
675,PT00M15.60S,2025-12-06T02:56:50.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,131,133,2025-12-06T02:56:50Z,6670000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,674.0,,,,,,,,,,,,,,,,,,
676,PT00M15.60S,2025-12-06T02:56:52.3Z,4,REGULAR,substitution,out,[],1630249,,,1610612743,131,133,2025-12-06T02:57:11Z,6680000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,,,,,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
677,PT00M15.60S,2025-12-06T02:56:52.3Z,4,REGULAR,substitution,out,[],1629661,,,1610612743,131,133,2025-12-06T02:57:11Z,6690000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
678,PT00M15.60S,2025-12-06T02:56:52.3Z,4,REGULAR,substitution,out,[],203501,,,1610612743,131,133,2025-12-06T02:57:11Z,6700000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
679,PT00M15.60S,2025-12-06T02:56:52.3Z,4,REGULAR,substitution,in,[],204001,,,1610612743,131,133,2025-12-06T02:57:11Z,6710000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
680,PT00M15.60S,2025-12-06T02:56:52.3Z,4,REGULAR,substitution,in,[],1631212,,,1610612743,131,133,2025-12-06T02:57:11Z,6720000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
681,PT00M15.60S,2025-12-06T02:56:52.3Z,4,REGULAR,substitution,in,[],1642461,,,1610612743,131,133,2025-12-06T02:57:11Z,6730000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,
682,PT00M15.60S,2025-12-06T02:57:17.3Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,131,134,2025-12-06T02:57:17Z,6740000,False,,,0,,N. Jokić Free Throw 2 of 2 (40 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,40.0,,,,,,,,,,,,,,
683,PT00M15.60S,2025-12-06T02:57:21.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,131,134,2025-12-06T02:57:21Z,6750000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M15.60S,2025-12-06T02:58:32.3Z,4,REGULAR,substitution,out,[],1630700,,,1610612737,131,134,2025-12-06T02:58:45Z,6760000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
685,PT00M15.60S,2025-12-06T02:58:32.3Z,4,REGULAR,substitution,out,[],1631243,,,1610612737,131,134,2025-12-06T02:58:45Z,6770000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,,,,,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,
