actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
255,PT05M34.00S,2026-01-18T01:24:39.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,43,57,2026-01-18T01:24:39Z,2520000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M34.00S,2026-01-18T01:25:53.8Z,2,REGULAR,substitution,out,[],1631248,,,1610612738,43,57,2026-01-18T01:26:06Z,2530000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M34.00S,2026-01-18T01:25:53.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,43,57,2026-01-18T01:26:06Z,2540000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M18.00S,2026-01-18T01:26:30.2Z,2,REGULAR,2pt,Jump Shot,[],1628401,13.61695137976347,75.0,1610612738,43,59,2026-01-18T01:26:36Z,2550000,False,-125.0,75.0,1,left,D. White 14' pullup Jump Shot (5 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,8-16 Left,14.6,Made,,,,,5.0,,,,,,,,,,,,,
260,PT05M10.00S,2026-01-18T01:26:41.0Z,2,REGULAR,turnover,out-of-bounds,[],203468,,,1610612737,43,59,2026-01-18T01:26:48Z,2570000,False,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612737.0,ATL,bad pass,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,,200834.0,1.0,,,,,,,,,,,
261,PT05M10.00S,2026-01-18T01:26:45.4Z,2,REGULAR,substitution,out,[],1629014,,,1610612738,43,59,2026-01-18T01:26:49Z,2580000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M10.00S,2026-01-18T01:26:45.4Z,2,REGULAR,substitution,in,[],1642864,,,1610612738,43,59,2026-01-18T01:26:49Z,2590000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M58.00S,2026-01-18T01:27:05.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,30.831143232588698,68.38235294117648,1610612738,43,59,2026-01-18T01:27:12Z,2600000,False,-92.0,237.0,1,left,MISS D. White 25' step back 3PT,[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
264,PT04M54.00S,2026-01-18T01:27:09.9Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,43,59,2026-01-18T01:27:12Z,2610000,False,,,0,,J. Johnson REBOUND (Off:1 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,263.0,5.0,4.0,1.0,,,,,,,,,,,,,,
265,PT04M47.00S,2026-01-18T01:27:16.7Z,2,REGULAR,3pt,Jump Shot,[],203468,92.46057818659659,2.941176470588235,1610612737,43,59,2026-01-18T01:27:21Z,2620000,False,-235.0,18.0,1,right,MISS C. McCollum 3PT,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,23.6,Missed,,,,,,,,,,,,,,,,,,
266,PT04M43.00S,2026-01-18T01:27:20.7Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,43,59,2026-01-18T01:27:21Z,2630000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,265.0,4.0,4.0,0.0,,,,,,,,,,,,,,
267,PT04M36.00S,2026-01-18T01:27:27.2Z,2,REGULAR,2pt,Jump Shot,[],1627759,22.946780551905388,46.81372549019608,1610612738,43,59,2026-01-18T01:27:34Z,2640000,False,16.0,163.0,1,left,MISS J. Brown 16' turnaround fadeaway Shot - blocked,"[1627759, 203468]",1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,16.4,Missed,,,,,,,,McCollum,203468.0,,,,,,,,,
268,PT04M36.00S,2026-01-18T01:27:27.2Z,2,REGULAR,block,,[],203468,,,1610612738,43,59,2026-01-18T01:27:30Z,2650000,False,,,0,,C. McCollum BLOCK (2 BLK),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
269,PT04M32.00S,2026-01-18T01:27:31.2Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,43,59,2026-01-18T01:38:43Z,2660000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,267.0,3.0,2.0,1.0,,,,,,,,,,,,,,
270,PT04M31.00S,2026-01-18T01:27:32.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,6.915243101182654,97.79411764705883,1610612738,43,62,2026-01-18T01:27:37Z,2670000,False,-239.0,13.0,1,left,S. Hauser 3PT  (12 PTS) (D. White 6 AST),"[1630573, 1628401]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,23.93,Made,,,,,12.0,,,,,D. White,1628401.0,6.0,,,,,,
272,PT04M23.00S,2026-01-18T01:27:40.0Z,2,REGULAR,3pt,Jump Shot,[],1630557,66.44218134034165,35.53921568627451,1610612737,43,62,2026-01-18T03:10:33Z,2690000,False,-72.0,263.0,1,right,MISS C. Kispert 27' 3PT,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,27.27,Missed,,,,,,,,,,,,,,,,,,
273,PT04M22.00S,2026-01-18T01:27:41.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,43,62,2026-01-18T01:27:46Z,2700000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,272.0,,,,,,,,,,,,,,,,,
274,PT04M22.00S,2026-01-18T01:27:45.7Z,2,REGULAR,foul,personal,[],1630249,,,1610612738,43,62,2026-01-18T01:27:53Z,2710000,False,,,0,,V. Krejčí loose ball personal FOUL (1 PF),"[1630249, 1628401]",1610612737.0,ATL,loose ball,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,,,1.0,0.0,White,1628401.0,,
276,PT04M22.00S,2026-01-18T01:27:52.9Z,2,REGULAR,substitution,out,[],1642854,,,1610612738,43,62,2026-01-18T01:28:02Z,2730000,False,,,0,,SUB out: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M22.00S,2026-01-18T01:27:52.9Z,2,REGULAR,substitution,out,[],1630557,,,1610612738,43,62,2026-01-18T01:28:02Z,2740000,False,,,0,,SUB out: C. Kispert,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M22.00S,2026-01-18T01:27:52.9Z,2,REGULAR,substitution,out,[],1630568,,,1610612738,43,62,2026-01-18T01:28:02Z,2750000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M22.00S,2026-01-18T01:27:52.9Z,2,REGULAR,substitution,in,[],1630168,,,1610612738,43,62,2026-01-18T01:28:02Z,2760000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M22.00S,2026-01-18T01:27:52.9Z,2,REGULAR,substitution,in,[],1629638,,,1610612738,43,62,2026-01-18T01:28:02Z,2770000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M22.00S,2026-01-18T01:27:52.9Z,2,REGULAR,substitution,in,[],1629674,,,1610612738,43,62,2026-01-18T01:28:02Z,2780000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M05.00S,2026-01-18T01:28:27.2Z,2,REGULAR,3pt,Jump Shot,[],1630573,31.35676741130092,40.19607843137255,1610612738,43,65,2026-01-18T01:28:33Z,2790000,False,49.0,242.0,1,left,S. Hauser 24' 3PT pullup (15 PTS) (N. Queta 1 AST),"[1630573, 1629674]",1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,24.72,Made,,,,,15.0,,,,,N. Queta,1629674.0,1.0,,,,,,
284,PT03M48.00S,2026-01-18T01:28:43.8Z,2,REGULAR,3pt,Jump Shot,[],203468,74.72076215505913,87.5,1610612737,43,65,2026-01-18T01:28:49Z,2810000,False,188.0,185.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
285,PT03M44.00S,2026-01-18T01:28:47.8Z,2,REGULAR,rebound,defensive,[],1642864,,,1610612738,43,65,2026-01-18T01:28:49Z,2820000,False,,,0,,H. González REBOUND (Off:0 Def:1),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Right Center,,,284.0,1.0,1.0,0.0,,,,,,,,,,,,,,
286,PT03M37.00S,2026-01-18T01:28:56.4Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612738,43,65,2026-01-18T01:29:25Z,2830000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Brown 2 FT),"[1630168, 1627759]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627961.0,,,,,,,2.0,0.0,Brown,1627759.0,,
288,PT03M37.00S,2026-01-18T01:29:33.9Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,43,66,2026-01-18T01:29:33Z,2850000,False,,,0,,J. Brown Free Throw 1 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
289,PT03M37.00S,2026-01-18T01:29:59.9Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,43,67,2026-01-18T01:29:59Z,2860000,False,,,0,,J. Brown Free Throw 2 of 2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
290,PT03M24.00S,2026-01-18T01:30:15.6Z,2,REGULAR,3pt,Jump Shot,[],1630168,94.95729303547962,96.07843137254902,1610612737,46,67,2026-01-18T01:30:21Z,2870000,False,230.0,-5.0,1,right,O. Okongwu 3PT  (11 PTS) (N. Alexander-Walker 2 AST),"[1630168, 1629638]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,23.05,Made,,,,,11.0,,,,,N. Alexander-Walker,1629638.0,2.0,,,,,,
292,PT03M12.00S,2026-01-18T01:30:26.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.469776609724048,56.86274509803921,1610612738,46,69,2026-01-18T01:30:31Z,2890000,False,-34.0,-1.0,1,left,J. Brown driving Layup (22 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.43,Made,,,,,22.0,,,,,,,,,,,,,
293,PT02M59.00S,2026-01-18T01:30:38.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,83.65637319316689,41.911764705882355,1610612737,46,69,2026-01-18T01:30:46Z,2900000,False,-40.0,101.0,1,right,MISS C. McCollum 10' driving floating Shot,[203468],1610612737.0,ATL,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,10.89,Missed,,,,,,,,,,,,,,,,,,
294,PT02M58.00S,2026-01-18T01:30:39.9Z,2,REGULAR,rebound,offensive,[],203468,,,1610612737,46,69,2026-01-18T01:30:46Z,2910000,False,,,0,,C. McCollum REBOUND (Off:2 Def:1),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,293.0,3.0,1.0,2.0,,,,,,,,,,,,,,
295,PT02M56.00S,2026-01-18T01:30:42.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630168,69.33311432325887,73.77450980392157,1610612737,46,69,2026-01-18T01:30:49Z,2920000,False,119.0,236.0,1,right,MISS O. Okongwu 26' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
296,PT02M53.00S,2026-01-18T01:30:45.8Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,46,69,2026-01-18T01:30:49Z,2930000,False,,,0,,N. Queta REBOUND (Off:1 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,295.0,4.0,3.0,1.0,,,,,,,,,,,,,,
297,PT02M46.00S,2026-01-18T01:30:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.440867279894875,49.50980392156863,1610612738,46,71,2026-01-18T01:31:02Z,2940000,False,2.0,17.0,1,left,J. Brown driving Layup (24 PTS) (D. White 7 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,24.0,,,,,D. White,1628401.0,7.0,,,,,,
299,PT02M46.00S,2026-01-18T01:31:07.5Z,2,REGULAR,foul,personal,['1freethrow'],1630249,,,1610612738,46,71,2026-01-18T01:31:21Z,2960000,False,,,0,,V. Krejčí shooting personal FOUL (2 PF) (Brown 1 FT),"[1630249, 1627759]",1610612737.0,ATL,shooting,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,,,,,,,2.0,0.0,Brown,1627759.0,,
301,PT02M46.00S,2026-01-18T01:31:30.9Z,2,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,46,72,2026-01-18T01:31:30Z,2980000,False,,,0,,J. Brown Free Throw 1 of 1 (25 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
302,PT02M34.00S,2026-01-18T01:31:46.6Z,2,REGULAR,3pt,Jump Shot,[],1629638,90.88370565045992,95.83333333333334,1610612737,46,72,2026-01-18T01:31:51Z,2990000,False,229.0,33.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
303,PT02M30.00S,2026-01-18T01:31:50.6Z,2,REGULAR,rebound,defensive,[],1642864,,,1610612738,46,72,2026-01-18T01:31:51Z,3000000,False,,,0,,H. González REBOUND (Off:0 Def:2),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Right Corner 3,24+ Right,,,302.0,2.0,2.0,0.0,,,,,,,,,,,,,,
304,PT02M18.00S,2026-01-18T01:32:02.4Z,2,REGULAR,3pt,Jump Shot,[],1630573,23.603810775295663,86.51960784313727,1610612738,46,75,2026-01-18T01:32:08Z,3010000,False,-183.0,169.0,1,left,S. Hauser 24' 3PT  (18 PTS) (D. White 8 AST),"[1630573, 1628401]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,24.91,Made,,,,,18.0,,,,,D. White,1628401.0,8.0,,,,,,
306,PT02M04.00S,2026-01-18T01:32:16.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,90.48948751642575,55.14705882352941,1610612737,46,75,2026-01-18T01:32:21Z,3030000,False,26.0,37.0,1,right,MISS C. McCollum driving floating bank Shot,[203468],1610612737.0,ATL,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,4.5,Missed,,,,,,,,,,,,,,,,,,
307,PT02M02.00S,2026-01-18T01:32:18.3Z,2,REGULAR,rebound,defensive,[],1642864,,,1610612738,46,75,2026-01-18T01:32:21Z,3040000,False,,,0,,H. González REBOUND (Off:0 Def:3),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,In The Paint (Non-RA),0-8 Center,,,306.0,3.0,3.0,0.0,,,,,,,,,,,,,,
308,PT01M53.00S,2026-01-18T01:32:28.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,15.982260183968464,58.333333333333336,1610612738,46,77,2026-01-18T01:32:35Z,3050000,False,-42.0,98.0,1,left,J. Brown 10' pullup Jump Shot (27 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,10.62,Made,,,,,27.0,,,,,,,,,,,,,
309,PT01M39.00S,2026-01-18T01:32:41.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.85479632063075,51.470588235294116,1610612737,48,77,2026-01-18T01:32:51Z,3060000,False,7.0,15.0,1,right,C. McCollum cutting finger roll Layup (6 PTS) (N. Alexander-Walker 3 AST),"[203468, 1629638]",1610612737.0,ATL,cutting finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,6.0,,,,,N. Alexander-Walker,1629638.0,3.0,,,,,,
311,PT01M17.00S,2026-01-18T01:33:03.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,27.414586070959263,17.647058823529413,1610612738,48,77,2026-01-18T01:33:45Z,3080000,False,162.0,205.0,1,left,MISS J. Brown 26' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
312,PT01M14.00S,2026-01-18T01:33:06.9Z,2,REGULAR,rebound,defensive,[],203468,,,1610612737,48,77,2026-01-18T01:33:13Z,3090000,False,,,0,,C. McCollum REBOUND (Off:2 Def:2),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,311.0,4.0,2.0,2.0,,,,,,,,,,,,,,
313,PT01M13.00S,2026-01-18T01:33:08.1Z,2,REGULAR,turnover,lost ball,[],203468,,,1610612737,48,77,2026-01-18T01:33:17Z,3100000,False,,,0,,C. McCollum lost ball TURNOVER (2 TO),"[203468, 1630573]",1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,2.0,,,,,,,,,,Hauser,1630573.0
314,PT01M13.00S,2026-01-18T01:33:08.1Z,2,REGULAR,steal,,[],1630573,,,1610612738,48,77,2026-01-18T01:33:10Z,3110000,False,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
315,PT01M11.00S,2026-01-18T01:33:10.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,32.14520367936925,41.66666666666667,1610612738,48,80,2026-01-18T01:33:20Z,3120000,False,42.0,250.0,1,left,S. Hauser 25' 3PT pullup (21 PTS),[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,25.32,Made,,,,,21.0,,,,,,,,,,,,,
316,PT00M50.20S,2026-01-18T01:33:30.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,87.59855453350855,54.41176470588235,1610612737,48,80,2026-01-18T01:33:37Z,3130000,False,22.0,64.0,1,right,MISS N. Alexander-Walker 6' driving floating Shot,[1629638],1610612737.0,ATL,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,6.78,Missed,,,,,,,,,,,,,,,,,,
317,PT00M47.50S,2026-01-18T01:33:33.6Z,2,REGULAR,rebound,defensive,[],1642864,,,1610612738,48,80,2026-01-18T01:33:37Z,3140000,False,,,0,,H. González REBOUND (Off:0 Def:4),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,In The Paint (Non-RA),0-8 Center,,,316.0,4.0,4.0,0.0,,,,,,,,,,,,,,
318,PT00M32.90S,2026-01-18T01:33:50.7Z,2,REGULAR,foul,personal,[],1630249,,,1610612738,48,80,2026-01-18T01:34:02Z,3150000,False,,,0,,V. Krejčí personal FOUL (3 PF),"[1630249, 1628401]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,,,,,,,,1627961.0,,,,,,,3.0,0.0,White,1628401.0,,
320,PT00M19.80S,2026-01-18T01:34:26.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.258212877792378,50.0,1610612738,48,82,2026-01-18T01:34:33Z,3170000,False,0.0,6.0,1,left,J. Brown driving finger roll Layup (29 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,29.0,,,,,,,,,,,,,
321,PT00M01.30S,2026-01-18T01:34:47.1Z,2,REGULAR,3pt,Jump Shot,[],1630552,80.50262812089356,95.58823529411765,1610612737,51,82,2026-01-18T01:34:52Z,3180000,False,228.0,131.0,1,right,J. Johnson 26' 3PT  (4 PTS) (N. Alexander-Walker 4 AST),"[1630552, 1629638]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,26.28,Made,,,,,4.0,,,,,N. Alexander-Walker,1629638.0,4.0,,,,,,
323,PT00M00.40S,2026-01-18T01:34:53.3Z,2,REGULAR,heave,,[],0,,,1610612738,51,82,2026-01-18T01:35:43Z,3200000,False,,,0,,BOS Heave,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,68.03,,,,,,,,,,,,,,,,,,,
324,PT00M00.40S,2026-01-18T01:34:53.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,51,82,2026-01-18T01:35:43Z,3210000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,323.0,,,,,,,,,,,,,,,,,
325,PT00M00.00S,2026-01-18T01:34:58.6Z,2,REGULAR,period,end,[],0,,,1610612738,51,82,2026-01-18T01:34:58Z,3220000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2026-01-18T01:49:30.0Z,3,REGULAR,substitution,out,['startperiod'],1642864,,,1610612738,51,82,2026-01-18T01:50:08Z,3230000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2026-01-18T01:49:30.0Z,3,REGULAR,substitution,in,['startperiod'],1631248,,,1610612738,51,82,2026-01-18T01:50:08Z,3240000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2026-01-18T01:50:17.4Z,3,REGULAR,period,start,[],0,,,1610612737,51,82,2026-01-18T01:50:17Z,3250000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M46.00S,2026-01-18T01:50:30.0Z,3,REGULAR,turnover,bad pass,[],1630552,,,1610612737,51,82,2026-01-18T01:50:39Z,3260000,False,,,0,,J. Johnson bad pass TURNOVER (3 TO),"[1630552, 1628401]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,3.0,,,,,,,,,,White,1628401.0
330,PT11M46.00S,2026-01-18T01:50:30.0Z,3,REGULAR,steal,,[],1628401,,,1610612738,51,82,2026-01-18T01:50:32Z,3270000,False,,,0,,D. White STEAL (2 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
331,PT11M43.00S,2026-01-18T01:50:33.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628401,93.38042049934296,50.73529411764706,1610612738,51,84,2026-01-18T01:50:44Z,3280000,False,4.0,10.0,1,right,D. White running Layup (7 PTS),[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,7.0,,,,,,,,,,,,,
332,PT11M35.00S,2026-01-18T01:50:41.3Z,3,REGULAR,2pt,Jump Shot,[],1630249,6.258212877792378,32.1078431372549,1610612737,51,84,2026-01-18T01:50:56Z,3290000,False,89.0,6.0,1,left,MISS V. Krejčí 8' driving floating Shot,[1630249],1610612737.0,ATL,driving floating,,,Krejčí,V. Krejčí,,,,,Mid-Range,8-16 Right,8.97,Missed,,,,,,,,,,,,,,,,,,
333,PT11M35.00S,2026-01-18T01:50:41.3Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,51,84,2026-01-18T01:50:56Z,3300000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Right,,,332.0,6.0,3.0,3.0,,,,,,,,,,,,,,
334,PT11M30.00S,2026-01-18T01:50:45.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,5.590000152587891,50.0,1610612737,53,84,2026-01-18T01:50:45Z,3310000,False,0.0,0.0,1,left,O. Okongwu tip Layup (13 PTS),[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,13.0,,,,,,,,,,,,,
335,PT11M21.00S,2026-01-18T01:50:56.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,92.46057818659659,49.50980392156863,1610612738,53,86,2026-01-18T01:51:09Z,3320000,False,-2.0,18.0,1,right,N. Queta cutting DUNK (8 PTS) (D. White 9 AST),"[1629674, 1628401]",1610612738.0,BOS,cutting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,8.0,,,,,D. White,1628401.0,9.0,,,,,,
337,PT11M21.00S,2026-01-18T01:51:04.1Z,3,REGULAR,foul,personal,['1freethrow'],1630249,,,1610612738,53,86,2026-01-18T01:51:23Z,3340000,False,,,0,,V. Krejčí shooting personal FOUL (4 PF) (Queta 1 FT),"[1630249, 1629674]",1610612737.0,ATL,shooting,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,,,4.0,0.0,Queta,1629674.0,,
