actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
175,PT12M00.00S,2026-04-06T23:44:20.0Z,2,REGULAR,substitution,in,['startperiod'],1631243,,,1610612737,31,32,2026-04-06T23:44:55Z,1700000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-04-06T23:44:20.0Z,2,REGULAR,substitution,in,['startperiod'],203903,,,1610612737,31,32,2026-04-06T23:44:55Z,1710000,False,,,0,,SUB in: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-04-06T23:44:20.0Z,2,REGULAR,substitution,in,['startperiod'],1630540,,,1610612737,31,32,2026-04-06T23:44:55Z,1720000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-04-06T23:45:23.7Z,2,REGULAR,period,start,[],0,,,1610612752,31,32,2026-04-06T23:45:23Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M42.00S,2026-04-06T23:45:42.1Z,2,REGULAR,turnover,lost ball,[],1628384,,,1610612752,31,32,2026-04-06T23:46:14Z,1740000,False,,,0,,O. Anunoby lost ball TURNOVER (2 TO),"[1628384, 203468]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,,,,,,,2.0,McCollum,203468.0,,,,,,,,,,,
180,PT11M42.00S,2026-04-06T23:45:42.1Z,2,REGULAR,steal,,[],203468,,,1610612737,31,32,2026-04-06T23:45:44Z,1750000,False,,,0,,C. McCollum STEAL (2 STL),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
181,PT11M27.00S,2026-04-06T23:45:55.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642258,88.51839684625493,68.38235294117648,1610612737,31,32,2026-04-06T23:46:01Z,1760000,False,92.0,55.0,1,right,MISS Z. Risacher 10' turnaround bank Shot,[1642258],1610612737.0,ATL,turnaround bank,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Right,10.73,Missed,,,,,,,,,,,,,,,,,,
182,PT11M24.00S,2026-04-06T23:45:58.7Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,31,32,2026-04-06T23:46:01Z,1770000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,8-16 Right,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,,
183,PT11M15.00S,2026-04-06T23:46:07.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,4.5499342969776615,50.73529411764706,1610612752,31,34,2026-04-06T23:46:13Z,1780000,False,-4.0,-10.0,1,left,O. Anunoby cutting Layup (10 PTS) (L. Shamet 1 AST),"[1628384, 1629013]",1610612752.0,NYK,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,10.0,,L. Shamet,1629013.0,1.0,,,,,,
185,PT10M58.00S,2026-04-06T23:46:24.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,82.60512483574244,53.18627450980392,1610612737,33,34,2026-04-06T23:46:52Z,1800000,False,16.0,111.0,1,right,J. Kuminga 11' turnaround fadeaway Jump Shot (2 PTS),[1630228],1610612737.0,ATL,turnaround fadeaway,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,11.21,Made,,,,,,,,2.0,,,,,,,,,,
186,PT10M41.00S,2026-04-06T23:46:42.2Z,2,REGULAR,foul,personal,['2freethrow'],1631243,,,1610612752,33,34,2026-04-06T23:47:09Z,1810000,False,,,0,,M. Gueye shooting personal FOUL (1 PF) (Shamet 2 FT),"[1631243, 1629013]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626300.0,,,,1.0,0.0,Shamet,1629013.0,,
188,PT10M41.00S,2026-04-06T23:47:14.0Z,2,REGULAR,freethrow,1 of 2,[],1629013,,,1610612752,33,35,2026-04-06T23:47:14Z,1830000,False,,,0,,L. Shamet Free Throw 1 of 2 (1 PTS),[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
189,PT10M41.00S,2026-04-06T23:47:14.0Z,2,REGULAR,freethrow,2 of 2,[],1629013,,,1610612752,33,35,2026-04-06T23:47:34Z,1840000,False,,,0,,MISS L. Shamet Free Throw 2 of 2,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
190,PT10M38.00S,2026-04-06T23:47:17.0Z,2,REGULAR,rebound,defensive,[],1631243,,,1610612737,33,35,2026-04-06T23:47:34Z,1850000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,,
191,PT10M31.00S,2026-04-06T23:47:41.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,90.09526938239159,51.470588235294116,1610612737,33,35,2026-04-06T23:47:48Z,1860000,False,7.0,41.0,1,right,MISS D. Daniels driving finger roll Layup,[1630700],1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,,,,,,,,
192,PT10M28.00S,2026-04-06T23:47:44.3Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,33,35,2026-04-06T23:47:57Z,1870000,False,,,0,,D. Daniels REBOUND (Off:2 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,191.0,3.0,1.0,2.0,,,,,,,,,,,,,,
193,PT10M28.00S,2026-04-06T23:47:44.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630700,94.40999984741211,50.0,1610612737,33,35,2026-04-06T23:48:05Z,1880000,False,0.0,0.0,1,right,MISS D. Daniels tip Layup - blocked,"[1630700, 1629011]",1610612737.0,ATL,tip,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,Robinson,1629011.0
249,PT10M28.00S,2026-04-06T23:47:44.5Z,2,REGULAR,block,,[],1629011,,,1610612737,33,35,2026-04-06T23:58:17Z,1885000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT10M27.00S,2026-04-06T23:47:45.5Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,33,35,2026-04-06T23:48:05Z,1890000,False,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,193.0,3.0,3.0,0.0,,,,,,,,,,,,,,
195,PT10M13.00S,2026-04-06T23:47:59.4Z,2,REGULAR,3pt,Jump Shot,[],1630540,32.013797634691194,52.450980392156865,1610612752,33,38,2026-04-06T23:48:03Z,1900000,False,-12.0,248.0,1,left,M. McBride 24' 3PT pullup (6 PTS),[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,24.87,Made,,,,,,,,6.0,,,,,,,,,,
196,PT10M02.00S,2026-04-06T23:48:09.6Z,2,REGULAR,3pt,Jump Shot,[],203468,74.32654402102497,84.06862745098039,1610612737,33,38,2026-04-06T23:48:20Z,1910000,False,170.0,189.0,1,right,MISS C. McCollum 25' pullup 3PT,[203468],1610612737.0,ATL,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
197,PT10M01.00S,2026-04-06T23:48:10.6Z,2,REGULAR,rebound,offensive,[],1642258,,,1610612737,33,38,2026-04-06T23:48:20Z,1920000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,196.0,1.0,0.0,1.0,,,,,,,,,,,,,,
198,PT10M01.00S,2026-04-06T23:48:19.9Z,2,REGULAR,foul,personal,['2freethrow'],203903,,,1610612737,33,38,2026-04-06T23:48:33Z,1930000,False,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Risacher 2 FT),"[203903, 1642258]",1610612752.0,NYK,shooting,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,1.0,0.0,Risacher,1642258.0,,
200,PT10M01.00S,2026-04-06T23:48:35.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642258,,,1610612737,34,38,2026-04-06T23:48:35Z,1950000,False,,,0,,Z. Risacher Free Throw 1 of 2 (1 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
201,PT10M01.00S,2026-04-06T23:48:35.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642258,,,1610612737,34,38,2026-04-06T23:48:53Z,1960000,False,,,0,,MISS Z. Risacher Free Throw 2 of 2,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
202,PT09M58.00S,2026-04-06T23:48:38.3Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,34,38,2026-04-06T23:48:53Z,1970000,False,,,0,,M. Robinson REBOUND (Off:0 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,201.0,4.0,4.0,0.0,,,,,,,,,,,,,,
203,PT09M43.00S,2026-04-06T23:49:12.2Z,2,REGULAR,foul,personal,[],1642258,,,1610612752,34,38,2026-04-06T23:49:45Z,1980000,False,,,0,,Z. Risacher personal FOUL (1 PF),"[1642258, 1630540]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,,,,,204058.0,,,,1.0,0.0,McBride,1630540.0,,
205,PT09M43.00S,2026-04-06T23:49:21.3Z,2,REGULAR,substitution,out,[],1631243,,,1610612752,34,38,2026-04-06T23:49:24Z,2000000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M43.00S,2026-04-06T23:49:21.3Z,2,REGULAR,substitution,in,[],1630168,,,1610612752,34,38,2026-04-06T23:49:24Z,2010000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M32.00S,2026-04-06T23:49:48.2Z,2,REGULAR,3pt,Jump Shot,[],1628384,30.699737187910642,65.68627450980392,1610612752,34,38,2026-04-06T23:49:53Z,2020000,False,-78.0,236.0,1,left,MISS O. Anunoby 24' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
208,PT09M30.00S,2026-04-06T23:49:50.2Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,34,38,2026-04-06T23:49:53Z,2030000,False,,,0,,D. Daniels REBOUND (Off:2 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,207.0,4.0,2.0,2.0,,,,,,,,,,,,,,
209,PT09M15.00S,2026-04-06T23:50:05.9Z,2,REGULAR,3pt,Jump Shot,[],1630228,72.7496714848883,83.57843137254902,1610612737,34,38,2026-04-06T23:50:11Z,2040000,False,168.0,204.0,1,right,MISS J. Kuminga 26' 3PT - blocked,"[1630228, 1629011]",1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,Robinson,1629011.0
210,PT09M15.00S,2026-04-06T23:50:05.9Z,2,REGULAR,block,,[],1629011,,,1610612737,34,38,2026-04-06T23:50:08Z,2050000,False,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
211,PT09M14.00S,2026-04-06T23:50:06.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,34,38,2026-04-06T23:50:11Z,2060000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,209.0,,,,,,,,,,,,,,,,,
213,PT09M09.00S,2026-04-06T23:50:33.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203468,75.77201051248358,86.76470588235294,1610612737,34,38,2026-04-06T23:50:38Z,2080000,False,184.0,175.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612737.0,ATL,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
214,PT09M07.00S,2026-04-06T23:50:35.6Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,34,38,2026-04-06T23:50:38Z,2090000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,213.0,1.0,0.0,1.0,,,,,,,,,,,,,,
215,PT09M05.00S,2026-04-06T23:50:38.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630228,95.74572930354796,4.6568627450980395,1610612737,34,38,2026-04-06T23:50:43Z,2100000,False,-227.0,-13.0,1,right,MISS J. Kuminga step back 3PT,[1630228],1610612737.0,ATL,step back,,,Kuminga,J. Kuminga,,,,,Left Corner 3,24+ Left,22.7,Missed,,,,,,,,,,,,,,,,,,
216,PT09M00.00S,2026-04-06T23:50:43.6Z,2,REGULAR,rebound,offensive,[],1642258,,,1610612737,34,38,2026-04-06T23:50:43Z,2110000,False,,,0,,Z. Risacher REBOUND (Off:2 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,,,215.0,2.0,0.0,2.0,,,,,,,,,,,,,,
217,PT09M00.00S,2026-04-06T23:50:42.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642258,94.40999984741211,50.0,1610612737,36,38,2026-04-06T23:50:42Z,2120000,False,0.0,0.0,1,right,Z. Risacher tip DUNK (3 PTS),[1642258],1610612737.0,ATL,tip,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,3.0,,,,,,,,,,
218,PT08M41.00S,2026-04-06T23:51:04.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,7.835085413929041,59.55882352941176,1610612752,36,40,2026-04-06T23:51:09Z,2130000,False,-48.0,21.0,1,left,J. Clarkson driving floating Jump Shot (2 PTS),[203903],1610612752.0,NYK,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,5.22,Made,,,,,,,,2.0,,,,,,,,,,
219,PT08M41.00S,2026-04-06T23:51:08.0Z,2,REGULAR,foul,personal,['1freethrow'],1642258,,,1610612752,36,40,2026-04-06T23:51:32Z,2140000,False,,,0,,Z. Risacher shooting personal FOUL (2 PF) (Clarkson 1 FT),"[1642258, 203903]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,,,,2.0,0.0,Clarkson,203903.0,,
221,PT08M41.00S,2026-04-06T23:51:18.7Z,2,REGULAR,substitution,out,[],203468,,,1610612752,36,40,2026-04-06T23:51:28Z,2160000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M41.00S,2026-04-06T23:51:18.7Z,2,REGULAR,substitution,out,[],1642258,,,1610612752,36,40,2026-04-06T23:51:28Z,2170000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M41.00S,2026-04-06T23:51:18.7Z,2,REGULAR,substitution,in,[],1630552,,,1610612752,36,40,2026-04-06T23:51:28Z,2180000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M41.00S,2026-04-06T23:51:18.7Z,2,REGULAR,substitution,in,[],1629638,,,1610612752,36,40,2026-04-06T23:51:28Z,2190000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M41.00S,2026-04-06T23:51:41.8Z,2,REGULAR,freethrow,1 of 1,[],203903,,,1610612752,36,41,2026-04-06T23:51:41Z,2200000,False,,,0,,J. Clarkson Free Throw 1 of 1 (3 PTS),[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
226,PT08M28.00S,2026-04-06T23:51:59.5Z,2,REGULAR,turnover,lost ball,[],1630168,,,1610612737,36,41,2026-04-06T23:52:03Z,2210000,False,,,0,,O. Okongwu lost ball TURNOVER (2 TO),"[1630168, 1629011]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Left Center,,,,,,,2.0,Robinson,1629011.0,,,,,,,,,,,
227,PT08M28.00S,2026-04-06T23:51:59.5Z,2,REGULAR,steal,,[],1629011,,,1610612752,36,41,2026-04-06T23:52:01Z,2220000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
228,PT08M18.00S,2026-04-06T23:52:09.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203903,5.601182654402102,3.431372549019608,1610612752,36,41,2026-04-06T23:52:18Z,2230000,False,233.0,0.0,1,left,MISS J. Clarkson 3PT,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
229,PT08M15.00S,2026-04-06T23:52:12.6Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,36,41,2026-04-06T23:52:12Z,2240000,False,,,0,,M. Robinson REBOUND (Off:1 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,228.0,5.0,4.0,1.0,,,,,,,,,,,,,,
230,PT08M14.00S,2026-04-06T23:52:13.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629011,5.075558475689881,49.50980392156863,1610612752,36,43,2026-04-06T23:52:22Z,2250000,False,2.0,-5.0,1,left,M. Robinson putback Layup (4 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,4.0,,,,,,,,,,
231,PT08M13.00S,2026-04-06T23:52:19.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,36,43,2026-04-06T23:52:19Z,2260000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M13.00S,2026-04-06T23:55:12.8Z,2,REGULAR,substitution,out,[],1630700,,,1610612737,36,43,2026-04-06T23:55:31Z,2270000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M13.00S,2026-04-06T23:55:12.8Z,2,REGULAR,substitution,out,[],1628384,,,1610612737,36,43,2026-04-06T23:55:31Z,2280000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M13.00S,2026-04-06T23:55:12.8Z,2,REGULAR,substitution,in,[],1629216,,,1610612737,36,43,2026-04-06T23:55:31Z,2290000,False,,,0,,SUB in: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M13.00S,2026-04-06T23:55:12.8Z,2,REGULAR,substitution,in,[],1628404,,,1610612737,36,43,2026-04-06T23:55:31Z,2300000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M52.00S,2026-04-06T23:56:12.5Z,2,REGULAR,3pt,Jump Shot,[],1630168,66.5735873850197,53.431372549019606,1610612737,39,43,2026-04-06T23:56:16Z,2310000,False,17.0,262.0,1,right,O. Okongwu 26' 3PT  (7 PTS) (G. Vincent 3 AST),"[1630168, 1629216]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,26.23,Made,,,,,,,,7.0,,G. Vincent,1629216.0,3.0,,,,,,
238,PT07M40.00S,2026-04-06T23:56:28.2Z,2,REGULAR,foul,offensive,[],203903,,,1610612752,39,43,2026-04-06T23:56:35Z,2330000,False,,,0,,J. Clarkson off-the-ball offensive FOUL (2 PF),"[203903, 1629638]",1610612752.0,NYK,off-the-ball,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,204058.0,,,,2.0,0.0,Alexander-Walker,1629638.0,,
240,PT07M40.00S,2026-04-06T23:56:28.2Z,2,REGULAR,turnover,offensive foul,[],203903,,,1610612752,39,43,2026-04-06T23:56:28Z,2350000,False,,,0,,J. Clarkson offensive foul TURNOVER (1 TO),[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,204058.0,,,,,,,,,
241,PT07M26.00S,2026-04-06T23:56:53.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630552,87.07293035479631,57.35294117647059,1610612737,39,43,2026-04-06T23:56:58Z,2360000,False,37.0,69.0,1,right,MISS J. Johnson 7' driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,,
242,PT07M23.00S,2026-04-06T23:56:56.1Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,39,43,2026-04-06T23:56:58Z,2370000,False,,,0,,M. Robinson REBOUND (Off:1 Def:5),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,241.0,6.0,5.0,1.0,,,,,,,,,,,,,,
243,PT07M21.00S,2026-04-06T23:56:59.8Z,2,REGULAR,turnover,out-of-bounds,[],1630540,,,1610612752,39,43,2026-04-06T23:57:05Z,2380000,False,,,0,,M. McBride bad pass out-of-bounds TURNOVER (1 TO),[1630540],1610612752.0,NYK,bad pass,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,1626300.0,,,,,,,,,
244,PT07M11.00S,2026-04-06T23:57:16.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,91.67214191852825,44.6078431372549,1610612737,41,43,2026-04-06T23:57:22Z,2390000,False,-27.0,26.0,1,right,N. Alexander-Walker driving Layup (12 PTS),[1629638],1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,,,,12.0,,,,,,,,,,
245,PT06M54.00S,2026-04-06T23:57:35.7Z,2,REGULAR,turnover,out-of-bounds,[],203903,,,1610612752,41,43,2026-04-06T23:57:43Z,2400000,False,,,0,,J. Clarkson lost ball out-of-bounds TURNOVER (2 TO),[203903],1610612752.0,NYK,lost ball,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,,2002.0,,,,,,,,,
246,PT06M48.00S,2026-04-06T23:57:46.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630168,68.67608409986859,68.38235294117648,1610612737,41,43,2026-04-06T23:57:54Z,2410000,False,92.0,242.0,1,right,MISS O. Okongwu 25' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
247,PT06M45.00S,2026-04-06T23:57:49.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,41,43,2026-04-06T23:57:54Z,2420000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,246.0,1.0,1.0,0.0,,,,,,,,,,,,,,
250,PT06M41.00S,2026-04-06T23:58:01.0Z,2,REGULAR,substitution,out,[],1629216,,,1610612752,41,43,2026-04-06T23:58:24Z,2440000,False,,,0,,SUB out: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M41.00S,2026-04-06T23:58:01.0Z,2,REGULAR,substitution,out,[],203903,,,1610612752,41,43,2026-04-06T23:58:24Z,2450000,False,,,0,,SUB out: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M41.00S,2026-04-06T23:58:01.0Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,41,43,2026-04-06T23:58:24Z,2460000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M41.00S,2026-04-06T23:58:01.0Z,2,REGULAR,substitution,out,[],1629011,,,1610612752,41,43,2026-04-06T23:58:24Z,2470000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M41.00S,2026-04-06T23:58:01.0Z,2,REGULAR,substitution,in,[],1630700,,,1610612752,41,43,2026-04-06T23:58:24Z,2480000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M41.00S,2026-04-06T23:58:01.0Z,2,REGULAR,substitution,in,[],1628969,,,1610612752,41,43,2026-04-06T23:58:24Z,2490000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
