actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
168,PT01M19.00S,2022-11-17T02:04:59.7Z,1,REGULAR,substitution,in,[],201569,,,1610612745,27,27,2022-11-17T02:05:11Z,1680000,False,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT01M10.00S,2022-11-17T02:05:17.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630231,6.1268068331143235,47.794117647058826,1610612745,27,29,2022-11-17T02:05:23Z,1690000,False,11.0,5.0,1,left,K. Martin Jr. cutting DUNK (4 PTS) (U. Garuba 1 AST),"[1630231, 1630586]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.21,Made,,,,,,,,,4.0,,,,,U. Garuba,1630586.0,1.0,,
171,PT01M10.00S,2022-11-17T02:05:23.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612742,27,29,2022-11-17T02:08:58Z,1710000,False,,,0,,K. Martin Jr. flagrant-type-1 personal FOUL (1 PF) (Powell 2 FT),"[1630231, 203939]",1610612745.0,HOU,flagrant-type-1,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,202026.0,,,1.0,0.0,Powell,203939.0,,,,,
173,PT01M10.00S,2022-11-17T02:08:45.6Z,1,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,27,29,2022-11-17T02:10:13Z,1730000,False,,,0,,MISS D. Powell flagrant Free Throw 1 of 2,[203939],1610612742.0,DAL,flagrant,,,Powell,D. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
174,PT01M10.00S,2022-11-17T02:08:45.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,27,29,2022-11-17T02:08:45Z,1740000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,
176,PT01M10.00S,2022-11-17T02:08:45.6Z,1,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,28,29,2022-11-17T02:10:13Z,1750000,False,,,0,,D. Powell flagrant Free Throw 2 of 2 (1 PTS),[203939],1610612742.0,DAL,flagrant,,,Powell,D. Powell,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
177,PT01M00.00S,2022-11-17T02:09:31.9Z,1,REGULAR,3pt,Jump Shot,[],1630267,79.58278580814718,91.66666666666666,1610612742,28,29,2022-11-17T02:09:36Z,1760000,False,208.0,139.0,1,right,MISS F. Campazzo 25' 3PT,[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
178,PT00M57.80S,2022-11-17T02:09:34.1Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,28,29,2022-11-17T02:09:36Z,1770000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,,
179,PT00M39.90S,2022-11-17T02:09:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,5.863994743758213,49.26470588235294,1610612745,28,31,2022-11-17T02:10:00Z,1780000,False,4.0,3.0,1,left,T. Eason cutting Layup (2 PTS) (U. Garuba 2 AST),"[1631106, 1630586]",1610612745.0,HOU,cutting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.45,Made,,,,,,,,,2.0,,,,,U. Garuba,1630586.0,2.0,,
181,PT00M29.90S,2022-11-17T02:10:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,90.3580814717477,49.754901960784316,1610612742,28,31,2022-11-17T02:10:08Z,1800000,False,-1.0,38.0,1,right,MISS J. Green driving finger roll Layup,[1630182],1610612742.0,DAL,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.81,Missed,,,,,,,,,,,,,,,,,,
182,PT00M27.30S,2022-11-17T02:10:06.9Z,1,REGULAR,rebound,defensive,[],1630586,,,1610612745,28,31,2022-11-17T02:10:06Z,1810000,False,,,0,,U. Garuba REBOUND (Off:0 Def:2),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,181.0,2.0,2.0,0.0,,,,,,,,,,,,,,
183,PT00M21.00S,2022-11-17T02:10:13.2Z,1,REGULAR,3pt,Jump Shot,[],201569,34.510512483574246,23.774509803921568,1610612745,28,31,2022-11-17T02:10:22Z,1820000,False,131.0,272.0,1,left,MISS E. Gordon 30' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,30.19,Missed,,,,,,,,,,,,,,,,,,
184,PT00M18.00S,2022-11-17T02:10:16.2Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,28,31,2022-11-17T02:10:16Z,1830000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,183.0,2.0,2.0,0.0,,,,,,,,,,,,,,
185,PT00M02.50S,2022-11-17T02:10:31.7Z,1,REGULAR,3pt,Jump Shot,[],203501,69.33311432325887,71.81372549019608,1610612742,28,31,2022-11-17T02:18:14Z,1840000,False,109.0,236.0,1,right,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
186,PT00M02.50S,2022-11-17T02:10:31.7Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,28,31,2022-11-17T02:10:35Z,1850000,False,,,0,,T. Eason REBOUND (Off:0 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,185.0,3.0,3.0,0.0,,,,,,,,,,,,,,
189,PT00M00.00S,2022-11-17T02:10:45.5Z,1,REGULAR,period,end,[],0,,,1610612745,28,31,2022-11-17T02:10:45Z,1880000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-11-17T02:10:55.3Z,2,REGULAR,substitution,out,['startperiod'],1630267,,,1610612745,28,31,2022-11-17T02:13:11Z,1890000,False,,,0,,SUB out: F. Campazzo,[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2022-11-17T02:10:55.3Z,2,REGULAR,substitution,out,['startperiod'],1630182,,,1610612745,28,31,2022-11-17T02:13:11Z,1900000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-11-17T02:10:55.3Z,2,REGULAR,substitution,out,['startperiod'],1630227,,,1610612745,28,31,2022-11-17T02:13:11Z,1910000,False,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2022-11-17T02:10:55.3Z,2,REGULAR,substitution,out,['startperiod'],1631106,,,1610612745,28,31,2022-11-17T02:13:11Z,1920000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2022-11-17T02:10:55.3Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612745,28,31,2022-11-17T02:13:11Z,1930000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-11-17T02:10:55.3Z,2,REGULAR,substitution,in,['startperiod'],202722,,,1610612745,28,31,2022-11-17T02:13:11Z,1940000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2022-11-17T02:10:55.3Z,2,REGULAR,substitution,in,['startperiod'],1631095,,,1610612745,28,31,2022-11-17T02:13:11Z,1950000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2022-11-17T02:10:55.3Z,2,REGULAR,substitution,in,['startperiod'],1629645,,,1610612745,28,31,2022-11-17T02:13:11Z,1960000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2022-11-17T02:13:12.2Z,2,REGULAR,period,start,[],0,,,1610612745,28,31,2022-11-17T02:13:12Z,1970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT11M45.00S,2022-11-17T02:13:26.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630586,5.995400788436268,48.28431372549019,1610612745,28,33,2022-11-17T02:13:32Z,1980000,False,9.0,4.0,1,left,U. Garuba cutting Layup (2 PTS) (K. Porter Jr. 2 AST),"[1630586, 1629645]",1610612745.0,HOU,cutting,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,,,,,2.0,,,,,K. Porter Jr.,1629645.0,2.0,,
201,PT11M27.00S,2022-11-17T02:13:44.2Z,2,REGULAR,3pt,Jump Shot,[],202722,79.188567674113,91.42156862745098,1610612742,31,33,2022-11-17T02:13:48Z,2000000,False,207.0,143.0,1,right,D. Bertans 25' 3PT  (3 PTS) (S. Dinwiddie 4 AST),"[202722, 203915]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Right Center,25.17,Made,,,,,,,,,3.0,,,,,S. Dinwiddie,203915.0,4.0,,
203,PT11M16.00S,2022-11-17T02:13:58.1Z,2,REGULAR,foul,personal,[],1628373,,,1610612745,31,33,2022-11-17T02:14:03Z,2020000,False,,,0,,F. Ntilikina personal FOUL (1 PF),"[1628373, 1630586]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1628484.0,,,1.0,0.0,Garuba,1630586.0,,,,,
205,PT11M06.00S,2022-11-17T02:14:21.2Z,2,REGULAR,2pt,Jump Shot,[],1629645,26.231931668856767,49.26470588235294,1610612745,31,35,2022-11-17T02:14:26Z,2040000,False,4.0,194.0,1,left,K. Porter Jr. 19' step back Jump Shot (4 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,19.41,Made,,,,,,,,,4.0,,,,,,,,,
206,PT10M47.00S,2022-11-17T02:14:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202722,91.67214191852825,46.32352941176471,1610612742,31,35,2022-11-17T02:14:58Z,2050000,False,-18.0,26.0,1,right,MISS D. Bertans driving Layup - blocked,"[202722, 1630586]",1610612742.0,DAL,driving,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,3.17,Missed,,,,,Garuba,1630586.0,,,,,,,,,,,,
207,PT10M47.00S,2022-11-17T02:14:41.5Z,2,REGULAR,block,,[],1630586,,,1610612742,31,35,2022-11-17T02:14:43Z,2060000,False,,,0,,U. Garuba BLOCK (2 BLK),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
208,PT10M46.00S,2022-11-17T02:14:42.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,31,35,2022-11-17T02:14:58Z,2070000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,206.0,,,,,,,,,,,,,,,,,
210,PT10M46.00S,2022-11-17T02:14:47.0Z,2,REGULAR,substitution,out,[],1630231,,,1610612742,31,35,2022-11-17T02:15:01Z,2090000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M46.00S,2022-11-17T02:14:47.0Z,2,REGULAR,substitution,out,[],1630586,,,1610612742,31,35,2022-11-17T02:15:01Z,2100000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M46.00S,2022-11-17T02:14:47.0Z,2,REGULAR,substitution,in,[],1630528,,,1610612742,31,35,2022-11-17T02:15:01Z,2110000,False,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT10M46.00S,2022-11-17T02:14:47.0Z,2,REGULAR,substitution,in,[],1630578,,,1610612742,31,35,2022-11-17T02:15:01Z,2120000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT10M40.00S,2022-11-17T02:15:12.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203915,89.30683311432325,3.9215686274509802,1610612742,34,35,2022-11-17T02:15:16Z,2130000,False,-230.0,48.0,1,right,S. Dinwiddie 3PT  (5 PTS) (T. Hardaway Jr. 1 AST),"[203915, 203501]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,,,,,5.0,,,,,T. Hardaway Jr.,203501.0,1.0,,
216,PT10M27.00S,2022-11-17T02:15:24.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,19.66162943495401,50.49019607843137,1610612745,34,35,2022-11-17T02:15:30Z,2150000,False,-2.0,132.0,1,left,MISS K. Porter Jr. 13' step back Shot,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.23,Missed,,,,,,,,,,,,,,,,,,
217,PT10M26.00S,2022-11-17T02:15:25.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,34,35,2022-11-17T02:15:30Z,2160000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,216.0,,,,,,,,,,,,,,,,,
219,PT10M13.00S,2022-11-17T02:15:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,90.09526938239159,54.166666666666664,1610612742,34,35,2022-11-17T02:15:55Z,2180000,False,21.0,41.0,1,right,MISS S. Dinwiddie driving Layup - blocked,"[203915, 1630578]",1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,,Sengun,1630578.0,,,,,,,,,,,,
220,PT10M13.00S,2022-11-17T02:15:44.0Z,2,REGULAR,block,,[],1630578,,,1610612742,34,35,2022-11-17T02:15:47Z,2190000,False,,,0,,A. Sengun BLOCK (2 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
221,PT10M08.00S,2022-11-17T02:15:49.0Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,34,35,2022-11-17T02:15:55Z,2200000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,219.0,1.0,0.0,1.0,,,,,,,,,,,,,,
222,PT10M07.00S,2022-11-17T02:15:49.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,93.38042049934296,50.245098039215684,1610612742,36,35,2022-11-17T02:15:59Z,2210000,False,1.0,10.0,1,right,D. Powell putback Layup (3 PTS),[203939],1610612742.0,DAL,putback,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,3.0,,,,,,,,,
223,PT09M54.00S,2022-11-17T02:16:02.9Z,2,REGULAR,2pt,Jump Shot,[],1630578,29.77989487516426,49.754901960784316,1610612745,36,35,2022-11-17T02:16:08Z,2220000,False,1.0,227.0,1,left,MISS A. Sengun 22' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,22.74,Missed,,,,,,,,,,,,,,,,,,
224,PT09M54.00S,2022-11-17T02:16:02.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,36,35,2022-11-17T02:16:08Z,2230000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Center,,,223.0,,,,,,,,,,,,,,,,,
225,PT09M54.00S,2022-11-17T02:16:08.0Z,2,REGULAR,foul,personal,[],202722,,,1610612745,36,35,2022-11-17T02:16:39Z,2240000,False,,,0,,D. Bertans loose ball personal FOUL (1 PF),"[202722, 1631095]",1610612742.0,DAL,loose ball,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,1.0,0.0,Smith Jr.,1631095.0,,,,,
227,PT09M45.00S,2022-11-17T02:16:30.0Z,2,REGULAR,foul,personal,['3freethrow'],202722,,,1610612745,36,35,2022-11-17T02:16:47Z,2260000,False,,,0,,D. Bertans shooting personal FOUL (2 PF) (Gordon 3 FT),"[202722, 201569]",1610612742.0,DAL,shooting,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,,,,,,,,,202026.0,,,2.0,0.0,Gordon,201569.0,,,,,
229,PT09M45.00S,2022-11-17T02:16:55.9Z,2,REGULAR,freethrow,1 of 3,['2ndchance'],201569,,,1610612745,36,36,2022-11-17T02:16:55Z,2280000,False,,,0,,E. Gordon Free Throw 1 of 3 (3 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
230,PT09M45.00S,2022-11-17T02:17:09.9Z,2,REGULAR,freethrow,2 of 3,['2ndchance'],201569,,,1610612745,36,37,2022-11-17T02:17:09Z,2290000,False,,,0,,E. Gordon Free Throw 2 of 3 (4 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
231,PT09M45.00S,2022-11-17T02:17:25.7Z,2,REGULAR,freethrow,3 of 3,['2ndchance'],201569,,,1610612745,36,38,2022-11-17T02:17:25Z,2300000,False,,,0,,E. Gordon Free Throw 3 of 3 (5 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
232,PT09M30.00S,2022-11-17T02:17:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203939,92.59198423127464,51.225490196078425,1610612742,38,38,2022-11-17T02:17:53Z,2310000,False,6.0,17.0,1,right,D. Powell alley-oop Layup (5 PTS) (T. Hardaway Jr. 2 AST),"[203939, 203501]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,,,5.0,,,,,T. Hardaway Jr.,203501.0,2.0,,
234,PT09M14.00S,2022-11-17T02:17:58.3Z,2,REGULAR,2pt,Jump Shot,[],1629645,23.866622864651774,71.07843137254902,1610612745,38,38,2022-11-17T02:18:02Z,2330000,False,-105.0,172.0,1,left,MISS K. Porter Jr. 20' pullup Shot,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Left Center,20.16,Missed,,,,,,,,,,,,,,,,,,
235,PT09M12.00S,2022-11-17T02:18:00.3Z,2,REGULAR,rebound,defensive,[],1628373,,,1610612742,38,38,2022-11-17T02:18:02Z,2340000,False,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Mid-Range,16-24 Left Center,,,234.0,1.0,1.0,0.0,,,,,,,,,,,,,,
236,PT09M06.00S,2022-11-17T02:18:06.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203501,93.24901445466492,53.18627450980392,1610612742,38,38,2022-11-17T02:18:16Z,2350000,False,16.0,11.0,1,right,MISS T. Hardaway Jr. driving finger roll Layup,[203501],1610612742.0,DAL,driving finger roll,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
237,PT09M06.00S,2022-11-17T02:18:06.5Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,38,38,2022-11-17T02:30:02Z,2360000,False,,,0,,D. Powell REBOUND (Off:2 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,236.0,2.0,0.0,2.0,,,,,,,,,,,,,,
320,PT09M06.00S,2022-11-17T02:18:10.8Z,2,REGULAR,turnover,out-of-bounds,[],203939,,,1610612742,38,38,2022-11-17T02:33:37Z,2365000,False,,,0,,D. Powell lost ball out-of-bounds TURNOVER (1 TO),[203939],1610612742.0,DAL,lost ball,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,202026.0,1.0,,,,,,,,,,
239,PT08M51.00S,2022-11-17T02:18:38.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631095,25.57490144546649,53.431372549019606,1610612745,38,38,2022-11-17T02:33:37Z,2380000,False,-17.0,188.0,1,left,MISS J. Smith Jr. 18' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,18.87,Missed,,,,,,,,,,,,,,,,,,
240,PT08M49.00S,2022-11-17T02:18:40.2Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,38,38,2022-11-17T02:18:42Z,2390000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Center,,,239.0,3.0,3.0,0.0,,,,,,,,,,,,,,
241,PT08M39.00S,2022-11-17T02:18:50.2Z,2,REGULAR,3pt,Jump Shot,[],202722,72.35545335085413,80.14705882352942,1610612742,38,38,2022-11-17T02:18:54Z,2400000,False,151.0,207.0,1,right,MISS D. Bertans 25' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,,,,,,,,,,,,,,,,,
242,PT08M36.00S,2022-11-17T02:18:53.2Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,38,38,2022-11-17T02:18:54Z,2410000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,241.0,4.0,3.0,1.0,,,,,,,,,,,,,,
243,PT08M32.00S,2022-11-17T02:19:00.4Z,2,REGULAR,foul,personal,['2freethrow'],202722,,,1610612745,38,38,2022-11-17T02:19:08Z,2420000,False,,,0,,D. Bertans shooting personal FOUL (3 PF) (Sengun 2 FT),"[202722, 1630578]",1610612742.0,DAL,shooting,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,3.0,0.0,Sengun,1630578.0,,,,,
245,PT08M32.00S,2022-11-17T02:19:33.3Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,38,39,2022-11-17T02:19:33Z,2440000,False,,,0,,A. Sengun Free Throw 1 of 2 (9 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
246,PT08M32.00S,2022-11-17T02:19:34.0Z,2,REGULAR,substitution,out,[],203939,,,1610612745,38,39,2022-11-17T02:19:51Z,2450000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M32.00S,2022-11-17T02:19:34.0Z,2,REGULAR,substitution,out,[],203501,,,1610612745,38,39,2022-11-17T02:19:51Z,2460000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M32.00S,2022-11-17T02:19:34.0Z,2,REGULAR,substitution,out,[],202722,,,1610612745,38,39,2022-11-17T02:19:51Z,2470000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M32.00S,2022-11-17T02:19:34.0Z,2,REGULAR,substitution,in,[],1627827,,,1610612745,38,39,2022-11-17T02:19:51Z,2480000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M32.00S,2022-11-17T02:19:34.0Z,2,REGULAR,substitution,in,[],203493,,,1610612745,38,39,2022-11-17T02:19:51Z,2490000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M32.00S,2022-11-17T02:19:34.0Z,2,REGULAR,substitution,in,[],1626174,,,1610612745,38,39,2022-11-17T02:19:51Z,2500000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT08M32.00S,2022-11-17T02:20:02.2Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,38,40,2022-11-17T02:20:02Z,2510000,False,,,0,,A. Sengun Free Throw 2 of 2 (10 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
253,PT08M15.00S,2022-11-17T02:20:20.5Z,2,REGULAR,2pt,Jump Shot,[],1628373,80.3712220762155,21.323529411764707,1610612742,40,40,2022-11-17T02:20:25Z,2520000,False,-143.0,132.0,1,right,F. Ntilikina 19' step back Jump Shot (5 PTS),[1628373],1610612742.0,DAL,step back,,,Ntilikina,F. Ntilikina,,,,,Mid-Range,16-24 Left Center,19.49,Made,,,,,,,,,5.0,,,,,,,,,
254,PT08M02.00S,2022-11-17T02:20:33.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.30946123521682,50.245098039215684,1610612745,40,42,2022-11-17T02:20:44Z,2530000,False,-1.0,16.0,1,left,A. Sengun cutting Layup (12 PTS) (K. Porter Jr. 3 AST),"[1630578, 1629645]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,,,12.0,,,,,K. Porter Jr.,1629645.0,3.0,,
