actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
176,PT09M06.00S,2022-11-03T01:10:20.1Z,2,REGULAR,3pt,Jump Shot,[],1627736,94.1688567674113,95.34313725490196,1610612762,25,37,2022-11-03T01:10:26Z,1730000,227.0,2.0,1,right,MISS M. Beasley 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
177,PT09M05.00S,2022-11-03T01:10:21.1Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,25,37,2022-11-03T01:10:26Z,1740000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,176.0,4.0,4.0,0.0,,,,,
178,PT08M58.00S,2022-11-03T01:10:29.0Z,2,REGULAR,3pt,Jump Shot,[],203915,29.6484888304862,72.54901960784314,1610612742,25,37,2022-11-03T01:30:49Z,1750000,-113.0,226.0,1,left,MISS S. Dinwiddie 25' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
179,PT08M53.00S,2022-11-03T01:10:34.0Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612762,25,37,2022-11-03T01:10:35Z,1760000,,,0,,M. Beasley REBOUND (Off:0 Def:3),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,178.0,3.0,3.0,0.0,,,,,
180,PT08M37.00S,2022-11-03T01:10:49.2Z,2,REGULAR,3pt,Jump Shot,[],200752,94.56307490144546,5.147058823529411,1610612762,25,37,2022-11-03T01:10:53Z,1770000,-224.0,-1.0,1,right,MISS R. Gay 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
181,PT08M34.00S,2022-11-03T01:10:52.2Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,25,37,2022-11-03T01:10:53Z,1780000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,180.0,2.0,2.0,0.0,,,,,
182,PT08M27.00S,2022-11-03T01:10:59.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203501,6.783837056504599,49.50980392156863,1610612742,25,37,2022-11-03T01:11:05Z,1790000,2.0,11.0,1,left,MISS T. Hardaway Jr. driving Layup,[203501],1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,1.16,Missed,,,,,,,,,,,,,,,,,,
183,PT08M25.00S,2022-11-03T01:11:01.8Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,25,37,2022-11-03T01:11:05Z,1800000,,,0,,R. Gay REBOUND (Off:0 Def:4),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,182.0,4.0,4.0,0.0,,,,,
184,PT08M22.00S,2022-11-03T01:11:06.8Z,2,REGULAR,turnover,out-of-bounds,[],200752,,,1610612762,25,37,2022-11-03T01:11:11Z,1810000,,,0,,R. Gay bad pass out-of-bounds TURNOVER (1 TO),[200752],1610612762.0,UTA,bad pass,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,,,,,,,202053.0,,,,,,,,,1.0,,,,
185,PT08M22.00S,2022-11-03T01:11:10.8Z,2,REGULAR,substitution,out,[],1626174,,,1610612742,25,37,2022-11-03T01:11:18Z,1820000,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M22.00S,2022-11-03T01:11:10.8Z,2,REGULAR,substitution,out,[],1629659,,,1610612742,25,37,2022-11-03T01:11:18Z,1830000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M22.00S,2022-11-03T01:11:10.8Z,2,REGULAR,substitution,in,[],203939,,,1610612742,25,37,2022-11-03T01:11:18Z,1840000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M22.00S,2022-11-03T01:11:10.8Z,2,REGULAR,substitution,in,[],203482,,,1610612742,25,37,2022-11-03T01:11:18Z,1850000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M06.00S,2022-11-03T01:11:47.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,9.543363994743759,48.529411764705884,1610612742,27,37,2022-11-03T01:32:31Z,1860000,7.0,37.0,1,left,S. Dinwiddie driving finger roll Layup (10 PTS),[203915],1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,3.79,Made,10.0,,,,,,,,,,,,,,,,,
190,PT07M58.00S,2022-11-03T01:11:57.6Z,2,REGULAR,foul,offensive,[],203903,,,1610612762,27,37,2022-11-03T01:12:05Z,1870000,,,0,,J. Clarkson offensive FOUL (2 PF),"[203903, 1630182]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,202053.0,2.0,0.0,Green,1630182.0,,,,,,,,,
192,PT07M58.00S,2022-11-03T01:11:57.6Z,2,REGULAR,turnover,offensive foul,[],203903,,,1610612762,27,37,2022-11-03T01:11:57Z,1890000,,,0,,J. Clarkson offensive foul TURNOVER (2 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,202053.0,,,,,,,,,2.0,,,,
193,PT07M58.00S,2022-11-03T01:12:03.9Z,2,REGULAR,substitution,out,[],1627736,,,1610612742,27,37,2022-11-03T01:12:23Z,1900000,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M58.00S,2022-11-03T01:12:03.9Z,2,REGULAR,substitution,out,[],1631117,,,1610612742,27,37,2022-11-03T01:12:23Z,1910000,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M58.00S,2022-11-03T01:12:03.9Z,2,REGULAR,substitution,in,[],1628374,,,1610612742,27,37,2022-11-03T01:12:23Z,1920000,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M58.00S,2022-11-03T01:12:03.9Z,2,REGULAR,substitution,in,[],201144,,,1610612742,27,37,2022-11-03T01:12:23Z,1930000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M58.00S,2022-11-03T01:12:03.9Z,2,REGULAR,substitution,out,[],200752,,,1610612742,27,37,2022-11-03T01:13:17Z,1935000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M58.00S,2022-11-03T01:12:03.9Z,2,REGULAR,substitution,in,[],1629012,,,1610612742,27,37,2022-11-03T01:13:17Z,1937500,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M45.00S,2022-11-03T01:12:37.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203939,6.1268068331143235,50.73529411764706,1610612742,29,37,2022-11-03T01:12:42Z,1940000,-4.0,5.0,1,left,D. Powell alley-oop DUNK (2 PTS) (S. Dinwiddie 1 AST),"[203939, 203915]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
199,PT07M25.00S,2022-11-03T01:12:59.0Z,2,REGULAR,turnover,traveling,[],1629012,,,1610612762,29,37,2022-11-03T01:13:08Z,1960000,,,0,,C. Sexton traveling TURNOVER (1 TO),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Right,,,,,,,1628159.0,,,,,,,,,1.0,,,,
204,PT07M19.00S,2022-11-03T01:13:24.4Z,2,REGULAR,foul,personal,[],203482,,,1610612742,29,37,2022-11-03T01:13:48Z,1990000,,,0,,K. Olynyk personal FOUL (1 PF),"[203482, 203939]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628159.0,1.0,0.0,Powell,203939.0,,,,,,,,,
206,PT07M02.00S,2022-11-03T01:13:55.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203915,29.517082785808146,32.35294117647059,1610612742,29,37,2022-11-03T01:33:48Z,2010000,88.0,225.0,1,left,MISS S. Dinwiddie 24' step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,24.17,Missed,,,,,,,,,,,,,,,,,,
207,PT06M58.00S,2022-11-03T01:13:59.4Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612742,29,37,2022-11-03T01:14:03Z,2020000,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,206.0,1.0,0.0,1.0,,,,,
208,PT06M56.00S,2022-11-03T01:14:00.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203501,26.49474375821288,78.92156862745098,1610612742,29,37,2022-11-03T01:14:05Z,2030000,-145.0,197.0,1,left,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,24.41,Missed,,,,,,,,,,,,,,,,,,
209,PT06M54.00S,2022-11-03T01:14:02.0Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,29,37,2022-11-03T01:14:05Z,2040000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,208.0,1.0,1.0,0.0,,,,,
210,PT06M47.00S,2022-11-03T01:14:10.0Z,2,REGULAR,3pt,Jump Shot,[],201144,72.88107752956637,21.813725490196077,1610612762,29,37,2022-11-03T01:14:17Z,2050000,-141.0,202.0,1,right,MISS M. Conley 24' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,24.66,Missed,,,,,,,,,,,,,,,,,,
211,PT06M42.00S,2022-11-03T01:14:15.0Z,2,REGULAR,rebound,offensive,[],203903,,,1610612762,29,37,2022-11-03T01:14:17Z,2060000,,,0,,J. Clarkson REBOUND (Off:2 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,210.0,4.0,2.0,2.0,,,,,
212,PT06M42.00S,2022-11-03T01:14:15.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203903,93.11760840998686,50.73529411764706,1610612762,29,39,2022-11-03T01:14:21Z,2070000,4.0,12.0,1,right,J. Clarkson Layup (9 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,1.27,Made,9.0,,,,,,,,,,,,,,,,,
214,PT06M22.00S,2022-11-03T01:14:49.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203939,6.521024967148489,49.01960784313725,1610612742,31,39,2022-11-03T01:14:55Z,2090000,5.0,9.0,1,left,D. Powell reverse Layup (4 PTS) (T. Hardaway Jr. 2 AST),"[203939, 203501]",1610612742.0,DAL,reverse,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1.01,Made,4.0,T. Hardaway Jr.,203501.0,2.0,,,,,,,,,,,,,,
216,PT06M06.00S,2022-11-03T01:15:05.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.85479632063075,48.28431372549019,1610612762,31,41,2022-11-03T01:15:12Z,2110000,-9.0,15.0,1,right,L. Markkanen cutting Layup (4 PTS) (C. Sexton 3 AST),"[1628374, 1629012]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.7,Made,4.0,C. Sexton,1629012.0,3.0,,,,,,,,,,,,,,
218,PT05M46.00S,2022-11-03T01:15:25.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,11.645860709592641,35.78431372549019,1610612742,31,41,2022-11-03T01:35:05Z,2130000,71.0,57.0,1,left,MISS S. Dinwiddie 9' driving floating bank Shot,[203915],1610612742.0,DAL,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Right,9.11,Missed,,,,,,,,,,,,,,,,,,
219,PT05M45.00S,2022-11-03T01:15:26.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,31,41,2022-11-03T01:15:33Z,2140000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,218.0,,,,,,,,
221,PT05M45.00S,2022-11-03T01:15:32.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,31,41,2022-11-03T01:15:32Z,2160000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M45.00S,2022-11-03T01:15:36.1Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,31,41,2022-11-03T01:18:27Z,2170000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M45.00S,2022-11-03T01:15:36.1Z,2,REGULAR,substitution,out,[],203501,,,1610612742,31,41,2022-11-03T01:18:27Z,2180000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M45.00S,2022-11-03T01:15:36.1Z,2,REGULAR,substitution,out,[],1628467,,,1610612742,31,41,2022-11-03T01:18:27Z,2190000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M45.00S,2022-11-03T01:15:36.1Z,2,REGULAR,substitution,out,[],203903,,,1610612742,31,41,2022-11-03T01:18:27Z,2200000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M45.00S,2022-11-03T01:15:36.1Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,31,41,2022-11-03T01:18:27Z,2210000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M45.00S,2022-11-03T01:15:36.1Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,31,41,2022-11-03T01:18:27Z,2220000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M45.00S,2022-11-03T01:15:36.1Z,2,REGULAR,substitution,in,[],203493,,,1610612742,31,41,2022-11-03T01:18:27Z,2230000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M45.00S,2022-11-03T01:15:36.1Z,2,REGULAR,substitution,in,[],1629020,,,1610612742,31,41,2022-11-03T01:18:27Z,2240000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M45.00S,2022-11-03T01:18:33.5Z,2,REGULAR,turnover,5-second-violation,['team'],0,,,1610612742,31,41,2022-11-03T01:18:42Z,2250000,,,0,,DAL 5-second-violation Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,,,,,,,,,,,,,
231,PT05M29.00S,2022-11-03T01:19:00.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629012,92.19776609724047,49.754901960784316,1610612762,31,41,2022-11-03T01:35:56Z,2260000,-1.0,21.0,1,right,MISS C. Sexton cutting Layup,[1629012],1610612762.0,UTA,cutting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
232,PT05M27.00S,2022-11-03T01:19:02.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,31,41,2022-11-03T01:19:26Z,2270000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,231.0,,,,,,,,
233,PT05M27.00S,2022-11-03T01:19:13.7Z,2,REGULAR,foul,personal,[],1629029,,,1610612762,31,41,2022-11-03T01:19:31Z,2280000,,,0,,L. Doncic loose ball personal FOUL (3 PF),"[1629029, 1629020]",1610612742.0,DAL,loose ball,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,3.0,0.0,Vanderbilt,1629020.0,,,,,,,,,
235,PT05M13.00S,2022-11-03T01:19:40.2Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203482,76.42904073587385,29.411764705882355,1610612762,31,43,2022-11-03T01:36:45Z,2300000,-103.0,169.0,1,right,K. Olynyk 19' step back Jump Shot (4 PTS) (J. Vanderbilt 1 AST),"[203482, 1629020]",1610612762.0,UTA,step back,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Left Center,19.79,Made,4.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,,,,,
237,PT04M56.00S,2022-11-03T01:20:00.3Z,2,REGULAR,foul,personal,[],1628374,,,1610612742,31,43,2022-11-03T01:20:19Z,2320000,,,0,,L. Markkanen personal FOUL (1 PF),"[1628374, 203939]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Right Center,,,,,,,202053.0,1.0,0.0,Powell,203939.0,,,,,,,,,
239,PT04M43.00S,2022-11-03T01:20:31.0Z,2,REGULAR,3pt,Jump Shot,[],1629029,28.728646517739815,19.852941176470587,1610612742,34,43,2022-11-03T01:20:36Z,2340000,151.0,218.0,1,left,L. Doncic 26' 3PT step back (8 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,26.46,Made,8.0,,,,,,,,,,,,,,,,,
240,PT04M33.00S,2022-11-03T01:20:42.1Z,2,REGULAR,turnover,bad pass,[],1629012,,,1610612762,34,43,2022-11-03T01:20:48Z,2350000,,,0,,C. Sexton bad pass TURNOVER (2 TO),"[1629012, 203915]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2.0,Dinwiddie,203915.0,,
241,PT04M33.00S,2022-11-03T01:20:42.1Z,2,REGULAR,steal,,[],203915,,,1610612742,34,43,2022-11-03T01:20:43Z,2360000,,,0,,S. Dinwiddie STEAL (4 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
242,PT04M29.00S,2022-11-03T01:20:46.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203493,19.136005256241788,91.91176470588235,1610612742,34,43,2022-11-03T01:20:52Z,2370000,-210.0,127.0,1,left,MISS R. Bullock 24' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,24.53,Missed,,,,,,,,,,,,,,,,,,
243,PT04M25.00S,2022-11-03T01:20:50.4Z,2,REGULAR,rebound,defensive,[],203482,,,1610612762,34,43,2022-11-03T01:20:52Z,2380000,,,0,,K. Olynyk REBOUND (Off:2 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,242.0,4.0,2.0,2.0,,,,,
244,PT04M23.00S,2022-11-03T01:20:51.7Z,2,REGULAR,turnover,bad pass,[],203482,,,1610612762,34,43,2022-11-03T01:21:00Z,2390000,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1629029]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Doncic,1629029.0,,
245,PT04M23.00S,2022-11-03T01:20:51.7Z,2,REGULAR,steal,,[],1629029,,,1610612742,34,43,2022-11-03T01:20:53Z,2400000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
246,PT04M20.00S,2022-11-03T01:20:58.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629029,7.5722733245729295,54.41176470588235,1610612742,34,43,2022-11-03T01:21:16Z,2410000,-22.0,19.0,1,left,MISS L. Doncic running Layup - blocked,"[1629029, 1629020]",1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,Vanderbilt,1629020.0
247,PT04M20.00S,2022-11-03T01:20:58.0Z,2,REGULAR,block,,[],1629020,,,1610612742,34,43,2022-11-03T01:21:57Z,2420000,,,0,,J. Vanderbilt BLOCK (1 BLK),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
248,PT04M19.00S,2022-11-03T01:20:59.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,34,43,2022-11-03T01:21:16Z,2430000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,246.0,,,,,,,,
250,PT04M08.00S,2022-11-03T01:21:26.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629029,26.62614980289093,87.99019607843137,1610612742,37,43,2022-11-03T01:21:39Z,2450000,-190.0,198.0,1,left,L. Doncic 27' 3PT step back (11 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,27.43,Made,11.0,,,,,,,,,,,,,,,,,
251,PT04M08.00S,2022-11-03T01:21:31.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203482,,,1610612742,37,43,2022-11-03T01:21:38Z,2460000,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Doncic 1 FT),"[203482, 1629029]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,1628159.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,
253,PT04M08.00S,2022-11-03T01:22:03.2Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1629029,,,1610612742,37,43,2022-11-03T01:22:10Z,2480000,,,0,,MISS L. Doncic Free Throw 1 of 1,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
254,PT04M06.00S,2022-11-03T01:22:05.2Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,37,43,2022-11-03T01:22:10Z,2490000,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,253.0,4.0,4.0,0.0,,,,,
255,PT03M49.00S,2022-11-03T01:22:21.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,93.51182654402102,51.470588235294116,1610612762,37,45,2022-11-03T01:22:26Z,2500000,7.0,8.0,1,right,L. Markkanen cutting DUNK (6 PTS) (M. Conley 1 AST),"[1628374, 201144]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.13,Made,6.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,
257,PT03M36.00S,2022-11-03T01:22:35.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612742,37,45,2022-11-03T01:22:46Z,2520000,,,0,,K. Olynyk shooting personal FOUL (3 PF) (Powell 2 FT),"[203482, 203939]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,3.0,0.0,Powell,203939.0,,,,,,,,,
259,PT03M36.00S,2022-11-03T01:23:08.7Z,2,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,37,45,2022-11-03T01:23:08Z,2540000,,,0,,MISS D. Powell Free Throw 1 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
260,PT03M36.00S,2022-11-03T01:23:08.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,37,45,2022-11-03T01:23:08Z,2550000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,259.0,,,,,,,,
261,PT03M36.00S,2022-11-03T01:23:10.3Z,2,REGULAR,substitution,out,[],203482,,,1610612742,37,45,2022-11-03T01:23:21Z,2560000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M36.00S,2022-11-03T01:23:10.3Z,2,REGULAR,substitution,in,[],203903,,,1610612742,37,45,2022-11-03T01:23:21Z,2570000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M36.00S,2022-11-03T01:23:35.8Z,2,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,38,45,2022-11-03T01:23:35Z,2580000,,,0,,D. Powell Free Throw 2 of 2 (5 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
