actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
256,PT06M56.00S,2025-11-23T18:50:55.8Z,2,REGULAR,substitution,out,[],1631170,,,1610612755,43,49,2025-11-23T18:51:05Z,2540000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,,,,,,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,
257,PT06M56.00S,2025-11-23T18:50:55.8Z,2,REGULAR,substitution,out,[],1630696,,,1610612755,43,49,2025-11-23T18:51:05Z,2550000,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,,,,,,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,
258,PT06M56.00S,2025-11-23T18:50:55.8Z,2,REGULAR,substitution,in,[],1630558,,,1610612755,43,49,2025-11-23T18:51:05Z,2560000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
259,PT06M56.00S,2025-11-23T18:50:55.8Z,2,REGULAR,substitution,in,[],1641796,,,1610612755,43,49,2025-11-23T18:51:05Z,2570000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,
260,PT06M56.00S,2025-11-23T18:50:55.8Z,2,REGULAR,substitution,in,[],1626181,,,1610612755,43,49,2025-11-23T18:51:05Z,2580000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
261,PT06M56.00S,2025-11-23T18:51:22.8Z,2,REGULAR,freethrow,1 of 1,[],1630570,,,1610612755,44,49,2025-11-23T18:51:22Z,2590000,False,,,0,,T. Watford Free Throw 1 of 1 (8 PTS),[1630570],1610612755.0,PHI,,,,,,,,,,,,Watford,T. Watford,,,,,Made,8.0,,,,,,,,,,,,
311,PT06M40.00S,2025-11-23T18:51:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,85.75886990801577,50.98039215686274,1610612748,44,49,2025-11-23T19:07:52Z,2595000,False,5.0,81.0,1,right,MISS P. Larsson 8' driving Layup - blocked,"[1641796, 1629656]",1610612748.0,MIA,driving,,,,,,In The Paint (Non-RA),8-16 Center,,,,Larsson,P. Larsson,,,,8.15,Missed,,,,,,,,,Grimes,1629656.0,,,
312,PT06M40.00S,2025-11-23T18:51:35.8Z,2,REGULAR,block,,[],1629656,,,1610612748,44,49,2025-11-23T18:59:36Z,2597500,False,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
313,PT06M37.00S,2025-11-23T18:51:38.8Z,2,REGULAR,rebound,offensive,[],1630558,,,1610612748,44,49,2025-11-23T18:59:52Z,2598750,False,,,0,,D. Mitchell REBOUND (Off:1 Def:5),[1630558],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Mitchell,D. Mitchell,,,,,,,,,,311.0,6.0,5.0,1.0,,,,,
262,PT06M33.00S,2025-11-23T18:51:48.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630558,90.3580814717477,58.57843137254902,1610612748,44,49,2025-11-23T18:59:36Z,2600000,False,43.0,38.0,1,right,MISS D. Mitchell driving floating Shot,[1630558],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Mitchell,D. Mitchell,,,,5.74,Missed,,,,,,,,,,,,,
264,PT06M31.00S,2025-11-23T18:51:50.9Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,44,49,2025-11-23T18:54:49Z,2620000,False,,,0,,A. Drummond REBOUND (Off:4 Def:9),[203083],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,262.0,13.0,9.0,4.0,,,,,
265,PT06M08.00S,2025-11-23T18:52:29.2Z,2,REGULAR,violation,kicked ball,[],1628389,,,1610612755,44,49,2025-11-23T18:52:44Z,2630000,False,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,,,,,,202901.0,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
266,PT06M08.00S,2025-11-23T18:52:33.0Z,2,REGULAR,substitution,out,[],202331,,,1610612755,44,49,2025-11-23T18:52:37Z,2640000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,,
267,PT06M08.00S,2025-11-23T18:52:33.0Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,44,49,2025-11-23T18:52:37Z,2650000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
268,PT05M55.00S,2025-11-23T18:52:59.7Z,2,REGULAR,3pt,Jump Shot,[],1629656,27.94021024967148,80.88235294117648,1610612755,47,49,2025-11-23T18:53:03Z,2660000,False,-154.0,210.0,1,left,Q. Grimes 26' 3PT  (3 PTS) (T. Maxey 3 AST),"[1629656, 1630178]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Grimes,Q. Grimes,,,,26.07,Made,3.0,T. Maxey,1630178.0,3.0,,,,,,,,,
270,PT05M43.00S,2025-11-23T18:53:15.1Z,2,REGULAR,foul,personal,[],1630570,,,1610612748,47,49,2025-11-23T18:53:23Z,2680000,False,,,0,,T. Watford personal FOUL (1 PF),"[1630570, 1641796]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,1628171.0,1.0,0.0,Watford,T. Watford,Larsson,1641796.0,,,,,,,,,,,,,,,,
272,PT05M43.00S,2025-11-23T18:53:24.7Z,2,REGULAR,substitution,out,[],203083,,,1610612748,47,49,2025-11-23T18:53:28Z,2700000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
273,PT05M43.00S,2025-11-23T18:53:24.7Z,2,REGULAR,substitution,in,[],1631230,,,1610612748,47,49,2025-11-23T18:53:28Z,2710000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
274,PT05M35.00S,2025-11-23T18:53:40.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,88.38699080157687,50.73529411764706,1610612748,47,49,2025-11-23T18:53:45Z,2720000,False,4.0,57.0,1,right,MISS N. Powell driving floating Shot,[1626181],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Powell,N. Powell,,,,5.68,Missed,,,,,,,,,,,,,
275,PT05M32.00S,2025-11-23T18:53:43.5Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,47,49,2025-11-23T18:53:45Z,2730000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Adebayo,B. Adebayo,,,,,,,,,,274.0,2.0,1.0,1.0,,,,,
276,PT05M32.00S,2025-11-23T18:53:43.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,94.40999984741211,50.0,1610612748,47,49,2025-11-23T18:53:43Z,2740000,False,0.0,0.0,1,right,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,,,,Mid-Range,8-16 Left,,,,Adebayo,B. Adebayo,,,,0.0,Missed,,,,,,,,,,,,,
277,PT05M32.00S,2025-11-23T18:53:44.3Z,2,REGULAR,rebound,defensive,[],1631230,,,1610612755,47,49,2025-11-23T18:53:44Z,2750000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Barlow,D. Barlow,,,,,,,,,,276.0,1.0,1.0,0.0,,,,,
278,PT05M25.00S,2025-11-23T18:53:55.2Z,2,REGULAR,foul,personal,[],1641796,,,1610612755,47,49,2025-11-23T18:54:10Z,2760000,False,,,0,,P. Larsson personal FOUL (1 PF),"[1641796, 1629656]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,202007.0,1.0,0.0,Larsson,P. Larsson,Grimes,1629656.0,,,,,,,,,,,,,,,,
280,PT05M22.00S,2025-11-23T18:54:14.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,8.754927726675426,48.28431372549019,1610612755,49,49,2025-11-23T18:54:18Z,2780000,False,9.0,30.0,1,left,Q. Grimes driving Layup (5 PTS) (T. Watford 3 AST),"[1629656, 1630570]",1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,,Grimes,Q. Grimes,,,,3.1,Made,5.0,T. Watford,1630570.0,3.0,,,,,,,,,
282,PT05M10.00S,2025-11-23T18:54:25.7Z,2,REGULAR,3pt,Jump Shot,[],1630558,68.41327201051249,33.57843137254902,1610612748,49,52,2025-11-23T18:54:29Z,2800000,False,-82.0,244.0,1,right,D. Mitchell 25' 3PT  (7 PTS) (P. Larsson 3 AST),"[1630558, 1641796]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Mitchell,D. Mitchell,,,,25.78,Made,7.0,P. Larsson,1641796.0,3.0,,,,,,,,,
284,PT04M58.00S,2025-11-23T18:54:37.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,6.652431011826544,45.588235294117645,1610612755,49,52,2025-11-23T18:54:42Z,2820000,False,22.0,10.0,1,left,MISS T. Watford driving Layup,[1630570],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,,Watford,T. Watford,,,,2.43,Missed,,,,,,,,,,,,,
285,PT04M56.00S,2025-11-23T18:54:39.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,49,52,2025-11-23T18:56:15Z,2830000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Adebayo,B. Adebayo,,,,,,,,,,284.0,3.0,2.0,1.0,,,,,
286,PT04M52.00S,2025-11-23T18:54:44.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,67.23061760840999,32.35294117647059,1610612748,49,55,2025-11-23T18:54:50Z,2840000,False,-88.0,256.0,1,right,N. Powell 27' 3PT running (13 PTS) (D. Mitchell 7 AST),"[1626181, 1630558]",1610612748.0,MIA,running,,,,,,Above the Break 3,24+ Left Center,,,,Powell,N. Powell,,,,27.03,Made,13.0,D. Mitchell,1630558.0,7.0,,,,,,,,,
288,PT04M32.00S,2025-11-23T18:55:03.4Z,2,REGULAR,3pt,Jump Shot,[],1631230,7.046649145860711,4.901960784313726,1610612755,52,55,2025-11-23T18:55:07Z,2860000,False,225.0,14.0,1,left,D. Barlow 3PT  (3 PTS) (T. Maxey 4 AST),"[1631230, 1630178]",1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,Barlow,D. Barlow,,,,22.59,Made,3.0,T. Maxey,1630178.0,4.0,,,,,,,,,
290,PT04M13.00S,2025-11-23T18:55:22.7Z,2,REGULAR,3pt,Jump Shot,[],1630558,97.45400788436268,94.6078431372549,1610612748,52,55,2025-11-23T18:55:26Z,2880000,False,223.0,-29.0,1,right,MISS D. Mitchell 3PT,[1630558],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,,Mitchell,D. Mitchell,,,,22.48,Missed,,,,,,,,,,,,,
291,PT04M11.00S,2025-11-23T18:55:24.7Z,2,REGULAR,rebound,defensive,[],1642348,,,1610612755,52,55,2025-11-23T18:55:26Z,2890000,False,,,0,,J. Edwards REBOUND (Off:1 Def:1),[1642348],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,Edwards,J. Edwards,,,,,,,,,,290.0,2.0,1.0,1.0,,,,,
292,PT04M02.00S,2025-11-23T18:55:34.2Z,2,REGULAR,3pt,Jump Shot,[],1630178,34.641918528252305,34.068627450980394,1610612755,52,55,2025-11-23T18:55:38Z,2900000,False,80.0,273.0,1,left,MISS T. Maxey 28' step back 3PT,[1630178],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Center,,,,Maxey,T. Maxey,,,,28.45,Missed,,,,,,,,,,,,,
293,PT03M59.00S,2025-11-23T18:55:37.2Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,52,55,2025-11-23T18:55:38Z,2910000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Adebayo,B. Adebayo,,,,,,,,,,292.0,4.0,3.0,1.0,,,,,
294,PT03M53.00S,2025-11-23T18:55:46.1Z,2,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612748,52,55,2025-11-23T18:55:52Z,2920000,False,,,0,,Q. Grimes shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1629656, 1628389]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202901.0,2.0,0.0,Grimes,Q. Grimes,Adebayo,1628389.0,,,,,,,,,,,,,,,,
296,PT03M53.00S,2025-11-23T18:56:17.3Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,52,56,2025-11-23T18:56:17Z,2940000,False,,,0,,B. Adebayo Free Throw 1 of 2 (4 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,Made,4.0,,,,,,,,,,,,
297,PT03M53.00S,2025-11-23T18:56:18.0Z,2,REGULAR,substitution,out,[],1630570,,,1610612748,52,56,2025-11-23T18:56:29Z,2950000,False,,,0,,SUB out: T. Watford,[1630570],1610612755.0,PHI,,,,,,,,,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,
298,PT03M53.00S,2025-11-23T18:56:18.0Z,2,REGULAR,substitution,out,[],1642352,,,1610612748,52,56,2025-11-23T18:56:29Z,2960000,False,,,0,,SUB out: K. Johnson,[1642352],1610612748.0,MIA,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
299,PT03M53.00S,2025-11-23T18:56:18.0Z,2,REGULAR,substitution,in,[],1631133,,,1610612748,52,56,2025-11-23T18:56:29Z,2970000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,
300,PT03M53.00S,2025-11-23T18:56:18.0Z,2,REGULAR,substitution,in,[],1631170,,,1610612748,52,56,2025-11-23T18:56:29Z,2980000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,,,,,,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,
301,PT03M53.00S,2025-11-23T18:56:40.8Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,52,57,2025-11-23T18:56:40Z,2990000,False,,,0,,B. Adebayo Free Throw 2 of 2 (5 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,Made,5.0,,,,,,,,,,,,
302,PT03M34.00S,2025-11-23T18:56:59.5Z,2,REGULAR,turnover,lost ball,[],1642348,,,1610612755,52,57,2025-11-23T18:57:09Z,3000000,False,,,0,,J. Edwards lost ball TURNOVER (1 TO),"[1642348, 1626181]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,,,,Edwards,J. Edwards,,,1.0,,,,,,,,,,,,,Powell,1626181.0,
303,PT03M34.00S,2025-11-23T18:56:59.5Z,2,REGULAR,steal,,[],1626181,,,1610612748,52,57,2025-11-23T18:57:01Z,3010000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
304,PT03M31.00S,2025-11-23T18:57:03.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626181,94.95729303547962,50.245098039215684,1610612748,52,59,2025-11-23T18:57:14Z,3020000,False,1.0,-5.0,1,right,N. Powell running finger roll Layup (15 PTS),[1626181],1610612748.0,MIA,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Powell,N. Powell,,,,0.52,Made,15.0,,,,,,,,,,,,
305,PT03M14.00S,2025-11-23T18:57:19.9Z,2,REGULAR,3pt,Jump Shot,[],1629656,34.510512483574246,58.57843137254902,1610612755,55,59,2025-11-23T18:57:25Z,3030000,False,-43.0,272.0,1,left,Q. Grimes 27' 3PT pullup (8 PTS) (J. Walker 1 AST),"[1629656, 1631133]",1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Center,,,,Grimes,Q. Grimes,,,,27.53,Made,8.0,J. Walker,1631133.0,1.0,,,,,,,,,
307,PT03M04.00S,2025-11-23T18:57:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,93.77463863337714,49.50980392156863,1610612748,55,61,2025-11-23T18:57:44Z,3050000,False,-2.0,6.0,1,right,N. Powell cutting Layup (17 PTS) (B. Adebayo 1 AST),"[1626181, 1628389]",1610612748.0,MIA,cutting,,,,,,Restricted Area,0-8 Center,,,,Powell,N. Powell,,,,0.65,Made,17.0,B. Adebayo,1628389.0,1.0,,,,,,,,,
309,PT02M53.00S,2025-11-23T18:57:57.2Z,2,REGULAR,turnover,out-of-bounds,[],1642348,,,1610612755,55,61,2025-11-23T18:58:46Z,3070000,False,,,0,,J. Edwards step out-of-bounds TURNOVER (2 TO),[1642348],1610612755.0,PHI,step,,,,,,Right Corner 3,24+ Right,202007.0,,,Edwards,J. Edwards,,,2.0,,,,,,,,,,,,,,,
310,PT02M53.00S,2025-11-23T18:58:25.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,55,61,2025-11-23T18:58:25Z,3080000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M53.00S,2025-11-23T19:00:28.6Z,2,REGULAR,substitution,out,[],1631230,,,1610612748,55,61,2025-11-23T19:00:36Z,3090000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
315,PT02M53.00S,2025-11-23T19:00:28.6Z,2,REGULAR,substitution,out,[],1631133,,,1610612748,55,61,2025-11-23T19:00:36Z,3100000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,
316,PT02M53.00S,2025-11-23T19:00:28.6Z,2,REGULAR,substitution,in,[],203083,,,1610612748,55,61,2025-11-23T19:00:36Z,3110000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
317,PT02M53.00S,2025-11-23T19:00:28.6Z,2,REGULAR,substitution,in,[],1642272,,,1610612748,55,61,2025-11-23T19:00:36Z,3120000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,,,,,,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,
318,PT02M39.00S,2025-11-23T19:00:51.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626181,90.22667542706965,52.94117647058824,1610612748,55,63,2025-11-23T19:00:56Z,3130000,False,15.0,39.0,1,right,N. Powell driving Hook (19 PTS),[1626181],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,,,,Powell,N. Powell,,,,4.21,Made,19.0,,,,,,,,,,,,
319,PT02M22.00S,2025-11-23T19:01:10.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,6.521024967148489,52.450980392156865,1610612755,57,63,2025-11-23T19:01:14Z,3140000,False,-12.0,9.0,1,left,Q. Grimes driving Layup (10 PTS),[1629656],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,,Grimes,Q. Grimes,,,,1.51,Made,10.0,,,,,,,,,,,,
320,PT02M22.00S,2025-11-23T19:01:13.1Z,2,REGULAR,foul,personal,['1freethrow'],1641796,,,1610612755,57,63,2025-11-23T19:01:18Z,3150000,False,,,0,,P. Larsson shooting personal FOUL (2 PF) (Grimes 1 FT),"[1641796, 1629656]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,1628171.0,2.0,0.0,Larsson,P. Larsson,Grimes,1629656.0,,,,,,,,,,,,,,,,
322,PT02M22.00S,2025-11-23T19:01:39.2Z,2,REGULAR,freethrow,1 of 1,[],1629656,,,1610612755,58,63,2025-11-23T19:01:39Z,3170000,False,,,0,,Q. Grimes Free Throw 1 of 1 (11 PTS),[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,,,Made,11.0,,,,,,,,,,,,
323,PT02M14.00S,2025-11-23T19:01:47.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,85.75886990801577,49.01960784313725,1610612748,58,65,2025-11-23T19:01:51Z,3180000,False,-5.0,81.0,1,right,B. Adebayo 8' Hook (7 PTS) (P. Larsson 4 AST),"[1628389, 1641796]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Adebayo,B. Adebayo,,,,8.15,Made,7.0,P. Larsson,1641796.0,4.0,,,,,,,,,
326,PT01M56.00S,2025-11-23T19:02:23.1Z,2,REGULAR,foul,personal,[],1626181,,,1610612755,58,65,2025-11-23T19:02:28Z,3210000,False,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1642272]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,202901.0,1.0,0.0,Powell,N. Powell,McCain,1642272.0,,,,,,,,,,,,,,,,
328,PT01M39.00S,2025-11-23T19:02:57.1Z,2,REGULAR,3pt,Jump Shot,[],1630178,43.051905387647835,10.784313725490197,1610612755,61,65,2025-11-23T19:03:04Z,3230000,False,196.0,352.0,1,left,T. Maxey 40' 3PT turnaround (14 PTS),[1630178],1610612755.0,PHI,turnaround,,,,,,Above the Break 3,24+ Right Center,,,,Maxey,T. Maxey,,,,40.31,Made,14.0,,,,,,,,,,,,
329,PT01M27.00S,2025-11-23T19:03:09.5Z,2,REGULAR,turnover,bad pass,[],1641796,,,1610612748,61,65,2025-11-23T19:03:14Z,3240000,False,,,0,,P. Larsson bad pass TURNOVER (2 TO),"[1641796, 1642348]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Larsson,P. Larsson,,,2.0,,,,,,,,,,,,,Edwards,1642348.0,
330,PT01M27.00S,2025-11-23T19:03:09.5Z,2,REGULAR,steal,,[],1642348,,,1610612755,61,65,2025-11-23T19:03:11Z,3250000,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
331,PT01M22.00S,2025-11-23T19:03:13.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630178,8.229303547963205,4.901960784313726,1610612755,64,65,2025-11-23T19:03:19Z,3260000,False,225.0,25.0,1,left,T. Maxey 3PT running (17 PTS) (J. Edwards 2 AST),"[1630178, 1642348]",1610612755.0,PHI,running,,,,,,Right Corner 3,24+ Right,,,,Maxey,T. Maxey,,,,22.69,Made,17.0,J. Edwards,1642348.0,2.0,,,,,,,,,
333,PT01M09.00S,2025-11-23T19:03:26.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,83.39356110381078,44.36274509803921,1610612748,64,67,2025-11-23T19:03:30Z,3280000,False,-28.0,104.0,1,right,B. Adebayo 10' Jump Shot (9 PTS) (P. Larsson 5 AST),"[1628389, 1641796]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Adebayo,B. Adebayo,,,,10.74,Made,9.0,P. Larsson,1641796.0,5.0,,,,,,,,,
335,PT00M44.40S,2025-11-23T19:03:51.8Z,2,REGULAR,3pt,Jump Shot,[],1642272,30.699737187910642,25.98039215686275,1610612755,67,67,2025-11-23T19:03:56Z,3300000,False,120.0,236.0,1,left,J. McCain 26' 3PT step back (7 PTS) (J. Edwards 3 AST),"[1642272, 1642348]",1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,,,,McCain,J. McCain,,,,26.49,Made,7.0,J. Edwards,1642348.0,3.0,,,,,,,,,
337,PT00M35.60S,2025-11-23T19:04:06.7Z,2,REGULAR,foul,personal,['3freethrow'],1629656,,,1610612748,67,67,2025-11-23T19:04:14Z,3320000,False,,,0,,Q. Grimes shooting personal FOUL (3 PF) (Powell 3 FT),"[1629656, 1626181]",1610612755.0,PHI,shooting,,,,,,Above the Break 3,24+ Left Center,202007.0,3.0,0.0,Grimes,Q. Grimes,Powell,1626181.0,,,,,,,,,,,,,,,,
339,PT00M35.60S,2025-11-23T19:04:40.8Z,2,REGULAR,freethrow,1 of 3,[],1626181,,,1610612748,67,67,2025-11-23T19:04:40Z,3340000,False,,,0,,MISS N. Powell Free Throw 1 of 3,[1626181],1610612748.0,MIA,,,,,,,,,,,,Powell,N. Powell,,,,,Missed,,,,,,,,,,,,,
340,PT00M35.60S,2025-11-23T19:04:40.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,67,67,2025-11-23T19:04:40Z,3350000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,339.0,,,,,,,,
341,PT00M35.60S,2025-11-23T19:05:03.4Z,2,REGULAR,freethrow,2 of 3,[],1626181,,,1610612748,67,68,2025-11-23T19:05:03Z,3360000,False,,,0,,N. Powell Free Throw 2 of 3 (20 PTS),[1626181],1610612748.0,MIA,,,,,,,,,,,,Powell,N. Powell,,,,,Made,20.0,,,,,,,,,,,,
342,PT00M35.60S,2025-11-23T19:05:04.5Z,2,REGULAR,substitution,out,[],1641796,,,1610612748,67,68,2025-11-23T19:05:09Z,3370000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,
343,PT00M35.60S,2025-11-23T19:05:04.5Z,2,REGULAR,substitution,in,[],1642276,,,1610612748,67,68,2025-11-23T19:05:09Z,3380000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,
344,PT00M35.60S,2025-11-23T19:05:23.2Z,2,REGULAR,freethrow,3 of 3,[],1626181,,,1610612748,67,69,2025-11-23T19:05:23Z,3390000,False,,,0,,N. Powell Free Throw 3 of 3 (21 PTS),[1626181],1610612748.0,MIA,,,,,,,,,,,,Powell,N. Powell,,,,,Made,21.0,,,,,,,,,,,,
