actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
176,PT12M00.00S,2026-04-04T23:43:14.4Z,2,REGULAR,substitution,in,['startperiod'],1629750,,,1610612765,31,41,2026-04-04T23:43:42Z,1740000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-04-04T23:43:51.5Z,2,REGULAR,period,start,[],0,,,1610612755,31,41,2026-04-04T23:43:51Z,1750000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M39.00S,2026-04-04T23:44:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,7.703679369250986,55.14705882352941,1610612755,31,41,2026-04-04T23:44:23Z,1760000,False,-26.0,20.0,1,left,MISS D. Barlow driving reverse Layup,[1631230],1610612755.0,PHI,driving reverse,,,,,,Restricted Area,0-8 Center,,,Barlow,D. Barlow,,,,,Missed,,3.25,,,,,,,,,,,
179,PT11M38.00S,2026-04-04T23:44:13.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,31,41,2026-04-04T23:44:23Z,1770000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,178.0,,,,,,,
180,PT11M19.00S,2026-04-04T23:44:39.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,88.38699080157687,50.49019607843137,1610612765,31,43,2026-04-04T23:46:35Z,1780000,False,2.0,57.0,1,right,C. LeVert turnaround Jump Shot (7 PTS),[1627747],1610612765.0,DET,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,LeVert,C. LeVert,,,,,Made,7.0,5.68,,,,,,,,,,,
181,PT10M53.00S,2026-04-04T23:45:05.2Z,2,REGULAR,3pt,Jump Shot,[],202331,33.722076215505915,63.48039215686274,1610612755,34,43,2026-04-04T23:45:09Z,1790000,False,-67.0,264.0,1,left,P. George 27' 3PT  (12 PTS) (A. Bona 1 AST),"[202331, 1641737]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,George,P. George,,,,,Made,12.0,27.3,A. Bona,1641737.0,1.0,,,,,,,,
183,PT10M33.00S,2026-04-04T23:45:25.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,88.12417871222075,53.92156862745098,1610612765,34,45,2026-04-04T23:45:35Z,1810000,False,20.0,59.0,1,right,K. Huerter 6' driving floating Jump Shot (2 PTS) (C. LeVert 2 AST),"[1628989, 1627747]",1610612765.0,DET,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,Huerter,K. Huerter,,,,,Made,2.0,6.23,C. LeVert,1627747.0,2.0,,,,,,,,
185,PT10M27.00S,2026-04-04T23:45:36.7Z,2,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612755,34,45,2026-04-04T23:45:45Z,1830000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Edgecombe 2 FT),"[1628989, 1642845]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1628171.0,,Huerter,K. Huerter,1.0,0.0,Edgecombe,1642845.0,,,,,,,,,,,,,,
187,PT10M27.00S,2026-04-04T23:46:07.9Z,2,REGULAR,freethrow,1 of 2,[],1642845,,,1610612755,35,45,2026-04-04T23:46:07Z,1850000,False,,,0,,V. Edgecombe Free Throw 1 of 2 (3 PTS),[1642845],1610612755.0,PHI,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,Made,3.0,,,,,,,,,,,,
188,PT10M27.00S,2026-04-04T23:46:31.8Z,2,REGULAR,freethrow,2 of 2,[],1642845,,,1610612755,36,45,2026-04-04T23:46:31Z,1860000,False,,,0,,V. Edgecombe Free Throw 2 of 2 (4 PTS),[1642845],1610612755.0,PHI,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,Made,4.0,,,,,,,,,,,,
189,PT10M17.00S,2026-04-04T23:46:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,94.43166885676742,58.82352941176471,1610612765,36,45,2026-04-04T23:46:49Z,1870000,False,44.0,0.0,1,right,MISS J. Duren driving Layup - blocked,"[1631105, 1631230]",1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,,,,,Missed,,4.41,,,,,,,,,,Barlow,1631230.0
190,PT10M17.00S,2026-04-04T23:46:43.9Z,2,REGULAR,block,,[],1631230,,,1610612765,36,45,2026-04-04T23:47:05Z,1880000,False,,,0,,D. Barlow BLOCK (1 BLK),[1631230],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
191,PT10M13.00S,2026-04-04T23:46:47.9Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612755,36,45,2026-04-04T23:46:49Z,1890000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Payne,C. Payne,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,
192,PT10M01.00S,2026-04-04T23:46:59.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641737,7.703679369250986,55.63725490196079,1610612755,38,45,2026-04-04T23:48:13Z,1900000,False,-28.0,20.0,1,left,A. Bona driving Layup (4 PTS) (P. George 2 AST),"[1641737, 202331]",1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,Bona,A. Bona,,,,,Made,4.0,3.45,P. George,202331.0,2.0,,,,,,,,
194,PT09M50.00S,2026-04-04T23:47:10.6Z,2,REGULAR,2pt,Jump Shot,[],1629750,94.56307490144546,23.774509803921568,1610612765,38,47,2026-04-04T23:48:49Z,1920000,False,-131.0,-1.0,1,right,J. Green 13' pullup Jump Shot (2 PTS) (K. Huerter 2 AST),"[1629750, 1628989]",1610612765.0,DET,pullup,,,,,,Mid-Range,8-16 Left,,,Green,J. Green,,,,,Made,2.0,13.11,K. Huerter,1628989.0,2.0,,,,,,,,
196,PT09M25.00S,2026-04-04T23:47:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,8.886333771353483,52.20588235294118,1610612755,38,47,2026-04-04T23:49:30Z,1940000,False,-11.0,31.0,1,left,MISS D. Barlow driving Layup,[1631230],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,Barlow,D. Barlow,,,,,Missed,,3.29,,,,,,,,,,,
198,PT09M22.00S,2026-04-04T23:47:38.9Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612765,38,47,2026-04-04T23:47:44Z,1960000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Green,J. Green,,,,,,,,,,,196.0,1.0,1.0,0.0,,,,
199,PT09M13.00S,2026-04-04T23:47:47.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,85.75886990801577,56.86274509803921,1610612765,38,47,2026-04-04T23:47:52Z,1970000,False,34.0,81.0,1,right,MISS J. Duren 8' Jump Shot,[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Duren,J. Duren,,,,,Missed,,8.83,,,,,,,,,,,
200,PT09M11.00S,2026-04-04T23:47:49.3Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,38,47,2026-04-04T23:47:52Z,1980000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:1),[1642845],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Edgecombe,V. Edgecombe,,,,,,,,,,,199.0,2.0,1.0,1.0,,,,
201,PT09M06.00S,2026-04-04T23:47:55.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642845,6.258212877792378,50.98039215686274,1610612755,40,47,2026-04-04T23:48:01Z,1990000,False,-5.0,6.0,1,left,V. Edgecombe running finger roll Layup (6 PTS),[1642845],1610612755.0,PHI,running finger roll,,,,,,Restricted Area,0-8 Center,,,Edgecombe,V. Edgecombe,,,,,Made,6.0,0.8,,,,,,,,,,,
202,PT08M47.00S,2026-04-04T23:48:13.0Z,2,REGULAR,3pt,Jump Shot,[],1627747,72.22404730617609,13.23529411764706,1610612765,40,47,2026-04-04T23:48:21Z,2000000,False,-184.0,209.0,1,right,MISS C. LeVert 27' step back 3PT,[1627747],1610612765.0,DET,step back,,,,,,Above the Break 3,24+ Left Center,,,LeVert,C. LeVert,,,,,Missed,,27.8,,,,,,,,,,,
203,PT08M45.00S,2026-04-04T23:48:15.0Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612755,40,47,2026-04-04T23:48:21Z,2010000,False,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,Payne,C. Payne,,,,,,,,,,,202.0,2.0,2.0,0.0,,,,
204,PT08M32.00S,2026-04-04T23:48:27.9Z,2,REGULAR,3pt,Jump Shot,[],202331,32.802233902759525,28.431372549019606,1610612755,43,47,2026-04-04T23:48:32Z,2020000,False,108.0,256.0,1,left,P. George 27' 3PT pullup (15 PTS) (D. Barlow 2 AST),"[202331, 1631230]",1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,,,George,P. George,,,,,Made,15.0,27.76,D. Barlow,1631230.0,2.0,,,,,,,,
205,PT08M20.00S,2026-04-04T23:48:40.5Z,2,REGULAR,turnover,bad pass,[],1631105,,,1610612765,43,47,2026-04-04T23:48:45Z,2030000,False,,,0,,J. Duren bad pass TURNOVER (1 TO),"[1631105, 202331]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Center,,1.0,Duren,J. Duren,,,,,,,,,,,,,,,George,202331.0,,
206,PT08M20.00S,2026-04-04T23:48:40.5Z,2,REGULAR,steal,,[],202331,,,1610612755,43,47,2026-04-04T23:48:44Z,2040000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Center,,,George,P. George,,,,,,,,,,,,,,,,,,
207,PT08M09.00S,2026-04-04T23:48:52.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641737,7.046649145860711,38.23529411764706,1610612755,45,47,2026-04-04T23:51:41Z,2050000,False,59.0,14.0,1,left,A. Bona 6' driving Layup (6 PTS),[1641737],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,Bona,A. Bona,,,,,Made,6.0,6.04,,,,,,,,,,,
208,PT08M09.00S,2026-04-04T23:49:07.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,45,47,2026-04-04T23:49:07Z,2060000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M52.00S,2026-04-04T23:52:04.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,94.03745072273325,47.794117647058826,1610612765,45,49,2026-04-04T23:52:12Z,2070000,False,-11.0,4.0,1,right,J. Duren DUNK (9 PTS) (K. Huerter 3 AST),"[1631105, 1628989]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Duren,J. Duren,,,,,Made,9.0,1.15,K. Huerter,1628989.0,3.0,,,,,,,,
212,PT07M34.00S,2026-04-04T23:52:23.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,16.90210249671485,62.99019607843137,1610612755,47,49,2026-04-04T23:52:27Z,2090000,False,-65.0,106.0,1,left,P. George 12' pullup Jump Shot (17 PTS) (A. Bona 2 AST),"[202331, 1641737]",1610612755.0,PHI,pullup,,,,,,In The Paint (Non-RA),8-16 Left,,,George,P. George,,,,,Made,17.0,12.47,A. Bona,1641737.0,2.0,,,,,,,,
214,PT07M14.00S,2026-04-04T23:52:42.3Z,2,REGULAR,3pt,Jump Shot,[],1641842,87.99277266754271,95.34313725490196,1610612765,47,52,2026-04-04T23:52:46Z,2110000,False,227.0,60.0,1,right,R. Holland II 3PT  (5 PTS) (K. Huerter 4 AST),"[1641842, 1628989]",1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Holland II,R. Holland II,,,,,Made,5.0,23.46,K. Huerter,1628989.0,4.0,,,,,,,,
216,PT06M59.00S,2026-04-04T23:52:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,5.732588699080158,50.98039215686274,1610612755,49,52,2026-04-04T23:53:02Z,2130000,False,-5.0,1.0,1,left,C. Payne driving finger roll Layup (2 PTS),[1626166],1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Payne,C. Payne,,,,,Made,2.0,0.51,,,,,,,,,,,
217,PT06M45.00S,2026-04-04T23:53:11.9Z,2,REGULAR,turnover,bad pass,[],1627747,,,1610612765,49,52,2026-04-04T23:53:15Z,2140000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 202331]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,1.0,LeVert,C. LeVert,,,,,,,,,,,,,,,George,202331.0,,
218,PT06M45.00S,2026-04-04T23:53:11.9Z,2,REGULAR,steal,,[],202331,,,1610612755,49,52,2026-04-04T23:53:14Z,2150000,False,,,0,,P. George STEAL (2 STL),[202331],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,George,P. George,,,,,,,,,,,,,,,,,,
219,PT06M41.00S,2026-04-04T23:53:16.7Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626166,29.25427069645204,77.45098039215686,1610612755,49,52,2026-04-04T23:54:10Z,2160000,False,-137.0,222.0,1,left,MISS C. Payne 26' running 3PT,[1626166],1610612755.0,PHI,running,,,,,,Above the Break 3,24+ Left Center,,,Payne,C. Payne,,,,,Missed,,26.15,,,,,,,,,,,
220,PT06M38.00S,2026-04-04T23:53:19.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,49,52,2026-04-04T23:53:25Z,2170000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,219.0,,,,,,,
222,PT06M38.00S,2026-04-04T23:53:30.5Z,2,REGULAR,substitution,out,[],1627747,,,1610612765,49,52,2026-04-04T23:53:44Z,2190000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
223,PT06M38.00S,2026-04-04T23:53:30.5Z,2,REGULAR,substitution,out,[],1628989,,,1610612765,49,52,2026-04-04T23:53:44Z,2200000,False,,,0,,SUB out: K. Huerter,[1628989],1610612765.0,DET,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
224,PT06M38.00S,2026-04-04T23:53:30.5Z,2,REGULAR,substitution,out,[],1641842,,,1610612765,49,52,2026-04-04T23:53:44Z,2210000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
225,PT06M38.00S,2026-04-04T23:53:30.5Z,2,REGULAR,substitution,in,[],1641709,,,1610612765,49,52,2026-04-04T23:53:44Z,2220000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
226,PT06M38.00S,2026-04-04T23:53:30.5Z,2,REGULAR,substitution,in,[],1642450,,,1610612765,49,52,2026-04-04T23:53:44Z,2230000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
227,PT06M38.00S,2026-04-04T23:53:30.5Z,2,REGULAR,substitution,in,[],1629130,,,1610612765,49,52,2026-04-04T23:53:44Z,2240000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
228,PT06M19.00S,2026-04-04T23:54:11.7Z,2,REGULAR,2pt,Jump Shot,[],1629750,80.3712220762155,18.137254901960784,1610612765,49,52,2026-04-04T23:55:04Z,2250000,False,-159.0,132.0,1,right,MISS J. Green 20' step back Shot,[1629750],1610612765.0,DET,step back,,,,,,Mid-Range,16-24 Left Center,,,Green,J. Green,,,,,Missed,,20.69,,,,,,,,,,,
229,PT06M16.00S,2026-04-04T23:54:14.7Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612755,49,52,2026-04-04T23:54:35Z,2260000,False,,,0,,C. Payne REBOUND (Off:0 Def:3),[1626166],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,Payne,C. Payne,,,,,,,,,,,228.0,3.0,3.0,0.0,,,,
230,PT06M11.00S,2026-04-04T23:54:19.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642845,28.728646517739815,78.67647058823529,1610612755,52,52,2026-04-04T23:55:48Z,2270000,False,-143.0,218.0,1,left,V. Edgecombe 26' 3PT running pullup (9 PTS) (C. Payne 1 AST),"[1642845, 1626166]",1610612755.0,PHI,running pullup,,,,,,Above the Break 3,24+ Left Center,,,Edgecombe,V. Edgecombe,,,,,Made,9.0,26.05,C. Payne,1626166.0,1.0,,,,,,,,
231,PT05M54.00S,2026-04-04T23:54:36.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,93.9060446780552,47.05882352941176,1610612765,52,54,2026-04-04T23:54:42Z,2280000,False,-15.0,5.0,1,right,A. Thompson cutting DUNK (6 PTS) (D. Jenkins 5 AST),"[1641709, 1642450]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,,,,,Made,6.0,1.55,D. Jenkins,1642450.0,5.0,,,,,,,,
233,PT05M39.00S,2026-04-04T23:54:55.8Z,2,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612755,52,54,2026-04-04T23:55:04Z,2300000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (George 2 FT),"[1641709, 202331]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1830.0,,Thompson,A. Thompson,1.0,0.0,George,202331.0,,,,,,,,,,,,,,
235,PT05M39.00S,2026-04-04T23:55:22.6Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612755,53,54,2026-04-04T23:55:59Z,2320000,False,,,0,,P. George Free Throw 1 of 2 (18 PTS),[202331],1610612755.0,PHI,,,,,,,,,,,George,P. George,,,,,Made,18.0,,,,,,,,,,,,
236,PT05M39.00S,2026-04-04T23:55:24.0Z,2,REGULAR,substitution,out,[],1631230,,,1610612755,53,54,2026-04-04T23:55:43Z,2330000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
237,PT05M39.00S,2026-04-04T23:55:24.0Z,2,REGULAR,substitution,out,[],1641737,,,1610612755,53,54,2026-04-04T23:55:43Z,2340000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,
238,PT05M39.00S,2026-04-04T23:55:24.0Z,2,REGULAR,substitution,out,[],1631105,,,1610612755,53,54,2026-04-04T23:55:43Z,2350000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
239,PT05M39.00S,2026-04-04T23:55:24.0Z,2,REGULAR,substitution,out,[],1629750,,,1610612755,53,54,2026-04-04T23:55:43Z,2360000,False,,,0,,SUB out: J. Green,[1629750],1610612765.0,DET,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
240,PT05M39.00S,2026-04-04T23:55:24.0Z,2,REGULAR,substitution,in,[],203083,,,1610612755,53,54,2026-04-04T23:55:43Z,2370000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
241,PT05M39.00S,2026-04-04T23:55:24.0Z,2,REGULAR,substitution,in,[],1642348,,,1610612755,53,54,2026-04-04T23:55:43Z,2380000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,,,,,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
242,PT05M39.00S,2026-04-04T23:55:24.0Z,2,REGULAR,substitution,in,[],1630194,,,1610612755,53,54,2026-04-04T23:55:43Z,2390000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
243,PT05M39.00S,2026-04-04T23:55:24.0Z,2,REGULAR,substitution,in,[],202699,,,1610612755,53,54,2026-04-04T23:55:43Z,2400000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
244,PT05M39.00S,2026-04-04T23:55:22.6Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612755,53,54,2026-04-04T23:55:59Z,2410000,False,,,0,,MISS P. George Free Throw 2 of 2,[202331],1610612755.0,PHI,,,,,,,,,,,George,P. George,,,,,Missed,,,,,,,,,,,,,
245,PT05M36.00S,2026-04-04T23:55:25.6Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612765,53,54,2026-04-04T23:55:59Z,2420000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612765.0,DET,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,244.0,2.0,1.0,1.0,,,,
246,PT05M22.00S,2026-04-04T23:56:13.4Z,2,REGULAR,3pt,Jump Shot,[],202699,94.95729303547962,94.85294117647058,1610612765,53,54,2026-04-04T23:56:19Z,2430000,False,224.0,-5.0,1,right,MISS T. Harris 3PT,[202699],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Harris,T. Harris,,,,,Missed,,22.44,,,,,,,,,,,
247,PT05M20.00S,2026-04-04T23:56:15.4Z,2,REGULAR,rebound,offensive,[],1630194,,,1610612765,53,54,2026-04-04T23:58:50Z,2440000,False,,,0,,P. Reed REBOUND (Off:2 Def:1),[1630194],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Reed,P. Reed,,,,,,,,,,,246.0,3.0,1.0,2.0,,,,
248,PT05M14.00S,2026-04-04T23:56:21.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642450,87.33574244415243,94.11764705882352,1610612765,53,54,2026-04-04T23:56:26Z,2450000,False,221.0,67.0,1,right,MISS D. Jenkins 3PT,[1642450],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Jenkins,D. Jenkins,,,,,Missed,,23.04,,,,,,,,,,,
249,PT05M10.00S,2026-04-04T23:56:25.2Z,2,REGULAR,rebound,defensive,[],202331,,,1610612755,53,54,2026-04-04T23:56:26Z,2460000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,George,P. George,,,,,,,,,,,248.0,1.0,1.0,0.0,,,,
250,PT05M07.00S,2026-04-04T23:56:36.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,53,54,2026-04-04T23:56:36Z,2470000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M07.00S,2026-04-04T23:59:06.4Z,2,REGULAR,substitution,out,[],202331,,,1610612755,53,54,2026-04-04T23:59:30Z,2480000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,,
253,PT05M07.00S,2026-04-04T23:59:06.4Z,2,REGULAR,substitution,out,[],1626166,,,1610612755,53,54,2026-04-04T23:59:30Z,2490000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,
254,PT05M07.00S,2026-04-04T23:59:06.4Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,53,54,2026-04-04T23:59:30Z,2500000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
255,PT05M07.00S,2026-04-04T23:59:06.4Z,2,REGULAR,substitution,in,[],1626162,,,1610612755,53,54,2026-04-04T23:59:30Z,2510000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
256,PT04M55.00S,2026-04-04T23:59:38.6Z,2,REGULAR,turnover,bad pass,[],1642845,,,1610612755,53,54,2026-04-04T23:59:43Z,2520000,False,,,0,,V. Edgecombe bad pass TURNOVER (1 TO),"[1642845, 1641709]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,1.0,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,Thompson,1641709.0,,
257,PT04M55.00S,2026-04-04T23:59:38.6Z,2,REGULAR,steal,,[],1641709,,,1610612765,53,54,2026-04-05T00:00:17Z,2530000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
258,PT04M48.00S,2026-04-04T23:59:45.5Z,2,REGULAR,turnover,bad pass,[],1641709,,,1610612765,53,54,2026-04-04T23:59:50Z,2540000,False,,,0,,A. Thompson bad pass TURNOVER (2 TO),"[1641709, 203083]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,,2.0,Thompson,A. Thompson,,,,,,,,,,,,,,,Drummond,203083.0,,
259,PT04M48.00S,2026-04-04T23:59:45.5Z,2,REGULAR,steal,,[],203083,,,1610612755,53,54,2026-04-04T23:59:48Z,2550000,False,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
260,PT04M42.00S,2026-04-04T23:59:51.9Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642845,23.603810775295663,89.4607843137255,1610612755,53,54,2026-04-05T00:01:07Z,2560000,False,-197.0,169.0,1,left,MISS V. Edgecombe 26' running pullup 3PT,[1642845],1610612755.0,PHI,running pullup,,,,,,Above the Break 3,24+ Left Center,,,Edgecombe,V. Edgecombe,,,,,Missed,,26.0,,,,,,,,,,,
261,PT04M39.00S,2026-04-04T23:59:54.9Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612765,53,54,2026-04-04T23:59:59Z,2570000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Robinson,D. Robinson,,,,,,,,,,,260.0,1.0,1.0,0.0,,,,
