actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
169,PT12M00.00S,2025-12-03T00:36:01.8Z,2,REGULAR,substitution,out,['startperiod'],202331,,,1610612764,34,31,2025-12-03T00:38:19Z,1680000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-12-03T00:36:01.8Z,2,REGULAR,substitution,out,['startperiod'],1641737,,,1610612764,34,31,2025-12-03T00:38:19Z,1690000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-12-03T00:36:01.8Z,2,REGULAR,substitution,out,['startperiod'],1642845,,,1610612764,34,31,2025-12-03T00:38:19Z,1700000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-12-03T00:36:01.8Z,2,REGULAR,substitution,in,['startperiod'],1631133,,,1610612764,34,31,2025-12-03T00:38:19Z,1710000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-12-03T00:36:01.8Z,2,REGULAR,substitution,in,['startperiod'],1630178,,,1610612764,34,31,2025-12-03T00:38:19Z,1720000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-12-03T00:36:01.8Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612764,34,31,2025-12-03T00:38:19Z,1730000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-12-03T00:38:28.2Z,2,REGULAR,period,start,[],0,,,1610612764,34,31,2025-12-03T00:38:28Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M39.00S,2025-12-03T00:38:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641774,94.95729303547962,49.754901960784316,1610612764,34,33,2025-12-03T00:38:51Z,1750000,False,-1.0,-5.0,1,right,T. Vukcevic Layup (4 PTS) (K. George 2 AST),"[1641774, 1642273]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,4.0,,K. George,1642273.0,2.0,,,,,,,,,
178,PT11M22.00S,2025-12-03T00:39:04.7Z,2,REGULAR,2pt,Jump Shot,[],1630178,27.54599211563732,45.34313725490196,1610612755,36,33,2025-12-03T00:39:08Z,1770000,False,23.0,206.0,1,left,T. Maxey 20' step back Jump Shot (9 PTS) (A. Drummond 1 AST),"[1630178, 203083]",1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,20.77,Made,,,,,9.0,,A. Drummond,203083.0,1.0,,,,,,,,,
180,PT11M01.00S,2025-12-03T00:39:25.5Z,2,REGULAR,2pt,Jump Shot,[],1641715,92.46057818659659,28.676470588235293,1610612764,36,33,2025-12-03T00:39:29Z,1790000,False,-107.0,18.0,1,right,MISS C. Whitmore 10' Jump Shot - blocked,"[1641715, 203083]",1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Left,10.82,Missed,,,,,,,,,,,,,,,,,Drummond,203083.0
210,PT11M01.00S,2025-12-03T00:39:25.5Z,2,REGULAR,block,,[],203083,,,1610612764,36,33,2025-12-03T00:45:26Z,1795000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
181,PT10M59.00S,2025-12-03T00:39:27.5Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,36,33,2025-12-03T00:39:29Z,1800000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,,,
182,PT10M50.00S,2025-12-03T00:39:36.9Z,2,REGULAR,3pt,Jump Shot,[],1630178,32.53942181340342,35.294117647058826,1610612755,36,33,2025-12-03T00:39:41Z,1810000,False,74.0,253.0,1,left,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.38,Missed,,,,,,,,,,,,,,,,,,
183,PT10M48.00S,2025-12-03T00:39:39.7Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612755,36,33,2025-12-03T00:39:39Z,1820000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,182.0,1.0,0.0,1.0,,,,,,,,,,,,,,
184,PT10M42.00S,2025-12-03T00:39:45.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642348,33.98488830486202,43.872549019607845,1610612755,39,33,2025-12-03T00:39:50Z,1830000,False,31.0,267.0,1,left,J. Edwards 26' 3PT  (9 PTS) (J. McCain 3 AST),"[1642348, 1642272]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,26.87,Made,,,,,9.0,,J. McCain,1642272.0,3.0,,,,,,,,,
186,PT10M26.00S,2025-12-03T00:40:00.9Z,2,REGULAR,3pt,Jump Shot,[],1642860,72.35545335085413,15.686274509803921,1610612764,39,36,2025-12-03T00:40:06Z,1850000,False,-172.0,207.0,1,right,W. Riley 26' 3PT  (6 PTS) (B. Carrington 2 AST),"[1642860, 1642267]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Left Center,26.92,Made,,,,,6.0,,B. Carrington,1642267.0,2.0,,,,,,,,,
188,PT09M59.00S,2025-12-03T00:40:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,6.783837056504599,52.69607843137255,1610612755,41,36,2025-12-03T00:40:34Z,1870000,False,-13.0,11.0,1,left,A. Drummond Layup (2 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,2.0,,,,,,,,,,,,,
189,PT09M59.00S,2025-12-03T00:40:33.7Z,2,REGULAR,foul,personal,['1freethrow'],1642273,,,1610612755,41,36,2025-12-03T00:40:41Z,1880000,False,,,0,,K. George shooting personal FOUL (1 PF) (Drummond 1 FT),"[1642273, 203083]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,1.0,0.0,Drummond,203083.0,,,,,
191,PT09M59.00S,2025-12-03T00:40:42.8Z,2,REGULAR,substitution,out,[],1641715,,,1610612755,41,36,2025-12-03T00:40:53Z,1900000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M59.00S,2025-12-03T00:40:42.8Z,2,REGULAR,substitution,in,[],1641731,,,1610612755,41,36,2025-12-03T00:40:53Z,1910000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M59.00S,2025-12-03T00:41:04.9Z,2,REGULAR,freethrow,1 of 1,[],203083,,,1610612755,42,36,2025-12-03T00:41:04Z,1920000,False,,,0,,A. Drummond Free Throw 1 of 1 (3 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
194,PT09M45.00S,2025-12-03T00:41:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641774,95.6143232588699,47.549019607843135,1610612764,42,38,2025-12-03T00:41:26Z,1930000,False,-12.0,-11.0,1,right,T. Vukcevic Layup (6 PTS) (B. Carrington 3 AST),"[1641774, 1642267]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,6.0,,B. Carrington,1642267.0,3.0,,,,,,,,,
196,PT09M45.00S,2025-12-03T00:41:26.5Z,2,REGULAR,foul,personal,['1freethrow'],1642348,,,1610612764,42,38,2025-12-03T00:41:31Z,1950000,False,,,0,,J. Edwards shooting personal FOUL (1 PF) (Vukcevic 1 FT),"[1642348, 1641774]",1610612755.0,PHI,shooting,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,1.0,0.0,Vukcevic,1641774.0,,,,,
198,PT09M45.00S,2025-12-03T00:41:50.5Z,2,REGULAR,freethrow,1 of 1,[],1641774,,,1610612764,42,39,2025-12-03T00:41:50Z,1970000,False,,,0,,T. Vukcevic Free Throw 1 of 1 (7 PTS),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
199,PT09M26.00S,2025-12-03T00:42:10.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203083,7.440867279894875,62.99019607843137,1610612755,44,39,2025-12-03T00:42:15Z,1980000,False,-65.0,17.0,1,left,A. Drummond 6' turnaround Jump Shot (5 PTS),[203083],1610612755.0,PHI,turnaround,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,6.73,Made,,,,,5.0,,,,,,,,,,,,,
201,PT09M09.00S,2025-12-03T00:42:26.5Z,2,REGULAR,3pt,Jump Shot,[],1642273,70.64717477003943,22.30392156862745,1610612764,44,39,2025-12-03T00:42:30Z,2000000,False,-138.0,223.0,1,right,MISS K. George 26' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
202,PT09M06.00S,2025-12-03T00:42:29.5Z,2,REGULAR,rebound,offensive,[],1642860,,,1610612764,44,39,2025-12-03T00:42:30Z,2010000,False,,,0,,W. Riley REBOUND (Off:1 Def:0),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Left Center,,,201.0,1.0,0.0,1.0,,,,,,,,,,,,,,
203,PT08M58.00S,2025-12-03T00:42:37.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1642267,81.42247043363994,78.43137254901961,1610612764,44,39,2025-12-03T00:42:42Z,2020000,False,142.0,122.0,1,right,MISS B. Carrington 18' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,18.74,Missed,,,,,,,,,,,,,,,,,,
204,PT08M55.00S,2025-12-03T00:42:40.4Z,2,REGULAR,rebound,offensive,[],1642273,,,1610612764,44,39,2025-12-03T00:47:43Z,2030000,False,,,0,,K. George REBOUND (Off:1 Def:6),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Right Center,,,203.0,7.0,6.0,1.0,,,,,,,,,,,,,,
205,PT08M50.00S,2025-12-03T00:42:46.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642267,84.97043363994744,95.83333333333334,1610612764,44,39,2025-12-03T00:42:52Z,2040000,False,229.0,89.0,1,right,MISS B. Carrington 24' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Right Corner 3,24+ Right,24.58,Missed,,,,,,,,,,,,,,,,,,
206,PT08M45.00S,2025-12-03T00:42:51.3Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,44,39,2025-12-03T00:42:52Z,2050000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,205.0,2.0,2.0,0.0,,,,,,,,,,,,,,
207,PT08M44.00S,2025-12-03T00:42:52.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642272,6.389618922470433,49.01960784313725,1610612755,46,39,2025-12-03T00:42:57Z,2060000,False,5.0,8.0,1,left,J. McCain running finger roll Layup (9 PTS) (T. Maxey 4 AST),"[1642272, 1630178]",1610612755.0,PHI,running finger roll,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,9.0,,T. Maxey,1630178.0,4.0,,,,,,,,,
209,PT08M44.00S,2025-12-03T00:43:00.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,46,39,2025-12-03T00:43:00Z,2080000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M44.00S,2025-12-03T00:45:47.5Z,2,REGULAR,substitution,out,[],1642348,,,1610612764,46,39,2025-12-03T00:45:50Z,2090000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M44.00S,2025-12-03T00:45:47.5Z,2,REGULAR,substitution,in,[],201569,,,1610612764,46,39,2025-12-03T00:45:50Z,2100000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M35.00S,2025-12-03T00:46:02.2Z,2,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,46,39,2025-12-03T00:46:08Z,2110000,False,,,0,,B. Carrington bad pass out-of-bounds TURNOVER (1 TO),[1642267],1610612764.0,WAS,bad pass,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628951.0,,,,,,,,1.0,,,,
214,PT08M25.00S,2025-12-03T00:46:18.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631133,4.418528252299605,94.85294117647058,1610612755,49,39,2025-12-03T00:46:22Z,2120000,False,-224.0,-11.0,1,left,J. Walker 3PT  (3 PTS) (T. Maxey 5 AST),"[1631133, 1630178]",1610612755.0,PHI,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,22.46,Made,,,,,3.0,,T. Maxey,1630178.0,5.0,,,,,,,,,
216,PT08M08.00S,2025-12-03T00:46:35.6Z,2,REGULAR,3pt,Jump Shot,[],1641731,69.85873850197109,20.833333333333336,1610612764,49,39,2025-12-03T00:46:40Z,2140000,False,-146.0,231.0,1,right,MISS B. Coulibaly 27' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,27.3,Missed,,,,,,,,,,,,,,,,,,
217,PT08M04.00S,2025-12-03T00:46:39.6Z,2,REGULAR,rebound,offensive,[],1642860,,,1610612764,49,39,2025-12-03T00:46:40Z,2150000,False,,,0,,W. Riley REBOUND (Off:2 Def:0),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Left Center,,,216.0,2.0,0.0,2.0,,,,,,,,,,,,,,
218,PT08M02.00S,2025-12-03T00:46:42.0Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612764,49,39,2025-12-03T00:46:50Z,2160000,False,,,0,,A. Drummond shooting personal FOUL (2 PF) (Riley 2 FT),"[203083, 1642860]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200832.0,,,,2.0,0.0,Riley,1642860.0,,,,,
220,PT08M02.00S,2025-12-03T00:47:16.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642860,,,1610612764,49,39,2025-12-03T00:47:16Z,2180000,False,,,0,,MISS W. Riley Free Throw 1 of 2,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
221,PT08M02.00S,2025-12-03T00:47:16.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,49,39,2025-12-03T00:47:16Z,2190000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,
222,PT08M02.00S,2025-12-03T00:47:33.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642860,,,1610612764,49,40,2025-12-03T00:47:33Z,2200000,False,,,0,,W. Riley Free Throw 2 of 2 (7 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
223,PT07M50.00S,2025-12-03T00:47:48.1Z,2,REGULAR,3pt,Jump Shot,[],1631133,6.521024967148489,97.05882352941177,1610612755,52,40,2025-12-03T00:47:52Z,2210000,False,-235.0,9.0,1,left,J. Walker 3PT  (6 PTS) (A. Drummond 2 AST),"[1631133, 203083]",1610612755.0,PHI,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,23.55,Made,,,,,6.0,,A. Drummond,203083.0,2.0,,,,,,,,,
225,PT07M39.00S,2025-12-03T00:47:59.7Z,2,REGULAR,turnover,bad pass,[],1642267,,,1610612764,52,40,2025-12-03T00:48:03Z,2230000,False,,,0,,B. Carrington bad pass TURNOVER (2 TO),"[1642267, 1630178]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,Maxey,1630178.0,,
226,PT07M39.00S,2025-12-03T00:47:59.7Z,2,REGULAR,steal,,[],1630178,,,1610612755,52,40,2025-12-03T00:48:01Z,2240000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
227,PT07M35.00S,2025-12-03T00:48:03.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642272,17.559132720105126,94.11764705882352,1610612755,52,40,2025-12-03T00:48:12Z,2250000,False,-221.0,113.0,1,left,MISS J. McCain 24' running 3PT,[1642272],1610612755.0,PHI,running,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,24.77,Missed,,,,,,,,,,,,,,,,,,
228,PT07M31.00S,2025-12-03T00:48:07.8Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612755,52,40,2025-12-03T00:48:07Z,2260000,False,,,0,,J. Walker REBOUND (Off:2 Def:0),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,227.0,2.0,0.0,2.0,,,,,,,,,,,,,,
229,PT07M31.00S,2025-12-03T00:48:09.4Z,2,REGULAR,foul,personal,[],1641774,,,1610612755,52,40,2025-12-03T00:48:20Z,2270000,False,,,0,,T. Vukcevic personal FOUL (2 PF),"[1641774, 1631133]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,200832.0,,,,2.0,0.0,Walker,1631133.0,,,,,
231,PT07M31.00S,2025-12-03T00:48:23.1Z,2,REGULAR,substitution,out,[],1642267,,,1610612755,52,40,2025-12-03T00:48:30Z,2290000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M31.00S,2025-12-03T00:48:23.1Z,2,REGULAR,substitution,out,[],1642273,,,1610612755,52,40,2025-12-03T00:48:30Z,2300000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M31.00S,2025-12-03T00:48:23.1Z,2,REGULAR,substitution,in,[],203468,,,1610612755,52,40,2025-12-03T00:48:30Z,2310000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M31.00S,2025-12-03T00:48:23.1Z,2,REGULAR,substitution,in,[],1630551,,,1610612755,52,40,2025-12-03T00:48:30Z,2320000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M17.00S,2025-12-03T00:48:51.7Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630178,22.026938239159,32.35294117647059,1610612755,54,40,2025-12-03T00:48:57Z,2330000,False,88.0,155.0,1,left,T. Maxey 17' fadeaway Jump Shot (11 PTS),[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,17.8,Made,,,,,11.0,,,,,,,,,,,,,
236,PT07M05.00S,2025-12-03T00:49:04.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641774,85.49605781865965,53.431372549019606,1610612764,54,42,2025-12-03T00:49:07Z,2340000,False,17.0,84.0,1,right,T. Vukcevic 8' Jump Shot (9 PTS) (C. McCollum 1 AST),"[1641774, 203468]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Center,8.55,Made,,,,,9.0,,C. McCollum,203468.0,1.0,,,,,,,,,
238,PT06M49.00S,2025-12-03T00:49:20.0Z,2,REGULAR,2pt,Jump Shot,[],1630178,24.917871222076215,55.63725490196079,1610612755,54,42,2025-12-03T00:49:29Z,2360000,False,-28.0,182.0,1,left,MISS T. Maxey 18' turnaround fadeaway Shot,[1630178],1610612755.0,PHI,turnaround fadeaway,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,18.39,Missed,,,,,,,,,,,,,,,,,,
239,PT06M49.00S,2025-12-03T00:49:20.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,54,42,2025-12-03T00:49:29Z,2370000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,16-24 Center,,,238.0,,,,,,,,,,,,,,,,,
240,PT06M49.00S,2025-12-03T00:49:29.0Z,2,REGULAR,foul,personal,[],203083,,,1610612764,54,42,2025-12-03T00:49:34Z,2380000,False,,,0,,A. Drummond loose ball personal FOUL (3 PF),"[203083, 1641774]",1610612755.0,PHI,loose ball,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627541.0,,,,3.0,0.0,Vukcevic,1641774.0,,,,,
242,PT06M49.00S,2025-12-03T00:49:37.6Z,2,REGULAR,substitution,out,[],203083,,,1610612764,54,42,2025-12-03T00:49:50Z,2400000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M49.00S,2025-12-03T00:49:37.6Z,2,REGULAR,substitution,out,[],1642272,,,1610612764,54,42,2025-12-03T00:49:50Z,2410000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M49.00S,2025-12-03T00:49:37.6Z,2,REGULAR,substitution,out,[],1641774,,,1610612764,54,42,2025-12-03T00:49:50Z,2420000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M49.00S,2025-12-03T00:49:37.6Z,2,REGULAR,substitution,in,[],1642348,,,1610612764,54,42,2025-12-03T00:49:50Z,2430000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M49.00S,2025-12-03T00:49:37.6Z,2,REGULAR,substitution,in,[],1641737,,,1610612764,54,42,2025-12-03T00:49:50Z,2440000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M49.00S,2025-12-03T00:49:37.6Z,2,REGULAR,substitution,in,[],1628963,,,1610612764,54,42,2025-12-03T00:49:50Z,2450000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M36.00S,2025-12-03T00:50:03.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,94.30026281208936,51.71568627450981,1610612764,54,44,2025-12-03T00:50:06Z,2460000,False,9.0,1.0,1,right,M. Bagley III cutting DUNK (9 PTS) (C. McCollum 2 AST),"[1628963, 203468]",1610612764.0,WAS,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,9.0,,C. McCollum,203468.0,2.0,,,,,,,,,
250,PT06M19.00S,2025-12-03T00:50:30.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642348,15.456636005256241,57.59803921568627,1610612755,54,44,2025-12-03T00:51:30Z,2480000,False,-38.0,93.0,1,left,MISS J. Edwards 10' pullup Shot,[1642348],1610612755.0,PHI,pullup,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),8-16 Center,10.03,Missed,,,,,,,,,,,,,,,,,,
251,PT06M17.00S,2025-12-03T00:50:32.5Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612764,54,44,2025-12-03T00:51:30Z,2490000,False,,,0,,J. Champagnie REBOUND (Off:2 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,250.0,3.0,1.0,2.0,,,,,,,,,,,,,,
252,PT06M06.00S,2025-12-03T00:50:41.8Z,2,REGULAR,3pt,Jump Shot,[],1630551,69.59592641261499,73.0392156862745,1610612764,54,47,2025-12-03T00:50:46Z,2500000,False,115.0,233.0,1,right,J. Champagnie 26' 3PT  (7 PTS) (C. McCollum 3 AST),"[1630551, 203468]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,26.02,Made,,,,,7.0,,C. McCollum,203468.0,3.0,,,,,,,,,
254,PT05M47.00S,2025-12-03T00:51:00.2Z,2,REGULAR,3pt,Jump Shot,[],1630178,34.773324572930356,48.28431372549019,1610612755,54,47,2025-12-03T00:51:07Z,2520000,False,9.0,274.0,1,left,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,27.45,Missed,,,,,,,,,,,,,,,,,,
255,PT05M41.00S,2025-12-03T00:51:06.2Z,2,REGULAR,rebound,offensive,[],1641737,,,1610612755,54,47,2025-12-03T00:51:07Z,2530000,False,,,0,,A. Bona REBOUND (Off:1 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,254.0,2.0,1.0,1.0,,,,,,,,,,,,,,
