actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
262,PT05M05.00S,2024-03-24T19:51:48.1Z,2,REGULAR,3pt,Jump Shot,[],1630529,24.753613666228645,9.313725490196077,1610612740,26,47,2024-03-24T19:51:52Z,2560000,False,203.0,180.0,1,left,H. Jones 27' 3PT  (4 PTS) (Z. Williamson 3 AST),"[1630529, 1629627]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,27.17,Made,,,,,,,,,,,,,4.0,Z. Williamson,1629627.0,3.0,,
264,PT04M49.00S,2024-03-24T19:52:04.1Z,2,REGULAR,3pt,Jump Shot,[],1631093,67.46057818659658,63.970588235294116,1610612765,29,47,2024-03-24T19:52:07Z,2580000,False,70.0,253.0,1,right,J. Ivey 26' 3PT  (5 PTS) (M. Sasser 2 AST),"[1631093, 1631204]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,26.29,Made,,,,,,,,,,,,,5.0,M. Sasser,1631204.0,2.0,,
266,PT04M36.00S,2024-03-24T19:52:17.5Z,2,REGULAR,3pt,Jump Shot,[],1641722,30.66688567674113,20.833333333333343,1610612740,29,47,2024-03-24T19:52:28Z,2600000,False,146.0,236.0,1,left,MISS J. Hawkins 27' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,27.72,Missed,,,,,,,,,,,,,,,,,,
267,PT04M31.00S,2024-03-24T19:52:22.5Z,2,REGULAR,rebound,defensive,[],1641787,,,1610612765,29,47,2024-03-24T19:52:28Z,2610000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:3),[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Right Center,,,,,266.0,,,4.0,3.0,1.0,,,,,,,,,,
268,PT04M25.00S,2024-03-24T19:52:27.6Z,2,REGULAR,turnover,lost ball,[],1631093,,,1610612765,29,47,2024-03-24T19:52:31Z,2620000,False,,,0,,J. Ivey lost ball TURNOVER (3 TO),"[1631093, 1630530]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,,3.0,,,,,,,,,,,,Murphy III,1630530.0
269,PT04M25.00S,2024-03-24T19:52:27.6Z,2,REGULAR,steal,,[],1630530,,,1610612740,29,47,2024-03-24T19:52:30Z,2630000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
270,PT04M21.00S,2024-03-24T19:52:32.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,7.276609724047319,50.98039215686275,1610612740,29,47,2024-03-24T19:52:40Z,2640000,False,-5.0,16.0,1,left,MISS T. Murphy III running Layup - blocked,"[1630530, 1641787]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.66,Missed,Evbuomwan,1641787.0,,,,,,,,,,,,,,,,
271,PT04M21.00S,2024-03-24T19:52:32.3Z,2,REGULAR,block,,[],1641787,,,1610612740,29,47,2024-03-24T19:52:35Z,2650000,False,,,0,,T. Evbuomwan BLOCK (1 BLK),[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT04M17.00S,2024-03-24T19:52:36.3Z,2,REGULAR,rebound,defensive,[],1631205,,,1610612765,29,47,2024-03-24T19:52:40Z,2660000,False,,,0,,B. Boeheim REBOUND (Off:0 Def:1),[1631205],1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,Restricted Area,0-8 Center,,,,,270.0,,,1.0,1.0,0.0,,,,,,,,,,
273,PT04M12.00S,2024-03-24T19:52:40.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631093,78.36727989487517,6.617647058823522,1610612765,32,47,2024-03-24T19:52:50Z,2670000,False,-217.0,151.0,1,right,J. Ivey 26' 3PT running (8 PTS) (M. Sasser 3 AST),"[1631093, 1631204]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,26.42,Made,,,,,,,,,,,,,8.0,M. Sasser,1631204.0,3.0,,
275,PT04M12.00S,2024-03-24T19:52:49.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,32,47,2024-03-24T19:52:49Z,2690000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M58.00S,2024-03-24T19:55:49.1Z,2,REGULAR,3pt,Jump Shot,[],1641722,25.804862023653087,91.17647058823529,1610612740,32,47,2024-03-24T19:55:58Z,2700000,False,-206.0,190.0,1,left,MISS J. Hawkins 28' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,28.02,Missed,,,,,,,,,,,,,,,,,,
277,PT03M55.00S,2024-03-24T19:55:51.6Z,2,REGULAR,rebound,defensive,[],1641787,,,1610612765,32,47,2024-03-24T19:55:51Z,2710000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:4),[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Left Center,,,,,276.0,,,5.0,4.0,1.0,,,,,,,,,,
278,PT03M41.00S,2024-03-24T19:56:05.7Z,2,REGULAR,3pt,Jump Shot,[],1631205,67.9862023653088,23.284313725490193,1610612765,35,47,2024-03-24T19:56:10Z,2720000,False,-134.0,248.0,1,right,B. Boeheim 28' 3PT  (8 PTS) (J. Ivey 2 AST),"[1631205, 1631093]",1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,Above the Break 3,24+ Left Center,28.2,Made,,,,,,,,,,,,,8.0,J. Ivey,1631093.0,2.0,,
280,PT03M30.00S,2024-03-24T19:56:17.7Z,2,REGULAR,3pt,Jump Shot,[],1630530,23.308147174770042,6.862745098039213,1610612740,35,47,2024-03-24T19:56:21Z,2740000,False,216.0,167.0,1,left,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,27.25,Missed,,,,,,,,,,,,,,,,,,
281,PT03M26.00S,2024-03-24T19:56:20.8Z,2,REGULAR,rebound,defensive,[],1631205,,,1610612765,35,47,2024-03-24T19:56:20Z,2750000,False,,,0,,B. Boeheim REBOUND (Off:0 Def:2),[1631205],1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,Above the Break 3,24+ Right Center,,,,,280.0,,,2.0,2.0,0.0,,,,,,,,,,
282,PT03M08.00S,2024-03-24T19:56:39.4Z,2,REGULAR,3pt,Jump Shot,[],1641787,84.1491458607096,97.79411764705883,1610612765,35,47,2024-03-24T19:56:48Z,2760000,False,239.0,96.0,1,right,MISS T. Evbuomwan 25' 3PT,[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Right Center,25.77,Missed,,,,,,,,,,,,,,,,,,
283,PT03M05.00S,2024-03-24T19:56:42.4Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,35,47,2024-03-24T19:56:48Z,2770000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,282.0,,,1.0,1.0,0.0,,,,,,,,,,
284,PT02M55.00S,2024-03-24T19:56:57.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612740,35,47,2024-03-24T19:57:11Z,2780000,False,,,0,,J. Ivey personal FOUL (2 PF) (Murphy III 2 FT),"[1631093, 1630530]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,204059.0,,,,,2.0,0.0,Murphy III,1630530.0,,,,,,
286,PT02M55.00S,2024-03-24T19:57:24.3Z,2,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,35,48,2024-03-24T19:57:24Z,2800000,False,,,0,,T. Murphy III Free Throw 1 of 2 (3 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
287,PT02M55.00S,2024-03-24T19:57:25.7Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,35,48,2024-03-24T19:57:31Z,2810000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M55.00S,2024-03-24T19:57:25.7Z,2,REGULAR,substitution,in,[],203468,,,1610612740,35,48,2024-03-24T19:57:31Z,2820000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M55.00S,2024-03-24T19:57:44.5Z,2,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,35,49,2024-03-24T19:57:44Z,2830000,False,,,0,,T. Murphy III Free Throw 2 of 2 (4 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
290,PT02M39.00S,2024-03-24T19:58:05.3Z,2,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612765,35,49,2024-03-24T19:58:13Z,2840000,False,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Evbuomwan 2 FT),"[1626204, 1641787]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,204059.0,,,,,1.0,0.0,Evbuomwan,1641787.0,,,,,,
292,PT02M39.00S,2024-03-24T19:58:28.6Z,2,REGULAR,freethrow,1 of 2,[],1641787,,,1610612765,35,49,2024-03-24T19:58:28Z,2860000,False,,,0,,MISS T. Evbuomwan Free Throw 1 of 2,[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
293,PT02M39.00S,2024-03-24T19:58:28.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,35,49,2024-03-24T19:58:28Z,2870000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,292.0,,,,,,,,,,,,,,,
294,PT02M39.00S,2024-03-24T19:58:46.3Z,2,REGULAR,freethrow,2 of 2,[],1641787,,,1610612765,36,49,2024-03-24T19:58:46Z,2880000,False,,,0,,T. Evbuomwan Free Throw 2 of 2 (3 PTS),[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
295,PT02M27.00S,2024-03-24T19:59:02.4Z,2,REGULAR,3pt,Jump Shot,[],203468,22.38830486202366,7.107843137254903,1610612740,36,49,2024-03-24T19:59:06Z,2890000,False,214.0,158.0,1,left,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
296,PT02M24.00S,2024-03-24T19:59:05.4Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612765,36,49,2024-03-24T19:59:06Z,2900000,False,,,0,,C. Metu REBOUND (Off:1 Def:3),[1629002],1610612765.0,DET,,,,Metu,C. Metu,,,,,Above the Break 3,24+ Right Center,,,,,295.0,,,4.0,3.0,1.0,,,,,,,,,,
297,PT02M16.00S,2024-03-24T19:59:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641787,89.4053876478318,44.607843137254896,1610612765,38,49,2024-03-24T19:59:18Z,2910000,False,-27.0,47.0,1,right,T. Evbuomwan floating Jump Shot (5 PTS) (J. Ivey 3 AST),"[1641787, 1631093]",1610612765.0,DET,floating,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),0-8 Center,5.43,Made,,,,,,,,,,,,,5.0,J. Ivey,1631093.0,3.0,,
299,PT01M58.00S,2024-03-24T19:59:30.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.831143232588701,55.14705882352941,1610612740,38,51,2024-03-24T19:59:35Z,2930000,False,-26.0,2.0,1,left,Z. Williamson driving Layup (13 PTS) (C. McCollum 2 AST),"[1629627, 203468]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,,,,,,,,,13.0,C. McCollum,203468.0,2.0,,
301,PT01M39.00S,2024-03-24T19:59:50.4Z,2,REGULAR,2pt,Jump Shot,[],1631204,78.76149802890933,37.254901960784316,1610612765,38,51,2024-03-24T19:59:54Z,2950000,False,-64.0,147.0,1,right,MISS M. Sasser 16' pullup Shot,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Center,16.03,Missed,,,,,,,,,,,,,,,,,,
302,PT01M37.00S,2024-03-24T19:59:52.4Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,38,51,2024-03-24T19:59:54Z,2960000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Center,,,,,301.0,,,3.0,3.0,0.0,,,,,,,,,,
303,PT01M31.00S,2024-03-24T19:59:58.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629627,5.305519053876466,55.14705882352941,1610612740,38,53,2024-03-24T20:06:11Z,2970000,False,-26.0,-3.0,1,left,Z. Williamson running Layup (15 PTS),[1629627],1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,,,,,,,,,15.0,,,,,
304,PT01M11.00S,2024-03-24T20:00:17.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,95.05584756898817,44.607843137254896,1610612765,40,53,2024-03-24T20:01:57Z,2980000,False,-27.0,-6.0,1,right,C. Metu Layup (6 PTS) (B. Boeheim 2 AST),"[1629002, 1631205]",1610612765.0,DET,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,,,,,,,,,6.0,B. Boeheim,1631205.0,2.0,,
305,PT00M59.00S,2024-03-24T20:00:30.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,5.568331143232584,55.14705882352941,1610612740,40,53,2024-03-24T20:06:55Z,2990000,False,-26.0,0.0,1,left,MISS C. McCollum driving floating bank Shot,[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,,,,,,,,,,,,,
306,PT00M56.50S,2024-03-24T20:00:33.1Z,2,REGULAR,rebound,defensive,[],1631205,,,1610612765,40,53,2024-03-24T20:00:39Z,3000000,False,,,0,,B. Boeheim REBOUND (Off:0 Def:3),[1631205],1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,Restricted Area,0-8 Center,,,,,305.0,,,3.0,3.0,0.0,,,,,,,,,,
307,PT00M53.40S,2024-03-24T20:00:36.6Z,2,REGULAR,3pt,Jump Shot,[],1631205,70.87713534822602,82.59803921568627,1610612765,40,53,2024-03-24T20:07:13Z,3010000,False,163.0,221.0,1,right,MISS B. Boeheim 27' pullup 3PT,[1631205],1610612765.0,DET,pullup,,,Boeheim,B. Boeheim,,,,,Above the Break 3,24+ Right Center,27.49,Missed,,,,,,,,,,,,,,,,,,
308,PT00M51.00S,2024-03-24T20:00:38.8Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,40,53,2024-03-24T20:00:38Z,3020000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,307.0,,,4.0,4.0,0.0,,,,,,,,,,
309,PT00M37.00S,2024-03-24T20:00:54.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.962549277266746,44.36274509803921,1610612740,40,55,2024-03-24T20:07:30Z,3030000,False,28.0,4.0,1,left,Z. Williamson driving Layup (17 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.84,Made,,,,,,,,,,,,,17.0,,,,,
310,PT00M31.40S,2024-03-24T20:01:02.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612765,40,55,2024-03-24T20:01:13Z,3040000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Ivey 2 FT),"[1630529, 1631093]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,1628171.0,,,,,1.0,0.0,Ivey,1631093.0,,,,,,
312,PT00M31.40S,2024-03-24T20:01:31.3Z,2,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,40,55,2024-03-24T20:01:31Z,3060000,False,,,0,,MISS J. Ivey Free Throw 1 of 2,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
313,PT00M31.40S,2024-03-24T20:01:31.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,40,55,2024-03-24T20:01:31Z,3070000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,
315,PT00M31.40S,2024-03-24T20:01:32.2Z,2,REGULAR,substitution,out,[],1641787,,,1610612765,40,55,2024-03-24T20:01:49Z,3080000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M31.40S,2024-03-24T20:01:32.2Z,2,REGULAR,substitution,out,[],1631205,,,1610612765,40,55,2024-03-24T20:01:49Z,3090000,False,,,0,,SUB out: B. Boeheim,[1631205],1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M31.40S,2024-03-24T20:01:32.2Z,2,REGULAR,substitution,in,[],203095,,,1610612765,40,55,2024-03-24T20:01:49Z,3100000,False,,,0,,SUB in: E. Fournier,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M31.40S,2024-03-24T20:01:32.2Z,2,REGULAR,substitution,in,[],1628972,,,1610612765,40,55,2024-03-24T20:01:49Z,3110000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M31.40S,2024-03-24T20:01:53.7Z,2,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,41,55,2024-03-24T20:01:53Z,3120000,False,,,0,,J. Ivey Free Throw 2 of 2 (9 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,,,,,,,,,9.0,,,,,
320,PT00M15.70S,2024-03-24T20:02:12.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,7.539421813403408,44.36274509803921,1610612740,41,57,2024-03-24T20:08:32Z,3130000,False,28.0,18.0,1,left,L. Nance Jr. cutting DUNK (6 PTS) (Z. Williamson 4 AST),"[1626204, 1629627]",1610612740.0,NOP,cutting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,3.37,Made,,,,,,,,,,,,,6.0,Z. Williamson,1629627.0,4.0,,
323,PT00M00.00S,2024-03-24T20:02:52.5Z,2,REGULAR,period,end,[],0,,,1610612765,41,57,2024-03-24T20:02:52Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2024-03-24T20:17:14.8Z,3,REGULAR,substitution,out,['startperiod'],203095,,,1610612765,41,57,2024-03-24T20:18:02Z,3170000,False,,,0,,SUB out: E. Fournier,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2024-03-24T20:17:14.8Z,3,REGULAR,substitution,in,['startperiod'],1630164,,,1610612765,41,57,2024-03-24T20:18:02Z,3180000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2024-03-24T20:18:11.4Z,3,REGULAR,period,start,[],0,,,1610612740,41,57,2024-03-24T20:18:11Z,3190000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M45.00S,2024-03-24T20:18:25.3Z,3,REGULAR,3pt,Jump Shot,[],1630530,69.4316688567674,14.950980392156865,1610612740,41,57,2024-03-24T20:18:30Z,3200000,False,-175.0,235.0,1,right,MISS T. Murphy III 29' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,29.3,Missed,,,,,,,,,,,,,,,,,,
335,PT11M43.00S,2024-03-24T20:18:27.3Z,3,REGULAR,rebound,defensive,[],1630164,,,1610612765,41,57,2024-03-24T20:18:30Z,3210000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:5),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,,,,,334.0,,,6.0,5.0,1.0,,,,,,,,,,
336,PT11M25.00S,2024-03-24T20:18:45.2Z,3,REGULAR,3pt,Jump Shot,[],1631093,27.38173455978975,12.5,1610612765,44,57,2024-03-24T20:18:49Z,3220000,False,188.0,205.0,1,left,J. Ivey 27' 3PT  (12 PTS) (C. Metu 3 AST),"[1631093, 1629002]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,27.77,Made,,,,,,,,,,,,,12.0,C. Metu,1629002.0,3.0,,
338,PT11M12.00S,2024-03-24T20:18:58.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,89.01116951379764,57.1078431372549,1610612740,44,59,2024-03-24T20:19:03Z,3240000,False,36.0,51.0,1,right,L. Nance Jr. 6' floating Jump Shot (8 PTS) (C. McCollum 3 AST),"[1626204, 203468]",1610612740.0,NOP,floating,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.2,Made,,,,,,,,,,,,,8.0,C. McCollum,203468.0,3.0,,
340,PT10M56.00S,2024-03-24T20:19:18.2Z,3,REGULAR,foul,offensive,[],1630164,,,1610612765,44,59,2024-03-24T20:19:27Z,3260000,False,,,0,,J. Wiseman offensive FOUL (2 PF),"[1630164, 1630530]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,,,,,,202056.0,,,,,2.0,0.0,Murphy III,1630530.0,,,,,,
342,PT10M56.00S,2024-03-24T20:19:18.2Z,3,REGULAR,turnover,offensive foul,[],1630164,,,1610612765,44,59,2024-03-24T20:19:18Z,3280000,False,,,0,,J. Wiseman offensive foul TURNOVER (3 TO),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,,,,,,202056.0,3.0,,,,,,,,,,,,,
343,PT10M42.00S,2024-03-24T20:19:42.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,93.74178712220763,44.36274509803921,1610612740,44,61,2024-03-24T20:19:49Z,3290000,False,-28.0,6.0,1,right,Z. Williamson driving Layup (19 PTS) (C. McCollum 4 AST),"[1629627, 203468]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.89,Made,,,,,,,,,,,,,19.0,C. McCollum,203468.0,4.0,,
345,PT10M30.00S,2024-03-24T20:19:55.2Z,3,REGULAR,3pt,Jump Shot,[],1628972,6.8823915900131425,2.941176470588232,1610612765,44,61,2024-03-24T20:19:59Z,3310000,False,235.0,12.0,1,left,MISS T. Brown Jr. 3PT,[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
346,PT10M27.00S,2024-03-24T20:19:58.2Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,44,61,2024-03-24T20:19:59Z,3320000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,345.0,,,4.0,4.0,0.0,,,,,,,,,,
347,PT10M18.00S,2024-03-24T20:20:07.1Z,3,REGULAR,3pt,Jump Shot,[],203468,92.0335085413929,97.54901960784314,1610612740,44,61,2024-03-24T20:20:11Z,3330000,False,238.0,22.0,1,right,MISS C. McCollum 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
348,PT10M16.00S,2024-03-24T20:20:09.1Z,3,REGULAR,rebound,defensive,[],1630164,,,1610612765,44,61,2024-03-24T20:20:11Z,3340000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:6),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Right Corner 3,24+ Right,,,,,347.0,,,7.0,6.0,1.0,,,,,,,,,,
349,PT10M13.00S,2024-03-24T20:20:14.9Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612765,44,61,2024-03-24T20:20:25Z,3350000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Brown Jr. 2 FT),"[1630529, 1628972]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1628171.0,,,,,2.0,0.0,Brown Jr.,1628972.0,,,,,,
351,PT10M13.00S,2024-03-24T20:20:37.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628972,,,1610612765,45,61,2024-03-24T20:21:24Z,3370000,False,,,0,,T. Brown Jr. Free Throw 1 of 2 (1 PTS),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
352,PT10M13.00S,2024-03-24T20:20:37.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628972,,,1610612765,46,61,2024-03-24T20:21:24Z,3380000,False,,,0,,T. Brown Jr. Free Throw 2 of 2 (2 PTS),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
353,PT10M04.00S,2024-03-24T20:21:05.3Z,3,REGULAR,foul,personal,['2freethrow'],1630164,,,1610612740,46,61,2024-03-24T20:21:14Z,3390000,False,,,0,,J. Wiseman shooting personal FOUL (3 PF) (Williamson 2 FT),"[1630164, 1629627]",1610612765.0,DET,shooting,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1628171.0,,,,,3.0,0.0,Williamson,1629627.0,,,,,,
