actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
168,PT10M24.00S,2023-12-07T00:37:35.6Z,2,REGULAR,rebound,offensive,[],1630214,,,1610612763,31,35,2023-12-07T00:37:35Z,1670000,False,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,167.0,1.0,0.0,1.0,,,,,,,,,,,,,,
169,PT10M22.00S,2023-12-07T00:37:37.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630214,90.09526938239159,44.11764705882353,1610612763,31,37,2023-12-07T00:37:42Z,1680000,False,-29.0,41.0,1,right,X. Tillman turnaround Hook (2 PTS),[1630214],1610612763.0,MEM,turnaround,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,5.01,Made,,,,,,,2.0,,,,,,,,,,,
170,PT10M08.00S,2023-12-07T00:37:55.8Z,2,REGULAR,foul,personal,[],1628991,,,1610612765,31,37,2023-12-07T00:38:07Z,1690000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 1641709]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Center,,,,,,,2004.0,,,,,,,,,,1.0,0.0,Thompson,1641709.0
172,PT10M02.00S,2023-12-07T00:38:20.5Z,2,REGULAR,foul,offensive,[],1630165,,,1610612765,31,37,2023-12-07T00:40:11Z,1710000,False,,,0,,K. Hayes charge offensive FOUL (2 PF),"[1630165, 201565]",1610612765.0,DET,charge,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2004.0,,,,,,,,,,2.0,0.0,Rose,201565.0
174,PT10M02.00S,2023-12-07T00:38:20.5Z,2,REGULAR,turnover,offensive foul,[],1630165,,,1610612765,31,37,2023-12-07T00:38:20Z,1730000,False,,,0,,K. Hayes offensive foul TURNOVER (2 TO),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2004.0,2.0,,,,,,,,,,,,
175,PT09M52.00S,2023-12-07T00:38:43.2Z,2,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612763,31,37,2023-12-07T00:38:58Z,1740000,False,,,0,,I. Stewart shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1630191, 1628991]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2004.0,,,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0
177,PT09M52.00S,2023-12-07T00:39:09.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628991,,,1610612763,31,38,2023-12-07T00:39:27Z,1760000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (13 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
178,PT09M52.00S,2023-12-07T00:39:09.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628991,,,1610612763,31,38,2023-12-07T00:39:27Z,1770000,False,,,0,,MISS J. Jackson Jr. Free Throw 2 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
179,PT09M49.00S,2023-12-07T00:39:12.2Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,31,38,2023-12-07T00:39:27Z,1780000,False,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,178.0,3.0,3.0,0.0,,,,,,,,,,,,,,
180,PT09M38.00S,2023-12-07T00:39:36.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,6.652431011826544,49.754901960784316,1610612765,33,38,2023-12-07T00:39:43Z,1790000,False,1.0,10.0,1,left,I. Stewart cutting DUNK (2 PTS) (J. Ivey 1 AST),"[1630191, 1631093]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,2.0,,,J. Ivey,1631093.0,1.0,,,,,,
182,PT09M15.00S,2023-12-07T00:40:00.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,87.59855453350855,46.07843137254902,1610612763,33,38,2023-12-07T00:40:06Z,1810000,False,-20.0,64.0,1,right,MISS D. Rose 6' driving floating Shot,[201565],1610612763.0,MEM,driving floating,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
183,PT09M11.00S,2023-12-07T00:40:04.6Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,33,38,2023-12-07T00:40:06Z,1820000,False,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,,,
184,PT08M59.00S,2023-12-07T00:40:16.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,13.61695137976347,51.470588235294116,1610612765,35,38,2023-12-07T00:40:20Z,1830000,False,-7.0,75.0,1,left,K. Hayes 7' pullup Jump Shot (9 PTS) (I. Livers 1 AST),"[1630165, 1630587]",1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,7.59,Made,,,,,,,9.0,,,I. Livers,1630587.0,1.0,,,,,,
185,PT08M37.00S,2023-12-07T00:40:38.2Z,2,REGULAR,turnover,bad pass,[],201565,,,1610612763,35,38,2023-12-07T00:41:40Z,1840000,False,,,0,,D. Rose bad pass TURNOVER (4 TO),"[201565, 1630165]",1610612763.0,MEM,,,,Rose,D. Rose,,,,,Above the Break 3,24+ Center,,,,,,,,4.0,,,,,,,Hayes,1630165.0,,,,
186,PT08M37.00S,2023-12-07T00:40:38.2Z,2,REGULAR,steal,,[],1630165,,,1610612765,35,38,2023-12-07T00:40:40Z,1850000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
187,PT08M33.00S,2023-12-07T00:40:41.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641709,5.601182654402102,52.20588235294118,1610612765,37,38,2023-12-07T00:40:54Z,1860000,False,-11.0,0.0,1,left,A. Thompson running alley-oop DUNK (5 PTS) (J. Ivey 2 AST),"[1641709, 1631093]",1610612765.0,DET,running alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,,,5.0,,,J. Ivey,1631093.0,2.0,,,,,,
189,PT08M33.00S,2023-12-07T00:40:47.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,37,38,2023-12-07T00:40:47Z,1880000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M14.00S,2023-12-07T00:43:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,92.72339027595268,47.05882352941176,1610612763,37,40,2023-12-07T00:44:04Z,1890000,False,-15.0,16.0,1,right,D. Rose driving Layup (2 PTS),[201565],1610612763.0,MEM,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,2.0,,,,,,,,,,,
193,PT07M56.00S,2023-12-07T00:44:16.5Z,2,REGULAR,3pt,Jump Shot,[],1641709,22.421156373193167,89.70588235294117,1610612765,37,40,2023-12-07T00:44:26Z,1910000,False,-199.0,158.0,1,left,MISS A. Thompson 25' 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
194,PT07M49.00S,2023-12-07T00:44:23.5Z,2,REGULAR,rebound,offensive,[],1630165,,,1610612765,37,40,2023-12-07T00:44:26Z,1920000,False,,,0,,K. Hayes REBOUND (Off:1 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,,,193.0,2.0,1.0,1.0,,,,,,,,,,,,,,
195,PT07M48.00S,2023-12-07T00:44:23.4Z,2,REGULAR,turnover,lost ball,[],1630165,,,1610612765,37,40,2023-12-07T00:44:29Z,1930000,False,,,0,,K. Hayes lost ball TURNOVER (3 TO),"[1630165, 201565]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,3.0,,,,,,,Rose,201565.0,,,,
196,PT07M48.00S,2023-12-07T00:44:23.4Z,2,REGULAR,steal,,[],201565,,,1610612763,37,40,2023-12-07T00:44:26Z,1940000,False,,,0,,D. Rose STEAL (2 STL),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
197,PT07M43.00S,2023-12-07T00:44:29.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630214,95.6143232588699,49.01960784313725,1610612763,37,40,2023-12-07T00:44:47Z,1950000,False,-5.0,-11.0,1,right,MISS X. Tillman running DUNK,[1630214],1610612763.0,MEM,running,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
198,PT07M41.00S,2023-12-07T00:44:31.0Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,37,40,2023-12-07T00:44:31Z,1960000,False,,,0,,I. Stewart REBOUND (Off:0 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,197.0,4.0,4.0,0.0,,,,,,,,,,,,,,
199,PT07M38.00S,2023-12-07T00:44:34.2Z,2,REGULAR,3pt,Jump Shot,[],1630165,20.71287779237845,8.57843137254902,1610612765,37,40,2023-12-07T00:44:41Z,1970000,False,207.0,142.0,1,left,MISS K. Hayes 25' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,,
200,PT07M34.00S,2023-12-07T00:44:38.2Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,37,40,2023-12-07T00:44:41Z,1980000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,
201,PT07M29.00S,2023-12-07T00:44:47.7Z,2,REGULAR,foul,offensive,[],201565,,,1610612763,37,40,2023-12-07T00:45:03Z,1990000,False,,,0,,D. Rose offensive FOUL (1 PF),"[201565, 1641709]",1610612763.0,MEM,,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,,,,,,,,,,1.0,0.0,Thompson,1641709.0
203,PT07M29.00S,2023-12-07T00:44:47.7Z,2,REGULAR,turnover,offensive foul,[],201565,,,1610612763,37,40,2023-12-07T00:44:47Z,2010000,False,,,0,,D. Rose offensive foul TURNOVER (5 TO),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,5.0,,,,,,,,,,,,
204,PT07M29.00S,2023-12-07T00:45:00.9Z,2,REGULAR,substitution,out,[],1630587,,,1610612765,37,40,2023-12-07T00:45:19Z,2020000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M29.00S,2023-12-07T00:45:00.9Z,2,REGULAR,substitution,out,[],1630165,,,1610612765,37,40,2023-12-07T00:45:19Z,2030000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M29.00S,2023-12-07T00:45:00.9Z,2,REGULAR,substitution,out,[],1631246,,,1610612765,37,40,2023-12-07T00:45:19Z,2040000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M29.00S,2023-12-07T00:45:00.9Z,2,REGULAR,substitution,out,[],201565,,,1610612765,37,40,2023-12-07T00:45:19Z,2050000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M29.00S,2023-12-07T00:45:00.9Z,2,REGULAR,substitution,in,[],1631105,,,1610612765,37,40,2023-12-07T00:45:19Z,2060000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M29.00S,2023-12-07T00:45:00.9Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,37,40,2023-12-07T00:45:19Z,2070000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M29.00S,2023-12-07T00:45:00.9Z,2,REGULAR,substitution,in,[],1629669,,,1610612765,37,40,2023-12-07T00:45:19Z,2080000,False,,,0,,SUB in: J. Nowell,[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M29.00S,2023-12-07T00:45:00.9Z,2,REGULAR,substitution,in,[],1630217,,,1610612765,37,40,2023-12-07T00:45:19Z,2090000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M17.00S,2023-12-07T00:46:25.7Z,2,REGULAR,turnover,lost ball,[],1631093,,,1610612765,37,40,2023-12-07T00:46:29Z,2110000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1629669]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,Nowell,1629669.0,,,,
214,PT07M17.00S,2023-12-07T00:46:25.7Z,2,REGULAR,steal,,[],1629669,,,1610612763,37,40,2023-12-07T00:46:27Z,2120000,False,,,0,,J. Nowell STEAL (1 STL),[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
215,PT07M13.00S,2023-12-07T00:46:30.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629723,93.11760840998686,45.83333333333333,1610612763,37,40,2023-12-07T00:47:29Z,2130000,False,-21.0,12.0,1,right,MISS J. Konchar running Layup,[1629723],1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
216,PT07M11.00S,2023-12-07T00:46:32.1Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,37,40,2023-12-07T00:46:56Z,2140000,False,,,0,,J. Duren REBOUND (Off:0 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,215.0,4.0,4.0,0.0,,,,,,,,,,,,,,
217,PT07M05.00S,2023-12-07T00:46:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,4.944152431011826,41.42156862745098,1610612765,37,40,2023-12-07T00:47:54Z,2150000,False,43.0,-6.0,1,left,MISS J. Duren driving Layup - blocked,"[1631105, 1628991]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,4.33,Missed,,,,,,,,Jackson Jr.,1628991.0,,,,,,,,,
218,PT07M05.00S,2023-12-07T00:46:38.3Z,2,REGULAR,block,,[],1628991,,,1610612765,37,40,2023-12-07T00:46:41Z,2160000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
219,PT07M01.00S,2023-12-07T00:46:42.3Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,37,40,2023-12-07T00:46:42Z,2170000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,217.0,1.0,1.0,0.0,,,,,,,,,,,,,,
220,PT06M53.00S,2023-12-07T00:46:50.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,93.11760840998686,35.049019607843135,1610612763,37,40,2023-12-07T00:47:14Z,2180000,False,-75.0,12.0,1,right,MISS X. Tillman 7' Jump Shot,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,7.58,Missed,,,,,,,,,,,,,,,,,,
221,PT06M50.00S,2023-12-07T00:46:53.4Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,37,40,2023-12-07T00:47:14Z,2190000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,220.0,3.0,1.0,2.0,,,,,,,,,,,,,,
283,PT06M36.00S,2023-12-07T00:47:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.670827858081481,42.64705882352941,1610612765,37,40,2023-12-07T00:57:02Z,2195000,False,37.0,20.0,1,left,MISS C. Cunningham driving Layup - blocked,"[1630595, 1629723]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,,Konchar,1629723.0,,,,,,,,,
284,PT06M36.00S,2023-12-07T00:47:01.3Z,2,REGULAR,block,,[],1629723,,,1610612765,37,40,2023-12-07T00:57:02Z,2197500,False,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
285,PT06M35.00S,2023-12-07T00:47:02.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,37,40,2023-12-07T00:57:02Z,2198750,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,283.0,,,,,,,,,,,,,,,,,
223,PT06M35.00S,2023-12-07T00:47:12.7Z,2,REGULAR,substitution,out,[],1641709,,,1610612765,37,40,2023-12-07T00:47:22Z,2210000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M35.00S,2023-12-07T00:47:12.7Z,2,REGULAR,substitution,out,[],1628991,,,1610612765,37,40,2023-12-07T00:47:22Z,2220000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M35.00S,2023-12-07T00:47:12.7Z,2,REGULAR,substitution,out,[],1629723,,,1610612765,37,40,2023-12-07T00:47:22Z,2230000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M35.00S,2023-12-07T00:47:12.7Z,2,REGULAR,substitution,in,[],202711,,,1610612765,37,40,2023-12-07T00:47:22Z,2240000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M35.00S,2023-12-07T00:47:12.7Z,2,REGULAR,substitution,in,[],1631223,,,1610612765,37,40,2023-12-07T00:47:22Z,2250000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M35.00S,2023-12-07T00:47:12.7Z,2,REGULAR,substitution,in,[],1630583,,,1610612765,37,40,2023-12-07T00:47:22Z,2260000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M35.00S,2023-12-07T00:47:12.7Z,2,REGULAR,substitution,out,[],1630191,,,1610612765,37,40,2023-12-07T00:47:40Z,2270000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M35.00S,2023-12-07T00:47:12.7Z,2,REGULAR,substitution,in,[],202692,,,1610612765,37,40,2023-12-07T00:47:40Z,2280000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M28.00S,2023-12-07T00:48:00.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612765,37,40,2023-12-07T00:48:08Z,2290000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1626301.0,,,,,,,,,,,,,
232,PT06M14.00S,2023-12-07T00:48:30.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630214,92.72339027595268,53.67647058823529,1610612763,37,40,2023-12-07T00:48:36Z,2300000,False,18.0,16.0,1,right,MISS X. Tillman driving Layup,[1630214],1610612763.0,MEM,driving,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
233,PT06M12.00S,2023-12-07T00:48:32.4Z,2,REGULAR,rebound,defensive,[],202711,,,1610612765,37,40,2023-12-07T00:48:36Z,2310000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,232.0,1.0,1.0,0.0,,,,,,,,,,,,,,
234,PT06M08.00S,2023-12-07T00:48:37.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631093,4.812746386333772,51.470588235294116,1610612765,39,40,2023-12-07T00:50:40Z,2320000,False,-7.0,-7.0,1,left,J. Ivey running Layup (2 PTS) (B. Bogdanovic 5 AST),"[1631093, 202711]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,2.0,,,B. Bogdanovic,202711.0,5.0,,,,,,
236,PT05M52.00S,2023-12-07T00:48:52.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630217,89.70105124835742,39.705882352941174,1610612763,39,40,2023-12-07T00:51:12Z,2340000,False,-51.0,44.0,1,right,MISS D. Bane 6' driving bank Hook,[1630217],1610612763.0,MEM,driving bank,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,6.79,Missed,,,,,,,,,,,,,,,,,,
237,PT05M50.00S,2023-12-07T00:48:54.8Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,39,40,2023-12-07T00:49:00Z,2350000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,236.0,1.0,1.0,0.0,,,,,,,,,,,,,,
238,PT05M48.00S,2023-12-07T00:49:00.5Z,2,REGULAR,turnover,out-of-bounds,[],202711,,,1610612765,39,40,2023-12-07T00:49:05Z,2360000,False,,,0,,B. Bogdanovic bad pass out-of-bounds TURNOVER (2 TO),[202711],1610612765.0,DET,bad pass,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Right,,,,,,,2004.0,2.0,,,,,,,,,,,,
239,PT05M48.00S,2023-12-07T00:49:04.2Z,2,REGULAR,substitution,out,[],1630214,,,1610612763,39,40,2023-12-07T00:49:08Z,2370000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M48.00S,2023-12-07T00:49:04.2Z,2,REGULAR,substitution,in,[],202687,,,1610612763,39,40,2023-12-07T00:49:08Z,2380000,False,,,0,,SUB in: B. Biyombo,[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M32.00S,2023-12-07T00:49:39.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629669,70.64717477003943,72.05882352941177,1610612763,39,40,2023-12-07T00:52:42Z,2390000,False,110.0,223.0,1,right,MISS J. Nowell 24' pullup 3PT,[1629669],1610612763.0,MEM,pullup,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,,,,,,,,,,,,,,,,,
242,PT05M30.00S,2023-12-07T00:49:41.5Z,2,REGULAR,rebound,defensive,[],202692,,,1610612765,39,40,2023-12-07T00:49:45Z,2400000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,241.0,1.0,1.0,0.0,,,,,,,,,,,,,,
243,PT05M21.00S,2023-12-07T00:49:49.8Z,2,REGULAR,3pt,Jump Shot,[],1630595,30.042706964520367,20.833333333333336,1610612765,42,40,2023-12-07T00:49:53Z,2410000,False,146.0,230.0,1,left,C. Cunningham 27' 3PT  (9 PTS) (A. Burks 2 AST),"[1630595, 202692]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,27.22,Made,,,,,,,9.0,,,A. Burks,202692.0,2.0,,,,,,
245,PT05M10.00S,2023-12-07T00:50:01.2Z,2,REGULAR,2pt,Jump Shot,[],1630217,80.23981603153744,71.32352941176471,1610612763,42,42,2023-12-07T00:50:04Z,2430000,False,107.0,133.0,1,right,D. Bane 17' pullup Jump Shot (13 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,17.06,Made,,,,,,,13.0,,,,,,,,,,,
246,PT05M00.00S,2023-12-07T00:50:10.7Z,2,REGULAR,3pt,Jump Shot,[],202711,28.597240473061763,76.47058823529412,1610612765,42,42,2023-12-07T00:50:36Z,2440000,False,-132.0,216.0,1,left,MISS B. Bogdanovic 25' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
247,PT04M56.00S,2023-12-07T00:50:14.7Z,2,REGULAR,rebound,defensive,[],1631223,,,1610612763,42,42,2023-12-07T00:50:22Z,2450000,False,,,0,,D. Roddy REBOUND (Off:0 Def:2),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,246.0,2.0,2.0,0.0,,,,,,,,,,,,,,
