actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
175,PT12M00.00S,2022-12-24T01:38:14.2Z,2,REGULAR,substitution,in,['startperiod'],1628981,,,1610612742,24,30,2022-12-24T01:40:38Z,1740000,False,,,0,,SUB in: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-12-24T01:38:14.2Z,2,REGULAR,substitution,in,['startperiod'],1630593,,,1610612742,24,30,2022-12-24T01:40:38Z,1750000,False,,,0,,SUB in: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-12-24T01:38:14.2Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,24,30,2022-12-24T01:40:38Z,1760000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-12-24T01:40:43.7Z,2,REGULAR,period,start,[],0,,,1610612745,24,30,2022-12-24T01:40:43Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M37.00S,2022-12-24T01:41:07.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,87.59855453350855,44.85294117647059,1610612745,26,30,2022-12-24T01:41:13Z,1780000,False,-26.0,64.0,1,right,J. Smith Jr. 6' driving Layup (6 PTS) (G. Mathews 1 AST),"[1631095, 1629726]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.91,Made,,6.0,G. Mathews,1629726.0,1.0,,,,,,,,,,,,,
181,PT11M37.00S,2022-12-24T01:41:12.0Z,2,REGULAR,foul,personal,['1freethrow'],203939,,,1610612745,26,30,2022-12-24T01:41:25Z,1800000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Smith Jr. 1 FT),"[203939, 1631095]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200832.0,1.0,0.0,Smith Jr.,1631095.0,,,,,
183,PT11M37.00S,2022-12-24T01:41:35.7Z,2,REGULAR,freethrow,1 of 1,[],1631095,,,1610612745,27,30,2022-12-24T01:41:35Z,1820000,False,,,0,,J. Smith Jr. Free Throw 1 of 1 (7 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
184,PT11M22.00S,2022-12-24T01:41:57.0Z,2,REGULAR,foul,personal,['3freethrow'],1631095,,,1610612742,27,30,2022-12-24T01:42:05Z,1830000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Bertans 3 FT),"[1631095, 202722]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,101283.0,2.0,0.0,Bertans,202722.0,,,,,
186,PT11M22.00S,2022-12-24T01:42:22.5Z,2,REGULAR,freethrow,1 of 3,[],202722,,,1610612742,27,31,2022-12-24T01:42:22Z,1850000,False,,,0,,D. Bertans Free Throw 1 of 3 (1 PTS),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
187,PT11M22.00S,2022-12-24T01:42:35.0Z,2,REGULAR,freethrow,2 of 3,[],202722,,,1610612742,27,32,2022-12-24T01:42:35Z,1860000,False,,,0,,D. Bertans Free Throw 2 of 3 (2 PTS),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
188,PT11M22.00S,2022-12-24T01:42:46.6Z,2,REGULAR,freethrow,3 of 3,[],202722,,,1610612742,27,33,2022-12-24T01:42:46Z,1870000,False,,,0,,D. Bertans Free Throw 3 of 3 (3 PTS),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
189,PT11M02.00S,2022-12-24T01:43:07.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628981,89.43823915900131,44.11764705882353,1610612745,27,33,2022-12-24T01:43:14Z,1880000,False,-29.0,47.0,1,right,MISS B. Fernando turnaround Hook,[1628981],1610612745.0,HOU,turnaround,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,,
190,PT11M01.00S,2022-12-24T01:43:08.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,27,33,2022-12-24T01:43:14Z,1890000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,189.0,,,,,,,,,,,,,,,,,
192,PT10M42.00S,2022-12-24T01:43:34.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628373,9.674770039421814,58.57843137254902,1610612742,27,35,2022-12-24T02:53:26Z,1910000,False,-43.0,38.0,1,left,F. Ntilikina driving finger roll Layup (4 PTS),[1628373],1610612742.0,DAL,driving finger roll,,,Ntilikina,F. Ntilikina,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,,4.0,,,,,,,,,,,,,,,,
193,PT10M25.00S,2022-12-24T01:43:50.3Z,2,REGULAR,3pt,Jump Shot,[],1629726,65.91655716162943,50.0,1610612745,27,35,2022-12-24T01:43:55Z,1920000,False,0.0,268.0,1,right,MISS G. Mathews 26' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
194,PT10M25.00S,2022-12-24T01:43:50.3Z,2,REGULAR,rebound,defensive,[],1630593,,,1610612742,27,35,2022-12-24T01:43:55Z,1930000,False,,,0,,M. Wright IV REBOUND (Off:0 Def:1),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Above the Break 3,24+ Center,,,193.0,,,,,1.0,1.0,0.0,,,,,,,,,,
195,PT10M07.00S,2022-12-24T01:44:09.4Z,2,REGULAR,turnover,lost ball,[],1628373,,,1610612742,27,35,2022-12-24T01:44:15Z,1940000,False,,,0,,F. Ntilikina lost ball TURNOVER (2 TO),"[1628373, 1631106]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2.0,,,Eason,1631106.0
196,PT10M07.00S,2022-12-24T01:44:09.4Z,2,REGULAR,steal,,[],1631106,,,1610612745,27,35,2022-12-24T03:23:17Z,1950000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
197,PT10M06.00S,2022-12-24T01:44:13.7Z,2,REGULAR,foul,personal,[],202722,,,1610612745,27,35,2022-12-24T03:39:58Z,1960000,False,,,0,,D. Bertans personal FOUL (2 PF),"[202722, 1631106]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Center,,,,,,,,,,,101283.0,2.0,0.0,Eason,1631106.0,,,,,
199,PT10M06.00S,2022-12-24T01:44:21.0Z,2,REGULAR,substitution,out,[],1631106,,,1610612745,27,35,2022-12-24T01:44:30Z,1980000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M06.00S,2022-12-24T01:44:21.0Z,2,REGULAR,substitution,out,[],203939,,,1610612745,27,35,2022-12-24T01:44:30Z,1990000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M06.00S,2022-12-24T01:44:21.0Z,2,REGULAR,substitution,out,[],1628373,,,1610612745,27,35,2022-12-24T01:44:30Z,2000000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M06.00S,2022-12-24T01:44:21.0Z,2,REGULAR,substitution,in,[],1630528,,,1610612745,27,35,2022-12-24T01:44:30Z,2010000,False,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M06.00S,2022-12-24T01:44:21.0Z,2,REGULAR,substitution,in,[],1626174,,,1610612745,27,35,2022-12-24T01:44:30Z,2020000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M06.00S,2022-12-24T01:44:21.0Z,2,REGULAR,substitution,in,[],203493,,,1610612745,27,35,2022-12-24T01:44:30Z,2030000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M56.00S,2022-12-24T01:44:45.5Z,2,REGULAR,foul,personal,[],1626174,,,1610612745,27,35,2022-12-24T01:44:59Z,2040000,False,,,0,,C. Wood personal FOUL (2 PF),"[1626174, 1628981]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,101283.0,2.0,0.0,Fernando,1628981.0,,,,,
207,PT09M46.00S,2022-12-24T01:45:11.7Z,2,REGULAR,turnover,bad pass,[],1630227,,,1610612745,27,35,2022-12-24T01:45:17Z,2060000,False,,,0,,D. Nix bad pass TURNOVER (2 TO),"[1630227, 1630593]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,,,Wright IV,1630593.0
208,PT09M46.00S,2022-12-24T01:45:11.7Z,2,REGULAR,steal,,[],1630593,,,1610612742,27,35,2022-12-24T03:34:52Z,2070000,False,,,0,,M. Wright IV STEAL (1 STL),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT09M38.00S,2022-12-24T01:45:19.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626174,10.5946123521682,46.81372549019608,1610612742,27,35,2022-12-24T01:45:26Z,2080000,False,16.0,47.0,1,left,MISS C. Wood Layup - blocked,"[1626174, 1628981]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,Fernando,1628981.0,,
210,PT09M38.00S,2022-12-24T01:45:19.5Z,2,REGULAR,block,,[],1628981,,,1610612742,27,35,2022-12-24T01:45:22Z,2090000,False,,,0,,B. Fernando BLOCK (1 BLK),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
211,PT09M34.00S,2022-12-24T01:45:23.5Z,2,REGULAR,rebound,offensive,[],202722,,,1610612742,27,35,2022-12-24T01:45:26Z,2100000,False,,,0,,D. Bertans REBOUND (Off:2 Def:0),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,In The Paint (Non-RA),0-8 Center,,,209.0,,,,,2.0,0.0,2.0,,,,,,,,,,
212,PT09M25.00S,2022-12-24T01:45:32.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626174,29.517082785808146,20.588235294117645,1610612742,27,38,2022-12-24T01:45:39Z,2110000,False,147.0,225.0,1,left,C. Wood 26' 3PT  (8 PTS) (R. Bullock 1 AST),"[1626174, 203493]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,26.88,Made,,8.0,R. Bullock,203493.0,1.0,,,,,,,,,,,,,
214,PT08M59.00S,2022-12-24T01:45:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,92.19776609724047,60.5392156862745,1610612745,27,38,2022-12-24T01:46:02Z,2130000,False,53.0,21.0,1,right,MISS J. Smith Jr. driving Layup - blocked,"[1631095, 1626174]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,Wood,1626174.0,,
215,PT08M59.00S,2022-12-24T01:45:57.7Z,2,REGULAR,block,,[],1626174,,,1610612745,27,38,2022-12-24T01:45:59Z,2140000,False,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
216,PT08M57.00S,2022-12-24T01:45:59.7Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,27,38,2022-12-24T01:46:02Z,2150000,False,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),0-8 Center,,,214.0,,,,,1.0,1.0,0.0,,,,,,,,,,
217,PT08M54.00S,2022-12-24T01:46:03.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202722,27.54599211563732,86.51960784313727,1610612742,27,38,2022-12-24T02:53:50Z,2160000,False,-183.0,206.0,1,left,MISS D. Bertans 27' running 3PT,[202722],1610612742.0,DAL,running,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,27.56,Missed,,,,,,,,,,,,,,,,,,
218,PT08M51.00S,2022-12-24T01:46:06.1Z,2,REGULAR,rebound,offensive,[],1630593,,,1610612742,27,38,2022-12-24T01:46:06Z,2170000,False,,,0,,M. Wright IV REBOUND (Off:1 Def:1),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Above the Break 3,24+ Left Center,,,217.0,,,,,2.0,1.0,1.0,,,,,,,,,,
219,PT08M46.00S,2022-12-24T01:46:11.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630593,7.30946123521682,35.049019607843135,1610612742,27,38,2022-12-24T01:46:17Z,2180000,False,75.0,16.0,1,left,MISS M. Wright IV 7' driving floating Shot,[1630593],1610612742.0,DAL,driving floating,,,Wright IV,M. Wright IV,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
220,PT08M42.00S,2022-12-24T01:46:15.5Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,27,38,2022-12-24T01:46:17Z,2190000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),0-8 Center,,,219.0,,,,,1.0,1.0,0.0,,,,,,,,,,
221,PT08M40.00S,2022-12-24T01:46:26.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,27,38,2022-12-24T01:46:26Z,2200000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M40.00S,2022-12-24T01:48:31.7Z,2,REGULAR,substitution,out,[],1630227,,,1610612745,27,38,2022-12-24T01:48:55Z,2210000,False,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M40.00S,2022-12-24T01:48:31.7Z,2,REGULAR,substitution,out,[],202722,,,1610612745,27,38,2022-12-24T01:48:55Z,2220000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M40.00S,2022-12-24T01:48:31.7Z,2,REGULAR,substitution,in,[],1631102,,,1610612745,27,38,2022-12-24T01:48:55Z,2230000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M40.00S,2022-12-24T01:48:31.7Z,2,REGULAR,substitution,in,[],1629033,,,1610612745,27,38,2022-12-24T01:48:55Z,2240000,False,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M36.00S,2022-12-24T01:49:25.2Z,2,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612745,27,38,2022-12-24T01:49:34Z,2250000,False,,,0,,C. Wood shooting personal FOUL (3 PF) (Fernando 2 FT),"[1626174, 1628981]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101283.0,3.0,0.0,Fernando,1628981.0,,,,,
228,PT08M36.00S,2022-12-24T01:49:55.2Z,2,REGULAR,freethrow,1 of 2,[],1628981,,,1610612745,28,38,2022-12-24T01:49:55Z,2270000,False,,,0,,B. Fernando Free Throw 1 of 2 (1 PTS),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
229,PT08M36.00S,2022-12-24T01:50:10.0Z,2,REGULAR,freethrow,2 of 2,[],1628981,,,1610612745,29,38,2022-12-24T01:50:10Z,2280000,False,,,0,,B. Fernando Free Throw 2 of 2 (2 PTS),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
230,PT08M16.00S,2022-12-24T01:50:31.0Z,2,REGULAR,3pt,Jump Shot,[],1629033,20.844283837056505,8.57843137254902,1610612742,29,41,2022-12-24T01:50:34Z,2290000,False,207.0,143.0,1,left,T. Pinson 25' 3PT  (3 PTS) (M. Wright IV 1 AST),"[1629033, 1630593]",1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,Above the Break 3,24+ Right Center,25.19,Made,,3.0,M. Wright IV,1630593.0,1.0,,,,,,,,,,,,,
232,PT07M52.00S,2022-12-24T01:50:55.1Z,2,REGULAR,2pt,Jump Shot,[],1631095,77.08607095926413,61.029411764705884,1610612745,31,41,2022-12-24T01:51:00Z,2310000,False,55.0,163.0,1,right,J. Smith Jr. 17' pullup Jump Shot (9 PTS) (J. Christopher 1 AST),"[1631095, 1630528]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,17.2,Made,,9.0,J. Christopher,1630528.0,1.0,,,,,,,,,,,,,
234,PT07M34.00S,2022-12-24T01:51:14.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630593,15.588042049934298,49.50980392156863,1610612742,31,41,2022-12-24T01:51:25Z,2330000,False,2.0,94.0,1,left,MISS M. Wright IV 9' driving floating Shot,[1630593],1610612742.0,DAL,driving floating,,,Wright IV,M. Wright IV,,,,,In The Paint (Non-RA),8-16 Center,9.4,Missed,,,,,,,,,,,,,,,,,,
235,PT07M32.00S,2022-12-24T01:51:16.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,31,41,2022-12-24T01:51:25Z,2340000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,234.0,,,,,,,,,,,,,,,,,
237,PT07M14.00S,2022-12-24T01:51:44.3Z,2,REGULAR,2pt,Jump Shot,[],1631102,91.67214191852825,66.17647058823529,1610612745,31,41,2022-12-24T01:51:49Z,2360000,False,81.0,26.0,1,right,MISS T. Washington Jr. 8' driving floating Shot,[1631102],1610612745.0,HOU,driving floating,,,Washington Jr.,T. Washington Jr.,,,,,Mid-Range,8-16 Right,8.49,Missed,,,,,,,,,,,,,,,,,,
238,PT07M14.00S,2022-12-24T01:51:44.3Z,2,REGULAR,rebound,defensive,[],1629033,,,1610612742,31,41,2022-12-24T01:51:49Z,2370000,False,,,0,,T. Pinson REBOUND (Off:0 Def:1),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,Mid-Range,8-16 Right,,,237.0,,,,,1.0,1.0,0.0,,,,,,,,,,
239,PT07M02.00S,2022-12-24T01:51:58.2Z,2,REGULAR,foul,personal,[],1628981,,,1610612742,31,41,2022-12-24T01:52:13Z,2380000,False,,,0,,B. Fernando personal FOUL (1 PF),"[1628981, 1626174]",1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101283.0,1.0,0.0,Wood,1626174.0,,,,,
241,PT07M02.00S,2022-12-24T01:52:04.7Z,2,REGULAR,substitution,out,[],1629726,,,1610612742,31,41,2022-12-24T01:52:11Z,2400000,False,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M02.00S,2022-12-24T01:52:04.7Z,2,REGULAR,substitution,in,[],1630224,,,1610612742,31,41,2022-12-24T01:52:11Z,2410000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M52.00S,2022-12-24T01:52:29.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630593,14.799605781865965,47.794117647058826,1610612742,31,43,2022-12-24T01:52:33Z,2420000,False,11.0,87.0,1,left,M. Wright IV 8' driving floating Jump Shot (2 PTS),[1630593],1610612742.0,DAL,driving floating,,,Wright IV,M. Wright IV,,,,,In The Paint (Non-RA),8-16 Center,8.73,Made,,2.0,,,,,,,,,,,,,,,,
244,PT06M30.00S,2022-12-24T01:52:50.5Z,2,REGULAR,3pt,Jump Shot,[],1631095,70.38436268068331,22.794117647058822,1610612745,31,43,2022-12-24T01:52:56Z,2430000,False,-136.0,226.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
245,PT06M30.00S,2022-12-24T01:52:50.5Z,2,REGULAR,rebound,defensive,[],1630593,,,1610612742,31,43,2022-12-24T01:52:56Z,2440000,False,,,0,,M. Wright IV REBOUND (Off:1 Def:2),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Above the Break 3,24+ Left Center,,,244.0,,,,,3.0,2.0,1.0,,,,,,,,,,
246,PT06M25.00S,2022-12-24T01:52:55.2Z,2,REGULAR,turnover,bad pass,[],1630593,,,1610612742,31,43,2022-12-24T01:52:59Z,2450000,False,,,0,,M. Wright IV bad pass TURNOVER (1 TO),"[1630593, 1630224]",1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,Green,1630224.0
247,PT06M25.00S,2022-12-24T01:52:55.2Z,2,REGULAR,steal,,[],1630224,,,1610612745,31,43,2022-12-24T01:52:57Z,2460000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
248,PT06M20.00S,2022-12-24T01:53:00.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,91.14651773981603,42.8921568627451,1610612745,31,43,2022-12-24T01:53:09Z,2470000,False,-36.0,31.0,1,right,MISS J. Green running Layup - blocked,"[1630224, 1626174]",1610612745.0,HOU,running,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,Wood,1626174.0,,
249,PT06M20.00S,2022-12-24T01:53:00.5Z,2,REGULAR,block,,[],1626174,,,1610612745,31,43,2022-12-24T01:53:02Z,2480000,False,,,0,,C. Wood BLOCK (2 BLK),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
250,PT06M17.00S,2022-12-24T01:53:03.5Z,2,REGULAR,rebound,offensive,[],1628981,,,1610612745,31,43,2022-12-24T01:53:09Z,2490000,False,,,0,,B. Fernando REBOUND (Off:1 Def:0),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,,,248.0,,,,,1.0,0.0,1.0,,,,,,,,,,
251,PT06M16.00S,2022-12-24T01:53:05.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630528,89.43823915900131,41.911764705882355,1610612745,31,43,2022-12-24T01:54:00Z,2500000,False,-40.0,47.0,1,right,MISS J. Christopher 6' Layup - blocked,"[1630528, 1626174]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,,,Wood,1626174.0,,
252,PT06M16.00S,2022-12-24T01:53:05.4Z,2,REGULAR,block,,[],1626174,,,1610612745,31,43,2022-12-24T01:53:07Z,2510000,False,,,0,,C. Wood BLOCK (3 BLK),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
253,PT06M16.00S,2022-12-24T01:53:05.4Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,31,43,2022-12-24T01:54:00Z,2520000,False,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,251.0,,,,,3.0,3.0,0.0,,,,,,,,,,
254,PT06M16.00S,2022-12-24T01:53:13.0Z,2,REGULAR,foul,personal,[],1628981,,,1610612742,31,43,2022-12-24T01:53:15Z,2530000,False,,,0,,B. Fernando personal FOUL (2 PF),"[1628981, 1626174]",1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101283.0,2.0,0.0,Wood,1626174.0,,,,,
256,PT06M16.00S,2022-12-24T01:53:18.0Z,2,REGULAR,substitution,out,[],1628981,,,1610612742,31,43,2022-12-24T01:53:32Z,2550000,False,,,0,,SUB out: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M16.00S,2022-12-24T01:53:18.0Z,2,REGULAR,substitution,out,[],1630593,,,1610612742,31,43,2022-12-24T01:53:32Z,2560000,False,,,0,,SUB out: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M16.00S,2022-12-24T01:53:18.0Z,2,REGULAR,substitution,in,[],1630578,,,1610612742,31,43,2022-12-24T01:53:32Z,2570000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
