actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
164,PT10M55.00S,2022-10-22T00:40:44.1Z,2,REGULAR,rebound,defensive,[],201569,,,1610612745,37,26,2022-10-22T00:40:51Z,1640000,,,0,,E. Gordon REBOUND (Off:1 Def:2),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,163.0,3.0,2.0,1.0,,,,,,,,,,,,
165,PT10M50.00S,2022-10-22T00:40:52.9Z,2,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612745,37,26,2022-10-22T00:45:31Z,1650000,,,0,,X. Tillman shooting personal FOUL (1 PF) (Gordon 2 FT),"[1630214, 201569]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,2005.0,,,,,,,,,1.0,0.0,Gordon,201569.0,,,,,,,
167,PT10M50.00S,2022-10-22T00:41:20.3Z,2,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,37,26,2022-10-22T00:41:20Z,1670000,,,0,,MISS E. Gordon Free Throw 1 of 2,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
168,PT10M50.00S,2022-10-22T00:41:20.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,37,26,2022-10-22T00:41:20Z,1680000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,
169,PT10M50.00S,2022-10-22T00:41:34.1Z,2,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,38,26,2022-10-22T00:41:34Z,1690000,,,0,,E. Gordon Free Throw 2 of 2 (3 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
170,PT10M37.00S,2022-10-22T00:41:50.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629634,90.22667542706965,53.92156862745098,1610612763,38,26,2022-10-22T00:42:00Z,1700000,20.0,39.0,1,right,MISS B. Clarke Hook,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,4.4,Missed,,,,,,,,,,,,,,,,
171,PT10M37.00S,2022-10-22T00:41:50.9Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,38,26,2022-10-22T00:42:00Z,1710000,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,170.0,2.0,2.0,0.0,,,,,,,,,,,,
172,PT10M22.00S,2022-10-22T00:42:05.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,10.85742444152431,50.49019607843137,1610612745,40,26,2022-10-22T00:42:10Z,1720000,-2.0,50.0,1,left,E. Gordon driving bank Jump Shot (5 PTS),[201569],1610612745.0,HOU,driving bank,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,4.97,Made,,,,,5.0,,,,,,,,,,,
173,PT10M20.00S,2022-10-22T00:42:13.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,40,26,2022-10-22T00:42:13Z,1730000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M20.00S,2022-10-22T00:43:44.1Z,2,REGULAR,substitution,out,[],1630214,,,1610612763,40,26,2022-10-22T00:44:44Z,1740000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M20.00S,2022-10-22T00:43:44.1Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,40,26,2022-10-22T00:44:44Z,1750000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M08.00S,2022-10-22T00:45:14.1Z,2,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,40,26,2022-10-22T00:45:21Z,1760000,,,0,,D. Bane bad pass out-of-bounds TURNOVER (2 TO),[1630217],1610612763.0,MEM,bad pass,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,1662.0,2.0,,,,,,,,,,,,,,,,,,
177,PT09M57.00S,2022-10-22T00:45:33.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631106,27.283180026281208,18.38235294117647,1610612745,40,26,2022-10-22T00:45:41Z,1770000,158.0,204.0,1,left,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,25.81,Missed,,,,,,,,,,,,,,,,
178,PT09M55.00S,2022-10-22T00:45:35.6Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,40,26,2022-10-22T00:45:41Z,1780000,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,177.0,3.0,2.0,1.0,,,,,,,,,,,,
179,PT09M51.00S,2022-10-22T00:45:40.7Z,2,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612745,40,26,2022-10-22T00:45:54Z,1790000,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Gordon 2 FT),"[1631222, 201569]",1610612763.0,MEM,shooting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,2005.0,,,,,,,,,1.0,0.0,Gordon,201569.0,,,,,,,
181,PT09M51.00S,2022-10-22T00:46:03.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",201569,,,1610612745,41,26,2022-10-22T00:46:03Z,1810000,,,0,,E. Gordon Free Throw 1 of 2 (6 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
182,PT09M51.00S,2022-10-22T00:46:03.9Z,2,REGULAR,substitution,out,[],1630231,,,1610612745,41,26,2022-10-22T00:46:11Z,1820000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M51.00S,2022-10-22T00:46:03.9Z,2,REGULAR,substitution,out,[],1631106,,,1610612745,41,26,2022-10-22T00:46:11Z,1830000,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M51.00S,2022-10-22T00:46:03.9Z,2,REGULAR,substitution,in,[],1630528,,,1610612745,41,26,2022-10-22T00:46:11Z,1840000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M51.00S,2022-10-22T00:46:03.9Z,2,REGULAR,substitution,in,[],1631095,,,1610612745,41,26,2022-10-22T00:46:11Z,1850000,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M51.00S,2022-10-22T00:46:22.9Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",201569,,,1610612745,42,26,2022-10-22T00:46:22Z,1860000,,,0,,E. Gordon Free Throw 2 of 2 (7 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
187,PT09M42.00S,2022-10-22T00:46:34.0Z,2,REGULAR,3pt,Jump Shot,[],1631222,89.70105124835742,97.54901960784314,1610612763,42,29,2022-10-22T00:46:39Z,1870000,238.0,44.0,1,right,J. LaRavia 24' 3PT  (3 PTS) (D. Bane 1 AST),"[1631222, 1630217]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Right Corner 3,24+ Right,,,24.18,Made,,,,,3.0,,,,,,,D. Bane,1630217.0,1.0,,
189,PT09M27.00S,2022-10-22T00:46:51.4Z,2,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612745,42,29,2022-10-22T00:46:56Z,1890000,,,0,,J. LaRavia shooting personal FOUL (2 PF) (Smith Jr. 2 FT),"[1631222, 1631095]",1610612763.0,MEM,shooting,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Left,1662.0,,,,,,,,,2.0,0.0,Smith Jr.,1631095.0,,,,,,,
191,PT09M27.00S,2022-10-22T00:47:22.5Z,2,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,43,29,2022-10-22T00:47:22Z,1910000,,,0,,J. Smith Jr. Free Throw 1 of 2 (1 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
192,PT09M27.00S,2022-10-22T00:47:43.6Z,2,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,44,29,2022-10-22T00:47:43Z,1920000,,,0,,J. Smith Jr. Free Throw 2 of 2 (2 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
193,PT09M12.00S,2022-10-22T00:47:58.7Z,2,REGULAR,2pt,Jump Shot,[],1626145,82.60512483574244,33.088235294117645,1610612763,44,31,2022-10-22T00:48:03Z,1930000,-85.0,111.0,1,right,T. Jones 13' driving floating Jump Shot (2 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,13.96,Made,,,,,2.0,,,,,,,,,,,
194,PT08M56.00S,2022-10-22T00:48:14.9Z,2,REGULAR,3pt,Jump Shot,[],201569,29.517082785808146,13.23529411764706,1610612745,44,31,2022-10-22T00:48:24Z,1940000,184.0,225.0,1,left,MISS E. Gordon 29' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,29.05,Missed,,,,,,,,,,,,,,,,
195,PT08M54.00S,2022-10-22T00:48:16.9Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,44,31,2022-10-22T00:48:24Z,1950000,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,
196,PT08M47.00S,2022-10-22T00:48:24.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,80.50262812089356,45.09803921568628,1610612763,44,31,2022-10-22T01:25:12Z,1960000,-25.0,131.0,1,right,MISS T. Jones 13' floating Shot,[1626145],1610612763.0,MEM,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,13.31,Missed,,,,,,,,,,,,,,,,
197,PT08M45.00S,2022-10-22T00:48:26.0Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,44,31,2022-10-22T00:49:57Z,1970000,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,196.0,4.0,3.0,1.0,,,,,,,,,,,,
198,PT08M35.00S,2022-10-22T00:48:35.7Z,2,REGULAR,3pt,Jump Shot,[],1630528,33.327858081471746,37.00980392156863,1610612745,44,31,2022-10-22T00:48:42Z,1980000,65.0,261.0,1,left,MISS J. Christopher 26' 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Center,,,26.88,Missed,,,,,,,,,,,,,,,,
199,PT08M34.00S,2022-10-22T00:48:36.7Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,44,31,2022-10-22T00:48:42Z,1990000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,
200,PT08M26.00S,2022-10-22T00:48:47.7Z,2,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612763,44,31,2022-10-22T00:48:55Z,2000000,,,0,,A. Sengun shooting personal FOUL (1 PF) (Clarke 2 FT),"[1630578, 1629634]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,1662.0,,,,,,,,,1.0,0.0,Clarke,1629634.0,,,,,,,
202,PT08M26.00S,2022-10-22T00:49:12.0Z,2,REGULAR,freethrow,1 of 2,[],1629634,,,1610612763,44,32,2022-10-22T00:49:37Z,2020000,,,0,,B. Clarke Free Throw 1 of 2 (1 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
203,PT08M26.00S,2022-10-22T00:49:12.6Z,2,REGULAR,substitution,out,[],1626145,,,1610612763,44,32,2022-10-22T00:49:22Z,2030000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M26.00S,2022-10-22T00:49:12.6Z,2,REGULAR,substitution,out,[],1630217,,,1610612763,44,32,2022-10-22T00:49:22Z,2040000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M26.00S,2022-10-22T00:49:12.6Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,44,32,2022-10-22T00:49:22Z,2050000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M26.00S,2022-10-22T00:49:12.6Z,2,REGULAR,substitution,in,[],1631223,,,1610612763,44,32,2022-10-22T00:49:22Z,2060000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M26.00S,2022-10-22T00:49:12.0Z,2,REGULAR,freethrow,2 of 2,[],1629634,,,1610612763,44,32,2022-10-22T00:49:37Z,2070000,,,0,,MISS B. Clarke Free Throw 2 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
208,PT08M26.00S,2022-10-22T00:49:12.0Z,2,REGULAR,rebound,defensive,[],1630528,,,1610612745,44,32,2022-10-22T00:49:37Z,2080000,,,0,,J. Christopher REBOUND (Off:0 Def:1),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,
210,PT08M08.00S,2022-10-22T00:50:03.4Z,2,REGULAR,2pt,Jump Shot,[],1631095,13.748357424441524,12.5,1610612745,44,32,2022-10-22T00:50:12Z,2100000,188.0,77.0,1,left,MISS J. Smith Jr. 20' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right,,,20.26,Missed,,,,,,,,,,,,,,,,
211,PT08M07.00S,2022-10-22T00:50:04.4Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,44,32,2022-10-22T00:50:12Z,2110000,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,16-24 Right,,,,,210.0,2.0,2.0,0.0,,,,,,,,,,,,
212,PT08M01.00S,2022-10-22T00:50:10.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629630,85.23324572930355,53.18627450980392,1610612763,44,32,2022-10-22T00:50:25Z,2120000,16.0,86.0,1,right,MISS J. Morant 8' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,8.78,Missed,,,,,,,,,,,,,,,,
213,PT08M01.00S,2022-10-22T00:50:10.7Z,2,REGULAR,rebound,offensive,[],1629630,,,1610612763,44,32,2022-10-22T00:50:25Z,2130000,,,0,,J. Morant REBOUND (Off:1 Def:0),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,212.0,1.0,0.0,1.0,,,,,,,,,,,,
214,PT07M50.00S,2022-10-22T00:50:22.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631222,76.03482260183968,90.44117647058823,1610612763,44,35,2022-10-22T00:50:47Z,2140000,202.0,173.0,1,right,J. LaRavia 26' 3PT  (6 PTS) (S. Aldama 2 AST),"[1631222, 1630583]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,,,26.6,Made,,,,,6.0,,,,,,,S. Aldama,1630583.0,2.0,,
216,PT07M48.00S,2022-10-22T00:50:27.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,44,35,2022-10-22T00:50:27Z,2160000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M48.00S,2022-10-22T00:52:04.6Z,2,REGULAR,substitution,out,[],1629634,,,1610612745,44,35,2022-10-22T00:53:16Z,2170000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M48.00S,2022-10-22T00:52:04.6Z,2,REGULAR,substitution,in,[],203500,,,1610612745,44,35,2022-10-22T00:53:16Z,2180000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M32.00S,2022-10-22T00:53:34.4Z,2,REGULAR,3pt,Jump Shot,[],1631095,23.340998685939553,7.598039215686274,1610612745,44,35,2022-10-22T00:53:41Z,2190000,212.0,167.0,1,left,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,26.98,Missed,,,,,,,,,,,,,,,,
220,PT07M31.00S,2022-10-22T00:53:35.4Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,44,35,2022-10-22T00:53:41Z,2200000,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,
221,PT07M25.00S,2022-10-22T00:53:44.3Z,2,REGULAR,turnover,out-of-bounds,[],1631222,,,1610612763,44,35,2022-10-22T00:53:54Z,2210000,,,0,,J. LaRavia step out-of-bounds TURNOVER (1 TO),[1631222],1610612763.0,MEM,step,,,LaRavia,J. LaRavia,,,,,Right Corner 3,24+ Right,1662.0,1.0,,,,,,,,,,,,,,,,,,
222,PT07M03.00S,2022-10-22T00:54:22.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,6.521024967148489,47.30392156862745,1610612745,46,35,2022-10-22T00:54:36Z,2220000,13.0,9.0,1,left,A. Sengun cutting Layup (6 PTS),[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,1.61,Made,,,,,6.0,,,,,,,,,,,
223,PT06M48.00S,2022-10-22T00:54:37.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,92.46057818659659,53.67647058823529,1610612763,46,37,2022-10-22T01:26:10Z,2230000,18.0,18.0,1,right,J. Morant driving floating Jump Shot (9 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,2.6,Made,,,,,9.0,,,,,,,,,,,
224,PT06M32.00S,2022-10-22T00:54:52.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,14.931011826544022,61.51960784313726,1610612745,46,37,2022-10-22T00:55:02Z,2240000,-58.0,88.0,1,left,MISS E. Gordon 10' Jump Shot,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Left,,,10.51,Missed,,,,,,,,,,,,,,,,
225,PT06M28.00S,2022-10-22T00:54:56.8Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,46,37,2022-10-22T00:55:02Z,2250000,,,0,,A. Sengun REBOUND (Off:2 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Left,,,,,224.0,5.0,3.0,2.0,,,,,,,,,,,,
226,PT06M28.00S,2022-10-22T00:54:56.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,46,37,2022-10-22T00:54:56Z,2260000,0.0,0.0,1,left,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,0.0,Missed,,,,,,,,,,,,,,,,
227,PT06M27.00S,2022-10-22T00:54:57.6Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,46,37,2022-10-22T00:54:57Z,2270000,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Left,,,,,226.0,1.0,1.0,0.0,,,,,,,,,,,,
229,PT06M25.00S,2022-10-22T00:55:04.2Z,2,REGULAR,substitution,out,[],1630528,,,1610612763,46,37,2022-10-22T00:55:15Z,2290000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M25.00S,2022-10-22T00:55:04.2Z,2,REGULAR,substitution,out,[],201569,,,1610612763,46,37,2022-10-22T00:55:15Z,2300000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M25.00S,2022-10-22T00:55:04.2Z,2,REGULAR,substitution,out,[],1629726,,,1610612763,46,37,2022-10-22T00:55:15Z,2310000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M25.00S,2022-10-22T00:55:04.2Z,2,REGULAR,substitution,in,[],1629645,,,1610612763,46,37,2022-10-22T00:55:15Z,2320000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M25.00S,2022-10-22T00:55:04.2Z,2,REGULAR,substitution,in,[],1630224,,,1610612763,46,37,2022-10-22T00:55:15Z,2330000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M25.00S,2022-10-22T00:55:04.2Z,2,REGULAR,substitution,in,[],1630231,,,1610612763,46,37,2022-10-22T00:55:15Z,2340000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M21.00S,2022-10-22T00:55:26.6Z,2,REGULAR,2pt,Jump Shot,[],1629630,81.94809461235218,33.33333333333333,1610612763,46,37,2022-10-22T00:55:45Z,2350000,-83.0,117.0,1,right,MISS J. Morant 14' floating Shot,[1629630],1610612763.0,MEM,floating,,,Morant,J. Morant,,,,,Mid-Range,8-16 Left,,,14.38,Missed,,,,,,,,,,,,,,,,
236,PT06M18.00S,2022-10-22T00:55:29.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,46,37,2022-10-22T00:55:45Z,2360000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Left,,,,,235.0,,,,,,,,,,,,,,,
238,PT06M14.00S,2022-10-22T00:55:45.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630583,89.70105124835742,31.372549019607842,1610612763,46,37,2022-10-22T00:55:50Z,2380000,-93.0,44.0,1,right,MISS S. Aldama 10' driving floating Shot,[1630583],1610612763.0,MEM,driving floating,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,,,10.31,Missed,,,,,,,,,,,,,,,,
239,PT06M12.00S,2022-10-22T00:55:47.0Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,46,37,2022-10-22T00:55:50Z,2390000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,8-16 Left,,,,,238.0,3.0,3.0,0.0,,,,,,,,,,,,
240,PT06M09.00S,2022-10-22T00:55:53.2Z,2,REGULAR,foul,personal,['2freethrow'],1631223,,,1610612745,46,37,2022-10-22T00:56:04Z,2400000,,,0,,D. Roddy shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[1631223, 1630231]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,1662.0,,,,,,,,,1.0,0.0,Martin Jr.,1630231.0,,,,,,,
242,PT06M09.00S,2022-10-22T00:56:15.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630231,,,1610612745,47,37,2022-10-22T00:56:15Z,2420000,,,0,,K. Martin Jr. Free Throw 1 of 2 (3 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
243,PT06M09.00S,2022-10-22T00:56:15.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630231,,,1610612745,47,37,2022-10-22T00:56:38Z,2430000,,,0,,MISS K. Martin Jr. Free Throw 2 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
244,PT06M09.00S,2022-10-22T00:56:15.8Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,47,37,2022-10-22T00:56:38Z,2440000,,,0,,J. LaRavia REBOUND (Off:0 Def:2),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,243.0,2.0,2.0,0.0,,,,,,,,,,,,
245,PT05M57.00S,2022-10-22T00:56:45.1Z,2,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612763,47,37,2022-10-22T00:56:56Z,2450000,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Morant 2 FT),"[1630231, 1629630]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,1662.0,,,,,,,,,1.0,0.0,Morant,1629630.0,,,,,,,
247,PT05M57.00S,2022-10-22T00:57:16.0Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,47,37,2022-10-22T00:57:16Z,2470000,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
