actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
173,PT09M41.00S,2023-03-19T23:39:32.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630528,9.937582128777924,53.431372549019606,1610612745,30,40,2023-03-19T23:47:58Z,1690000,False,-17.0,41.0,1,left,MISS J. Christopher running Layup,[1630528],1610612745.0,HOU,running,,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,
174,PT09M37.00S,2023-03-19T23:39:36.4Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,30,40,2023-03-19T23:39:41Z,1700000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Marshall,N. Marshall,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,
175,PT09M34.00S,2023-03-19T23:39:38.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,71.96123521681997,83.33333333333334,1610612740,30,40,2023-03-19T23:49:22Z,1710000,False,167.0,211.0,1,right,MISS C. McCollum 26' running 3PT,[203468],1610612740.0,NOP,running,,,,,,Above the Break 3,24+ Right Center,26.9,Missed,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
176,PT09M34.00S,2023-03-19T23:39:38.9Z,2,REGULAR,rebound,offensive,[],1630230,,,1610612740,30,40,2023-03-19T23:39:48Z,1720000,False,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Marshall,N. Marshall,175.0,2.0,1.0,1.0,,,,,,,,,,,,,,
177,PT09M28.00S,2023-03-19T23:39:45.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626196,72.09264126149803,18.627450980392158,1610612740,30,40,2023-03-19T23:39:51Z,1730000,False,-157.0,210.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,26.2,Missed,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,
178,PT09M26.00S,2023-03-19T23:39:47.0Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,30,40,2023-03-19T23:39:51Z,1740000,False,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,Eason,T. Eason,177.0,2.0,1.0,1.0,,,,,,,,,,,,,,
179,PT09M10.00S,2023-03-19T23:40:03.2Z,2,REGULAR,3pt,Jump Shot,[],1630586,2.9730617608409986,3.1862745098039214,1610612745,30,40,2023-03-19T23:40:09Z,1750000,False,234.0,-25.0,1,left,MISS U. Garuba 3PT,[1630586],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,23.54,Missed,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,
180,PT09M08.00S,2023-03-19T23:40:05.2Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,30,40,2023-03-19T23:40:09Z,1760000,False,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,McCollum,C. McCollum,179.0,3.0,3.0,0.0,,,,,,,,,,,,,,
181,PT09M03.00S,2023-03-19T23:40:10.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630230,91.67214191852825,52.20588235294118,1610612740,30,42,2023-03-19T23:41:55Z,1770000,False,11.0,26.0,1,right,N. Marshall running Layup (5 PTS) (C. McCollum 3 AST),"[1630230, 203468]",1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,2.8,Made,Marshall,N. Marshall,,,,,5.0,C. McCollum,203468.0,3.0,,,,,,,,,,
183,PT09M03.00S,2023-03-19T23:40:19.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,30,42,2023-03-19T23:40:19Z,1790000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M57.00S,2023-03-19T23:43:09.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,9.149145860709593,50.0,1610612745,32,42,2023-03-19T23:43:14Z,1800000,False,0.0,34.0,1,left,J. Tate driving Layup (2 PTS),[1630256],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,3.35,Made,Tate,J. Tate,,,,,2.0,,,,,,,,,,,,,
185,PT08M39.00S,2023-03-19T23:43:27.2Z,2,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612740,32,42,2023-03-19T23:43:41Z,1810000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1631106, 202685]",1610612745.0,HOU,shooting,,,,,,Mid-Range,8-16 Right,,,Eason,T. Eason,,,,,,,,,202007.0,1.0,0.0,,,Valanciunas,202685.0,,,
187,PT08M39.00S,2023-03-19T23:44:00.2Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,32,43,2023-03-19T23:44:00Z,1830000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (8 PTS),[202685],1610612740.0,NOP,,,,,,,,,,Made,Valanciunas,J. Valanciunas,,,,,8.0,,,,,,,,,,,,,
188,PT08M39.00S,2023-03-19T23:44:19.1Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,32,44,2023-03-19T23:44:19Z,1840000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (9 PTS),[202685],1610612740.0,NOP,,,,,,,,,,Made,Valanciunas,J. Valanciunas,,,,,9.0,,,,,,,,,,,,,
189,PT08M28.00S,2023-03-19T23:44:34.7Z,2,REGULAR,turnover,traveling,[],1630586,,,1610612745,32,44,2023-03-19T23:44:42Z,1850000,False,,,0,,U. Garuba traveling TURNOVER (1 TO),[1630586],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,Garuba,U. Garuba,,,,,,,,,1146.0,,,,,,,1.0,,
190,PT08M28.00S,2023-03-19T23:44:49.1Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612740,32,44,2023-03-19T23:44:54Z,1860000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,202007.0,,,,,,,,,
191,PT08M17.00S,2023-03-19T23:45:03.3Z,2,REGULAR,foul,personal,['2freethrow'],1630528,,,1610612740,32,44,2023-03-19T23:45:13Z,1870000,False,,,0,,J. Christopher shooting personal FOUL (1 PF) (McCollum 2 FT),"[1630528, 203468]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Christopher,J. Christopher,,,,,,,,,1146.0,1.0,0.0,,,McCollum,203468.0,,,
193,PT08M17.00S,2023-03-19T23:45:30.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203468,,,1610612740,32,44,2023-03-19T23:45:30Z,1890000,False,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612740.0,NOP,,,,,,,,,,Missed,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
194,PT08M17.00S,2023-03-19T23:45:30.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,32,44,2023-03-19T23:45:30Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,,,
195,PT08M17.00S,2023-03-19T23:45:47.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203468,,,1610612740,32,45,2023-03-19T23:45:47Z,1910000,False,,,0,,C. McCollum Free Throw 2 of 2 (8 PTS),[203468],1610612740.0,NOP,,,,,,,,,,Made,McCollum,C. McCollum,,,,,8.0,,,,,,,,,,,,,
196,PT07M56.00S,2023-03-19T23:46:10.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631106,10.33180026281209,48.03921568627451,1610612745,32,45,2023-03-19T23:46:17Z,1920000,False,10.0,45.0,1,left,MISS T. Eason turnaround Shot,[1631106],1610612745.0,HOU,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,Eason,T. Eason,,,,,,,,,,,,,,,,,,
197,PT07M54.00S,2023-03-19T23:46:12.8Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,32,45,2023-03-19T23:46:17Z,1930000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Murphy III,T. Murphy III,196.0,2.0,2.0,0.0,,,,,,,,,,,,,,
198,PT07M49.00S,2023-03-19T23:46:18.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,87.86136662286465,2.941176470588235,1610612740,32,48,2023-03-19T23:53:10Z,1940000,False,-235.0,62.0,1,right,C. McCollum 24' 3PT running (11 PTS) (N. Marshall 1 AST),"[203468, 1630230]",1610612740.0,NOP,running,,,,,,Left Corner 3,24+ Left,24.32,Made,McCollum,C. McCollum,,,,,11.0,N. Marshall,1630230.0,1.0,,,,,,,,,,
200,PT07M40.00S,2023-03-19T23:46:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,5.995400788436268,43.13725490196079,1610612745,34,48,2023-03-19T23:46:32Z,1960000,False,34.0,4.0,1,left,J. Christopher driving Layup (4 PTS),[1630528],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,3.45,Made,Christopher,J. Christopher,,,,,4.0,,,,,,,,,,,,,
201,PT07M28.00S,2023-03-19T23:46:38.7Z,2,REGULAR,3pt,Jump Shot,[],1630530,90.88370565045992,3.9215686274509802,1610612740,34,48,2023-03-19T23:46:44Z,1970000,False,-230.0,33.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,23.28,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
202,PT07M27.00S,2023-03-19T23:46:39.7Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,34,48,2023-03-19T23:46:44Z,1980000,False,,,0,,J. Valanciunas REBOUND (Off:4 Def:1),[202685],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,Valanciunas,J. Valanciunas,201.0,5.0,1.0,4.0,,,,,,,,,,,,,,
203,PT07M21.00S,2023-03-19T23:46:45.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202685,88.12417871222075,69.11764705882352,1610612740,34,48,2023-03-19T23:46:53Z,1990000,False,96.0,59.0,1,right,MISS J. Valanciunas 11' turnaround Shot,[202685],1610612740.0,NOP,turnaround,,,,,,Mid-Range,8-16 Right,11.24,Missed,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
204,PT07M20.00S,2023-03-19T23:46:46.8Z,2,REGULAR,rebound,offensive,[],1630530,,,1610612740,34,48,2023-03-19T23:46:53Z,2000000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:2),[1630530],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Right,,,Murphy III,T. Murphy III,203.0,3.0,2.0,1.0,,,,,,,,,,,,,,
205,PT07M17.00S,2023-03-19T23:46:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630530,89.56964520367937,46.32352941176471,1610612740,34,48,2023-03-19T23:54:15Z,2010000,False,-18.0,46.0,1,right,MISS T. Murphy III putback Layup,[1630530],1610612740.0,NOP,putback,,,,,,In The Paint (Non-RA),0-8 Center,4.91,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
206,PT07M17.00S,2023-03-19T23:46:50.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,34,48,2023-03-19T23:57:21Z,2020000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,205.0,,,,,,,,,,,,,,,,,
207,PT07M17.00S,2023-03-19T23:47:03.3Z,2,REGULAR,turnover,traveling,[],1630530,,,1610612740,34,48,2023-03-19T23:47:11Z,2030000,False,,,0,,T. Murphy III traveling TURNOVER (1 TO),[1630530],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Murphy III,T. Murphy III,,,,,,,,,202007.0,,,,,,,1.0,,
208,PT07M17.00S,2023-03-19T23:47:06.7Z,2,REGULAR,substitution,out,[],1630256,,,1610612745,34,48,2023-03-19T23:47:21Z,2040000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
209,PT07M17.00S,2023-03-19T23:47:06.7Z,2,REGULAR,substitution,out,[],1630586,,,1610612745,34,48,2023-03-19T23:47:21Z,2050000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,,,,,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,
210,PT07M17.00S,2023-03-19T23:47:06.7Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,34,48,2023-03-19T23:47:21Z,2060000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
211,PT07M17.00S,2023-03-19T23:47:06.7Z,2,REGULAR,substitution,in,[],1629645,,,1610612745,34,48,2023-03-19T23:47:21Z,2070000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
212,PT07M01.00S,2023-03-19T23:47:31.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630528,8.492115637319317,42.8921568627451,1610612745,34,48,2023-03-19T23:47:38Z,2080000,False,36.0,27.0,1,left,MISS J. Christopher driving finger roll Layup,[1630528],1610612745.0,HOU,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.48,Missed,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,
213,PT07M00.00S,2023-03-19T23:47:32.4Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,34,48,2023-03-19T23:47:38Z,2090000,False,,,0,,N. Marshall REBOUND (Off:1 Def:2),[1630230],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Marshall,N. Marshall,212.0,3.0,2.0,1.0,,,,,,,,,,,,,,
214,PT06M50.00S,2023-03-19T23:47:42.1Z,2,REGULAR,3pt,Jump Shot,[],203468,80.50262812089356,5.392156862745098,1610612740,34,51,2023-03-19T23:47:48Z,2100000,False,-223.0,131.0,1,right,C. McCollum 25' 3PT  (14 PTS) (T. Murphy III 1 AST),"[203468, 1630530]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,25.85,Made,McCollum,C. McCollum,,,,,14.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,
216,PT06M31.00S,2023-03-19T23:48:03.1Z,2,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612745,34,51,2023-03-19T23:48:28Z,2120000,False,,,0,,J. Richardson shooting personal FOUL (1 PF) (Eason 2 FT),"[1626196, 1631106]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Richardson,J. Richardson,,,,,,,,,1146.0,1.0,0.0,,,Eason,1631106.0,,,
218,PT06M31.00S,2023-03-19T23:48:32.0Z,2,REGULAR,freethrow,1 of 2,[],1631106,,,1610612745,35,51,2023-03-19T23:48:32Z,2140000,False,,,0,,T. Eason Free Throw 1 of 2 (3 PTS),[1631106],1610612745.0,HOU,,,,,,,,,,Made,Eason,T. Eason,,,,,3.0,,,,,,,,,,,,,
219,PT06M31.00S,2023-03-19T23:48:32.4Z,2,REGULAR,substitution,out,[],1630528,,,1610612745,35,51,2023-03-19T23:48:48Z,2150000,False,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,
220,PT06M31.00S,2023-03-19T23:48:32.4Z,2,REGULAR,substitution,out,[],1626196,,,1610612745,35,51,2023-03-19T23:48:48Z,2160000,False,,,0,,SUB out: J. Richardson,[1626196],1610612740.0,NOP,,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,
221,PT06M31.00S,2023-03-19T23:48:32.4Z,2,REGULAR,substitution,out,[],1630530,,,1610612745,35,51,2023-03-19T23:48:48Z,2170000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
222,PT06M31.00S,2023-03-19T23:48:32.4Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,35,51,2023-03-19T23:48:48Z,2180000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
223,PT06M31.00S,2023-03-19T23:48:32.4Z,2,REGULAR,substitution,in,[],1627742,,,1610612745,35,51,2023-03-19T23:48:48Z,2190000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
224,PT06M31.00S,2023-03-19T23:48:32.4Z,2,REGULAR,substitution,in,[],1630529,,,1610612745,35,51,2023-03-19T23:48:48Z,2200000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
225,PT06M31.00S,2023-03-19T23:48:57.0Z,2,REGULAR,freethrow,2 of 2,[],1631106,,,1610612745,36,51,2023-03-19T23:48:57Z,2210000,False,,,0,,T. Eason Free Throw 2 of 2 (4 PTS),[1631106],1610612745.0,HOU,,,,,,,,,,Made,Eason,T. Eason,,,,,4.0,,,,,,,,,,,,,
226,PT06M13.00S,2023-03-19T23:49:15.4Z,2,REGULAR,turnover,bad pass,[],203468,,,1610612740,36,51,2023-03-19T23:49:18Z,2220000,False,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1630578]",1610612740.0,NOP,,,,,,,Mid-Range,8-16 Right,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,1.0,Sengun,1630578.0
227,PT06M13.00S,2023-03-19T23:49:15.4Z,2,REGULAR,steal,,[],1630578,,,1610612745,36,51,2023-03-19T23:49:17Z,2230000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
228,PT06M10.00S,2023-03-19T23:49:19.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,6.258212877792378,48.28431372549019,1610612745,38,51,2023-03-19T23:49:26Z,2240000,False,9.0,6.0,1,left,T. Eason running DUNK (6 PTS) (A. Sengun 4 AST),"[1631106, 1630578]",1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,1.07,Made,Eason,T. Eason,,,,,6.0,A. Sengun,1630578.0,4.0,,,,,,,,,,
230,PT06M10.00S,2023-03-19T23:49:24.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,38,51,2023-03-19T23:49:24Z,2260000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M10.00S,2023-03-19T23:50:24.6Z,2,REGULAR,substitution,out,[],203468,,,1610612740,38,51,2023-03-19T23:52:02Z,2270000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
232,PT06M10.00S,2023-03-19T23:50:24.6Z,2,REGULAR,substitution,in,[],1630700,,,1610612740,38,51,2023-03-19T23:52:02Z,2280000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
233,PT06M01.00S,2023-03-19T23:52:23.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,88.38699080157687,54.166666666666664,1610612740,38,51,2023-03-19T23:52:30Z,2290000,False,21.0,57.0,1,right,MISS B. Ingram 6' driving floating Shot,[1627742],1610612740.0,NOP,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
234,PT05M59.00S,2023-03-19T23:52:25.6Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,38,51,2023-03-19T23:52:34Z,2300000,False,,,0,,T. Eason REBOUND (Off:1 Def:2),[1631106],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Eason,T. Eason,233.0,3.0,2.0,1.0,,,,,,,,,,,,,,
235,PT05M44.00S,2023-03-19T23:52:40.5Z,2,REGULAR,3pt,Jump Shot,[],1630224,6.915243101182654,96.32352941176471,1610612745,38,51,2023-03-19T23:52:58Z,2310000,False,-232.0,13.0,1,left,MISS J. Green step back 3PT,[1630224],1610612745.0,HOU,step back,,,,,,Left Corner 3,24+ Left,23.19,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
236,PT05M41.00S,2023-03-19T23:52:43.5Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,38,51,2023-03-19T23:52:47Z,2320000,False,,,0,,A. Sengun REBOUND (Off:3 Def:3),[1630578],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,,,Sengun,A. Sengun,235.0,6.0,3.0,3.0,,,,,,,,,,,,,,
237,PT05M39.00S,2023-03-19T23:52:45.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630578,6.1268068331143235,48.77450980392157,1610612745,40,51,2023-03-19T23:52:54Z,2330000,False,6.0,5.0,1,left,A. Sengun putback DUNK (4 PTS),[1630578],1610612745.0,HOU,putback,,,,,,Restricted Area,0-8 Center,0.8,Made,Sengun,A. Sengun,,,,,4.0,,,,,,,,,,,,,
238,PT05M20.00S,2023-03-19T23:53:04.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,84.05059132720105,40.19607843137255,1610612740,40,53,2023-03-19T23:53:10Z,2340000,False,-49.0,97.0,1,right,D. Daniels 10' driving floating Jump Shot (2 PTS) (B. Ingram 4 AST),"[1630700, 1627742]",1610612740.0,NOP,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.9,Made,Daniels,D. Daniels,,,,,2.0,B. Ingram,1627742.0,4.0,,,,,,,,,,
240,PT05M09.00S,2023-03-19T23:53:16.7Z,2,REGULAR,turnover,lost ball,[],1629645,,,1610612745,40,53,2023-03-19T23:53:21Z,2360000,False,,,0,,K. Porter Jr. lost ball TURNOVER (2 TO),"[1629645, 1630700]",1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,2.0,Daniels,1630700.0
241,PT05M09.00S,2023-03-19T23:53:16.7Z,2,REGULAR,steal,,[],1630700,,,1610612740,40,53,2023-03-19T23:53:18Z,2370000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Right,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
242,PT04M54.00S,2023-03-19T23:53:31.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202685,89.96386333771353,40.19607843137255,1610612740,40,53,2023-03-19T23:53:39Z,2380000,False,-49.0,42.0,1,right,MISS J. Valanciunas 6' driving Layup,[202685],1610612740.0,NOP,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
243,PT04M52.00S,2023-03-19T23:53:33.2Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,40,53,2023-03-19T23:53:39Z,2390000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Smith Jr.,J. Smith Jr.,242.0,2.0,2.0,0.0,,,,,,,,,,,,,,
244,PT04M45.00S,2023-03-19T23:53:40.2Z,2,REGULAR,3pt,Jump Shot,[],1631106,31.61957950065703,60.5392156862745,1610612745,40,53,2023-03-19T23:53:46Z,2400000,False,-53.0,245.0,1,left,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,25.03,Missed,Eason,T. Eason,,,,,,,,,,,,,,,,,,
245,PT04M43.00S,2023-03-19T23:53:42.2Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,40,53,2023-03-19T23:53:46Z,2410000,False,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,Jones,H. Jones,244.0,3.0,2.0,1.0,,,,,,,,,,,,,,
246,PT04M28.00S,2023-03-19T23:53:57.8Z,2,REGULAR,2pt,Jump Shot,[],1627742,85.10183968462549,69.11764705882352,1610612740,40,53,2023-03-19T23:54:04Z,2420000,False,96.0,88.0,1,right,MISS B. Ingram 12' Jump Shot,[1627742],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Right,12.96,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
247,PT04M23.00S,2023-03-19T23:54:02.8Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,40,53,2023-03-19T23:54:04Z,2430000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,,,Smith Jr.,J. Smith Jr.,246.0,3.0,3.0,0.0,,,,,,,,,,,,,,
271,PT04M20.00S,2023-03-19T23:54:15.2Z,2,REGULAR,foul,offensive,[],1631106,,,1610612745,40,53,2023-03-20T00:04:28Z,2445000,False,,,0,,T. Eason charge offensive FOUL (2 PF),"[1631106, 1630529]",1610612745.0,HOU,charge,,,,,,Restricted Area,0-8 Center,,,Eason,T. Eason,,,,,,,,,1204.0,2.0,0.0,,,Jones,1630529.0,,,
272,PT04M20.00S,2023-03-19T23:54:15.2Z,2,REGULAR,turnover,offensive foul,[],1631106,,,1610612745,40,53,2023-03-20T00:04:28Z,2447500,False,,,0,,T. Eason offensive foul TURNOVER (2 TO),[1631106],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Eason,T. Eason,,,,,,,,,1146.0,,,,,,,2.0,,
249,PT04M20.00S,2023-03-19T23:54:23.0Z,2,REGULAR,substitution,out,[],1631095,,,1610612740,40,53,2023-03-19T23:54:41Z,2450000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
250,PT04M20.00S,2023-03-19T23:54:23.0Z,2,REGULAR,substitution,out,[],1631106,,,1610612740,40,53,2023-03-19T23:54:41Z,2460000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,
