actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
418,PT03M19.00S,2022-11-03T01:36:37.8Z,3,REGULAR,substitution,out,[],202704,,,1610612745,74,78,2022-11-03T01:36:46Z,4120000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M19.00S,2022-11-03T01:36:37.8Z,3,REGULAR,substitution,out,[],1628379,,,1610612745,74,78,2022-11-03T01:36:46Z,4130000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M19.00S,2022-11-03T01:36:37.8Z,3,REGULAR,substitution,in,[],202322,,,1610612745,74,78,2022-11-03T01:36:46Z,4140000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M19.00S,2022-11-03T01:36:37.8Z,3,REGULAR,substitution,in,[],1626181,,,1610612745,74,78,2022-11-03T01:36:46Z,4150000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M15.00S,2022-11-03T01:36:58.0Z,3,REGULAR,foul,offensive,[],1630586,,,1610612745,74,78,2022-11-03T01:37:12Z,4160000,,,0,,U. Garuba offensive FOUL (1 PF),"[1630586, 1626181]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Right Center,,,,,,,,2530.0,1.0,0.0,Powell,1626181.0,,,,,,,,
424,PT03M15.00S,2022-11-03T01:36:58.0Z,3,REGULAR,turnover,offensive foul,[],1630586,,,1610612745,74,78,2022-11-03T01:36:58Z,4180000,,,0,,U. Garuba offensive foul TURNOVER (1 TO),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Right Center,,,,,,,,2530.0,,,,,1.0,,,,,,,
425,PT02M59.00S,2022-11-03T01:37:30.0Z,3,REGULAR,foul,personal,[],1631106,,,1610612746,74,78,2022-11-03T01:37:53Z,4190000,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 202331]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1155.0,1.0,0.0,George,202331.0,,,,,,,,
427,PT02M59.00S,2022-11-03T01:37:49.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,74,78,2022-11-03T01:37:49Z,4210000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M45.00S,2022-11-03T01:40:46.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612746,74,78,2022-11-03T01:41:04Z,4220000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,2530.0,,,,,,,,,,,,
429,PT02M34.00S,2022-11-03T01:41:04.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630227,68.54467805519053,69.85294117647058,1610612745,77,78,2022-11-03T01:41:10Z,4230000,99.0,243.0,1,right,D. Nix 26' 3PT pullup (9 PTS),[1630227],1610612745.0,HOU,pullup,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,26.27,Made,9.0,,,,,,,,,,,,,,,,,
430,PT02M13.00S,2022-11-03T01:41:25.1Z,3,REGULAR,2pt,Jump Shot,[],202331,20.97568988173456,72.05882352941177,1610612746,77,80,2022-11-03T01:41:31Z,4240000,-110.0,145.0,1,left,P. George 18' step back Jump Shot (20 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Mid-Range,16-24 Left Center,18.19,Made,20.0,,,,,,,,,,,,,,,,,
431,PT01M54.00S,2022-11-03T01:41:44.0Z,3,REGULAR,3pt,Jump Shot,[],1630224,68.28186596583443,22.54901960784314,1610612745,77,80,2022-11-03T01:42:45Z,4250000,-137.0,246.0,1,right,MISS J. Green 28' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,28.15,Missed,,,,,,,,,,,,,,,,,,
432,PT01M45.00S,2022-11-03T01:41:53.2Z,3,REGULAR,rebound,offensive,[],1631106,,,1610612745,77,80,2022-11-03T01:41:53Z,4260000,,,0,,T. Eason REBOUND (Off:2 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,431.0,4.0,2.0,2.0,,,,,,,,,,,,,
433,PT01M45.00S,2022-11-03T01:41:53.2Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631106,94.40999984741211,50.0,1610612745,79,80,2022-11-03T01:43:29Z,4270000,0.0,0.0,1,right,T. Eason tip DUNK (6 PTS),[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
434,PT01M41.00S,2022-11-03T01:41:59.0Z,3,REGULAR,foul,personal,[],1630224,,,1610612746,79,80,2022-11-03T01:42:17Z,4280000,,,0,,J. Green personal FOUL (3 PF),"[1630224, 202322]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1628953.0,3.0,0.0,Wall,202322.0,,,,,,,,
436,PT01M41.00S,2022-11-03T01:42:13.2Z,3,REGULAR,substitution,out,[],1630224,,,1610612746,79,80,2022-11-03T01:42:23Z,4300000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT01M41.00S,2022-11-03T01:42:13.2Z,3,REGULAR,substitution,out,[],202694,,,1610612746,79,80,2022-11-03T01:42:23Z,4310000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT01M41.00S,2022-11-03T01:42:13.2Z,3,REGULAR,substitution,in,[],1629645,,,1610612746,79,80,2022-11-03T01:42:23Z,4320000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT01M41.00S,2022-11-03T01:42:13.2Z,3,REGULAR,substitution,in,[],1629611,,,1610612746,79,80,2022-11-03T01:42:23Z,4330000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M28.00S,2022-11-03T01:42:40.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612746,79,80,2022-11-03T01:42:53Z,4340000,,,0,,K. Martin Jr. personal FOUL (2 PF) (Powell 2 FT),"[1630231, 1626181]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,1155.0,2.0,0.0,Powell,1626181.0,,,,,,,,
442,PT01M28.00S,2022-11-03T01:43:04.8Z,3,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,79,81,2022-11-03T01:43:04Z,4360000,,,0,,N. Powell Free Throw 1 of 2 (3 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
443,PT01M28.00S,2022-11-03T01:43:06.6Z,3,REGULAR,substitution,out,[],202331,,,1610612746,79,81,2022-11-03T01:43:16Z,4370000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT01M28.00S,2022-11-03T01:43:06.6Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,79,81,2022-11-03T01:43:16Z,4380000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M28.00S,2022-11-03T01:43:06.6Z,3,REGULAR,substitution,in,[],201587,,,1610612746,79,81,2022-11-03T01:43:16Z,4390000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M28.00S,2022-11-03T01:43:06.6Z,3,REGULAR,substitution,in,[],1629650,,,1610612746,79,81,2022-11-03T01:43:16Z,4400000,,,0,,SUB in: M. Brown,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT01M28.00S,2022-11-03T01:43:27.3Z,3,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,79,82,2022-11-03T01:43:27Z,4410000,,,0,,N. Powell Free Throw 2 of 2 (4 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
448,PT01M15.00S,2022-11-03T01:43:42.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629645,87.59855453350855,60.049019607843135,1610612745,79,82,2022-11-03T01:43:50Z,4420000,50.0,64.0,1,right,MISS K. Porter Jr. 8' turnaround Hook - blocked,"[1629645, 1629650]",1610612745.0,HOU,turnaround,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,8.14,Missed,,,,,,,,,,,,,,Brown,1629650.0,,,
449,PT01M15.00S,2022-11-03T01:43:42.9Z,3,REGULAR,block,,[],1629650,,,1610612745,79,82,2022-11-03T01:43:46Z,4430000,,,0,,M. Brown BLOCK (1 BLK),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
450,PT01M11.00S,2022-11-03T01:43:46.9Z,3,REGULAR,rebound,offensive,[],1629645,,,1610612745,79,82,2022-11-03T01:43:50Z,4440000,,,0,,K. Porter Jr. REBOUND (Off:3 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,448.0,5.0,2.0,3.0,,,,,,,,,,,,,
451,PT01M05.00S,2022-11-03T01:43:53.6Z,3,REGULAR,turnover,bad pass,[],1629645,,,1610612745,79,82,2022-11-03T01:43:58Z,4450000,,,0,,K. Porter Jr. bad pass TURNOVER (3 TO),"[1629645, 1626181]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,3.0,Powell,1626181.0,,,,,
452,PT01M05.00S,2022-11-03T01:43:53.6Z,3,REGULAR,steal,,[],1626181,,,1610612746,79,82,2022-11-03T01:43:56Z,4460000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
453,PT01M00.00S,2022-11-03T01:44:07.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629650,9.674770039421814,49.01960784313725,1610612746,79,84,2022-11-03T01:44:24Z,4470000,5.0,38.0,1,left,M. Brown running DUNK (11 PTS) (J. Wall 2 AST),"[1629650, 202322]",1610612746.0,LAC,running,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,3.87,Made,11.0,,,,,,,,,,,,,,,J. Wall,202322.0,2.0
455,PT01M00.00S,2022-11-03T01:44:13.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630586,,,1610612746,79,84,2022-11-03T01:44:21Z,4490000,,,0,,U. Garuba shooting personal FOUL (2 PF) (Brown 1 FT),"[1630586, 1629650]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,,,,,2530.0,2.0,0.0,Brown,1629650.0,,,,,,,,
458,PT01M00.00S,2022-11-03T01:45:24.9Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629650,,,1610612746,79,84,2022-11-03T01:45:32Z,4520000,,,0,,MISS M. Brown Free Throw 1 of 1,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
459,PT01M00.00S,2022-11-03T01:45:24.9Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,79,84,2022-11-03T01:45:32Z,4530000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,458.0,2.0,2.0,0.0,,,,,,,,,,,,,
460,PT00M48.70S,2022-11-03T01:45:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630227,89.96386333771353,57.35294117647059,1610612745,79,84,2022-11-03T01:45:42Z,4540000,37.0,42.0,1,right,MISS D. Nix driving finger roll Layup,[1630227],1610612745.0,HOU,driving finger roll,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,5.57,Missed,,,,,,,,,,,,,,,,,,
461,PT00M47.00S,2022-11-03T01:45:36.7Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,79,84,2022-11-03T02:32:49Z,4550000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,460.0,2.0,2.0,0.0,,,,,,,,,,,,,
462,PT00M41.30S,2022-11-03T01:45:43.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,8.623521681997373,43.13725490196079,1610612746,79,86,2022-11-03T01:45:50Z,4560000,34.0,29.0,1,left,N. Powell driving finger roll Layup (6 PTS) (T. Mann 2 AST),"[1626181, 1629611]",1610612746.0,LAC,driving finger roll,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,4.47,Made,6.0,,,,,,,,,,,,,,,T. Mann,1629611.0,2.0
464,PT00M32.90S,2022-11-03T01:45:57.5Z,3,REGULAR,turnover,out-of-bounds,[],1631106,,,1610612745,79,86,2022-11-03T01:46:10Z,4580000,,,0,,T. Eason step out-of-bounds TURNOVER (1 TO),[1631106],1610612745.0,HOU,step,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,,,,,,1155.0,,,,,1.0,,,,,,,
465,PT00M07.40S,2022-11-03T01:46:32.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202322,25.969119579500656,53.67647058823529,1610612746,79,86,2022-11-03T01:46:38Z,4590000,-18.0,192.0,1,left,MISS J. Wall 19' turnaround fadeaway Shot,[202322],1610612746.0,LAC,turnaround fadeaway,,,Wall,J. Wall,,,,,Mid-Range,16-24 Center,19.25,Missed,,,,,,,,,,,,,,,,,,
466,PT00M05.50S,2022-11-03T01:46:34.6Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,79,86,2022-11-03T01:46:34Z,4600000,,,0,,T. Eason REBOUND (Off:2 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,,465.0,5.0,3.0,2.0,,,,,,,,,,,,,
467,PT00M00.00S,2022-11-03T01:46:42.0Z,3,REGULAR,3pt,Jump Shot,[],1629645,70.25295663600527,75.98039215686273,1610612745,79,86,2022-11-03T01:46:48Z,4610000,130.0,227.0,1,right,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
468,PT00M00.00S,2022-11-03T01:46:44.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,79,86,2022-11-03T01:46:44Z,4620000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,467.0,,,,,,,,,,,,,,,,
469,PT00M00.00S,2022-11-03T01:46:45.1Z,3,REGULAR,period,end,[],0,,,1610612745,79,86,2022-11-03T01:46:45Z,4630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2022-11-03T01:48:52.0Z,4,REGULAR,substitution,out,['startperiod'],1630231,,,1610612745,79,86,2022-11-03T01:49:16Z,4640000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2022-11-03T01:48:52.0Z,4,REGULAR,substitution,in,['startperiod'],201569,,,1610612745,79,86,2022-11-03T01:49:16Z,4650000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2022-11-03T01:49:23.4Z,4,REGULAR,period,start,[],0,,,1610612746,79,86,2022-11-03T01:49:23Z,4660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT11M42.00S,2022-11-03T01:49:40.8Z,4,REGULAR,turnover,bad pass,[],1626181,,,1610612746,79,86,2022-11-03T01:49:45Z,4670000,,,0,,N. Powell bad pass TURNOVER (2 TO),"[1626181, 1630586]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Garuba,1630586.0,,,,,
474,PT11M42.00S,2022-11-03T01:49:40.8Z,4,REGULAR,steal,,[],1630586,,,1610612745,79,86,2022-11-03T01:49:43Z,4680000,,,0,,U. Garuba STEAL (2 STL),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
475,PT11M27.00S,2022-11-03T01:49:55.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629645,88.64980289093299,49.50980392156863,1610612745,79,86,2022-11-03T01:50:04Z,4690000,-2.0,54.0,1,right,MISS K. Porter Jr. turnaround Shot,[1629645],1610612745.0,HOU,turnaround,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,,
476,PT11M26.00S,2022-11-03T01:49:56.2Z,4,REGULAR,rebound,defensive,[],1629650,,,1610612746,79,86,2022-11-03T01:50:04Z,4700000,,,0,,M. Brown REBOUND (Off:2 Def:4),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,475.0,6.0,4.0,2.0,,,,,,,,,,,,,
477,PT11M15.00S,2022-11-03T01:50:08.0Z,4,REGULAR,3pt,Jump Shot,[],202322,32.53942181340342,34.55882352941176,1610612746,79,86,2022-11-03T01:50:12Z,4710000,77.0,253.0,1,left,MISS J. Wall 26' pullup 3PT,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Above the Break 3,24+ Center,26.49,Missed,,,,,,,,,,,,,,,,,,
478,PT11M14.00S,2022-11-03T01:50:09.0Z,4,REGULAR,rebound,defensive,[],1630586,,,1610612745,79,86,2022-11-03T01:50:17Z,4720000,,,0,,U. Garuba REBOUND (Off:3 Def:2),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Center,,,,477.0,5.0,2.0,3.0,,,,,,,,,,,,,
479,PT11M05.00S,2022-11-03T01:50:20.0Z,4,REGULAR,foul,offensive,[],1630586,,,1610612745,79,86,2022-11-03T01:50:30Z,4730000,,,0,,U. Garuba offensive FOUL (3 PF),"[1630586, 1629611]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Left Center,,,,,,,,2530.0,3.0,0.0,Mann,1629611.0,,,,,,,,
481,PT11M05.00S,2022-11-03T01:50:20.0Z,4,REGULAR,turnover,offensive foul,[],1630586,,,1610612745,79,86,2022-11-03T01:50:20Z,4750000,,,0,,U. Garuba offensive foul TURNOVER (2 TO),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Left Center,,,,,,,,2530.0,,,,,2.0,,,,,,,
482,PT11M05.00S,2022-11-03T01:50:35.1Z,4,REGULAR,substitution,out,[],1630586,,,1610612746,79,86,2022-11-03T01:50:38Z,4760000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT11M05.00S,2022-11-03T01:50:35.1Z,4,REGULAR,substitution,in,[],1631095,,,1610612746,79,86,2022-11-03T01:50:38Z,4770000,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT10M45.00S,2022-11-03T01:51:03.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202322,23.078186596583443,38.23529411764706,1610612746,79,86,2022-11-03T01:53:06Z,4780000,59.0,164.0,1,left,MISS J. Wall 17' pullup Shot - blocked,"[202322, 1631106]",1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Right Center,17.46,Missed,,,,,,,,,,,,,,Eason,1631106.0,,,
485,PT10M45.00S,2022-11-03T01:51:03.8Z,4,REGULAR,block,,[],1631106,,,1610612746,79,86,2022-11-03T01:51:06Z,4790000,,,0,,T. Eason BLOCK (2 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
486,PT10M42.00S,2022-11-03T01:51:06.8Z,4,REGULAR,rebound,offensive,[],202322,,,1610612746,79,86,2022-11-03T02:33:41Z,4800000,,,0,,J. Wall REBOUND (Off:1 Def:0),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,16-24 Right Center,,,,484.0,1.0,0.0,1.0,,,,,,,,,,,,,
487,PT10M40.00S,2022-11-03T01:51:09.5Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1626181,4.681340341655716,23.284313725490197,1610612746,79,86,2022-11-03T01:54:49Z,4810000,134.0,-8.0,1,left,MISS N. Powell 13' fadeaway Shot,[1626181],1610612746.0,LAC,fadeaway,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,13.39,Missed,,,,,,,,,,,,,,,,,,
488,PT10M38.00S,2022-11-03T01:51:11.5Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612745,79,86,2022-11-03T01:51:16Z,4820000,,,0,,K. Porter Jr. REBOUND (Off:3 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,487.0,6.0,3.0,3.0,,,,,,,,,,,,,
489,PT10M31.00S,2022-11-03T01:51:18.0Z,4,REGULAR,3pt,Jump Shot,[],1631095,70.25295663600527,75.98039215686273,1610612745,79,86,2022-11-03T01:51:30Z,4830000,130.0,227.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
490,PT10M30.00S,2022-11-03T01:51:19.0Z,4,REGULAR,rebound,defensive,[],201587,,,1610612746,79,86,2022-11-03T02:36:47Z,4840000,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,,,,489.0,3.0,3.0,0.0,,,,,,,,,,,,,
491,PT10M21.00S,2022-11-03T01:51:27.9Z,4,REGULAR,3pt,Jump Shot,[],202322,27.808804204993432,78.67647058823529,1610612746,79,86,2022-11-03T01:59:54Z,4850000,-143.0,209.0,1,left,MISS J. Wall 25' pullup 3PT,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
492,PT10M21.00S,2022-11-03T01:51:27.9Z,4,REGULAR,rebound,offensive,[],1629650,,,1610612746,79,86,2022-11-03T02:37:52Z,4860000,,,0,,M. Brown REBOUND (Off:3 Def:4),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Left Center,,,,491.0,7.0,4.0,3.0,,,,,,,,,,,,,
493,PT10M14.00S,2022-11-03T01:51:34.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629611,7.835085413929041,3.1862745098039214,1610612746,79,86,2022-11-03T01:51:56Z,4870000,234.0,21.0,1,left,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,23.5,Missed,,,,,,,,,,,,,,,,,,
494,PT10M10.00S,2022-11-03T01:51:38.9Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612745,79,86,2022-11-03T01:51:56Z,4880000,,,0,,K. Porter Jr. REBOUND (Off:3 Def:4),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,493.0,7.0,4.0,3.0,,,,,,,,,,,,,
495,PT10M08.00S,2022-11-03T01:51:40.9Z,4,REGULAR,turnover,lost ball,[],1629645,,,1610612745,79,86,2022-11-03T01:52:08Z,4890000,,,0,,K. Porter Jr. lost ball TURNOVER (4 TO),"[1629645, 202322]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,4.0,Wall,202322.0,,,,,
496,PT10M08.00S,2022-11-03T01:51:40.9Z,4,REGULAR,steal,,[],202322,,,1610612746,79,86,2022-11-03T01:51:43Z,4900000,,,0,,J. Wall STEAL (2 STL),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
497,PT10M02.00S,2022-11-03T01:51:46.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629650,7.178055190538765,53.431372549019606,1610612746,79,88,2022-11-03T02:02:41Z,4910000,-17.0,15.0,1,left,M. Brown running DUNK (13 PTS) (J. Wall 3 AST),"[1629650, 202322]",1610612746.0,LAC,running,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,2.28,Made,13.0,,,,,,,,,,,,,,,J. Wall,202322.0,3.0
499,PT09M47.00S,2022-11-03T01:52:01.5Z,4,REGULAR,3pt,Jump Shot,[],1630227,73.14388961892247,82.84313725490196,1610612745,82,88,2022-11-03T02:03:44Z,4930000,164.0,200.0,1,right,D. Nix 25' 3PT step back (12 PTS),[1630227],1610612745.0,HOU,step back,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,25.87,Made,12.0,,,,,,,,,,,,,,,,,
500,PT09M44.00S,2022-11-03T01:52:32.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,82,88,2022-11-03T01:57:01Z,4940000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
