actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
164,PT10M57.00S,2022-11-03T00:41:02.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630586,5.590000152587891,50.0,1610612745,26,36,2022-11-03T00:41:02Z,1610000,0.0,0.0,1,left,U. Garuba putback Layup (6 PTS),[1630586],1610612745.0,HOU,putback,,,Garuba,U. Garuba,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
165,PT10M49.00S,2022-11-03T00:41:10.7Z,2,REGULAR,turnover,bad pass,[],202322,,,1610612746,26,36,2022-11-03T00:41:17Z,1620000,,,0,,J. Wall bad pass TURNOVER (2 TO),"[202322, 1630231]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2.0,Martin Jr.,1630231.0,,,,,
166,PT10M49.00S,2022-11-03T00:41:10.7Z,2,REGULAR,steal,,[],1630231,,,1610612745,26,36,2022-11-03T00:41:13Z,1630000,,,0,,K. Martin Jr. STEAL (1 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
167,PT10M45.00S,2022-11-03T00:41:14.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,10.068988173455978,55.88235294117647,1610612745,28,36,2022-11-03T00:41:26Z,1640000,-29.0,42.0,1,left,T. Eason running Layup (4 PTS) (K. Martin Jr. 1 AST),"[1631106, 1630231]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,5.13,Made,4.0,,,,,,,,,,,,,,,K. Martin Jr.,1630231.0,1.0
169,PT10M25.00S,2022-11-03T00:41:35.0Z,2,REGULAR,turnover,lost ball,[],1626181,,,1610612746,28,36,2022-11-03T00:41:44Z,1660000,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 1631106]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Eason,1631106.0,,,,,
170,PT10M25.00S,2022-11-03T00:41:35.0Z,2,REGULAR,steal,,[],1631106,,,1610612745,28,36,2022-11-03T00:41:36Z,1670000,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
171,PT10M25.00S,2022-11-03T00:41:42.2Z,2,REGULAR,foul,personal,['1freethrow'],1626181,,,1610612745,28,36,2022-11-03T01:00:46Z,1680000,,,0,,N. Powell transition take personal FOUL (1 PF) (Garuba 1 FT),"[1626181, 1630586]",1610612746.0,LAC,transition take,,,Powell,N. Powell,,,,,Mid-Range,16-24 Center,,,,,,,,2530.0,1.0,0.0,Garuba,1630586.0,,,,,,,,
173,PT10M25.00S,2022-11-03T00:42:11.9Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629645,,,1610612745,28,36,2022-11-03T00:42:11Z,1700000,,,0,,MISS K. Porter Jr. transition take Free Throw 1 of 1,[1629645],1610612745.0,HOU,transition take,,,Porter Jr.,K. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
174,PT10M25.00S,2022-11-03T00:42:11.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,28,36,2022-11-03T00:42:24Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,
175,PT10M25.00S,2022-11-03T00:42:19.2Z,2,REGULAR,substitution,out,[],1630231,,,1610612745,28,36,2022-11-03T00:42:30Z,1720000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M25.00S,2022-11-03T00:42:19.2Z,2,REGULAR,substitution,out,[],1631106,,,1610612745,28,36,2022-11-03T00:42:30Z,1730000,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M25.00S,2022-11-03T00:42:19.2Z,2,REGULAR,substitution,in,[],1631095,,,1610612745,28,36,2022-11-03T00:42:30Z,1740000,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M25.00S,2022-11-03T00:42:19.2Z,2,REGULAR,substitution,in,[],201569,,,1610612745,28,36,2022-11-03T00:42:30Z,1750000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M10.00S,2022-11-03T00:42:40.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630227,11.383048620236531,47.549019607843135,1610612745,28,36,2022-11-03T00:42:46Z,1760000,12.0,55.0,1,left,MISS D. Nix driving floating Shot,[1630227],1610612745.0,HOU,driving floating,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
180,PT10M08.00S,2022-11-03T00:42:42.1Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,28,36,2022-11-03T00:42:46Z,1770000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,,
181,PT09M51.00S,2022-11-03T00:42:59.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,91.14651773981603,49.754901960784316,1610612746,28,36,2022-11-03T00:43:05Z,1780000,-1.0,31.0,1,right,MISS I. Zubac cutting DUNK,[1627826],1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
182,PT09M50.00S,2022-11-03T00:43:00.5Z,2,REGULAR,rebound,defensive,[],1630227,,,1610612745,28,36,2022-11-03T00:43:05Z,1790000,,,0,,D. Nix REBOUND (Off:0 Def:2),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,,,,181.0,2.0,2.0,0.0,,,,,,,,,,,,,
183,PT09M44.00S,2022-11-03T00:43:05.6Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629645,20.97568988173456,63.48039215686274,1610612745,30,36,2022-11-03T00:43:17Z,1800000,-67.0,145.0,1,left,K. Porter Jr. 15' step back Jump Shot (5 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Center,15.96,Made,5.0,,,,,,,,,,,,,,,,,
184,PT09M23.00S,2022-11-03T00:43:27.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,89.17542706964521,46.568627450980394,1610612746,30,38,2022-11-03T00:43:32Z,1810000,-17.0,49.0,1,right,I. Zubac Hook (4 PTS) (T. Mann 1 AST),"[1627826, 1629611]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,5.22,Made,4.0,,,,,,,,,,,,,,,T. Mann,1629611.0,1.0
186,PT09M15.00S,2022-11-03T00:43:36.3Z,2,REGULAR,3pt,Jump Shot,[],1630586,30.17411300919842,26.47058823529412,1610612745,30,38,2022-11-03T00:43:43Z,1830000,118.0,231.0,1,left,MISS U. Garuba 25' 3PT,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
187,PT09M14.00S,2022-11-03T00:43:37.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,30,38,2022-11-03T00:43:43Z,1840000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,186.0,,,,,,,,,,,,,,,,
188,PT09M14.00S,2022-11-03T00:43:42.5Z,2,REGULAR,substitution,out,[],1630227,,,1610612746,30,38,2022-11-03T00:43:48Z,1850000,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M14.00S,2022-11-03T00:43:42.5Z,2,REGULAR,substitution,out,[],202322,,,1610612746,30,38,2022-11-03T00:43:48Z,1860000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M14.00S,2022-11-03T00:43:42.5Z,2,REGULAR,substitution,in,[],1629726,,,1610612746,30,38,2022-11-03T00:43:48Z,1870000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M14.00S,2022-11-03T00:43:42.5Z,2,REGULAR,substitution,in,[],202704,,,1610612746,30,38,2022-11-03T00:43:48Z,1880000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M04.00S,2022-11-03T00:44:05.7Z,2,REGULAR,2pt,Jump Shot,[],1626181,79.58278580814718,35.53921568627451,1610612746,30,40,2022-11-03T00:44:12Z,1890000,-72.0,139.0,1,right,N. Powell 15' pullup Jump Shot (2 PTS) (I. Zubac 1 AST),"[1626181, 1627826]",1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Mid-Range,8-16 Center,15.7,Made,2.0,,,,,,,,,,,,,,,I. Zubac,1627826.0,1.0
193,PT08M42.00S,2022-11-03T00:44:27.3Z,2,REGULAR,3pt,Jump Shot,[],1629645,26.231931668856767,15.686274509803921,1610612745,33,40,2022-11-03T00:44:34Z,1900000,172.0,194.0,1,left,K. Porter Jr. 25' 3PT step back (8 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.91,Made,8.0,,,,,,,,,,,,,,,,,
195,PT08M23.00S,2022-11-03T00:44:45.5Z,2,REGULAR,2pt,Jump Shot,[],202704,73.9323258869908,34.31372549019608,1610612746,33,40,2022-11-03T00:44:58Z,1910000,-78.0,193.0,1,right,MISS R. Jackson 20' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,20.79,Missed,,,,,,,,,,,,,,,,,,
196,PT08M22.00S,2022-11-03T00:44:46.5Z,2,REGULAR,rebound,defensive,[],1630586,,,1610612745,33,40,2022-11-03T00:44:58Z,1920000,,,0,,U. Garuba REBOUND (Off:3 Def:1),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Mid-Range,16-24 Left Center,,,,195.0,4.0,1.0,3.0,,,,,,,,,,,,,
197,PT08M09.00S,2022-11-03T00:45:00.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,19.136005256241788,38.48039215686275,1610612745,35,40,2022-11-03T00:45:09Z,1930000,58.0,127.0,1,left,K. Porter Jr. 13' step back Jump Shot (10 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.98,Made,10.0,,,,,,,,,,,,,,,,,
198,PT08M09.00S,2022-11-03T00:45:05.6Z,2,REGULAR,foul,personal,['1freethrow'],202704,,,1610612745,35,40,2022-11-03T00:45:13Z,1940000,,,0,,R. Jackson shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[202704, 1629645]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Right,,,,,,,,1155.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,
200,PT08M09.00S,2022-11-03T00:45:14.2Z,2,REGULAR,substitution,out,[],1630586,,,1610612745,35,40,2022-11-03T00:45:33Z,1960000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M09.00S,2022-11-03T00:45:14.2Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,35,40,2022-11-03T00:45:33Z,1970000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M09.00S,2022-11-03T00:45:32.6Z,2,REGULAR,freethrow,1 of 1,[],1629645,,,1610612745,35,40,2022-11-03T00:45:32Z,1980000,,,0,,MISS K. Porter Jr. Free Throw 1 of 1,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
203,PT08M09.00S,2022-11-03T00:45:32.6Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,35,40,2022-11-03T00:45:37Z,1990000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,202.0,2.0,2.0,0.0,,,,,,,,,,,,,
204,PT07M51.00S,2022-11-03T00:45:50.3Z,2,REGULAR,3pt,Jump Shot,[],202704,90.75229960578186,96.32352941176471,1610612746,35,40,2022-11-03T00:46:03Z,2000000,232.0,34.0,1,right,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
205,PT07M50.00S,2022-11-03T00:45:51.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,35,40,2022-11-03T00:46:03Z,2010000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,,204.0,,,,,,,,,,,,,,,,
206,PT07M50.00S,2022-11-03T00:45:57.0Z,2,REGULAR,foul,personal,[],1630578,,,1610612746,35,40,2022-11-03T00:46:13Z,2020000,,,0,,A. Sengun loose ball personal FOUL (2 PF),"[1630578, 1627826]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,2530.0,2.0,0.0,Zubac,1627826.0,,,,,,,,
208,PT07M50.00S,2022-11-03T00:46:19.5Z,2,REGULAR,foul,offensive,[],1627826,,,1610612746,35,40,2022-11-03T00:46:27Z,2040000,,,0,,I. Zubac offensive FOUL (3 PF),"[1627826, 1630578]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Center,,,,,,,,2530.0,3.0,0.0,Sengun,1630578.0,,,,,,,,
210,PT07M50.00S,2022-11-03T00:46:19.5Z,2,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,35,40,2022-11-03T00:46:19Z,2060000,,,0,,I. Zubac offensive foul TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Center,,,,,,,,2530.0,,,,,1.0,,,,,,,
211,PT07M35.00S,2022-11-03T00:46:45.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631095,21.369908015768726,63.48039215686274,1610612745,37,40,2022-11-03T00:46:53Z,2070000,-67.0,148.0,1,left,J. Smith Jr. 16' pullup Jump Shot (2 PTS) (K. Porter Jr. 3 AST),"[1631095, 1629645]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,16.3,Made,2.0,,,,,,,,,,,,,,,K. Porter Jr.,1629645.0,3.0
213,PT07M22.00S,2022-11-03T00:46:57.6Z,2,REGULAR,3pt,Jump Shot,[],202704,68.15045992115637,29.901960784313726,1610612746,37,40,2022-11-03T00:47:05Z,2090000,-100.0,247.0,1,right,MISS R. Jackson 26' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,26.66,Missed,,,,,,,,,,,,,,,,,,
214,PT07M21.00S,2022-11-03T00:46:58.6Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,37,40,2022-11-03T00:47:05Z,2100000,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,,
215,PT07M09.00S,2022-11-03T00:47:13.7Z,2,REGULAR,foul,offensive,[],1631095,,,1610612745,37,40,2022-11-03T00:47:26Z,2110000,,,0,,J. Smith Jr. offensive FOUL (2 PF),"[1631095, 202704]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,2530.0,2.0,0.0,Jackson,202704.0,,,,,,,,
217,PT07M09.00S,2022-11-03T00:47:13.7Z,2,REGULAR,turnover,offensive foul,[],1631095,,,1610612745,37,40,2022-11-03T00:47:13Z,2130000,,,0,,J. Smith Jr. offensive foul TURNOVER (2 TO),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,2530.0,,,,,2.0,,,,,,,
218,PT07M09.00S,2022-11-03T00:47:24.1Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,37,40,2022-11-03T00:47:37Z,2140000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M09.00S,2022-11-03T00:47:24.1Z,2,REGULAR,substitution,out,[],1626181,,,1610612746,37,40,2022-11-03T00:47:37Z,2150000,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M09.00S,2022-11-03T00:47:24.1Z,2,REGULAR,substitution,in,[],1628379,,,1610612746,37,40,2022-11-03T00:47:37Z,2170000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M09.00S,2022-11-03T00:47:24.1Z,2,REGULAR,substitution,in,[],202694,,,1610612746,37,40,2022-11-03T00:47:37Z,2180000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M09.00S,2022-11-03T00:47:24.1Z,2,REGULAR,substitution,in,[],202331,,,1610612746,37,40,2022-11-03T00:47:37Z,2190000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M09.00S,2022-11-03T00:47:24.1Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,37,40,2022-11-03T00:47:53Z,2200000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M00.00S,2022-11-03T00:47:59.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202331,91.80354796320631,95.83333333333334,1610612746,37,40,2022-11-03T00:48:08Z,2210000,229.0,25.0,1,right,MISS P. George 3PT - blocked,"[202331, 201569]",1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,Gordon,201569.0,,,
226,PT07M00.00S,2022-11-03T00:47:59.6Z,2,REGULAR,block,,[],201569,,,1610612746,37,40,2022-11-03T00:48:02Z,2220000,,,0,,E. Gordon BLOCK (1 BLK),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
227,PT07M00.00S,2022-11-03T00:47:59.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,37,40,2022-11-03T00:48:08Z,2230000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Right Corner 3,24+ Right,,,,225.0,,,,,,,,,,,,,,,,
229,PT06M48.00S,2022-11-03T00:48:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.258212877792378,44.85294117647059,1610612745,39,40,2022-11-03T00:48:26Z,2250000,26.0,6.0,1,left,A. Sengun cutting Layup (5 PTS) (K. Porter Jr. 4 AST),"[1630578, 1629645]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.65,Made,5.0,,,,,,,,,,,,,,,K. Porter Jr.,1629645.0,4.0
231,PT06M48.00S,2022-11-03T00:48:23.9Z,2,REGULAR,foul,personal,['1freethrow'],1628379,,,1610612745,39,40,2022-11-03T00:49:04Z,2270000,,,0,,L. Kennard shooting personal FOUL (1 PF) (Sengun 1 FT),"[1628379, 1630578]",1610612746.0,LAC,shooting,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,,,1155.0,1.0,0.0,Sengun,1630578.0,,,,,,,,
233,PT06M48.00S,2022-11-03T00:48:54.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,39,40,2022-11-03T00:49:04Z,2290000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M48.00S,2022-11-03T00:51:23.6Z,2,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,40,40,2022-11-03T00:51:23Z,2300000,,,0,,A. Sengun Free Throw 1 of 1 (6 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
236,PT06M34.00S,2022-11-03T00:51:39.0Z,2,REGULAR,2pt,Jump Shot,[],202331,77.08607095926413,61.029411764705884,1610612746,40,42,2022-11-03T00:51:42Z,2310000,55.0,163.0,1,right,P. George 17' pullup Jump Shot (10 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,17.2,Made,10.0,,,,,,,,,,,,,,,,,
237,PT06M19.00S,2022-11-03T00:51:54.0Z,2,REGULAR,2pt,Jump Shot,[],1631095,22.158344283837057,66.66666666666666,1610612745,40,42,2022-11-03T01:04:07Z,2320000,-83.0,156.0,1,left,MISS J. Smith Jr. 17' Jump Shot,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,17.67,Missed,,,,,,,,,,,,,,,,,,
238,PT06M19.00S,2022-11-03T00:51:54.0Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,40,42,2022-11-03T00:52:01Z,2330000,,,0,,L. Kennard REBOUND (Off:0 Def:4),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Left Center,,,,237.0,4.0,4.0,0.0,,,,,,,,,,,,,
239,PT06M14.00S,2022-11-03T00:51:59.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202331,72.61826544021025,14.705882352941178,1610612746,40,42,2022-11-03T01:06:51Z,2340000,-176.0,205.0,1,right,MISS P. George 27' running pullup 3PT,[202331],1610612746.0,LAC,running pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
240,PT06M14.00S,2022-11-03T00:51:59.5Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,40,42,2022-11-03T00:52:07Z,2350000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,239.0,3.0,2.0,1.0,,,,,,,,,,,,,
241,PT05M54.00S,2022-11-03T00:52:19.6Z,2,REGULAR,2pt,Jump Shot,[],1630578,7.966491458607096,68.13725490196079,1610612745,40,42,2022-11-03T00:52:26Z,2360000,-91.0,22.0,1,left,MISS A. Sengun 9' fadeaway Shot,[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,9.34,Missed,,,,,,,,,,,,,,,,,,
242,PT05M54.00S,2022-11-03T00:52:19.6Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,40,42,2022-11-03T00:52:26Z,2370000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,8-16 Left,,,,241.0,1.0,1.0,0.0,,,,,,,,,,,,,
243,PT05M40.00S,2022-11-03T00:52:32.5Z,2,REGULAR,2pt,Jump Shot,[],202694,91.01511169513797,25.735294117647058,1610612746,40,44,2022-11-03T00:52:37Z,2380000,-121.0,32.0,1,right,M. Morris Sr. 12' turnaround fadeaway Jump Shot (12 PTS),[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,12.54,Made,12.0,,,,,,,,,,,,,,,,,
244,PT05M22.00S,2022-11-03T00:52:50.9Z,2,REGULAR,3pt,Jump Shot,[],1629726,5.469776609724048,95.09803921568627,1610612745,40,44,2022-11-03T00:52:58Z,2390000,-225.0,-1.0,1,left,MISS G. Mathews 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
245,PT05M20.00S,2022-11-03T00:52:52.9Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,40,44,2022-11-03T00:52:58Z,2400000,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Left Corner 3,24+ Left,,,,244.0,4.0,4.0,0.0,,,,,,,,,,,,,
246,PT05M15.00S,2022-11-03T00:52:57.1Z,2,REGULAR,turnover,bad pass,[],202331,,,1610612746,40,44,2022-11-03T00:53:03Z,2410000,,,0,,P. George bad pass TURNOVER (2 TO),"[202331, 1630578]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,Sengun,1630578.0,,,,,
247,PT05M15.00S,2022-11-03T00:52:57.1Z,2,REGULAR,steal,,[],1630578,,,1610612745,40,44,2022-11-03T00:52:59Z,2420000,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
248,PT05M09.00S,2022-11-03T00:53:03.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,28.991458607095925,78.18627450980392,1610612745,43,44,2022-11-03T00:53:09Z,2430000,-141.0,220.0,1,left,G. Mathews 26' 3PT  (3 PTS) (K. Porter Jr. 5 AST),"[1629726, 1629645]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,26.13,Made,3.0,,,,,,,,,,,,,,,K. Porter Jr.,1629645.0,5.0
