actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
178,PT10M03.00S,2022-04-01T00:12:44.0Z,2,REGULAR,foul,personal,[],1629164,,,1610612737,38,30,2022-04-01T00:12:52Z,1760000,,,0,,B. Goodwin personal FOUL (1 PF),"[1629164, 203992]",1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Bogdanovic,203992.0,
180,PT09M57.00S,2022-04-01T00:13:02.2Z,2,REGULAR,2pt,Jump Shot,[],203992,77.08607095926413,46.568627450980394,1610612737,40,30,2022-04-01T00:13:06Z,1780000,-17.0,163.0,1,right,B. Bogdanovic 16' pullup Jump Shot (5 PTS) (D. Gallinari 1 AST),"[203992, 201568]",1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,16.38,Made,5.0,D. Gallinari,201568.0,1.0,,,,,,,,,,,,
182,PT09M31.00S,2022-04-01T00:13:28.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,14.668199737187912,41.911764705882355,1610612739,40,32,2022-04-01T00:13:33Z,1800000,40.0,85.0,1,left,C. LeVert 9' turnaround fadeaway Jump Shot (6 PTS),[1627747],1610612739.0,CLE,turnaround fadeaway,,,LeVert,C. LeVert,,,,,,,,9.45,Made,6.0,,,,,,,,,,,,,,,
183,PT09M20.00S,2022-04-01T00:13:38.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,89.04402102496715,49.754901960784316,1610612737,42,32,2022-04-01T00:13:44Z,1810000,-1.0,50.0,1,right,D. Wright driving floating Jump Shot (2 PTS),[1626153],1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,,,,5.05,Made,2.0,,,,,,,,,,,,,,,
184,PT09M02.00S,2022-04-01T00:13:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629164,6.652431011826544,51.470588235294116,1610612739,42,34,2022-04-01T00:14:02Z,1820000,-7.0,10.0,1,left,B. Goodwin cutting Layup (2 PTS) (K. Love 2 AST),"[1629164, 201567]",1610612739.0,CLE,cutting,,,Goodwin,B. Goodwin,,,,,,,,1.24,Made,2.0,K. Love,201567.0,2.0,,,,,,,,,,,,
186,PT08M56.00S,2022-04-01T00:14:06.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,42,34,2022-04-01T00:14:06Z,1840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M50.00S,2022-04-01T00:14:24.1Z,2,REGULAR,3pt,Jump Shot,[],1626153,66.44218134034165,40.68627450980392,1610612737,45,34,2022-04-01T00:14:29Z,1850000,-47.0,263.0,1,right,D. Wright 26' 3PT  (5 PTS) (D. Gallinari 2 AST),"[1626153, 201568]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,26.7,Made,5.0,D. Gallinari,201568.0,2.0,,,,,,,,,,,,
189,PT08M36.00S,2022-04-01T00:14:37.3Z,2,REGULAR,3pt,Jump Shot,[],1627747,30.305519053876477,67.15686274509804,1610612739,45,34,2022-04-01T00:14:42Z,1870000,-86.0,232.0,1,left,MISS C. LeVert 24' step back 3PT,[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,,,,24.77,Missed,,,,,,,,,,,,,,,,
190,PT08M33.00S,2022-04-01T00:14:40.3Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,45,34,2022-04-01T00:14:42Z,1880000,,,0,,O. Okongwu REBOUND (Off:1 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,189.0,5.0,4.0,1.0,,,,,,,,
191,PT08M21.00S,2022-04-01T00:14:52.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,86.81011826544021,41.17647058823529,1610612737,47,34,2022-04-01T00:14:59Z,1890000,-44.0,71.0,1,right,O. Okongwu 8' floating Jump Shot (4 PTS),[1630168],1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,,,,8.4,Made,4.0,,,,,,,,,,,,,,,
192,PT08M05.00S,2022-04-01T00:15:08.7Z,2,REGULAR,3pt,Jump Shot,[],201567,29.911300919842315,68.38235294117648,1610612739,47,34,2022-04-01T00:15:14Z,1900000,-92.0,229.0,1,left,MISS K. Love 24' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,24.65,Missed,,,,,,,,,,,,,,,,
193,PT08M01.00S,2022-04-01T00:15:12.4Z,2,REGULAR,rebound,offensive,[],1627747,,,1610612739,47,34,2022-04-01T00:15:12Z,1910000,,,0,,C. LeVert REBOUND (Off:1 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,192.0,3.0,2.0,1.0,,,,,,,,
194,PT07M58.00S,2022-04-01T00:15:15.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201567,30.17411300919842,72.05882352941177,1610612739,47,34,2022-04-01T00:15:24Z,1920000,-110.0,231.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,25.61,Missed,,,,,,,,,,,,,,,,
195,PT07M55.00S,2022-04-01T00:15:18.7Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,47,34,2022-04-01T00:15:21Z,1930000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,194.0,1.0,1.0,0.0,,,,,,,,
196,PT07M47.00S,2022-04-01T00:15:26.7Z,2,REGULAR,3pt,Jump Shot,[],201568,68.9388961892247,27.205882352941174,1610612737,47,34,2022-04-01T00:15:33Z,1940000,-114.0,239.0,1,right,MISS D. Gallinari 26' pullup 3PT,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,,,,26.52,Missed,,,,,,,,,,,,,,,,
197,PT07M43.00S,2022-04-01T00:15:30.7Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,47,34,2022-04-01T00:15:33Z,1950000,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,
198,PT07M39.00S,2022-04-01T00:15:36.5Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612739,47,34,2022-04-01T00:16:05Z,1960000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Stevens 2 FT),"[1630168, 1630205]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Stevens,1630205.0,
200,PT07M39.00S,2022-04-01T00:16:06.2Z,2,REGULAR,freethrow,1 of 2,[],1630205,,,1610612739,47,35,2022-04-01T00:16:06Z,1980000,,,0,,L. Stevens Free Throw 1 of 2 (1 PTS),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
201,PT07M39.00S,2022-04-01T00:16:07.0Z,2,REGULAR,substitution,out,[],201567,,,1610612739,47,35,2022-04-01T00:16:11Z,1990000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M39.00S,2022-04-01T00:16:07.0Z,2,REGULAR,substitution,in,[],1628374,,,1610612739,47,35,2022-04-01T00:16:11Z,2000000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M39.00S,2022-04-01T00:16:23.1Z,2,REGULAR,freethrow,2 of 2,[],1630205,,,1610612739,47,36,2022-04-01T00:16:23Z,2010000,,,0,,L. Stevens Free Throw 2 of 2 (2 PTS),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
204,PT07M27.00S,2022-04-01T00:16:37.4Z,2,REGULAR,3pt,Jump Shot,[],203992,73.01248357424441,16.911764705882355,1610612737,47,36,2022-04-01T00:16:42Z,2020000,-165.0,201.0,1,right,MISS B. Bogdanovic 26' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,26.05,Missed,,,,,,,,,,,,,,,,
205,PT07M24.00S,2022-04-01T00:16:40.4Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,47,36,2022-04-01T00:16:42Z,2030000,,,0,,L. Stevens REBOUND (Off:0 Def:3),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,204.0,3.0,3.0,0.0,,,,,,,,
206,PT07M15.00S,2022-04-01T00:16:49.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,17.821944809461236,46.568627450980394,1610612739,47,38,2022-04-01T00:16:54Z,2040000,17.0,115.0,1,left,L. Stevens 11' pullup Jump Shot (4 PTS),[1630205],1610612739.0,CLE,pullup,,,Stevens,L. Stevens,,,,,,,,11.63,Made,4.0,,,,,,,,,,,,,,,
207,PT06M48.00S,2022-04-01T00:17:15.2Z,2,REGULAR,3pt,Jump Shot,[],1628989,77.4802890932983,88.97058823529412,1610612737,50,38,2022-04-01T00:17:22Z,2050000,195.0,159.0,1,right,K. Huerter 25' 3PT  (9 PTS) (D. Wright 2 AST),"[1628989, 1626153]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,25.17,Made,9.0,D. Wright,1626153.0,2.0,,,,,,,,,,,,
209,PT06M35.00S,2022-04-01T00:17:28.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,6.652431011826544,45.34313725490196,1610612739,50,38,2022-04-01T00:17:35Z,2070000,23.0,10.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,,,,2.54,Missed,,,,,,,,,,,,,,,,
210,PT06M30.00S,2022-04-01T00:17:33.4Z,2,REGULAR,rebound,offensive,[],1626224,,,1610612739,50,38,2022-04-01T00:17:35Z,2080000,,,0,,C. Osman REBOUND (Off:1 Def:0),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,209.0,1.0,0.0,1.0,,,,,,,,
211,PT06M30.00S,2022-04-01T00:17:33.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626224,5.590000152587891,50.0,1610612739,50,40,2022-04-01T00:17:33Z,2090000,0.0,0.0,1,left,C. Osman tip Layup (4 PTS),[1626224],1610612739.0,CLE,tip,,,Osman,C. Osman,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,
212,PT06M18.00S,2022-04-01T00:17:45.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,89.83245729303549,59.80392156862745,1610612737,50,40,2022-04-01T00:17:51Z,2100000,49.0,43.0,1,right,MISS K. Huerter 6' driving floating bank Shot,[1628989],1610612737.0,ATL,driving floating bank,,,Huerter,K. Huerter,,,,,,,,6.53,Missed,,,,,,,,,,,,,,,,
213,PT06M15.00S,2022-04-01T00:17:48.5Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,50,40,2022-04-01T00:17:51Z,2110000,,,0,,L. Stevens REBOUND (Off:0 Def:4),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,212.0,4.0,4.0,0.0,,,,,,,,
214,PT06M09.00S,2022-04-01T00:17:55.1Z,2,REGULAR,3pt,Jump Shot,[],1626224,31.35676741130092,62.5,1610612739,50,40,2022-04-01T00:18:00Z,2120000,-62.0,242.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,25.02,Missed,,,,,,,,,,,,,,,,
215,PT06M06.00S,2022-04-01T00:17:58.1Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,50,40,2022-04-01T00:18:00Z,2130000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,214.0,2.0,2.0,0.0,,,,,,,,
216,PT05M56.00S,2022-04-01T00:18:08.3Z,2,REGULAR,3pt,Jump Shot,[],1628989,94.69448094612353,3.6764705882352944,1610612737,50,40,2022-04-01T00:18:14Z,2140000,-232.0,-3.0,1,right,MISS K. Huerter step back 3PT,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,,,,23.16,Missed,,,,,,,,,,,,,,,,
217,PT05M52.00S,2022-04-01T00:18:12.3Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,50,40,2022-04-01T00:18:14Z,2150000,,,0,,C. LeVert REBOUND (Off:1 Def:3),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,216.0,4.0,3.0,1.0,,,,,,,,
218,PT05M46.00S,2022-04-01T00:18:18.3Z,2,REGULAR,turnover,bad pass,[],1626224,,,1610612739,50,40,2022-04-01T00:18:22Z,2160000,,,0,,C. Osman bad pass TURNOVER (1 TO),"[1626224, 203992]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,1.0,Bogdanovic,203992.0,,,,,,,,,,,,,,,,,,
219,PT05M46.00S,2022-04-01T00:18:18.3Z,2,REGULAR,steal,,[],203992,,,1610612737,50,40,2022-04-01T00:18:20Z,2170000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M41.00S,2022-04-01T00:18:23.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203992,80.1084099868594,7.598039215686274,1610612737,50,40,2022-04-01T00:18:35Z,2180000,-212.0,134.0,1,right,MISS B. Bogdanovic 25' running 3PT,[203992],1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,,,,25.11,Missed,,,,,,,,,,,,,,,,
221,PT05M39.00S,2022-04-01T00:18:26.2Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,50,40,2022-04-01T00:18:26Z,2190000,,,0,,O. Okongwu REBOUND (Off:2 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,220.0,6.0,4.0,2.0,,,,,,,,
222,PT05M39.00S,2022-04-01T00:18:34.9Z,2,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612737,50,40,2022-04-01T00:19:21Z,2200000,,,0,,C. Osman shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1626224, 1630168]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Okongwu,1630168.0,
224,PT05M39.00S,2022-04-01T00:18:44.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,50,40,2022-04-01T00:18:44Z,2220000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M39.00S,2022-04-01T00:19:23.9Z,2,REGULAR,instantreplay,request,[],0,,,1610612737,50,40,2022-04-01T00:19:50Z,2230000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,2004.0,,,,,Common Foul Upheld
226,PT05M39.00S,2022-04-01T00:20:08.4Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,50,40,2022-04-01T00:21:33Z,2240000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M39.00S,2022-04-01T00:20:08.4Z,2,REGULAR,substitution,out,[],1628989,,,1610612737,50,40,2022-04-01T00:21:33Z,2250000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M39.00S,2022-04-01T00:20:08.4Z,2,REGULAR,substitution,out,[],1629164,,,1610612737,50,40,2022-04-01T00:21:33Z,2260000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M39.00S,2022-04-01T00:20:08.4Z,2,REGULAR,substitution,out,[],1626224,,,1610612737,50,40,2022-04-01T00:21:33Z,2270000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M39.00S,2022-04-01T00:20:08.4Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,50,40,2022-04-01T00:21:33Z,2280000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M39.00S,2022-04-01T00:20:08.4Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,50,40,2022-04-01T00:21:33Z,2290000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M39.00S,2022-04-01T00:20:08.4Z,2,REGULAR,substitution,in,[],1630171,,,1610612737,50,40,2022-04-01T00:21:33Z,2300000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M39.00S,2022-04-01T00:20:08.4Z,2,REGULAR,substitution,in,[],1629636,,,1610612737,50,40,2022-04-01T00:21:33Z,2310000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M39.00S,2022-04-01T00:21:47.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630168,,,1610612737,51,40,2022-04-01T00:21:47Z,2320000,,,0,,O. Okongwu Free Throw 1 of 2 (5 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
235,PT05M39.00S,2022-04-01T00:21:58.9Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630168,,,1610612737,52,40,2022-04-01T00:21:58Z,2330000,,,0,,O. Okongwu Free Throw 2 of 2 (6 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
236,PT05M27.00S,2022-04-01T00:22:12.6Z,2,REGULAR,3pt,Jump Shot,[],1629636,7.966491458607096,3.431372549019608,1610612739,52,40,2022-04-01T00:22:18Z,2340000,233.0,22.0,1,left,MISS D. Garland 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,23.39,Missed,,,,,,,,,,,,,,,,
237,PT05M24.00S,2022-04-01T00:22:15.6Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,52,40,2022-04-01T00:22:18Z,2350000,,,0,,D. Gallinari REBOUND (Off:0 Def:3),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,236.0,3.0,3.0,0.0,,,,,,,,
238,PT05M06.00S,2022-04-01T00:22:34.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,94.1688567674113,48.03921568627451,1610612737,54,40,2022-04-01T00:22:39Z,2360000,-10.0,2.0,1,right,O. Okongwu alley-oop DUNK (8 PTS) (T. Young 6 AST),"[1630168, 1629027]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,,,,1.01,Made,8.0,T. Young,1629027.0,6.0,,,,,,,,,,,,
240,PT04M55.00S,2022-04-01T00:22:43.4Z,2,REGULAR,3pt,Jump Shot,[],1628374,32.53942181340342,60.5392156862745,1610612739,54,40,2022-04-01T00:22:49Z,2380000,-53.0,253.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,25.88,Missed,,,,,,,,,,,,,,,,
241,PT04M53.00S,2022-04-01T00:22:45.4Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,54,40,2022-04-01T00:22:49Z,2390000,,,0,,O. Okongwu REBOUND (Off:2 Def:5),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,240.0,7.0,5.0,2.0,,,,,,,,
242,PT04M46.00S,2022-04-01T00:22:53.5Z,2,REGULAR,3pt,Jump Shot,[],1629027,64.86530880420499,32.59803921568628,1610612737,54,40,2022-04-01T00:22:59Z,2400000,-87.0,278.0,1,right,MISS T. Young 29' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,29.11,Missed,,,,,,,,,,,,,,,,
243,PT04M42.00S,2022-04-01T00:22:57.5Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,54,40,2022-04-01T00:22:59Z,2410000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,242.0,1.0,1.0,0.0,,,,,,,,
244,PT04M29.00S,2022-04-01T00:23:13.0Z,2,REGULAR,foul,personal,['2freethrow'],203992,,,1610612739,54,40,2022-04-01T00:23:35Z,2420000,,,0,,B. Bogdanovic shooting personal FOUL (2 PF) (Okoro 2 FT),"[203992, 1630171]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Okoro,1630171.0,
246,PT04M29.00S,2022-04-01T00:23:46.8Z,2,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,54,41,2022-04-01T00:23:46Z,2440000,,,0,,I. Okoro Free Throw 1 of 2 (3 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
247,PT04M29.00S,2022-04-01T00:23:47.7Z,2,REGULAR,substitution,out,[],1630168,,,1610612739,54,41,2022-04-01T00:23:52Z,2450000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M29.00S,2022-04-01T00:23:47.7Z,2,REGULAR,substitution,out,[],1630205,,,1610612739,54,41,2022-04-01T00:23:52Z,2460000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M29.00S,2022-04-01T00:23:47.7Z,2,REGULAR,substitution,in,[],203991,,,1610612739,54,41,2022-04-01T00:23:52Z,2470000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M29.00S,2022-04-01T00:23:47.7Z,2,REGULAR,substitution,in,[],1629650,,,1610612739,54,41,2022-04-01T00:23:52Z,2480000,,,0,,SUB in: M. Brown,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M29.00S,2022-04-01T00:24:10.9Z,2,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,54,42,2022-04-01T00:24:10Z,2490000,,,0,,I. Okoro Free Throw 2 of 2 (4 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
252,PT04M19.00S,2022-04-01T00:24:23.4Z,2,REGULAR,3pt,Jump Shot,[],203992,72.35545335085413,79.65686274509804,1610612737,54,42,2022-04-01T00:24:29Z,2500000,148.0,207.0,1,right,MISS B. Bogdanovic 25' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,25.5,Missed,,,,,,,,,,,,,,,,
253,PT04M15.00S,2022-04-01T00:24:27.4Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612739,54,42,2022-04-01T00:24:29Z,2510000,,,0,,M. Brown REBOUND (Off:0 Def:3),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,252.0,3.0,3.0,0.0,,,,,,,,
254,PT04M09.00S,2022-04-01T00:24:32.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,16.113666228646515,54.65686274509803,1610612739,54,42,2022-04-01T00:24:39Z,2520000,-23.0,99.0,1,left,MISS D. Garland 10' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,10.17,Missed,,,,,,,,,,,,,,,,
255,PT04M06.00S,2022-04-01T00:24:35.8Z,2,REGULAR,rebound,offensive,[],1629636,,,1610612739,54,42,2022-04-01T00:24:35Z,2530000,,,0,,D. Garland REBOUND (Off:1 Def:0),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,254.0,1.0,0.0,1.0,,,,,,,,
256,PT04M05.00S,2022-04-01T00:24:37.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629636,6.915243101182654,21.813725490196077,1610612739,54,42,2022-04-01T00:24:43Z,2540000,141.0,13.0,1,left,MISS D. Garland 14' turnaround fadeaway Shot,[1629636],1610612739.0,CLE,turnaround fadeaway,,,Garland,D. Garland,,,,,,,,14.15,Missed,,,,,,,,,,,,,,,,
257,PT04M02.00S,2022-04-01T00:24:39.4Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,54,42,2022-04-01T00:24:39Z,2550000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,256.0,2.0,2.0,0.0,,,,,,,,
258,PT03M53.00S,2022-04-01T00:24:48.1Z,2,REGULAR,3pt,Jump Shot,[],1629027,69.85873850197109,72.54901960784314,1610612737,57,42,2022-04-01T00:24:53Z,2560000,113.0,231.0,1,right,T. Young 25' 3PT step back (12 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,25.68,Made,12.0,,,,,,,,,,,,,,,
259,PT03M43.00S,2022-04-01T00:24:58.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,6.1268068331143235,50.0,1610612739,57,44,2022-04-01T00:25:04Z,2570000,0.0,5.0,1,left,M. Brown alley-oop DUNK (6 PTS) (C. LeVert 1 AST),"[1629650, 1627747]",1610612739.0,CLE,alley-oop,,,Brown,M. Brown,,,,,,,,0.51,Made,6.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,
261,PT03M25.00S,2022-04-01T00:25:16.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,81.94809461235218,58.57843137254902,1610612737,57,44,2022-04-01T00:25:22Z,2590000,43.0,117.0,1,right,MISS B. Bogdanovic 12' turnaround fadeaway Shot - blocked,"[203992, 1627747]",1610612737.0,ATL,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,,,,12.48,Missed,,,,,,,,,LeVert,1627747.0,,,,,,
