actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
179,PT09M31.00S,2021-12-11T01:16:35.7Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,28,28,2021-12-11T01:16:38Z,1780000,,,0,,C. Capela REBOUND (Off:0 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,178.0,4.0,4.0,0.0,,
180,PT09M15.00S,2021-12-11T01:16:54.6Z,2,REGULAR,foul,personal,['2freethrow'],1630560,,,1610612737,28,28,2021-12-11T01:17:18Z,1790000,,,0,,C. Thomas shooting personal FOUL (1 PF) (Reddish 2 FT),"[1630560, 1629629]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,,,,,,,,,,202058.0,1.0,0.0,Reddish,1629629.0,,,,,,
182,PT09M15.00S,2021-12-11T01:17:19.5Z,2,REGULAR,freethrow,1 of 2,[],1629629,,,1610612737,29,28,2021-12-11T01:17:19Z,1810000,,,0,,C. Reddish Free Throw 1 of 2 (1 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
183,PT09M15.00S,2021-12-11T01:17:20.3Z,2,REGULAR,substitution,out,[],203991,,,1610612737,29,28,2021-12-11T01:17:28Z,1820000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M15.00S,2021-12-11T01:17:20.3Z,2,REGULAR,substitution,out,[],1630560,,,1610612737,29,28,2021-12-11T01:17:28Z,1830000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M15.00S,2021-12-11T01:17:20.3Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,29,28,2021-12-11T01:17:28Z,1840000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M15.00S,2021-12-11T01:17:20.3Z,2,REGULAR,substitution,in,[],1628975,,,1610612737,29,28,2021-12-11T01:17:28Z,1850000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M15.00S,2021-12-11T01:17:35.9Z,2,REGULAR,freethrow,2 of 2,[],1629629,,,1610612737,30,28,2021-12-11T01:17:35Z,1860000,,,0,,C. Reddish Free Throw 2 of 2 (2 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
188,PT09M02.00S,2021-12-11T01:17:53.5Z,2,REGULAR,turnover,traveling,[],201935,,,1610612751,30,28,2021-12-11T01:17:59Z,1870000,,,0,,J. Harden traveling TURNOVER (3 TO),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,3.0,,,202058.0,,,,,,,,,,
189,PT08M50.00S,2021-12-11T01:18:19.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201568,78.79434954007884,10.049019607843137,1610612737,33,28,2021-12-11T01:18:23Z,1880000,-200.0,147.0,1,right,D. Gallinari 24' 3PT  (3 PTS) (J. Collins 1 AST),"[201568, 1628381]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,24.79,Made,3.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,
191,PT08M29.00S,2021-12-11T01:18:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200794,6.1268068331143235,50.98039215686274,1610612751,33,28,2021-12-11T01:18:46Z,1900000,-5.0,5.0,1,left,MISS P. Millsap driving Layup,[200794],1610612751.0,BKN,driving,,,Millsap,P. Millsap,,,,,0.71,Missed,,,,,,,,,,,,,,,,,,
192,PT08M25.00S,2021-12-11T01:18:43.7Z,2,REGULAR,rebound,offensive,[],200794,,,1610612751,33,28,2021-12-11T01:18:46Z,1910000,,,0,,P. Millsap REBOUND (Off:2 Def:0),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,191.0,2.0,0.0,2.0,,
193,PT08M25.00S,2021-12-11T01:18:43.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200794,5.590000152587891,50.0,1610612751,33,28,2021-12-11T01:18:43Z,1920000,0.0,0.0,1,left,MISS P. Millsap tip Layup,[200794],1610612751.0,BKN,tip,,,Millsap,P. Millsap,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
194,PT08M24.00S,2021-12-11T01:18:43.9Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,33,28,2021-12-11T01:18:43Z,1930000,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,193.0,2.0,2.0,0.0,,
195,PT08M19.00S,2021-12-11T01:18:49.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,86.02168199737189,56.86274509803921,1610612737,33,28,2021-12-11T01:28:06Z,1940000,34.0,79.0,1,right,MISS D. Wright 8' driving floating Shot,[1626153],1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,8.6,Missed,,,,,,,,,,,,,,,,,,
196,PT08M18.00S,2021-12-11T01:18:50.5Z,2,REGULAR,rebound,defensive,[],200794,,,1610612751,33,28,2021-12-11T01:18:58Z,1950000,,,0,,P. Millsap REBOUND (Off:2 Def:1),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,195.0,3.0,1.0,2.0,,
197,PT08M18.00S,2021-12-11T01:18:55.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,33,28,2021-12-11T01:18:55Z,1960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M03.00S,2021-12-11T01:19:21.1Z,2,REGULAR,3pt,Jump Shot,[],201935,31.488173455978973,46.568627450980394,1610612751,33,28,2021-12-11T01:19:25Z,1970000,17.0,243.0,1,left,MISS J. Harden 24' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,
199,PT08M01.00S,2021-12-11T01:19:23.1Z,2,REGULAR,rebound,defensive,[],101150,,,1610612737,33,28,2021-12-11T01:19:25Z,1980000,,,0,,L. Williams REBOUND (Off:0 Def:1),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,198.0,1.0,1.0,0.0,,
200,PT07M56.00S,2021-12-11T01:19:30.3Z,2,REGULAR,foul,personal,[],201949,,,1610612737,33,28,2021-12-11T01:19:36Z,1990000,,,0,,J. Johnson personal FOUL (1 PF),"[201949, 201568]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,202049.0,1.0,0.0,Gallinari,201568.0,,,,,,
202,PT07M56.00S,2021-12-11T01:19:44.6Z,2,REGULAR,substitution,out,[],201988,,,1610612737,33,28,2021-12-11T01:19:48Z,2010000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M56.00S,2021-12-11T01:19:44.6Z,2,REGULAR,substitution,in,[],1627761,,,1610612737,33,28,2021-12-11T01:19:48Z,2020000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M40.00S,2021-12-11T01:20:33.4Z,2,REGULAR,jumpball,recovered,[],1628975,,,1610612737,33,28,2021-12-11T01:20:33Z,2030000,,,0,,Jump Ball J. Johnson vs. J. Collins: Tip to J. Carter,"[1628975, 201949, 1628381]",1610612751.0,BKN,heldball,J. Carter,1628975.0,Carter,J. Carter,Johnson,201949.0,Collins,1628381.0,,,,,,,,,,,,,,,,,,,,
207,PT07M40.00S,2021-12-11T01:20:33.4Z,2,REGULAR,turnover,lost ball,[],1626153,,,1610612737,33,28,2021-12-11T01:20:33Z,2060000,,,0,,D. Wright lost ball TURNOVER (1 TO),"[1626153, 201949]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,1.0,Johnson,201949.0,,,,,,,,,,,
208,PT07M40.00S,2021-12-11T01:20:33.4Z,2,REGULAR,steal,,[],201949,,,1610612751,33,28,2021-12-11T01:20:33Z,2070000,,,0,,J. Johnson STEAL (1 STL),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M37.00S,2021-12-11T01:20:35.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627761,5.732588699080158,50.73529411764706,1610612751,33,30,2021-12-11T01:29:38Z,2080000,-4.0,1.0,1,left,D. Bembry running Layup (2 PTS) (J. Carter 1 AST),"[1627761, 1628975]",1610612751.0,BKN,running,,,Bembry,D. Bembry,,,,,0.4,Made,2.0,J. Carter,1628975.0,1.0,,,,,,,,,,,,,,
211,PT07M25.00S,2021-12-11T01:20:51.0Z,2,REGULAR,foul,personal,[],1627761,,,1610612737,33,30,2021-12-11T01:21:06Z,2100000,,,0,,D. Bembry personal FOUL (3 PF),"[1627761, 1628381]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,202058.0,3.0,0.0,Collins,1628381.0,,,,,,
213,PT07M25.00S,2021-12-11T01:21:04.6Z,2,REGULAR,substitution,out,[],1627761,,,1610612737,33,30,2021-12-11T01:21:08Z,2120000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M25.00S,2021-12-11T01:21:04.6Z,2,REGULAR,substitution,in,[],1628971,,,1610612737,33,30,2021-12-11T01:21:08Z,2130000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M21.00S,2021-12-11T01:21:25.4Z,2,REGULAR,foul,personal,['2freethrow'],200794,,,1610612737,33,30,2021-12-11T01:21:43Z,2140000,,,0,,P. Millsap shooting personal FOUL (1 PF) (Collins 2 FT),"[200794, 1628381]",1610612751.0,BKN,shooting,,,Millsap,P. Millsap,,,,,,,,,,,,,,202049.0,1.0,0.0,Collins,1628381.0,,,,,,
217,PT07M21.00S,2021-12-11T01:21:45.9Z,2,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,33,30,2021-12-11T01:21:45Z,2160000,,,0,,MISS J. Collins Free Throw 1 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Missed,,,,,,,,,,,,,,,,,,
218,PT07M21.00S,2021-12-11T01:21:45.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,33,30,2021-12-11T01:21:45Z,2170000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,217.0,,,,,
219,PT07M21.00S,2021-12-11T01:21:49.1Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,33,30,2021-12-11T01:21:55Z,2180000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M21.00S,2021-12-11T01:21:49.1Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,33,30,2021-12-11T01:21:55Z,2190000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M21.00S,2021-12-11T01:22:05.3Z,2,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,34,30,2021-12-11T01:22:05Z,2200000,,,0,,J. Collins Free Throw 2 of 2 (7 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
222,PT07M10.00S,2021-12-11T01:22:17.5Z,2,REGULAR,3pt,Jump Shot,[],200794,8.623521681997373,2.941176470588235,1610612751,34,30,2021-12-11T01:22:22Z,2210000,235.0,29.0,1,left,MISS P. Millsap 3PT,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,
223,PT07M07.00S,2021-12-11T01:22:20.5Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,34,30,2021-12-11T01:22:22Z,2220000,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,222.0,2.0,1.0,1.0,,
224,PT07M06.00S,2021-12-11T01:22:21.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,6.258212877792378,48.28431372549019,1610612751,34,32,2021-12-11T01:22:24Z,2230000,9.0,6.0,1,left,B. Brown putback Layup (4 PTS),[1628971],1610612751.0,BKN,putback,,,Brown,B. Brown,,,,,1.07,Made,4.0,,,,,,,,,,,,,,,,,
225,PT06M52.00S,2021-12-11T01:22:35.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629629,81.02825229960578,59.55882352941176,1610612737,34,32,2021-12-11T01:22:41Z,2240000,48.0,126.0,1,right,MISS C. Reddish 13' fadeaway Shot,[1629629],1610612737.0,ATL,fadeaway,,,Reddish,C. Reddish,,,,,13.46,Missed,,,,,,,,,,,,,,,,,,
226,PT06M49.00S,2021-12-11T01:22:38.4Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,34,32,2021-12-11T01:22:41Z,2250000,,,0,,J. Johnson REBOUND (Off:0 Def:3),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,225.0,3.0,3.0,0.0,,
227,PT06M41.00S,2021-12-11T01:22:49.5Z,2,REGULAR,foul,personal,[],101150,,,1610612751,34,32,2021-12-11T01:22:54Z,2260000,,,0,,L. Williams personal FOUL (1 PF),"[101150, 1628971]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,202049.0,1.0,0.0,Brown,1628971.0,,,,,,
229,PT06M41.00S,2021-12-11T01:23:02.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,34,32,2021-12-11T01:23:02Z,2280000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M41.00S,2021-12-11T01:25:41.3Z,2,REGULAR,substitution,out,[],101150,,,1610612751,34,32,2021-12-11T01:26:03Z,2290000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M41.00S,2021-12-11T01:25:41.3Z,2,REGULAR,substitution,out,[],1629629,,,1610612751,34,32,2021-12-11T01:26:03Z,2300000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M41.00S,2021-12-11T01:25:41.3Z,2,REGULAR,substitution,in,[],1628989,,,1610612751,34,32,2021-12-11T01:26:03Z,2310000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M41.00S,2021-12-11T01:25:41.3Z,2,REGULAR,substitution,in,[],1627789,,,1610612751,34,32,2021-12-11T01:26:03Z,2320000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M26.00S,2021-12-11T01:26:30.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,9.411957950065702,53.431372549019606,1610612751,34,34,2021-12-11T01:26:35Z,2330000,-17.0,36.0,1,left,B. Brown floating Jump Shot (6 PTS) (J. Johnson 1 AST),"[1628971, 201949]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,3.99,Made,6.0,J. Johnson,201949.0,1.0,,,,,,,,,,,,,,
236,PT06M12.00S,2021-12-11T01:26:44.0Z,2,REGULAR,3pt,Jump Shot,[],1629027,68.15045992115637,62.99019607843137,1610612737,37,34,2021-12-11T01:26:49Z,2350000,65.0,247.0,1,right,T. Young 25' 3PT step back (9 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,25.53,Made,9.0,,,,,,,,,,,,,,,,,
237,PT06M01.00S,2021-12-11T01:26:55.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.178055190538765,50.49019607843137,1610612751,37,36,2021-12-11T01:27:00Z,2360000,-2.0,15.0,1,left,J. Harden driving Layup (6 PTS),[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,1.52,Made,6.0,,,,,,,,,,,,,,,,,
238,PT05M44.00S,2021-12-11T01:27:11.9Z,2,REGULAR,3pt,Jump Shot,[],201568,85.23324572930355,5.392156862745098,1610612737,40,36,2021-12-11T01:27:16Z,2370000,-223.0,86.0,1,right,D. Gallinari 3PT  (6 PTS) (T. Young 5 AST),"[201568, 1629027]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,23.91,Made,6.0,T. Young,1629027.0,5.0,,,,,,,,,,,,,,
240,PT05M30.00S,2021-12-11T01:27:26.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.601182654402102,50.98039215686274,1610612751,40,36,2021-12-11T01:27:31Z,2390000,-5.0,0.0,1,left,MISS J. Harden driving Layup,[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,0.49,Missed,,,,,,,,,,,,,,,,,,
241,PT05M25.00S,2021-12-11T01:27:30.6Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,40,36,2021-12-11T01:27:30Z,2400000,,,0,,B. Brown REBOUND (Off:2 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,240.0,3.0,1.0,2.0,,
242,PT05M25.00S,2021-12-11T01:27:30.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,5.590000152587891,50.0,1610612751,40,38,2021-12-11T01:27:30Z,2410000,0.0,0.0,1,left,B. Brown tip Layup (8 PTS),[1628971],1610612751.0,BKN,tip,,,Brown,B. Brown,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
243,PT05M17.00S,2021-12-11T01:27:40.6Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,40,38,2021-12-11T01:27:58Z,2420000,,,0,,T. Young bad pass TURNOVER (1 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,1.0,,,,,,,,,,,,,
244,PT05M17.00S,2021-12-11T01:27:49.1Z,2,REGULAR,foul,personal,[],201568,,,1610612751,40,38,2021-12-11T01:27:53Z,2430000,,,0,,D. Gallinari loose ball personal FOUL (1 PF),"[201568, 1628971]",1610612737.0,ATL,loose ball,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,202058.0,1.0,0.0,Brown,1628971.0,,,,,,
246,PT05M17.00S,2021-12-11T01:27:57.3Z,2,REGULAR,substitution,out,[],201568,,,1610612751,40,38,2021-12-11T01:28:12Z,2450000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M17.00S,2021-12-11T01:27:57.3Z,2,REGULAR,substitution,out,[],200794,,,1610612751,40,38,2021-12-11T01:28:12Z,2470000,,,0,,SUB out: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M17.00S,2021-12-11T01:27:57.3Z,2,REGULAR,substitution,in,[],203991,,,1610612751,40,38,2021-12-11T01:28:12Z,2480000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M17.00S,2021-12-11T01:27:57.3Z,2,REGULAR,substitution,in,[],201142,,,1610612751,40,38,2021-12-11T01:28:12Z,2490000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M17.00S,2021-12-11T01:27:57.3Z,2,REGULAR,substitution,in,[],200746,,,1610612751,40,38,2021-12-11T01:28:12Z,2500000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M17.00S,2021-12-11T01:27:57.3Z,2,REGULAR,substitution,out,[],201935,,,1610612751,40,38,2021-12-11T01:32:24Z,2505000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M01.00S,2021-12-11T01:28:42.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201949,16.507884362680684,55.14705882352941,1610612751,40,38,2021-12-11T01:28:49Z,2510000,-26.0,103.0,1,left,MISS J. Johnson 10' pullup Shot,[201949],1610612751.0,BKN,pullup,,,Johnson,J. Johnson,,,,,10.59,Missed,,,,,,,,,,,,,,,,,,
253,PT04M57.00S,2021-12-11T01:28:46.2Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,40,38,2021-12-11T01:28:49Z,2520000,,,0,,C. Capela REBOUND (Off:0 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,252.0,5.0,5.0,0.0,,
254,PT04M53.00S,2021-12-11T01:28:50.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,83.919185282523,41.42156862745098,1610612737,40,38,2021-12-11T01:28:55Z,2530000,-43.0,99.0,1,right,MISS T. Young 10' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,10.76,Missed,,,,,,,,,,,,,,,,,,
255,PT04M52.00S,2021-12-11T01:28:53.1Z,2,REGULAR,rebound,offensive,[],1629027,,,1610612737,40,38,2021-12-11T01:28:53Z,2540000,,,0,,T. Young REBOUND (Off:2 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,254.0,2.0,0.0,2.0,,
256,PT04M52.00S,2021-12-11T01:28:54.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201949,,,1610612737,40,38,2021-12-11T01:29:27Z,2550000,,,0,,J. Johnson personal FOUL (2 PF) (Young 2 FT),"[201949, 1629027]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,202058.0,2.0,0.0,Young,1629027.0,,,,,,
258,PT04M52.00S,2021-12-11T01:29:29.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629027,,,1610612737,41,38,2021-12-11T01:29:29Z,2570000,,,0,,T. Young Free Throw 1 of 2 (10 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
260,PT04M52.00S,2021-12-11T01:29:31.3Z,2,REGULAR,substitution,in,[],201988,,,1610612737,41,38,2021-12-11T01:29:44Z,2590000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M52.00S,2021-12-11T01:29:31.3Z,2,REGULAR,substitution,out,[],1628975,,,1610612737,41,38,2021-12-11T01:34:58Z,2595000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M52.00S,2021-12-11T01:29:48.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629027,,,1610612737,42,38,2021-12-11T01:29:48Z,2600000,,,0,,T. Young Free Throw 2 of 2 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
262,PT04M36.00S,2021-12-11T01:30:07.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,16.770696452036795,57.59803921568627,1610612751,42,40,2021-12-11T01:30:12Z,2610000,-38.0,105.0,1,left,L. Aldridge 11' Jump Shot (6 PTS) (K. Durant 2 AST),"[200746, 201142]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,11.18,Made,6.0,K. Durant,201142.0,2.0,,,,,,,,,,,,,,
264,PT04M25.00S,2021-12-11T01:30:19.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201949,,,1610612737,42,40,2021-12-11T01:35:06Z,2630000,,,0,,J. Johnson take personal FOUL (3 PF) (Collins 2 FT),"[201949, 1628381]",1610612751.0,BKN,take,,,Johnson,J. Johnson,,,,,,,,,,,,,,203177.0,3.0,0.0,Collins,1628381.0,,,,,,
266,PT04M25.00S,2021-12-11T01:30:55.4Z,2,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,43,40,2021-12-11T01:31:14Z,2650000,,,0,,J. Collins Free Throw 1 of 2 (8 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
267,PT04M25.00S,2021-12-11T01:30:56.2Z,2,REGULAR,substitution,out,[],201949,,,1610612737,43,40,2021-12-11T01:30:59Z,2660000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M25.00S,2021-12-11T01:30:56.2Z,2,REGULAR,substitution,in,[],201935,,,1610612737,43,40,2021-12-11T01:30:59Z,2670000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M25.00S,2021-12-11T01:30:55.4Z,2,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,43,40,2021-12-11T01:31:14Z,2680000,,,0,,MISS J. Collins Free Throw 2 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Missed,,,,,,,,,,,,,,,,,,
270,PT04M23.00S,2021-12-11T01:30:57.4Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,43,40,2021-12-11T01:31:14Z,2690000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,269.0,2.0,2.0,0.0,,
271,PT04M13.00S,2021-12-11T01:31:23.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,8.492115637319317,56.127450980392155,1610612751,43,40,2021-12-11T01:31:32Z,2700000,-31.0,27.0,1,left,MISS B. Brown floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,4.1,Missed,,,,,,,,,,,,,,,,,,
