actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
181,PT08M55.00S,2022-04-07T00:39:23.6Z,2,REGULAR,3pt,Jump Shot,[],1630557,14.668199737187912,4.411764705882353,1610612764,48,40,2022-04-07T00:39:29Z,1810000,228.0,85.0,1,left,MISS C. Kispert 24' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,24.34,Missed,,,,,,,,,,,,,,,,,,,
182,PT08M54.00S,2022-04-07T00:39:24.6Z,2,REGULAR,rebound,offensive,[],1630166,,,1610612764,48,40,2022-04-07T00:39:29Z,1820000,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,181.0,2.0,1.0,1.0,,,,,,,,,,,,,
183,PT08M52.00S,2022-04-07T00:39:27.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,5.732588699080158,46.568627450980394,1610612764,48,42,2022-04-07T00:39:32Z,1830000,17.0,1.0,1,left,D. Avdija Layup (7 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,1.73,Made,,,,,,,7.0,,,,,,,,,,,,
184,PT08M41.00S,2022-04-07T00:39:37.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,87.59855453350855,58.82352941176471,1610612737,48,42,2022-04-07T00:39:58Z,1840000,44.0,64.0,1,right,MISS B. Bogdanovic 7' turnaround fadeaway Shot,[203992],1610612737.0,ATL,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,7.78,Missed,,,,,,,,,,,,,,,,,,,
185,PT08M39.00S,2022-04-07T00:39:39.4Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,48,42,2022-04-07T00:39:42Z,1850000,,,0,,K. Porzingis REBOUND (Off:1 Def:4),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,184.0,5.0,4.0,1.0,,,,,,,,,,,,,
186,PT08M34.00S,2022-04-07T00:39:45.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],204001,34.37910643889619,50.245098039215684,1610612764,48,45,2022-04-07T00:42:07Z,1860000,-1.0,271.0,1,left,K. Porzingis 27' 3PT running (10 PTS) (I. Smith 2 AST),"[204001, 202397]",1610612764.0,WAS,running,,,Porzingis,K. Porzingis,,,,,27.07,Made,,,,,,,10.0,,,,I. Smith,202397.0,2.0,,,,,,
188,PT08M32.00S,2022-04-07T00:39:58.9Z,2,REGULAR,stoppage,other,[],0,,,1610612737,48,45,2022-04-07T00:39:58Z,1880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M22.00S,2022-04-07T00:40:09.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,81.94809461235218,59.068627450980394,1610612737,48,45,2022-04-07T00:40:13Z,1890000,45.0,117.0,1,right,MISS K. Huerter 12' pullup Shot,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,12.57,Missed,,,,,,,,,,,,,,,,,,,
190,PT08M19.00S,2022-04-07T00:40:12.2Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,48,45,2022-04-07T00:40:13Z,1900000,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,189.0,3.0,2.0,1.0,,,,,,,,,,,,,
191,PT08M10.00S,2022-04-07T00:40:20.7Z,2,REGULAR,3pt,Jump Shot,[],204001,32.802233902759525,49.26470588235294,1610612764,48,48,2022-04-07T00:40:25Z,1910000,4.0,256.0,1,left,K. Porzingis 25' 3PT  (13 PTS) (C. Kispert 3 AST),"[204001, 1630557]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,25.58,Made,,,,,,,13.0,,,,C. Kispert,1630557.0,3.0,,,,,,
193,PT08M02.00S,2022-04-07T00:40:32.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,48,48,2022-04-07T00:40:32Z,1930000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M02.00S,2022-04-07T00:42:51.4Z,2,REGULAR,substitution,out,[],201568,,,1610612737,48,48,2022-04-07T00:43:04Z,1940000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M02.00S,2022-04-07T00:42:51.4Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,48,48,2022-04-07T00:43:04Z,1950000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M02.00S,2022-04-07T00:42:51.4Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,48,48,2022-04-07T00:43:04Z,1960000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M02.00S,2022-04-07T00:42:51.4Z,2,REGULAR,substitution,in,[],203991,,,1610612737,48,48,2022-04-07T00:43:04Z,1970000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M50.00S,2022-04-07T00:43:35.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203991,87.07293035479631,48.77450980392157,1610612737,50,48,2022-04-07T00:44:13Z,1980000,-6.0,69.0,1,right,C. Capela 6' floating Jump Shot (6 PTS) (B. Bogdanovic 3 AST),"[203991, 203992]",1610612737.0,ATL,floating,,,Capela,C. Capela,,,,,6.93,Made,,,,,,,6.0,,,,B. Bogdanovic,203992.0,3.0,,,,,,
200,PT07M27.00S,2022-04-07T00:43:56.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202397,12.171484888304862,49.50980392156863,1610612764,50,48,2022-04-07T00:44:03Z,2000000,2.0,62.0,1,left,MISS I. Smith 6' Layup,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,6.2,Missed,,,,,,,,,,,,,,,,,,,
201,PT07M25.00S,2022-04-07T00:43:58.9Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,50,48,2022-04-07T00:44:03Z,2010000,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,,
202,PT07M17.00S,2022-04-07T00:44:08.5Z,2,REGULAR,foul,personal,['2freethrow'],204001,,,1610612737,50,48,2022-04-07T00:44:35Z,2020000,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Wright 2 FT),"[204001, 1626153]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Wright,1626153.0,
204,PT07M17.00S,2022-04-07T00:44:36.5Z,2,REGULAR,freethrow,1 of 2,[],1626153,,,1610612737,51,48,2022-04-07T00:44:36Z,2040000,,,0,,D. Wright Free Throw 1 of 2 (1 PTS),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
205,PT07M17.00S,2022-04-07T00:44:37.4Z,2,REGULAR,substitution,out,[],1628989,,,1610612737,51,48,2022-04-07T00:44:41Z,2050000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M17.00S,2022-04-07T00:44:37.4Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,51,48,2022-04-07T00:44:41Z,2060000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M17.00S,2022-04-07T00:44:53.1Z,2,REGULAR,freethrow,2 of 2,[],1626153,,,1610612737,52,48,2022-04-07T00:44:53Z,2070000,,,0,,D. Wright Free Throw 2 of 2 (2 PTS),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
208,PT07M08.00S,2022-04-07T00:45:05.1Z,2,REGULAR,foul,personal,[],1629631,,,1610612764,52,48,2022-04-07T00:45:13Z,2080000,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1629060]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Hachimura,1629060.0,
210,PT07M08.00S,2022-04-07T00:45:14.6Z,2,REGULAR,substitution,out,[],1630166,,,1610612764,52,48,2022-04-07T00:45:19Z,2100000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M08.00S,2022-04-07T00:45:14.6Z,2,REGULAR,substitution,in,[],203484,,,1610612764,52,48,2022-04-07T00:45:19Z,2110000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M01.00S,2022-04-07T00:45:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202397,5.601182654402102,50.49019607843137,1610612764,52,50,2022-04-07T00:45:42Z,2120000,-2.0,0.0,1,left,I. Smith driving reverse Layup (7 PTS),[202397],1610612764.0,WAS,driving reverse,,,Smith,I. Smith,,,,,0.25,Made,,,,,,,7.0,,,,,,,,,,,,
213,PT06M51.00S,2022-04-07T00:45:47.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.06636005256242,59.80392156862745,1610612737,52,50,2022-04-07T00:45:55Z,2130000,49.0,22.0,1,right,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,5.38,Missed,,,,,,,,,,,,,,,,,,,
214,PT06M48.00S,2022-04-07T00:45:52.0Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,52,50,2022-04-07T00:45:52Z,2140000,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,213.0,3.0,1.0,2.0,,,,,,,,,,,,,
215,PT06M48.00S,2022-04-07T00:45:52.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,52,50,2022-04-07T00:45:52Z,2150000,0.0,0.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
216,PT06M47.00S,2022-04-07T00:45:53.0Z,2,REGULAR,rebound,defensive,[],203484,,,1610612764,52,50,2022-04-07T00:45:53Z,2160000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,215.0,2.0,2.0,0.0,,,,,,,,,,,,,
217,PT06M42.00S,2022-04-07T00:45:57.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202397,5.863994743758213,51.71568627450981,1610612764,52,50,2022-04-07T00:46:34Z,2170000,-9.0,3.0,1,left,MISS I. Smith running reverse Layup,[202397],1610612764.0,WAS,running reverse,,,Smith,I. Smith,,,,,0.9,Missed,,,,,,,,,,,,,,,,,,,
218,PT06M39.00S,2022-04-07T00:46:00.4Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,52,50,2022-04-07T00:46:02Z,2180000,,,0,,C. Capela REBOUND (Off:2 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,217.0,4.0,2.0,2.0,,,,,,,,,,,,,
219,PT06M33.00S,2022-04-07T00:46:05.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,93.24901445466492,50.0,1610612737,52,50,2022-04-07T00:46:12Z,2190000,0.0,11.0,1,right,MISS D. Hunter driving Layup,[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,1.1,Missed,,,,,,,,,,,,,,,,,,,
220,PT06M29.00S,2022-04-07T00:46:09.8Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,52,50,2022-04-07T00:46:12Z,2200000,,,0,,K. Porzingis REBOUND (Off:1 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,219.0,6.0,5.0,1.0,,,,,,,,,,,,,
221,PT06M23.00S,2022-04-07T00:46:15.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,17.16491458607096,50.245098039215684,1610612764,52,50,2022-04-07T00:46:22Z,2210000,-1.0,109.0,1,left,MISS K. Porzingis 10' pullup Shot,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,10.89,Missed,,,,,,,,,,,,,,,,,,,
222,PT06M21.00S,2022-04-07T00:46:17.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,52,50,2022-04-07T00:46:22Z,2220000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,
223,PT06M21.00S,2022-04-07T00:46:22.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,52,50,2022-04-07T00:46:22Z,2230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M21.00S,2022-04-07T00:46:36.3Z,2,REGULAR,foul,technical,['1freethrow'],1629631,,,1610612764,52,50,2022-04-07T00:46:44Z,2240000,,,0,,D. Hunter technical FOUL (1 Tech),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,2005.0,1.0,1.0,,,
225,PT06M21.00S,2022-04-07T00:46:52.1Z,2,REGULAR,freethrow,1 of 1,[],204001,,,1610612764,52,50,2022-04-07T00:46:52Z,2250000,,,0,,MISS K. Porzingis technical Free Throw 1 of 1,[204001],1610612764.0,WAS,technical,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
226,PT06M21.00S,2022-04-07T00:46:52.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,52,50,2022-04-07T00:46:52Z,2260000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,
227,PT06M16.00S,2022-04-07T00:47:16.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203484,25.312089356110377,39.950980392156865,1610612764,52,50,2022-04-07T00:47:20Z,2270000,50.0,185.0,1,left,MISS K. Caldwell-Pope 19' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,19.21,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M13.00S,2022-04-07T00:47:19.2Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,52,50,2022-04-07T00:47:20Z,2280000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,227.0,1.0,1.0,0.0,,,,,,,,,,,,,
229,PT06M04.00S,2022-04-07T00:47:28.6Z,2,REGULAR,2pt,Jump Shot,[],1629631,93.51182654402102,66.91176470588235,1610612737,52,50,2022-04-07T00:47:33Z,2290000,85.0,8.0,1,right,MISS D. Hunter 8' turnaround Shot - blocked,"[1629631, 202397]",1610612737.0,ATL,turnaround,,,Hunter,D. Hunter,,,,,8.5,Missed,Smith,202397.0,,,,,,,,,,,,,,,,,
230,PT06M04.00S,2022-04-07T00:47:28.6Z,2,REGULAR,block,,[],202397,,,1610612737,52,50,2022-04-07T00:47:32Z,2300000,,,0,,I. Smith BLOCK (1 BLK),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M59.00S,2022-04-07T00:47:33.6Z,2,REGULAR,rebound,defensive,[],202397,,,1610612764,52,50,2022-04-07T00:47:33Z,2310000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,229.0,1.0,1.0,0.0,,,,,,,,,,,,,
232,PT05M57.00S,2022-04-07T00:47:35.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,25.706307490144546,17.647058823529413,1610612764,52,50,2022-04-07T00:49:48Z,2320000,162.0,189.0,1,left,MISS R. Hachimura 24' running 3PT,[1629060],1610612764.0,WAS,running,,,Hachimura,R. Hachimura,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
233,PT05M53.00S,2022-04-07T00:47:39.0Z,2,REGULAR,rebound,offensive,[],204001,,,1610612764,52,50,2022-04-07T00:49:48Z,2330000,,,0,,K. Porzingis REBOUND (Off:2 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,232.0,7.0,5.0,2.0,,,,,,,,,,,,,
234,PT05M46.00S,2022-04-07T00:47:47.3Z,2,REGULAR,foul,personal,[],1629027,,,1610612764,52,50,2022-04-07T00:47:54Z,2340000,,,0,,T. Young personal FOUL (1 PF),"[1629027, 1629060]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Hachimura,1629060.0,
236,PT05M46.00S,2022-04-07T00:47:56.3Z,2,REGULAR,substitution,out,[],202397,,,1610612764,52,50,2022-04-07T00:48:05Z,2360000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M46.00S,2022-04-07T00:47:56.3Z,2,REGULAR,substitution,out,[],1629060,,,1610612764,52,50,2022-04-07T00:48:05Z,2370000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M46.00S,2022-04-07T00:47:56.3Z,2,REGULAR,substitution,in,[],1630264,,,1610612764,52,50,2022-04-07T00:48:05Z,2380000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M46.00S,2022-04-07T00:47:56.3Z,2,REGULAR,substitution,in,[],203107,,,1610612764,52,50,2022-04-07T00:48:05Z,2390000,,,0,,SUB in: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M28.00S,2022-04-07T00:48:31.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],204001,25.229960578186596,70.36611519607843,1610612764,52,52,2022-04-07T00:54:10Z,2400000,-102.0,185.0,1,left,K. Porzingis 21' Jump Shot (15 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,21.09,Made,,,,,,,15.0,,,,,,,,,,,,
280,PT05M28.00S,2022-04-07T00:48:40.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612737,52,52,2022-04-07T00:56:57Z,2405000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,Changed to 2-pt FG
241,PT05M13.00S,2022-04-07T00:48:49.6Z,2,REGULAR,foul,personal,[],204001,,,1610612737,52,52,2022-04-07T00:48:56Z,2410000,,,0,,K. Porzingis personal FOUL (2 PF),"[204001, 1629027]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Young,1629027.0,
243,PT05M13.00S,2022-04-07T00:48:57.5Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,52,52,2022-04-07T00:49:02Z,2430000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M13.00S,2022-04-07T00:48:57.5Z,2,REGULAR,substitution,in,[],201568,,,1610612737,52,52,2022-04-07T00:49:02Z,2440000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M03.00S,2022-04-07T00:49:19.8Z,2,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612737,52,52,2022-04-07T00:49:44Z,2450000,,,0,,A. Gill shooting personal FOUL (1 PF) (Hunter 2 FT),"[1630264, 1629631]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Hunter,1629631.0,
247,PT05M03.00S,2022-04-07T00:49:45.4Z,2,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,52,52,2022-04-07T00:49:45Z,2470000,,,0,,MISS D. Hunter Free Throw 1 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Missed,,,,,,,,,,,,,,,,,,,
248,PT05M03.00S,2022-04-07T00:49:45.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,52,52,2022-04-07T00:49:45Z,2480000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,247.0,,,,,,,,,,,,,,,,
249,PT05M03.00S,2022-04-07T00:49:58.7Z,2,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,53,52,2022-04-07T00:49:58Z,2490000,,,0,,D. Hunter Free Throw 2 of 2 (7 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
250,PT04M50.00S,2022-04-07T00:50:13.3Z,2,REGULAR,3pt,Jump Shot,[],203107,31.09395532194481,63.725490196078425,1610612764,53,52,2022-04-07T00:50:17Z,2500000,-69.0,240.0,1,left,MISS T. Satoransky 24' pullup 3PT,[203107],1610612764.0,WAS,pullup,,,Satoransky,T. Satoransky,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
251,PT04M48.00S,2022-04-07T00:50:15.3Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,53,52,2022-04-07T00:50:17Z,2510000,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,250.0,5.0,3.0,2.0,,,,,,,,,,,,,
252,PT04M34.00S,2022-04-07T00:50:30.3Z,2,REGULAR,3pt,Jump Shot,[],1629631,74.06373193166885,82.59803921568627,1610612737,53,52,2022-04-07T00:50:35Z,2520000,163.0,191.0,1,right,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
253,PT04M30.00S,2022-04-07T00:50:34.3Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,53,52,2022-04-07T00:50:35Z,2530000,,,0,,K. Porzingis REBOUND (Off:2 Def:6),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,252.0,8.0,6.0,2.0,,,,,,,,,,,,,
254,PT04M26.00S,2022-04-07T00:50:38.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630264,9.937582128777924,48.77450980392157,1610612764,53,54,2022-04-07T00:50:44Z,2540000,6.0,41.0,1,left,A. Gill running Layup (2 PTS) (K. Caldwell-Pope 2 AST),"[1630264, 203484]",1610612764.0,WAS,running,,,Gill,A. Gill,,,,,4.14,Made,,,,,,,2.0,,,,K. Caldwell-Pope,203484.0,2.0,,,,,,
256,PT04M03.00S,2022-04-07T00:51:00.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.24901445466492,49.01960784313725,1610612737,55,54,2022-04-07T00:52:48Z,2560000,-5.0,11.0,1,right,C. Capela reverse Layup (8 PTS) (D. Gallinari 1 AST),"[203991, 201568]",1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,1.2,Made,,,,,,,8.0,,,,D. Gallinari,201568.0,1.0,,,,,,
258,PT03M48.00S,2022-04-07T00:51:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,7.178055190538765,50.49019607843137,1610612764,55,56,2022-04-07T00:51:20Z,2580000,-2.0,15.0,1,left,C. Kispert driving Layup (4 PTS) (K. Porzingis 3 AST),"[1630557, 204001]",1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,1.52,Made,,,,,,,4.0,,,,K. Porzingis,204001.0,3.0,,,,,,
260,PT03M37.00S,2022-04-07T00:51:28.2Z,2,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612737,55,56,2022-04-07T00:51:53Z,2600000,,,0,,C. Kispert shooting personal FOUL (1 PF) (Capela 2 FT),"[1630557, 203991]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Capela,203991.0,
262,PT03M37.00S,2022-04-07T00:51:54.4Z,2,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,56,56,2022-04-07T00:52:55Z,2620000,,,0,,C. Capela Free Throw 1 of 2 (9 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
263,PT03M37.00S,2022-04-07T00:51:55.1Z,2,REGULAR,substitution,out,[],203992,,,1610612737,56,56,2022-04-07T00:51:59Z,2630000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M37.00S,2022-04-07T00:51:55.1Z,2,REGULAR,substitution,out,[],1630557,,,1610612737,56,56,2022-04-07T00:51:59Z,2640000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M37.00S,2022-04-07T00:51:55.1Z,2,REGULAR,substitution,in,[],1628989,,,1610612737,56,56,2022-04-07T00:51:59Z,2650000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M37.00S,2022-04-07T00:51:55.1Z,2,REGULAR,substitution,in,[],1630166,,,1610612737,56,56,2022-04-07T00:51:59Z,2660000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M37.00S,2022-04-07T00:51:54.4Z,2,REGULAR,violation,lane,[],1630264,,,1610612737,56,56,2022-04-07T00:55:00Z,2670000,,,0,,A. Gill lane VIOLATION,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M37.00S,2022-04-07T00:51:54.4Z,2,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,56,56,2022-04-07T00:52:55Z,2680000,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Missed,,,,,,,,,,,,,,,,,,,
