actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
193,PT06M21.00S,2022-03-04T00:44:10.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,43,47,2022-03-04T00:44:22Z,1910000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,,
194,PT06M14.00S,2022-03-04T00:44:32.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628989,20.71287779237845,71.32352941176471,1610612737,43,47,2022-03-04T00:44:39Z,1920000,-107.0,142.0,1,left,MISS K. Huerter 17' Jump Shot,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,17.77,Missed,,,,,,,,,,,,,,,,,,
195,PT06M11.00S,2022-03-04T00:44:35.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,43,47,2022-03-04T00:44:39Z,1930000,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,194.0,5.0,5.0,0.0,,,,,,,,,,,,,,
196,PT06M04.00S,2022-03-04T00:44:42.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,85.49605781865965,57.84313725490197,1610612741,43,49,2022-03-04T00:44:55Z,1940000,39.0,84.0,1,right,N. Vucevic 9' floating Jump Shot (8 PTS) (A. Dosunmu 3 AST),"[202696, 1630245]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,9.25,Made,,,,,,8.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,
198,PT05M50.00S,2022-03-04T00:44:56.0Z,2,REGULAR,3pt,Jump Shot,[],203476,29.77989487516426,71.81372549019608,1610612737,46,49,2022-03-04T00:45:00Z,1960000,-109.0,227.0,1,left,G. Dieng 25' 3PT  (6 PTS) (K. Huerter 1 AST),"[203476, 1628989]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,25.22,Made,,,,,,6.0,K. Huerter,1628989.0,1.0,,,,,,,,,
200,PT05M39.00S,2022-03-04T00:45:12.2Z,2,REGULAR,foul,personal,['2freethrow'],203476,,,1610612741,46,49,2022-03-04T00:45:19Z,1980000,,,0,,G. Dieng shooting personal FOUL (2 PF) (Thompson 2 FT),"[203476, 202684]",1610612737.0,ATL,shooting,,,Dieng,G. Dieng,,,,,,,,,,,1627961.0,,,,,2.0,0.0,Thompson,202684.0,,,,,
204,PT05M39.00S,2022-03-04T00:45:46.0Z,2,REGULAR,freethrow,1 of 2,[],202684,,,1610612741,46,50,2022-03-04T00:45:46Z,2000000,,,0,,T. Thompson Free Throw 1 of 2 (7 PTS),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
205,PT05M39.00S,2022-03-04T00:45:47.2Z,2,REGULAR,substitution,out,[],101150,,,1610612741,46,50,2022-03-04T00:45:56Z,2010000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
206,PT05M39.00S,2022-03-04T00:45:47.2Z,2,REGULAR,substitution,out,[],203476,,,1610612741,46,50,2022-03-04T00:45:56Z,2020000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
207,PT05M39.00S,2022-03-04T00:45:47.2Z,2,REGULAR,substitution,in,[],1629027,,,1610612741,46,50,2022-03-04T00:45:56Z,2030000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
208,PT05M39.00S,2022-03-04T00:45:47.2Z,2,REGULAR,substitution,in,[],203991,,,1610612741,46,50,2022-03-04T00:45:56Z,2040000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
209,PT05M39.00S,2022-03-04T00:46:02.3Z,2,REGULAR,freethrow,2 of 2,[],202684,,,1610612741,46,51,2022-03-04T00:46:02Z,2050000,,,0,,T. Thompson Free Throw 2 of 2 (8 PTS),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,Made,,,,,,8.0,,,,,,,,,,,,
210,PT05M25.00S,2022-03-04T00:46:17.7Z,2,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612737,46,51,2022-03-04T00:46:35Z,2060000,,,0,,J. Green shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1629750, 203992]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,,,,,,,201639.0,,,,,1.0,0.0,Bogdanovic,203992.0,,,,,
212,PT05M25.00S,2022-03-04T00:46:48.1Z,2,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,47,51,2022-03-04T00:46:48Z,2080000,,,0,,B. Bogdanovic Free Throw 1 of 2 (6 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
213,PT05M25.00S,2022-03-04T00:47:07.6Z,2,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,48,51,2022-03-04T00:47:07Z,2090000,,,0,,B. Bogdanovic Free Throw 2 of 2 (7 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
214,PT05M16.00S,2022-03-04T00:47:22.3Z,2,REGULAR,violation,kicked ball,[],203991,,,1610612741,48,51,2022-03-04T00:47:29Z,2100000,,,0,,C. Capela kicked ball VIOLATION,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,1627961.0,,,,,,,,,,,,,
215,PT05M06.00S,2022-03-04T00:47:47.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,86.28449408672799,50.73529411764706,1610612741,48,51,2022-03-04T00:48:43Z,2110000,4.0,76.0,1,right,MISS A. Dosunmu 7' turnaround bank Shot,[1630245],1610612741.0,CHI,turnaround bank,,,Dosunmu,A. Dosunmu,,,,,7.65,Missed,,,,,,,,,,,,,,,,,,
216,PT05M02.00S,2022-03-04T00:47:51.1Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,48,51,2022-03-04T00:47:53Z,2120000,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,215.0,3.0,3.0,0.0,,,,,,,,,,,,,,
217,PT04M57.00S,2022-03-04T00:47:55.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,6.915243101182654,51.71568627450981,1610612737,48,51,2022-03-04T00:48:01Z,2130000,-9.0,13.0,1,left,MISS T. Young running Layup - blocked,"[1629027, 1630245]",1610612737.0,ATL,running,,,Young,T. Young,,,,,1.52,Missed,,,,,,,,,,,,,,,Dosunmu,1630245.0,,
218,PT04M57.00S,2022-03-04T00:47:55.7Z,2,REGULAR,block,,[],1630245,,,1610612737,48,51,2022-03-04T00:47:58Z,2140000,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
219,PT04M54.00S,2022-03-04T00:47:58.7Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,48,51,2022-03-04T00:48:01Z,2150000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,,,
220,PT04M51.00S,2022-03-04T00:48:05.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,48,51,2022-03-04T00:48:05Z,2160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT04M51.00S,2022-03-04T00:48:08.7Z,2,REGULAR,substitution,out,[],202684,,,1610612741,48,51,2022-03-04T00:48:11Z,2170000,,,0,,SUB out: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
222,PT04M51.00S,2022-03-04T00:48:08.7Z,2,REGULAR,substitution,in,[],201942,,,1610612741,48,51,2022-03-04T00:48:11Z,2180000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
223,PT04M51.00S,2022-03-04T00:48:08.7Z,2,REGULAR,substitution,out,[],203992,,,1610612741,48,51,2022-03-04T00:48:32Z,2190000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
224,PT04M51.00S,2022-03-04T00:48:08.7Z,2,REGULAR,substitution,in,[],201568,,,1610612741,48,51,2022-03-04T00:48:32Z,2200000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
225,PT04M45.00S,2022-03-04T00:48:46.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,90.48948751642575,49.26470588235294,1610612741,48,53,2022-03-04T00:48:51Z,2210000,-4.0,37.0,1,right,N. Vucevic driving Hook (10 PTS),[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,3.71,Made,,,,,,10.0,,,,,,,,,,,,
227,PT04M18.00S,2022-03-04T00:49:13.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,9.411957950065702,64.70588235294117,1610612737,48,53,2022-03-04T00:49:25Z,2230000,-74.0,36.0,1,left,MISS K. Huerter 8' driving floating Shot,[1628989],1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,8.18,Missed,,,,,,,,,,,,,,,,,,
228,PT04M16.00S,2022-03-04T00:49:15.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,48,53,2022-03-04T00:49:25Z,2240000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,
229,PT04M16.00S,2022-03-04T00:49:27.2Z,2,REGULAR,violation,kicked ball,[],202696,,,1610612737,48,53,2022-03-04T00:49:34Z,2250000,,,0,,N. Vucevic kicked ball VIOLATION,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,201639.0,,,,,,,,,,,,,
230,PT04M08.00S,2022-03-04T00:49:43.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201568,17.69053876478318,43.38235294117647,1610612737,50,53,2022-03-04T00:49:48Z,2260000,33.0,114.0,1,left,D. Gallinari 11' turnaround fadeaway Jump Shot (6 PTS),[201568],1610612737.0,ATL,turnaround fadeaway,,,Gallinari,D. Gallinari,,,,,11.85,Made,,,,,,6.0,,,,,,,,,,,,
231,PT03M54.00S,2022-03-04T00:49:56.8Z,2,REGULAR,3pt,Jump Shot,[],202696,66.96780551905388,55.14705882352941,1610612741,50,56,2022-03-04T00:50:01Z,2270000,26.0,258.0,1,right,N. Vucevic 25' 3PT  (13 PTS) (D. DeRozan 5 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.93,Made,,,,,,13.0,D. DeRozan,201942.0,5.0,,,,,,,,,
233,PT03M44.00S,2022-03-04T00:50:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,5.469776609724048,49.26470588235294,1610612737,50,56,2022-03-04T00:50:12Z,2290000,4.0,-1.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,0.39,Missed,,,,,,,,,,,,,,,,,,
234,PT03M41.00S,2022-03-04T00:50:10.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,50,56,2022-03-04T00:50:10Z,2300000,,,0,,N. Vucevic REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,233.0,6.0,6.0,0.0,,,,,,,,,,,,,,
235,PT03M35.00S,2022-03-04T00:50:15.7Z,2,REGULAR,3pt,Jump Shot,[],202696,67.23061760840999,44.36274509803921,1610612741,50,56,2022-03-04T00:50:20Z,2310000,-28.0,256.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
236,PT03M33.00S,2022-03-04T00:50:17.7Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,50,56,2022-03-04T00:50:20Z,2320000,,,0,,C. Capela REBOUND (Off:0 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,235.0,5.0,5.0,0.0,,,,,,,,,,,,,,
237,PT03M26.00S,2022-03-04T00:50:26.5Z,2,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612737,50,56,2022-03-04T00:50:59Z,2330000,,,0,,J. Green shooting personal FOUL (2 PF) (Young 2 FT),"[1629750, 1629027]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,,,,,,,1199.0,,,,,2.0,0.0,Young,1629027.0,,,,,
239,PT03M26.00S,2022-03-04T00:51:02.8Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,51,56,2022-03-04T00:51:02Z,2350000,,,0,,T. Young Free Throw 1 of 2 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,11.0,,,,,,,,,,,,
240,PT03M26.00S,2022-03-04T00:51:15.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,51,56,2022-03-04T00:51:15Z,2360000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT03M26.00S,2022-03-04T00:53:32.7Z,2,REGULAR,substitution,out,[],1629750,,,1610612737,51,56,2022-03-04T00:53:49Z,2370000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
242,PT03M26.00S,2022-03-04T00:53:32.7Z,2,REGULAR,substitution,in,[],1629632,,,1610612737,51,56,2022-03-04T00:53:49Z,2380000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
243,PT03M26.00S,2022-03-04T00:54:17.0Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,52,56,2022-03-04T00:54:17Z,2390000,,,0,,T. Young Free Throw 2 of 2 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,12.0,,,,,,,,,,,,
244,PT03M13.00S,2022-03-04T00:54:32.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,92.59198423127464,50.245098039215684,1610612741,52,58,2022-03-04T00:54:39Z,2400000,1.0,17.0,1,right,A. Dosunmu driving Layup (4 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,1.71,Made,,,,,,4.0,,,,,,,,,,,,
245,PT02M55.00S,2022-03-04T00:54:50.4Z,2,REGULAR,2pt,Jump Shot,[],1629631,11.383048620236531,24.509803921568626,1610612737,52,58,2022-03-04T00:54:56Z,2410000,127.0,55.0,1,left,MISS D. Hunter 13' Jump Shot,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,13.87,Missed,,,,,,,,,,,,,,,,,,
246,PT02M51.00S,2022-03-04T00:54:54.4Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,52,58,2022-03-04T00:54:56Z,2420000,,,0,,D. DeRozan REBOUND (Off:1 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,245.0,3.0,2.0,1.0,,,,,,,,,,,,,,
247,PT02M43.00S,2022-03-04T00:55:02.3Z,2,REGULAR,3pt,Jump Shot,[],1629632,71.04139290407359,18.627450980392158,1610612741,52,58,2022-03-04T00:55:07Z,2430000,-157.0,220.0,1,right,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,
248,PT02M40.00S,2022-03-04T00:55:05.3Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,52,58,2022-03-04T00:55:07Z,2440000,,,0,,C. Capela REBOUND (Off:0 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,247.0,6.0,6.0,0.0,,,,,,,,,,,,,,
249,PT02M21.00S,2022-03-04T00:55:25.1Z,2,REGULAR,3pt,Jump Shot,[],1628989,27.283180026281208,78.43137254901961,1610612737,52,58,2022-03-04T00:55:29Z,2450000,-142.0,204.0,1,left,MISS K. Huerter 24' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,
250,PT02M17.00S,2022-03-04T00:55:29.1Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,52,58,2022-03-04T00:55:29Z,2460000,,,0,,D. DeRozan REBOUND (Off:1 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,249.0,4.0,3.0,1.0,,,,,,,,,,,,,,
251,PT02M09.00S,2022-03-04T00:55:36.4Z,2,REGULAR,3pt,Jump Shot,[],202696,92.19776609724047,4.6568627450980395,1610612741,52,58,2022-03-04T00:55:41Z,2470000,-227.0,21.0,1,right,MISS N. Vucevic 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,22.77,Missed,,,,,,,,,,,,,,,,,,
252,PT02M06.00S,2022-03-04T00:55:39.4Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,52,58,2022-03-04T00:55:41Z,2480000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,251.0,1.0,1.0,0.0,,,,,,,,,,,,,,
253,PT02M01.00S,2022-03-04T00:56:40.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202696,,,1610612737,52,58,2022-03-04T01:05:56Z,2490000,,,0,,N. Vucevic personal FOUL (1 PF) (Young 2 FT),"[202696, 1629027]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,201639.0,,,,,1.0,0.0,Young,1629027.0,,,,,
255,PT02M01.00S,2022-03-04T00:56:40.4Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,53,58,2022-03-04T01:07:27Z,2510000,,,0,,T. Young Free Throw 1 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,13.0,,,,,,,,,,,,
258,PT02M01.00S,2022-03-04T00:56:40.4Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,54,58,2022-03-04T01:07:27Z,2540000,,,0,,T. Young Free Throw 2 of 2 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,14.0,,,,,,,,,,,,
280,PT02M01.00S,2022-03-04T00:56:40.4Z,2,REGULAR,substitution,out,[],201568,,,1610612741,54,58,2022-03-04T01:06:40Z,2545000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M01.00S,2022-03-04T00:56:40.4Z,2,REGULAR,substitution,in,[],203992,,,1610612741,54,58,2022-03-04T01:06:40Z,2547500,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
259,PT01M48.00S,2022-03-04T00:56:56.6Z,2,REGULAR,2pt,Jump Shot,[],201942,78.13731931668858,45.09803921568628,1610612741,54,58,2022-03-04T00:57:01Z,2550000,-25.0,153.0,1,right,MISS D. DeRozan 15' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,15.49,Missed,,,,,,,,,,,,,,,,,,
260,PT01M44.00S,2022-03-04T00:57:00.6Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,54,58,2022-03-04T00:57:01Z,2560000,,,0,,C. Capela REBOUND (Off:0 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,259.0,7.0,7.0,0.0,,,,,,,,,,,,,,
263,PT01M34.00S,2022-03-04T00:57:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,9.937582128777924,43.627450980392155,1610612737,54,58,2022-03-04T00:57:17Z,2590000,32.0,41.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,5.19,Missed,,,,,,,,,,,,,,,,,,
264,PT01M34.00S,2022-03-04T00:57:12.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,54,58,2022-03-04T00:57:17Z,2600000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,263.0,,,,,,,,,,,,,,,,,
265,PT01M22.00S,2022-03-04T00:57:29.9Z,2,REGULAR,turnover,bad pass,[],1630245,,,1610612741,54,58,2022-03-04T00:57:34Z,2610000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1628989]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,1.0,,,Huerter,1628989.0
266,PT01M22.00S,2022-03-04T00:57:29.9Z,2,REGULAR,steal,,[],1628989,,,1610612737,54,58,2022-03-04T00:57:32Z,2620000,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
267,PT01M15.00S,2022-03-04T00:57:37.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,17.16491458607096,46.32352941176471,1610612737,54,58,2022-03-04T00:57:42Z,2630000,18.0,109.0,1,left,MISS T. Young 11' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,11.04,Missed,,,,,,,,,,,,,,,,,,
268,PT01M12.00S,2022-03-04T00:57:40.4Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,54,58,2022-03-04T00:57:42Z,2640000,,,0,,N. Vucevic REBOUND (Off:0 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,267.0,7.0,7.0,0.0,,,,,,,,,,,,,,
269,PT01M05.00S,2022-03-04T00:57:49.2Z,2,REGULAR,turnover,bad pass,[],201942,,,1610612741,54,58,2022-03-04T00:57:56Z,2650000,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 1629027]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,2.0,,,Young,1629027.0
270,PT01M05.00S,2022-03-04T00:57:49.2Z,2,REGULAR,steal,,[],1629027,,,1610612737,54,58,2022-03-04T00:57:51Z,2660000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
271,PT01M05.00S,2022-03-04T00:57:53.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612737,54,58,2022-03-04T00:57:59Z,2670000,,,0,,D. DeRozan personal FOUL (2 PF) (Young 2 FT),"[201942, 1629027]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,1199.0,,,,,2.0,0.0,Young,1629027.0,,,,,
273,PT01M05.00S,2022-03-04T00:58:39.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,55,58,2022-03-04T00:58:39Z,2690000,,,0,,T. Young Free Throw 1 of 2 (15 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,15.0,,,,,,,,,,,,
290,PT01M05.00S,2022-03-04T00:58:46.4Z,2,REGULAR,substitution,out,[],203992,,,1610612737,55,58,2022-03-04T01:03:44Z,2695000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M05.00S,2022-03-04T00:58:46.4Z,2,REGULAR,substitution,in,[],201568,,,1610612737,55,58,2022-03-04T01:03:44Z,2697500,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
274,PT01M05.00S,2022-03-04T00:58:40.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,56,58,2022-03-04T00:58:40Z,2700000,,,0,,T. Young Free Throw 2 of 2 (16 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,16.0,,,,,,,,,,,,
275,PT00M53.30S,2022-03-04T00:58:53.3Z,2,REGULAR,2pt,Jump Shot,[],203897,76.03482260183968,44.6078431372549,1610612741,56,60,2022-03-04T00:58:58Z,2710000,-27.0,173.0,1,right,Z. LaVine 17' Jump Shot (8 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,17.49,Made,,,,,,8.0,,,,,,,,,,,,
276,PT00M41.90S,2022-03-04T00:59:07.8Z,2,REGULAR,3pt,Jump Shot,[],1628989,21.76412614980289,9.803921568627452,1610612737,56,60,2022-03-04T00:59:12Z,2720000,201.0,152.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,
277,PT00M38.80S,2022-03-04T00:59:10.9Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,56,60,2022-03-04T00:59:12Z,2730000,,,0,,D. DeRozan REBOUND (Off:1 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,276.0,5.0,4.0,1.0,,,,,,,,,,,,,,
278,PT00M31.30S,2022-03-04T00:59:18.5Z,2,REGULAR,3pt,Jump Shot,[],1630245,85.10183968462549,95.09803921568627,1610612741,56,63,2022-03-04T00:59:23Z,2740000,225.0,88.0,1,right,A. Dosunmu 24' 3PT  (7 PTS) (D. DeRozan 6 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,24.19,Made,,,,,,7.0,D. DeRozan,201942.0,6.0,,,,,,,,,
282,PT00M08.60S,2022-03-04T00:59:47.8Z,2,REGULAR,2pt,Jump Shot,[],1629027,28.203022339027594,48.529411764705884,1610612737,56,63,2022-03-04T00:59:57Z,2780000,7.0,213.0,1,left,MISS T. Young 21' pullup Shot - blocked,"[1629027, 203897]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,21.27,Missed,,,,,,,,,,,,,,,LaVine,203897.0,,
283,PT00M08.60S,2022-03-04T00:59:47.8Z,2,REGULAR,block,,[],203897,,,1610612737,56,63,2022-03-04T00:59:50Z,2790000,,,0,,Z. LaVine BLOCK (1 BLK),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
