actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
563,PT01M26.00S,2022-03-04T02:08:39.6Z,4,REGULAR,turnover,traveling,[],201942,,,1610612741,119,118,2022-03-04T02:08:45Z,5550000,,,0,,D. DeRozan traveling TURNOVER (4 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,1627961.0,,,,,,,,,4.0,,,,
564,PT01M13.00S,2022-03-04T02:09:02.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,69.72733245729303,24.509803921568626,1610612737,122,118,2022-03-04T02:09:31Z,5560000,-127.0,232.0,1,right,T. Young 26' 3PT step back (36 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,26.48,Made,,,,,,36.0,,,,,,,,,,,,
565,PT01M12.00S,2022-03-04T02:09:13.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,122,118,2022-03-04T02:09:13Z,5570000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT01M12.00S,2022-03-04T02:10:25.6Z,4,REGULAR,substitution,out,[],202684,,,1610612741,122,118,2022-03-04T02:10:37Z,5580000,,,0,,SUB out: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
567,PT01M12.00S,2022-03-04T02:10:25.6Z,4,REGULAR,substitution,in,[],1629632,,,1610612741,122,118,2022-03-04T02:10:37Z,5590000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
568,PT01M08.00S,2022-03-04T02:10:55.8Z,4,REGULAR,3pt,Jump Shot,[],1629632,6.1268068331143235,97.79411764705883,1610612741,122,118,2022-03-04T02:11:02Z,5600000,-239.0,5.0,1,left,MISS C. White 3PT - blocked,"[1629632, 1628989]",1610612741.0,CHI,,,,White,C. White,,,,,23.91,Missed,,,,,,,,,,,,,,,Huerter,1628989.0,,
593,PT01M08.00S,2022-03-04T02:10:55.8Z,4,REGULAR,block,,[],1628989,,,1610612741,122,118,2022-03-04T02:15:16Z,5605000,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
569,PT01M04.00S,2022-03-04T02:10:59.8Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612737,122,118,2022-03-04T02:11:02Z,5610000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,568.0,2.0,2.0,0.0,,,,,,,,,,,,,,
570,PT00M44.20S,2022-03-04T02:11:20.8Z,4,REGULAR,3pt,Jump Shot,[],1629027,90.48948751642575,96.07843137254902,1610612737,125,118,2022-03-04T02:11:25Z,5620000,230.0,37.0,1,right,T. Young 3PT step back (39 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,23.33,Made,,,,,,39.0,,,,,,,,,,,,
571,PT00M34.60S,2022-03-04T02:11:38.3Z,4,REGULAR,3pt,Jump Shot,[],201942,31.750985545335087,49.754901960784316,1610612741,125,118,2022-03-04T02:11:43Z,5630000,1.0,246.0,1,left,MISS D. DeRozan 24' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,
572,PT00M31.60S,2022-03-04T02:11:41.3Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,125,118,2022-03-04T02:16:33Z,5640000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,571.0,4.0,3.0,1.0,,,,,,,,,,,,,,
575,PT00M30.70S,2022-03-04T02:11:43.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202696,,,1610612737,125,118,2022-03-04T02:12:09Z,5650000,,,0,,N. Vucevic take personal FOUL (4 PF) (Bogdanovic 2 FT),"[202696, 203992]",1610612741.0,CHI,take,,,Vucevic,N. Vucevic,,,,,,,,,,,1627961.0,,,,,4.0,0.0,Bogdanovic,203992.0,,,,,
577,PT00M30.70S,2022-03-04T02:12:19.1Z,4,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,126,118,2022-03-04T02:12:19Z,5670000,,,0,,B. Bogdanovic Free Throw 1 of 2 (19 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,19.0,,,,,,,,,,,,
578,PT00M30.70S,2022-03-04T02:12:38.7Z,4,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,127,118,2022-03-04T02:12:38Z,5680000,,,0,,B. Bogdanovic Free Throw 2 of 2 (20 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,20.0,,,,,,,,,,,,
579,PT00M26.90S,2022-03-04T02:12:45.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630245,4.812746386333772,49.754901960784316,1610612741,127,120,2022-03-04T02:16:04Z,5690000,1.0,-7.0,1,left,A. Dosunmu running DUNK (13 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,0.74,Made,,,,,,13.0,,,,,,,,,,,,
580,PT00M26.90S,2022-03-04T02:12:55.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,127,120,2022-03-04T02:12:55Z,5700000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT00M26.90S,2022-03-04T02:14:46.5Z,4,REGULAR,substitution,out,[],202696,,,1610612737,127,120,2022-03-04T02:33:11Z,5735000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
616,PT00M26.90S,2022-03-04T02:14:46.5Z,4,REGULAR,substitution,out,[],1629632,,,1610612737,127,120,2022-03-04T02:33:11Z,5752500,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M26.90S,2022-03-04T02:14:46.5Z,4,REGULAR,substitution,in,[],1629750,,,1610612737,127,120,2022-03-04T02:33:11Z,5761250,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M26.90S,2022-03-04T02:14:46.5Z,4,REGULAR,substitution,in,[],1627884,,,1610612737,127,120,2022-03-04T02:33:11Z,5765625,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
587,PT00M24.50S,2022-03-04T02:16:37.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612737,127,120,2022-03-04T02:24:00Z,5770000,,,0,,D. DeRozan personal FOUL (6 PF) (Huerter 2 FT),"[201942, 1628989]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,201639.0,,,,,6.0,0.0,Huerter,1628989.0,,,,,
610,PT00M24.50S,2022-03-04T02:16:38.4Z,4,REGULAR,substitution,out,[],201942,,,1610612737,127,120,2022-03-04T02:22:24Z,5795000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
619,PT00M24.50S,2022-03-04T02:16:38.4Z,4,REGULAR,substitution,in,[],1629632,,,1610612737,127,120,2022-03-04T02:33:45Z,5809531,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
591,PT00M24.50S,2022-03-04T02:16:38.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,127,120,2022-03-04T02:32:19Z,5810000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT00M24.50S,2022-03-04T02:15:15.1Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612737,127,120,2022-03-04T02:18:25Z,5820000,,,0,,,[],1610612741.0,CHI,support,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,,
596,PT00M24.50S,2022-03-04T02:16:59.2Z,4,REGULAR,freethrow,1 of 2,[],1628989,,,1610612737,127,120,2022-03-04T02:18:31Z,5850000,,,0,,MISS K. Huerter Free Throw 1 of 2,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,Missed,,,,,,,,,,,,,,,,,,
597,PT00M24.50S,2022-03-04T02:16:59.2Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,127,120,2022-03-04T02:18:31Z,5860000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,596.0,,,,,,,,,,,,,,,,,
600,PT00M24.50S,2022-03-04T02:16:59.2Z,4,REGULAR,freethrow,2 of 2,[],1628989,,,1610612737,128,120,2022-03-04T02:18:31Z,5870000,,,0,,K. Huerter Free Throw 2 of 2 (17 PTS),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,Made,,,,,,17.0,,,,,,,,,,,,
601,PT00M19.60S,2022-03-04T02:17:31.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,5.601182654402102,50.49019607843137,1610612741,128,122,2022-03-04T02:17:35Z,5880000,-2.0,0.0,1,left,Z. LaVine driving DUNK (22 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,0.25,Made,,,,,,22.0,,,,,,,,,,,,
602,PT00M19.60S,2022-03-04T02:17:43.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,128,122,2022-03-04T02:17:43Z,5890000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M19.60S,2022-03-04T02:18:48.4Z,4,REGULAR,substitution,out,[],203991,,,1610612737,128,122,2022-03-04T02:18:55Z,5900000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M19.60S,2022-03-04T02:18:48.4Z,4,REGULAR,substitution,in,[],201568,,,1610612737,128,122,2022-03-04T02:18:55Z,5910000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
605,PT00M14.90S,2022-03-04T02:19:15.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,93.38042049934296,49.754901960784316,1610612737,130,122,2022-03-04T02:19:21Z,5920000,-1.0,10.0,1,right,D. Hunter Layup (18 PTS) (T. Young 13 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,0.98,Made,,,,,,18.0,T. Young,1629027.0,13.0,,,,,,,,,
607,PT00M10.60S,2022-03-04T02:19:23.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,5.995400788436268,49.26470588235294,1610612741,130,124,2022-03-04T02:19:28Z,5940000,4.0,4.0,1,left,A. Dosunmu driving Layup (15 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,0.54,Made,,,,,,15.0,,,,,,,,,,,,
608,PT00M00.00S,2022-03-04T02:19:40.7Z,4,REGULAR,period,end,[],0,,,1610612737,130,124,2022-03-04T02:19:40Z,5950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT00M00.00S,2022-03-04T02:19:42.7Z,4,REGULAR,game,end,[],0,,,0,130,124,2022-03-04T02:19:42Z,5960000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
