actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
170,PT00M26.10S,2025-12-01T03:08:33.1Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,46,24,2025-12-01T03:08:33Z,1660000,False,,,0,,L. Dončić Free Throw 2 of 2 (20 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
171,PT00M06.90S,2025-12-01T03:08:55.6Z,1,REGULAR,3pt,Jump Shot,[],1630631,67.59198423127464,37.00980392156863,1610612740,46,27,2025-12-01T03:09:02Z,1670000,False,-65.0,252.0,1,right,J. Alvarado 26' 3PT  (3 PTS) (S. Bey 1 AST),"[1630631, 1630180]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,26.03,Made,,,,,3.0,,,,,,,,,S. Bey,1630180.0,1.0,,
173,PT00M01.00S,2025-12-01T03:09:06.4Z,1,REGULAR,heave,,[],0,,,1610612747,46,27,2025-12-01T03:11:01Z,1690000,False,,,0,,LAL Heave,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,52.52,,,,,,,,,,,,,,,,,,,
174,PT00M00.10S,2025-12-01T03:09:07.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,46,27,2025-12-01T03:17:15Z,1700000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,173.0,,,,,,,,,,,,,,,,,
175,PT00M00.00S,2025-12-01T03:09:16.1Z,1,REGULAR,period,end,[],0,,,1610612747,46,27,2025-12-01T03:09:16Z,1710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-12-01T03:11:24.6Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612747,46,27,2025-12-01T03:12:05Z,1720000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-12-01T03:11:24.6Z,2,REGULAR,substitution,out,['startperiod'],1631222,,,1610612747,46,27,2025-12-01T03:12:05Z,1730000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-12-01T03:11:24.6Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612747,46,27,2025-12-01T03:12:05Z,1740000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-12-01T03:11:24.6Z,2,REGULAR,substitution,out,['startperiod'],1641725,,,1610612747,46,27,2025-12-01T03:12:05Z,1750000,False,,,0,,SUB out: T. Alexander,[1641725],1610612740.0,NOP,,,,Alexander,T. Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-12-01T03:11:24.6Z,2,REGULAR,substitution,out,['startperiod'],1630180,,,1610612747,46,27,2025-12-01T03:12:05Z,1760000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-12-01T03:11:24.6Z,2,REGULAR,substitution,in,['startperiod'],1629216,,,1610612747,46,27,2025-12-01T03:12:05Z,1770000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-12-01T03:11:24.6Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,46,27,2025-12-01T03:12:05Z,1780000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-12-01T03:11:24.6Z,2,REGULAR,substitution,in,['startperiod'],1629028,,,1610612747,46,27,2025-12-01T03:12:05Z,1790000,False,,,0,,SUB in: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-12-01T03:11:24.6Z,2,REGULAR,substitution,in,['startperiod'],1642852,,,1610612747,46,27,2025-12-01T03:12:05Z,1800000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2025-12-01T03:11:24.6Z,2,REGULAR,substitution,in,['startperiod'],1631121,,,1610612747,46,27,2025-12-01T03:12:05Z,1810000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2025-12-01T03:12:03.9Z,2,REGULAR,period,start,[],0,,,1610612740,46,27,2025-12-01T03:12:06Z,1820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M44.00S,2025-12-01T03:12:20.2Z,2,REGULAR,foul,personal,[],1642261,,,1610612740,46,27,2025-12-01T03:12:34Z,1830000,False,,,0,,D. Knecht personal FOUL (1 PF),"[1642261, 1642852]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1626301.0,1.0,0.0,Queen,1642852.0,,,,,,
189,PT11M38.00S,2025-12-01T03:12:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,92.55913272010513,55.63725490196079,1610612740,46,27,2025-12-01T03:12:52Z,1850000,False,28.0,17.0,1,right,MISS B. McGowens driving Layup - blocked,"[1631121, 1629028]",1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,Ayton,1629028.0,,,,,,,,,,,
190,PT11M38.00S,2025-12-01T03:12:41.1Z,2,REGULAR,block,,[],1629028,,,1610612740,46,27,2025-12-01T03:12:43Z,1860000,False,,,0,,D. Ayton BLOCK (2 BLK),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
191,PT11M38.00S,2025-12-01T03:12:41.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,46,27,2025-12-01T03:12:52Z,1870000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,189.0,,,,,,,,,,,,,,,,,
193,PT11M36.00S,2025-12-01T03:12:58.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,92.29632063074901,97.79411764705883,1610612740,46,27,2025-12-01T03:13:04Z,1890000,False,239.0,20.0,1,right,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,23.98,Missed,,,,,,,,,,,,,,,,,,
194,PT11M33.00S,2025-12-01T03:13:01.0Z,2,REGULAR,rebound,defensive,[],1642261,,,1610612747,46,27,2025-12-01T03:13:04Z,1900000,False,,,0,,D. Knecht REBOUND (Off:0 Def:1),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Right Corner 3,24+ Right,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,,,
196,PT11M20.00S,2025-12-01T03:13:15.0Z,2,REGULAR,3pt,Jump Shot,[],1630559,26.593298291721425,81.86274509803921,1610612747,49,27,2025-12-01T03:19:25Z,1920000,False,-159.0,197.0,1,left,A. Reaves 25' 3PT pullup (8 PTS) (D. Ayton 1 AST),"[1630559, 1629028]",1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,25.37,Made,,,,,8.0,,,,,,,,,D. Ayton,1629028.0,1.0,,
198,PT10M58.00S,2025-12-01T03:13:36.3Z,2,REGULAR,2pt,Jump Shot,[],1642877,85.3318002628121,28.186274509803923,1610612740,49,27,2025-12-01T03:20:17Z,1940000,False,-109.0,85.0,1,right,MISS M. Peavy 13' step back Shot,[1642877],1610612740.0,NOP,step back,,,Peavy,M. Peavy,,,,,Mid-Range,8-16 Left,13.85,Missed,,,,,,,,,,,,,,,,,,
199,PT10M55.00S,2025-12-01T03:13:39.3Z,2,REGULAR,rebound,offensive,[],1642852,,,1610612740,49,27,2025-12-01T03:20:17Z,1950000,False,,,0,,D. Queen REBOUND (Off:2 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Mid-Range,8-16 Left,,,198.0,3.0,1.0,2.0,,,,,,,,,,,,,,
200,PT10M52.00S,2025-12-01T03:13:42.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642852,90.19382391590013,45.09803921568627,1610612740,49,27,2025-12-01T03:20:45Z,1960000,False,-25.0,40.0,1,right,MISS D. Queen driving floating Shot,[1642852],1610612740.0,NOP,driving floating,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,,,,,,,,,,,,,,
201,PT10M49.00S,2025-12-01T03:13:45.9Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612747,49,27,2025-12-01T03:13:51Z,1970000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,,,
202,PT10M29.00S,2025-12-01T03:14:06.1Z,2,REGULAR,3pt,Jump Shot,[],1630559,37.23718791064389,61.029411764705884,1610612747,52,27,2025-12-01T03:14:12Z,1980000,False,-55.0,298.0,1,left,A. Reaves 30' 3PT  (11 PTS) (D. Knecht 1 AST),"[1630559, 1642261]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,30.26,Made,,,,,11.0,,,,,,,,,D. Knecht,1642261.0,1.0,,
204,PT10M02.00S,2025-12-01T03:14:32.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,87.9599211563732,46.81372549019608,1610612740,52,29,2025-12-01T03:22:40Z,2000000,False,-16.0,61.0,1,right,J. Alvarado 6' driving floating Jump Shot (5 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,6.27,Made,,,,,5.0,,,,,,,,,,,,,
205,PT09M47.00S,2025-12-01T03:14:46.6Z,2,REGULAR,2pt,Jump Shot,[],1642261,24.753613666228645,43.627450980392155,1610612747,52,29,2025-12-01T03:23:27Z,2010000,False,32.0,180.0,1,left,MISS D. Knecht 18' pullup Shot,[1642261],1610612747.0,LAL,pullup,,,Knecht,D. Knecht,,,,,Mid-Range,16-24 Center,18.3,Missed,,,,,,,,,,,,,,,,,,
206,PT09M44.00S,2025-12-01T03:14:49.6Z,2,REGULAR,rebound,defensive,[],1631121,,,1610612740,52,29,2025-12-01T03:15:20Z,2020000,False,,,0,,B. McGowens REBOUND (Off:0 Def:2),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Mid-Range,16-24 Center,,,205.0,2.0,2.0,0.0,,,,,,,,,,,,,,
207,PT09M40.00S,2025-12-01T03:14:56.0Z,2,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612740,52,29,2025-12-01T03:15:06Z,2030000,False,,,0,,M. Kleber shooting personal FOUL (1 PF) (Queen 2 FT),"[1628467, 1642852]",1610612747.0,LAL,shooting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,1.0,0.0,Queen,1642852.0,,,,,,
209,PT09M40.00S,2025-12-01T03:15:26.8Z,2,REGULAR,freethrow,1 of 2,[],1642852,,,1610612740,52,30,2025-12-01T03:23:45Z,2050000,False,,,0,,D. Queen Free Throw 1 of 2 (8 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
210,PT09M40.00S,2025-12-01T03:15:29.6Z,2,REGULAR,substitution,out,[],1642261,,,1610612740,52,30,2025-12-01T03:15:37Z,2060000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M40.00S,2025-12-01T03:15:29.6Z,2,REGULAR,substitution,in,[],1642876,,,1610612740,52,30,2025-12-01T03:15:37Z,2070000,False,,,0,,SUB in: A. Thiero,[1642876],1610612747.0,LAL,,,,Thiero,A. Thiero,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M40.00S,2025-12-01T03:15:26.8Z,2,REGULAR,freethrow,2 of 2,[],1642852,,,1610612740,52,31,2025-12-01T03:23:45Z,2080000,False,,,0,,D. Queen Free Throw 2 of 2 (9 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
213,PT09M26.00S,2025-12-01T03:16:07.3Z,2,REGULAR,turnover,bad pass,[],1630559,,,1610612747,52,31,2025-12-01T03:16:12Z,2090000,False,,,0,,A. Reaves bad pass TURNOVER (2 TO),"[1630559, 1642852]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,2.0,,,,Queen,1642852.0
214,PT09M26.00S,2025-12-01T03:16:07.3Z,2,REGULAR,steal,,[],1642852,,,1610612740,52,31,2025-12-01T03:16:09Z,2100000,False,,,0,,D. Queen STEAL (1 STL),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
216,PT09M22.00S,2025-12-01T03:16:11.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631121,92.82194480946123,57.59803921568628,1610612740,52,33,2025-12-01T03:16:22Z,2120000,False,38.0,15.0,1,right,B. McGowens running Layup (7 PTS) (D. Queen 2 AST),"[1631121, 1642852]",1610612740.0,NOP,running,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,4.09,Made,,,,,7.0,,,,,,,,,D. Queen,1642852.0,2.0,,
218,PT09M07.00S,2025-12-01T03:16:25.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,11.613009198423129,47.30392156862745,1610612747,54,33,2025-12-01T03:16:31Z,2140000,False,13.0,57.0,1,left,D. Ayton turnaround Hook (8 PTS) (G. Vincent 2 AST),"[1629028, 1629216]",1610612747.0,LAL,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,,,,,8.0,,,,,,,,,G. Vincent,1629216.0,2.0,,
220,PT08M45.00S,2025-12-01T03:16:48.5Z,2,REGULAR,foul,personal,['2freethrow'],1642876,,,1610612740,54,33,2025-12-01T03:16:53Z,2160000,False,,,0,,A. Thiero shooting personal FOUL (1 PF) (McGowens 2 FT),"[1642876, 1631121]",1610612747.0,LAL,shooting,,,Thiero,A. Thiero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1626301.0,1.0,0.0,McGowens,1631121.0,,,,,,
222,PT08M45.00S,2025-12-01T03:17:12.4Z,2,REGULAR,freethrow,1 of 2,[],1631121,,,1610612740,54,34,2025-12-01T03:17:39Z,2180000,False,,,0,,B. McGowens Free Throw 1 of 2 (8 PTS),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
223,PT08M45.00S,2025-12-01T03:17:12.4Z,2,REGULAR,freethrow,2 of 2,[],1631121,,,1610612740,54,34,2025-12-01T03:17:39Z,2190000,False,,,0,,MISS B. McGowens Free Throw 2 of 2,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
224,PT08M43.00S,2025-12-01T03:17:14.4Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612747,54,34,2025-12-01T03:17:39Z,2200000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,223.0,3.0,3.0,0.0,,,,,,,,,,,,,,
225,PT08M26.00S,2025-12-01T03:17:45.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,18.577529566360056,51.71568627450981,1610612747,54,34,2025-12-01T03:17:53Z,2210000,False,-9.0,122.0,1,left,MISS D. Ayton 12' Jump Shot,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,12.24,Missed,,,,,,,,,,,,,,,,,,
226,PT08M25.00S,2025-12-01T03:17:46.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,54,34,2025-12-01T03:17:53Z,2220000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,225.0,,,,,,,,,,,,,,,,,
228,PT08M21.00S,2025-12-01T03:18:04.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630559,4.648488830486201,69.8529411764706,1610612747,56,34,2025-12-01T03:18:12Z,2240000,False,-99.0,-9.0,1,left,A. Reaves 9' driving floating Jump Shot (13 PTS) (G. Vincent 3 AST),"[1630559, 1629216]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Left,9.97,Made,,,,,13.0,,,,,,,,,G. Vincent,1629216.0,3.0,,
230,PT08M11.00S,2025-12-01T03:18:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,94.53022339027595,43.627450980392155,1610612740,56,36,2025-12-01T03:26:44Z,2260000,False,-32.0,-1.0,1,right,B. McGowens driving Layup (10 PTS),[1631121],1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,10.0,,,,,,,,,,,,,
231,PT08M00.00S,2025-12-01T03:18:25.6Z,2,REGULAR,3pt,Jump Shot,[],1629216,31.980946123521676,35.5392156862745,1610612747,59,36,2025-12-01T03:18:32Z,2270000,False,72.0,248.0,1,left,G. Vincent 25' 3PT  (3 PTS) (A. Reaves 3 AST),"[1629216, 1630559]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,25.84,Made,,,,,3.0,,,,,,,,,A. Reaves,1630559.0,3.0,,
233,PT07M43.00S,2025-12-01T03:18:42.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,90.06241787122208,51.71568627450981,1610612740,59,38,2025-12-01T03:18:58Z,2290000,False,9.0,41.0,1,right,D. Queen driving finger roll Layup (11 PTS) (M. Peavy 1 AST),"[1642852, 1642877]",1610612740.0,NOP,driving finger roll,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,11.0,,,,,,,,,M. Peavy,1642877.0,1.0,,
235,PT07M27.00S,2025-12-01T03:18:58.9Z,2,REGULAR,turnover,bad pass,[],1630559,,,1610612747,59,38,2025-12-01T03:19:04Z,2310000,False,,,0,,A. Reaves bad pass TURNOVER (3 TO),"[1630559, 1642877]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,3.0,,,,Peavy,1642877.0
236,PT07M27.00S,2025-12-01T03:18:58.9Z,2,REGULAR,steal,,[],1642877,,,1610612740,59,38,2025-12-01T03:19:00Z,2320000,False,,,0,,M. Peavy STEAL (2 STL),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
237,PT07M23.00S,2025-12-01T03:19:03.2Z,2,REGULAR,turnover,lost ball,[],1642877,,,1610612740,59,38,2025-12-01T03:19:08Z,2330000,False,,,0,,M. Peavy lost ball TURNOVER (1 TO),"[1642877, 1642876]",1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,,,,Thiero,1642876.0
238,PT07M23.00S,2025-12-01T03:19:03.2Z,2,REGULAR,steal,,[],1642876,,,1610612747,59,38,2025-12-01T03:19:05Z,2340000,False,,,0,,A. Thiero STEAL (1 STL),[1642876],1610612747.0,LAL,,,,Thiero,A. Thiero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
239,PT07M09.00S,2025-12-01T03:19:19.5Z,2,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612747,59,38,2025-12-01T03:19:23Z,2350000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Ayton 2 FT),"[1626172, 1629028]",1610612740.0,NOP,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,1.0,0.0,Ayton,1629028.0,,,,,,
241,PT07M09.00S,2025-12-01T03:19:45.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629028,,,1610612747,60,38,2025-12-01T03:19:45Z,2370000,False,,,0,,D. Ayton Free Throw 1 of 2 (9 PTS),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
242,PT07M09.00S,2025-12-01T03:19:46.5Z,2,REGULAR,substitution,out,[],1629216,,,1610612747,60,38,2025-12-01T03:20:05Z,2380000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M09.00S,2025-12-01T03:19:46.5Z,2,REGULAR,substitution,out,[],1628467,,,1610612747,60,38,2025-12-01T03:20:05Z,2390000,False,,,0,,SUB out: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M09.00S,2025-12-01T03:19:46.5Z,2,REGULAR,substitution,out,[],1642877,,,1610612747,60,38,2025-12-01T03:20:05Z,2400000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M09.00S,2025-12-01T03:19:46.5Z,2,REGULAR,substitution,out,[],1642852,,,1610612747,60,38,2025-12-01T03:20:05Z,2410000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M09.00S,2025-12-01T03:19:46.5Z,2,REGULAR,substitution,out,[],1626172,,,1610612747,60,38,2025-12-01T03:20:05Z,2420000,False,,,0,,SUB out: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M09.00S,2025-12-01T03:19:46.5Z,2,REGULAR,substitution,in,[],1629060,,,1610612747,60,38,2025-12-01T03:20:05Z,2430000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M09.00S,2025-12-01T03:19:46.5Z,2,REGULAR,substitution,in,[],1629029,,,1610612747,60,38,2025-12-01T03:20:05Z,2440000,False,,,0,,SUB in: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M09.00S,2025-12-01T03:19:46.5Z,2,REGULAR,substitution,in,[],1630180,,,1610612747,60,38,2025-12-01T03:20:05Z,2450000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M09.00S,2025-12-01T03:19:46.5Z,2,REGULAR,substitution,in,[],1641725,,,1610612747,60,38,2025-12-01T03:20:05Z,2460000,False,,,0,,SUB in: T. Alexander,[1641725],1610612740.0,NOP,,,,Alexander,T. Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M09.00S,2025-12-01T03:19:46.5Z,2,REGULAR,substitution,in,[],1642274,,,1610612747,60,38,2025-12-01T03:20:05Z,2470000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M09.00S,2025-12-01T03:20:10.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629028,,,1610612747,61,38,2025-12-01T03:20:10Z,2480000,False,,,0,,D. Ayton Free Throw 2 of 2 (10 PTS),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
253,PT07M00.00S,2025-12-01T03:20:25.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642274,89.93101182654402,49.50980392156863,1610612740,61,38,2025-12-01T03:29:18Z,2490000,False,-2.0,42.0,1,right,MISS Y. Missi turnaround Hook - blocked,"[1642274, 1629028]",1610612740.0,NOP,turnaround,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,Ayton,1629028.0,,,,,,,,,,,
254,PT07M00.00S,2025-12-01T03:20:25.1Z,2,REGULAR,block,,[],1629028,,,1610612740,61,38,2025-12-01T03:20:27Z,2500000,False,,,0,,D. Ayton BLOCK (3 BLK),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
255,PT06M59.00S,2025-12-01T03:20:26.1Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612747,61,38,2025-12-01T03:29:30Z,2510000,False,,,0,,L. Dončić REBOUND (Off:1 Def:6),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,253.0,7.0,6.0,1.0,,,,,,,,,,,,,,
257,PT06M56.00S,2025-12-01T03:20:29.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,26.72470433639947,19.85294117647058,1610612747,61,38,2025-12-01T03:29:39Z,2530000,False,151.0,199.0,1,left,MISS R. Hachimura 24' running 3PT,[1629060],1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,,
258,PT06M56.00S,2025-12-01T03:20:29.1Z,2,REGULAR,rebound,defensive,[],1631121,,,1610612740,61,38,2025-12-01T03:20:38Z,2540000,False,,,0,,B. McGowens REBOUND (Off:0 Def:3),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Right Center,,,257.0,3.0,3.0,0.0,,,,,,,,,,,,,,
