actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
172,PT12M00.00S,2026-01-05T03:09:12.4Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612763,26,34,2026-01-05T03:09:25Z,1690000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-01-05T03:09:12.4Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,26,34,2026-01-05T03:09:25Z,1700000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-01-05T03:09:12.4Z,2,REGULAR,substitution,in,['startperiod'],1642261,,,1610612763,26,34,2026-01-05T03:09:25Z,1710000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-01-05T03:09:12.4Z,2,REGULAR,substitution,in,['startperiod'],1629111,,,1610612763,26,34,2026-01-05T03:09:25Z,1720000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-01-05T03:09:26.2Z,2,REGULAR,period,start,[],0,,,1610612763,26,34,2026-01-05T03:09:26Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M46.00S,2026-01-05T03:09:39.1Z,2,REGULAR,3pt,Jump Shot,[],1629111,10.693166885676746,2.4509803921568647,1610612763,26,34,2026-01-05T03:09:43Z,1740000,False,238.0,48.0,1,left,MISS J. Landale 24' 3PT,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Right Corner 3,24+ Right,24.25,Missed,,,,,,,,,,,,,,,,,,
178,PT11M44.00S,2026-01-05T03:09:41.1Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612747,26,34,2026-01-05T03:09:43Z,1750000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:3),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,,,,,,,177.0,,3.0,3.0,0.0,,,,,,,,,
179,PT11M36.00S,2026-01-05T03:09:49.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,79.94415243101183,38.48039215686274,1610612747,26,34,2026-01-05T03:09:53Z,1760000,False,-58.0,136.0,1,right,MISS L. James 14' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,14.77,Missed,,,,,,,,,,,,,,,,,,
180,PT11M33.00S,2026-01-05T03:09:52.7Z,2,REGULAR,rebound,defensive,[],1641713,,,1610612763,26,34,2026-01-05T03:09:53Z,1770000,False,,,0,,G. Jackson REBOUND (Off:0 Def:3),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,179.0,,3.0,3.0,0.0,,,,,,,,,
181,PT11M27.00S,2026-01-05T03:09:58.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641713,7.933639947437584,45.09803921568627,1610612763,26,36,2026-01-05T03:10:18Z,1780000,False,25.0,22.0,1,left,G. Jackson running Layup (5 PTS),[1641713],1610612763.0,MEM,running,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,3.3,Made,5.0,,,,,,,,,,,,,,,,,
182,PT11M14.00S,2026-01-05T03:10:10.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,92.0335085413929,59.068627450980394,1610612747,26,36,2026-01-05T03:10:13Z,1790000,False,45.0,22.0,1,right,MISS J. Hayes driving Layup,[1629637],1610612747.0,LAL,driving,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,,,,,,,,,,
183,PT11M12.00S,2026-01-05T03:10:12.7Z,2,REGULAR,rebound,defensive,[],1642907,,,1610612763,26,36,2026-01-05T03:10:13Z,1800000,False,,,0,,C. Coward REBOUND (Off:2 Def:3),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,182.0,,5.0,3.0,2.0,,,,,,,,,
184,PT11M08.00S,2026-01-05T03:10:18.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,7.276609724047319,51.22549019607843,1610612763,26,38,2026-01-05T03:10:25Z,1810000,False,-6.0,16.0,1,left,J. Landale cutting DUNK (8 PTS) (C. Spencer 3 AST),"[1629111, 1642285]",1610612763.0,MEM,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.7,Made,8.0,C. Spencer,1642285.0,3.0,,,,,,,,,,,,,,
186,PT10M48.00S,2026-01-05T03:10:37.0Z,2,REGULAR,2pt,Jump Shot,[],2544,91.77069645203679,33.33333333333334,1610612747,28,38,2026-01-05T03:10:41Z,1830000,False,-83.0,25.0,1,right,L. James 8' driving floating Jump Shot (4 PTS) (J. Vanderbilt 2 AST),"[2544, 1629020]",1610612747.0,LAL,driving floating,,,James,L. James,,,,,Mid-Range,8-16 Left,8.69,Made,4.0,J. Vanderbilt,1629020.0,2.0,,,,,,,,,,,,,,
188,PT10M47.00S,2026-01-05T03:10:43.9Z,2,REGULAR,foul,technical,['1freethrow'],1629637,,,1610612763,28,38,2026-01-05T03:10:56Z,1850000,False,,,0,,J. Hayes technical FOUL (1 Tech),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,1628172.0,,,,,,,,,0.0,1.0,,
189,PT10M47.00S,2026-01-05T03:11:07.5Z,2,REGULAR,freethrow,1 of 1,[],1642285,,,1610612763,28,39,2026-01-05T03:11:07Z,1860000,False,,,0,,C. Spencer technical Free Throw 1 of 1 (3 PTS),[1642285],1610612763.0,MEM,technical,,,Spencer,C. Spencer,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
190,PT10M47.00S,2026-01-05T03:11:09.1Z,2,REGULAR,substitution,out,[],1629020,,,1610612763,28,39,2026-01-05T03:11:12Z,1870000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M47.00S,2026-01-05T03:11:09.1Z,2,REGULAR,substitution,in,[],203935,,,1610612763,28,39,2026-01-05T03:11:12Z,1880000,False,,,0,,SUB in: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M27.00S,2026-01-05T03:11:50.0Z,2,REGULAR,3pt,Jump Shot,[],1641713,24.227989487516425,6.617647058823522,1610612763,28,39,2026-01-05T03:11:57Z,1890000,False,217.0,175.0,1,left,MISS G. Jackson 27' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,27.88,Missed,,,,,,,,,,,,,,,,,,
193,PT10M24.00S,2026-01-05T03:11:53.0Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,28,39,2026-01-05T03:53:10Z,1900000,False,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,192.0,,2.0,1.0,1.0,,,,,,,,,
194,PT10M24.00S,2026-01-05T03:11:59.6Z,2,REGULAR,foul,personal,['2freethrow'],1642285,,,1610612747,28,39,2026-01-05T03:53:04Z,1910000,False,,,0,,C. Spencer shooting personal FOUL (1 PF) (James 2 FT),"[1642285, 2544]",1610612763.0,MEM,shooting,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628172.0,,,,,,,,,1.0,0.0,James,2544.0
196,PT10M24.00S,2026-01-05T03:12:17.1Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,29,39,2026-01-05T03:12:17Z,1930000,False,,,0,,L. James Free Throw 1 of 2 (5 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
197,PT10M24.00S,2026-01-05T03:12:28.2Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,30,39,2026-01-05T03:12:28Z,1940000,False,,,0,,L. James Free Throw 2 of 2 (6 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
198,PT10M11.00S,2026-01-05T03:12:48.2Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612763,30,39,2026-01-05T03:12:54Z,1950000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Spencer 2 FT),"[203935, 1642285]",1610612747.0,LAL,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628172.0,,,,,,,,,1.0,0.0,Spencer,1642285.0
200,PT10M11.00S,2026-01-05T03:13:16.3Z,2,REGULAR,freethrow,1 of 2,[],1642285,,,1610612763,30,40,2026-01-05T03:13:16Z,1970000,False,,,0,,C. Spencer Free Throw 1 of 2 (4 PTS),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
201,PT10M11.00S,2026-01-05T03:13:35.9Z,2,REGULAR,freethrow,2 of 2,[],1642285,,,1610612763,30,41,2026-01-05T03:13:35Z,1980000,False,,,0,,C. Spencer Free Throw 2 of 2 (5 PTS),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
203,PT09M49.00S,2026-01-05T03:14:18.3Z,2,REGULAR,3pt,Jump Shot,[],1642261,88.61695137976346,97.79411764705883,1610612747,33,41,2026-01-05T03:14:26Z,2000000,False,239.0,55.0,1,right,D. Knecht 24' 3PT  (3 PTS) (L. James 1 AST),"[1642261, 2544]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Right Corner 3,24+ Right,24.51,Made,3.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
205,PT09M37.00S,2026-01-05T03:14:29.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642907,18.05190538764782,43.38235294117647,1610612763,33,43,2026-01-05T03:14:36Z,2020000,False,33.0,117.0,1,left,C. Coward 12' pullup Jump Shot (12 PTS),[1642907],1610612763.0,MEM,pullup,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Center,12.18,Made,12.0,,,,,,,,,,,,,,,,,
206,PT09M13.00S,2026-01-05T03:14:55.0Z,2,REGULAR,3pt,Jump Shot,[],1641733,72.58541392904074,13.970588235294116,1610612747,33,43,2026-01-05T03:15:24Z,2030000,False,-180.0,205.0,1,right,MISS N. Smith Jr. 27' step back 3PT,[1641733],1610612747.0,LAL,step back,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,27.3,Missed,,,,,,,,,,,,,,,,,,
207,PT09M10.00S,2026-01-05T03:14:58.0Z,2,REGULAR,rebound,defensive,[],1642907,,,1610612763,33,43,2026-01-05T03:15:02Z,2040000,False,,,0,,C. Coward REBOUND (Off:2 Def:4),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,,,,,,,206.0,,6.0,4.0,2.0,,,,,,,,,
208,PT09M05.00S,2026-01-05T03:15:02.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642907,10.167542706964511,47.05882352941176,1610612763,33,43,2026-01-05T03:15:07Z,2050000,False,15.0,43.0,1,left,MISS C. Coward running Layup,[1642907],1610612763.0,MEM,running,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,,
209,PT09M03.00S,2026-01-05T03:15:04.0Z,2,REGULAR,rebound,defensive,[],1642261,,,1610612747,33,43,2026-01-05T03:15:07Z,2060000,False,,,0,,D. Knecht REBOUND (Off:0 Def:1),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,208.0,,1.0,1.0,0.0,,,,,,,,,
210,PT09M01.00S,2026-01-05T03:15:09.0Z,2,REGULAR,foul,offensive,[],1642261,,,1610612747,33,43,2026-01-05T03:15:29Z,2070000,False,,,0,,D. Knecht charge offensive FOUL (1 PF),"[1642261, 1642285]",1610612747.0,LAL,charge,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628172.0,,,,,,,,,1.0,0.0,Spencer,1642285.0
212,PT09M01.00S,2026-01-05T03:15:09.0Z,2,REGULAR,turnover,offensive foul,[],1642261,,,1610612747,33,43,2026-01-05T03:15:09Z,2090000,False,,,0,,D. Knecht offensive foul TURNOVER (1 TO),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628172.0,,,,,,1.0,,,,,,
213,PT09M01.00S,2026-01-05T03:15:26.9Z,2,REGULAR,substitution,out,[],1629637,,,1610612763,33,43,2026-01-05T03:15:39Z,2100000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M01.00S,2026-01-05T03:15:26.9Z,2,REGULAR,substitution,out,[],1628991,,,1610612763,33,43,2026-01-05T03:15:39Z,2110000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M01.00S,2026-01-05T03:15:26.9Z,2,REGULAR,substitution,out,[],1642907,,,1610612763,33,43,2026-01-05T03:15:39Z,2120000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M01.00S,2026-01-05T03:15:26.9Z,2,REGULAR,substitution,in,[],1629028,,,1610612763,33,43,2026-01-05T03:15:39Z,2130000,False,,,0,,SUB in: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M01.00S,2026-01-05T03:15:26.9Z,2,REGULAR,substitution,in,[],203484,,,1610612763,33,43,2026-01-05T03:15:39Z,2140000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M01.00S,2026-01-05T03:15:26.9Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,33,43,2026-01-05T03:15:39Z,2150000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M48.00S,2026-01-05T03:15:47.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629111,28.43298291721419,83.57843137254902,1610612763,33,46,2026-01-05T03:15:52Z,2160000,False,-168.0,215.0,1,left,J. Landale 27' 3PT  (11 PTS) (S. Aldama 3 AST),"[1629111, 1630583]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,27.26,Made,11.0,S. Aldama,1630583.0,3.0,,,,,,,,,,,,,,
221,PT08M37.00S,2026-01-05T03:15:57.7Z,2,REGULAR,3pt,Jump Shot,[],1641733,72.19119579500656,15.686274509803923,1610612747,33,46,2026-01-05T03:16:25Z,2180000,False,-172.0,209.0,1,right,MISS N. Smith Jr. 27' pullup 3PT,[1641733],1610612747.0,LAL,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,27.03,Missed,,,,,,,,,,,,,,,,,,
222,PT08M35.00S,2026-01-05T03:15:59.7Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612763,33,46,2026-01-05T03:16:02Z,2190000,False,,,0,,J. Landale REBOUND (Off:3 Def:1),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,,,,,,,221.0,,4.0,1.0,3.0,,,,,,,,,
223,PT08M30.00S,2026-01-05T03:16:05.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630583,8.853482260183966,48.774509803921575,1610612763,33,48,2026-01-05T03:19:49Z,2200000,False,6.0,31.0,1,left,S. Aldama turnaround Jump Shot (5 PTS) (C. Spencer 4 AST),"[1630583, 1642285]",1610612763.0,MEM,turnaround,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,3.13,Made,5.0,C. Spencer,1642285.0,4.0,,,,,,,,,,,,,,
225,PT08M30.00S,2026-01-05T03:16:11.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,33,48,2026-01-05T03:19:53Z,2220000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M30.00S,2026-01-05T03:19:11.4Z,2,REGULAR,substitution,out,[],1641733,,,1610612747,33,48,2026-01-05T03:19:32Z,2230000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M30.00S,2026-01-05T03:19:11.4Z,2,REGULAR,substitution,in,[],1631222,,,1610612747,33,48,2026-01-05T03:19:32Z,2240000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M30.00S,2026-01-05T03:19:34.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,33,48,2026-01-05T03:43:54Z,2250000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,
231,PT08M15.00S,2026-01-05T03:20:03.9Z,2,REGULAR,foul,personal,[],1641713,,,1610612747,33,48,2026-01-05T03:20:11Z,2280000,False,,,0,,G. Jackson personal FOUL (3 PF),"[1641713, 2544]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Mid-Range,16-24 Left,,,,,,,,1179.0,,,,,,,,,3.0,0.0,James,2544.0
233,PT08M07.00S,2026-01-05T03:20:13.5Z,2,REGULAR,3pt,Jump Shot,[],1631222,66.67214191852825,38.48039215686274,1610612747,33,48,2026-01-05T03:20:17Z,2300000,False,-58.0,261.0,1,right,MISS J. LaRavia 26' 3PT,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,26.71,Missed,,,,,,,,,,,,,,,,,,
234,PT08M05.00S,2026-01-05T03:20:15.5Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,33,48,2026-01-05T03:20:17Z,2310000,False,,,0,,S. Aldama REBOUND (Off:1 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,,,,,233.0,,4.0,3.0,1.0,,,,,,,,,
235,PT07M50.00S,2026-01-05T03:20:30.3Z,2,REGULAR,3pt,Jump Shot,[],203484,29.48423127463863,22.303921568627445,1610612763,33,48,2026-01-05T03:20:43Z,2320000,False,138.0,225.0,1,left,MISS K. Caldwell-Pope 26' pullup 3PT,[203484],1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,,
236,PT07M46.00S,2026-01-05T03:20:34.3Z,2,REGULAR,rebound,defensive,[],1642261,,,1610612747,33,48,2026-01-05T03:20:35Z,2330000,False,,,0,,D. Knecht REBOUND (Off:0 Def:2),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,,,,,,,235.0,,2.0,2.0,0.0,,,,,,,,,
237,PT07M32.00S,2026-01-05T03:20:48.0Z,2,REGULAR,3pt,Jump Shot,[],1631222,92.95335085413929,97.30392156862744,1610612747,36,48,2026-01-05T03:20:52Z,2340000,False,237.0,14.0,1,right,J. LaRavia 3PT  (5 PTS) (M. Smart 1 AST),"[1631222, 203935]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Right Corner 3,24+ Right,23.69,Made,5.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,
239,PT07M14.00S,2026-01-05T03:21:05.6Z,2,REGULAR,2pt,Jump Shot,[],203484,20.942838370565042,29.65686274509804,1610612763,36,50,2026-01-05T03:22:01Z,2360000,False,102.0,144.0,1,left,K. Caldwell-Pope 17' pullup Jump Shot (2 PTS) (C. Spencer 5 AST),"[203484, 1642285]",1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,17.66,Made,2.0,C. Spencer,1642285.0,5.0,,,,,,,,,,,,,,
241,PT07M03.00S,2026-01-05T03:21:20.0Z,2,REGULAR,foul,personal,[],1641713,,,1610612747,36,50,2026-01-05T03:21:28Z,2380000,False,,,0,,G. Jackson personal FOUL (4 PF),"[1641713, 203935]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,,,,,,,,,4.0,0.0,Smart,203935.0
243,PT07M03.00S,2026-01-05T03:21:29.1Z,2,REGULAR,substitution,out,[],1642261,,,1610612747,36,50,2026-01-05T03:21:46Z,2400000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M03.00S,2026-01-05T03:21:29.1Z,2,REGULAR,substitution,out,[],1642285,,,1610612747,36,50,2026-01-05T03:21:46Z,2410000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M03.00S,2026-01-05T03:21:29.1Z,2,REGULAR,substitution,out,[],1629111,,,1610612747,36,50,2026-01-05T03:21:46Z,2420000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M03.00S,2026-01-05T03:21:29.1Z,2,REGULAR,substitution,out,[],1641713,,,1610612747,36,50,2026-01-05T03:21:46Z,2430000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M03.00S,2026-01-05T03:21:29.1Z,2,REGULAR,substitution,in,[],1629029,,,1610612747,36,50,2026-01-05T03:21:46Z,2440000,False,,,0,,SUB in: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M03.00S,2026-01-05T03:21:29.1Z,2,REGULAR,substitution,in,[],1642377,,,1610612747,36,50,2026-01-05T03:21:46Z,2450000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M03.00S,2026-01-05T03:21:29.1Z,2,REGULAR,substitution,in,[],1642914,,,1610612747,36,50,2026-01-05T03:21:46Z,2460000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M03.00S,2026-01-05T03:21:29.1Z,2,REGULAR,substitution,in,[],1631132,,,1610612747,36,50,2026-01-05T03:21:46Z,2470000,False,,,0,,SUB in: C. Koloko,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M51.00S,2026-01-05T03:21:53.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,90.45663600525624,58.33333333333333,1610612747,38,50,2026-01-05T03:21:57Z,2480000,False,42.0,37.0,1,right,D. Ayton turnaround Hook (7 PTS) (L. James 2 AST),"[1629028, 2544]",1610612747.0,LAL,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.59,Made,7.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
253,PT06M31.00S,2026-01-05T03:22:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642914,19.23455978975032,40.19607843137255,1610612763,38,50,2026-01-05T03:22:17Z,2500000,False,49.0,128.0,1,left,MISS J. Small 13' driving Layup - blocked,"[1642914, 203935]",1610612763.0,MEM,driving,,,Small,J. Small,,,,,In The Paint (Non-RA),8-16 Center,13.73,Missed,,,,,,,,,,Smart,203935.0,,,,,,,
254,PT06M31.00S,2026-01-05T03:22:13.2Z,2,REGULAR,block,,[],203935,,,1610612763,38,50,2026-01-05T03:22:16Z,2510000,False,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
255,PT06M29.00S,2026-01-05T03:22:15.2Z,2,REGULAR,rebound,offensive,[],1642914,,,1610612763,38,50,2026-01-05T03:22:17Z,2520000,False,,,0,,J. Small REBOUND (Off:1 Def:0),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,253.0,,1.0,0.0,1.0,,,,,,,,,
256,PT06M27.00S,2026-01-05T03:22:18.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642377,7.933639947437584,96.32352941176471,1610612763,38,50,2026-01-05T03:22:21Z,2530000,False,-232.0,22.0,1,left,MISS J. Wells 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,23.27,Missed,,,,,,,,,,,,,,,,,,
257,PT06M25.00S,2026-01-05T03:22:20.1Z,2,REGULAR,rebound,offensive,[],1630583,,,1610612763,38,50,2026-01-05T03:22:20Z,2540000,False,,,0,,S. Aldama REBOUND (Off:2 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,,,,,,,256.0,,5.0,3.0,2.0,,,,,,,,,
258,PT06M22.00S,2026-01-05T03:22:23.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642914,8.065045992115643,49.754901960784316,1610612763,38,52,2026-01-05T03:22:27Z,2550000,False,1.0,23.0,1,left,J. Small driving Layup (2 PTS) (S. Aldama 4 AST),"[1642914, 1630583]",1610612763.0,MEM,driving,,,Small,J. Small,,,,,Restricted Area,0-8 Center,2.33,Made,2.0,S. Aldama,1630583.0,4.0,,,,,,,,,,,,,,
