actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
265,PT05M16.00S,2026-03-08T20:38:50.6Z,2,REGULAR,foul,personal,[],1629020,,,1610612752,46,36,2026-03-08T20:38:59Z,2580000,False,,,0,,J. Vanderbilt loose ball personal FOUL (1 PF),"[1629020, 1629011]",1610612747.0,LAL,loose ball,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,202056.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,,,,,,,
267,PT05M16.00S,2026-03-08T20:38:59.0Z,2,REGULAR,substitution,out,[],1629020,,,1610612752,46,36,2026-03-08T20:39:05Z,2600000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M16.00S,2026-03-08T20:38:59.0Z,2,REGULAR,substitution,in,[],1628379,,,1610612752,46,36,2026-03-08T20:39:05Z,2610000,False,,,0,,SUB in: L. Kennard,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M59.00S,2026-03-08T20:39:28.4Z,2,REGULAR,turnover,bad pass,[],1628973,,,1610612752,46,36,2026-03-08T20:39:31Z,2620000,False,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 1629029]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Dončić,1629029.0
270,PT04M59.00S,2026-03-08T20:39:28.4Z,2,REGULAR,steal,,[],1629029,,,1610612747,46,36,2026-03-08T20:39:30Z,2630000,False,,,0,,L. Dončić STEAL (1 STL),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
271,PT04M50.00S,2026-03-08T20:39:37.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,96.36990801576873,4.166666666666657,1610612747,46,36,2026-03-08T20:39:41Z,2640000,False,-229.0,-18.0,1,right,MISS M. Smart 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,22.99,,,,,,,,
272,PT04M48.00S,2026-03-08T20:39:39.1Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,46,36,2026-03-08T20:39:41Z,2650000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,,,,,,271.0,2.0,2.0,0.0,,,,,,,,,
273,PT04M36.00S,2026-03-08T20:39:50.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,8.065045992115643,49.01960784313726,1610612752,46,38,2026-03-08T20:39:55Z,2660000,False,5.0,23.0,1,left,O. Anunoby driving DUNK (6 PTS),[1628384],1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,2.38,,,,,,,,
275,PT04M20.00S,2026-03-08T20:40:08.2Z,2,REGULAR,3pt,Jump Shot,[],203935,67.7233902759527,23.039215686274503,1610612747,46,38,2026-03-08T20:40:12Z,2680000,False,-135.0,251.0,1,right,MISS M. Smart 28' 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,28.48,,,,,,,,
276,PT04M15.00S,2026-03-08T20:40:11.8Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,46,38,2026-03-08T20:40:11Z,2690000,False,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,,275.0,5.0,4.0,1.0,,,,,,,,,
277,PT04M14.00S,2026-03-08T20:40:15.3Z,2,REGULAR,foul,offensive,[],1628404,,,1610612752,46,38,2026-03-08T20:40:23Z,2700000,False,,,0,,J. Hart charge offensive FOUL (2 PF),"[1628404, 203935]",1610612752.0,NYK,charge,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,202058.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
279,PT04M14.00S,2026-03-08T20:40:15.3Z,2,REGULAR,turnover,offensive foul,[],1628404,,,1610612752,46,38,2026-03-08T20:40:15Z,2720000,False,,,0,,J. Hart offensive foul TURNOVER (1 TO),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,202058.0,,,,,,,,,,,,,,,,,1.0,,
280,PT04M14.00S,2026-03-08T20:40:27.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,46,38,2026-03-08T20:40:27Z,2730000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M14.00S,2026-03-08T20:43:17.3Z,2,REGULAR,substitution,out,[],203935,,,1610612747,46,38,2026-03-08T20:44:13Z,2740000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M14.00S,2026-03-08T20:43:17.3Z,2,REGULAR,substitution,out,[],1629011,,,1610612747,46,38,2026-03-08T20:44:13Z,2750000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M14.00S,2026-03-08T20:43:17.3Z,2,REGULAR,substitution,out,[],1629013,,,1610612747,46,38,2026-03-08T20:44:13Z,2760000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M14.00S,2026-03-08T20:43:17.3Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,46,38,2026-03-08T20:44:13Z,2770000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M14.00S,2026-03-08T20:43:17.3Z,2,REGULAR,substitution,in,[],1626157,,,1610612747,46,38,2026-03-08T20:44:13Z,2780000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M14.00S,2026-03-08T20:43:17.3Z,2,REGULAR,substitution,in,[],1628969,,,1610612747,46,38,2026-03-08T20:44:13Z,2790000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M00.00S,2026-03-08T20:44:32.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,68.77463863337714,30.392156862745097,1610612747,46,38,2026-03-08T20:44:40Z,2800000,False,-98.0,241.0,1,right,MISS L. Kennard 26' 3PT,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.02,,,,,,,,
291,PT03M57.00S,2026-03-08T20:44:35.9Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612747,46,38,2026-03-08T20:44:40Z,2810000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,,290.0,3.0,2.0,1.0,,,,,,,,,
292,PT03M57.00S,2026-03-08T20:44:41.0Z,2,REGULAR,turnover,out-of-bounds,[],1629060,,,1610612747,46,38,2026-03-08T20:44:46Z,2820000,False,,,0,,R. Hachimura step out-of-bounds TURNOVER (1 TO),[1629060],1610612747.0,LAL,step,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,202027.0,,,,,,,,,,,,,,,,,1.0,,
293,PT03M33.00S,2026-03-08T20:45:11.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628404,11.350197109067011,36.274509803921575,1610612752,46,38,2026-03-08T20:45:19Z,2830000,False,69.0,54.0,1,left,MISS J. Hart 8' fadeaway Shot - blocked,"[1628404, 1629028]",1610612752.0,NYK,fadeaway,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,8.74,,,,Ayton,1629028.0,,,
294,PT03M33.00S,2026-03-08T20:45:11.2Z,2,REGULAR,block,,[],1629028,,,1610612752,46,38,2026-03-08T20:45:15Z,2840000,False,,,0,,D. Ayton BLOCK (2 BLK),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
295,PT03M33.00S,2026-03-08T20:45:11.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,46,38,2026-03-08T20:45:19Z,2850000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,293.0,,,,,,,,,,,,
296,PT03M33.00S,2026-03-08T20:45:17.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612752,46,38,2026-03-08T20:45:24Z,2860000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,8-16 Left,202027.0,,,,,,,,,,,,,,,,,,,
297,PT03M22.00S,2026-03-08T20:45:45.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629060,92.42772667542707,3.9215686274509807,1610612747,46,38,2026-03-08T20:45:50Z,2870000,False,-230.0,19.0,1,right,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.12,,,,,,,,
298,PT03M18.00S,2026-03-08T20:45:49.7Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,46,38,2026-03-08T20:45:50Z,2880000,False,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,,,,,297.0,6.0,6.0,0.0,,,,,,,,,
299,PT03M10.00S,2026-03-08T20:45:57.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.109724047306173,61.029411764705884,1610612752,46,38,2026-03-08T20:46:02Z,2890000,False,-55.0,80.0,1,left,MISS J. Brunson 9' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,,,,9.72,,,,,,,,
300,PT03M08.00S,2026-03-08T20:45:59.7Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612747,46,38,2026-03-08T20:46:02Z,2900000,False,,,0,,L. Dončić REBOUND (Off:0 Def:3),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,299.0,3.0,3.0,0.0,,,,,,,,,
301,PT02M57.00S,2026-03-08T20:46:10.3Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612747,46,38,2026-03-08T20:46:14Z,2910000,False,,,0,,L. Dončić bad pass TURNOVER (1 TO),"[1629029, 1628404]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Hart,1628404.0
302,PT02M57.00S,2026-03-08T20:46:10.3Z,2,REGULAR,steal,,[],1628404,,,1610612752,46,38,2026-03-08T20:46:12Z,2920000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
303,PT02M54.00S,2026-03-08T20:46:13.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628384,6.356767411300922,50.49019607843137,1610612752,46,40,2026-03-08T20:46:21Z,2930000,False,-2.0,7.0,1,left,O. Anunoby running DUNK (8 PTS) (J. Hart 1 AST),"[1628384, 1628404]",1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,,,,0.77,J. Hart,1628404.0,1.0,,,,,
305,PT02M41.00S,2026-03-08T20:46:29.6Z,2,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612747,46,40,2026-03-08T20:46:45Z,2950000,False,,,0,,J. Hart shooting personal FOUL (3 PF) (Reaves 2 FT),"[1628404, 1630559]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,202056.0,3.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
307,PT02M41.00S,2026-03-08T20:46:58.0Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,47,40,2026-03-08T20:46:58Z,2970000,False,,,0,,A. Reaves Free Throw 1 of 2 (12 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
308,PT02M41.00S,2026-03-08T20:46:58.9Z,2,REGULAR,substitution,out,[],1628404,,,1610612747,47,40,2026-03-08T20:47:07Z,2980000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M41.00S,2026-03-08T20:46:58.9Z,2,REGULAR,substitution,in,[],1629013,,,1610612747,47,40,2026-03-08T20:47:07Z,2990000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M41.00S,2026-03-08T20:47:20.7Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,48,40,2026-03-08T20:47:20Z,3000000,False,,,0,,A. Reaves Free Throw 2 of 2 (13 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
311,PT02M24.00S,2026-03-08T20:47:39.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,11.744415243101187,50.0,1610612752,48,42,2026-03-08T20:47:44Z,3010000,False,0.0,58.0,1,left,K. Towns bank Jump Shot (10 PTS) (J. Brunson 3 AST),"[1626157, 1628973]",1610612752.0,NYK,bank,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,10.0,,,,,5.79,J. Brunson,1628973.0,3.0,,,,,
313,PT02M15.00S,2026-03-08T20:47:49.3Z,2,REGULAR,turnover,lost ball,[],1629029,,,1610612747,48,42,2026-03-08T20:47:54Z,3030000,False,,,0,,L. Dončić lost ball TURNOVER (2 TO),"[1629029, 1626157]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Towns,1626157.0
314,PT02M15.00S,2026-03-08T20:47:49.3Z,2,REGULAR,steal,,[],1626157,,,1610612752,48,42,2026-03-08T20:47:51Z,3040000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
315,PT02M11.00S,2026-03-08T20:47:52.6Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628969,7.670827858081481,52.450980392156865,1610612752,48,42,2026-03-08T20:50:08Z,3050000,False,-12.0,20.0,1,left,MISS M. Bridges running Shot,[1628969],1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.31,,,,,,,,
316,PT02M06.00S,2026-03-08T20:47:57.6Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612747,48,42,2026-03-08T20:50:08Z,3060000,False,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,315.0,4.0,3.0,1.0,,,,,,,,,
317,PT02M00.00S,2026-03-08T20:48:06.9Z,2,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612747,48,42,2026-03-08T20:48:17Z,3070000,False,,,0,,M. Bridges shooting personal FOUL (3 PF) (Reaves 2 FT),"[1628969, 1630559]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,202027.0,3.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
319,PT02M00.00S,2026-03-08T20:48:36.6Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,49,42,2026-03-08T20:48:36Z,3090000,False,,,0,,A. Reaves Free Throw 1 of 2 (14 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
320,PT02M00.00S,2026-03-08T20:48:50.5Z,2,REGULAR,substitution,out,[],1628969,,,1610612747,49,42,2026-03-08T20:48:54Z,3100000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M00.00S,2026-03-08T20:48:50.5Z,2,REGULAR,substitution,in,[],1642885,,,1610612747,49,42,2026-03-08T20:48:54Z,3110000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT02M00.00S,2026-03-08T20:49:04.4Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,50,42,2026-03-08T20:49:04Z,3120000,False,,,0,,A. Reaves Free Throw 2 of 2 (15 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
323,PT01M49.00S,2026-03-08T20:49:16.7Z,2,REGULAR,3pt,Jump Shot,[],1628384,33.03219448094612,60.294117647058826,1610612752,50,45,2026-03-08T20:49:22Z,3130000,False,-51.0,258.0,1,left,O. Anunoby 26' 3PT  (11 PTS) (L. Shamet 1 AST),"[1628384, 1629013]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,Made,11.0,,,,,26.31,L. Shamet,1629013.0,1.0,,,,,
325,PT01M22.00S,2026-03-08T20:49:43.8Z,2,REGULAR,3pt,Jump Shot,[],1629029,64.83245729303547,63.48039215686275,1610612747,50,45,2026-03-08T20:49:47Z,3150000,False,67.0,278.0,1,right,MISS L. Dončić 28' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,28.62,,,,,,,,
326,PT01M18.00S,2026-03-08T20:49:47.8Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612752,50,45,2026-03-08T20:49:47Z,3160000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,,,325.0,1.0,1.0,0.0,,,,,,,,,
327,PT01M05.00S,2026-03-08T20:50:00.9Z,2,REGULAR,3pt,Jump Shot,[],1629013,9.379106438896187,95.09803921568627,1610612752,50,45,2026-03-08T20:50:05Z,3170000,False,-225.0,36.0,1,left,MISS L. Shamet 3PT,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,22.83,,,,,,,,
328,PT01M02.00S,2026-03-08T20:50:03.9Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,50,45,2026-03-08T20:50:05Z,3180000,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,,,,,,,,327.0,3.0,3.0,0.0,,,,,,,,,
329,PT00M58.70S,2026-03-08T20:50:11.7Z,2,REGULAR,foul,offensive,[],1629029,,,1610612747,50,45,2026-03-08T20:50:25Z,3190000,False,,,0,,L. Dončić offensive FOUL (3 PF),"[1629029, 1629013]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,202056.0,3.0,0.0,Shamet,1629013.0,,,,,,,,,,,,,,,
331,PT00M58.70S,2026-03-08T20:50:11.7Z,2,REGULAR,turnover,offensive foul,[],1629029,,,1610612747,50,45,2026-03-08T20:50:11Z,3210000,False,,,0,,L. Dončić offensive foul TURNOVER (3 TO),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,202056.0,,,,,,,,,,,,,,,,,3.0,,
332,PT00M58.70S,2026-03-08T20:50:21.1Z,2,REGULAR,substitution,out,[],1628379,,,1610612752,50,45,2026-03-08T20:50:25Z,3220000,False,,,0,,SUB out: L. Kennard,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M58.70S,2026-03-08T20:50:21.1Z,2,REGULAR,substitution,in,[],203935,,,1610612752,50,45,2026-03-08T20:50:25Z,3230000,False,,,0,,SUB in: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M46.00S,2026-03-08T20:50:53.9Z,2,REGULAR,turnover,bad pass,[],1629013,,,1610612752,50,45,2026-03-08T20:50:59Z,3240000,False,,,0,,L. Shamet bad pass TURNOVER (3 TO),"[1629013, 1629029]",1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,3.0,Dončić,1629029.0
335,PT00M46.00S,2026-03-08T20:50:53.9Z,2,REGULAR,steal,,[],1629029,,,1610612747,50,45,2026-03-08T20:50:55Z,3250000,False,,,0,,L. Dončić STEAL (2 STL),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
336,PT00M43.70S,2026-03-08T20:50:59.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642885,,,1610612747,50,45,2026-03-08T20:51:13Z,3260000,False,,,0,,M. Diawara shooting personal FOUL (2 PF) (Dončić 2 FT),"[1642885, 1629029]",1610612752.0,NYK,shooting,,,Diawara,M. Diawara,,,,,Mid-Range,8-16 Left,202058.0,2.0,0.0,Dončić,1629029.0,,,,,,,,,,,,,,,
338,PT00M43.70S,2026-03-08T20:51:33.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629029,,,1610612747,51,45,2026-03-08T20:51:33Z,3280000,False,,,0,,L. Dončić Free Throw 1 of 2 (13 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
339,PT00M43.70S,2026-03-08T20:51:57.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629029,,,1610612747,52,45,2026-03-08T20:51:57Z,3290000,False,,,0,,L. Dončić Free Throw 2 of 2 (14 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
340,PT00M35.70S,2026-03-08T20:52:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,13.058475689881732,42.64705882352941,1610612752,52,47,2026-03-08T20:52:44Z,3300000,False,37.0,70.0,1,left,J. Brunson 7' driving floating Jump Shot (11 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,11.0,,,,,7.93,,,,,,,,
341,PT00M17.40S,2026-03-08T20:52:35.1Z,2,REGULAR,3pt,Jump Shot,[],1629029,71.53416557161628,79.65686274509804,1610612747,52,47,2026-03-08T21:00:50Z,3310000,False,148.0,215.0,1,right,MISS L. Dončić 26' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.13,,,,,,,,
342,PT00M13.10S,2026-03-08T20:52:39.4Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,52,47,2026-03-08T20:52:39Z,3320000,False,,,0,,K. Towns REBOUND (Off:0 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,341.0,7.0,7.0,0.0,,,,,,,,,
343,PT00M10.60S,2026-03-08T20:52:43.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629013,7.276609724047319,52.450980392156865,1610612752,52,49,2026-03-08T20:53:46Z,3330000,False,-12.0,16.0,1,left,L. Shamet running Layup (7 PTS) (M. Diawara 1 AST),"[1629013, 1642885]",1610612752.0,NYK,running,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,2.01,M. Diawara,1642885.0,1.0,,,,,
344,PT00M00.00S,2026-03-08T20:52:59.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,90.32522996057818,43.872549019607845,1610612747,54,49,2026-03-08T20:54:10Z,3340000,False,-31.0,38.0,1,right,A. Reaves driving floating bank Jump Shot (17 PTS),[1630559],1610612747.0,LAL,driving floating bank,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,17.0,,,,,4.91,,,,,,,,
345,PT00M00.00S,2026-03-08T20:53:09.5Z,2,REGULAR,period,end,[],0,,,1610612752,54,49,2026-03-08T20:53:09Z,3350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2026-03-08T21:08:35.1Z,3,REGULAR,substitution,out,['startperiod'],1629013,,,1610612752,54,49,2026-03-08T21:09:51Z,3360000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2026-03-08T21:08:35.1Z,3,REGULAR,substitution,out,['startperiod'],1642885,,,1610612752,54,49,2026-03-08T21:09:51Z,3370000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2026-03-08T21:08:35.1Z,3,REGULAR,substitution,in,['startperiod'],1628404,,,1610612752,54,49,2026-03-08T21:09:51Z,3380000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2026-03-08T21:08:35.1Z,3,REGULAR,substitution,in,['startperiod'],1628969,,,1610612752,54,49,2026-03-08T21:09:51Z,3390000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
