actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
172,PT10M50.00S,2025-03-16T01:12:51.1Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,32,31,2025-03-16T01:15:10Z,1670000,False,,,0,,K. Towns REBOUND (Off:2 Def:4),[1626157],1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,,,,Towns,K. Towns,171.0,6.0,4.0,2.0,,,,,,,,,,,,,,
173,PT10M32.00S,2025-03-16T01:13:08.5Z,2,REGULAR,2pt,Jump Shot,[],1626157,21.287779237844944,54.044117647058826,1610612752,32,31,2025-03-16T01:15:27Z,1680000,False,-20.0,148.0,1,left,MISS K. Towns 14' fadeaway Shot,[1626157],1610612752.0,NYK,fadeaway,,,,,,Mid-Range,8-16 Center,14.9,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
174,PT10M30.00S,2025-03-16T01:13:10.5Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,32,31,2025-03-16T01:15:27Z,1690000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Center,,,,Green,D. Green,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,
175,PT10M24.00S,2025-03-16T01:13:18.4Z,2,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612744,32,31,2025-03-16T01:15:39Z,1700000,False,,,0,,K. Towns shooting personal FOUL (2 PF) (Butler III 2 FT),"[1626157, 202710]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Towns,K. Towns,,,,,,,,1626300.0,2.0,0.0,Butler III,202710.0,,,,,,
177,PT10M24.00S,2025-03-16T01:13:48.7Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612744,33,31,2025-03-16T01:13:48Z,1720000,False,,,0,,J. Butler III Free Throw 1 of 2 (6 PTS),[202710],1610612744.0,GSW,,,,,,,,,,Made,6.0,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
178,PT10M24.00S,2025-03-16T01:14:04.0Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612744,34,31,2025-03-16T01:14:04Z,1730000,False,,,0,,J. Butler III Free Throw 2 of 2 (7 PTS),[202710],1610612744.0,GSW,,,,,,,,,,Made,7.0,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
179,PT10M12.00S,2025-03-16T01:14:17.5Z,2,REGULAR,foul,personal,['2freethrow'],1642366,,,1610612752,34,31,2025-03-16T01:16:12Z,1740000,False,,,0,,Q. Post shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1642366, 1628384]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Post,Q. Post,,,,,,,,1626300.0,1.0,0.0,Anunoby,1628384.0,,,,,,
181,PT10M12.00S,2025-03-16T01:14:46.9Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,34,32,2025-03-16T01:14:46Z,1760000,False,,,0,,O. Anunoby Free Throw 1 of 2 (8 PTS),[1628384],1610612752.0,NYK,,,,,,,,,,Made,8.0,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
182,PT10M12.00S,2025-03-16T01:15:04.8Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,34,33,2025-03-16T01:15:04Z,1770000,False,,,0,,O. Anunoby Free Throw 2 of 2 (9 PTS),[1628384],1610612752.0,NYK,,,,,,,,,,Made,9.0,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
183,PT09M49.00S,2025-03-16T01:15:30.0Z,2,REGULAR,2pt,Jump Shot,[],1630541,78.18659658344284,61.8374693627451,1610612744,34,33,2025-03-16T01:16:52Z,1780000,False,59.0,153.0,1,right,MISS M. Moody 16' driving floating Shot - blocked,"[1630541, 1626166]",1610612744.0,GSW,driving floating,,,,,,Mid-Range,16-24 Right Center,16.36,Missed,,Moody,M. Moody,,,,,,,,,,,,,Payne,1626166.0,,,,
184,PT09M49.00S,2025-03-16T01:15:30.0Z,2,REGULAR,block,,[],1626166,,,1610612744,34,33,2025-03-16T01:15:32Z,1790000,False,,,0,,C. Payne BLOCK (1 BLK),[1626166],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Right Center,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,
185,PT09M48.00S,2025-03-16T01:15:31.0Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612752,34,33,2025-03-16T01:16:52Z,1800000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Right Center,,,,Payne,C. Payne,183.0,1.0,1.0,0.0,,,,,,,,,,,,,,
186,PT09M33.00S,2025-03-16T01:15:46.8Z,2,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612752,34,33,2025-03-16T01:17:21Z,1810000,False,,,0,,K. Towns lost ball out-of-bounds TURNOVER (1 TO),[1626157],1610612752.0,NYK,lost ball,,,,,,Mid-Range,16-24 Right Center,,,,Towns,K. Towns,,,,,,,,2714.0,,,,,,,1.0,,,
187,PT09M18.00S,2025-03-16T01:16:06.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627780,83.04862023653088,44.829963235294116,1610612744,36,33,2025-03-16T01:17:38Z,1820000,False,-26.0,107.0,1,right,G. Payton II 10' turnaround Hook (2 PTS) (J. Butler III 2 AST),"[1627780, 202710]",1610612744.0,GSW,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,10.99,Made,2.0,Payton II,G. Payton II,,,,,J. Butler III,202710.0,2.0,,,,,,,,,,,
189,PT09M02.00S,2025-03-16T01:16:25.4Z,2,REGULAR,3pt,Jump Shot,[],1626166,23.258869908015768,84.04564950980392,1610612752,36,33,2025-03-16T01:18:27Z,1840000,False,-170.0,166.0,1,left,MISS C. Payne 3PT,[1626166],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Left Center,23.78,Missed,,Payne,C. Payne,,,,,,,,,,,,,,,,,,
190,PT09M02.00S,2025-03-16T01:16:25.4Z,2,REGULAR,rebound,defensive,[],1642366,,,1610612744,36,33,2025-03-16T01:18:27Z,1850000,False,,,0,,Q. Post REBOUND (Off:2 Def:2),[1642366],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left Center,,,,Post,Q. Post,189.0,4.0,2.0,2.0,,,,,,,,,,,,,,
191,PT08M43.00S,2025-03-16T01:16:40.9Z,2,REGULAR,3pt,Jump Shot,[],1642366,73.45597897503285,87.47702205882354,1610612744,39,33,2025-03-16T01:18:42Z,1860000,False,187.0,197.0,1,right,Q. Post 27' 3PT  (3 PTS) (J. Butler III 3 AST),"[1642366, 202710]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,27.19,Made,3.0,Post,Q. Post,,,,,J. Butler III,202710.0,3.0,,,,,,,,,,,
193,PT08M23.00S,2025-03-16T01:17:02.7Z,2,REGULAR,3pt,Jump Shot,[],1626166,30.27266754270697,19.117647058823522,1610612752,39,33,2025-03-16T01:19:07Z,1880000,False,154.0,232.0,1,left,MISS C. Payne 27' pullup 3PT,[1626166],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Right Center,27.88,Missed,,Payne,C. Payne,,,,,,,,,,,,,,,,,,
194,PT08M20.00S,2025-03-16T01:17:05.7Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,39,33,2025-03-16T01:19:07Z,1890000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Moody,M. Moody,193.0,1.0,1.0,0.0,,,,,,,,,,,,,,
195,PT08M08.00S,2025-03-16T01:17:22.1Z,2,REGULAR,foul,personal,[],1626157,,,1610612744,39,33,2025-03-16T01:19:34Z,1900000,False,,,0,,K. Towns personal FOUL (3 PF),"[1626157, 203110]",1610612752.0,NYK,,,,,,,Mid-Range,16-24 Left Center,,,,Towns,K. Towns,,,,,,,,2002.0,3.0,0.0,Green,203110.0,,,,,,
197,PT08M08.00S,2025-03-16T01:17:42.1Z,2,REGULAR,substitution,out,[],1626157,,,1610612744,39,33,2025-03-16T01:17:47Z,1920000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
198,PT08M08.00S,2025-03-16T01:17:42.1Z,2,REGULAR,substitution,in,[],1629011,,,1610612744,39,33,2025-03-16T01:17:47Z,1930000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
199,PT08M05.00S,2025-03-16T01:18:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,92.50985545335085,52.40502450980392,1610612744,39,33,2025-03-16T01:20:09Z,1940000,False,12.0,18.0,1,right,MISS M. Moody cutting Layup,[1630541],1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,2.16,Missed,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
200,PT08M03.00S,2025-03-16T01:18:10.6Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612752,39,33,2025-03-16T01:20:09Z,1950000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Anunoby,O. Anunoby,199.0,2.0,1.0,1.0,,,,,,,,,,,,,,
202,PT07M52.00S,2025-03-16T01:18:25.6Z,2,REGULAR,substitution,out,[],1627780,,,1610612752,39,33,2025-03-16T01:18:36Z,1970000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
203,PT07M52.00S,2025-03-16T01:18:25.6Z,2,REGULAR,substitution,out,[],1630541,,,1610612752,39,33,2025-03-16T01:18:36Z,1980000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,,,,,,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
204,PT07M52.00S,2025-03-16T01:18:25.6Z,2,REGULAR,substitution,out,[],202710,,,1610612752,39,33,2025-03-16T01:18:36Z,1990000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,,,,,,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
205,PT07M52.00S,2025-03-16T01:18:25.6Z,2,REGULAR,substitution,in,[],1627741,,,1610612752,39,33,2025-03-16T01:18:36Z,2000000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
206,PT07M52.00S,2025-03-16T01:18:25.6Z,2,REGULAR,substitution,in,[],201939,,,1610612752,39,33,2025-03-16T01:18:36Z,2010000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
207,PT07M52.00S,2025-03-16T01:18:25.6Z,2,REGULAR,substitution,in,[],1630228,,,1610612752,39,33,2025-03-16T01:18:36Z,2020000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
208,PT07M49.00S,2025-03-16T01:18:47.8Z,2,REGULAR,2pt,Jump Shot,[],1629013,8.278580814717472,76.93780637254902,1610612752,39,35,2025-03-16T01:21:14Z,2030000,False,-135.0,25.0,1,left,L. Shamet 13' pullup Jump Shot (2 PTS) (C. Payne 1 AST),"[1629013, 1626166]",1610612752.0,NYK,pullup,,,,,,Mid-Range,8-16 Left,13.71,Made,2.0,Shamet,L. Shamet,,,,,C. Payne,1626166.0,1.0,,,,,,,,,,,
209,PT07M40.00S,2025-03-16T01:18:57.8Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,39,35,2025-03-16T01:21:31Z,2040000,False,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1628384]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Green,D. Green,,,,,,,,,,,,,,,2.0,Anunoby,1628384.0,
210,PT07M40.00S,2025-03-16T01:18:57.8Z,2,REGULAR,steal,,[],1628384,,,1610612752,39,35,2025-03-16T01:19:00Z,2050000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
211,PT07M36.00S,2025-03-16T01:19:03.3Z,2,REGULAR,foul,personal,['2freethrow'],203110,,,1610612752,39,35,2025-03-16T01:21:42Z,2060000,False,,,0,,D. Green shooting personal FOUL (1 PF) (Anunoby 2 FT),"[203110, 1628384]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Green,D. Green,,,,,,,,2002.0,1.0,0.0,Anunoby,1628384.0,,,,,,
213,PT07M36.00S,2025-03-16T01:19:33.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628384,,,1610612752,39,36,2025-03-16T01:19:33Z,2080000,False,,,0,,O. Anunoby Free Throw 1 of 2 (10 PTS),[1628384],1610612752.0,NYK,,,,,,,,,,Made,10.0,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
214,PT07M36.00S,2025-03-16T01:19:34.1Z,2,REGULAR,substitution,out,[],203110,,,1610612752,39,36,2025-03-16T01:19:42Z,2090000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
215,PT07M36.00S,2025-03-16T01:19:34.1Z,2,REGULAR,substitution,out,[],1629013,,,1610612752,39,36,2025-03-16T01:19:42Z,2100000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
216,PT07M36.00S,2025-03-16T01:19:34.1Z,2,REGULAR,substitution,in,[],1626172,,,1610612752,39,36,2025-03-16T01:19:42Z,2110000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
217,PT07M36.00S,2025-03-16T01:19:34.1Z,2,REGULAR,substitution,in,[],1628404,,,1610612752,39,36,2025-03-16T01:19:42Z,2120000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
218,PT07M36.00S,2025-03-16T01:19:34.1Z,2,REGULAR,substitution,out,[],1642366,,,1610612752,39,36,2025-03-16T01:19:48Z,2130000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,,,,,,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,
219,PT07M36.00S,2025-03-16T01:19:34.1Z,2,REGULAR,substitution,in,[],1630611,,,1610612752,39,36,2025-03-16T01:19:48Z,2140000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,,,,,,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,
221,PT07M36.00S,2025-03-16T01:19:52.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,39,36,2025-03-16T01:19:52Z,2150000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M36.00S,2025-03-16T01:23:30.0Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628384,,,1610612752,39,37,2025-03-16T01:23:30Z,2160000,False,,,0,,O. Anunoby Free Throw 2 of 2 (11 PTS),[1628384],1610612752.0,NYK,,,,,,,,,,Made,11.0,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
223,PT07M20.00S,2025-03-16T01:23:48.8Z,2,REGULAR,violation,kicked ball,[],1629011,,,1610612744,39,37,2025-03-16T01:23:55Z,2170000,False,,,0,,M. Robinson kicked ball VIOLATION,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,1626300.0,,,,,,,,,,
224,PT07M11.00S,2025-03-16T01:24:14.6Z,2,REGULAR,turnover,lost ball,[],201939,,,1610612744,39,37,2025-03-16T01:25:03Z,2180000,False,,,0,,S. Curry lost ball TURNOVER (1 TO),"[201939, 1628404]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Curry,S. Curry,,,,,,,,,,,,,,,1.0,Hart,1628404.0,
225,PT07M11.00S,2025-03-16T01:24:14.6Z,2,REGULAR,steal,,[],1628404,,,1610612752,39,37,2025-03-16T02:41:42Z,2190000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
226,PT07M06.00S,2025-03-16T01:24:18.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628384,10.381077529566369,43.68872549019608,1610612752,39,39,2025-03-16T01:25:12Z,2200000,False,32.0,45.0,1,left,O. Anunoby running Layup (13 PTS) (J. Hart 4 AST),"[1628384, 1628404]",1610612752.0,NYK,running,,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,13.0,Anunoby,O. Anunoby,,,,,J. Hart,1628404.0,4.0,,,,,,,,,,,
228,PT06M41.00S,2025-03-16T01:24:44.5Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,39,39,2025-03-16T01:25:45Z,2220000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1630173]",1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Curry,S. Curry,,,,,,,,,,,,,,,2.0,Achiuwa,1630173.0,
229,PT06M41.00S,2025-03-16T01:24:44.5Z,2,REGULAR,steal,,[],1630173,,,1610612752,39,39,2025-03-16T01:24:45Z,2230000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
230,PT06M37.00S,2025-03-16T01:24:49.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628404,11.563731931668855,44.33976715686274,1610612752,39,39,2025-03-16T01:26:08Z,2240000,False,28.0,56.0,1,left,MISS J. Hart 6' running Layup - blocked,"[1628404, 1630228]",1610612752.0,NYK,running,,,,,,In The Paint (Non-RA),0-8 Center,6.29,Missed,,Hart,J. Hart,,,,,,,,,,,,,Kuminga,1630228.0,,,,
231,PT06M37.00S,2025-03-16T01:24:49.3Z,2,REGULAR,block,,[],1630228,,,1610612752,39,39,2025-03-16T01:24:51Z,2250000,False,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
232,PT06M36.00S,2025-03-16T01:24:50.3Z,2,REGULAR,rebound,defensive,[],1630611,,,1610612744,39,39,2025-03-16T01:26:08Z,2260000,False,,,0,,G. Santos REBOUND (Off:0 Def:3),[1630611],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Santos,G. Santos,230.0,3.0,3.0,0.0,,,,,,,,,,,,,,
233,PT06M29.00S,2025-03-16T01:24:56.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,75.03285151116951,12.967218137254903,1610612744,39,39,2025-03-16T01:26:37Z,2270000,False,-185.0,182.0,1,right,MISS B. Hield 25' running 3PT,[1627741],1610612744.0,GSW,running,,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
234,PT06M27.00S,2025-03-16T01:24:58.2Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612752,39,39,2025-03-16T01:26:26Z,2280000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Anunoby,O. Anunoby,233.0,3.0,2.0,1.0,,,,,,,,,,,,,,
235,PT06M09.00S,2025-03-16T01:25:16.6Z,2,REGULAR,3pt,Jump Shot,[],1628384,21.813403416557165,93.11427696078431,1610612752,39,39,2025-03-16T01:26:56Z,2290000,False,-216.0,153.0,1,left,MISS O. Anunoby 26' 3PT,[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
236,PT06M05.00S,2025-03-16T01:25:20.6Z,2,REGULAR,rebound,defensive,[],1630611,,,1610612744,39,39,2025-03-16T01:26:56Z,2300000,False,,,0,,G. Santos REBOUND (Off:0 Def:4),[1630611],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Santos,G. Santos,235.0,4.0,4.0,0.0,,,,,,,,,,,,,,
237,PT05M49.00S,2025-03-16T01:25:42.5Z,2,REGULAR,foul,offensive,[],1630228,,,1610612744,39,39,2025-03-16T01:27:12Z,2310000,False,,,0,,J. Kuminga offensive FOUL (1 PF),"[1630228, 1628384]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left Center,,,,Kuminga,J. Kuminga,,,,,,,,2714.0,1.0,0.0,Anunoby,1628384.0,,,,,,
239,PT05M49.00S,2025-03-16T01:25:42.5Z,2,REGULAR,turnover,offensive foul,[],1630228,,,1610612744,39,39,2025-03-16T01:27:12Z,2330000,False,,,0,,J. Kuminga offensive foul TURNOVER (1 TO),[1630228],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left Center,,,,Kuminga,J. Kuminga,,,,,,,,2714.0,,,,,,,1.0,,,
240,PT05M49.00S,2025-03-16T01:25:51.9Z,2,REGULAR,substitution,out,[],1626166,,,1610612752,39,39,2025-03-16T01:25:57Z,2340000,False,,,0,,SUB out: C. Payne,[1626166],1610612752.0,NYK,,,,,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,
241,PT05M49.00S,2025-03-16T01:25:51.9Z,2,REGULAR,substitution,out,[],1628384,,,1610612752,39,39,2025-03-16T01:25:57Z,2350000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
242,PT05M49.00S,2025-03-16T01:25:51.9Z,2,REGULAR,substitution,in,[],1630540,,,1610612752,39,39,2025-03-16T01:25:57Z,2360000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
243,PT05M49.00S,2025-03-16T01:25:51.9Z,2,REGULAR,substitution,in,[],1628969,,,1610612752,39,39,2025-03-16T01:25:57Z,2370000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
244,PT05M31.00S,2025-03-16T01:26:26.0Z,2,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612752,39,39,2025-03-16T01:27:46Z,2380000,False,,,0,,M. Bridges lost ball out-of-bounds TURNOVER (2 TO),[1628969],1610612752.0,NYK,lost ball,,,,,,Mid-Range,8-16 Left,,,,Bridges,M. Bridges,,,,,,,,1626300.0,,,,,,,2.0,,,
245,PT05M13.00S,2025-03-16T01:26:53.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,93.42969776609723,54.83685661764706,1610612744,41,39,2025-03-16T01:28:20Z,2390000,False,24.0,9.0,1,right,K. Looney cutting Layup (2 PTS),[1626172],1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,2.59,Made,2.0,Looney,K. Looney,,,,,,,,,,,,,,,,,,
246,PT05M00.00S,2025-03-16T01:27:11.3Z,2,REGULAR,foul,personal,[],1626172,,,1610612752,41,39,2025-03-16T03:44:28Z,2400000,False,,,0,,K. Looney personal FOUL (1 PF),"[1626172, 1629011]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Looney,K. Looney,,,,,,,,1626300.0,1.0,0.0,Robinson,1629011.0,,,,,,
248,PT04M49.00S,2025-03-16T01:27:41.9Z,2,REGULAR,3pt,Jump Shot,[],1628404,24.129434954007884,88.97058823529412,1610612752,41,39,2025-03-16T01:29:00Z,2420000,False,-195.0,174.0,1,left,MISS J. Hart 26' step back 3PT,[1628404],1610612752.0,NYK,step back,,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
249,PT04M46.00S,2025-03-16T01:27:44.9Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,41,39,2025-03-16T01:29:00Z,2430000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Looney,K. Looney,248.0,1.0,1.0,0.0,,,,,,,,,,,,,,
250,PT04M36.00S,2025-03-16T01:27:54.9Z,2,REGULAR,2pt,Jump Shot,[],1630228,83.44283837056504,71.05545343137256,1610612744,41,39,2025-03-16T01:30:02Z,2440000,False,105.0,103.0,1,right,MISS J. Kuminga 14' pullup Shot,[1630228],1610612744.0,GSW,pullup,,,,,,Mid-Range,8-16 Right,14.74,Missed,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
251,PT04M34.00S,2025-03-16T01:27:56.9Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,41,39,2025-03-16T01:29:55Z,2450000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Right,,,,Hart,J. Hart,250.0,1.0,1.0,0.0,,,,,,,,,,,,,,
252,PT04M25.00S,2025-03-16T01:28:05.8Z,2,REGULAR,2pt,Jump Shot,[],1628969,5.781865965834427,33.80055147058823,1610612752,41,39,2025-03-16T01:30:21Z,2460000,False,81.0,2.0,1,left,MISS M. Bridges 8' pullup Shot,[1628969],1610612752.0,NYK,pullup,,,,,,Mid-Range,8-16 Right,8.1,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
253,PT04M22.00S,2025-03-16T01:28:08.8Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,41,39,2025-03-16T01:30:26Z,2470000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Right,,,,Looney,K. Looney,252.0,2.0,2.0,0.0,,,,,,,,,,,,,,
254,PT04M14.00S,2025-03-16T01:28:17.3Z,2,REGULAR,3pt,Jump Shot,[],1627741,96.58344283837057,4.189644607843137,1610612744,41,39,2025-03-16T01:30:39Z,2480000,False,-229.0,-20.0,1,right,MISS B. Hield step back 3PT,[1627741],1610612744.0,GSW,step back,,,,,,Left Corner 3,24+ Left,23.0,Missed,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
