actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
260,PT06M16.00S,2025-01-19T02:22:22.2Z,2,REGULAR,substitution,in,[],1642259,,,1610612744,40,41,2025-01-19T02:24:45Z,2530000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M16.00S,2025-01-19T02:22:33.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,40,41,2025-01-19T02:24:45Z,2540000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M08.00S,2025-01-19T02:25:36.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627741,89.70105124835742,61.51960784313726,1610612744,40,41,2025-01-19T02:25:39Z,2560000,False,58.0,44.0,1,right,MISS B. Hield 7' driving floating bank Shot,[1627741],1610612744.0,GSW,driving floating bank,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,7.27,Missed,,,,,,,,,,,,,,,,,,
265,PT06M04.00S,2025-01-19T02:25:40.1Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,40,41,2025-01-19T02:43:35Z,2570000,False,,,0,,A. Sarr REBOUND (Off:2 Def:3),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,264.0,5.0,3.0,2.0,,,,,,,,,,,,,
266,PT06M00.00S,2025-01-19T02:25:43.0Z,2,REGULAR,turnover,lost ball,[],1629673,,,1610612764,40,41,2025-01-19T02:25:46Z,2580000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1627741]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,,,,,Hield,1627741.0,,
267,PT06M00.00S,2025-01-19T02:25:43.0Z,2,REGULAR,steal,,[],1627741,,,1610612744,40,41,2025-01-19T02:25:44Z,2590000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
268,PT05M45.00S,2025-01-19T02:25:58.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631218,93.38042049934296,44.6078431372549,1610612744,40,41,2025-01-19T02:26:04Z,2600000,False,-27.0,10.0,1,right,MISS T. Jackson-Davis driving DUNK - blocked,"[1631218, 1642259]",1610612744.0,GSW,driving,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,Sarr,1642259.0
269,PT05M45.00S,2025-01-19T02:25:58.0Z,2,REGULAR,block,,[],1642259,,,1610612744,40,41,2025-01-19T02:26:01Z,2610000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
270,PT05M40.00S,2025-01-19T02:26:03.0Z,2,REGULAR,rebound,defensive,[],1641731,,,1610612764,40,41,2025-01-19T02:26:59Z,2620000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,268.0,3.0,2.0,1.0,,,,,,,,,,,,,
271,PT05M34.00S,2025-01-19T02:26:09.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,12.959921156373195,50.0,1610612764,40,41,2025-01-19T02:26:14Z,2630000,False,0.0,69.0,1,left,MISS B. Coulibaly 6' driving floating Shot,[1641731],1610612764.0,WAS,driving floating,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
272,PT05M29.00S,2025-01-19T02:26:14.3Z,2,REGULAR,rebound,offensive,[],1641731,,,1610612764,40,41,2025-01-19T02:26:14Z,2640000,False,,,0,,B. Coulibaly REBOUND (Off:2 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,271.0,4.0,2.0,2.0,,,,,,,,,,,,,
273,PT05M29.00S,2025-01-19T02:26:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641731,5.590000152587891,50.0,1610612764,40,41,2025-01-19T02:26:14Z,2650000,False,0.0,0.0,1,left,MISS B. Coulibaly tip Layup,[1641731],1610612764.0,WAS,tip,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
274,PT05M28.00S,2025-01-19T02:26:15.1Z,2,REGULAR,rebound,defensive,[],1631218,,,1610612744,40,41,2025-01-19T02:26:15Z,2660000,False,,,0,,T. Jackson-Davis REBOUND (Off:4 Def:6),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,8-16 Left,,,,273.0,10.0,6.0,4.0,,,,,,,,,,,,,
275,PT05M15.00S,2025-01-19T02:26:30.2Z,2,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612744,40,41,2025-01-19T02:26:39Z,2670000,False,,,0,,K. George shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1642273, 203952]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,,2.0,0.0,Wiggins,203952.0,,,,
277,PT05M15.00S,2025-01-19T02:27:00.1Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,41,41,2025-01-19T02:27:27Z,2690000,False,,,0,,A. Wiggins Free Throw 1 of 2 (9 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
278,PT05M15.00S,2025-01-19T02:27:02.1Z,2,REGULAR,substitution,out,[],1630322,,,1610612744,41,41,2025-01-19T02:27:05Z,2700000,False,,,0,,SUB out: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M15.00S,2025-01-19T02:27:02.1Z,2,REGULAR,substitution,in,[],201939,,,1610612744,41,41,2025-01-19T02:27:05Z,2710000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M15.00S,2025-01-19T02:27:00.1Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,41,41,2025-01-19T02:27:27Z,2720000,False,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
281,PT05M13.00S,2025-01-19T02:27:02.1Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,41,41,2025-01-19T02:27:27Z,2730000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,280.0,1.0,1.0,0.0,,,,,,,,,,,,,
283,PT04M55.00S,2025-01-19T02:27:45.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,37.00722733245729,29.65686274509804,1610612764,41,44,2025-01-19T02:27:57Z,2750000,False,102.0,295.0,1,left,J. Poole 31' 3PT pullup (14 PTS) (B. Coulibaly 3 AST),"[1629673, 1641731]",1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,31.24,Made,14.0,,,,,B. Coulibaly,1641731.0,3.0,,,,,,,,,,
285,PT04M34.00S,2025-01-19T02:28:05.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,91.40932982917214,48.77450980392157,1610612744,43,44,2025-01-19T02:28:08Z,2770000,False,-6.0,28.0,1,right,T. Jackson-Davis driving DUNK (5 PTS) (D. Schröder 3 AST),"[1631218, 203471]",1610612744.0,GSW,driving,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.89,Made,5.0,,,,,D. Schröder,203471.0,3.0,,,,,,,,,,
287,PT04M19.00S,2025-01-19T02:28:20.6Z,2,REGULAR,3pt,Jump Shot,[],1629673,29.911300919842315,81.86274509803921,1610612764,43,47,2025-01-19T02:28:32Z,2790000,False,-159.0,229.0,1,left,J. Poole 27' 3PT  (17 PTS) (B. Coulibaly 4 AST),"[1629673, 1641731]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,27.87,Made,17.0,,,,,B. Coulibaly,1641731.0,4.0,,,,,,,,,,
289,PT04M19.00S,2025-01-19T02:28:25.7Z,2,REGULAR,foul,personal,['1freethrow'],203952,,,1610612764,43,47,2025-01-19T02:28:33Z,2810000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Poole 1 FT),"[203952, 1629673]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,201639.0,,1.0,0.0,Poole,1629673.0,,,,
291,PT04M19.00S,2025-01-19T02:29:01.9Z,2,REGULAR,freethrow,1 of 1,[],1629673,,,1610612764,43,48,2025-01-19T02:29:01Z,2830000,False,,,0,,J. Poole Free Throw 1 of 1 (18 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
292,PT04M01.00S,2025-01-19T02:29:21.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.32917214191852,56.372549019607845,1610612744,45,48,2025-01-19T02:29:24Z,2840000,False,32.0,20.0,1,right,D. Schröder driving Layup (8 PTS),[203471],1610612744.0,GSW,driving,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,3.74,Made,8.0,,,,,,,,,,,,,,,,,
293,PT03M48.00S,2025-01-19T02:29:35.0Z,2,REGULAR,3pt,Jump Shot,[],1642259,4.418528252299605,96.32352941176471,1610612764,45,51,2025-01-19T02:29:41Z,2850000,False,-232.0,-11.0,1,left,A. Sarr 3PT  (5 PTS) (B. Coulibaly 5 AST),"[1642259, 1641731]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Left Corner 3,24+ Left,23.19,Made,5.0,,,,,B. Coulibaly,1641731.0,5.0,,,,,,,,,,
295,PT03M36.00S,2025-01-19T02:29:46.4Z,2,REGULAR,3pt,Jump Shot,[],201939,65.65374507227332,37.00980392156863,1610612744,45,51,2025-01-19T02:29:50Z,2870000,False,-65.0,270.0,1,right,MISS S. Curry 27' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,27.81,Missed,,,,,,,,,,,,,,,,,,
296,PT03M34.00S,2025-01-19T02:29:48.4Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,45,51,2025-01-19T02:29:50Z,2880000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,295.0,1.0,1.0,0.0,,,,,,,,,,,,,
297,PT03M28.00S,2025-01-19T02:29:54.7Z,2,REGULAR,3pt,Jump Shot,[],1629673,35.167542706964525,48.28431372549019,1610612764,45,54,2025-01-19T02:30:03Z,2890000,False,9.0,278.0,1,left,J. Poole 27' 3PT  (21 PTS) (K. George 1 AST),"[1629673, 1642273]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,27.82,Made,21.0,,,,,K. George,1642273.0,1.0,,,,,,,,,,
299,PT03M14.00S,2025-01-19T02:30:07.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,80.50262812089356,57.107843137254896,1610612744,45,54,2025-01-19T02:30:14Z,2910000,False,36.0,131.0,1,right,MISS D. Schröder 13' driving floating Shot,[203471],1610612744.0,GSW,driving floating,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,13.55,Missed,,,,,,,,,,,,,,,,,,
300,PT03M11.00S,2025-01-19T02:30:10.8Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612764,45,54,2025-01-19T02:30:14Z,2920000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,299.0,2.0,2.0,0.0,,,,,,,,,,,,,
301,PT03M01.00S,2025-01-19T02:30:23.5Z,2,REGULAR,foul,personal,['2freethrow'],1631218,,,1610612764,45,54,2025-01-19T02:30:31Z,2930000,False,,,0,,T. Jackson-Davis shooting personal FOUL (2 PF) (George 2 FT),"[1631218, 1642273]",1610612744.0,GSW,shooting,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627962.0,,2.0,0.0,George,1642273.0,,,,
303,PT03M01.00S,2025-01-19T02:30:51.2Z,2,REGULAR,freethrow,1 of 2,[],1642273,,,1610612764,45,55,2025-01-19T02:31:19Z,2950000,False,,,0,,K. George Free Throw 1 of 2 (7 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
304,PT03M01.00S,2025-01-19T02:30:57.8Z,2,REGULAR,substitution,out,[],1627741,,,1610612764,45,55,2025-01-19T02:31:02Z,2960000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M01.00S,2025-01-19T02:30:57.8Z,2,REGULAR,substitution,out,[],1631218,,,1610612764,45,55,2025-01-19T02:31:02Z,2970000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M01.00S,2025-01-19T02:30:57.8Z,2,REGULAR,substitution,in,[],1626172,,,1610612764,45,55,2025-01-19T02:31:02Z,2980000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M01.00S,2025-01-19T02:30:57.8Z,2,REGULAR,substitution,in,[],1627780,,,1610612764,45,55,2025-01-19T02:31:02Z,2990000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M01.00S,2025-01-19T02:30:51.2Z,2,REGULAR,freethrow,2 of 2,[],1642273,,,1610612764,45,55,2025-01-19T02:31:19Z,3000000,False,,,0,,MISS K. George Free Throw 2 of 2,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
309,PT02M59.00S,2025-01-19T02:30:53.2Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,45,55,2025-01-19T02:31:19Z,3010000,False,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,308.0,4.0,3.0,1.0,,,,,,,,,,,,,
310,PT02M46.00S,2025-01-19T02:31:24.2Z,2,REGULAR,3pt,Jump Shot,[],203952,81.02825229960578,5.392156862745098,1610612744,48,55,2025-01-19T02:31:29Z,3020000,False,-223.0,126.0,1,right,A. Wiggins 25' 3PT  (12 PTS) (S. Curry 3 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.6,Made,12.0,,,,,S. Curry,201939.0,3.0,,,,,,,,,,
312,PT02M34.00S,2025-01-19T02:31:38.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612764,48,55,2025-01-19T02:31:55Z,3040000,False,,,0,,K. Looney shooting personal FOUL (2 PF) (Poole 2 FT),"[1626172, 1629673]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627524.0,,2.0,0.0,Poole,1629673.0,,,,
314,PT02M34.00S,2025-01-19T02:32:16.4Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,48,56,2025-01-19T02:32:16Z,3060000,False,,,0,,J. Poole Free Throw 1 of 2 (22 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
315,PT02M34.00S,2025-01-19T02:32:34.8Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,48,57,2025-01-19T02:32:34Z,3070000,False,,,0,,J. Poole Free Throw 2 of 2 (23 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
316,PT02M18.00S,2025-01-19T02:32:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,90.88370565045992,42.15686274509804,1610612744,48,57,2025-01-19T02:38:07Z,3080000,False,-39.0,33.0,1,right,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,,,,,,,,,,,,,,,,,,
317,PT02M16.00S,2025-01-19T02:32:54.0Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,48,57,2025-01-19T02:38:07Z,3090000,False,,,0,,K. Looney REBOUND (Off:2 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,316.0,5.0,3.0,2.0,,,,,,,,,,,,,
346,PT02M16.00S,2025-01-19T02:32:57.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,91.5407358738502,47.30392156862745,1610612744,48,57,2025-01-19T02:38:07Z,3105000,False,-13.0,27.0,1,right,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.02,Missed,,,,,,,,,,,,,,,,,,
347,PT02M14.00S,2025-01-19T02:32:59.4Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,48,57,2025-01-19T02:42:56Z,3112500,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,346.0,2.0,2.0,0.0,,,,,,,,,,,,,
320,PT02M10.00S,2025-01-19T02:33:02.8Z,2,REGULAR,turnover,out-of-bounds,[],1642259,,,1610612764,48,57,2025-01-19T02:33:09Z,3120000,False,,,0,,A. Sarr bad pass out-of-bounds TURNOVER (1 TO),[1642259],1610612764.0,WAS,bad pass,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,1.0,,,,,,,,
321,PT01M56.00S,2025-01-19T02:33:24.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,92.9862023653088,54.166666666666664,1610612744,50,57,2025-01-19T02:33:27Z,3130000,False,21.0,13.0,1,right,S. Curry cutting Layup (10 PTS) (K. Looney 1 AST),"[201939, 1626172]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.47,Made,10.0,,,,,K. Looney,1626172.0,1.0,,,,,,,,,,
323,PT01M31.00S,2025-01-19T02:33:51.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612764,50,57,2025-01-19T02:34:23Z,3150000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,201639.0,,,,,,,,,
324,PT01M31.00S,2025-01-19T02:34:06.1Z,2,REGULAR,substitution,out,[],1642273,,,1610612744,50,57,2025-01-19T02:34:16Z,3160000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M31.00S,2025-01-19T02:34:06.1Z,2,REGULAR,substitution,out,[],1630557,,,1610612744,50,57,2025-01-19T02:34:16Z,3170000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M31.00S,2025-01-19T02:34:06.1Z,2,REGULAR,substitution,in,[],1642267,,,1610612744,50,57,2025-01-19T02:34:16Z,3180000,False,,,0,,SUB in: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M31.00S,2025-01-19T02:34:06.1Z,2,REGULAR,substitution,in,[],1628398,,,1610612744,50,57,2025-01-19T02:34:16Z,3190000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M15.00S,2025-01-19T02:34:40.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201939,89.56964520367937,5.147058823529411,1610612744,50,57,2025-01-19T02:34:48Z,3200000,False,-224.0,46.0,1,right,MISS S. Curry fadeaway 3PT,[201939],1610612744.0,GSW,fadeaway,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,22.89,Missed,,,,,,,,,,,,,,,,,,
329,PT01M11.00S,2025-01-19T02:34:44.6Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,50,57,2025-01-19T02:34:48Z,3210000,False,,,0,,A. Sarr REBOUND (Off:2 Def:4),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Left Corner 3,24+ Left,,,,328.0,6.0,4.0,2.0,,,,,,,,,,,,,
330,PT00M59.20S,2025-01-19T02:34:56.4Z,2,REGULAR,3pt,Jump Shot,[],1629673,32.53942181340342,28.921568627450984,1610612764,50,57,2025-01-19T02:35:00Z,3220000,False,105.0,253.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,27.44,Missed,,,,,,,,,,,,,,,,,,
331,PT00M56.00S,2025-01-19T02:34:59.6Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,50,57,2025-01-19T02:35:00Z,3230000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,330.0,4.0,3.0,1.0,,,,,,,,,,,,,
332,PT00M47.50S,2025-01-19T02:35:08.6Z,2,REGULAR,3pt,Jump Shot,[],203952,70.64717477003943,20.34313725490196,1610612744,50,57,2025-01-19T02:35:14Z,3240000,False,-148.0,223.0,1,right,MISS A. Wiggins 26' pullup 3PT,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
333,PT00M44.20S,2025-01-19T02:35:11.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,50,57,2025-01-19T02:35:14Z,3250000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,332.0,,,,,,,,,,,,,,,,
335,PT00M42.80S,2025-01-19T02:35:32.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,81.94809461235218,6.127450980392156,1610612744,53,57,2025-01-19T02:35:36Z,3270000,False,-219.0,117.0,1,right,S. Curry 24' 3PT  (13 PTS) (G. Payton II 2 AST),"[201939, 1627780]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,24.87,Made,13.0,,,,,G. Payton II,1627780.0,2.0,,,,,,,,,,
337,PT00M37.70S,2025-01-19T02:35:41.8Z,2,REGULAR,3pt,Jump Shot,[],1629673,37.27003942181341,73.52941176470588,1610612764,53,57,2025-01-19T02:35:48Z,3290000,False,-118.0,298.0,1,left,MISS J. Poole 32' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,32.02,Missed,,,,,,,,,,,,,,,,,,
338,PT00M34.00S,2025-01-19T02:35:45.5Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,53,57,2025-01-19T02:35:48Z,3300000,False,,,0,,K. Looney REBOUND (Off:2 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,337.0,6.0,4.0,2.0,,,,,,,,,,,,,
339,PT00M12.30S,2025-01-19T02:36:07.1Z,2,REGULAR,3pt,Jump Shot,[],201939,78.66294349540078,6.862745098039216,1610612744,53,57,2025-01-19T02:36:12Z,3310000,False,-216.0,148.0,1,right,MISS S. Curry 26' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
340,PT00M07.40S,2025-01-19T02:36:12.0Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612764,53,57,2025-01-19T02:38:19Z,3320000,False,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,339.0,3.0,3.0,0.0,,,,,,,,,,,,,
341,PT00M03.00S,2025-01-19T02:36:16.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642267,4.812746386333772,96.07843137254902,1610612764,53,60,2025-01-19T02:38:32Z,3330000,False,-230.0,-7.0,1,left,C. Carrington 3PT running (11 PTS) (J. Poole 3 AST),"[1642267, 1629673]",1610612764.0,WAS,running,,,Carrington,C. Carrington,,,,,Left Corner 3,24+ Left,23.05,Made,11.0,,,,,J. Poole,1629673.0,3.0,,,,,,,,,,
343,PT00M00.10S,2025-01-19T02:36:23.3Z,2,REGULAR,3pt,Jump Shot,[],201939,29.911300919842315,8.823529411764707,1610612744,53,60,2025-01-19T02:40:10Z,3350000,False,-206.0,606.0,1,right,MISS S. Curry 64' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,64.03,Missed,,,,,,,,,,,,,,,,,,
344,PT00M00.10S,2025-01-19T02:36:23.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,53,60,2025-01-19T02:40:10Z,3360000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,343.0,,,,,,,,,,,,,,,,
345,PT00M00.00S,2025-01-19T02:36:28.2Z,2,REGULAR,period,end,[],0,,,1610612744,53,60,2025-01-19T02:36:28Z,3370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2025-01-19T02:51:34.2Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,53,60,2025-01-19T02:51:55Z,3380000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
