actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
174,PT11M46.00S,2024-11-26T00:44:40.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,85.10183968462549,48.28431372549019,1610612761,29,24,2024-11-26T01:16:08Z,1725000,False,-9.0,88.0,1,right,S. Barnes 8' driving floating Jump Shot (5 PTS) (B. Fernando 2 AST),"[1630567, 1628981]",1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,Barnes,S. Barnes,,,8.79,Made,5.0,B. Fernando,1628981.0,2.0,,,,,,,,,,,,
175,PT11M27.00S,2024-11-26T00:44:49.8Z,2,REGULAR,foul,personal,[],1628981,,,1610612765,29,24,2024-11-26T01:16:18Z,1757500,False,,,0,,B. Fernando personal FOUL (2 PF),"[1628981, 1630191]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,Fernando,B. Fernando,,,,,,,,,,,,,1628485.0,2.0,0.0,Stewart,1630191.0,,,
177,PT11M19.00S,2024-11-26T00:45:14.3Z,2,REGULAR,3pt,Jump Shot,[],1627736,26.806833114323258,18.650428921568626,1610612765,29,24,2024-11-26T01:16:45Z,1759375,False,157.0,199.0,1,left,MISS M. Beasley 25' pullup 3PT,[1627736],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Right Center,,Beasley,M. Beasley,,,25.37,Missed,,,,,,,,,,,,,,,,
178,PT11M18.00S,2024-11-26T00:45:15.3Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,29,24,2024-11-26T01:16:45Z,1759687,False,,,0,,C. Boucher REBOUND (Off:1 Def:3),[1628449],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,Boucher,C. Boucher,,,,,,,,,177.0,4.0,3.0,1.0,,,,,,,,
179,PT11M08.00S,2024-11-26T00:45:25.3Z,2,REGULAR,2pt,Jump Shot,[],1642347,79.71419185282524,33.82352941176471,1610612761,29,26,2024-11-26T01:19:29Z,1775000,False,-81.0,138.0,1,right,J. Shead 16' driving floating Jump Shot (2 PTS),[1642347],1610612761.0,TOR,driving floating,,,,,,Mid-Range,8-16 Left,,Shead,J. Shead,,,16.01,Made,2.0,,,,,,,,,,,,,,,
180,PT10M50.00S,2024-11-26T00:45:42.7Z,2,REGULAR,3pt,Jump Shot,[],1631204,31.750985545335087,64.70588235294117,1610612765,32,26,2024-11-26T01:18:41Z,1795000,False,-74.0,246.0,1,left,M. Sasser 25' 3PT  (6 PTS) (M. Beasley 2 AST),"[1631204, 1627736]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,Sasser,M. Sasser,,,25.67,Made,6.0,M. Beasley,1627736.0,2.0,,,,,,,,,,,,
182,PT10M40.00S,2024-11-26T00:46:02.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1630567,89.43823915900131,37.00980392156863,1610612761,32,28,2024-11-26T01:20:34Z,1798750,False,-65.0,47.0,1,right,S. Barnes 8' driving floating Jump Shot (7 PTS) (B. Fernando 3 AST),"[1630567, 1628981]",1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,Barnes,S. Barnes,,,8.01,Made,7.0,B. Fernando,1628981.0,3.0,,,,,,,,,,,,
355,PT10M40.00S,2024-11-26T00:46:53.2Z,2,REGULAR,violation,defensive goaltending,[],1630191,,,1610612761,32,28,2024-11-26T01:20:34Z,1804687,False,,,0,,I. Stewart defensive goaltending VIOLATION,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,
196,PT10M14.00S,2024-11-26T00:47:23.2Z,2,REGULAR,substitution,out,[],1641842,,,1610612765,32,28,2024-11-26T00:48:43Z,1900000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,
198,PT10M14.00S,2024-11-26T00:47:23.2Z,2,REGULAR,substitution,in,[],203501,,,1610612765,32,28,2024-11-26T00:48:43Z,1920000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,
186,PT10M14.00S,2024-11-26T00:47:44.3Z,2,REGULAR,jumpball,recovered,[],1642419,,,1610612765,32,28,2024-11-26T01:23:18Z,1950000,False,,,0,,Jump Ball J. Shead vs. M. Sasser: Tip to J. Battle,"[1642419, 1642347, 1631204]",1610612761.0,TOR,heldball,J. Battle,Shead,1642347.0,Sasser,1631204.0,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,1642419.0
189,PT10M14.00S,2024-11-26T00:47:44.3Z,2,REGULAR,turnover,lost ball,[],1631204,,,1610612765,32,28,2024-11-26T01:22:59Z,1970000,False,,,0,,M. Sasser lost ball TURNOVER (2 TO),"[1631204, 1642347]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,2.0,Sasser,M. Sasser,Shead,1642347.0,,,,,,,,,,,,,,,,,,
190,PT10M14.00S,2024-11-26T00:47:44.3Z,2,REGULAR,steal,,[],1642347,,,1610612761,32,28,2024-11-26T00:47:44Z,1990000,False,,,0,,J. Shead STEAL (1 STL),[1642347],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,
207,PT10M12.00S,2024-11-26T00:47:46.7Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,32,28,2024-11-26T01:22:59Z,2010000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,
208,PT10M12.00S,2024-11-26T00:47:46.7Z,2,REGULAR,substitution,in,[],1642367,,,1610612761,32,28,2024-11-26T01:22:59Z,2020000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,
191,PT10M05.00S,2024-11-26T00:47:54.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628981,90.09526938239159,45.34313725490196,1610612761,32,30,2024-11-26T01:30:43Z,2045000,False,-23.0,41.0,1,right,B. Fernando alley-oop DUNK (8 PTS) (J. Shead 2 AST),"[1628981, 1642347]",1610612761.0,TOR,alley-oop,,,,,,In The Paint (Non-RA),0-8 Center,,Fernando,B. Fernando,,,4.68,Made,8.0,J. Shead,1642347.0,2.0,,,,,,,,,,,,
193,PT09M50.00S,2024-11-26T00:48:08.2Z,2,REGULAR,foul,personal,[],1642347,,,1610612765,32,30,2024-11-26T00:55:03Z,2132500,False,,,0,,J. Shead personal FOUL (1 PF),"[1642347, 1627736]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,Shead,J. Shead,,,,,,,,,,,,,1628485.0,1.0,0.0,Beasley,1627736.0,,,
414,PT09M50.00S,2024-11-26T00:48:34.9Z,2,REGULAR,substitution,out,[],1642347,,,1610612765,32,30,2024-11-26T01:34:23Z,2134062,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,
415,PT09M50.00S,2024-11-26T00:48:34.9Z,2,REGULAR,substitution,in,[],1630558,,,1610612765,32,30,2024-11-26T01:34:23Z,2134218,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,
516,PT09M50.00S,2024-11-26T00:48:34.9Z,2,REGULAR,substitution,out,[],1631204,,,1610612765,32,30,2024-11-26T01:50:18Z,2134355,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,
517,PT09M50.00S,2024-11-26T00:48:34.9Z,2,REGULAR,substitution,in,[],1631093,,,1610612765,32,30,2024-11-26T01:50:18Z,2134365,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,
201,PT09M44.00S,2024-11-26T00:49:03.6Z,2,REGULAR,3pt,Jump Shot,[],1631093,31.225361366622867,61.76470588235294,1610612765,32,30,2024-11-26T01:36:50Z,2135000,False,-59.0,241.0,1,left,MISS J. Ivey 24' 3PT,[1631093],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,Ivey,J. Ivey,,,24.81,Missed,,,,,,,,,,,,,,,,
202,PT09M41.00S,2024-11-26T00:49:06.6Z,2,REGULAR,rebound,offensive,[],1631323,,,1610612765,32,30,2024-11-26T00:51:42Z,2137500,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:0),[1631323],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,Fontecchio,S. Fontecchio,,,,,,,,,201.0,1.0,0.0,1.0,,,,,,,,
205,PT09M35.00S,2024-11-26T00:49:32.6Z,2,REGULAR,foul,personal,[],1642419,,,1610612765,32,30,2024-11-26T01:41:31Z,2165000,False,,,0,,J. Battle personal FOUL (1 PF),"[1642419, 1627736]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Right,,Battle,J. Battle,,,,,,,,,,,,,1628954.0,1.0,0.0,Beasley,1627736.0,,,
209,PT09M27.00S,2024-11-26T00:49:49.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631323,32.276609724047304,53.431372549019606,1610612765,32,30,2024-11-26T02:39:32Z,2168750,False,-17.0,251.0,1,left,MISS S. Fontecchio 25' pullup 3PT,[1631323],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Center,,Fontecchio,S. Fontecchio,,,25.15,Missed,,,,,,,,,,,,,,,,
210,PT09M25.00S,2024-11-26T00:49:51.1Z,2,REGULAR,rebound,defensive,[],1642419,,,1610612761,32,30,2024-11-26T01:30:43Z,2169375,False,,,0,,J. Battle REBOUND (Off:0 Def:1),[1642419],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,Battle,J. Battle,,,,,,,,,209.0,1.0,1.0,0.0,,,,,,,,
211,PT09M06.00S,2024-11-26T00:50:09.6Z,2,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612761,32,30,2024-11-26T01:52:18Z,2169453,False,,,0,,S. Fontecchio shooting personal FOUL (2 PF) (Fernando 2 FT),"[1631323, 1628981]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,1628485.0,2.0,0.0,Fernando,1628981.0,,,
213,PT09M06.00S,2024-11-26T00:50:23.9Z,2,REGULAR,freethrow,1 of 2,[],1628981,,,1610612761,32,31,2024-11-26T02:43:41Z,2169531,False,,,0,,B. Fernando Free Throw 1 of 2 (9 PTS),[1628981],1610612761.0,TOR,,,,,,,,,,Fernando,B. Fernando,,,,Made,9.0,,,,,,,,,,,,,,,
523,PT09M06.00S,2024-11-26T00:50:24.2Z,2,REGULAR,substitution,out,[],1631323,,,1610612761,32,31,2024-11-26T01:51:20Z,2169570,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,
524,PT09M06.00S,2024-11-26T00:50:24.2Z,2,REGULAR,substitution,in,[],1641709,,,1610612761,32,31,2024-11-26T01:51:20Z,2169589,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,
218,PT09M06.00S,2024-11-26T00:50:23.9Z,2,REGULAR,freethrow,2 of 2,[],1628981,,,1610612761,32,31,2024-11-26T02:43:41Z,2169609,False,,,0,,MISS B. Fernando Free Throw 2 of 2,[1628981],1610612761.0,TOR,,,,,,,,,,Fernando,B. Fernando,,,,Missed,,,,,,,,,,,,,,,,
219,PT09M05.00S,2024-11-26T00:50:24.9Z,2,REGULAR,rebound,defensive,[],203501,,,1610612765,32,31,2024-11-26T02:43:41Z,2169648,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612765.0,DET,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,
220,PT08M43.00S,2024-11-26T00:51:26.9Z,2,REGULAR,foul,offensive,[],1641709,,,1610612765,32,31,2024-11-26T01:52:10Z,2169921,False,,,0,,A. Thompson offensive FOUL (1 PF),"[1641709, 1630567]",1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,Thompson,A. Thompson,,,,,,,,,,,,,1628954.0,1.0,0.0,Barnes,1630567.0,,,
222,PT08M43.00S,2024-11-26T00:51:26.9Z,2,REGULAR,turnover,offensive foul,[],1641709,,,1610612765,32,31,2024-11-26T01:41:31Z,2169980,False,,,0,,A. Thompson offensive foul TURNOVER (1 TO),[1641709],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,1.0,Thompson,A. Thompson,,,,,,,,,,,,,1628954.0,,,,,,,
223,PT08M32.00S,2024-11-26T00:52:09.4Z,2,REGULAR,foul,personal,[],1631093,,,1610612761,32,31,2024-11-26T01:29:57Z,2170000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 1630558]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Right Center,,Ivey,J. Ivey,,,,,,,,,,,,,1830.0,1.0,0.0,Mitchell,1630558.0,,,
225,PT08M32.00S,2024-11-26T00:52:15.8Z,2,REGULAR,substitution,out,[],1627736,,,1610612761,32,31,2024-11-26T01:29:57Z,2190000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,
226,PT08M32.00S,2024-11-26T00:52:15.8Z,2,REGULAR,substitution,out,[],1628981,,,1610612761,32,31,2024-11-26T01:29:57Z,2200000,False,,,0,,SUB out: B. Fernando,[1628981],1610612761.0,TOR,,,,,,,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,
227,PT08M32.00S,2024-11-26T00:52:15.8Z,2,REGULAR,substitution,in,[],202699,,,1610612761,32,31,2024-11-26T01:29:57Z,2210000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,
228,PT08M32.00S,2024-11-26T00:52:15.8Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,32,31,2024-11-26T01:29:57Z,2220000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,
229,PT08M24.00S,2024-11-26T00:52:30.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630567,66.44218134034165,53.67647058823529,1610612761,32,31,2024-11-26T01:41:31Z,2230000,False,18.0,263.0,1,right,MISS S. Barnes 26' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,,,,Above the Break 3,24+ Center,,Barnes,S. Barnes,,,26.35,Missed,,,,,,,,,,,,,,,,
231,PT08M21.00S,2024-11-26T00:52:33.6Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,32,31,2024-11-26T00:52:35Z,2240000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,Stewart,I. Stewart,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,,,
232,PT08M07.00S,2024-11-26T00:52:47.6Z,2,REGULAR,3pt,Jump Shot,[],202699,25.04927726675427,13.725490196078432,1610612765,35,31,2024-11-26T00:52:53Z,2250000,False,181.0,183.0,1,left,T. Harris 25' 3PT  (7 PTS) (T. Hardaway Jr. 1 AST),"[202699, 203501]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Harris,T. Harris,,,25.77,Made,7.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,
234,PT07M44.00S,2024-11-26T00:53:10.5Z,2,REGULAR,3pt,Jump Shot,[],1630567,64.73390275952694,36.76470588235294,1610612761,35,34,2024-11-26T00:53:15Z,2270000,False,-66.0,279.0,1,right,S. Barnes 28' 3PT  (10 PTS) (J. Mogbo 1 AST),"[1630567, 1642367]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,Barnes,S. Barnes,,,28.67,Made,10.0,J. Mogbo,1642367.0,1.0,,,,,,,,,,,,
236,PT07M24.00S,2024-11-26T00:53:30.1Z,2,REGULAR,3pt,Jump Shot,[],1631093,31.750985545335087,59.31372549019608,1610612765,35,34,2024-11-26T00:53:34Z,2290000,False,-47.0,246.0,1,left,MISS J. Ivey 25' 3PT,[1631093],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,Ivey,J. Ivey,,,25.04,Missed,,,,,,,,,,,,,,,,
237,PT07M22.00S,2024-11-26T00:53:32.1Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,35,34,2024-11-26T00:53:34Z,2300000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:4),[1627751],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,Poeltl,J. Poeltl,,,,,,,,,236.0,4.0,4.0,0.0,,,,,,,,
238,PT07M06.00S,2024-11-26T00:53:48.5Z,2,REGULAR,3pt,Jump Shot,[],1630567,67.36202365308804,76.7156862745098,1610612761,35,37,2024-11-26T00:53:54Z,2310000,False,134.0,254.0,1,right,S. Barnes 28' 3PT  (13 PTS) (D. Mitchell 1 AST),"[1630567, 1630558]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,Barnes,S. Barnes,,,28.73,Made,13.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,
240,PT07M04.00S,2024-11-26T00:53:56.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,35,37,2024-11-26T00:53:56Z,2330000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M04.00S,2024-11-26T00:54:54.0Z,2,REGULAR,substitution,out,[],1630191,,,1610612765,35,37,2024-11-26T00:56:33Z,2340000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,
242,PT07M04.00S,2024-11-26T00:54:54.0Z,2,REGULAR,substitution,out,[],1642419,,,1610612765,35,37,2024-11-26T00:56:33Z,2350000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,
243,PT07M04.00S,2024-11-26T00:54:54.0Z,2,REGULAR,substitution,in,[],1631105,,,1610612765,35,37,2024-11-26T00:56:33Z,2360000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,
244,PT07M04.00S,2024-11-26T00:54:54.0Z,2,REGULAR,substitution,in,[],1629628,,,1610612765,35,37,2024-11-26T00:56:33Z,2370000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,
245,PT06M50.00S,2024-11-26T00:57:05.2Z,2,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,35,37,2024-11-26T00:57:14Z,2380000,False,,,0,,J. Duren lost ball out-of-bounds TURNOVER (1 TO),[1631105],1610612765.0,DET,lost ball,,,,,,Mid-Range,16-24 Left Center,1.0,Duren,J. Duren,,,,,,,,,,,,,1628485.0,,,,,,,
246,PT06M29.00S,2024-11-26T00:57:31.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630567,79.97700394218134,6.61764705882353,1610612761,35,40,2024-11-26T00:57:35Z,2390000,False,-217.0,136.0,1,right,S. Barnes 25' 3PT  (16 PTS) (D. Mitchell 2 AST),"[1630567, 1630558]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,Barnes,S. Barnes,,,25.59,Made,16.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,,
248,PT06M12.00S,2024-11-26T00:57:48.8Z,2,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612765,35,40,2024-11-26T00:58:02Z,2410000,False,,,0,,R. Barrett shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1629628, 203501]",1610612761.0,TOR,shooting,,,,,,Restricted Area,0-8 Center,,Barrett,R. Barrett,,,,,,,,,,,,,1628485.0,2.0,0.0,Hardaway Jr.,203501.0,,,
251,PT06M12.00S,2024-11-26T00:58:16.2Z,2,REGULAR,freethrow,1 of 2,[],203501,,,1610612765,36,40,2024-11-26T00:58:16Z,2430000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (3 PTS),[203501],1610612765.0,DET,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,Made,3.0,,,,,,,,,,,,,,,
252,PT06M12.00S,2024-11-26T00:58:28.6Z,2,REGULAR,freethrow,2 of 2,[],203501,,,1610612765,37,40,2024-11-26T00:58:28Z,2440000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (4 PTS),[203501],1610612765.0,DET,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,Made,4.0,,,,,,,,,,,,,,,
253,PT06M04.00S,2024-11-26T00:58:39.6Z,2,REGULAR,3pt,Jump Shot,[],1630567,69.33311432325887,76.7156862745098,1610612761,37,40,2024-11-26T00:59:09Z,2450000,False,134.0,236.0,1,right,MISS S. Barnes 27' 3PT,[1630567],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,Barnes,S. Barnes,,,27.1,Missed,,,,,,,,,,,,,,,,
254,PT06M02.00S,2024-11-26T00:58:41.6Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,37,40,2024-11-26T00:59:09Z,2460000,False,,,0,,J. Ivey REBOUND (Off:0 Def:3),[1631093],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Ivey,J. Ivey,,,,,,,,,253.0,3.0,3.0,0.0,,,,,,,,
255,PT05M51.00S,2024-11-26T00:58:52.1Z,2,REGULAR,3pt,Jump Shot,[],202699,4.28712220762155,96.56862745098039,1610612765,37,40,2024-11-26T00:59:30Z,2470000,False,-233.0,-12.0,1,left,MISS T. Harris 3PT,[202699],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,Harris,T. Harris,,,23.31,Missed,,,,,,,,,,,,,,,,
256,PT05M49.00S,2024-11-26T00:58:54.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,37,40,2024-11-26T00:59:30Z,2480000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Barnes,S. Barnes,,,,,,,,,255.0,3.0,2.0,1.0,,,,,,,,
258,PT05M43.00S,2024-11-26T00:59:02.0Z,2,REGULAR,foul,offensive,[],1627751,,,1610612761,37,40,2024-11-26T01:01:12Z,2500000,False,,,0,,J. Poeltl charge offensive FOUL (2 PF),"[1627751, 203501]",1610612761.0,TOR,charge,,,,,,In The Paint (Non-RA),8-16 Center,,Poeltl,J. Poeltl,,,,,,,,,,,,,1628485.0,2.0,0.0,Hardaway Jr.,203501.0,,,
260,PT05M43.00S,2024-11-26T00:59:02.0Z,2,REGULAR,turnover,offensive foul,[],1627751,,,1610612761,37,40,2024-11-26T00:59:02Z,2520000,False,,,0,,J. Poeltl offensive foul TURNOVER (1 TO),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,1.0,Poeltl,J. Poeltl,,,,,,,,,,,,,1628485.0,,,,,,,
261,PT05M34.00S,2024-11-26T00:59:26.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203501,32.64824244415243,47.87837009803921,1610612765,37,40,2024-11-26T01:00:11Z,2530000,False,11.0,254.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,Hardaway Jr.,T. Hardaway Jr.,,,25.46,Missed,,,,,,,,,,,,,,,,
262,PT05M32.00S,2024-11-26T00:59:28.2Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,37,40,2024-11-26T01:00:11Z,2540000,False,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,Barnes,S. Barnes,,,,,,,,,261.0,4.0,3.0,1.0,,,,,,,,
263,PT05M25.00S,2024-11-26T00:59:32.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642367,90.88370565045992,51.225490196078425,1610612761,37,42,2024-11-26T00:59:37Z,2550000,False,6.0,33.0,1,right,J. Mogbo running Layup (5 PTS) (D. Mitchell 3 AST),"[1642367, 1630558]",1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,,Mogbo,J. Mogbo,,,3.38,Made,5.0,D. Mitchell,1630558.0,3.0,,,,,,,,,,,,
265,PT05M11.00S,2024-11-26T00:59:49.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,13.748357424441524,35.53921568627451,1610612765,37,42,2024-11-26T01:00:41Z,2570000,False,72.0,77.0,1,left,MISS A. Thompson 10' turnaround fadeaway Shot,[1641709],1610612765.0,DET,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Right,,Thompson,A. Thompson,,,10.54,Missed,,,,,,,,,,,,,,,,
266,PT05M09.00S,2024-11-26T00:59:51.5Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,37,42,2024-11-26T01:00:41Z,2580000,False,,,0,,S. Barnes REBOUND (Off:1 Def:4),[1630567],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Right,,Barnes,S. Barnes,,,,,,,,,265.0,5.0,4.0,1.0,,,,,,,,
267,PT05M01.00S,2024-11-26T00:59:58.0Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630567,76.69185282522996,30.14705882352941,1610612761,37,44,2024-11-26T01:01:04Z,2590000,False,-99.0,167.0,1,right,S. Barnes 19' running pullup Jump Shot (18 PTS),[1630567],1610612761.0,TOR,running pullup,,,,,,Mid-Range,16-24 Left Center,,Barnes,S. Barnes,,,19.39,Made,18.0,,,,,,,,,,,,,,,
268,PT04M51.00S,2024-11-26T01:00:16.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,37,44,2024-11-26T01:00:16Z,2600000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M51.00S,2024-11-26T01:00:26.1Z,2,REGULAR,substitution,out,[],1641709,,,1610612765,37,44,2024-11-26T01:02:43Z,2610000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,
