actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
631,PT06M37.00S,2024-11-26T02:13:14.9Z,4,REGULAR,substitution,out,[],1642367,,,1610612765,84,86,2024-11-26T02:13:29Z,5990000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,
632,PT06M37.00S,2024-11-26T02:13:14.9Z,4,REGULAR,substitution,out,[],1630567,,,1610612765,84,86,2024-11-26T02:13:29Z,6000000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,
633,PT06M37.00S,2024-11-26T02:13:14.9Z,4,REGULAR,substitution,out,[],1642347,,,1610612765,84,86,2024-11-26T02:13:29Z,6010000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,
634,PT06M37.00S,2024-11-26T02:13:14.9Z,4,REGULAR,substitution,in,[],1631204,,,1610612765,84,86,2024-11-26T02:13:29Z,6020000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,
635,PT06M37.00S,2024-11-26T02:13:14.9Z,4,REGULAR,substitution,in,[],1627751,,,1610612765,84,86,2024-11-26T02:13:29Z,6030000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,
636,PT06M37.00S,2024-11-26T02:13:14.9Z,4,REGULAR,substitution,in,[],1630558,,,1610612765,84,86,2024-11-26T02:13:29Z,6040000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,
637,PT06M37.00S,2024-11-26T02:13:14.9Z,4,REGULAR,substitution,in,[],1629628,,,1610612765,84,86,2024-11-26T02:13:29Z,6050000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,
638,PT06M37.00S,2024-11-26T02:13:36.9Z,4,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,85,86,2024-11-26T02:13:36Z,6060000,False,,,0,,I. Stewart Free Throw 2 of 2 (5 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,Made,5.0,,,,,,,,,,,,,,,
639,PT06M23.00S,2024-11-26T02:13:56.0Z,4,REGULAR,foul,personal,['2freethrow'],1631204,,,1610612761,85,86,2024-11-26T02:14:06Z,6070000,False,,,0,,M. Sasser shooting personal FOUL (2 PF) (Barrett 2 FT),"[1631204, 1629628]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,Sasser,M. Sasser,,,,,,,,,,,,,1628954.0,2.0,0.0,Barrett,1629628.0,,,
641,PT06M23.00S,2024-11-26T02:14:23.9Z,4,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,85,87,2024-11-26T02:14:23Z,6090000,False,,,0,,R. Barrett Free Throw 1 of 2 (11 PTS),[1629628],1610612761.0,TOR,,,,,,,,,,Barrett,R. Barrett,,,,Made,11.0,,,,,,,,,,,,,,,
642,PT06M23.00S,2024-11-26T02:14:38.5Z,4,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,85,88,2024-11-26T02:14:38Z,6100000,False,,,0,,R. Barrett Free Throw 2 of 2 (12 PTS),[1629628],1610612761.0,TOR,,,,,,,,,,Barrett,R. Barrett,,,,Made,12.0,,,,,,,,,,,,,,,
643,PT05M59.00S,2024-11-26T02:15:06.7Z,4,REGULAR,2pt,Jump Shot,[],1641842,96.27135348226018,76.22549019607843,1610612765,85,88,2024-11-26T02:15:40Z,6110000,False,131.0,-17.0,1,right,MISS R. Holland II 13' driving floating Shot,[1641842],1610612765.0,DET,driving floating,,,,,,Mid-Range,8-16 Right,,Holland II,R. Holland II,,,13.23,Missed,,,,,,,,,,,,,,,,
644,PT05M57.00S,2024-11-26T02:15:08.7Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,85,88,2024-11-26T02:15:33Z,6120000,False,,,0,,I. Stewart REBOUND (Off:2 Def:2),[1630191],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,Stewart,I. Stewart,,,,,,,,,643.0,4.0,2.0,2.0,,,,,,,,
645,PT05M56.00S,2024-11-26T02:15:12.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,94.40999984741211,50.0,1610612765,87,88,2024-11-26T02:15:48Z,6130000,False,0.0,0.0,1,right,I. Stewart tip Layup (7 PTS),[1630191],1610612765.0,DET,tip,,,,,,Restricted Area,0-8 Center,,Stewart,I. Stewart,,,0.0,Made,7.0,,,,,,,,,,,,,,,
647,PT05M52.00S,2024-11-26T02:15:25.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,87,88,2024-11-26T02:15:25Z,6150000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT05M37.00S,2024-11-26T02:17:06.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.5722733245729295,44.6078431372549,1610612761,87,90,2024-11-26T02:17:11Z,6160000,False,27.0,19.0,1,left,R. Barrett driving Layup (14 PTS),[1629628],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,Barrett,R. Barrett,,,3.28,Made,14.0,,,,,,,,,,,,,,,
649,PT05M17.00S,2024-11-26T02:17:28.3Z,4,REGULAR,3pt,Jump Shot,[],1641842,92.59198423127464,4.6568627450980395,1610612765,87,90,2024-11-26T02:18:02Z,6170000,False,-227.0,17.0,1,right,MISS R. Holland II 3PT,[1641842],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,Holland II,R. Holland II,,,22.73,Missed,,,,,,,,,,,,,,,,
650,PT05M15.00S,2024-11-26T02:17:30.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612761,87,90,2024-11-26T02:18:02Z,6180000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,649.0,,,,,,,,,,,
651,PT05M15.00S,2024-11-26T02:17:43.3Z,4,REGULAR,foul,personal,[],1630191,,,1610612761,87,90,2024-11-26T02:23:33Z,6190000,False,,,0,,I. Stewart double personal FOUL (2 PF),"[1630191, 1627751]",1610612765.0,DET,double,,,,,,Restricted Area,0-8 Center,,Stewart,I. Stewart,,,,,,,,,,,,,1628954.0,2.0,0.0,Poeltl,1627751.0,,,
660,PT05M15.00S,2024-11-26T02:17:43.3Z,4,REGULAR,foul,personal,['inpenalty'],1627751,,,1610612761,87,90,2024-11-26T02:23:45Z,6205000,False,,,0,,J. Poeltl double personal FOUL (3 PF),"[1627751, 1630191]",1610612761.0,TOR,double,,,,,,Restricted Area,0-8 Center,,Poeltl,J. Poeltl,,,,,,,,,,,,,1628954.0,3.0,0.0,Stewart,1630191.0,,,
653,PT05M15.00S,2024-11-26T02:18:28.5Z,4,REGULAR,foul,technical,[],1641842,,,1610612761,87,90,2024-11-26T02:19:59Z,6210000,False,,,0,,R. Holland II double technical FOUL (1 Tech),[1641842],1610612765.0,DET,double,,,,,,Above the Break 3,24+ Center,,Holland II,R. Holland II,,,,,,,,,,,,,1628954.0,2.0,1.0,,,,,
688,PT05M15.00S,2024-11-26T02:18:28.5Z,4,REGULAR,substitution,out,[],203501,,,1610612761,87,90,2024-11-26T02:24:19Z,6215000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,
689,PT05M15.00S,2024-11-26T02:18:28.5Z,4,REGULAR,substitution,in,[],1627736,,,1610612761,87,90,2024-11-26T02:24:19Z,6217500,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,
662,PT05M15.00S,2024-11-26T02:18:28.5Z,4,REGULAR,foul,technical,['inpenalty'],1628449,,,1610612761,87,90,2024-11-26T02:19:59Z,6220000,False,,,0,,C. Boucher double technical FOUL (1 Tech),[1628449],1610612761.0,TOR,double,,,,,,Above the Break 3,24+ Center,,Boucher,C. Boucher,,,,,,,,,,,,,,0.0,1.0,,,,,
655,PT05M14.00S,2024-11-26T02:18:59.0Z,4,REGULAR,jumpball,recovered,[],0,,,1610612761,87,90,2024-11-26T02:18:59Z,6230000,False,,,0,,Jump Ball J. Poeltl vs. I. Stewart: Tip to Team (TOR),"[1627751, 1630191]",1610612761.0,TOR,doublefoul,Team (TOR),Poeltl,1627751.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT05M14.00S,2024-11-26T02:19:01.4Z,4,REGULAR,foul,personal,[],1630191,,,1610612761,87,90,2024-11-26T02:20:36Z,6260000,False,,,0,,I. Stewart loose ball personal FOUL (3 PF),"[1630191, 1627751]",1610612765.0,DET,loose ball,,,,,,Mid-Range,16-24 Right Center,,Stewart,I. Stewart,,,,,,,,,,,,,1830.0,3.0,0.0,Poeltl,1627751.0,,,
663,PT05M14.00S,2024-11-26T02:20:40.9Z,4,REGULAR,foul,technical,['1freethrow'],2794,,,1610612761,87,90,2024-11-26T02:21:10Z,6280000,False,,,0,,TEAM foul technical,[2794],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,
664,PT05M14.00S,2024-11-26T02:21:11.6Z,4,REGULAR,freethrow,1 of 1,[],1628449,,,1610612761,87,91,2024-11-26T02:21:11Z,6290000,False,,,0,,C. Boucher technical Free Throw 1 of 1 (10 PTS),[1628449],1610612761.0,TOR,technical,,,,,,,,,Boucher,C. Boucher,,,,Made,10.0,,,,,,,,,,,,,,,
665,PT05M09.00S,2024-11-26T02:21:12.3Z,4,REGULAR,3pt,Jump Shot,[],1629628,29.859970433639948,28.821997549019606,1610612761,87,91,2024-11-26T02:21:38Z,6300000,False,106.0,228.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,Barrett,R. Barrett,,,25.16,Missed,,,,,,,,,,,,,,,,
666,PT05M07.00S,2024-11-26T02:21:14.3Z,4,REGULAR,rebound,defensive,[],1631204,,,1610612765,87,91,2024-11-26T02:21:38Z,6310000,False,,,0,,M. Sasser REBOUND (Off:0 Def:2),[1631204],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Sasser,M. Sasser,,,,,,,,,665.0,2.0,2.0,0.0,,,,,,,,
668,PT04M54.00S,2024-11-26T02:21:38.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612765,87,91,2024-11-26T02:22:01Z,6330000,False,,,0,,R. Barrett shooting personal FOUL (4 PF) (Beasley 2 FT),"[1629628, 1627736]",1610612761.0,TOR,shooting,,,,,,Mid-Range,8-16 Right,,Barrett,R. Barrett,,,,,,,,,,,,,1830.0,4.0,0.0,Beasley,1627736.0,,,
670,PT04M54.00S,2024-11-26T02:22:06.0Z,4,REGULAR,substitution,out,[],1641842,,,1610612765,87,91,2024-11-26T02:22:14Z,6350000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,
672,PT04M54.00S,2024-11-26T02:22:06.0Z,4,REGULAR,substitution,out,[],1630191,,,1610612765,87,91,2024-11-26T02:22:14Z,6370000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,
673,PT04M54.00S,2024-11-26T02:22:06.0Z,4,REGULAR,substitution,in,[],1631105,,,1610612765,87,91,2024-11-26T02:22:14Z,6380000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,
675,PT04M54.00S,2024-11-26T02:22:06.0Z,4,REGULAR,substitution,in,[],1631093,,,1610612765,87,91,2024-11-26T02:22:14Z,6400000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,
676,PT04M54.00S,2024-11-26T02:22:20.1Z,4,REGULAR,freethrow,1 of 2,[],1627736,,,1610612765,87,91,2024-11-26T02:22:20Z,6410000,False,,,0,,MISS M. Beasley Free Throw 1 of 2,[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,Missed,,,,,,,,,,,,,,,,
677,PT04M54.00S,2024-11-26T02:22:20.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,87,91,2024-11-26T02:22:20Z,6420000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,676.0,,,,,,,,,,,
678,PT04M54.00S,2024-11-26T02:22:22.5Z,4,REGULAR,substitution,out,[],1628449,,,1610612765,87,91,2024-11-26T02:22:27Z,6430000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,
679,PT04M54.00S,2024-11-26T02:22:22.5Z,4,REGULAR,substitution,in,[],1630567,,,1610612765,87,91,2024-11-26T02:22:27Z,6440000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,
680,PT04M54.00S,2024-11-26T02:22:36.4Z,4,REGULAR,freethrow,2 of 2,[],1627736,,,1610612765,88,91,2024-11-26T02:22:36Z,6450000,False,,,0,,M. Beasley Free Throw 2 of 2 (14 PTS),[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,Made,14.0,,,,,,,,,,,,,,,
681,PT04M32.00S,2024-11-26T02:23:04.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,8.09789750328515,60.049019607843135,1610612761,88,91,2024-11-26T02:23:25Z,6460000,False,-50.0,24.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,,,,In The Paint (Non-RA),0-8 Center,,Barrett,R. Barrett,,,5.55,Missed,,,,,,,,,,,,,,,,
682,PT04M30.00S,2024-11-26T02:23:06.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,88,91,2024-11-26T02:23:25Z,6470000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,681.0,,,,,,,,,,,
684,PT04M22.00S,2024-11-26T02:23:31.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612765,88,91,2024-11-26T02:24:03Z,6490000,False,,,0,,D. Mitchell personal FOUL (3 PF) (Ivey 2 FT),"[1630558, 1631093]",1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,,Mitchell,D. Mitchell,,,,,,,,,,,,,1628954.0,3.0,0.0,Ivey,1631093.0,,,
686,PT04M22.00S,2024-11-26T02:24:08.4Z,4,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,88,91,2024-11-26T02:24:08Z,6510000,False,,,0,,MISS J. Ivey Free Throw 1 of 2,[1631093],1610612765.0,DET,,,,,,,,,,Ivey,J. Ivey,,,,Missed,,,,,,,,,,,,,,,,
687,PT04M22.00S,2024-11-26T02:24:08.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,88,91,2024-11-26T02:24:08Z,6520000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,686.0,,,,,,,,,,,
690,PT04M22.00S,2024-11-26T02:24:10.5Z,4,REGULAR,substitution,out,[],1630534,,,1610612765,88,91,2024-11-26T02:24:20Z,6530000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,
691,PT04M22.00S,2024-11-26T02:24:10.5Z,4,REGULAR,substitution,in,[],1642419,,,1610612765,88,91,2024-11-26T02:24:20Z,6540000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,
692,PT04M22.00S,2024-11-26T02:24:29.6Z,4,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,89,91,2024-11-26T02:24:29Z,6550000,False,,,0,,J. Ivey Free Throw 2 of 2 (20 PTS),[1631093],1610612765.0,DET,,,,,,,,,,Ivey,J. Ivey,,,,Made,20.0,,,,,,,,,,,,,,,
693,PT04M05.00S,2024-11-26T02:24:52.8Z,4,REGULAR,turnover,3-second-violation,[],1627751,,,1610612761,89,91,2024-11-26T02:25:06Z,6560000,False,,,0,,J. Poeltl 3-second-violation TURNOVER (2 TO),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,2.0,Poeltl,J. Poeltl,,,,,,,,,,,,,1830.0,,,,,,,
694,PT04M05.00S,2024-11-26T02:25:01.4Z,4,REGULAR,substitution,out,[],1631204,,,1610612765,89,91,2024-11-26T02:25:03Z,6570000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,
695,PT04M05.00S,2024-11-26T02:25:01.4Z,4,REGULAR,substitution,in,[],203501,,,1610612765,89,91,2024-11-26T02:25:03Z,6580000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,
696,PT03M55.00S,2024-11-26T02:25:18.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631093,90.09526938239159,57.84313725490197,1610612765,89,91,2024-11-26T02:25:35Z,6590000,False,39.0,41.0,1,right,MISS J. Ivey driving Layup - blocked,"[1631093, 1627751]",1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,,Ivey,J. Ivey,,,5.64,Missed,,,,,,,,,,,,,,Poeltl,1627751.0,
697,PT03M55.00S,2024-11-26T02:25:18.6Z,4,REGULAR,block,,[],1627751,,,1610612765,89,91,2024-11-26T02:25:21Z,6600000,False,,,0,,J. Poeltl BLOCK (2 BLK),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,
698,PT03M54.00S,2024-11-26T02:25:19.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,89,91,2024-11-26T02:25:35Z,6610000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,696.0,,,,,,,,,,,
700,PT03M47.00S,2024-11-26T02:25:43.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627736,68.28186596583443,72.05882352941177,1610612765,89,91,2024-11-26T02:26:15Z,6630000,False,110.0,246.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Beasley,M. Beasley,,,26.93,Missed,,,,,,,,,,,,,,,,
701,PT03M44.00S,2024-11-26T02:25:46.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,89,91,2024-11-26T02:26:30Z,6640000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,700.0,,,,,,,,,,,
702,PT03M44.00S,2024-11-26T02:25:53.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612765,89,91,2024-11-26T02:26:05Z,6650000,False,,,0,,J. Poeltl loose ball personal FOUL (4 PF) (Duren 2 FT),"[1627751, 1631105]",1610612761.0,TOR,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,Poeltl,J. Poeltl,,,,,,,,,,,,,1628485.0,4.0,0.0,Duren,1631105.0,,,
704,PT03M44.00S,2024-11-26T02:26:22.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1631105,,,1610612765,89,91,2024-11-26T02:26:22Z,6670000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,,,,,,,Duren,J. Duren,,,,Missed,,,,,,,,,,,,,,,,
705,PT03M44.00S,2024-11-26T02:26:22.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,89,91,2024-11-26T02:26:22Z,6680000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,704.0,,,,,,,,,,,
706,PT03M44.00S,2024-11-26T02:26:41.8Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1631105,,,1610612765,90,91,2024-11-26T02:26:41Z,6690000,False,,,0,,J. Duren Free Throw 2 of 2 (13 PTS),[1631105],1610612765.0,DET,,,,,,,,,,Duren,J. Duren,,,,Made,13.0,,,,,,,,,,,,,,,
707,PT03M23.00S,2024-11-26T02:27:04.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,9.017739816031538,60.29411764705882,1610612761,90,91,2024-11-26T02:27:28Z,6700000,False,-51.0,32.0,1,left,MISS S. Barnes 6' fadeaway Shot,[1630567],1610612761.0,TOR,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,,Barnes,S. Barnes,,,6.08,Missed,,,,,,,,,,,,,,,,
708,PT03M22.00S,2024-11-26T02:27:05.2Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,90,91,2024-11-26T02:27:35Z,6710000,False,,,0,,S. Barnes REBOUND (Off:7 Def:6),[1630567],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,Barnes,S. Barnes,,,,,,,,,707.0,13.0,6.0,7.0,,,,,,,,
709,PT03M20.00S,2024-11-26T02:27:09.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631105,,,1610612761,90,91,2024-11-26T02:27:34Z,6720000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Barnes 2 FT),"[1631105, 1630567]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,Duren,J. Duren,,,,,,,,,,,,,1628485.0,1.0,0.0,Barnes,1630567.0,,,
711,PT03M20.00S,2024-11-26T02:27:35.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630567,,,1610612761,90,92,2024-11-26T02:27:35Z,6740000,False,,,0,,S. Barnes Free Throw 1 of 2 (26 PTS),[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,Made,26.0,,,,,,,,,,,,,,,
712,PT03M20.00S,2024-11-26T02:27:48.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630567,,,1610612761,90,93,2024-11-26T02:27:48Z,6750000,False,,,0,,S. Barnes Free Throw 2 of 2 (27 PTS),[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,Made,27.0,,,,,,,,,,,,,,,
713,PT03M01.00S,2024-11-26T02:28:09.1Z,4,REGULAR,3pt,Jump Shot,[],203501,83.13074901445466,94.85294117647058,1610612765,93,93,2024-11-26T02:28:14Z,6760000,False,224.0,106.0,1,right,T. Hardaway Jr. 24' 3PT  (10 PTS) (J. Ivey 8 AST),"[203501, 1631093]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Hardaway Jr.,T. Hardaway Jr.,,,24.81,Made,10.0,J. Ivey,1631093.0,8.0,,,,,,,,,,,,
715,PT02M41.00S,2024-11-26T02:28:29.3Z,4,REGULAR,2pt,Hook,[],1630567,11.777266754270697,66.91176470588235,1610612761,93,95,2024-11-26T02:28:34Z,6780000,False,-85.0,58.0,1,left,S. Barnes 10' turnaround Hook (29 PTS),[1630567],1610612761.0,TOR,turnaround,,,,,,Mid-Range,8-16 Left,,Barnes,S. Barnes,,,10.27,Made,29.0,,,,,,,,,,,,,,,
716,PT02M31.00S,2024-11-26T02:28:41.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642419,,,1610612765,93,95,2024-11-26T02:29:42Z,6790000,False,,,0,,J. Battle personal FOUL (2 PF) (Ivey 2 FT),"[1642419, 1631093]",1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,,Battle,J. Battle,,,,,,,,,,,,,1628485.0,2.0,0.0,Ivey,1631093.0,,,
718,PT02M31.00S,2024-11-26T02:29:06.9Z,4,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,94,95,2024-11-26T02:29:46Z,6810000,False,,,0,,J. Ivey Free Throw 1 of 2 (21 PTS),[1631093],1610612765.0,DET,,,,,,,,,,Ivey,J. Ivey,,,,Made,21.0,,,,,,,,,,,,,,,
719,PT02M31.00S,2024-11-26T02:29:14.7Z,4,REGULAR,substitution,out,[],1631105,,,1610612765,94,95,2024-11-26T02:29:39Z,6820000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,
720,PT02M31.00S,2024-11-26T02:29:14.7Z,4,REGULAR,substitution,out,[],203501,,,1610612765,94,95,2024-11-26T02:29:39Z,6830000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,
721,PT02M31.00S,2024-11-26T02:29:14.7Z,4,REGULAR,substitution,in,[],1630191,,,1610612765,94,95,2024-11-26T02:29:39Z,6840000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,
722,PT02M31.00S,2024-11-26T02:29:14.7Z,4,REGULAR,substitution,in,[],1641709,,,1610612765,94,95,2024-11-26T02:29:39Z,6850000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,
723,PT02M31.00S,2024-11-26T02:29:06.9Z,4,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,94,95,2024-11-26T02:29:46Z,6860000,False,,,0,,MISS J. Ivey Free Throw 2 of 2,[1631093],1610612765.0,DET,,,,,,,,,,Ivey,J. Ivey,,,,Missed,,,,,,,,,,,,,,,,
724,PT02M29.00S,2024-11-26T02:29:08.9Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,94,95,2024-11-26T02:30:20Z,6870000,False,,,0,,I. Stewart REBOUND (Off:3 Def:2),[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,723.0,5.0,2.0,3.0,,,,,,,,
