actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
173,PT12M00.00S,2025-01-17T00:38:52.4Z,2,REGULAR,substitution,out,['startperiod'],1630169,,,1610612765,26,29,2025-01-17T00:39:26Z,1650000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-01-17T00:38:52.4Z,2,REGULAR,substitution,in,['startperiod'],1641842,,,1610612765,26,29,2025-01-17T00:39:26Z,1660000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-01-17T00:38:52.4Z,2,REGULAR,substitution,in,['startperiod'],1628418,,,1610612765,26,29,2025-01-17T00:39:26Z,1670000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-01-17T00:38:52.4Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612765,26,29,2025-01-17T00:39:26Z,1680000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-01-17T00:38:52.4Z,2,REGULAR,substitution,in,['startperiod'],204456,,,1610612765,26,29,2025-01-17T00:39:26Z,1690000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2025-01-17T00:38:52.4Z,2,REGULAR,substitution,out,['startperiod'],1630167,,,1610612765,26,29,2025-01-17T00:40:25Z,1695000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2025-01-17T00:38:52.4Z,2,REGULAR,substitution,in,['startperiod'],1630174,,,1610612765,26,29,2025-01-17T00:40:25Z,1697500,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-01-17T00:39:39.0Z,2,REGULAR,period,start,[],0,,,1610612754,26,29,2025-01-17T00:39:39Z,1700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M47.00S,2025-01-17T00:39:50.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,6.225361366622863,42.40196078431373,1610612754,26,31,2025-01-17T00:40:01Z,1730000,False,38.0,6.0,1,left,T. McConnell driving reverse Layup (2 PTS) (P. Siakam 4 AST),"[204456, 1627783]",1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.85,Made,,,,,2.0,P. Siakam,1627783.0,4.0,,,,,,,,,,
183,PT11M33.00S,2025-01-17T00:40:04.6Z,2,REGULAR,turnover,bad pass,[],1631323,,,1610612765,26,31,2025-01-17T00:40:12Z,1750000,False,,,0,,S. Fontecchio bad pass TURNOVER (1 TO),"[1631323, 1641767]",1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Sheppard,1641767.0,,,,,,,
184,PT11M33.00S,2025-01-17T00:40:04.6Z,2,REGULAR,steal,,[],1641767,,,1610612754,26,31,2025-01-17T00:40:06Z,1760000,False,,,0,,B. Sheppard STEAL (1 STL),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
185,PT11M29.00S,2025-01-17T00:40:08.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641767,5.174113009198422,58.57843137254902,1610612754,26,33,2025-01-17T00:40:16Z,1770000,False,-43.0,-4.0,1,left,B. Sheppard running Layup (2 PTS),[1641767],1610612754.0,IND,running,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,4.31,Made,,,,,2.0,,,,,,,,,,,,,
188,PT11M13.00S,2025-01-17T00:40:24.9Z,2,REGULAR,3pt,Jump Shot,[],1627736,71.13994743758212,85.7843137254902,1610612765,26,33,2025-01-17T00:40:30Z,1780000,False,179.0,219.0,1,right,MISS M. Beasley 28' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,28.26,Missed,,,,,,,,,,,,,,,,,,
189,PT11M10.00S,2025-01-17T00:40:27.5Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612754,26,33,2025-01-17T00:40:27Z,1790000,False,,,0,,T. Bryant REBOUND (Off:1 Def:1),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,,,188.0,2.0,1.0,1.0,,,,,,,,,,,,,,
190,PT11M07.00S,2025-01-17T00:40:33.1Z,2,REGULAR,foul,personal,[],1641842,,,1610612754,26,33,2025-01-17T00:40:58Z,1800000,False,,,0,,R. Holland II personal FOUL (1 PF),"[1641842, 1627783]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2714.0,1.0,0.0,,,Siakam,1627783.0
192,PT10M57.00S,2025-01-17T00:40:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,6.093955321944804,61.029411764705884,1610612754,26,33,2025-01-17T00:41:01Z,1820000,False,-55.0,5.0,1,left,MISS T. McConnell driving Layup,[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,,
193,PT10M55.00S,2025-01-17T00:40:58.6Z,2,REGULAR,rebound,offensive,[],1628418,,,1610612754,26,33,2025-01-17T00:40:58Z,1830000,False,,,0,,T. Bryant REBOUND (Off:2 Def:1),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,192.0,3.0,1.0,2.0,,,,,,,,,,,,,,
194,PT10M51.00S,2025-01-17T00:41:12.4Z,2,REGULAR,foul,technical,['1freethrow'],1630191,,,1610612754,26,33,2025-01-17T00:41:30Z,1840000,False,,,0,,I. Stewart defensive-3-second technical FOUL (1 Tech),[1630191],1610612765.0,DET,defensive-3-second,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1629178.0,0.0,1.0,,,,
195,PT10M51.00S,2025-01-17T00:41:34.8Z,2,REGULAR,freethrow,1 of 1,[],1630174,,,1610612754,26,34,2025-01-17T00:41:34Z,1850000,False,,,0,,A. Nesmith technical Free Throw 1 of 1 (9 PTS),[1630174],1610612754.0,IND,technical,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
196,PT10M40.00S,2025-01-17T00:41:57.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204456,5.962549277266746,43.627450980392155,1610612754,26,34,2025-01-17T00:42:36Z,1860000,False,32.0,4.0,1,left,MISS T. McConnell driving Layup,[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
197,PT10M37.00S,2025-01-17T00:42:00.6Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,26,34,2025-01-17T00:42:03Z,1870000,False,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,196.0,2.0,1.0,1.0,,,,,,,,,,,,,,
198,PT10M35.00S,2025-01-17T00:42:03.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641842,93.87319316688567,57.59803921568628,1610612765,26,34,2025-01-17T00:42:08Z,1880000,False,38.0,5.0,1,right,MISS R. Holland II running Layup,[1641842],1610612765.0,DET,running,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,,,,,,
199,PT10M33.00S,2025-01-17T00:42:05.2Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612754,26,34,2025-01-17T00:42:08Z,1890000,False,,,0,,T. Bryant REBOUND (Off:2 Def:2),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,198.0,4.0,2.0,2.0,,,,,,,,,,,,,,
200,PT10M26.00S,2025-01-17T00:42:11.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628418,10.82457293035479,44.85294117647059,1610612754,26,34,2025-01-17T00:42:16Z,1900000,False,26.0,49.0,1,left,MISS T. Bryant floating Shot,[1628418],1610612754.0,IND,floating,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
201,PT10M24.00S,2025-01-17T00:42:13.5Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,26,34,2025-01-17T00:42:16Z,1910000,False,,,0,,I. Stewart REBOUND (Off:1 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,200.0,3.0,2.0,1.0,,,,,,,,,,,,,,
202,PT10M15.00S,2025-01-17T00:42:23.2Z,2,REGULAR,3pt,Jump Shot,[],1641842,89.4053876478318,97.05882352941177,1610612765,26,34,2025-01-17T00:42:28Z,1920000,False,235.0,47.0,1,right,MISS R. Holland II 24' 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
203,PT10M13.00S,2025-01-17T00:42:25.4Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,26,34,2025-01-17T00:42:25Z,1930000,False,,,0,,I. Stewart REBOUND (Off:2 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,,,202.0,4.0,2.0,2.0,,,,,,,,,,,,,,
204,PT10M10.00S,2025-01-17T00:42:27.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641842,93.87319316688567,55.14705882352941,1610612765,28,34,2025-01-17T00:42:31Z,1940000,False,26.0,5.0,1,right,R. Holland II cutting Layup (2 PTS) (I. Stewart 1 AST),"[1641842, 1630191]",1610612765.0,DET,cutting,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,2.0,I. Stewart,1630191.0,1.0,,,,,,,,,,
206,PT09M57.00S,2025-01-17T00:42:45.7Z,2,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612754,28,34,2025-01-17T00:42:54Z,1960000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630191, 1627783]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629178.0,1.0,1.0,,,Siakam,1627783.0
208,PT09M57.00S,2025-01-17T00:43:22.3Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,28,35,2025-01-17T00:43:22Z,1980000,False,,,0,,P. Siakam Free Throw 1 of 2 (3 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
209,PT09M57.00S,2025-01-17T00:43:44.0Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,28,36,2025-01-17T00:43:44Z,1990000,False,,,0,,P. Siakam Free Throw 2 of 2 (4 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
210,PT09M38.00S,2025-01-17T00:44:03.7Z,2,REGULAR,3pt,Jump Shot,[],1631204,68.24901445466492,30.14705882352942,1610612765,31,36,2025-01-17T00:44:18Z,2000000,False,-99.0,246.0,1,right,M. Sasser 26' 3PT step back (3 PTS) (I. Stewart 2 AST),"[1631204, 1630191]",1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,26.53,Made,,,,,3.0,I. Stewart,1630191.0,2.0,,,,,,,,,,
212,PT09M33.00S,2025-01-17T00:44:16.4Z,2,REGULAR,foul,personal,[],1641842,,,1610612754,31,36,2025-01-17T00:44:26Z,2020000,False,,,0,,R. Holland II personal FOUL (2 PF),"[1641842, 1627783]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2714.0,2.0,0.0,,,Siakam,1627783.0
214,PT09M19.00S,2025-01-17T00:44:46.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,5.962549277266746,41.42156862745098,1610612754,31,38,2025-01-17T00:45:10Z,2040000,False,43.0,4.0,1,left,P. Siakam driving floating bank Jump Shot (6 PTS),[1627783],1610612754.0,IND,driving floating bank,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,4.3,Made,,,,,6.0,,,,,,,,,,,,,
215,PT09M01.00S,2025-01-17T00:45:15.8Z,2,REGULAR,foul,personal,[],1627783,,,1610612765,31,38,2025-01-17T00:45:25Z,2050000,False,,,0,,P. Siakam loose ball personal FOUL (1 PF),"[1627783, 1631323]",1610612754.0,IND,loose ball,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2714.0,1.0,1.0,,,Fontecchio,1631323.0
217,PT08M53.00S,2025-01-17T00:45:44.3Z,2,REGULAR,3pt,Jump Shot,[],1627736,67.59198423127464,33.08823529411765,1610612765,34,38,2025-01-17T00:45:48Z,2070000,False,-85.0,252.0,1,right,M. Beasley 26' 3PT  (3 PTS) (M. Sasser 3 AST),"[1627736, 1631204]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,26.59,Made,,,,,3.0,M. Sasser,1631204.0,3.0,,,,,,,,,,
220,PT08M46.00S,2025-01-17T00:46:04.8Z,2,REGULAR,substitution,out,[],1628418,,,1610612754,34,38,2025-01-17T00:46:10Z,2100000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M46.00S,2025-01-17T00:46:04.8Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,34,38,2025-01-17T00:46:10Z,2110000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M43.00S,2025-01-17T00:46:22.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.013797634691201,44.36274509803921,1610612754,34,40,2025-01-17T00:46:29Z,2120000,False,28.0,13.0,1,left,P. Siakam cutting Layup (8 PTS) (T. McConnell 2 AST),"[1627783, 204456]",1610612754.0,IND,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,8.0,T. McConnell,204456.0,2.0,,,,,,,,,,
224,PT08M40.00S,2025-01-17T00:46:33.2Z,2,REGULAR,turnover,inbound,[],1630191,,,1610612765,34,40,2025-01-17T00:46:50Z,2140000,False,,,0,,I. Stewart inbound TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,2714.0,,,,,,
225,PT08M39.00S,2025-01-17T00:46:53.6Z,2,REGULAR,foul,offensive,[],1626167,,,1610612754,34,40,2025-01-17T00:47:33Z,2150000,False,,,0,,M. Turner offensive FOUL (1 PF),"[1626167, 1641842]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,101283.0,1.0,0.0,,,Holland II,1641842.0
227,PT08M39.00S,2025-01-17T00:46:53.6Z,2,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,34,40,2025-01-17T00:46:53Z,2170000,False,,,0,,M. Turner offensive foul TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,101283.0,,,,,,
228,PT08M31.00S,2025-01-17T00:47:10.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631204,69.69448094612352,78.18627450980392,1610612765,34,40,2025-01-17T00:47:14Z,2180000,False,141.0,232.0,1,right,MISS M. Sasser 27' step back 3PT,[1631204],1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
229,PT08M28.00S,2025-01-17T00:47:12.6Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,34,40,2025-01-17T00:47:12Z,2190000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,228.0,1.0,1.0,0.0,,,,,,,,,,,,,,
230,PT08M25.00S,2025-01-17T00:47:15.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,4.254270696452039,57.84313725490196,1610612754,34,42,2025-01-17T00:47:21Z,2200000,False,-39.0,-13.0,1,left,P. Siakam running Layup (10 PTS) (T. McConnell 3 AST),"[1627783, 204456]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,4.11,Made,,,,,10.0,T. McConnell,204456.0,3.0,,,,,,,,,,
234,PT08M17.00S,2025-01-17T00:47:42.1Z,2,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612765,34,42,2025-01-17T00:47:56Z,2240000,False,,,0,,P. Siakam shooting personal FOUL (2 PF) (Holland II 2 FT),"[1627783, 1641842]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629178.0,2.0,1.0,,,Holland II,1641842.0
238,PT08M17.00S,2025-01-17T00:48:17.9Z,2,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612765,34,42,2025-01-17T00:48:54Z,2280000,False,,,0,,TEAM foul technical,[],1610612754.0,IND,delay,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,
239,PT08M17.00S,2025-01-17T00:48:38.5Z,2,REGULAR,freethrow,1 of 1,[],1627736,,,1610612765,34,42,2025-01-17T00:48:38Z,2290000,False,,,0,,MISS M. Beasley technical Free Throw 1 of 1,[1627736],1610612765.0,DET,technical,,,Beasley,M. Beasley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT08M17.00S,2025-01-17T00:48:38.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,34,42,2025-01-17T00:48:38Z,2300000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,
241,PT08M17.00S,2025-01-17T00:48:45.2Z,2,REGULAR,freethrow,1 of 2,[],1641842,,,1610612765,35,42,2025-01-17T00:48:45Z,2310000,False,,,0,,R. Holland II Free Throw 1 of 2 (3 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
242,PT08M17.00S,2025-01-17T00:48:47.8Z,2,REGULAR,substitution,out,[],1631204,,,1610612765,35,42,2025-01-17T00:48:57Z,2320000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M17.00S,2025-01-17T00:48:47.8Z,2,REGULAR,substitution,out,[],1630174,,,1610612765,35,42,2025-01-17T00:48:57Z,2330000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M17.00S,2025-01-17T00:48:47.8Z,2,REGULAR,substitution,out,[],1641767,,,1610612765,35,42,2025-01-17T00:48:57Z,2340000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M17.00S,2025-01-17T00:48:47.8Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,35,42,2025-01-17T00:48:57Z,2350000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M17.00S,2025-01-17T00:48:47.8Z,2,REGULAR,substitution,in,[],1641716,,,1610612765,35,42,2025-01-17T00:48:57Z,2360000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M17.00S,2025-01-17T00:48:47.8Z,2,REGULAR,substitution,in,[],1629614,,,1610612765,35,42,2025-01-17T00:48:57Z,2370000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M17.00S,2025-01-17T00:49:05.3Z,2,REGULAR,freethrow,2 of 2,[],1641842,,,1610612765,36,42,2025-01-17T00:49:05Z,2380000,False,,,0,,R. Holland II Free Throw 2 of 2 (4 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
249,PT07M52.00S,2025-01-17T00:49:34.0Z,2,REGULAR,3pt,Jump Shot,[],1626167,33.952036793692514,58.088235294117645,1610612754,36,45,2025-01-17T00:50:02Z,2390000,False,-40.0,267.0,1,left,M. Turner 26' 3PT step back (14 PTS) (J. Walker 1 AST),"[1626167, 1641716]",1610612754.0,IND,step back,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.96,Made,,,,,14.0,J. Walker,1641716.0,1.0,,,,,,,,,,
251,PT07M38.00S,2025-01-17T00:49:48.0Z,2,REGULAR,3pt,Jump Shot,[],1630595,67.32917214191853,44.85294117647059,1610612765,36,45,2025-01-17T00:50:21Z,2410000,False,-26.0,255.0,1,right,MISS C. Cunningham 25' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
252,PT07M34.00S,2025-01-17T00:49:52.0Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,36,45,2025-01-17T00:49:56Z,2420000,False,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,,,
253,PT07M28.00S,2025-01-17T00:49:56.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",204456,10.036136662286467,47.05882352941176,1610612754,36,45,2025-01-17T00:50:46Z,2430000,False,15.0,42.0,1,left,MISS T. McConnell driving floating Shot,[204456],1610612754.0,IND,driving floating,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,,
254,PT07M26.00S,2025-01-17T00:49:58.9Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,36,45,2025-01-17T00:50:47Z,2440000,False,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,253.0,5.0,3.0,2.0,,,,,,,,,,,,,,
255,PT07M23.00S,2025-01-17T00:50:01.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627736,92.42772667542707,59.068627450980394,1610612765,36,45,2025-01-17T00:50:12Z,2450000,False,45.0,19.0,1,right,MISS M. Beasley running finger roll Layup,[1627736],1610612765.0,DET,running finger roll,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,,,,
256,PT07M21.00S,2025-01-17T00:50:04.3Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,36,45,2025-01-17T00:50:04Z,2460000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,255.0,2.0,2.0,0.0,,,,,,,,,,,,,,
257,PT07M11.00S,2025-01-17T00:50:19.7Z,2,REGULAR,foul,personal,[],1641842,,,1610612754,36,45,2025-01-17T00:50:30Z,2470000,False,,,0,,R. Holland II personal FOUL (3 PF),"[1641842, 1626167]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1629178.0,3.0,0.0,,,Turner,1626167.0
259,PT07M11.00S,2025-01-17T00:50:30.3Z,2,REGULAR,substitution,out,[],1641842,,,1610612754,36,45,2025-01-17T00:50:45Z,2490000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M11.00S,2025-01-17T00:50:30.3Z,2,REGULAR,substitution,out,[],1627736,,,1610612754,36,45,2025-01-17T00:50:45Z,2500000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M11.00S,2025-01-17T00:50:30.3Z,2,REGULAR,substitution,out,[],204456,,,1610612754,36,45,2025-01-17T00:50:45Z,2510000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M11.00S,2025-01-17T00:50:30.3Z,2,REGULAR,substitution,in,[],1641709,,,1610612754,36,45,2025-01-17T00:50:45Z,2520000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M11.00S,2025-01-17T00:50:30.3Z,2,REGULAR,substitution,in,[],203501,,,1610612754,36,45,2025-01-17T00:50:45Z,2530000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M11.00S,2025-01-17T00:50:30.3Z,2,REGULAR,substitution,in,[],1630169,,,1610612754,36,45,2025-01-17T00:50:45Z,2540000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
