actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
173,PT00M00.00S,2024-12-04T00:37:13.0Z,1,REGULAR,period,end,[],0,,,1610612749,31,36,2024-12-04T00:37:13Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-12-04T00:38:29.2Z,2,REGULAR,substitution,out,['startperiod'],1641709,,,1610612749,31,36,2024-12-04T00:38:59Z,1650000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2024-12-04T00:38:29.2Z,2,REGULAR,substitution,out,['startperiod'],1641748,,,1610612749,31,36,2024-12-04T00:38:59Z,1660000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2024-12-04T00:38:29.2Z,2,REGULAR,substitution,in,['startperiod'],1641842,,,1610612749,31,36,2024-12-04T00:38:59Z,1670000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2024-12-04T00:38:29.2Z,2,REGULAR,substitution,in,['startperiod'],201572,,,1610612749,31,36,2024-12-04T00:38:59Z,1680000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2024-12-04T00:38:58.4Z,2,REGULAR,period,start,[],0,,,1610612765,31,36,2024-12-04T00:39:00Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M44.00S,2024-12-04T00:39:12.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,6.619579500657039,46.32352941176471,1610612765,31,36,2024-12-04T00:39:18Z,1700000,False,18.0,10.0,1,left,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
181,PT11M41.00S,2024-12-04T00:39:15.7Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,31,36,2024-12-04T00:39:18Z,1710000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,,
182,PT11M36.00S,2024-12-04T00:39:21.4Z,2,REGULAR,3pt,Jump Shot,[],1629018,95.31865965834429,2.941176470588232,1610612749,31,39,2024-12-04T00:42:24Z,1720000,False,-235.0,-8.0,1,right,G. Trent Jr. 3PT pullup (5 PTS),[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,23.55,Made,5.0,,,,,,,,,,,,,,,,,
183,PT11M23.00S,2024-12-04T00:39:34.3Z,2,REGULAR,2pt,Jump Shot,[],1631093,20.811432325886997,29.90196078431373,1610612765,31,39,2024-12-04T00:39:38Z,1730000,False,100.0,143.0,1,left,MISS J. Ivey 17' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,17.49,Missed,,,,,,,,,,,,,,,,,,
184,PT11M21.00S,2024-12-04T00:39:36.3Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,31,39,2024-12-04T00:39:38Z,1740000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,16-24 Right Center,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,
185,PT11M14.00S,2024-12-04T00:39:43.0Z,2,REGULAR,3pt,Jump Shot,[],203081,65.62089356110381,81.86274509803921,1610612749,31,39,2024-12-04T00:43:07Z,1750000,False,159.0,271.0,1,right,MISS D. Lillard 31' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,31.41,Missed,,,,,,,,,,,,,,,,,,
186,PT11M11.00S,2024-12-04T00:39:46.6Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,31,39,2024-12-04T00:39:46Z,1760000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:1),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,185.0,2.0,1.0,1.0,,,,,,,,,,,,,
187,PT11M08.00S,2024-12-04T00:39:49.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627736,8.459264126149804,44.36274509803921,1610612765,33,39,2024-12-04T00:40:07Z,1770000,False,28.0,27.0,1,left,M. Beasley running DUNK (4 PTS) (R. Holland II 1 AST),"[1627736, 1641842]",1610612765.0,DET,running,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,3.9,Made,4.0,,,,,,,,,,,,,R. Holland II,1641842.0,1.0,,
190,PT10M53.00S,2024-12-04T00:40:11.3Z,2,REGULAR,substitution,out,[],1627736,,,1610612749,33,39,2024-12-04T00:40:28Z,1800000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M53.00S,2024-12-04T00:40:11.3Z,2,REGULAR,substitution,out,[],1631093,,,1610612749,33,39,2024-12-04T00:40:28Z,1810000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M53.00S,2024-12-04T00:40:11.3Z,2,REGULAR,substitution,in,[],1630595,,,1610612749,33,39,2024-12-04T00:40:28Z,1820000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M53.00S,2024-12-04T00:40:11.3Z,2,REGULAR,substitution,in,[],203501,,,1610612749,33,39,2024-12-04T00:40:28Z,1830000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M44.00S,2024-12-04T00:40:37.7Z,2,REGULAR,3pt,Jump Shot,[],201572,66.01511169513799,24.75490196078431,1610612749,33,39,2024-12-04T00:40:49Z,1840000,False,-126.0,267.0,1,right,MISS B. Lopez 29' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,29.53,Missed,,,,,,,,,,,,,,,,,,
195,PT10M43.00S,2024-12-04T00:40:38.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,33,39,2024-12-04T00:40:49Z,1850000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,194.0,,,,,,,,,,,,,,,,
196,PT10M43.00S,2024-12-04T00:40:47.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612749,33,39,2024-12-04T00:40:52Z,1860000,False,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,201246.0,,,,,,,,,,,,
197,PT10M23.00S,2024-12-04T00:41:09.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,17.789093298291732,58.57843137254902,1610612765,35,39,2024-12-04T00:41:14Z,1870000,False,-43.0,115.0,1,left,C. Cunningham 12' step back Jump Shot (7 PTS) (I. Stewart 2 AST),"[1630595, 1630191]",1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,12.25,Made,7.0,,,,,,,,,,,,,I. Stewart,1630191.0,2.0,,
198,PT10M05.00S,2024-12-04T00:41:27.3Z,2,REGULAR,3pt,Jump Shot,[],1626171,67.19776609724047,51.71568627450981,1610612749,35,42,2024-12-04T00:41:31Z,1880000,False,9.0,256.0,1,right,B. Portis 25' 3PT  (5 PTS) (D. Lillard 1 AST),"[1626171, 203081]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,25.59,Made,5.0,,,,,,,,,,,,,D. Lillard,203081.0,1.0,,
200,PT09M57.00S,2024-12-04T00:41:37.7Z,2,REGULAR,foul,personal,['2freethrow'],1631260,,,1610612765,35,42,2024-12-04T00:41:47Z,1900000,False,,,0,,A. Green shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1631260, 1630595]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201246.0,,1.0,0.0,Cunningham,1630595.0,,,,,,,
202,PT09M57.00S,2024-12-04T00:42:06.6Z,2,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,36,42,2024-12-04T00:42:30Z,1920000,False,,,0,,C. Cunningham Free Throw 1 of 2 (8 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
203,PT09M57.00S,2024-12-04T00:42:06.6Z,2,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,36,42,2024-12-04T00:42:30Z,1930000,False,,,0,,MISS C. Cunningham Free Throw 2 of 2,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
204,PT09M54.00S,2024-12-04T00:42:09.6Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612749,36,42,2024-12-04T00:42:30Z,1940000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,
225,PT09M43.00S,2024-12-04T00:42:22.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.74178712220763,50.0,1610612749,36,42,2024-12-04T00:45:46Z,1945000,False,0.0,6.0,1,right,MISS D. Lillard driving Layup - blocked,"[203081, 1641842]",1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,Holland II,1641842.0,,,,,
226,PT09M43.00S,2024-12-04T00:42:22.9Z,2,REGULAR,block,,[],1641842,,,1610612749,36,42,2024-12-04T00:45:46Z,1947500,False,,,0,,R. Holland II BLOCK (1 BLK),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT09M42.00S,2024-12-04T00:42:23.9Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,36,42,2024-12-04T00:45:46Z,1948750,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,225.0,2.0,2.0,0.0,,,,,,,,,,,,,
207,PT09M37.00S,2024-12-04T00:42:46.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,31.718134034165573,28.186274509803923,1610612765,36,42,2024-12-04T00:46:42Z,1970000,False,109.0,246.0,1,left,MISS C. Cunningham 26' running pullup 3PT,[1630595],1610612765.0,DET,running pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
208,PT09M35.00S,2024-12-04T00:42:48.6Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,36,42,2024-12-04T00:42:59Z,1980000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,,207.0,2.0,2.0,0.0,,,,,,,,,,,,,
209,PT09M23.00S,2024-12-04T00:42:58.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629018,90.45663600525624,43.38235294117647,1610612749,36,42,2024-12-04T00:47:17Z,1990000,False,-33.0,37.0,1,right,MISS G. Trent Jr. turnaround Hook,[1629018],1610612749.0,MIL,turnaround,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
210,PT09M21.00S,2024-12-04T00:43:00.6Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,36,42,2024-12-04T00:47:17Z,2000000,False,,,0,,B. Lopez REBOUND (Off:1 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,209.0,3.0,2.0,1.0,,,,,,,,,,,,,
211,PT09M14.00S,2024-12-04T00:43:06.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631260,93.74178712220763,2.6960784313725554,1610612749,36,45,2024-12-04T00:43:10Z,2010000,False,-237.0,6.0,1,right,A. Green 3PT  (3 PTS) (B. Portis 1 AST),"[1631260, 1626171]",1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,23.66,Made,3.0,,,,,,,,,,,,,B. Portis,1626171.0,1.0,,
213,PT08M55.00S,2024-12-04T00:43:26.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,5.962549277266746,62.99019607843137,1610612765,38,45,2024-12-04T00:43:34Z,2030000,False,-65.0,4.0,1,left,C. Cunningham 6' driving floating Jump Shot (10 PTS),[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,6.51,Made,10.0,,,,,,,,,,,,,,,,,
214,PT08M44.00S,2024-12-04T00:43:43.1Z,2,REGULAR,foul,personal,[],1631323,,,1610612749,38,45,2024-12-04T00:44:02Z,2040000,False,,,0,,S. Fontecchio personal FOUL (2 PF),"[1631323, 203081]",1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Center,,,,,,,,1628487.0,,2.0,0.0,Lillard,203081.0,,,,,,,
216,PT08M44.00S,2024-12-04T00:43:51.5Z,2,REGULAR,substitution,out,[],1641842,,,1610612749,38,45,2024-12-04T00:44:05Z,2060000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M44.00S,2024-12-04T00:43:51.5Z,2,REGULAR,substitution,out,[],1630191,,,1610612749,38,45,2024-12-04T00:44:05Z,2070000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M44.00S,2024-12-04T00:43:51.5Z,2,REGULAR,substitution,in,[],1631105,,,1610612749,38,45,2024-12-04T00:44:05Z,2080000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M44.00S,2024-12-04T00:43:51.5Z,2,REGULAR,substitution,in,[],202699,,,1610612749,38,45,2024-12-04T00:44:05Z,2090000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M34.00S,2024-12-04T00:44:14.0Z,2,REGULAR,3pt,Jump Shot,[],1629018,70.61432325886992,78.67647058823529,1610612749,38,48,2024-12-04T00:48:06Z,2100000,False,143.0,224.0,1,right,G. Trent Jr. 26' 3PT pullup (8 PTS),[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.57,Made,8.0,,,,,,,,,,,,,,,,,
221,PT08M08.00S,2024-12-04T00:44:38.7Z,2,REGULAR,3pt,Jump Shot,[],1630595,21.468462549277262,7.843137254901961,1610612765,38,48,2024-12-04T00:44:44Z,2110000,False,211.0,149.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
222,PT08M05.00S,2024-12-04T00:44:41.6Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,38,48,2024-12-04T00:44:41Z,2120000,False,,,0,,A. Green REBOUND (Off:0 Def:2),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,
223,PT07M58.00S,2024-12-04T00:44:49.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.3988173455979,54.16666666666667,1610612749,38,50,2024-12-04T00:44:53Z,2130000,False,21.0,0.0,1,right,D. Lillard driving Layup (14 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.08,Made,14.0,,,,,,,,,,,,,,,,,
224,PT07M58.00S,2024-12-04T00:44:54.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,38,50,2024-12-04T00:44:55Z,2140000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M58.00S,2024-12-04T00:44:55.7Z,2,REGULAR,substitution,out,[],1631323,,,1610612765,38,50,2024-12-04T00:47:19Z,2150000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M58.00S,2024-12-04T00:44:55.7Z,2,REGULAR,substitution,in,[],1631093,,,1610612765,38,50,2024-12-04T00:47:19Z,2160000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M32.00S,2024-12-04T00:48:09.4Z,2,REGULAR,3pt,Jump Shot,[],202699,10.298948751642584,2.941176470588232,1610612765,41,50,2024-12-04T00:48:14Z,2170000,False,235.0,44.0,1,left,T. Harris 3PT  (7 PTS) (C. Cunningham 3 AST),"[202699, 1630595]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,23.94,Made,7.0,,,,,,,,,,,,,C. Cunningham,1630595.0,3.0,,
232,PT07M12.00S,2024-12-04T00:48:29.0Z,2,REGULAR,3pt,Jump Shot,[],1626171,74.55650459921156,9.803921568627445,1610612749,41,53,2024-12-04T00:48:34Z,2190000,False,-201.0,187.0,1,right,B. Portis 27' 3PT  (8 PTS) (D. Lillard 2 AST),"[1626171, 203081]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,27.43,Made,8.0,,,,,,,,,,,,,D. Lillard,203081.0,2.0,,
234,PT06M59.00S,2024-12-04T00:48:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,5.305519053876466,46.568627450980394,1610612765,41,53,2024-12-04T00:48:47Z,2210000,False,17.0,-3.0,1,left,MISS C. Cunningham driving reverse Layup - blocked,"[1630595, 201572]",1610612765.0,DET,driving reverse,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,Lopez,201572.0,,,,,
367,PT06M59.00S,2024-12-04T00:48:42.2Z,2,REGULAR,block,,[],201572,,,1610612765,41,53,2024-12-04T01:14:44Z,2220000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
236,PT06M55.00S,2024-12-04T00:48:46.2Z,2,REGULAR,rebound,offensive,[],202699,,,1610612765,41,53,2024-12-04T00:48:47Z,2230000,False,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,234.0,2.0,1.0,1.0,,,,,,,,,,,,,
237,PT06M54.00S,2024-12-04T00:48:47.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,7.539421813403408,46.07843137254902,1610612765,43,53,2024-12-04T00:50:36Z,2240000,False,20.0,18.0,1,left,T. Harris putback Layup (9 PTS),[202699],1610612765.0,DET,putback,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.69,Made,9.0,,,,,,,,,,,,,,,,,
238,PT06M52.00S,2024-12-04T00:48:52.9Z,2,REGULAR,foul,personal,[],202699,,,1610612749,43,53,2024-12-04T00:49:07Z,2250000,False,,,0,,T. Harris personal FOUL (1 PF),"[202699, 203081]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,201246.0,,1.0,0.0,Lillard,203081.0,,,,,,,
240,PT06M52.00S,2024-12-04T00:49:01.7Z,2,REGULAR,substitution,out,[],201572,,,1610612749,43,53,2024-12-04T00:49:12Z,2270000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M52.00S,2024-12-04T00:49:01.7Z,2,REGULAR,substitution,in,[],203507,,,1610612749,43,53,2024-12-04T00:49:12Z,2280000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M43.00S,2024-12-04T00:49:24.9Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612749,43,53,2024-12-04T00:49:35Z,2290000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1631093]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,,,,,,,,,,Ivey,1631093.0
243,PT06M43.00S,2024-12-04T00:49:24.9Z,2,REGULAR,steal,,[],1631093,,,1610612765,43,53,2024-12-04T00:49:27Z,2300000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
244,PT06M40.00S,2024-12-04T00:49:31.0Z,2,REGULAR,foul,personal,['3freethrow'],1631260,,,1610612765,43,53,2024-12-04T00:50:49Z,2310000,False,,,0,,A. Green shooting personal FOUL (2 PF) (Hardaway Jr. 3 FT),"[1631260, 203501]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,201246.0,,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,
246,PT06M40.00S,2024-12-04T00:50:02.1Z,2,REGULAR,freethrow,1 of 3,"['fromturnover', 'fastbreak']",203501,,,1610612765,44,53,2024-12-04T00:50:41Z,2330000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 3 (6 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
247,PT06M40.00S,2024-12-04T00:50:02.1Z,2,REGULAR,freethrow,2 of 3,"['fromturnover', 'fastbreak']",203501,,,1610612765,45,53,2024-12-04T00:50:41Z,2340000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 3 (7 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
248,PT06M40.00S,2024-12-04T00:50:02.1Z,2,REGULAR,freethrow,3 of 3,"['fromturnover', 'fastbreak']",203501,,,1610612765,46,53,2024-12-04T00:50:41Z,2350000,False,,,0,,T. Hardaway Jr. Free Throw 3 of 3 (8 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
249,PT06M24.00S,2024-12-04T00:50:49.7Z,2,REGULAR,3pt,Jump Shot,[],1631260,67.59198423127464,44.11764705882353,1610612749,46,56,2024-12-04T00:52:09Z,2360000,False,-29.0,252.0,1,right,A. Green 25' 3PT pullup (6 PTS) (D. Lillard 3 AST),"[1631260, 203081]",1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Center,25.38,Made,6.0,,,,,,,,,,,,,D. Lillard,203081.0,3.0,,
251,PT06M16.00S,2024-12-04T00:51:00.3Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612765,46,56,2024-12-04T00:51:13Z,2380000,False,,,0,,B. Portis shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1626171, 1630595]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,1.0,0.0,Cunningham,1630595.0,,,,,,,
253,PT06M16.00S,2024-12-04T00:51:25.0Z,2,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,46,56,2024-12-04T00:51:25Z,2400000,False,,,0,,MISS C. Cunningham Free Throw 1 of 2,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
254,PT06M16.00S,2024-12-04T00:51:25.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,46,56,2024-12-04T00:51:25Z,2410000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,
255,PT06M16.00S,2024-12-04T00:51:25.9Z,2,REGULAR,substitution,out,[],203501,,,1610612765,46,56,2024-12-04T00:51:32Z,2420000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M16.00S,2024-12-04T00:51:25.9Z,2,REGULAR,substitution,in,[],1627736,,,1610612765,46,56,2024-12-04T00:51:32Z,2430000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M16.00S,2024-12-04T00:51:44.1Z,2,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,47,56,2024-12-04T00:51:44Z,2440000,False,,,0,,C. Cunningham Free Throw 2 of 2 (11 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
258,PT06M01.00S,2024-12-04T00:52:04.7Z,2,REGULAR,foul,personal,[],1631105,,,1610612749,47,56,2024-12-04T00:52:13Z,2450000,False,,,0,,J. Duren personal FOUL (3 PF),"[1631105, 203507]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,,,,,,201246.0,,3.0,0.0,Antetokounmpo,203507.0,,,,,,,
260,PT06M01.00S,2024-12-04T00:52:16.3Z,2,REGULAR,substitution,out,[],1631105,,,1610612749,47,56,2024-12-04T00:52:25Z,2470000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
