actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
390,PT09M50.00S,2024-12-17T01:27:27.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631105,95.71287779237845,44.85294117647059,1610612765,72,59,2024-12-17T01:27:31Z,3870000,False,-26.0,-12.0,1,right,J. Duren Layup (6 PTS) (C. Cunningham 11 AST),"[1631105, 1630595]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,2.84,Made,,,,,,,6.0,C. Cunningham,1630595.0,11.0,,,,,
392,PT09M50.00S,2024-12-17T01:27:32.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,72,59,2024-12-17T01:27:32Z,3890000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT09M50.00S,2024-12-17T01:27:43.8Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,72,59,2024-12-17T01:30:13Z,3900000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT09M50.00S,2024-12-17T01:27:43.8Z,3,REGULAR,substitution,in,[],1630696,,,1610612748,72,59,2024-12-17T01:30:13Z,3910000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT09M26.00S,2024-12-17T01:30:44.8Z,3,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612748,72,59,2024-12-17T01:31:18Z,3920000,False,,,0,,J. Duren shooting personal FOUL (4 PF) (Butler 2 FT),"[1631105, 202710]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Mid-Range,16-24 Center,,,,,,,1630886.0,4.0,0.0,Butler,202710.0,,,,,,,,,
397,PT09M26.00S,2024-12-17T01:31:26.4Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,72,60,2024-12-17T01:31:26Z,3940000,False,,,0,,J. Butler Free Throw 1 of 2 (22 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,,,22.0,,,,,,,,
398,PT09M26.00S,2024-12-17T01:31:27.4Z,3,REGULAR,substitution,out,[],1631105,,,1610612748,72,60,2024-12-17T01:31:32Z,3950000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT09M26.00S,2024-12-17T01:31:27.4Z,3,REGULAR,substitution,in,[],1630194,,,1610612748,72,60,2024-12-17T01:31:32Z,3960000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT09M26.00S,2024-12-17T01:32:00.3Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,72,61,2024-12-17T01:32:00Z,3970000,False,,,0,,J. Butler Free Throw 2 of 2 (23 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,,,23.0,,,,,,,,
401,PT09M11.00S,2024-12-17T01:32:16.3Z,3,REGULAR,2pt,Jump Shot,[],1630595,91.63929040735874,77.45098039215686,1610612765,72,61,2024-12-17T01:32:45Z,3980000,False,137.0,26.0,1,right,MISS C. Cunningham 13' step back Shot,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,13.98,Missed,,,,,,,,,,,,,,,
402,PT09M08.00S,2024-12-17T01:32:19.3Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,72,61,2024-12-17T01:32:22Z,3990000,False,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,401.0,,,,,,,,,,5.0,3.0,2.0,,
403,PT09M06.00S,2024-12-17T01:32:22.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,24.753613666228645,88.72549019607843,1610612748,72,61,2024-12-17T01:33:07Z,4000000,False,-194.0,180.0,1,left,MISS T. Herro 26' running 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,26.45,Missed,,,,,,,,,,,,,,,
404,PT09M04.00S,2024-12-17T01:32:24.2Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,72,61,2024-12-17T01:33:07Z,4010000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:6),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,403.0,,,,,,,,,,6.0,6.0,0.0,,
405,PT09M00.00S,2024-12-17T01:32:28.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641842,93.08475689881735,46.568627450980394,1610612765,74,61,2024-12-17T01:33:28Z,4020000,False,-17.0,13.0,1,right,R. Holland II running Layup (7 PTS) (C. Cunningham 12 AST),"[1641842, 1630595]",1610612765.0,DET,running,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,2.13,Made,,,,,,,7.0,C. Cunningham,1630595.0,12.0,,,,,
407,PT08M45.00S,2024-12-17T01:32:42.0Z,3,REGULAR,3pt,Jump Shot,[],1629312,32.37516425755584,78.43137254901961,1610612748,74,61,2024-12-17T01:33:45Z,4040000,False,-142.0,252.0,1,left,MISS H. Highsmith 28' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,28.92,Missed,,,,,,,,,,,,,,,
408,PT08M43.00S,2024-12-17T01:32:44.0Z,3,REGULAR,rebound,defensive,[],1641842,,,1610612765,74,61,2024-12-17T01:33:45Z,4050000,False,,,0,,R. Holland II REBOUND (Off:0 Def:2),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Left Center,,,,,,407.0,,,,,,,,,,2.0,2.0,0.0,,
409,PT08M30.00S,2024-12-17T01:32:58.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.61038107752957,42.40196078431373,1610612765,74,61,2024-12-17T01:34:30Z,4060000,False,-38.0,8.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,3.88,Missed,,,,,,,,,,,,,,,
411,PT08M28.00S,2024-12-17T01:33:00.1Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,74,61,2024-12-17T01:34:30Z,4080000,False,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,409.0,,,,,,,,,,6.0,4.0,2.0,,
412,PT08M22.00S,2024-12-17T01:33:05.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202710,12.270039421813408,51.96078431372549,1610612748,74,61,2024-12-17T01:33:15Z,4090000,False,-10.0,63.0,1,left,MISS J. Butler 6' running Layup - blocked,"[202710, 1627736]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,6.36,Missed,,,,,,,,,,,,,,Beasley,1627736.0
413,PT08M22.00S,2024-12-17T01:33:05.4Z,3,REGULAR,block,,[],1627736,,,1610612748,74,61,2024-12-17T01:33:08Z,4100000,False,,,0,,M. Beasley BLOCK (1 BLK),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
414,PT08M21.00S,2024-12-17T01:33:06.4Z,3,REGULAR,rebound,defensive,[],203501,,,1610612765,74,61,2024-12-17T01:35:27Z,4110000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,412.0,,,,,,,,,,2.0,2.0,0.0,,
415,PT08M16.00S,2024-12-17T01:33:13.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,91.11366622864652,43.13725490196079,1610612765,74,61,2024-12-17T01:36:10Z,4120000,False,-34.0,31.0,1,right,MISS M. Beasley driving floating Shot - blocked,"[1627736, 1629312]",1610612765.0,DET,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,4.62,Missed,,,,,,,,,,,,,,Highsmith,1629312.0
416,PT08M16.00S,2024-12-17T01:33:13.3Z,3,REGULAR,block,,[],1629312,,,1610612765,74,61,2024-12-17T01:33:16Z,4130000,False,,,0,,H. Highsmith BLOCK (1 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
417,PT08M14.00S,2024-12-17T01:33:15.3Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,74,61,2024-12-17T01:36:10Z,4140000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,415.0,,,,,,,,,,6.0,5.0,1.0,,
418,PT07M58.00S,2024-12-17T01:33:31.0Z,3,REGULAR,2pt,Jump Shot,[],1629639,22.651116951379763,72.79411764705883,1610612748,74,63,2024-12-17T01:36:29Z,4150000,False,-114.0,160.0,1,left,T. Herro 19' pullup Jump Shot (9 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,,,,19.68,Made,,,,,,,9.0,,,,,,,,
419,PT07M58.00S,2024-12-17T01:33:37.6Z,3,REGULAR,foul,personal,['1freethrow'],1627736,,,1610612748,74,63,2024-12-17T01:33:55Z,4160000,False,,,0,,M. Beasley shooting personal FOUL (2 PF) (Herro 1 FT),"[1627736, 1629639]",1610612765.0,DET,shooting,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Left Center,,,,,,,200832.0,2.0,0.0,Herro,1629639.0,,,,,,,,,
421,PT07M58.00S,2024-12-17T01:33:59.3Z,3,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,74,64,2024-12-17T01:33:59Z,4180000,False,,,0,,T. Herro Free Throw 1 of 1 (10 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,,,10.0,,,,,,,,
422,PT07M44.00S,2024-12-17T01:34:14.9Z,3,REGULAR,3pt,Jump Shot,[],1627736,79.41852825229961,91.17647058823529,1610612765,77,64,2024-12-17T01:37:29Z,4190000,False,206.0,141.0,1,right,M. Beasley 24' 3PT  (19 PTS) (C. Cunningham 13 AST),"[1627736, 1630595]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,24.96,Made,,,,,,,19.0,C. Cunningham,1630595.0,13.0,,,,,
424,PT07M23.00S,2024-12-17T01:34:36.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.606438896189218,62.254901960784316,1610612748,77,64,2024-12-17T01:34:41Z,4210000,False,-61.0,104.0,1,left,MISS B. Adebayo 12' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,,,,12.04,Missed,,,,,,,,,,,,,,,
425,PT07M20.00S,2024-12-17T01:34:39.1Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,77,64,2024-12-17T01:34:41Z,4220000,False,,,0,,J. Butler REBOUND (Off:3 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Left,,,,,,424.0,,,,,,,,,,7.0,4.0,3.0,,
426,PT07M14.00S,2024-12-17T01:34:47.1Z,3,REGULAR,foul,offensive,[],1630696,,,1610612748,77,64,2024-12-17T01:38:37Z,4230000,False,,,0,,D. Smith charge offensive FOUL (4 PF),"[1630696, 203501]",1610612748.0,MIA,charge,,,Smith,D. Smith,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1630886.0,4.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
428,PT07M14.00S,2024-12-17T01:34:47.1Z,3,REGULAR,turnover,offensive foul,[],1630696,,,1610612748,77,64,2024-12-17T01:34:47Z,4250000,False,,,0,,D. Smith offensive foul TURNOVER (1 TO),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,In The Paint (Non-RA),8-16 Right,1.0,,,,,,1630886.0,,,,,,,,,,,,,
429,PT07M14.00S,2024-12-17T01:35:04.2Z,3,REGULAR,substitution,out,[],1641842,,,1610612765,77,64,2024-12-17T01:35:21Z,4260000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT07M14.00S,2024-12-17T01:35:04.2Z,3,REGULAR,substitution,out,[],1630696,,,1610612765,77,64,2024-12-17T01:35:21Z,4270000,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT07M14.00S,2024-12-17T01:35:04.2Z,3,REGULAR,substitution,in,[],1641709,,,1610612765,77,64,2024-12-17T01:35:21Z,4280000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT07M14.00S,2024-12-17T01:35:04.2Z,3,REGULAR,substitution,in,[],1626179,,,1610612765,77,64,2024-12-17T01:35:21Z,4290000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M50.00S,2024-12-17T01:35:44.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630194,88.61695137976346,75.24509803921569,1610612765,79,64,2024-12-17T01:35:50Z,4300000,False,126.0,55.0,1,right,P. Reed 13' Jump Shot (4 PTS) (M. Beasley 2 AST),"[1630194, 1627736]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Mid-Range,8-16 Right,,,,13.75,Made,,,,,,,4.0,M. Beasley,1627736.0,2.0,,,,,
435,PT06M33.00S,2024-12-17T01:36:00.0Z,3,REGULAR,3pt,Jump Shot,[],1629639,37.23718791064389,70.58823529411765,1610612748,79,64,2024-12-17T01:39:22Z,4320000,False,-103.0,298.0,1,left,MISS T. Herro 31' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,31.48,Missed,,,,,,,,,,,,,,,
436,PT06M30.00S,2024-12-17T01:36:03.0Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612765,79,64,2024-12-17T01:42:38Z,4330000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,435.0,,,,,,,,,,1.0,1.0,0.0,,
437,PT06M24.00S,2024-12-17T01:36:12.0Z,3,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612765,79,64,2024-12-17T01:36:28Z,4340000,False,,,0,,T. Rozier shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1626179, 203501]",1610612748.0,MIA,shooting,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200832.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
439,PT06M24.00S,2024-12-17T01:36:50.8Z,3,REGULAR,freethrow,1 of 2,[],203501,,,1610612765,79,64,2024-12-17T01:36:50Z,4360000,False,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 2,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
440,PT06M24.00S,2024-12-17T01:36:50.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,79,64,2024-12-17T01:36:50Z,4370000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,439.0,,,,,,,,,,,,,,
441,PT06M24.00S,2024-12-17T01:36:51.8Z,3,REGULAR,substitution,out,[],1627736,,,1610612765,79,64,2024-12-17T01:36:54Z,4380000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M24.00S,2024-12-17T01:36:51.8Z,3,REGULAR,substitution,in,[],1631323,,,1610612765,79,64,2024-12-17T01:36:54Z,4390000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT06M24.00S,2024-12-17T01:37:14.7Z,3,REGULAR,freethrow,2 of 2,[],203501,,,1610612765,80,64,2024-12-17T01:37:14Z,4400000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (7 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
444,PT06M12.00S,2024-12-17T01:37:28.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,15.160972404730614,53.92156862745098,1610612748,80,66,2024-12-17T01:40:37Z,4410000,False,-20.0,90.0,1,left,B. Adebayo 9' turnaround Jump Shot (11 PTS),[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,9.21,Made,,,,,,,11.0,,,,,,,,
445,PT05M50.00S,2024-12-17T01:37:50.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,96.10709592641261,44.36274509803921,1610612765,82,66,2024-12-17T01:43:00Z,4420000,False,-28.0,-16.0,1,right,A. Thompson cutting DUNK (17 PTS) (C. Cunningham 14 AST),"[1641709, 1630595]",1610612765.0,DET,cutting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,3.24,Made,,,,,,,17.0,C. Cunningham,1630595.0,14.0,,,,,
447,PT05M40.00S,2024-12-17T01:38:00.0Z,3,REGULAR,foul,personal,['2freethrow'],203501,,,1610612748,82,66,2024-12-17T01:38:12Z,4440000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (4 PF) (Rozier 2 FT),"[203501, 1626179]",1610612765.0,DET,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,4.0,0.0,Rozier,1626179.0,,,,,,,,,
449,PT05M40.00S,2024-12-17T01:38:19.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,82,66,2024-12-17T01:38:19Z,4460000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M40.00S,2024-12-17T01:41:01.1Z,3,REGULAR,substitution,out,[],1641709,,,1610612748,82,66,2024-12-17T01:41:26Z,4480000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT05M40.00S,2024-12-17T01:41:01.1Z,3,REGULAR,substitution,out,[],1629312,,,1610612748,82,66,2024-12-17T01:41:26Z,4490000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M40.00S,2024-12-17T01:41:01.1Z,3,REGULAR,substitution,in,[],1641842,,,1610612748,82,66,2024-12-17T01:41:26Z,4500000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M40.00S,2024-12-17T01:41:01.1Z,3,REGULAR,substitution,in,[],1631170,,,1610612748,82,66,2024-12-17T01:41:26Z,4510000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT05M40.00S,2024-12-17T01:41:40.4Z,3,REGULAR,substitution,out,[],203501,,,1610612748,82,66,2024-12-17T01:41:44Z,4520000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT05M40.00S,2024-12-17T01:41:40.4Z,3,REGULAR,substitution,in,[],1631204,,,1610612748,82,66,2024-12-17T01:41:44Z,4530000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M40.00S,2024-12-17T01:41:53.0Z,3,REGULAR,freethrow,1 of 2,[],1626179,,,1610612748,82,67,2024-12-17T01:41:53Z,4540000,False,,,0,,T. Rozier Free Throw 1 of 2 (1 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
458,PT05M40.00S,2024-12-17T01:42:09.3Z,3,REGULAR,freethrow,2 of 2,[],1626179,,,1610612748,82,68,2024-12-17T01:42:09Z,4550000,False,,,0,,T. Rozier Free Throw 2 of 2 (2 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
459,PT05M22.00S,2024-12-17T01:42:28.2Z,3,REGULAR,2pt,Jump Shot,[],1630595,79.68134034165571,72.30392156862744,1610612765,82,68,2024-12-17T01:42:36Z,4560000,False,112.0,138.0,1,right,MISS C. Cunningham 17' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,,,,17.78,Missed,,,,,,,,,,,,,,,
460,PT05M20.00S,2024-12-17T01:42:30.2Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,82,68,2024-12-17T01:42:36Z,4570000,False,,,0,,J. Butler REBOUND (Off:3 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,459.0,,,,,,,,,,8.0,5.0,3.0,,
461,PT05M00.00S,2024-12-17T01:42:49.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,10.77529566360053,56.21936274509804,1610612748,82,68,2024-12-17T01:44:25Z,4580000,False,-31.0,49.0,1,left,MISS J. Butler driving finger roll Layup,[202710],1610612748.0,MIA,driving finger roll,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,5.79,Missed,,,,,,,,,,,,,,,
462,PT04M58.00S,2024-12-17T01:42:51.5Z,3,REGULAR,rebound,offensive,[],1626179,,,1610612748,82,68,2024-12-17T01:44:36Z,4590000,False,,,0,,T. Rozier REBOUND (Off:1 Def:0),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,461.0,,,,,,,,,,1.0,0.0,1.0,,
463,PT04M54.00S,2024-12-17T01:42:55.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631170,33.42641261498029,48.529411764705884,1610612748,82,68,2024-12-17T01:43:05Z,4600000,False,7.0,262.0,1,left,MISS J. Jaquez Jr. 26' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,,26.18,Missed,,,,,,,,,,,,,,,
464,PT04M52.00S,2024-12-17T01:42:57.7Z,3,REGULAR,rebound,defensive,[],1641842,,,1610612765,82,68,2024-12-17T01:43:05Z,4610000,False,,,0,,R. Holland II REBOUND (Off:0 Def:3),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,,,,,,463.0,,,,,,,,,,3.0,3.0,0.0,,
465,PT04M34.00S,2024-12-17T01:43:15.2Z,3,REGULAR,3pt,Jump Shot,[],1630595,78.23587385019711,11.519607843137265,1610612765,85,68,2024-12-17T01:43:20Z,4620000,False,-192.0,152.0,1,right,C. Cunningham 24' 3PT pullup (13 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,24.53,Made,,,,,,,13.0,,,,,,,,
466,PT04M05.00S,2024-12-17T01:43:44.9Z,3,REGULAR,2pt,Jump Shot,[],202710,22.519710906701704,62.5,1610612748,85,68,2024-12-17T01:45:23Z,4630000,False,-62.0,159.0,1,left,MISS J. Butler 17' step back Shot,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,17.1,Missed,,,,,,,,,,,,,,,
467,PT04M03.00S,2024-12-17T01:43:46.9Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,85,68,2024-12-17T01:45:23Z,4640000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:7),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,,,,,,466.0,,,,,,,,,,7.0,7.0,0.0,,
468,PT03M49.00S,2024-12-17T01:44:00.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,87.69710906701708,62.745098039215684,1610612765,85,68,2024-12-17T01:44:05Z,4650000,False,64.0,63.0,1,right,MISS M. Sasser 8' driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Right,,,,8.97,Missed,,,,,,,,,,,,,,,
469,PT03M48.00S,2024-12-17T01:44:01.8Z,3,REGULAR,rebound,offensive,[],1630194,,,1610612765,85,68,2024-12-17T01:45:52Z,4660000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Right,,,,,,468.0,,,,,,,,,,2.0,1.0,1.0,,
470,PT03M48.00S,2024-12-17T01:44:05.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630194,94.40999984741211,50.0,1610612765,85,68,2024-12-17T01:45:58Z,4670000,False,0.0,0.0,1,right,MISS P. Reed tip Layup,[1630194],1610612765.0,DET,tip,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
471,PT03M47.00S,2024-12-17T01:44:06.6Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,85,68,2024-12-17T01:45:58Z,4680000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,470.0,,,,,,,,,,2.0,2.0,0.0,,
