actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
509,PT12M00.00S,2024-11-10T21:52:11.5Z,4,REGULAR,substitution,in,['startperiod'],1629111,,,1610612765,64,72,2024-11-10T21:52:45Z,4980000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2024-11-10T21:52:11.5Z,4,REGULAR,substitution,in,['startperiod'],1642263,,,1610612765,64,72,2024-11-10T21:52:45Z,4990000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2024-11-10T21:52:53.3Z,4,REGULAR,period,start,[],0,,,1610612765,64,72,2024-11-10T21:52:53Z,5000000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT11M50.00S,2024-11-10T21:53:02.2Z,4,REGULAR,turnover,lost ball,[],1630595,,,1610612765,64,72,2024-11-10T21:53:08Z,5010000,False,,,0,,C. Cunningham lost ball TURNOVER (4 TO),"[1630595, 1641708]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,4.0,,,,Thompson,1641708.0
513,PT11M50.00S,2024-11-10T21:53:02.2Z,4,REGULAR,steal,,[],1641708,,,1610612745,64,72,2024-11-10T21:53:04Z,5020000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
514,PT11M47.00S,2024-11-10T21:53:07.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630224,8.623521681997373,47.549019607843135,1610612745,64,74,2024-11-10T21:53:55Z,5030000,False,12.0,29.0,1,left,J. Green cutting DUNK (9 PTS) (A. Thompson 2 AST),"[1630224, 1641708]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,9.0,,,,,,,,,A. Thompson,1641708.0,2.0,,
516,PT11M47.00S,2024-11-10T21:53:16.2Z,4,REGULAR,foul,technical,['1freethrow'],1630224,,,1610612765,64,74,2024-11-10T21:53:26Z,5050000,False,,,0,,J. Green technical FOUL (1 Tech),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,1627963.0,3.0,1.0,,,,,,,,
517,PT11M47.00S,2024-11-10T21:53:35.8Z,4,REGULAR,freethrow,1 of 1,[],1627736,,,1610612765,65,74,2024-11-10T21:53:35Z,5060000,False,,,0,,M. Beasley technical Free Throw 1 of 1 (6 PTS),[1627736],1610612765.0,DET,technical,,,Beasley,M. Beasley,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
518,PT11M34.00S,2024-11-10T21:54:00.6Z,4,REGULAR,3pt,Jump Shot,[],1627736,68.53851839684626,72.32689950980392,1610612765,65,74,2024-11-10T21:54:06Z,5070000,False,112.0,243.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,26.76,Missed,,,,,,,,,,,,,,,,,,
519,PT11M32.00S,2024-11-10T21:54:02.6Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,65,74,2024-11-10T21:54:06Z,5080000,False,,,0,,T. Eason REBOUND (Off:0 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,518.0,3.0,3.0,0.0,,,,,,,,,,,,,,
520,PT11M17.00S,2024-11-10T21:54:17.7Z,4,REGULAR,3pt,Jump Shot,[],1631106,29.517082785808146,27.228860294117645,1610612745,65,74,2024-11-10T21:54:24Z,5090000,False,114.0,225.0,1,left,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
521,PT11M16.00S,2024-11-10T21:54:18.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,65,74,2024-11-10T21:54:24Z,5100000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,520.0,,,,,,,,,,,,,,,,,
522,PT11M16.00S,2024-11-10T21:54:25.5Z,4,REGULAR,foul,personal,[],1629111,,,1610612765,65,74,2024-11-10T21:54:34Z,5110000,False,,,0,,J. Landale loose ball personal FOUL (2 PF),"[1629111, 1631323]",1610612745.0,HOU,loose ball,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627519.0,2.0,0.0,Fontecchio,1631323.0,,,,,,
524,PT11M16.00S,2024-11-10T21:54:36.0Z,4,REGULAR,foul,technical,['1freethrow'],1629111,,,1610612765,65,74,2024-11-10T21:54:43Z,5130000,False,,,0,,J. Landale technical FOUL (1 Tech),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,1627519.0,2.0,1.0,,,,,,,,
525,PT11M16.00S,2024-11-10T21:54:55.3Z,4,REGULAR,freethrow,1 of 1,[],1627736,,,1610612765,65,74,2024-11-10T21:54:55Z,5140000,False,,,0,,MISS M. Beasley technical Free Throw 1 of 1,[1627736],1610612765.0,DET,technical,,,Beasley,M. Beasley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
526,PT11M16.00S,2024-11-10T21:54:55.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,65,74,2024-11-10T21:54:55Z,5150000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
527,PT11M03.00S,2024-11-10T21:55:17.9Z,4,REGULAR,3pt,Jump Shot,[],1641842,92.64126149802891,3.4543504901960786,1610612765,65,74,2024-11-10T21:55:25Z,5160000,False,-233.0,17.0,1,right,MISS R. Holland II 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
528,PT10M57.00S,2024-11-10T21:55:23.9Z,4,REGULAR,rebound,defensive,[],1641708,,,1610612745,65,74,2024-11-10T21:55:25Z,5170000,False,,,0,,A. Thompson REBOUND (Off:1 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,527.0,5.0,4.0,1.0,,,,,,,,,,,,,,
529,PT10M54.00S,2024-11-10T21:55:25.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631106,17.296320630749015,96.56862745098039,1610612745,65,77,2024-11-10T21:55:33Z,5180000,False,-233.0,110.0,1,left,T. Eason 25' 3PT running (11 PTS) (A. Thompson 3 AST),"[1631106, 1641708]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,25.75,Made,,,,,11.0,,,,,,,,,A. Thompson,1641708.0,3.0,,
531,PT10M39.00S,2024-11-10T21:55:42.4Z,4,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612765,65,77,2024-11-10T21:55:54Z,5200000,False,,,0,,T. Eason shooting personal FOUL (2 PF) (Stewart 2 FT),"[1631106, 1630191]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627963.0,2.0,0.0,Stewart,1630191.0,,,,,,
533,PT10M39.00S,2024-11-10T21:56:15.4Z,4,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,66,77,2024-11-10T21:56:15Z,5220000,False,,,0,,I. Stewart Free Throw 1 of 2 (11 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
534,PT10M39.00S,2024-11-10T21:56:31.9Z,4,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,67,77,2024-11-10T21:56:31Z,5230000,False,,,0,,I. Stewart Free Throw 2 of 2 (12 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
535,PT10M27.00S,2024-11-10T21:56:45.2Z,4,REGULAR,3pt,Jump Shot,[],1630224,31.225361366622867,28.676470588235293,1610612745,67,77,2024-11-10T21:58:22Z,5240000,False,107.0,241.0,1,left,MISS J. Green 26' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
536,PT10M24.00S,2024-11-10T21:56:48.2Z,4,REGULAR,rebound,defensive,[],1627736,,,1610612765,67,77,2024-11-10T21:56:49Z,5250000,False,,,0,,M. Beasley REBOUND (Off:1 Def:1),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,535.0,2.0,1.0,1.0,,,,,,,,,,,,,,
537,PT10M18.00S,2024-11-10T21:56:54.0Z,4,REGULAR,3pt,Jump Shot,[],1630595,69.46452036793693,74.75490196078431,1610612765,67,77,2024-11-10T21:56:59Z,5260000,False,124.0,235.0,1,right,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
538,PT10M15.00S,2024-11-10T21:56:57.0Z,4,REGULAR,rebound,defensive,[],1630224,,,1610612745,67,77,2024-11-10T21:56:59Z,5270000,False,,,0,,J. Green REBOUND (Off:0 Def:5),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,537.0,5.0,5.0,0.0,,,,,,,,,,,,,,
539,PT10M06.00S,2024-11-10T21:57:05.4Z,4,REGULAR,3pt,Jump Shot,[],1642263,7.227332457293036,3.699448529411765,1610612745,67,80,2024-11-10T21:57:11Z,5280000,False,232.0,15.0,1,left,R. Sheppard 3PT  (3 PTS) (T. Eason 1 AST),"[1642263, 1631106]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Right Corner 3,24+ Right,23.2,Made,,,,,3.0,,,,,,,,,T. Eason,1631106.0,1.0,,
541,PT09M51.00S,2024-11-10T21:57:20.8Z,4,REGULAR,3pt,Jump Shot,[],1627736,93.64323258869908,4.411764705882353,1610612765,70,80,2024-11-10T21:57:25Z,5300000,False,-228.0,7.0,1,right,M. Beasley 3PT  (9 PTS) (C. Cunningham 6 AST),"[1627736, 1630595]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,22.8,Made,,,,,9.0,,,,,,,,,C. Cunningham,1630595.0,6.0,,
543,PT09M34.00S,2024-11-10T21:57:37.4Z,4,REGULAR,3pt,Jump Shot,[],1641708,11.383048620236531,4.166666666666666,1610612745,70,80,2024-11-10T21:57:42Z,5320000,False,229.0,55.0,1,left,MISS A. Thompson 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
544,PT09M30.00S,2024-11-10T21:57:41.4Z,4,REGULAR,rebound,offensive,[],1631106,,,1610612745,70,80,2024-11-10T21:57:42Z,5330000,False,,,0,,T. Eason REBOUND (Off:1 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,543.0,4.0,3.0,1.0,,,,,,,,,,,,,,
546,PT09M20.00S,2024-11-10T21:57:52.0Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631106,8.623521681997373,51.9607843137255,1610612745,70,82,2024-11-10T22:00:42Z,5340000,False,-10.0,29.0,1,left,T. Eason driving Hook (13 PTS) (R. Sheppard 1 AST),"[1631106, 1642263]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.02,Made,,,,,13.0,,,,,,,,,R. Sheppard,1642263.0,1.0,,
548,PT09M03.00S,2024-11-10T21:58:08.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.59198423127464,55.88235294117647,1610612765,70,82,2024-11-10T22:01:12Z,5360000,False,29.0,17.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
549,PT09M00.00S,2024-11-10T21:58:11.5Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,70,82,2024-11-10T21:58:15Z,5370000,False,,,0,,I. Stewart REBOUND (Off:4 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,548.0,6.0,2.0,4.0,,,,,,,,,,,,,,
550,PT09M00.00S,2024-11-10T21:58:12.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,94.40999984741211,50.0,1610612765,70,82,2024-11-10T22:01:51Z,5380000,False,0.0,0.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
551,PT08M59.00S,2024-11-10T21:58:13.3Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,70,82,2024-11-10T22:01:33Z,5390000,False,,,0,,I. Stewart REBOUND (Off:5 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,550.0,7.0,2.0,5.0,,,,,,,,,,,,,,
552,PT08M58.00S,2024-11-10T21:58:13.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,92.59198423127464,52.20588235294118,1610612765,72,82,2024-11-10T22:01:58Z,5400000,False,11.0,17.0,1,right,I. Stewart putback Layup (14 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,14.0,,,,,,,,,,,,,
553,PT08M45.00S,2024-11-10T21:58:26.6Z,4,REGULAR,3pt,Jump Shot,[],1629111,33.327858081471746,29.901960784313726,1610612745,72,82,2024-11-10T21:58:36Z,5410000,False,100.0,261.0,1,left,MISS J. Landale 27' 3PT,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,27.95,Missed,,,,,,,,,,,,,,,,,,
554,PT08M42.00S,2024-11-10T21:58:30.2Z,4,REGULAR,rebound,offensive,[],1642263,,,1610612745,72,82,2024-11-10T21:58:30Z,5420000,False,,,0,,R. Sheppard REBOUND (Off:3 Def:0),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,553.0,3.0,0.0,3.0,,,,,,,,,,,,,,
555,PT08M40.00S,2024-11-10T21:58:32.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,6.307490144546649,50.34849877450981,1610612745,72,84,2024-11-10T21:58:40Z,5430000,False,-2.0,7.0,1,left,T. Eason driving Layup (15 PTS) (R. Sheppard 2 AST),"[1631106, 1642263]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,15.0,,,,,,,,,R. Sheppard,1642263.0,2.0,,
557,PT08M39.00S,2024-11-10T21:58:38.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,72,84,2024-11-10T21:58:38Z,5450000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M39.00S,2024-11-10T21:58:40.3Z,4,REGULAR,substitution,out,[],1641842,,,1610612765,72,84,2024-11-10T22:01:27Z,5460000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT08M39.00S,2024-11-10T21:58:40.3Z,4,REGULAR,substitution,out,[],1631323,,,1610612765,72,84,2024-11-10T22:01:27Z,5470000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M39.00S,2024-11-10T21:58:40.3Z,4,REGULAR,substitution,out,[],1631106,,,1610612765,72,84,2024-11-10T22:01:27Z,5480000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M39.00S,2024-11-10T21:58:40.3Z,4,REGULAR,substitution,in,[],203501,,,1610612765,72,84,2024-11-10T22:01:27Z,5490000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M39.00S,2024-11-10T21:58:40.3Z,4,REGULAR,substitution,in,[],202699,,,1610612765,72,84,2024-11-10T22:01:27Z,5500000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M39.00S,2024-11-10T21:58:40.3Z,4,REGULAR,substitution,in,[],1631095,,,1610612765,72,84,2024-11-10T22:01:27Z,5510000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M19.00S,2024-11-10T22:02:02.3Z,4,REGULAR,3pt,Jump Shot,[],203501,76.69185282522996,11.76470588235294,1610612765,75,84,2024-11-10T22:02:06Z,5530000,False,-191.0,167.0,1,right,T. Hardaway Jr. 25' 3PT  (7 PTS) (C. Cunningham 7 AST),"[203501, 1630595]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.36,Made,,,,,7.0,,,,,,,,,C. Cunningham,1630595.0,7.0,,
567,PT08M03.00S,2024-11-10T22:02:18.0Z,4,REGULAR,3pt,Jump Shot,[],1642263,31.61957950065703,68.13725490196079,1610612745,75,84,2024-11-10T22:03:10Z,5550000,False,-91.0,245.0,1,left,MISS R. Sheppard 26' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
568,PT08M00.00S,2024-11-10T22:02:21.0Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,75,84,2024-11-10T22:02:22Z,5560000,False,,,0,,I. Stewart REBOUND (Off:5 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,567.0,8.0,3.0,5.0,,,,,,,,,,,,,,
569,PT07M58.00S,2024-11-10T22:02:23.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,91.80354796320631,95.34313725490196,1610612765,78,84,2024-11-10T22:02:29Z,5570000,False,227.0,25.0,1,right,M. Beasley 3PT running (12 PTS) (C. Cunningham 8 AST),"[1627736, 1630595]",1610612765.0,DET,running,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,22.8,Made,,,,,12.0,,,,,,,,,C. Cunningham,1630595.0,8.0,,
571,PT07M40.00S,2024-11-10T22:02:41.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.258212877792378,55.88235294117647,1610612745,78,86,2024-11-10T22:02:45Z,5590000,False,-29.0,6.0,1,left,J. Green driving Layup (11 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.01,Made,,,,,11.0,,,,,,,,,,,,,
572,PT07M24.00S,2024-11-10T22:02:57.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.37844940867281,50.084252450980394,1610612765,80,86,2024-11-10T22:03:03Z,5600000,False,0.0,19.0,1,right,C. Cunningham driving Layup (22 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,22.0,,,,,,,,,,,,,
573,PT07M06.00S,2024-11-10T22:03:16.2Z,4,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612745,80,86,2024-11-10T22:05:02Z,5610000,False,,,0,,I. Stewart shooting personal FOUL (3 PF) (Landale 2 FT),"[1630191, 1629111]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627963.0,3.0,0.0,Landale,1629111.0,,,,,,
575,PT07M06.00S,2024-11-10T22:03:44.5Z,4,REGULAR,freethrow,1 of 2,[],1629111,,,1610612745,80,86,2024-11-10T22:05:22Z,5630000,False,,,0,,MISS J. Landale Free Throw 1 of 2,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
594,PT07M06.00S,2024-11-10T22:03:44.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,80,86,2024-11-10T22:05:22Z,5640000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,,,
595,PT07M06.00S,2024-11-10T22:03:44.5Z,4,REGULAR,freethrow,2 of 2,[],1629111,,,1610612745,80,87,2024-11-10T22:05:22Z,5645000,False,,,0,,J. Landale Free Throw 2 of 2 (3 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
577,PT07M06.00S,2024-11-10T22:03:46.4Z,4,REGULAR,substitution,out,[],1630595,,,1610612765,80,87,2024-11-10T22:05:22Z,5650000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M06.00S,2024-11-10T22:03:46.4Z,4,REGULAR,substitution,out,[],1630191,,,1610612765,80,87,2024-11-10T22:05:22Z,5660000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M06.00S,2024-11-10T22:03:46.4Z,4,REGULAR,substitution,out,[],1641708,,,1610612765,80,87,2024-11-10T22:05:22Z,5670000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M06.00S,2024-11-10T22:03:46.4Z,4,REGULAR,substitution,out,[],1642263,,,1610612765,80,87,2024-11-10T22:05:22Z,5680000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M06.00S,2024-11-10T22:03:46.4Z,4,REGULAR,substitution,in,[],1631093,,,1610612765,80,87,2024-11-10T22:05:22Z,5690000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M06.00S,2024-11-10T22:03:46.4Z,4,REGULAR,substitution,in,[],1630194,,,1610612765,80,87,2024-11-10T22:05:22Z,5700000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M06.00S,2024-11-10T22:03:46.4Z,4,REGULAR,substitution,in,[],1631106,,,1610612765,80,87,2024-11-10T22:05:22Z,5710000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M06.00S,2024-11-10T22:03:46.4Z,4,REGULAR,substitution,in,[],1627832,,,1610612765,80,87,2024-11-10T22:05:22Z,5720000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT06M56.00S,2024-11-10T22:04:23.8Z,4,REGULAR,3pt,Jump Shot,[],1627736,65.65374507227332,56.372549019607845,1610612765,83,87,2024-11-10T22:04:55Z,5730000,False,32.0,270.0,1,right,M. Beasley 27' 3PT  (15 PTS) (J. Ivey 1 AST),"[1627736, 1631093]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,27.23,Made,,,,,15.0,,,,,,,,,J. Ivey,1631093.0,1.0,,
587,PT06M32.00S,2024-11-10T22:04:47.5Z,4,REGULAR,2pt,Jump Shot,[],1630224,22.158344283837057,24.509803921568626,1610612745,83,87,2024-11-10T22:07:32Z,5750000,False,127.0,156.0,1,left,MISS J. Green 20' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,20.13,Missed,,,,,,,,,,,,,,,,,,
588,PT06M32.00S,2024-11-10T22:04:47.5Z,4,REGULAR,rebound,offensive,[],1631106,,,1610612745,83,87,2024-11-10T22:04:58Z,5760000,False,,,0,,T. Eason REBOUND (Off:2 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right Center,,,587.0,5.0,3.0,2.0,,,,,,,,,,,,,,
589,PT06M27.00S,2024-11-10T22:04:52.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,7.835085413929041,51.470588235294116,1610612745,83,87,2024-11-10T22:07:58Z,5770000,False,-7.0,21.0,1,left,MISS T. Eason putback Layup,[1631106],1610612745.0,HOU,putback,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
590,PT06M25.00S,2024-11-10T22:04:54.2Z,4,REGULAR,rebound,defensive,[],203501,,,1610612765,83,87,2024-11-10T22:05:00Z,5780000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,589.0,4.0,4.0,0.0,,,,,,,,,,,,,,
591,PT06M17.00S,2024-11-10T22:05:04.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203501,92.46057818659659,56.127450980392155,1610612765,85,87,2024-11-10T22:05:09Z,5790000,False,31.0,18.0,1,right,T. Hardaway Jr. driving Layup (9 PTS),[203501],1610612765.0,DET,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,3.57,Made,,,,,9.0,,,,,,,,,,,,,
592,PT06M17.00S,2024-11-10T22:05:07.7Z,4,REGULAR,foul,personal,['1freethrow'],1629111,,,1610612765,85,87,2024-11-10T22:05:24Z,5800000,False,,,0,,J. Landale shooting personal FOUL (3 PF) (Hardaway Jr. 1 FT),"[1629111, 203501]",1610612745.0,HOU,shooting,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627963.0,3.0,1.0,Hardaway Jr.,203501.0,,,,,,
