actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
164,PT10M22.00S,2024-11-10T20:37:51.6Z,2,REGULAR,foul,personal,['2freethrow'],1642263,,,1610612765,20,26,2024-11-10T20:38:04Z,1620000,False,,,0,,R. Sheppard shooting personal FOUL (1 PF) (Holland II 2 FT),"[1642263, 1641842]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2530.0,1.0,0.0,Holland II,1641842.0,,,,,,
166,PT10M22.00S,2024-11-10T20:38:21.9Z,2,REGULAR,freethrow,1 of 2,[],1641842,,,1610612765,21,26,2024-11-10T20:38:21Z,1640000,False,,,0,,R. Holland II Free Throw 1 of 2 (1 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
167,PT10M22.00S,2024-11-10T20:38:23.0Z,2,REGULAR,substitution,out,[],1630194,,,1610612765,21,26,2024-11-10T20:38:27Z,1650000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M22.00S,2024-11-10T20:38:23.0Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,21,26,2024-11-10T20:38:27Z,1660000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M22.00S,2024-11-10T20:38:38.4Z,2,REGULAR,freethrow,2 of 2,[],1641842,,,1610612765,21,26,2024-11-10T20:38:38Z,1670000,False,,,0,,MISS R. Holland II Free Throw 2 of 2,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
170,PT10M20.00S,2024-11-10T20:38:39.7Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,21,26,2024-11-10T20:38:39Z,1680000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,169.0,4.0,4.0,0.0,,,,,,,,,,,,,,
171,PT10M11.00S,2024-11-10T20:38:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,87.59855453350855,52.20588235294118,1610612745,21,26,2024-11-10T20:38:52Z,1690000,False,11.0,64.0,1,right,MISS A. Sengun 6' cutting Layup,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,6.5,Missed,,,,,,,,,,,,,,,,,,
172,PT10M08.00S,2024-11-10T20:38:51.0Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,21,26,2024-11-10T20:38:52Z,1700000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:2),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,,
173,PT10M02.00S,2024-11-10T20:38:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,7.703679369250986,52.69607843137255,1610612765,21,26,2024-11-10T20:39:02Z,1710000,False,-13.0,20.0,1,left,MISS M. Beasley driving Layup - blocked,"[1627736, 1630578]",1610612765.0,DET,driving,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,2.4,Missed,,,,,,Sengun,1630578.0,,,,,,,,,,,
174,PT10M02.00S,2024-11-10T20:38:56.4Z,2,REGULAR,block,,[],1630578,,,1610612765,21,26,2024-11-10T20:38:58Z,1720000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
175,PT09M59.00S,2024-11-10T20:38:59.4Z,2,REGULAR,rebound,offensive,[],1627736,,,1610612765,21,26,2024-11-10T20:39:02Z,1730000,False,,,0,,M. Beasley REBOUND (Off:1 Def:0),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,173.0,1.0,0.0,1.0,,,,,,,,,,,,,,
176,PT09M58.00S,2024-11-10T20:39:00.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627736,7.966491458607096,51.225490196078425,1610612765,23,26,2024-11-10T20:41:50Z,1740000,False,-6.0,22.0,1,left,M. Beasley putback Layup (2 PTS),[1627736],1610612765.0,DET,putback,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,2.32,Made,,,,,2.0,,,,,,,,,,,,,
177,PT09M43.00S,2024-11-10T20:39:16.1Z,2,REGULAR,turnover,lost ball,[],1631106,,,1610612745,23,26,2024-11-10T20:39:20Z,1750000,False,,,0,,T. Eason lost ball TURNOVER (2 TO),"[1631106, 1630191]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,2.0,,,,Stewart,1630191.0
178,PT09M43.00S,2024-11-10T20:39:16.1Z,2,REGULAR,steal,,[],1630191,,,1610612765,23,26,2024-11-10T20:39:18Z,1760000,False,,,0,,I. Stewart STEAL (1 STL),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
179,PT09M39.00S,2024-11-10T20:39:20.5Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631323,27.283180026281208,21.568627450980394,1610612765,26,26,2024-11-10T20:42:35Z,1770000,False,142.0,204.0,1,left,S. Fontecchio 24' 3PT running (3 PTS) (C. Cunningham 3 AST),"[1631323, 1630595]",1610612765.0,DET,running,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,24.87,Made,,,,,3.0,,,,,,,,,C. Cunningham,1630595.0,3.0,,
181,PT09M38.00S,2024-11-10T20:39:28.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,26,26,2024-11-10T20:39:28Z,1790000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M26.00S,2024-11-10T20:42:27.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,88.78120893561103,46.81372549019608,1610612745,26,26,2024-11-10T20:42:33Z,1800000,False,-16.0,53.0,1,right,MISS A. Thompson cutting Layup,[1641708],1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,,
184,PT09M23.00S,2024-11-10T20:42:30.9Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,26,26,2024-11-10T20:42:33Z,1810000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:3),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,183.0,3.0,3.0,0.0,,,,,,,,,,,,,,
186,PT09M12.00S,2024-11-10T20:42:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,7.30946123521682,54.166666666666664,1610612765,28,26,2024-11-10T20:42:58Z,1830000,False,-21.0,16.0,1,left,I. Stewart cutting Layup (6 PTS) (M. Beasley 2 AST),"[1630191, 1627736]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,6.0,,,,,,,,,M. Beasley,1627736.0,2.0,,
188,PT08M58.00S,2024-11-10T20:43:10.7Z,2,REGULAR,turnover,out-of-bounds,[],1642263,,,1610612745,28,26,2024-11-10T20:43:18Z,1850000,False,,,0,,R. Sheppard lost ball out-of-bounds TURNOVER (1 TO),[1642263],1610612745.0,HOU,lost ball,,,Sheppard,R. Sheppard,,,,,Left Corner 3,24+ Left,,,,,,,,,,2530.0,,,,,1.0,,,,,
189,PT08M58.00S,2024-11-10T20:43:17.2Z,2,REGULAR,substitution,out,[],1630224,,,1610612765,28,26,2024-11-10T20:43:25Z,1860000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M58.00S,2024-11-10T20:43:17.2Z,2,REGULAR,substitution,out,[],1631106,,,1610612765,28,26,2024-11-10T20:43:25Z,1870000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M58.00S,2024-11-10T20:43:17.2Z,2,REGULAR,substitution,in,[],1627832,,,1610612765,28,26,2024-11-10T20:43:25Z,1880000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M58.00S,2024-11-10T20:43:17.2Z,2,REGULAR,substitution,in,[],1631095,,,1610612765,28,26,2024-11-10T20:43:25Z,1890000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M46.00S,2024-11-10T20:43:43.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630595,16.90210249671485,76.47058823529412,1610612765,28,26,2024-11-10T20:43:48Z,1900000,False,-132.0,106.0,1,left,MISS C. Cunningham 16' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,16.99,Missed,,,,,,,,,,,,,,,,,,
194,PT08M43.00S,2024-11-10T20:43:46.9Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612745,28,26,2024-11-10T20:43:48Z,1910000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:4),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,,,193.0,4.0,4.0,0.0,,,,,,,,,,,,,,
195,PT08M38.00S,2024-11-10T20:43:51.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642263,73.14388961892247,82.84313725490196,1610612745,28,26,2024-11-10T20:44:00Z,1920000,False,164.0,200.0,1,right,MISS R. Sheppard 25' running 3PT,[1642263],1610612745.0,HOU,running,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,25.87,Missed,,,,,,,,,,,,,,,,,,
196,PT08M36.00S,2024-11-10T20:43:53.5Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,28,26,2024-11-10T20:44:00Z,1930000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:4),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,195.0,4.0,4.0,0.0,,,,,,,,,,,,,,
197,PT08M29.00S,2024-11-10T20:44:00.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,8.09789750328515,94.36274509803921,1610612765,28,26,2024-11-10T20:44:55Z,1940000,False,-222.0,24.0,1,left,MISS M. Beasley pullup 3PT,[1627736],1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,22.31,Missed,,,,,,,,,,,,,,,,,,
198,PT08M26.00S,2024-11-10T20:44:03.4Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,28,26,2024-11-10T20:44:05Z,1950000,False,,,0,,A. Thompson REBOUND (Off:1 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,197.0,3.0,2.0,1.0,,,,,,,,,,,,,,
199,PT08M13.00S,2024-11-10T20:44:18.9Z,2,REGULAR,turnover,traveling,[],1641708,,,1610612745,28,26,2024-11-10T20:44:27Z,1960000,False,,,0,,A. Thompson traveling TURNOVER (1 TO),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1627963.0,,,,,1.0,,,,,
200,PT08M13.00S,2024-11-10T20:44:31.2Z,2,REGULAR,substitution,out,[],1642263,,,1610612765,28,26,2024-11-10T20:44:33Z,1970000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M13.00S,2024-11-10T20:44:31.2Z,2,REGULAR,substitution,in,[],1628415,,,1610612765,28,26,2024-11-10T20:44:33Z,1980000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M59.00S,2024-11-10T20:44:47.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641842,6.438896189224705,3.699448529411765,1610612765,28,26,2024-11-10T20:44:53Z,1990000,False,232.0,8.0,1,left,MISS R. Holland II 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
203,PT07M56.00S,2024-11-10T20:44:50.4Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,28,26,2024-11-10T20:44:53Z,2000000,False,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,,,202.0,3.0,1.0,2.0,,,,,,,,,,,,,,
204,PT07M54.00S,2024-11-10T20:44:53.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627736,22.207621550591327,90.95435049019608,1610612765,31,26,2024-11-10T20:45:45Z,2010000,False,-205.0,156.0,1,left,M. Beasley 25' 3PT pullup (5 PTS) (I. Stewart 1 AST),"[1627736, 1630191]",1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,25.76,Made,,,,,5.0,,,,,,,,,I. Stewart,1630191.0,1.0,,
206,PT07M35.00S,2024-11-10T20:45:11.2Z,2,REGULAR,3pt,Jump Shot,[],1631095,69.59592641261499,26.225490196078432,1610612745,31,26,2024-11-10T20:45:21Z,2030000,False,-119.0,233.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
207,PT07M35.00S,2024-11-10T20:45:11.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,31,26,2024-11-10T20:45:21Z,2040000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,206.0,,,,,,,,,,,,,,,,,
208,PT07M35.00S,2024-11-10T20:45:24.9Z,2,REGULAR,foul,personal,[],1630191,,,1610612745,31,26,2024-11-10T20:45:31Z,2050000,False,,,0,,I. Stewart loose ball personal FOUL (1 PF),"[1630191, 1630578]",1610612765.0,DET,loose ball,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2530.0,1.0,0.0,Sengun,1630578.0,,,,,,
210,PT07M28.00S,2024-11-10T20:45:43.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,65.52233902759527,40.68627450980392,1610612745,31,26,2024-11-10T20:45:48Z,2070000,False,-47.0,272.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,27.56,Missed,,,,,,,,,,,,,,,,,,
211,PT07M25.00S,2024-11-10T20:45:46.9Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,31,26,2024-11-10T20:45:48Z,2080000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,210.0,3.0,3.0,0.0,,,,,,,,,,,,,,
212,PT07M14.00S,2024-11-10T20:45:58.2Z,2,REGULAR,3pt,Jump Shot,[],1631323,32.276609724047304,65.68627450980392,1610612765,31,26,2024-11-10T20:46:03Z,2090000,False,-78.0,251.0,1,left,MISS S. Fontecchio 26' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
213,PT07M11.00S,2024-11-10T20:46:01.2Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,31,26,2024-11-10T20:46:03Z,2100000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,212.0,3.0,2.0,1.0,,,,,,,,,,,,,,
214,PT07M04.00S,2024-11-10T20:46:08.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628415,92.72339027595268,54.166666666666664,1610612745,31,28,2024-11-10T20:47:06Z,2110000,False,21.0,16.0,1,right,D. Brooks driving DUNK (5 PTS) (F. VanVleet 2 AST),"[1628415, 1627832]",1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,5.0,,,,,,,,,F. VanVleet,1627832.0,2.0,,
216,PT06M46.00S,2024-11-10T20:46:26.3Z,2,REGULAR,3pt,Jump Shot,[],1641842,26.62614980289093,80.3921568627451,1610612765,31,28,2024-11-10T20:46:31Z,2130000,False,-152.0,198.0,1,left,MISS R. Holland II 24' 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
217,PT06M42.00S,2024-11-10T20:46:30.3Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,31,28,2024-11-10T20:46:31Z,2140000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,216.0,4.0,3.0,1.0,,,,,,,,,,,,,,
218,PT06M28.00S,2024-11-10T20:46:44.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,80.23981603153744,51.470588235294116,1610612745,31,30,2024-11-10T20:47:41Z,2150000,False,7.0,133.0,1,right,A. Sengun 13' floating Jump Shot (12 PTS) (F. VanVleet 3 AST),"[1630578, 1627832]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,13.34,Made,,,,,12.0,,,,,,,,,F. VanVleet,1627832.0,3.0,,
220,PT06M15.00S,2024-11-10T20:46:57.1Z,2,REGULAR,3pt,Jump Shot,[],1641842,11.383048620236531,95.34313725490196,1610612765,34,30,2024-11-10T20:48:29Z,2170000,False,-227.0,55.0,1,left,R. Holland II 3PT pullup (4 PTS) (S. Fontecchio 2 AST),"[1641842, 1631323]",1610612765.0,DET,pullup,,,Holland II,R. Holland II,,,,,Left Corner 3,24+ Left,23.32,Made,,,,,4.0,,,,,,,,,S. Fontecchio,1631323.0,2.0,,
222,PT06M03.00S,2024-11-10T20:47:09.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,79.97700394218134,50.245098039215684,1610612745,34,32,2024-11-10T20:47:52Z,2190000,False,1.0,136.0,1,right,A. Sengun 13' floating Jump Shot (14 PTS) (A. Thompson 1 AST),"[1630578, 1641708]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,13.57,Made,,,,,14.0,,,,,,,,,A. Thompson,1641708.0,1.0,,
224,PT05M49.00S,2024-11-10T20:47:23.0Z,2,REGULAR,3pt,Jump Shot,[],1641842,32.53942181340342,37.00980392156863,1610612765,34,32,2024-11-10T20:49:07Z,2210000,False,65.0,253.0,1,left,MISS R. Holland II 26' pullup 3PT,[1641842],1610612765.0,DET,pullup,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
225,PT05M47.00S,2024-11-10T20:47:25.0Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,34,32,2024-11-10T20:47:27Z,2220000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,224.0,3.0,1.0,2.0,,,,,,,,,,,,,,
226,PT05M40.00S,2024-11-10T20:47:33.0Z,2,REGULAR,3pt,Jump Shot,[],1627832,69.46452036793693,30.392156862745097,1610612745,34,32,2024-11-10T20:47:39Z,2230000,False,-98.0,235.0,1,right,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
227,PT05M34.00S,2024-11-10T20:47:39.0Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,34,32,2024-11-10T20:47:39Z,2240000,False,,,0,,R. Holland II REBOUND (Off:0 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Left Center,,,226.0,1.0,1.0,0.0,,,,,,,,,,,,,,
228,PT05M33.00S,2024-11-10T20:47:41.6Z,2,REGULAR,foul,offensive,[],1641842,,,1610612765,34,32,2024-11-10T20:48:11Z,2250000,False,,,0,,R. Holland II charge offensive FOUL (1 PF),"[1641842, 1630578]",1610612765.0,DET,charge,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,,2530.0,1.0,0.0,Sengun,1630578.0,,,,,,
230,PT05M33.00S,2024-11-10T20:47:41.6Z,2,REGULAR,turnover,offensive foul,[],1641842,,,1610612765,34,32,2024-11-10T20:47:41Z,2270000,False,,,0,,R. Holland II offensive foul TURNOVER (1 TO),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,,2530.0,,,,,1.0,,,,,
231,PT05M33.00S,2024-11-10T20:47:53.9Z,2,REGULAR,substitution,out,[],1641842,,,1610612745,34,32,2024-11-10T20:48:08Z,2280000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M33.00S,2024-11-10T20:47:53.9Z,2,REGULAR,substitution,out,[],1630595,,,1610612745,34,32,2024-11-10T20:48:08Z,2290000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M33.00S,2024-11-10T20:47:53.9Z,2,REGULAR,substitution,out,[],1631323,,,1610612745,34,32,2024-11-10T20:48:08Z,2300000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M33.00S,2024-11-10T20:47:53.9Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,34,32,2024-11-10T20:48:08Z,2310000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M33.00S,2024-11-10T20:47:53.9Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,34,32,2024-11-10T20:48:08Z,2320000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M33.00S,2024-11-10T20:47:53.9Z,2,REGULAR,substitution,in,[],202699,,,1610612745,34,32,2024-11-10T20:48:08Z,2330000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M33.00S,2024-11-10T20:47:53.9Z,2,REGULAR,substitution,in,[],1631093,,,1610612745,34,32,2024-11-10T20:48:08Z,2340000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M33.00S,2024-11-10T20:47:53.9Z,2,REGULAR,substitution,in,[],203501,,,1610612745,34,32,2024-11-10T20:48:08Z,2350000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M33.00S,2024-11-10T20:47:53.9Z,2,REGULAR,substitution,in,[],1629111,,,1610612745,34,32,2024-11-10T20:48:08Z,2360000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M33.00S,2024-11-10T20:47:53.9Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,34,32,2024-11-10T20:48:08Z,2370000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M17.00S,2024-11-10T20:48:23.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631095,96.13994743758212,4.411764705882353,1610612745,34,32,2024-11-10T20:48:27Z,2380000,False,-228.0,-16.0,1,right,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,22.85,Missed,,,,,,,,,,,,,,,,,,
242,PT05M14.00S,2024-11-10T20:48:26.8Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,34,32,2024-11-10T21:30:54Z,2390000,False,,,0,,J. Ivey REBOUND (Off:0 Def:3),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,,,241.0,3.0,3.0,0.0,,,,,,,,,,,,,,
243,PT05M11.00S,2024-11-10T20:48:30.2Z,2,REGULAR,turnover,bad pass,[],1631093,,,1610612765,34,32,2024-11-10T20:48:33Z,2400000,False,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 1631095]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,Smith Jr.,1631095.0
244,PT05M11.00S,2024-11-10T20:48:30.2Z,2,REGULAR,steal,,[],1631095,,,1610612745,34,32,2024-11-10T20:48:32Z,2410000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
245,PT05M07.00S,2024-11-10T20:48:34.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631095,88.78120893561103,50.49019607843137,1610612745,34,32,2024-11-10T20:48:39Z,2420000,False,2.0,53.0,1,right,MISS J. Smith Jr. running Layup - blocked,"[1631095, 1630191]",1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,,,,,Stewart,1630191.0,,,,,,,,,,,
