actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
254,PT06M52.00S,2025-01-16T01:48:37.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.51182654402102,47.05882352941176,1610612740,45,38,2025-01-16T01:48:42Z,2510000,False,-15.0,8.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,1.7,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
255,PT06M48.00S,2025-01-16T01:48:41.7Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,45,38,2025-01-16T01:48:42Z,2520000,False,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,,,,,,,254.0,3.0,2.0,1.0,,,,,
256,PT06M43.00S,2025-01-16T01:48:50.8Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612742,45,38,2025-01-16T01:49:01Z,2530000,False,,,0,,D. Theis shooting personal FOUL (2 PF) (Gafford 2 FT),"[1628464, 1629655]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,,,,Theis,D. Theis,,,,1628487.0,2.0,0.0,Gafford,1629655.0,,,,,,,,,
258,PT06M43.00S,2025-01-16T01:49:21.1Z,2,REGULAR,freethrow,1 of 2,[],1629655,,,1610612742,45,39,2025-01-16T01:49:21Z,2550000,False,,,0,,D. Gafford Free Throw 1 of 2 (13 PTS),[1629655],1610612742.0,DAL,,,,,,,,,,Made,13.0,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
259,PT06M43.00S,2025-01-16T01:49:21.8Z,2,REGULAR,substitution,out,[],1628464,,,1610612742,45,39,2025-01-16T01:49:39Z,2560000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,
260,PT06M43.00S,2025-01-16T01:49:21.8Z,2,REGULAR,substitution,out,[],1630527,,,1610612742,45,39,2025-01-16T01:49:39Z,2570000,False,,,0,,SUB out: B. Boston,[1630527],1610612740.0,NOP,,,,,,,,,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,
261,PT06M43.00S,2025-01-16T01:49:21.8Z,2,REGULAR,substitution,out,[],1630314,,,1610612742,45,39,2025-01-16T01:49:39Z,2580000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,
262,PT06M43.00S,2025-01-16T01:49:21.8Z,2,REGULAR,substitution,in,[],1642274,,,1610612742,45,39,2025-01-16T01:49:39Z,2590000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,
263,PT06M43.00S,2025-01-16T01:49:21.8Z,2,REGULAR,substitution,in,[],1629750,,,1610612742,45,39,2025-01-16T01:49:39Z,2600000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,
264,PT06M43.00S,2025-01-16T01:49:21.8Z,2,REGULAR,substitution,in,[],1629656,,,1610612742,45,39,2025-01-16T01:49:39Z,2610000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
265,PT06M43.00S,2025-01-16T01:49:50.0Z,2,REGULAR,freethrow,2 of 2,[],1629655,,,1610612742,45,40,2025-01-16T01:49:50Z,2620000,False,,,0,,D. Gafford Free Throw 2 of 2 (14 PTS),[1629655],1610612742.0,DAL,,,,,,,,,,Made,14.0,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
266,PT06M34.00S,2025-01-16T01:50:02.0Z,2,REGULAR,foul,personal,['2freethrow'],203915,,,1610612740,45,40,2025-01-16T01:50:10Z,2630000,False,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Missi 2 FT),"[203915, 1642274]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,,1628487.0,1.0,0.0,Missi,1642274.0,,,,,,,,,
268,PT06M34.00S,2025-01-16T01:50:24.2Z,2,REGULAR,freethrow,1 of 2,[],1642274,,,1610612740,46,40,2025-01-16T01:50:24Z,2650000,False,,,0,,Y. Missi Free Throw 1 of 2 (7 PTS),[1642274],1610612740.0,NOP,,,,,,,,,,Made,7.0,Missi,Y. Missi,,,,,,,,,,,,,,,,,
269,PT06M34.00S,2025-01-16T01:50:25.1Z,2,REGULAR,substitution,out,[],1629655,,,1610612740,46,40,2025-01-16T01:50:33Z,2660000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
270,PT06M34.00S,2025-01-16T01:50:25.1Z,2,REGULAR,substitution,in,[],1628467,,,1610612740,46,40,2025-01-16T01:50:33Z,2670000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,,,,,,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,
271,PT06M34.00S,2025-01-16T01:50:46.7Z,2,REGULAR,freethrow,2 of 2,[],1642274,,,1610612740,47,40,2025-01-16T01:50:46Z,2680000,False,,,0,,Y. Missi Free Throw 2 of 2 (8 PTS),[1642274],1610612740.0,NOP,,,,,,,,,,Made,8.0,Missi,Y. Missi,,,,,,,,,,,,,,,,,
272,PT06M24.00S,2025-01-16T01:50:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,5.469776609724048,55.392156862745104,1610612742,47,40,2025-01-16T01:51:03Z,2690000,False,-27.0,-1.0,1,left,MISS P. Washington driving Layup - blocked,"[1629023, 1642274]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,2.7,Missed,,Washington,P. Washington,,,,,,,,,,,,,,,,Missi,1642274.0
379,PT06M24.00S,2025-01-16T01:50:59.5Z,2,REGULAR,block,,[],1642274,,,1610612742,47,40,2025-01-16T02:08:44Z,2695000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,
273,PT06M23.00S,2025-01-16T01:51:00.5Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,47,40,2025-01-16T02:08:44Z,2700000,False,,,0,,P. Washington REBOUND (Off:2 Def:2),[1629023],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,,,,,,,272.0,4.0,2.0,2.0,,,,,
274,PT06M21.00S,2025-01-16T01:51:02.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203915,18.873193166885677,94.36274509803921,1610612742,47,43,2025-01-16T01:51:07Z,2710000,False,-222.0,125.0,1,left,S. Dinwiddie 25' 3PT  (3 PTS) (P. Washington 1 AST),"[203915, 1629023]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,25.45,Made,3.0,Dinwiddie,S. Dinwiddie,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,
276,PT06M12.00S,2025-01-16T01:51:20.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,47,43,2025-01-16T01:51:20Z,2730000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M12.00S,2025-01-16T01:53:38.9Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,47,43,2025-01-16T01:54:04Z,2740000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,,,,,,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,
278,PT06M12.00S,2025-01-16T01:53:38.9Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,47,43,2025-01-16T01:54:04Z,2750000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,,,,,,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
279,PT06M12.00S,2025-01-16T01:53:38.9Z,2,REGULAR,substitution,out,[],202691,,,1610612740,47,43,2025-01-16T01:54:04Z,2760000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,
280,PT06M12.00S,2025-01-16T01:53:38.9Z,2,REGULAR,substitution,in,[],203468,,,1610612740,47,43,2025-01-16T01:54:04Z,2770000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,
281,PT06M12.00S,2025-01-16T01:53:38.9Z,2,REGULAR,substitution,in,[],1627749,,,1610612740,47,43,2025-01-16T01:54:04Z,2780000,False,,,0,,SUB in: D. Murray,[1627749],1610612740.0,NOP,,,,,,,,,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,
282,PT06M12.00S,2025-01-16T01:53:38.9Z,2,REGULAR,substitution,in,[],1630702,,,1610612740,47,43,2025-01-16T01:54:04Z,2790000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
283,PT06M02.00S,2025-01-16T01:54:24.1Z,2,REGULAR,foul,personal,['2freethrow'],203915,,,1610612740,47,43,2025-01-16T01:54:33Z,2800000,False,,,0,,S. Dinwiddie shooting personal FOUL (2 PF) (Green 2 FT),"[203915, 1629750]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,,1179.0,2.0,0.0,Green,1629750.0,,,,,,,,,
285,PT06M02.00S,2025-01-16T01:54:49.4Z,2,REGULAR,freethrow,1 of 2,[],1629750,,,1610612740,48,43,2025-01-16T01:54:49Z,2820000,False,,,0,,J. Green Free Throw 1 of 2 (4 PTS),[1629750],1610612740.0,NOP,,,,,,,,,,Made,4.0,Green,J. Green,,,,,,,,,,,,,,,,,
286,PT06M02.00S,2025-01-16T01:55:10.2Z,2,REGULAR,freethrow,2 of 2,[],1629750,,,1610612740,49,43,2025-01-16T01:55:10Z,2830000,False,,,0,,J. Green Free Throw 2 of 2 (5 PTS),[1629750],1610612740.0,NOP,,,,,,,,,,Made,5.0,Green,J. Green,,,,,,,,,,,,,,,,,
287,PT05M45.00S,2025-01-16T01:55:27.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,4.5499342969776615,45.588235294117645,1610612742,49,45,2025-01-16T01:55:45Z,2840000,False,22.0,-10.0,1,left,S. Dinwiddie driving finger roll Layup (5 PTS),[203915],1610612742.0,DAL,driving finger roll,,,,,,Restricted Area,0-8 Center,2.41,Made,5.0,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,
288,PT05M27.00S,2025-01-16T01:55:49.6Z,2,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612740,49,45,2025-01-16T01:55:55Z,2850000,False,,,0,,M. Kleber shooting personal FOUL (1 PF) (Murray 2 FT),"[1628467, 1627749]",1610612742.0,DAL,shooting,,,,,,Mid-Range,8-16 Right,,,,Kleber,M. Kleber,,,,204058.0,1.0,0.0,Murray,1627749.0,,,,,,,,,
290,PT05M27.00S,2025-01-16T01:56:12.9Z,2,REGULAR,freethrow,1 of 2,[],1627749,,,1610612740,50,45,2025-01-16T01:56:29Z,2870000,False,,,0,,D. Murray Free Throw 1 of 2 (4 PTS),[1627749],1610612740.0,NOP,,,,,,,,,,Made,4.0,Murray,D. Murray,,,,,,,,,,,,,,,,,
291,PT05M27.00S,2025-01-16T01:56:12.9Z,2,REGULAR,freethrow,2 of 2,[],1627749,,,1610612740,50,45,2025-01-16T01:56:29Z,2880000,False,,,0,,MISS D. Murray Free Throw 2 of 2,[1627749],1610612740.0,NOP,,,,,,,,,,Missed,,Murray,D. Murray,,,,,,,,,,,,,,,,,
292,PT05M24.00S,2025-01-16T01:56:15.9Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,50,45,2025-01-16T01:56:29Z,2890000,False,,,0,,P. Washington REBOUND (Off:2 Def:3),[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,,,,,,,291.0,5.0,3.0,2.0,,,,,
293,PT05M06.00S,2025-01-16T01:56:45.2Z,2,REGULAR,3pt,Jump Shot,[],1630702,10.726018396846255,3.6764705882352944,1610612742,50,48,2025-01-16T01:56:50Z,2900000,False,232.0,48.0,1,left,J. Hardy 3PT  (14 PTS) (Q. Grimes 1 AST),"[1630702, 1629656]",1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,23.66,Made,14.0,Hardy,J. Hardy,Q. Grimes,1629656.0,1.0,,,,,,,,,,,,,,
295,PT04M53.00S,2025-01-16T01:56:58.1Z,2,REGULAR,3pt,Jump Shot,[],1629750,94.95729303547962,95.34313725490196,1610612740,50,48,2025-01-16T01:58:26Z,2920000,False,227.0,-5.0,1,right,MISS J. Green 3PT,[1629750],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,22.68,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,
296,PT04M50.00S,2025-01-16T01:57:01.1Z,2,REGULAR,rebound,offensive,[],1630530,,,1610612740,50,48,2025-01-16T01:57:15Z,2930000,False,,,0,,T. Murphy III REBOUND (Off:3 Def:1),[1630530],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Murphy III,T. Murphy III,,,,,,,,,295.0,4.0,1.0,3.0,,,,,
297,PT04M50.00S,2025-01-16T01:57:12.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630530,94.40999984741211,50.0,1610612740,52,48,2025-01-16T01:57:51Z,2940000,False,0.0,0.0,1,right,T. Murphy III putback Layup (9 PTS),[1630530],1610612740.0,NOP,putback,,,,,,Restricted Area,0-8 Center,0.0,Made,9.0,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
298,PT04M50.00S,2025-01-16T01:57:14.8Z,2,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612740,52,48,2025-01-16T01:57:23Z,2950000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Murphy III 1 FT),"[1629023, 1630530]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,,1179.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,
300,PT04M50.00S,2025-01-16T01:57:30.5Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630530,,,1610612740,53,48,2025-01-16T01:57:30Z,2970000,False,,,0,,T. Murphy III Free Throw 1 of 1 (10 PTS),[1630530],1610612740.0,NOP,,,,,,,,,,Made,10.0,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
301,PT04M31.00S,2025-01-16T01:57:49.0Z,2,REGULAR,2pt,Jump Shot,[],1629023,4.5499342969776615,67.64705882352942,1610612742,53,48,2025-01-16T01:59:17Z,2980000,False,-88.0,-10.0,1,left,MISS P. Washington 8' driving floating Shot,[1629023],1610612742.0,DAL,driving floating,,,,,,Mid-Range,8-16 Left,8.87,Missed,,Washington,P. Washington,,,,,,,,,,,,,,,,,
302,PT04M29.00S,2025-01-16T01:57:51.0Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,53,48,2025-01-16T01:59:17Z,2990000,False,,,0,,P. Washington REBOUND (Off:3 Def:3),[1629023],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Left,,,,Washington,P. Washington,,,,,,,,,301.0,6.0,3.0,3.0,,,,,
303,PT04M27.00S,2025-01-16T01:57:52.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629023,13.748357424441524,43.38235294117647,1610612742,53,48,2025-01-16T01:59:36Z,3000000,False,33.0,77.0,1,left,MISS P. Washington 8' turnaround Hook,[1629023],1610612742.0,DAL,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,8.35,Missed,,Washington,P. Washington,,,,,,,,,,,,,,,,,
304,PT04M24.00S,2025-01-16T01:57:55.6Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612740,53,48,2025-01-16T02:08:58Z,3010000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Green,J. Green,,,,,,,,,303.0,2.0,2.0,0.0,,,,,
305,PT04M17.00S,2025-01-16T01:58:02.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,92.59198423127464,53.92156862745098,1610612740,53,48,2025-01-16T01:58:07Z,3020000,False,20.0,17.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,2.6,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
306,PT04M15.00S,2025-01-16T01:58:04.7Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,53,48,2025-01-16T01:58:07Z,3030000,False,,,0,,P. Washington REBOUND (Off:3 Def:4),[1629023],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,,,,,,,305.0,7.0,4.0,3.0,,,,,
307,PT04M14.00S,2025-01-16T01:58:07.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629656,5.863994743758213,46.07843137254902,1610612742,53,50,2025-01-16T01:58:17Z,3040000,False,20.0,3.0,1,left,Q. Grimes running Layup (4 PTS) (J. Hardy 1 AST),"[1629656, 1630702]",1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,1.98,Made,4.0,Grimes,Q. Grimes,J. Hardy,1630702.0,1.0,,,,,,,,,,,,,,
309,PT04M14.00S,2025-01-16T01:58:17.9Z,2,REGULAR,foul,personal,['1freethrow'],1629750,,,1610612742,53,50,2025-01-16T01:58:30Z,3060000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Grimes 1 FT),"[1629750, 1629656]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,,204058.0,2.0,0.0,Grimes,1629656.0,,,,,,,,,
311,PT04M14.00S,2025-01-16T01:58:38.9Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629656,,,1610612742,53,51,2025-01-16T01:58:38Z,3080000,False,,,0,,Q. Grimes Free Throw 1 of 1 (5 PTS),[1629656],1610612742.0,DAL,,,,,,,,,,Made,5.0,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
312,PT04M03.00S,2025-01-16T01:58:59.5Z,2,REGULAR,foul,offensive,[],1642274,,,1610612740,53,51,2025-01-16T01:59:07Z,3090000,False,,,0,,Y. Missi off-the-ball offensive FOUL (2 PF),"[1642274, 1629656]",1610612740.0,NOP,off-the-ball,,,,,,Above the Break 3,24+ Right Center,,,,Missi,Y. Missi,,,,1628487.0,2.0,0.0,Grimes,1629656.0,,,,,,,,,
314,PT04M03.00S,2025-01-16T01:58:59.5Z,2,REGULAR,turnover,offensive foul,[],1642274,,,1610612740,53,51,2025-01-16T01:58:59Z,3110000,False,,,0,,Y. Missi offensive foul TURNOVER (1 TO),[1642274],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Missi,Y. Missi,,,,1628487.0,,,,,,,,,1.0,,,,
315,PT03M43.00S,2025-01-16T01:59:26.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,27.151773981603156,79.90196078431373,1610612742,53,51,2025-01-16T01:59:31Z,3120000,False,-150.0,203.0,1,left,MISS Q. Grimes 25' 3PT,[1629656],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
316,PT03M40.00S,2025-01-16T01:59:29.7Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,53,51,2025-01-16T01:59:31Z,3130000,False,,,0,,Y. Missi REBOUND (Off:2 Def:1),[1642274],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Missi,Y. Missi,,,,,,,,,315.0,3.0,1.0,2.0,,,,,
317,PT03M31.00S,2025-01-16T01:59:39.0Z,2,REGULAR,3pt,Jump Shot,[],203468,67.09921156373193,42.8921568627451,1610612740,53,51,2025-01-16T02:01:37Z,3140000,False,-36.0,257.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612740.0,NOP,step back,,,,,,Above the Break 3,24+ Center,25.92,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,
318,PT03M26.00S,2025-01-16T01:59:44.0Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,53,51,2025-01-16T01:59:45Z,3150000,False,,,0,,P. Washington REBOUND (Off:3 Def:5),[1629023],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Washington,P. Washington,,,,,,,,,317.0,8.0,5.0,3.0,,,,,
319,PT03M20.00S,2025-01-16T01:59:50.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.178055190538765,43.872549019607845,1610612742,53,51,2025-01-16T01:59:55Z,3160000,False,31.0,15.0,1,left,MISS P. Washington driving Layup - blocked,"[1629023, 1642274]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,3.41,Missed,,Washington,P. Washington,,,,,,,,,,,,,,,,Missi,1642274.0
320,PT03M20.00S,2025-01-16T01:59:50.3Z,2,REGULAR,block,,[],1642274,,,1610612742,53,51,2025-01-16T01:59:53Z,3170000,False,,,0,,Y. Missi BLOCK (2 BLK),[1642274],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,
321,PT03M17.00S,2025-01-16T01:59:53.3Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,53,51,2025-01-16T01:59:55Z,3180000,False,,,0,,T. Murphy III REBOUND (Off:3 Def:2),[1630530],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Murphy III,T. Murphy III,,,,,,,,,319.0,5.0,2.0,3.0,,,,,
322,PT03M14.00S,2025-01-16T01:59:56.1Z,2,REGULAR,turnover,bad pass,[],1630530,,,1610612740,53,51,2025-01-16T02:00:00Z,3190000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1629656]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,1.0,Grimes,1629656.0,,
323,PT03M14.00S,2025-01-16T01:59:56.1Z,2,REGULAR,steal,,[],1629656,,,1610612742,53,51,2025-01-16T01:59:58Z,3200000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
324,PT03M08.00S,2025-01-16T02:00:01.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630702,6.1268068331143235,48.529411764705884,1610612742,53,53,2025-01-16T02:02:53Z,3210000,False,7.0,5.0,1,left,J. Hardy running DUNK (16 PTS) (Q. Grimes 2 AST),"[1630702, 1629656]",1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,0.9,Made,16.0,Hardy,J. Hardy,Q. Grimes,1629656.0,2.0,,,,,,,,,,,,,,
326,PT02M45.00S,2025-01-16T02:00:24.7Z,2,REGULAR,2pt,Jump Shot,[],1627749,78.40013140604468,68.13725490196079,1610612740,55,53,2025-01-16T02:00:30Z,3230000,False,91.0,151.0,1,right,D. Murray 17' pullup Jump Shot (6 PTS) (C. McCollum 2 AST),"[1627749, 203468]",1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Right Center,17.57,Made,6.0,Murray,D. Murray,C. McCollum,203468.0,2.0,,,,,,,,,,,,,,
328,PT02M32.00S,2025-01-16T02:00:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,4.812746386333772,54.90196078431373,1610612742,55,53,2025-01-16T02:00:43Z,3250000,False,-25.0,-7.0,1,left,MISS S. Dinwiddie driving Layup,[203915],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,2.56,Missed,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,
330,PT02M29.00S,2025-01-16T02:00:41.0Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,55,53,2025-01-16T02:00:43Z,3270000,False,,,0,,Y. Missi REBOUND (Off:2 Def:2),[1642274],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,,,,328.0,4.0,2.0,2.0,,,,,
331,PT02M29.00S,2025-01-16T02:00:46.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612740,55,53,2025-01-16T02:04:11Z,3280000,False,,,0,,M. Kleber personal FOUL (2 PF) (Murray 2 FT),"[1628467, 1627749]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Kleber,M. Kleber,,,,1179.0,2.0,0.0,Murray,1627749.0,,,,,,,,,
333,PT02M29.00S,2025-01-16T02:01:14.7Z,2,REGULAR,freethrow,1 of 2,[],1627749,,,1610612740,56,53,2025-01-16T02:01:14Z,3300000,False,,,0,,D. Murray Free Throw 1 of 2 (7 PTS),[1627749],1610612740.0,NOP,,,,,,,,,,Made,7.0,Murray,D. Murray,,,,,,,,,,,,,,,,,
334,PT02M29.00S,2025-01-16T02:01:15.9Z,2,REGULAR,substitution,out,[],1629656,,,1610612740,56,53,2025-01-16T02:01:20Z,3310000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
335,PT02M29.00S,2025-01-16T02:01:15.9Z,2,REGULAR,substitution,out,[],1628467,,,1610612740,56,53,2025-01-16T02:01:20Z,3320000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,,,,,,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,
336,PT02M29.00S,2025-01-16T02:01:15.9Z,2,REGULAR,substitution,in,[],202691,,,1610612740,56,53,2025-01-16T02:01:20Z,3330000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,
337,PT02M29.00S,2025-01-16T02:01:15.9Z,2,REGULAR,substitution,in,[],1629655,,,1610612740,56,53,2025-01-16T02:01:20Z,3340000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
338,PT02M29.00S,2025-01-16T02:01:42.7Z,2,REGULAR,freethrow,2 of 2,[],1627749,,,1610612740,57,53,2025-01-16T02:01:42Z,3350000,False,,,0,,D. Murray Free Throw 2 of 2 (8 PTS),[1627749],1610612740.0,NOP,,,,,,,,,,Made,8.0,Murray,D. Murray,,,,,,,,,,,,,,,,,
