actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
170,PT12M00.00S,2024-11-12T01:37:26.5Z,2,REGULAR,period,start,[],0,,,1610612751,22,26,2024-11-12T01:37:26Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M45.00S,2024-11-12T01:37:41.3Z,2,REGULAR,3pt,Jump Shot,[],1629661,29.77989487516426,75.24509803921569,1610612751,22,29,2024-11-12T01:49:19Z,1680000,False,-126.0,227.0,1,left,C. Johnson 26' 3PT pullup (6 PTS) (B. Simmons 7 AST),"[1629661, 1627732]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,26.01,Made,,,,,,,,,,,6.0,B. Simmons,1627732.0,7.0,,,,
173,PT11M31.00S,2024-11-12T01:37:57.0Z,2,REGULAR,foul,personal,[],1630592,,,1610612740,22,29,2024-11-12T01:38:10Z,1700000,False,,,0,,J. Wilson personal FOUL (2 PF),"[1630592, 1627742]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Center,,,,,,,,,,1151.0,,,,,,,2.0,0.0,Ingram,1627742.0
175,PT11M23.00S,2024-11-12T01:38:23.2Z,2,REGULAR,3pt,Jump Shot,[],1630526,91.01511169513797,95.58823529411765,1610612740,25,29,2024-11-12T01:38:31Z,1720000,False,228.0,32.0,1,right,J. Robinson-Earl 3PT  (5 PTS) (B. Ingram 2 AST),"[1630526, 1627742]",1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Right Corner 3,24+ Right,23.01,Made,,,,,,,,,,,5.0,B. Ingram,1627742.0,2.0,,,,
177,PT11M01.00S,2024-11-12T01:38:44.9Z,2,REGULAR,3pt,Jump Shot,[],1641730,33.98488830486202,47.05882352941176,1610612751,25,29,2024-11-12T01:38:49Z,1740000,False,15.0,267.0,1,left,MISS N. Clowney 26' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,26.74,Missed,,,,,,,,,,,,,,,,,,
178,PT10M58.00S,2024-11-12T01:38:47.9Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,25,29,2024-11-12T01:38:49Z,1750000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,,
179,PT10M50.00S,2024-11-12T01:38:55.8Z,2,REGULAR,3pt,Jump Shot,[],1629669,90.88370565045992,2.696078431372549,1610612740,28,29,2024-11-12T01:39:01Z,1760000,False,-237.0,33.0,1,right,J. Nowell 3PT  (5 PTS) (B. Ingram 3 AST),"[1629669, 1627742]",1610612740.0,NOP,,,,Nowell,J. Nowell,,,,,Left Corner 3,24+ Left,23.88,Made,,,,,,,,,,,5.0,B. Ingram,1627742.0,3.0,,,,
181,PT10M33.00S,2024-11-12T01:39:13.2Z,2,REGULAR,3pt,Jump Shot,[],1630592,32.14520367936925,46.07843137254902,1610612751,28,29,2024-11-12T01:39:19Z,1780000,False,20.0,250.0,1,left,MISS J. Wilson 25' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,25.05,Missed,,,,,,,,,,,,,,,,,,
182,PT10M30.00S,2024-11-12T01:39:16.2Z,2,REGULAR,rebound,defensive,[],1629669,,,1610612740,28,29,2024-11-12T01:39:19Z,1790000,False,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612740.0,NOP,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,,
183,PT10M15.00S,2024-11-12T01:39:30.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641998,88.38699080157687,52.450980392156865,1610612740,28,29,2024-11-12T01:39:39Z,1800000,False,12.0,57.0,1,right,MISS T. Jemison III cutting DUNK - blocked,"[1641998, 1641730]",1610612740.0,NOP,cutting,,,Jemison III,T. Jemison III,,,,,In The Paint (Non-RA),0-8 Center,5.8,Missed,,,,,,,,,Clowney,1641730.0,,,,,,,,
184,PT10M15.00S,2024-11-12T01:39:30.4Z,2,REGULAR,block,,[],1641730,,,1610612740,28,29,2024-11-12T01:39:33Z,1810000,False,,,0,,N. Clowney BLOCK (1 BLK),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
185,PT10M12.00S,2024-11-12T01:39:33.4Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612751,28,29,2024-11-12T01:39:39Z,1820000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,,
186,PT10M08.00S,2024-11-12T01:39:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630592,8.09789750328515,48.03921568627451,1610612751,28,29,2024-11-12T02:07:38Z,1830000,False,10.0,24.0,1,left,MISS J. Wilson running Layup - blocked,"[1630592, 1641998]",1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,Jemison III,1641998.0,,,,,,,,
187,PT10M08.00S,2024-11-12T01:39:38.0Z,2,REGULAR,block,,[],1641998,,,1610612751,28,29,2024-11-12T01:39:40Z,1840000,False,,,0,,T. Jemison III BLOCK (1 BLK),[1641998],1610612740.0,NOP,,,,Jemison III,T. Jemison III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
188,PT10M08.00S,2024-11-12T01:39:38.0Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,28,29,2024-11-12T01:39:51Z,1850000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,186.0,3.0,3.0,0.0,,,,,,,,,,,,,,
189,PT10M02.00S,2024-11-12T01:39:44.5Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1627742,77.7431011826544,46.81372549019608,1610612740,30,29,2024-11-12T01:53:20Z,1860000,False,-16.0,157.0,1,right,B. Ingram 15' running pullup Jump Shot (12 PTS),[1627742],1610612740.0,NOP,running pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,15.75,Made,,,,,,,,,,,12.0,,,,,,,
190,PT09M37.00S,2024-11-12T01:40:08.8Z,2,REGULAR,turnover,bad pass,[],1629661,,,1610612751,30,29,2024-11-12T01:40:16Z,1870000,False,,,0,,C. Johnson bad pass TURNOVER (1 TO),"[1629661, 1641810]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Reeves,1641810.0,,,,,,,,,,,
191,PT09M37.00S,2024-11-12T01:40:08.8Z,2,REGULAR,steal,,[],1641810,,,1610612740,30,29,2024-11-12T01:40:10Z,1880000,False,,,0,,A. Reeves STEAL (1 STL),[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
192,PT09M36.00S,2024-11-12T01:40:11.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641810,92.9862023653088,51.470588235294116,1610612740,32,29,2024-11-12T01:40:22Z,1890000,False,7.0,13.0,1,right,A. Reeves running DUNK (2 PTS),[1641810],1610612740.0,NOP,running,,,Reeves,A. Reeves,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,,,,,,,2.0,,,,,,,
193,PT09M36.00S,2024-11-12T01:40:18.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,32,29,2024-11-12T01:40:18Z,1900000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M20.00S,2024-11-12T01:43:21.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,7.835085413929041,44.36274509803921,1610612751,32,31,2024-11-12T01:43:32Z,1910000,False,28.0,21.0,1,left,J. Wilson Layup (7 PTS) (B. Simmons 8 AST),"[1630592, 1627732]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,3.52,Made,,,,,,,,,,,7.0,B. Simmons,1627732.0,8.0,,,,
196,PT09M04.00S,2024-11-12T01:43:37.6Z,2,REGULAR,2pt,Jump Shot,[],1627742,85.23324572930355,67.15686274509804,1610612740,34,31,2024-11-12T01:43:41Z,1930000,False,86.0,86.0,1,right,B. Ingram 12' pullup Jump Shot (14 PTS) (J. Nowell 1 AST),"[1627742, 1629669]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,12.17,Made,,,,,,,,,,,14.0,J. Nowell,1629669.0,1.0,,,,
198,PT08M51.00S,2024-11-12T01:43:50.5Z,2,REGULAR,3pt,Jump Shot,[],1641730,4.944152431011826,96.32352941176471,1610612751,34,31,2024-11-12T01:43:55Z,1950000,False,-232.0,-6.0,1,left,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
199,PT08M48.00S,2024-11-12T01:43:53.5Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612740,34,31,2024-11-12T01:43:55Z,1960000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Left Corner 3,24+ Left,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,,
200,PT08M41.00S,2024-11-12T01:44:05.3Z,2,REGULAR,foul,personal,[],1629661,,,1610612740,34,31,2024-11-12T01:44:13Z,1970000,False,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 1627742]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1151.0,,,,,,,1.0,0.0,Ingram,1627742.0
202,PT08M41.00S,2024-11-12T01:44:13.5Z,2,REGULAR,substitution,out,[],1629661,,,1610612740,34,31,2024-11-12T01:44:24Z,1990000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M41.00S,2024-11-12T01:44:13.5Z,2,REGULAR,substitution,out,[],1641730,,,1610612740,34,31,2024-11-12T01:44:24Z,2000000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M41.00S,2024-11-12T01:44:13.5Z,2,REGULAR,substitution,in,[],1630560,,,1610612740,34,31,2024-11-12T01:44:24Z,2010000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M41.00S,2024-11-12T01:44:13.5Z,2,REGULAR,substitution,in,[],1629651,,,1610612740,34,31,2024-11-12T01:44:24Z,2020000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M32.00S,2024-11-12T01:44:44.5Z,2,REGULAR,3pt,Jump Shot,[],1629669,93.64323258869908,96.56862745098039,1610612740,34,31,2024-11-12T01:44:53Z,2030000,False,233.0,7.0,1,right,MISS J. Nowell 3PT,[1629669],1610612740.0,NOP,,,,Nowell,J. Nowell,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
207,PT08M30.00S,2024-11-12T01:44:46.7Z,2,REGULAR,rebound,offensive,[],1641998,,,1610612740,34,31,2024-11-12T01:44:46Z,2040000,False,,,0,,T. Jemison III REBOUND (Off:1 Def:0),[1641998],1610612740.0,NOP,,,,Jemison III,T. Jemison III,,,,,Right Corner 3,24+ Right,,,206.0,1.0,0.0,1.0,,,,,,,,,,,,,,
208,PT08M27.00S,2024-11-12T01:44:49.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627742,86.67871222076215,56.372549019607845,1610612740,34,31,2024-11-12T01:45:10Z,2050000,False,32.0,73.0,1,right,MISS B. Ingram 7' pullup Shot - blocked,"[1627742, 1629651]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,,,,,,,,Claxton,1629651.0,,,,,,,,
209,PT08M27.00S,2024-11-12T01:44:49.7Z,2,REGULAR,block,,[],1629651,,,1610612740,34,31,2024-11-12T01:44:53Z,2060000,False,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
210,PT08M27.00S,2024-11-12T01:44:49.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,34,31,2024-11-12T01:45:10Z,2070000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,208.0,,,,,,,,,,,,,,,,,
212,PT08M26.00S,2024-11-12T01:44:59.5Z,2,REGULAR,substitution,out,[],1630592,,,1610612740,34,31,2024-11-12T01:45:04Z,2090000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M26.00S,2024-11-12T01:44:59.5Z,2,REGULAR,substitution,in,[],203471,,,1610612740,34,31,2024-11-12T01:45:04Z,2100000,False,,,0,,SUB in: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M23.00S,2024-11-12T01:45:17.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,77.08607095926413,37.5,1610612740,34,31,2024-11-12T01:45:23Z,2110000,False,-62.0,163.0,1,right,MISS B. Ingram 17' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,17.45,Missed,,,,,,,,,,,,,,,,,,
215,PT08M19.00S,2024-11-12T01:45:21.1Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612751,34,31,2024-11-12T01:45:23Z,2120000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,214.0,2.0,2.0,0.0,,,,,,,,,,,,,,
216,PT08M06.00S,2024-11-12T01:45:33.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,15.456636005256241,48.28431372549019,1610612751,34,33,2024-11-12T01:45:40Z,2130000,False,9.0,93.0,1,left,B. Simmons 9' bank Hook (4 PTS) (K. Johnson 1 AST),"[1627732, 1630553]",1610612751.0,BKN,bank,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,9.32,Made,,,,,,,,,,,4.0,K. Johnson,1630553.0,1.0,,,,
218,PT07M53.00S,2024-11-12T01:45:46.4Z,2,REGULAR,3pt,Jump Shot,[],1627742,69.85873850197109,23.774509803921568,1610612740,34,33,2024-11-12T01:45:52Z,2150000,False,-131.0,231.0,1,right,MISS B. Ingram 26' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,,
219,PT07M50.00S,2024-11-12T01:45:49.4Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,34,33,2024-11-12T01:45:52Z,2160000,False,,,0,,B. Simmons REBOUND (Off:1 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,218.0,2.0,1.0,1.0,,,,,,,,,,,,,,
220,PT07M42.00S,2024-11-12T01:45:57.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630553,10.200394218134035,51.225490196078425,1610612751,34,33,2024-11-12T01:46:07Z,2170000,False,-6.0,43.0,1,left,MISS K. Johnson floating Shot,[1630553],1610612751.0,BKN,floating,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,,
221,PT07M40.00S,2024-11-12T01:45:59.0Z,2,REGULAR,rebound,offensive,[],1630553,,,1610612751,34,33,2024-11-12T01:45:59Z,2180000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,220.0,3.0,2.0,1.0,,,,,,,,,,,,,,
222,PT07M36.00S,2024-11-12T01:46:02.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630560,5.338370565045992,78.67647058823529,1610612751,34,35,2024-11-12T01:46:11Z,2190000,False,-143.0,-2.0,1,left,C. Thomas 14' Jump Shot (5 PTS) (K. Johnson 2 AST),"[1630560, 1630553]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,14.34,Made,,,,,,,,,,,5.0,K. Johnson,1630553.0,2.0,,,,
224,PT07M19.00S,2024-11-12T01:46:20.9Z,2,REGULAR,2pt,Jump Shot,[],1630526,77.34888304862024,72.30392156862744,1610612740,36,35,2024-11-12T01:46:29Z,2210000,False,112.0,160.0,1,right,J. Robinson-Earl 19' step back Jump Shot (7 PTS),[1630526],1610612740.0,NOP,step back,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Right Center,19.53,Made,,,,,,,,,,,7.0,,,,,,,
225,PT07M02.00S,2024-11-12T01:46:37.5Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612751,36,35,2024-11-12T01:46:47Z,2220000,False,,,0,,D. Schröder bad pass TURNOVER (1 TO),"[203471, 1641998]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Jemison III,1641998.0,,,,,,,,,,,
226,PT07M02.00S,2024-11-12T01:46:37.5Z,2,REGULAR,steal,,[],1641998,,,1610612740,36,35,2024-11-12T01:46:42Z,2230000,False,,,0,,T. Jemison III STEAL (1 STL),[1641998],1610612740.0,NOP,,,,Jemison III,T. Jemison III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
227,PT06M56.00S,2024-11-12T01:46:43.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629669,92.32917214191852,48.03921568627451,1610612740,38,35,2024-11-12T04:43:31Z,2240000,False,-10.0,20.0,1,right,J. Nowell running Layup (7 PTS),[1629669],1610612740.0,NOP,running,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,,,,,,,7.0,,,,,,,
229,PT06M49.00S,2024-11-12T01:46:50.4Z,2,REGULAR,3pt,Jump Shot,[],203471,7.30946123521682,3.431372549019608,1610612751,38,38,2024-11-12T01:46:57Z,2260000,False,233.0,16.0,1,left,D. Schröder 3PT  (3 PTS) (B. Simmons 9 AST),"[203471, 1627732]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Right Corner 3,24+ Right,23.34,Made,,,,,,,,,,,3.0,B. Simmons,1627732.0,9.0,,,,
231,PT06M30.00S,2024-11-12T01:47:09.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,90.88370565045992,45.588235294117645,1610612740,38,38,2024-11-12T01:47:16Z,2280000,False,-22.0,33.0,1,right,MISS J. Nowell driving Layup,[1629669],1610612740.0,NOP,driving,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
232,PT06M28.00S,2024-11-12T01:47:10.9Z,2,REGULAR,rebound,offensive,[],1641998,,,1610612740,38,38,2024-11-12T01:47:10Z,2290000,False,,,0,,T. Jemison III REBOUND (Off:2 Def:0),[1641998],1610612740.0,NOP,,,,Jemison III,T. Jemison III,,,,,Restricted Area,0-8 Center,,,231.0,2.0,0.0,2.0,,,,,,,,,,,,,,
233,PT06M26.00S,2024-11-12T01:47:13.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630526,94.03745072273325,95.09803921568627,1610612740,38,38,2024-11-12T01:47:18Z,2300000,False,225.0,4.0,1,right,MISS J. Robinson-Earl 3PT,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
234,PT06M24.00S,2024-11-12T01:47:15.4Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,38,38,2024-11-12T01:47:18Z,2310000,False,,,0,,B. Simmons REBOUND (Off:1 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Right Corner 3,24+ Right,,,233.0,3.0,2.0,1.0,,,,,,,,,,,,,,
235,PT06M18.00S,2024-11-12T01:47:20.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630553,7.966491458607096,47.794117647058826,1610612751,38,40,2024-11-12T01:47:27Z,2320000,False,11.0,22.0,1,left,K. Johnson running DUNK (5 PTS) (B. Simmons 10 AST),"[1630553, 1627732]",1610612751.0,BKN,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,,,,,,,5.0,B. Simmons,1627732.0,10.0,,,,
237,PT06M13.00S,2024-11-12T01:47:32.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,38,40,2024-11-12T01:47:32Z,2340000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M13.00S,2024-11-12T01:47:47.3Z,2,REGULAR,substitution,out,[],1641810,,,1610612740,38,40,2024-11-12T01:50:28Z,2350000,False,,,0,,SUB out: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M13.00S,2024-11-12T01:47:47.3Z,2,REGULAR,substitution,out,[],1627742,,,1610612740,38,40,2024-11-12T01:50:28Z,2360000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M13.00S,2024-11-12T01:47:47.3Z,2,REGULAR,substitution,out,[],1641998,,,1610612740,38,40,2024-11-12T01:50:28Z,2370000,False,,,0,,SUB out: T. Jemison III,[1641998],1610612740.0,NOP,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M13.00S,2024-11-12T01:47:47.3Z,2,REGULAR,substitution,out,[],1627732,,,1610612740,38,40,2024-11-12T01:50:28Z,2380000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M13.00S,2024-11-12T01:47:47.3Z,2,REGULAR,substitution,in,[],1629750,,,1610612740,38,40,2024-11-12T01:50:28Z,2390000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M13.00S,2024-11-12T01:47:47.3Z,2,REGULAR,substitution,in,[],1642274,,,1610612740,38,40,2024-11-12T01:50:28Z,2400000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M13.00S,2024-11-12T01:47:47.3Z,2,REGULAR,substitution,in,[],1630527,,,1610612740,38,40,2024-11-12T01:50:28Z,2410000,False,,,0,,SUB in: B. Boston Jr.,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M13.00S,2024-11-12T01:47:47.3Z,2,REGULAR,substitution,in,[],1630533,,,1610612740,38,40,2024-11-12T01:50:28Z,2420000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M58.00S,2024-11-12T01:50:50.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,82.86793692509855,37.99019607843137,1610612740,38,40,2024-11-12T01:50:55Z,2430000,False,-60.0,109.0,1,right,MISS B. Boston Jr. 12' fadeaway Shot,[1630527],1610612740.0,NOP,fadeaway,,,Boston Jr.,B. Boston Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.4,Missed,,,,,,,,,,,,,,,,,,
247,PT05M55.00S,2024-11-12T01:50:52.8Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,38,40,2024-11-12T01:50:52Z,2440000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,246.0,2.0,1.0,1.0,,,,,,,,,,,,,,
248,PT05M47.00S,2024-11-12T01:51:00.0Z,2,REGULAR,3pt,Jump Shot,[],1630553,28.991458607095925,78.18627450980392,1610612751,38,40,2024-11-12T01:51:05Z,2450000,False,-141.0,220.0,1,left,MISS K. Johnson 26' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
249,PT05M45.00S,2024-11-12T01:51:02.0Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612740,38,40,2024-11-12T01:51:05Z,2460000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:3),[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Left Center,,,248.0,3.0,3.0,0.0,,,,,,,,,,,,,,
250,PT05M30.00S,2024-11-12T01:51:17.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,92.59198423127464,47.30392156862745,1610612740,38,40,2024-11-12T01:51:24Z,2470000,False,-13.0,17.0,1,right,MISS B. Boston Jr. finger roll Layup,[1630527],1610612740.0,NOP,finger roll,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,2.18,Missed,,,,,,,,,,,,,,,,,,
251,PT05M27.00S,2024-11-12T01:51:20.3Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,38,40,2024-11-12T01:51:20Z,2480000,False,,,0,,Z. Williams REBOUND (Off:1 Def:3),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,250.0,4.0,3.0,1.0,,,,,,,,,,,,,,
