actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
261,PT03M16.00S,2025-01-09T01:53:41.9Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,37,63,2025-01-09T01:53:46Z,2560000,False,,,0,,A. Simons REBOUND (Off:0 Def:3),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,260.0,,3.0,3.0,0.0,,,,
262,PT02M59.00S,2025-01-09T01:53:58.2Z,2,REGULAR,3pt,Jump Shot,[],1630166,88.51839684625493,95.83333333333334,1610612757,37,63,2025-01-09T01:54:02Z,2570000,False,229.0,55.0,1,right,MISS D. Avdija 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,,,
263,PT02M57.00S,2025-01-09T01:54:00.2Z,2,REGULAR,rebound,offensive,[],1630166,,,1610612757,37,63,2025-01-09T01:54:02Z,2580000,False,,,0,,D. Avdija REBOUND (Off:3 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,262.0,,5.0,2.0,3.0,,,,
264,PT02M55.00S,2025-01-09T01:54:02.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,75.90341655716163,89.2156862745098,1610612757,37,66,2025-01-09T01:55:48Z,2590000,False,196.0,174.0,1,right,D. Avdija 26' 3PT  (15 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,26.22,Made,15.0,,,,,,,,,,,,,,,,,
265,PT02M54.00S,2025-01-09T01:54:11.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,37,66,2025-01-09T01:54:11Z,2600000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M54.00S,2025-01-09T01:55:06.6Z,2,REGULAR,substitution,out,[],203468,,,1610612740,37,66,2025-01-09T01:55:31Z,2610000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M54.00S,2025-01-09T01:55:06.6Z,2,REGULAR,substitution,out,[],1629750,,,1610612740,37,66,2025-01-09T01:55:31Z,2620000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M54.00S,2025-01-09T01:55:06.6Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,37,66,2025-01-09T01:55:31Z,2630000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M54.00S,2025-01-09T01:55:06.6Z,2,REGULAR,substitution,out,[],1630703,,,1610612740,37,66,2025-01-09T01:55:31Z,2640000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M54.00S,2025-01-09T01:55:06.6Z,2,REGULAR,substitution,in,[],1628464,,,1610612740,37,66,2025-01-09T01:55:31Z,2650000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M54.00S,2025-01-09T01:55:06.6Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,37,66,2025-01-09T01:55:31Z,2660000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M54.00S,2025-01-09T01:55:06.6Z,2,REGULAR,substitution,in,[],1641722,,,1610612740,37,66,2025-01-09T01:55:31Z,2670000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M54.00S,2025-01-09T01:55:06.6Z,2,REGULAR,substitution,in,[],1631101,,,1610612740,37,66,2025-01-09T01:55:31Z,2680000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M40.00S,2025-01-09T01:55:49.9Z,2,REGULAR,3pt,Jump Shot,[],1641722,5.995400788436268,96.32352941176471,1610612740,37,66,2025-01-09T01:55:57Z,2690000,False,-232.0,4.0,1,left,MISS J. Hawkins 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
275,PT02M36.00S,2025-01-09T01:55:53.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,37,66,2025-01-09T01:55:57Z,2700000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,274.0,,,,,,,,
277,PT02M21.00S,2025-01-09T01:56:21.5Z,2,REGULAR,2pt,Jump Shot,[],1629014,81.68528252299606,23.284313725490197,1610612757,37,68,2025-01-09T01:56:40Z,2720000,False,-134.0,120.0,1,right,A. Simons 17' fadeaway Jump Shot (8 PTS) (S. Sharpe 2 AST),"[1629014, 1631101]",1610612757.0,POR,fadeaway,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,17.94,Made,8.0,S. Sharpe,1631101.0,2.0,,,,,,,,,,,,,,
279,PT02M13.00S,2025-01-09T01:56:33.2Z,2,REGULAR,foul,personal,[],1641739,,,1610612740,37,68,2025-01-09T01:56:42Z,2740000,False,,,0,,T. Camara personal FOUL (1 PF),"[1641739, 1627749]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Center,,,,,,,202041.0,1.0,0.0,Murray,1627749.0,,,,,,,,,
281,PT02M10.00S,2025-01-09T01:56:52.2Z,2,REGULAR,2pt,Jump Shot,[],1630631,21.76412614980289,50.98039215686274,1610612740,37,68,2025-01-09T01:56:56Z,2760000,False,-5.0,152.0,1,left,MISS J. Alvarado 15' pullup Shot,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Center,15.22,Missed,,,,,,,,,,,,,,,,,,
282,PT02M07.00S,2025-01-09T01:56:55.0Z,2,REGULAR,rebound,offensive,[],1627749,,,1610612740,37,68,2025-01-09T01:56:55Z,2770000,False,,,0,,D. Murray REBOUND (Off:1 Def:1),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,281.0,,2.0,1.0,1.0,,,,
283,PT02M05.00S,2025-01-09T01:56:56.8Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612740,37,68,2025-01-09T01:57:01Z,2780000,False,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 1629014]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,2.0,,,,Simons,1629014.0,,
284,PT02M05.00S,2025-01-09T01:56:56.8Z,2,REGULAR,steal,,[],1629014,,,1610612757,37,68,2025-01-09T01:56:58Z,2790000,False,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
285,PT01M54.00S,2025-01-09T01:57:08.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,69.46452036793693,75.73529411764706,1610612757,37,68,2025-01-09T01:57:12Z,2800000,False,129.0,235.0,1,right,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,26.75,Missed,,,,,,,,,,,,,,,,,,
286,PT01M52.00S,2025-01-09T01:57:10.1Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612757,37,68,2025-01-09T01:57:12Z,2810000,False,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,285.0,,4.0,3.0,1.0,,,,
287,PT01M48.00S,2025-01-09T01:57:22.3Z,2,REGULAR,foul,personal,[],1630631,,,1610612757,37,68,2025-01-09T01:57:34Z,2820000,False,,,0,,J. Alvarado personal FOUL (2 PF),"[1630631, 1630166]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,2.0,0.0,Avdija,1630166.0,,,,,,,,,
289,PT01M38.00S,2025-01-09T01:57:54.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630166,72.35545335085413,85.29411764705883,1610612757,37,68,2025-01-09T01:58:00Z,2840000,False,176.0,207.0,1,right,MISS D. Avdija 27' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,27.23,Missed,,,,,,,,,,,,,,,,,,
290,PT01M36.00S,2025-01-09T01:57:56.7Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612740,37,68,2025-01-09T01:58:12Z,2850000,False,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,289.0,,3.0,2.0,1.0,,,,
291,PT01M31.00S,2025-01-09T01:58:05.1Z,2,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612740,37,68,2025-01-09T01:58:12Z,2860000,False,,,0,,D. Murray lost ball out-of-bounds TURNOVER (3 TO),[1627749],1610612740.0,NOP,lost ball,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,202041.0,,,,,,3.0,,,,,,,
292,PT01M09.00S,2025-01-09T01:58:36.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,94.56307490144546,97.05882352941177,1610612757,37,68,2025-01-09T01:58:41Z,2870000,False,235.0,-1.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
293,PT01M06.00S,2025-01-09T01:58:39.8Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612740,37,68,2025-01-09T01:58:41Z,2880000,False,,,0,,D. Theis REBOUND (Off:3 Def:2),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,292.0,,5.0,2.0,3.0,,,,
294,PT01M00.00S,2025-01-09T01:58:46.5Z,2,REGULAR,turnover,bad pass,[],1641722,,,1610612740,37,68,2025-01-09T01:58:50Z,2890000,False,,,0,,J. Hawkins bad pass TURNOVER (2 TO),"[1641722, 1630166]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,,,,Avdija,1630166.0,,
295,PT01M00.00S,2025-01-09T01:58:46.5Z,2,REGULAR,steal,,[],1630166,,,1610612757,37,68,2025-01-09T01:58:48Z,2900000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
296,PT00M58.30S,2025-01-09T01:58:50.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641739,93.64323258869908,51.470588235294116,1610612757,37,70,2025-01-09T01:59:53Z,2910000,False,7.0,7.0,1,right,T. Camara running finger roll Layup (7 PTS) (D. Avdija 2 AST),"[1641739, 1630166]",1610612757.0,POR,running finger roll,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,1.04,Made,7.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,,,,
298,PT00M48.10S,2025-01-09T01:59:01.0Z,2,REGULAR,3pt,Jump Shot,[],1641722,14.011169513797633,2.696078431372549,1610612740,40,70,2025-01-09T01:59:06Z,2930000,False,237.0,79.0,1,left,J. Hawkins 24' 3PT  (6 PTS) (D. Murray 4 AST),"[1641722, 1627749]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,24.94,Made,6.0,D. Murray,1627749.0,4.0,,,,,,,,,,,,,,
300,PT00M28.90S,2025-01-09T01:59:25.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,93.51182654402102,55.88235294117647,1610612757,40,72,2025-01-09T01:59:35Z,2950000,False,29.0,8.0,1,right,A. Simons driving floating bank Jump Shot (10 PTS),[1629014],1610612757.0,POR,driving floating bank,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,3.06,Made,10.0,,,,,,,,,,,,,,,,,
301,PT00M07.40S,2025-01-09T01:59:49.1Z,2,REGULAR,3pt,Jump Shot,[],1641722,32.14520367936925,51.225490196078425,1610612740,40,72,2025-01-09T02:00:27Z,2960000,False,-6.0,250.0,1,left,MISS J. Hawkins 24' pullup 3PT,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,24.98,Missed,,,,,,,,,,,,,,,,,,
302,PT00M05.60S,2025-01-09T01:59:50.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,40,72,2025-01-09T01:59:57Z,2970000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,301.0,,,,,,,,
303,PT00M05.60S,2025-01-09T01:59:56.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612740,40,72,2025-01-09T02:00:14Z,2980000,False,,,0,,D. Avdija loose ball personal FOUL (2 PF) (Theis 2 FT),"[1630166, 1628464]",1610612757.0,POR,loose ball,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,2.0,0.0,Theis,1628464.0,,,,,,,,,
305,PT00M05.60S,2025-01-09T02:00:25.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628464,,,1610612740,41,72,2025-01-09T02:00:25Z,3000000,False,,,0,,D. Theis Free Throw 1 of 2 (3 PTS),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
306,PT00M05.60S,2025-01-09T02:00:28.2Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,41,72,2025-01-09T02:00:33Z,3010000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M05.60S,2025-01-09T02:00:28.2Z,2,REGULAR,substitution,in,[],1629750,,,1610612740,41,72,2025-01-09T02:00:33Z,3020000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M05.60S,2025-01-09T02:00:52.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628464,,,1610612740,42,72,2025-01-09T02:00:52Z,3030000,False,,,0,,D. Theis Free Throw 2 of 2 (4 PTS),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
309,PT00M00.70S,2025-01-09T02:01:03.0Z,2,REGULAR,3pt,Jump Shot,[],1631101,68.28186596583443,24.264705882352942,1610612757,42,75,2025-01-09T02:01:16Z,3040000,False,-129.0,246.0,1,right,S. Sharpe 27' 3PT pullup (21 PTS),[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,27.74,Made,21.0,,,,,,,,,,,,,,,,,
311,PT00M00.00S,2025-01-09T02:01:50.5Z,2,REGULAR,period,end,[],0,,,1610612740,42,75,2025-01-09T02:01:50Z,3060000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2025-01-09T02:15:28.6Z,3,REGULAR,substitution,out,['startperiod'],1628464,,,1610612740,42,75,2025-01-09T02:15:59Z,3070000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2025-01-09T02:15:28.6Z,3,REGULAR,substitution,out,['startperiod'],1630631,,,1610612740,42,75,2025-01-09T02:15:59Z,3080000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2025-01-09T02:15:28.6Z,3,REGULAR,substitution,out,['startperiod'],1629750,,,1610612740,42,75,2025-01-09T02:15:59Z,3090000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2025-01-09T02:15:28.6Z,3,REGULAR,substitution,in,['startperiod'],1630526,,,1610612740,42,75,2025-01-09T02:15:59Z,3100000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2025-01-09T02:15:28.6Z,3,REGULAR,substitution,in,['startperiod'],203468,,,1610612740,42,75,2025-01-09T02:15:59Z,3110000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2025-01-09T02:15:28.6Z,3,REGULAR,substitution,in,['startperiod'],1642274,,,1610612740,42,75,2025-01-09T02:15:59Z,3120000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2025-01-09T02:16:14.2Z,3,REGULAR,period,start,[],0,,,1610612740,42,75,2025-01-09T02:16:14Z,3130000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M44.00S,2025-01-09T02:16:29.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,85.75886990801577,43.38235294117647,1610612740,42,75,2025-01-09T02:16:35Z,3140000,False,-33.0,81.0,1,right,MISS C. McCollum 8' fadeaway Shot,[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,8.79,Missed,,,,,,,,,,,,,,,,,,
322,PT11M40.00S,2025-01-09T02:16:33.7Z,3,REGULAR,rebound,offensive,[],1642274,,,1610612740,42,75,2025-01-09T02:16:35Z,3150000,False,,,0,,Y. Missi REBOUND (Off:2 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,321.0,,5.0,3.0,2.0,,,,
323,PT11M39.00S,2025-01-09T02:16:34.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,93.77463863337714,52.450980392156865,1610612740,44,75,2025-01-09T02:16:39Z,3160000,False,12.0,6.0,1,right,Y. Missi putback Layup (2 PTS),[1642274],1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1.37,Made,2.0,,,,,,,,,,,,,,,,,
324,PT11M19.00S,2025-01-09T02:16:53.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,5.338370565045992,49.26470588235294,1610612757,44,77,2025-01-09T02:17:00Z,3170000,False,4.0,-2.0,1,left,D. Ayton cutting DUNK (7 PTS) (A. Simons 3 AST),"[1629028, 1629014]",1610612757.0,POR,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.44,Made,7.0,A. Simons,1629014.0,3.0,,,,,,,,,,,,,,
326,PT11M04.00S,2025-01-09T02:17:10.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,81.94809461235218,52.450980392156865,1610612740,46,77,2025-01-09T02:17:14Z,3190000,False,12.0,117.0,1,right,D. Murray 11' pullup Jump Shot (15 PTS) (H. Jones 1 AST),"[1627749, 1630529]",1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.78,Made,15.0,H. Jones,1630529.0,1.0,,,,,,,,,,,,,,
327,PT10M44.00S,2025-01-09T02:17:29.3Z,3,REGULAR,turnover,lost ball,[],1641739,,,1610612757,46,77,2025-01-09T02:17:33Z,3200000,False,,,0,,T. Camara lost ball TURNOVER (1 TO),"[1641739, 1627749]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,,Murray,1627749.0,,
328,PT10M44.00S,2025-01-09T02:17:29.3Z,3,REGULAR,steal,,[],1627749,,,1610612740,46,77,2025-01-09T02:17:31Z,3210000,False,,,0,,D. Murray STEAL (2 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
329,PT10M29.00S,2025-01-09T02:17:44.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630529,84.83902759526939,54.41176470588235,1610612740,46,77,2025-01-09T02:18:15Z,3220000,False,22.0,90.0,1,right,MISS H. Jones 9' fadeaway Shot,[1630529],1610612740.0,NOP,fadeaway,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.27,Missed,,,,,,,,,,,,,,,,,,
330,PT10M28.00S,2025-01-09T02:17:45.4Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,46,77,2025-01-09T02:18:22Z,3230000,False,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,329.0,,5.0,4.0,1.0,,,,
331,PT10M19.00S,2025-01-09T02:17:54.1Z,3,REGULAR,turnover,bad pass,[],1630166,,,1610612757,46,77,2025-01-09T02:17:58Z,3240000,False,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 1630529]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,,Jones,1630529.0,,
332,PT10M19.00S,2025-01-09T02:17:54.1Z,3,REGULAR,steal,,[],1630529,,,1610612740,46,77,2025-01-09T02:17:56Z,3250000,False,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
333,PT10M06.00S,2025-01-09T02:18:06.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627749,93.77463863337714,47.794117647058826,1610612740,48,77,2025-01-09T02:18:12Z,3260000,False,-11.0,6.0,1,right,D. Murray driving reverse Layup (17 PTS),[1627749],1610612740.0,NOP,driving reverse,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.25,Made,17.0,,,,,,,,,,,,,,,,,
334,PT09M54.00S,2025-01-09T02:18:32.8Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612757,48,77,2025-01-09T02:18:43Z,3270000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Avdija 2 FT),"[1630529, 1630166]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,2.0,0.0,Avdija,1630166.0,,,,,,,,,
336,PT09M54.00S,2025-01-09T02:18:54.8Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,48,78,2025-01-09T02:18:54Z,3290000,False,,,0,,D. Avdija Free Throw 1 of 2 (16 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
337,PT09M54.00S,2025-01-09T02:19:01.2Z,3,REGULAR,substitution,out,[],1630529,,,1610612757,48,78,2025-01-09T02:19:05Z,3300000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT09M54.00S,2025-01-09T02:19:01.2Z,3,REGULAR,substitution,in,[],1629750,,,1610612757,48,78,2025-01-09T02:19:05Z,3310000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT09M54.00S,2025-01-09T02:18:54.8Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,48,78,2025-01-09T02:19:27Z,3320000,False,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
340,PT09M53.00S,2025-01-09T02:18:55.8Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612740,48,78,2025-01-09T02:19:44Z,3330000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,339.0,,1.0,1.0,0.0,,,,
341,PT09M41.00S,2025-01-09T02:19:35.6Z,3,REGULAR,3pt,Jump Shot,[],1627749,85.75886990801577,3.9215686274509802,1610612740,51,78,2025-01-09T02:19:40Z,3340000,False,-230.0,81.0,1,right,D. Murray 24' 3PT  (20 PTS) (Y. Missi 4 AST),"[1627749, 1642274]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,24.44,Made,20.0,Y. Missi,1642274.0,4.0,,,,,,,,,,,,,,
343,PT09M24.00S,2025-01-09T02:19:57.1Z,3,REGULAR,foul,personal,[],1629750,,,1610612757,51,78,2025-01-09T02:20:04Z,3360000,False,,,0,,J. Green personal FOUL (2 PF),"[1629750, 1629028]",1610612740.0,NOP,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,2.0,0.0,Ayton,1629028.0,,,,,,,,,
345,PT09M17.00S,2025-01-09T02:20:21.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,12.171484888304862,35.294117647058826,1610612757,51,80,2025-01-09T02:20:28Z,3380000,False,74.0,62.0,1,left,A. Simons 9' driving floating bank Jump Shot (12 PTS),[1629014],1610612757.0,POR,driving floating bank,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Right,9.61,Made,12.0,,,,,,,,,,,,,,,,,
346,PT08M56.00S,2025-01-09T02:20:42.2Z,3,REGULAR,3pt,Jump Shot,[],1627749,64.99671484888306,52.20588235294118,1610612740,51,80,2025-01-09T02:20:54Z,3390000,False,11.0,277.0,1,right,MISS D. Murray 27' pullup 3PT,[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,27.67,Missed,,,,,,,,,,,,,,,,,,
