actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
575,PT08M27.00S,2023-11-04T04:01:06.8Z,4,REGULAR,substitution,in,[],1630217,,,1610612757,84,85,2023-11-04T04:01:39Z,5630000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT08M27.00S,2023-11-04T04:01:37.9Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1629057,,,1610612757,84,85,2023-11-04T04:01:41Z,5640000,False,,,0,,MISS R. Williams III Free Throw 1 of 1,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
577,PT08M25.00S,2023-11-04T04:01:39.9Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612763,84,85,2023-11-04T04:01:41Z,5650000,False,,,0,,X. Tillman REBOUND (Off:1 Def:4),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,576.0,5.0,4.0,1.0,,,,,,,,,,,,,,
578,PT08M09.00S,2023-11-04T04:01:54.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630217,9.674770039421814,37.00980392156863,1610612763,84,87,2023-11-04T04:02:04Z,5660000,False,65.0,38.0,1,left,D. Bane 7' driving bank Hook (24 PTS) (X. Tillman 4 AST),"[1630217, 1630214]",1610612763.0,MEM,driving bank,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,7.55,Made,,,,,24.0,,,,,,,X. Tillman,1630214.0,4.0,,,,
580,PT07M49.00S,2023-11-04T04:02:19.4Z,4,REGULAR,substitution,out,[],1629057,,,1610612757,84,87,2023-11-04T04:02:21Z,5680000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M49.00S,2023-11-04T04:02:19.4Z,4,REGULAR,substitution,in,[],1629028,,,1610612757,84,87,2023-11-04T04:02:21Z,5690000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M43.00S,2023-11-04T04:02:41.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,92.72339027595268,56.372549019607845,1610612757,84,87,2023-11-04T04:02:47Z,5700000,False,32.0,16.0,1,right,MISS D. Ayton driving Layup,[1629028],1610612757.0,POR,driving,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,,,,,,,,,,
583,PT07M41.00S,2023-11-04T04:02:43.5Z,4,REGULAR,rebound,offensive,[],1641739,,,1610612757,84,87,2023-11-04T04:02:47Z,5710000,False,,,0,,T. Camara REBOUND (Off:2 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,582.0,2.0,0.0,2.0,,,,,,,,,,,,,,
584,PT07M41.00S,2023-11-04T04:02:43.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641739,94.40999984741211,50.0,1610612757,86,87,2023-11-04T04:02:43Z,5720000,False,0.0,0.0,1,right,T. Camara tip Layup (5 PTS),[1641739],1610612757.0,POR,tip,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,5.0,,,,,,,,,,,,,
585,PT07M22.00S,2023-11-04T04:03:03.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,5.338370565045992,47.794117647058826,1610612763,86,89,2023-11-04T04:03:07Z,5730000,False,11.0,-2.0,1,left,D. Bane cutting Layup (26 PTS) (X. Tillman 5 AST),"[1630217, 1630214]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.12,Made,,,,,26.0,,,,,,,X. Tillman,1630214.0,5.0,,,,
587,PT07M08.00S,2023-11-04T04:03:19.6Z,4,REGULAR,turnover,traveling,[],1627763,,,1610612757,86,89,2023-11-04T04:03:25Z,5750000,False,,,0,,M. Brogdon traveling TURNOVER (3 TO),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,,3.0,,,202035.0,,,,,,,
588,PT06M55.00S,2023-11-04T04:03:52.1Z,4,REGULAR,turnover,out-of-bounds,[],1631367,,,1610612763,86,89,2023-11-04T04:04:00Z,5760000,False,,,0,,J. Gilyard bad pass out-of-bounds TURNOVER (1 TO),[1631367],1610612763.0,MEM,bad pass,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,,,1627534.0,,,,,,,
589,PT06M55.00S,2023-11-04T04:03:56.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,86,89,2023-11-04T04:03:56Z,5770000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M55.00S,2023-11-04T04:06:16.1Z,4,REGULAR,substitution,out,[],1631367,,,1610612757,86,89,2023-11-04T04:06:34Z,5780000,False,,,0,,SUB out: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M55.00S,2023-11-04T04:06:16.1Z,4,REGULAR,substitution,in,[],203935,,,1610612757,86,89,2023-11-04T04:06:34Z,5790000,False,,,0,,SUB in: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M41.00S,2023-11-04T04:07:16.2Z,4,REGULAR,violation,kicked ball,[],1628379,,,1610612757,86,89,2023-11-04T04:07:25Z,5800000,False,,,0,,L. Kennard kicked ball VIOLATION,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,1627534.0,,,,,,,
594,PT06M33.00S,2023-11-04T04:07:40.8Z,4,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612757,86,89,2023-11-04T04:07:51Z,5810000,False,,,0,,Z. Williams shooting personal FOUL (5 PF) (Grant 2 FT),"[1630533, 203924]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627534.0,,,,5.0,1.0,Grant,203924.0
596,PT06M33.00S,2023-11-04T04:08:05.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203924,,,1610612757,87,89,2023-11-04T04:08:05Z,5830000,False,,,0,,J. Grant Free Throw 1 of 2 (20 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
597,PT06M33.00S,2023-11-04T04:08:06.5Z,4,REGULAR,substitution,out,[],1630533,,,1610612757,87,89,2023-11-04T04:08:10Z,5840000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M33.00S,2023-11-04T04:08:06.5Z,4,REGULAR,substitution,in,[],1631223,,,1610612757,87,89,2023-11-04T04:08:10Z,5850000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M33.00S,2023-11-04T04:08:05.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203924,,,1610612757,87,89,2023-11-04T04:08:28Z,5860000,False,,,0,,MISS J. Grant Free Throw 2 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
600,PT06M30.00S,2023-11-04T04:08:08.9Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612763,87,89,2023-11-04T04:08:28Z,5870000,False,,,0,,X. Tillman REBOUND (Off:1 Def:5),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,599.0,6.0,5.0,1.0,,,,,,,,,,,,,,
601,PT06M14.00S,2023-11-04T04:08:43.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630214,5.601182654402102,48.529411764705884,1610612763,87,91,2023-11-04T04:08:48Z,5880000,False,7.0,0.0,1,left,X. Tillman driving DUNK (6 PTS) (L. Kennard 2 AST),"[1630214, 1628379]",1610612763.0,MEM,driving,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,6.0,,,,,,,L. Kennard,1628379.0,2.0,,,,
603,PT05M51.00S,2023-11-04T04:09:05.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,92.46057818659659,57.35294117647059,1610612757,87,91,2023-11-04T04:09:09Z,5900000,False,37.0,18.0,1,right,MISS D. Ayton turnaround Hook,[1629028],1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
604,PT05M49.00S,2023-11-04T04:09:07.2Z,4,REGULAR,rebound,defensive,[],203935,,,1610612763,87,91,2023-11-04T04:09:07Z,5910000,False,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,603.0,3.0,2.0,1.0,,,,,,,,,,,,,,
611,PT05M41.00S,2023-11-04T04:09:46.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,7.30946123521682,48.77450980392157,1610612763,87,93,2023-11-04T04:16:45Z,5935000,False,6.0,16.0,1,left,D. Bane driving Layup (28 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,28.0,,,,,,,,,,,,,
609,PT05M41.00S,2023-11-04T04:09:47.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,87,93,2023-11-04T04:15:57Z,5960000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M41.00S,2023-11-04T04:14:51.2Z,4,REGULAR,foul,technical,['1freethrow'],203924,,,1610612757,87,93,2023-11-04T04:15:06Z,5990000,False,,,0,,J. Grant flopping technical FOUL (1 Tech),[203924],1610612757.0,POR,flopping,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,1148.0,,,,0.0,1.0,,
613,PT05M41.00S,2023-11-04T04:15:00.1Z,4,REGULAR,freethrow,1 of 1,[],1630217,,,1610612757,87,94,2023-11-04T04:15:00Z,6000000,False,,,0,,D. Bane technical Free Throw 1 of 1 (29 PTS),[1630217],1610612763.0,MEM,technical,,,Bane,D. Bane,,,,,,,,Made,,,,,29.0,,,,,,,,,,,,,
614,PT05M21.00S,2023-11-04T04:15:25.1Z,4,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612757,87,94,2023-11-04T04:15:30Z,6010000,False,,,0,,X. Tillman shooting personal FOUL (3 PF) (Grant 2 FT),"[1630214, 203924]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,,,,3.0,0.0,Grant,203924.0
616,PT05M21.00S,2023-11-04T04:15:52.1Z,4,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,88,94,2023-11-04T04:16:08Z,6030000,False,,,0,,J. Grant Free Throw 1 of 2 (21 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
617,PT05M21.00S,2023-11-04T04:15:52.1Z,4,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,88,94,2023-11-04T04:16:08Z,6040000,False,,,0,,MISS J. Grant Free Throw 2 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
618,PT05M17.00S,2023-11-04T04:15:56.1Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612763,88,94,2023-11-04T04:16:08Z,6050000,False,,,0,,X. Tillman REBOUND (Off:1 Def:6),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,617.0,7.0,6.0,1.0,,,,,,,,,,,,,,
619,PT05M03.00S,2023-11-04T04:16:22.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631223,6.389618922470433,47.549019607843135,1610612763,88,96,2023-11-04T04:16:27Z,6060000,False,12.0,8.0,1,left,D. Roddy DUNK (14 PTS) (D. Bane 6 AST),"[1631223, 1630217]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,14.0,,,,,,,D. Bane,1630217.0,6.0,,,,
621,PT04M47.00S,2023-11-04T04:16:37.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,93.9060446780552,47.30392156862745,1610612757,90,96,2023-11-04T04:16:43Z,6080000,False,-13.0,5.0,1,right,M. Brogdon driving reverse Layup (15 PTS),[1627763],1610612757.0,POR,driving reverse,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,15.0,,,,,,,,,,,,,
622,PT04M29.00S,2023-11-04T04:16:56.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,10.988830486202366,63.725490196078425,1610612763,90,96,2023-11-04T04:17:01Z,6090000,False,-69.0,51.0,1,left,MISS X. Tillman 8' floating Shot,[1630214],1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Left,8.54,Missed,,,,,,,,,,,,,,,,,,
623,PT04M25.00S,2023-11-04T04:16:59.4Z,4,REGULAR,rebound,defensive,[],203924,,,1610612757,90,96,2023-11-04T04:16:59Z,6100000,False,,,0,,J. Grant REBOUND (Off:2 Def:5),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Left,,,622.0,7.0,5.0,2.0,,,,,,,,,,,,,,
625,PT04M21.00S,2023-11-04T04:17:15.3Z,4,REGULAR,foul,offensive,[],1631101,,,1610612763,90,96,2023-11-04T04:21:19Z,6120000,False,,,0,,S. Sharpe charge offensive FOUL (2 PF),"[1631101, 203935]",1610612757.0,POR,charge,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1148.0,,,,2.0,0.0,Smart,203935.0
636,PT04M21.00S,2023-11-04T04:17:18.1Z,4,REGULAR,turnover,offensive foul,[],1631101,,,1610612757,90,96,2023-11-04T04:21:43Z,6135000,False,,,0,,S. Sharpe offensive foul TURNOVER (2 TO),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,,,1148.0,,,,,,,
627,PT04M21.00S,2023-11-04T04:17:20.9Z,4,REGULAR,substitution,out,[],1630214,,,1610612763,90,96,2023-11-04T04:20:23Z,6140000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT04M21.00S,2023-11-04T04:17:20.9Z,4,REGULAR,substitution,in,[],1628991,,,1610612763,90,96,2023-11-04T04:20:23Z,6150000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT04M21.00S,2023-11-04T04:17:57.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,90,96,2023-11-04T04:20:23Z,6160000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT04M01.00S,2023-11-04T04:21:08.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630217,4.812746386333772,48.529411764705884,1610612763,90,98,2023-11-04T04:21:43Z,6180000,False,7.0,-7.0,1,left,D. Bane driving Layup (31 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,31.0,,,,,,,,,,,,,
632,PT03M40.00S,2023-11-04T04:21:29.7Z,4,REGULAR,3pt,Jump Shot,[],1641739,77.34888304862024,86.76470588235294,1610612757,90,98,2023-11-04T04:21:50Z,6190000,False,184.0,160.0,1,right,MISS T. Camara 24' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,24.39,Missed,,,,,,,,,,,,,,,,,,
633,PT03M37.00S,2023-11-04T04:21:32.7Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612763,90,98,2023-11-04T04:21:32Z,6200000,False,,,0,,L. Kennard REBOUND (Off:1 Def:6),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,632.0,7.0,6.0,1.0,,,,,,,,,,,,,,
634,PT03M28.00S,2023-11-04T04:21:41.7Z,4,REGULAR,turnover,bad pass,[],1630217,,,1610612763,90,98,2023-11-04T04:21:54Z,6210000,False,,,0,,D. Bane bad pass TURNOVER (2 TO),"[1630217, 1629028]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,2.0,Ayton,1629028.0,,,,,,,,
635,PT03M28.00S,2023-11-04T04:21:41.7Z,4,REGULAR,steal,,[],1629028,,,1610612757,90,98,2023-11-04T04:21:43Z,6220000,False,,,0,,D. Ayton STEAL (2 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
637,PT03M25.00S,2023-11-04T04:21:44.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629028,93.64323258869908,46.07843137254902,1610612757,90,98,2023-11-04T04:22:48Z,6230000,False,-20.0,7.0,1,right,MISS D. Ayton running Layup - blocked,"[1629028, 1628991]",1610612757.0,POR,running,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,Jackson Jr.,1628991.0,,,,,,,,,,,
638,PT03M25.00S,2023-11-04T04:21:44.9Z,4,REGULAR,block,,[],1628991,,,1610612757,90,98,2023-11-04T04:21:46Z,6240000,False,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
639,PT03M24.00S,2023-11-04T04:21:45.9Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612763,90,98,2023-11-04T04:21:57Z,6250000,False,,,0,,L. Kennard REBOUND (Off:1 Def:7),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,637.0,8.0,7.0,1.0,,,,,,,,,,,,,,
640,PT03M21.00S,2023-11-04T04:21:49.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631223,5.206964520367937,49.26470588235294,1610612763,90,100,2023-11-04T04:22:03Z,6260000,False,4.0,-4.0,1,left,D. Roddy running DUNK (16 PTS) (L. Kennard 3 AST),"[1631223, 1628379]",1610612763.0,MEM,running,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,16.0,,,,,,,L. Kennard,1628379.0,3.0,,,,
642,PT03M01.00S,2023-11-04T04:22:10.1Z,4,REGULAR,3pt,Jump Shot,[],1627763,70.38436268068331,82.35294117647058,1610612757,93,100,2023-11-04T04:22:15Z,6280000,False,162.0,226.0,1,right,M. Brogdon 27' 3PT  (18 PTS) (T. Camara 1 AST),"[1627763, 1641739]",1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,27.79,Made,,,,,18.0,,,,,,,T. Camara,1641739.0,1.0,,,,
644,PT02M40.00S,2023-11-04T04:22:36.0Z,4,REGULAR,foul,offensive,[],1628991,,,1610612763,93,100,2023-11-04T04:22:43Z,6300000,False,,,0,,J. Jackson Jr. offensive FOUL (1 PF),"[1628991, 1627763]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1148.0,,,,1.0,0.0,Brogdon,1627763.0
646,PT02M40.00S,2023-11-04T04:22:36.0Z,4,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,93,100,2023-11-04T04:22:36Z,6320000,False,,,0,,J. Jackson Jr. offensive foul TURNOVER (2 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,2.0,,,1148.0,,,,,,,
647,PT02M40.00S,2023-11-04T04:22:44.4Z,4,REGULAR,substitution,out,[],1628379,,,1610612757,93,100,2023-11-04T04:23:02Z,6330000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT02M40.00S,2023-11-04T04:22:44.4Z,4,REGULAR,substitution,in,[],1630533,,,1610612757,93,100,2023-11-04T04:23:02Z,6340000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT02M30.00S,2023-11-04T04:23:21.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,66.70499342969777,23.52941176470588,1610612757,93,100,2023-11-04T04:23:26Z,6350000,False,-132.0,260.0,1,right,MISS M. Brogdon 29' 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,29.22,Missed,,,,,,,,,,,,,,,,,,
650,PT02M28.00S,2023-11-04T04:23:23.8Z,4,REGULAR,rebound,defensive,[],1631223,,,1610612763,93,100,2023-11-04T04:23:26Z,6360000,False,,,0,,D. Roddy REBOUND (Off:1 Def:2),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,649.0,3.0,2.0,1.0,,,,,,,,,,,,,,
651,PT02M05.00S,2023-11-04T04:23:47.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631223,8.229303547963205,47.794117647058826,1610612763,93,100,2023-11-04T04:23:51Z,6370000,False,11.0,25.0,1,left,MISS D. Roddy driving Hook,[1631223],1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
652,PT02M03.00S,2023-11-04T04:23:49.0Z,4,REGULAR,rebound,defensive,[],203924,,,1610612757,93,100,2023-11-04T04:23:51Z,6380000,False,,,0,,J. Grant REBOUND (Off:2 Def:6),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,651.0,8.0,6.0,2.0,,,,,,,,,,,,,,
653,PT01M53.00S,2023-11-04T04:23:59.2Z,4,REGULAR,3pt,Jump Shot,[],1627763,67.36202365308804,26.715686274509803,1610612757,93,100,2023-11-04T04:24:03Z,6390000,False,-116.0,254.0,1,right,MISS M. Brogdon 27' 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,27.97,Missed,,,,,,,,,,,,,,,,,,
654,PT01M49.00S,2023-11-04T04:24:03.2Z,4,REGULAR,rebound,offensive,[],1641739,,,1610612757,93,100,2023-11-04T04:24:15Z,6400000,False,,,0,,T. Camara REBOUND (Off:3 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,653.0,3.0,0.0,3.0,,,,,,,,,,,,,,
655,PT01M47.00S,2023-11-04T04:24:05.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203924,68.9388961892247,75.98039215686273,1610612757,93,100,2023-11-04T04:24:12Z,6410000,False,130.0,239.0,1,right,MISS J. Grant 27' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,27.25,Missed,,,,,,,,,,,,,,,,,,
656,PT01M44.00S,2023-11-04T04:24:08.5Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,93,100,2023-11-04T04:24:12Z,6420000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:7),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,655.0,7.0,7.0,0.0,,,,,,,,,,,,,,
657,PT01M42.00S,2023-11-04T04:25:06.0Z,4,REGULAR,jumpball,recovered,[],1627763,,,1610612763,93,100,2023-11-04T04:25:06Z,6430000,False,,,0,,Jump Ball D. Ayton vs. J. Jackson Jr.: Tip to M. Brogdon,"[1627763, 1629028, 1628991]",1610612757.0,POR,heldball,M. Brogdon,1627763.0,Brogdon,M. Brogdon,Ayton,1629028.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
660,PT01M42.00S,2023-11-04T04:25:06.0Z,4,REGULAR,turnover,lost ball,[],1628991,,,1610612763,93,100,2023-11-04T04:25:06Z,6460000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (3 TO),"[1628991, 1629028]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,3.0,Ayton,1629028.0,,,,,,,,
661,PT01M42.00S,2023-11-04T04:25:06.0Z,4,REGULAR,steal,,[],1629028,,,1610612757,93,100,2023-11-04T04:25:06Z,6470000,False,,,0,,D. Ayton STEAL (3 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M32.00S,2023-11-04T04:25:16.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203924,76.5604467805519,70.83333333333334,1610612757,95,100,2023-11-04T04:25:23Z,6480000,False,104.0,168.0,1,right,J. Grant 19' step back Jump Shot (23 PTS),[203924],1610612757.0,POR,step back,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,19.75,Made,,,,,23.0,,,,,,,,,,,,,
663,PT01M32.00S,2023-11-04T04:25:19.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631223,,,1610612757,95,100,2023-11-04T04:25:27Z,6490000,False,,,0,,D. Roddy shooting personal FOUL (3 PF) (Grant 1 FT),"[1631223, 203924]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1627534.0,,,,3.0,0.0,Grant,203924.0
665,PT01M32.00S,2023-11-04T04:25:40.9Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],203924,,,1610612757,95,100,2023-11-04T04:25:40Z,6510000,False,,,0,,MISS J. Grant Free Throw 1 of 1,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
666,PT01M29.00S,2023-11-04T04:25:43.9Z,4,REGULAR,rebound,defensive,[],1630217,,,1610612763,95,100,2023-11-04T04:25:44Z,6520000,False,,,0,,D. Bane REBOUND (Off:1 Def:7),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,665.0,8.0,7.0,1.0,,,,,,,,,,,,,,
