actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
171,PT11M05.00S,2024-03-24T23:38:38.5Z,2,REGULAR,block,,[],1631218,,,1610612750,18,29,2024-03-24T23:38:41Z,1700000,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
172,PT11M05.00S,2024-03-24T23:38:38.5Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,18,29,2024-03-24T23:39:01Z,1710000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,170.0,2.0,2.0,0.0,,,,,,,
174,PT10M54.00S,2024-03-24T23:38:49.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,16.63929040735874,34.55882352941176,1610612744,18,29,2024-03-24T23:39:12Z,1720000,False,77.0,104.0,1,left,MISS C. Paul 12' pullup Shot,[101108],1610612744.0,GSW,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,12.94,,,,,,,,,,,
175,PT10M50.00S,2024-03-24T23:38:53.7Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,18,29,2024-03-24T23:39:12Z,1730000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,174.0,2.0,2.0,0.0,,,,,,,
176,PT10M34.00S,2024-03-24T23:39:09.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,87.33574244415243,51.9607843137255,1610612750,20,29,2024-03-24T23:40:59Z,1740000,False,10.0,67.0,1,right,N. Reid 6' turnaround Hook (8 PTS) (K. Anderson 2 AST),"[1629675, 203937]",1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,8.0,,6.72,,,,,K. Anderson,203937.0,2.0,,,,
178,PT10M10.00S,2024-03-24T23:39:33.5Z,2,REGULAR,2pt,Jump Shot,[],1630228,18.610381077529567,28.676470588235293,1610612744,20,29,2024-03-24T23:41:35Z,1760000,False,107.0,122.0,1,left,MISS J. Kuminga 16' turnaround fadeaway Shot,[1630228],1610612744.0,GSW,turnaround fadeaway,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,16.23,,,,,,,,,,,
179,PT10M07.00S,2024-03-24T23:39:36.5Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,20,29,2024-03-24T23:39:43Z,1770000,False,,,0,,N. Reid REBOUND (Off:1 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,178.0,4.0,3.0,1.0,,,,,,,
180,PT10M02.00S,2024-03-24T23:39:45.1Z,2,REGULAR,foul,personal,[],1630228,,,1610612750,20,29,2024-03-24T23:39:53Z,1780000,False,,,0,,J. Kuminga personal FOUL (1 PF),"[1630228, 1629162]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,200833.0,1.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,
182,PT09M58.00S,2024-03-24T23:39:59.1Z,2,REGULAR,3pt,Jump Shot,[],1629675,79.71419185282524,7.598039215686274,1610612750,23,29,2024-03-24T23:40:08Z,1800000,False,-212.0,138.0,1,right,N. Reid 25' 3PT  (11 PTS) (K. Anderson 3 AST),"[1629675, 203937]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,Made,11.0,,25.31,,,,,K. Anderson,203937.0,3.0,,,,
184,PT09M56.00S,2024-03-24T23:40:04.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,23,29,2024-03-24T23:40:04Z,1820000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M41.00S,2024-03-24T23:43:18.6Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612744,23,29,2024-03-24T23:43:42Z,1830000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Jackson-Davis 2 FT),"[1629675, 1631218]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,200833.0,1.0,0.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,
187,PT09M41.00S,2024-03-24T23:43:43.6Z,2,REGULAR,freethrow,1 of 2,[],1631218,,,1610612744,23,29,2024-03-24T23:43:58Z,1850000,False,,,0,,MISS T. Jackson-Davis Free Throw 1 of 2,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
188,PT09M41.00S,2024-03-24T23:43:43.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,23,29,2024-03-24T23:43:58Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,
189,PT09M41.00S,2024-03-24T23:43:43.6Z,2,REGULAR,freethrow,2 of 2,[],1631218,,,1610612744,23,29,2024-03-24T23:43:58Z,1870000,False,,,0,,MISS T. Jackson-Davis Free Throw 2 of 2,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
190,PT09M39.00S,2024-03-24T23:43:45.6Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,23,29,2024-03-24T23:43:58Z,1880000,False,,,0,,N. Reid REBOUND (Off:1 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,189.0,5.0,4.0,1.0,,,,,,,
191,PT09M28.00S,2024-03-24T23:44:05.1Z,2,REGULAR,3pt,Jump Shot,[],1629675,68.67608409986859,36.029411764705884,1610612750,26,29,2024-03-24T23:44:10Z,1890000,False,-70.0,242.0,1,right,N. Reid 25' 3PT  (14 PTS) (J. McLaughlin 1 AST),"[1629675, 1629162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,Made,14.0,,25.18,,,,,J. McLaughlin,1629162.0,1.0,,,,
193,PT09M13.00S,2024-03-24T23:44:19.9Z,2,REGULAR,turnover,bad pass,[],202691,,,1610612744,26,29,2024-03-24T23:46:00Z,1910000,False,,,0,,K. Thompson bad pass TURNOVER (2 TO),"[202691, 203937]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,,,,,,,,,,,Anderson,203937.0
194,PT09M13.00S,2024-03-24T23:44:19.9Z,2,REGULAR,steal,,[],203937,,,1610612750,26,29,2024-03-24T23:44:21Z,1920000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT09M01.00S,2024-03-24T23:44:31.4Z,2,REGULAR,turnover,lost ball,[],1629675,,,1610612750,26,29,2024-03-24T23:44:36Z,1930000,False,,,0,,N. Reid lost ball TURNOVER (4 TO),"[1629675, 1631218]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,4.0,,,,,,,,,,,Jackson-Davis,1631218.0
196,PT09M01.00S,2024-03-24T23:44:31.4Z,2,REGULAR,steal,,[],1631218,,,1610612744,26,29,2024-03-24T23:44:33Z,1940000,False,,,0,,T. Jackson-Davis STEAL (2 STL),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
197,PT08M54.00S,2024-03-24T23:44:38.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641764,5.732588699080158,95.34313725490196,1610612744,26,29,2024-03-24T23:46:30Z,1950000,False,-227.0,1.0,1,left,MISS B. Podziemski running 3PT,[1641764],1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.67,,,,,,,,,,,
198,PT08M52.00S,2024-03-24T23:44:40.5Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,26,29,2024-03-24T23:44:44Z,1960000,False,,,0,,N. Reid REBOUND (Off:1 Def:5),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,,,,,,,,,,197.0,6.0,5.0,1.0,,,,,,,
199,PT08M40.00S,2024-03-24T23:44:52.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,92.19776609724047,50.245098039215684,1610612750,26,29,2024-03-24T23:44:58Z,1970000,False,1.0,21.0,1,right,MISS J. McLaughlin cutting Layup,[1629162],1610612750.0,MIN,cutting,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.08,,,,,,,,,,,
200,PT08M38.00S,2024-03-24T23:44:54.4Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,26,29,2024-03-24T23:44:58Z,1980000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,,,,199.0,2.0,2.0,0.0,,,,,,,
201,PT08M31.00S,2024-03-24T23:45:01.3Z,2,REGULAR,2pt,Jump Shot,[],1630228,8.623521681997373,18.872549019607842,1610612744,26,31,2024-03-24T23:45:07Z,1990000,False,156.0,29.0,1,left,J. Kuminga 15' step back Jump Shot (8 PTS),[1630228],1610612744.0,GSW,step back,,,Kuminga,J. Kuminga,,,,,Mid-Range,8-16 Right,,,,,,Made,8.0,,15.82,,,,,,,,,,,
202,PT08M14.00S,2024-03-24T23:45:19.0Z,2,REGULAR,3pt,Jump Shot,[],1629638,67.23061760840999,42.8921568627451,1610612750,26,31,2024-03-24T23:45:24Z,2000000,False,-36.0,256.0,1,right,MISS N. Alexander-Walker 25' pullup 3PT,[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.8,,,,,,,,,,,
203,PT08M11.00S,2024-03-24T23:45:22.0Z,2,REGULAR,rebound,defensive,[],1631218,,,1610612744,26,31,2024-03-24T23:45:24Z,2010000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,202.0,1.0,1.0,0.0,,,,,,,
204,PT08M06.00S,2024-03-24T23:45:27.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630228,8.623521681997373,60.29411764705882,1610612744,26,31,2024-03-24T23:47:35Z,2020000,False,-51.0,29.0,1,left,MISS J. Kuminga driving floating Shot,[1630228],1610612744.0,GSW,driving floating,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.89,,,,,,,,,,,
205,PT08M02.00S,2024-03-24T23:45:31.1Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,26,31,2024-03-24T23:45:35Z,2030000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,204.0,3.0,3.0,0.0,,,,,,,
206,PT07M57.00S,2024-03-24T23:45:36.4Z,2,REGULAR,3pt,Jump Shot,[],1629675,68.80749014454665,26.96078431372549,1610612750,29,31,2024-03-24T23:48:17Z,2040000,False,-115.0,241.0,1,right,N. Reid 26' 3PT  (17 PTS) (N. Alexander-Walker 1 AST),"[1629675, 1629638]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,Made,17.0,,26.68,,,,,N. Alexander-Walker,1629638.0,1.0,,,,
208,PT07M39.00S,2024-03-24T23:45:53.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,18.2161629434954,38.72549019607843,1610612744,29,31,2024-03-24T23:48:35Z,2060000,False,56.0,119.0,1,left,MISS C. Paul 13' pullup Shot,[101108],1610612744.0,GSW,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,13.14,,,,,,,,,,,
209,PT07M35.00S,2024-03-24T23:45:57.2Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,29,31,2024-03-24T23:45:57Z,2070000,False,,,0,,N. Reid REBOUND (Off:1 Def:6),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,208.0,7.0,6.0,1.0,,,,,,,
210,PT07M29.00S,2024-03-24T23:46:03.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629675,67.09921156373193,54.166666666666664,1610612750,29,31,2024-03-24T23:49:24Z,2080000,False,21.0,257.0,1,right,MISS N. Reid 25' running 3PT,[1629675],1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.76,,,,,,,,,,,
211,PT07M27.00S,2024-03-24T23:46:05.7Z,2,REGULAR,rebound,defensive,[],101108,,,1610612744,29,31,2024-03-24T23:46:10Z,2090000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,,,,,,210.0,2.0,2.0,0.0,,,,,,,
212,PT07M22.00S,2024-03-24T23:46:10.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630228,6.389618922470433,47.05882352941176,1610612744,29,33,2024-03-24T23:46:16Z,2100000,False,15.0,8.0,1,left,J. Kuminga alley-oop DUNK (10 PTS) (C. Paul 5 AST),"[1630228, 101108]",1610612744.0,GSW,alley-oop,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,1.65,,,,,C. Paul,101108.0,5.0,,,,
214,PT07M05.00S,2024-03-24T23:46:34.3Z,2,REGULAR,foul,personal,[],101108,,,1610612750,29,33,2024-03-24T23:46:42Z,2120000,False,,,0,,C. Paul personal FOUL (1 PF),"[101108, 1629638]",1610612744.0,GSW,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,1662.0,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,,,
216,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,out,[],203937,,,1610612750,29,33,2024-03-24T23:46:57Z,2140000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,out,[],1629638,,,1610612750,29,33,2024-03-24T23:46:57Z,2150000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,out,[],1630228,,,1610612750,29,33,2024-03-24T23:46:57Z,2160000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,out,[],1631218,,,1610612750,29,33,2024-03-24T23:46:57Z,2170000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,out,[],1641764,,,1610612750,29,33,2024-03-24T23:46:57Z,2180000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,out,[],202691,,,1610612750,29,33,2024-03-24T23:46:57Z,2190000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,29,33,2024-03-24T23:46:57Z,2200000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,29,33,2024-03-24T23:46:57Z,2210000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,in,[],201939,,,1610612750,29,33,2024-03-24T23:46:57Z,2220000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,in,[],203110,,,1610612750,29,33,2024-03-24T23:46:57Z,2230000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,in,[],203952,,,1610612750,29,33,2024-03-24T23:46:57Z,2240000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M05.00S,2024-03-24T23:46:40.9Z,2,REGULAR,substitution,in,[],1627780,,,1610612750,29,33,2024-03-24T23:46:57Z,2250000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M56.00S,2024-03-24T23:47:18.8Z,2,REGULAR,3pt,Jump Shot,[],1629162,94.03745072273325,95.58823529411765,1610612750,29,33,2024-03-24T23:47:23Z,2260000,False,228.0,4.0,1,right,MISS J. McLaughlin 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.79,,,,,,,,,,,
229,PT06M53.00S,2024-03-24T23:47:21.8Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,29,33,2024-03-24T23:47:23Z,2270000,False,,,0,,G. Payton II REBOUND (Off:0 Def:5),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Right Corner 3,24+ Right,,,,,,,,,,228.0,5.0,5.0,0.0,,,,,,,
230,PT06M40.00S,2024-03-24T23:47:34.6Z,2,REGULAR,3pt,Jump Shot,[],203952,28.07161629434954,20.34313725490196,1610612744,29,36,2024-03-24T23:47:39Z,2280000,False,148.0,211.0,1,left,A. Wiggins 25' 3PT  (5 PTS) (S. Curry 1 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,,25.82,,,,,S. Curry,201939.0,1.0,,,,
232,PT06M27.00S,2024-03-24T23:47:47.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,90.22667542706965,49.50980392156863,1610612750,29,36,2024-03-24T23:50:31Z,2300000,False,-2.0,39.0,1,right,MISS M. Conley driving floating bank Shot,[201144],1610612750.0,MIN,driving floating bank,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.95,,,,,,,,,,,
233,PT06M25.00S,2024-03-24T23:47:49.9Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,29,36,2024-03-24T23:47:53Z,2310000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,,,232.0,2.0,2.0,0.0,,,,,,,
234,PT06M18.00S,2024-03-24T23:47:56.4Z,2,REGULAR,3pt,Jump Shot,[],201939,33.590670170827856,54.90196078431373,1610612744,29,39,2024-03-24T23:48:02Z,2320000,False,-25.0,263.0,1,left,S. Curry 26' 3PT pullup (6 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,,26.44,,,,,,,,,,,
236,PT05M52.00S,2024-03-24T23:48:27.3Z,2,REGULAR,substitution,out,[],201144,,,1610612750,29,39,2024-03-24T23:48:31Z,2340000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M52.00S,2024-03-24T23:48:27.3Z,2,REGULAR,substitution,in,[],203497,,,1610612750,29,39,2024-03-24T23:48:31Z,2350000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M47.00S,2024-03-24T23:49:02.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,86.15308804204993,50.0,1610612750,29,39,2024-03-24T23:51:22Z,2370000,False,0.0,78.0,1,right,MISS R. Gobert 7' floating Shot,[203497],1610612750.0,MIN,floating,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.77,,,,,,,,,,,
240,PT05M45.00S,2024-03-24T23:49:04.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,29,39,2024-03-24T23:49:11Z,2380000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,239.0,,,,,,,,,,
242,PT05M34.00S,2024-03-24T23:49:22.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,13.354139290407357,48.529411764705884,1610612744,29,39,2024-03-24T23:52:51Z,2400000,False,7.0,73.0,1,left,MISS A. Wiggins 7' driving floating Shot,[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.34,,,,,,,,,,,
243,PT05M31.00S,2024-03-24T23:49:25.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,29,39,2024-03-24T23:49:29Z,2410000,False,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,242.0,4.0,4.0,0.0,,,,,,,
244,PT05M26.00S,2024-03-24T23:49:31.1Z,2,REGULAR,foul,personal,['2freethrow'],203952,,,1610612750,29,39,2024-03-24T23:49:38Z,2420000,False,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Edwards 2 FT),"[203952, 1630162]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Center,1662.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
246,PT05M26.00S,2024-03-24T23:50:04.3Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,30,39,2024-03-24T23:50:04Z,2440000,False,,,0,,A. Edwards Free Throw 1 of 2 (3 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
247,PT05M26.00S,2024-03-24T23:50:05.1Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,30,39,2024-03-24T23:50:14Z,2450000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M26.00S,2024-03-24T23:50:05.1Z,2,REGULAR,substitution,out,[],101108,,,1610612750,30,39,2024-03-24T23:50:14Z,2460000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M26.00S,2024-03-24T23:50:05.1Z,2,REGULAR,substitution,in,[],1628420,,,1610612750,30,39,2024-03-24T23:50:14Z,2470000,False,,,0,,SUB in: M. Morris,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M26.00S,2024-03-24T23:50:05.1Z,2,REGULAR,substitution,in,[],1631218,,,1610612750,30,39,2024-03-24T23:50:14Z,2480000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M26.00S,2024-03-24T23:50:21.8Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,31,39,2024-03-24T23:50:21Z,2490000,False,,,0,,A. Edwards Free Throw 2 of 2 (4 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
252,PT05M13.00S,2024-03-24T23:50:38.8Z,2,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612744,31,39,2024-03-24T23:50:47Z,2500000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Curry 2 FT),"[1630162, 201939]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,1662.0,1.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
254,PT05M13.00S,2024-03-24T23:51:04.1Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,31,40,2024-03-24T23:51:04Z,2520000,False,,,0,,S. Curry Free Throw 1 of 2 (7 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
255,PT05M13.00S,2024-03-24T23:51:05.3Z,2,REGULAR,substitution,out,[],1629675,,,1610612744,31,40,2024-03-24T23:51:09Z,2530000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M13.00S,2024-03-24T23:51:05.3Z,2,REGULAR,substitution,in,[],1629638,,,1610612744,31,40,2024-03-24T23:51:09Z,2540000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
