actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
250,PT04M55.00S,2024-03-23T00:52:23.7Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,41,36,2024-03-23T00:52:27Z,2500000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,249.0,3.0,3.0,0.0,,,,,,,,,,,,
251,PT04M46.00S,2024-03-23T00:52:32.5Z,2,REGULAR,3pt,Jump Shot,[],1629162,5.863994743758213,5.147058823529411,1610612750,44,36,2024-03-23T00:52:37Z,2510000,False,224.0,3.0,1,left,J. McLaughlin 3PT  (12 PTS) (M. Morris 3 AST),"[1629162, 1628420]",1610612750.0,MIN,,,,,McLaughlin,J. McLaughlin,,,,,Right Corner 3,24+ Right,22.43,Made,12.0,,,,,,,,,,,,,,M. Morris,1628420.0,3.0
253,PT04M37.00S,2024-03-23T00:52:41.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,92.72339027595268,53.67647058823529,1610612739,44,38,2024-03-23T00:52:46Z,2530000,False,18.0,16.0,1,right,C. LeVert driving Layup (7 PTS) (S. Merrill 1 AST),"[1627747, 1630241]",1610612739.0,CLE,,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2.43,Made,7.0,,,,,,,,,,,,,,S. Merrill,1630241.0,1.0
255,PT04M24.00S,2024-03-23T00:52:54.8Z,2,REGULAR,3pt,Jump Shot,[],1629675,31.09395532194481,60.78431372549019,1610612750,44,38,2024-03-23T00:52:58Z,2550000,False,-54.0,240.0,1,left,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,24.58,Missed,,,,,,,,,,,,,,,,,
256,PT04M22.00S,2024-03-23T00:52:56.8Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,44,38,2024-03-23T00:52:58Z,2560000,False,,,0,,J. Allen REBOUND (Off:4 Def:4),[1628386],1610612739.0,CLE,,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,255.0,8.0,4.0,4.0,,,,,,,,,,,,
257,PT04M06.00S,2024-03-23T00:53:12.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,86.94152431011827,52.69607843137255,1610612739,44,40,2024-03-23T01:11:21Z,2570000,False,13.0,70.0,1,right,G. Niang 7' driving floating Jump Shot (5 PTS),[1627777],1610612739.0,CLE,,driving floating,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,5.0,,,,,,,,,,,,,,,,
258,PT04M06.00S,2024-03-23T00:53:16.8Z,2,REGULAR,foul,personal,['1freethrow'],1629675,,,1610612739,44,40,2024-03-23T00:53:26Z,2580000,False,,,0,,N. Reid shooting personal FOUL (3 PF) (Niang 1 FT),"[1629675, 1627777]",1610612750.0,MIN,203593.0,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,3.0,0.0,Niang,1627777.0,,,,,,
260,PT04M06.00S,2024-03-23T00:53:27.4Z,2,REGULAR,substitution,out,[],1629162,,,1610612739,44,40,2024-03-23T00:55:04Z,2600000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M06.00S,2024-03-23T00:53:27.4Z,2,REGULAR,substitution,out,[],1628420,,,1610612739,44,40,2024-03-23T00:55:04Z,2610000,False,,,0,,SUB out: M. Morris,[1628420],1610612750.0,MIN,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M06.00S,2024-03-23T00:53:27.4Z,2,REGULAR,substitution,out,[],1629675,,,1610612739,44,40,2024-03-23T00:55:04Z,2620000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M06.00S,2024-03-23T00:53:27.4Z,2,REGULAR,substitution,out,[],1630241,,,1610612739,44,40,2024-03-23T00:55:04Z,2630000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M06.00S,2024-03-23T00:53:27.4Z,2,REGULAR,substitution,out,[],1628386,,,1610612739,44,40,2024-03-23T00:55:04Z,2640000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M06.00S,2024-03-23T00:53:27.4Z,2,REGULAR,substitution,in,[],1630183,,,1610612739,44,40,2024-03-23T00:55:04Z,2650000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M06.00S,2024-03-23T00:53:27.4Z,2,REGULAR,substitution,in,[],1630162,,,1610612739,44,40,2024-03-23T00:55:04Z,2660000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M06.00S,2024-03-23T00:53:27.4Z,2,REGULAR,substitution,in,[],203937,,,1610612739,44,40,2024-03-23T00:55:04Z,2670000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M06.00S,2024-03-23T00:53:27.4Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,44,40,2024-03-23T00:55:04Z,2680000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M06.00S,2024-03-23T00:53:27.4Z,2,REGULAR,substitution,in,[],202684,,,1610612739,44,40,2024-03-23T00:55:04Z,2690000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M06.00S,2024-03-23T00:54:07.5Z,2,REGULAR,freethrow,1 of 1,[],1627777,,,1610612739,44,41,2024-03-23T01:00:39Z,2700000,False,,,0,,G. Niang Free Throw 1 of 1 (6 PTS),[1627777],1610612739.0,CLE,,,,,Niang,G. Niang,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
271,PT03M52.00S,2024-03-23T00:54:29.2Z,2,REGULAR,turnover,traveling,[],1630183,,,1610612750,44,41,2024-03-23T00:54:39Z,2710000,False,,,0,,J. McDaniels traveling TURNOVER (2 TO),[1630183],1610612750.0,MIN,203593.0,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2.0,,,,,
272,PT03M52.00S,2024-03-23T00:54:33.5Z,2,REGULAR,substitution,out,[],1627777,,,1610612739,44,41,2024-03-23T00:54:36Z,2720000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M52.00S,2024-03-23T00:54:33.5Z,2,REGULAR,substitution,in,[],202694,,,1610612739,44,41,2024-03-23T00:54:36Z,2730000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M52.00S,2024-03-23T00:54:51.2Z,2,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612739,44,41,2024-03-23T00:55:00Z,2750000,False,,,0,,TEAM foul technical,[],1610612750.0,MIN,203593.0,delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M52.00S,2024-03-23T00:55:04.3Z,2,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,44,42,2024-03-23T00:55:04Z,2760000,False,,,0,,D. Garland technical Free Throw 1 of 1 (5 PTS),[1629636],1610612739.0,CLE,,technical,,,Garland,D. Garland,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
277,PT03M39.00S,2024-03-23T00:55:32.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629636,77.4802890932983,30.88235294117647,1610612739,44,42,2024-03-23T01:12:26Z,2770000,False,-96.0,159.0,1,right,MISS D. Garland 18' pullup Shot,[1629636],1610612739.0,CLE,,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,18.57,Missed,,,,,,,,,,,,,,,,,
278,PT03M36.00S,2024-03-23T00:55:35.8Z,2,REGULAR,rebound,offensive,[],202684,,,1610612739,44,42,2024-03-23T00:55:37Z,2780000,False,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,Mid-Range,16-24 Left Center,,,,277.0,3.0,2.0,1.0,,,,,,,,,,,,
279,PT03M36.00S,2024-03-23T00:55:36.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202684,92.72339027595268,53.92156862745098,1610612739,44,42,2024-03-23T00:55:44Z,2790000,False,20.0,16.0,1,right,MISS T. Thompson tip Layup,[202684],1610612739.0,CLE,,tip,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,
280,PT03M36.00S,2024-03-23T00:55:36.0Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,44,42,2024-03-23T00:55:44Z,2800000,False,,,0,,A. Edwards REBOUND (Off:0 Def:6),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,279.0,6.0,6.0,0.0,,,,,,,,,,,,
281,PT03M27.00S,2024-03-23T00:55:47.2Z,2,REGULAR,foul,personal,[],1630171,,,1610612750,44,42,2024-03-23T00:55:57Z,2810000,False,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1630183]",1610612739.0,CLE,1628953.0,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Right,,,,,,,,,,1.0,0.0,McDaniels,1630183.0,,,,,,
283,PT03M18.00S,2024-03-23T00:56:15.4Z,2,REGULAR,turnover,out-of-bounds,[],203497,,,1610612750,44,42,2024-03-23T00:56:27Z,2830000,False,,,0,,R. Gobert bad pass out-of-bounds TURNOVER (1 TO),[203497],1610612750.0,MIN,1830.0,bad pass,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,,,,,
284,PT02M56.00S,2024-03-23T00:56:42.6Z,2,REGULAR,turnover,lost ball,[],202694,,,1610612739,44,42,2024-03-23T00:56:46Z,2840000,False,,,0,,M. Morris Sr. lost ball TURNOVER (1 TO),"[202694, 203937]",1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,1.0,Anderson,203937.0,,,
285,PT02M56.00S,2024-03-23T00:56:42.6Z,2,REGULAR,steal,,[],203937,,,1610612750,44,42,2024-03-23T00:56:45Z,2850000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,
286,PT02M52.00S,2024-03-23T00:56:47.8Z,2,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612750,44,42,2024-03-23T00:56:59Z,2860000,False,,,0,,C. LeVert shooting personal FOUL (2 PF) (Edwards 2 FT),"[1627747, 1630162]",1610612739.0,CLE,1628953.0,shooting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,2.0,0.0,Edwards,1630162.0,,,,,,
288,PT02M52.00S,2024-03-23T00:57:01.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,44,42,2024-03-23T00:57:01Z,2880000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M52.00S,2024-03-23T00:58:42.4Z,2,REGULAR,substitution,out,[],1627747,,,1610612750,44,42,2024-03-23T00:59:41Z,2890000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M52.00S,2024-03-23T00:58:42.4Z,2,REGULAR,substitution,in,[],1630241,,,1610612750,44,42,2024-03-23T00:59:41Z,2900000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M52.00S,2024-03-23T01:00:03.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630162,,,1610612750,45,42,2024-03-23T01:00:03Z,2910000,False,,,0,,A. Edwards Free Throw 1 of 2 (6 PTS),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
292,PT02M52.00S,2024-03-23T01:00:18.3Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630162,,,1610612750,46,42,2024-03-23T01:00:18Z,2920000,False,,,0,,A. Edwards Free Throw 2 of 2 (7 PTS),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
293,PT02M31.00S,2024-03-23T01:00:42.0Z,2,REGULAR,2pt,Jump Shot,[],202694,71.82982917214193,56.127450980392155,1610612739,46,44,2024-03-23T01:00:51Z,2930000,False,31.0,212.0,1,right,M. Morris Sr. 21' step back Jump Shot (6 PTS) (I. Okoro 3 AST),"[202694, 1630171]",1610612739.0,CLE,,step back,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Center,21.45,Made,6.0,,,,,,,,,,,,,,I. Okoro,1630171.0,3.0
295,PT02M04.00S,2024-03-23T01:01:09.2Z,2,REGULAR,2pt,Jump Shot,[],201144,10.463206307490145,68.13725490196079,1610612750,46,44,2024-03-23T01:01:14Z,2950000,False,-91.0,46.0,1,left,MISS M. Conley 10' floating Shot,[201144],1610612750.0,MIN,,floating,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,10.17,Missed,,,,,,,,,,,,,,,,,
296,PT02M02.00S,2024-03-23T01:01:11.2Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,46,44,2024-03-23T01:01:21Z,2960000,False,,,0,,D. Garland REBOUND (Off:1 Def:1),[1629636],1610612739.0,CLE,,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,,,,295.0,2.0,1.0,1.0,,,,,,,,,,,,
297,PT01M59.00S,2024-03-23T01:01:15.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630241,74.32654402102497,83.57843137254902,1610612739,46,47,2024-03-23T01:15:47Z,2970000,False,168.0,189.0,1,right,S. Merrill 25' 3PT running (10 PTS) (D. Garland 1 AST),"[1630241, 1629636]",1610612739.0,CLE,,running,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,25.27,Made,10.0,,,,,,,,,,,,,,D. Garland,1629636.0,1.0
299,PT01M42.00S,2024-03-23T01:01:30.5Z,2,REGULAR,3pt,Jump Shot,[],1630183,7.703679369250986,95.34313725490196,1610612750,46,47,2024-03-23T01:01:39Z,2990000,False,-227.0,20.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,22.76,Missed,,,,,,,,,,,,,,,,,
300,PT01M40.00S,2024-03-23T01:01:33.5Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,46,47,2024-03-23T01:01:33Z,3000000,False,,,0,,A. Edwards REBOUND (Off:1 Def:6),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,299.0,7.0,6.0,1.0,,,,,,,,,,,,
301,PT01M39.00S,2024-03-23T01:01:34.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,7.966491458607096,44.11764705882353,1610612750,46,47,2024-03-23T01:01:49Z,3010000,False,29.0,22.0,1,left,MISS A. Edwards putback Layup,[1630162],1610612750.0,MIN,,putback,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,
302,PT01M38.00S,2024-03-23T01:01:35.1Z,2,REGULAR,rebound,defensive,[],202684,,,1610612739,46,47,2024-03-23T01:01:42Z,3020000,False,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,,301.0,4.0,3.0,1.0,,,,,,,,,,,,
303,PT01M22.00S,2024-03-23T01:01:51.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,90.48948751642575,46.07843137254902,1610612739,46,49,2024-03-23T01:16:40Z,3030000,False,-20.0,37.0,1,right,D. Garland driving finger roll Layup (7 PTS),[1629636],1610612739.0,CLE,,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,4.18,Made,7.0,,,,,,,,,,,,,,,,
304,PT01M08.00S,2024-03-23T01:02:05.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,8.623521681997373,40.931372549019606,1610612750,46,49,2024-03-23T01:02:10Z,3040000,False,45.0,29.0,1,left,MISS K. Anderson driving Layup,[203937],1610612750.0,MIN,,driving,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,5.36,Missed,,,,,,,,,,,,,,,,,
305,PT01M06.00S,2024-03-23T01:02:07.2Z,2,REGULAR,rebound,defensive,[],202694,,,1610612739,46,49,2024-03-23T01:02:10Z,3050000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:3),[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,,,,304.0,3.0,3.0,0.0,,,,,,,,,,,,
306,PT00M52.60S,2024-03-23T01:02:26.1Z,2,REGULAR,turnover,out-of-bounds,[],202694,,,1610612739,46,49,2024-03-23T01:20:50Z,3060000,False,,,0,,M. Morris Sr. bad pass out-of-bounds TURNOVER (2 TO),[202694],1610612739.0,CLE,1830.0,bad pass,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,,,,,
307,PT00M52.60S,2024-03-23T01:02:31.2Z,2,REGULAR,substitution,out,[],201144,,,1610612750,46,49,2024-03-23T01:02:37Z,3070000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M52.60S,2024-03-23T01:02:31.2Z,2,REGULAR,substitution,out,[],202684,,,1610612750,46,49,2024-03-23T01:02:37Z,3080000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M52.60S,2024-03-23T01:02:31.2Z,2,REGULAR,substitution,in,[],1629162,,,1610612750,46,49,2024-03-23T01:02:37Z,3090000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M52.60S,2024-03-23T01:02:31.2Z,2,REGULAR,substitution,in,[],1628386,,,1610612750,46,49,2024-03-23T01:02:37Z,3100000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M44.30S,2024-03-23T01:03:05.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630183,5.863994743758213,46.568627450980394,1610612750,46,49,2024-03-23T01:03:11Z,3110000,False,17.0,3.0,1,left,MISS J. McDaniels reverse Layup,[1630183],1610612750.0,MIN,,reverse,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,
313,PT00M41.40S,2024-03-23T01:03:07.9Z,2,REGULAR,rebound,defensive,[],202694,,,1610612739,46,49,2024-03-23T01:03:11Z,3130000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:4),[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,311.0,4.0,4.0,0.0,,,,,,,,,,,,
314,PT00M34.30S,2024-03-23T01:03:15.0Z,2,REGULAR,3pt,Jump Shot,[],1630241,70.12155059132719,26.96078431372549,1610612739,46,49,2024-03-23T01:19:44Z,3140000,False,-115.0,228.0,1,right,MISS S. Merrill 25' pullup 3PT,[1630241],1610612739.0,CLE,,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,
315,PT00M31.60S,2024-03-23T01:03:17.7Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,46,49,2024-03-23T01:03:19Z,3150000,False,,,0,,R. Gobert REBOUND (Off:2 Def:6),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,314.0,8.0,6.0,2.0,,,,,,,,,,,,
316,PT00M23.10S,2024-03-23T01:03:26.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.703679369250986,55.14705882352941,1610612750,46,49,2024-03-23T01:21:44Z,3160000,False,-26.0,20.0,1,left,MISS A. Edwards driving reverse Layup,[1630162],1610612750.0,MIN,,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,
317,PT00M22.90S,2024-03-23T01:03:26.4Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,46,49,2024-03-23T03:55:07Z,3170000,False,,,0,,R. Gobert REBOUND (Off:3 Def:6),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,316.0,9.0,6.0,3.0,,,,,,,,,,,,
609,PT00M22.90S,2024-03-23T01:03:27.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,6.438896189224705,55.170036764705884,1610612750,46,49,2024-03-23T03:51:51Z,3175000,False,-26.0,8.0,1,left,MISS R. Gobert tip Layup,[203497],1610612750.0,MIN,,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,
610,PT00M22.90S,2024-03-23T01:03:27.7Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,46,49,2024-03-23T03:51:51Z,3177500,False,,,0,,R. Gobert REBOUND (Off:4 Def:6),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,609.0,10.0,6.0,4.0,,,,,,,,,,,,
318,PT00M20.00S,2024-03-23T01:03:29.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,6.389618922470433,45.09803921568628,1610612750,46,49,2024-03-23T03:51:51Z,3180000,False,25.0,8.0,1,left,MISS R. Gobert putback Layup - blocked,"[203497, 1630171]",1610612750.0,MIN,,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,Okoro,1630171.0,,,,,,,,,,
319,PT00M20.00S,2024-03-23T01:03:29.3Z,2,REGULAR,block,,[],1630171,,,1610612750,46,49,2024-03-23T01:03:32Z,3190000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
320,PT00M16.40S,2024-03-23T01:03:32.9Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,46,49,2024-03-23T01:03:32Z,3200000,False,,,0,,J. Allen REBOUND (Off:4 Def:5),[1628386],1610612739.0,CLE,,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,318.0,9.0,5.0,4.0,,,,,,,,,,,,
321,PT00M03.50S,2024-03-23T01:03:47.8Z,2,REGULAR,foul,personal,[],1630183,,,1610612739,46,49,2024-03-23T01:04:01Z,3210000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1629636]",1610612750.0,MIN,203593.0,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1.0,0.0,Garland,1629636.0,,,,,,
323,PT00M00.30S,2024-03-23T01:04:11.2Z,2,REGULAR,2pt,Jump Shot,[],1629636,79.97700394218134,68.62745098039215,1610612739,46,49,2024-03-23T01:22:49Z,3230000,False,93.0,136.0,1,right,MISS D. Garland 16' driving floating Shot,[1629636],1610612739.0,CLE,,driving floating,,,Garland,D. Garland,,,,,Mid-Range,16-24 Right Center,16.46,Missed,,,,,,,,,,,,,,,,,
324,PT00M00.10S,2024-03-23T01:04:11.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,46,49,2024-03-23T01:04:19Z,3240000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,Mid-Range,16-24 Right Center,,,,323.0,,,,,,,,,,,,,,,
325,PT00M00.00S,2024-03-23T01:04:21.1Z,2,REGULAR,period,end,[],0,,,1610612739,46,49,2024-03-23T01:04:21Z,3250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2024-03-23T01:18:48.2Z,3,REGULAR,substitution,out,['startperiod'],1629162,,,1610612739,46,49,2024-03-23T01:19:36Z,3270000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2024-03-23T01:18:48.2Z,3,REGULAR,substitution,out,['startperiod'],1630241,,,1610612739,46,49,2024-03-23T01:19:36Z,3280000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2024-03-23T01:18:48.2Z,3,REGULAR,substitution,out,['startperiod'],202694,,,1610612739,46,49,2024-03-23T01:19:36Z,3290000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2024-03-23T01:18:48.2Z,3,REGULAR,substitution,out,['startperiod'],1628386,,,1610612739,46,49,2024-03-23T01:19:36Z,3300000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2024-03-23T01:18:48.2Z,3,REGULAR,substitution,in,['startperiod'],201144,,,1610612739,46,49,2024-03-23T01:19:36Z,3310000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
