actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
180,PT08M10.00S,2024-01-15T00:42:59.7Z,2,REGULAR,substitution,out,[],1629675,,,1610612746,35,24,2024-01-15T00:43:12Z,1770000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M10.00S,2024-01-15T00:42:59.7Z,2,REGULAR,substitution,out,[],201566,,,1610612746,35,24,2024-01-15T00:43:12Z,1780000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M10.00S,2024-01-15T00:42:59.7Z,2,REGULAR,substitution,out,[],203486,,,1610612746,35,24,2024-01-15T00:43:12Z,1790000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M10.00S,2024-01-15T00:42:59.7Z,2,REGULAR,substitution,in,[],1626157,,,1610612746,35,24,2024-01-15T00:43:12Z,1800000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M10.00S,2024-01-15T00:42:59.7Z,2,REGULAR,substitution,in,[],1628464,,,1610612746,35,24,2024-01-15T00:43:12Z,1810000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M10.00S,2024-01-15T00:42:59.7Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,35,24,2024-01-15T00:43:12Z,1820000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT07M59.00S,2024-01-15T00:43:27.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,8.09789750328515,36.51960784313725,1610612746,35,24,2024-01-15T00:43:32Z,1830000,False,67.0,24.0,1,left,MISS J. Harden 7' turnaround Shot,[201935],1610612746.0,LAC,turnaround,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,7.14,Missed,,,,,,,,,,,,,,,,,,
187,PT07M56.00S,2024-01-15T00:43:30.1Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,35,24,2024-01-15T00:43:32Z,1840000,False,,,0,,T. Mann REBOUND (Off:2 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,186.0,,,,,,2.0,0.0,2.0,,,,,,,
188,PT07M56.00S,2024-01-15T00:43:31.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,5.590000152587891,50.0,1610612746,35,26,2024-01-15T00:43:31Z,1850000,False,0.0,0.0,1,left,T. Mann tip Layup (2 PTS),[1629611],1610612746.0,LAC,tip,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
189,PT07M32.00S,2024-01-15T00:43:53.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,88.12417871222075,57.107843137254896,1610612750,37,26,2024-01-15T00:43:59Z,1860000,False,36.0,59.0,1,right,K. Anderson 6' turnaround Jump Shot (4 PTS),[203937],1610612750.0,MIN,turnaround,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,6.89,Made,,,,,4.0,,,,,,,,,,,,,
190,PT07M12.00S,2024-01-15T00:44:13.8Z,2,REGULAR,3pt,Jump Shot,[],1626181,20.45006570302234,89.70588235294117,1610612746,37,29,2024-01-15T00:44:18Z,1870000,False,-199.0,140.0,1,left,N. Powell 24' 3PT  (9 PTS) (P. George 1 AST),"[1626181, 202331]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,24.27,Made,,,,,9.0,P. George,202331.0,1.0,,,,,,,,,,
192,PT06M53.00S,2024-01-15T00:44:33.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,82.21090670170827,49.26470588235294,1610612750,37,29,2024-01-15T00:44:37Z,1890000,False,-4.0,115.0,1,right,MISS K. Anderson 11' pullup Shot,[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,11.48,Missed,,,,,,,,,,,,,,,,,,
193,PT06M50.00S,2024-01-15T00:44:36.1Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612746,37,29,2024-01-15T00:44:37Z,1900000,False,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,In The Paint (Non-RA),8-16 Center,,,,,192.0,,,,,,4.0,3.0,1.0,,,,,,,
194,PT06M46.00S,2024-01-15T00:44:43.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,6.652431011826544,60.049019607843135,1610612746,37,31,2024-01-15T00:52:17Z,1910000,False,-50.0,10.0,1,left,J. Harden driving floating bank Jump Shot (3 PTS),[201935],1610612746.0,LAC,driving floating bank,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,5.12,Made,,,,,3.0,,,,,,,,,,,,,
195,PT06M46.00S,2024-01-15T00:44:45.5Z,2,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612746,37,31,2024-01-15T00:44:57Z,1920000,False,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Harden 1 FT),"[1629638, 201935]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,2534.0,,,,,,,,,,,2.0,0.0,Harden,201935.0
197,PT06M46.00S,2024-01-15T00:44:55.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,37,31,2024-01-15T00:46:27Z,1940000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT06M46.00S,2024-01-15T00:45:42.4Z,2,REGULAR,substitution,out,[],203937,,,1610612746,37,31,2024-01-15T00:47:53Z,1950000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT06M46.00S,2024-01-15T00:45:42.4Z,2,REGULAR,substitution,out,[],201144,,,1610612746,37,31,2024-01-15T00:47:53Z,1960000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M46.00S,2024-01-15T00:45:42.4Z,2,REGULAR,substitution,in,[],1630183,,,1610612746,37,31,2024-01-15T00:47:53Z,1970000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT06M46.00S,2024-01-15T00:45:42.4Z,2,REGULAR,substitution,in,[],1630162,,,1610612746,37,31,2024-01-15T00:47:53Z,1980000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT06M46.00S,2024-01-15T00:48:17.7Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612746,37,32,2024-01-15T00:48:17Z,1990000,False,,,0,,J. Harden Free Throw 1 of 1 (4 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
203,PT06M27.00S,2024-01-15T00:48:41.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,87.59855453350855,50.0,1610612750,37,32,2024-01-15T00:48:47Z,2000000,False,0.0,64.0,1,right,MISS A. Edwards 6' turnaround Shot,[1630162],1610612750.0,MIN,turnaround,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,,,,,,,,
204,PT06M24.00S,2024-01-15T00:48:44.2Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,37,32,2024-01-15T00:48:47Z,2010000,False,,,0,,T. Mann REBOUND (Off:2 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,203.0,,,,,,3.0,1.0,2.0,,,,,,,
205,PT06M07.00S,2024-01-15T00:49:01.4Z,2,REGULAR,3pt,Jump Shot,[],202331,6.389618922470433,5.637254901960785,1610612746,37,35,2024-01-15T00:49:05Z,2020000,False,222.0,8.0,1,left,P. George 3PT  (3 PTS) (J. Harden 3 AST),"[202331, 201935]",1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,22.19,Made,,,,,3.0,J. Harden,201935.0,3.0,,,,,,,,,,
207,PT05M49.00S,2024-01-15T00:49:20.9Z,2,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,37,35,2024-01-15T00:49:26Z,2040000,False,,,0,,A. Edwards lost ball out-of-bounds TURNOVER (2 TO),[1630162],1610612750.0,MIN,lost ball,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,2534.0,,,,,,,,2.0,,,,,,
208,PT05M42.00S,2024-01-15T00:49:37.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202331,31.61957950065703,31.862745098039213,1610612746,37,35,2024-01-15T00:49:42Z,2050000,False,91.0,245.0,1,left,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
209,PT05M39.00S,2024-01-15T00:49:40.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,37,35,2024-01-15T00:49:42Z,2060000,False,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,208.0,,,,,,5.0,5.0,0.0,,,,,,,
210,PT05M33.00S,2024-01-15T00:49:49.1Z,2,REGULAR,foul,personal,[],1629611,,,1610612750,37,35,2024-01-15T00:50:03Z,2070000,False,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1629638]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,1199.0,,,,,,,,,,,1.0,0.0,Alexander-Walker,1629638.0
212,PT05M33.00S,2024-01-15T00:49:55.7Z,2,REGULAR,substitution,out,[],1626181,,,1610612750,37,35,2024-01-15T00:50:03Z,2090000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT05M33.00S,2024-01-15T00:49:55.7Z,2,REGULAR,substitution,in,[],202695,,,1610612750,37,35,2024-01-15T00:50:03Z,2100000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT05M16.00S,2024-01-15T00:50:24.1Z,2,REGULAR,2pt,Jump Shot,[],1629638,72.09264126149803,70.09803921568627,1610612750,37,35,2024-01-15T00:50:30Z,2110000,False,100.0,210.0,1,right,MISS N. Alexander-Walker 23' turnaround Shot,[1629638],1610612750.0,MIN,turnaround,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right Center,23.26,Missed,,,,,,,,,,,,,,,,,,
215,PT05M12.00S,2024-01-15T00:50:27.1Z,2,REGULAR,rebound,defensive,[],201935,,,1610612746,37,35,2024-01-15T00:50:27Z,2120000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,214.0,,,,,,1.0,1.0,0.0,,,,,,,
216,PT05M05.00S,2024-01-15T00:50:33.7Z,2,REGULAR,3pt,Jump Shot,[],202695,18.74178712220762,92.40196078431373,1610612746,37,38,2024-01-15T00:50:37Z,2130000,False,-212.0,124.0,1,left,K. Leonard 24' 3PT  (11 PTS) (P. George 2 AST),"[202695, 202331]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,24.54,Made,,,,,11.0,P. George,202331.0,2.0,,,,,,,,,,
218,PT04M44.00S,2024-01-15T00:50:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.59198423127464,44.85294117647059,1610612750,37,38,2024-01-15T00:50:58Z,2150000,False,-26.0,17.0,1,right,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,,,,
219,PT04M42.00S,2024-01-15T00:50:56.8Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,37,38,2024-01-15T00:50:58Z,2160000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,218.0,,,,,,1.0,1.0,0.0,,,,,,,
220,PT04M35.00S,2024-01-15T00:51:03.7Z,2,REGULAR,3pt,Jump Shot,[],201935,32.14520367936925,52.69607843137255,1610612746,37,38,2024-01-15T00:51:08Z,2170000,False,-13.0,250.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
221,PT04M32.00S,2024-01-15T00:51:06.7Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,37,38,2024-01-15T00:51:08Z,2180000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,220.0,,,,,,4.0,4.0,0.0,,,,,,,
222,PT04M24.00S,2024-01-15T00:51:14.7Z,2,REGULAR,3pt,Jump Shot,[],1626157,67.09921156373193,54.166666666666664,1610612750,37,38,2024-01-15T00:51:19Z,2190000,False,21.0,257.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.76,Missed,,,,,,,,,,,,,,,,,,
223,PT04M23.00S,2024-01-15T00:51:17.5Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,37,38,2024-01-15T00:51:17Z,2200000,False,,,0,,R. Gobert REBOUND (Off:1 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,222.0,,,,,,6.0,5.0,1.0,,,,,,,
224,PT04M23.00S,2024-01-15T00:51:18.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201935,,,1610612750,37,38,2024-01-15T00:51:27Z,2210000,False,,,0,,J. Harden shooting personal FOUL (2 PF) (Gobert 2 FT),"[201935, 203497]",1610612746.0,LAC,shooting,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,1627524.0,,,,,,,,,,,2.0,0.0,Gobert,203497.0
226,PT04M23.00S,2024-01-15T00:51:48.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612750,37,38,2024-01-15T00:52:14Z,2230000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
227,PT04M23.00S,2024-01-15T00:51:48.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,37,38,2024-01-15T00:52:14Z,2240000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,
228,PT04M23.00S,2024-01-15T00:51:48.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612750,37,38,2024-01-15T00:52:14Z,2250000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
229,PT04M23.00S,2024-01-15T00:51:48.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,37,38,2024-01-15T00:52:20Z,2260000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,
230,PT04M09.00S,2024-01-15T00:52:38.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,12.565703022339028,47.30392156862745,1610612746,37,38,2024-01-15T00:52:42Z,2270000,False,13.0,66.0,1,left,MISS K. Leonard 6' turnaround fadeaway Shot,[202695],1610612746.0,LAC,turnaround fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
231,PT04M06.00S,2024-01-15T00:52:41.0Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,37,38,2024-01-15T00:52:42Z,2280000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,230.0,,,,,,3.0,3.0,0.0,,,,,,,
233,PT04M01.00S,2024-01-15T00:52:57.7Z,2,REGULAR,substitution,out,[],1629638,,,1610612750,37,38,2024-01-15T00:53:03Z,2300000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT04M01.00S,2024-01-15T00:52:57.7Z,2,REGULAR,substitution,in,[],201144,,,1610612750,37,38,2024-01-15T00:53:03Z,2310000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT03M51.00S,2024-01-15T00:53:25.3Z,2,REGULAR,turnover,lost ball,[],201144,,,1610612750,37,38,2024-01-15T00:53:29Z,2320000,False,,,0,,M. Conley lost ball TURNOVER (1 TO),"[201144, 1628464]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,Theis,1628464.0,,,,
236,PT03M51.00S,2024-01-15T00:53:25.3Z,2,REGULAR,steal,,[],1628464,,,1610612746,37,38,2024-01-15T01:13:59Z,2330000,False,,,0,,D. Theis STEAL (1 STL),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
237,PT03M42.00S,2024-01-15T00:53:34.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202331,17.427726675427067,92.8921568627451,1610612746,37,38,2024-01-15T00:53:39Z,2340000,False,-214.0,111.0,1,left,MISS P. George 24' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Left Center,24.17,Missed,,,,,,,,,,,,,,,,,,
238,PT03M40.00S,2024-01-15T00:53:36.2Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,37,38,2024-01-15T00:53:39Z,2350000,False,,,0,,R. Gobert REBOUND (Off:1 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,237.0,,,,,,7.0,6.0,1.0,,,,,,,
239,PT03M21.00S,2024-01-15T00:53:55.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,92.85479632063075,46.81372549019608,1610612750,37,38,2024-01-15T00:54:00Z,2360000,False,-16.0,15.0,1,right,MISS J. McDaniels driving DUNK,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
240,PT03M19.00S,2024-01-15T00:53:57.0Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,37,38,2024-01-15T00:54:00Z,2370000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,239.0,,,,,,2.0,2.0,0.0,,,,,,,
241,PT03M12.00S,2024-01-15T00:54:04.2Z,2,REGULAR,3pt,Jump Shot,[],202331,13.61695137976347,3.9215686274509802,1610612746,37,38,2024-01-15T00:54:08Z,2380000,False,230.0,75.0,1,left,MISS P. George 24' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,24.25,Missed,,,,,,,,,,,,,,,,,,
242,PT03M09.00S,2024-01-15T00:54:07.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,37,38,2024-01-15T00:54:08Z,2390000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,241.0,,,,,,3.0,3.0,0.0,,,,,,,
243,PT03M01.00S,2024-01-15T00:54:17.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,94.03745072273325,45.588235294117645,1610612750,39,38,2024-01-15T00:54:21Z,2400000,False,-22.0,4.0,1,right,A. Edwards driving reverse Layup (8 PTS),[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,8.0,,,,,,,,,,,,,
244,PT03M01.00S,2024-01-15T00:54:20.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628464,,,1610612750,39,38,2024-01-15T00:54:44Z,2410000,False,,,0,,D. Theis shooting personal FOUL (1 PF) (Edwards 1 FT),"[1628464, 1630162]",1610612746.0,LAC,shooting,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,1199.0,,,,,,,,,,,1.0,0.0,Edwards,1630162.0
246,PT03M01.00S,2024-01-15T00:54:43.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,39,38,2024-01-15T00:58:05Z,2430000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT03M01.00S,2024-01-15T00:57:39.9Z,2,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,40,38,2024-01-15T00:57:39Z,2440000,False,,,0,,A. Edwards Free Throw 1 of 1 (9 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
248,PT02M43.00S,2024-01-15T00:58:00.0Z,2,REGULAR,2pt,Jump Shot,[],202695,19.530223390275953,27.696078431372552,1610612746,40,38,2024-01-15T00:59:49Z,2450000,False,112.0,131.0,1,left,MISS K. Leonard 17' pullup Shot - blocked,"[202695, 203497]",1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,17.21,Missed,Gobert,203497.0,,,,,,,,,,,,,,,,
249,PT02M43.00S,2024-01-15T00:58:00.0Z,2,REGULAR,block,,[],203497,,,1610612746,40,38,2024-01-15T00:58:02Z,2460000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
250,PT02M42.00S,2024-01-15T00:58:01.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,40,38,2024-01-15T00:58:09Z,2470000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,248.0,,,,,,,,,,,,,,,
251,PT02M42.00S,2024-01-15T00:58:06.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202695,,,1610612750,40,38,2024-01-15T00:58:15Z,2480000,False,,,0,,K. Leonard loose ball personal FOUL (1 PF) (Gobert 2 FT),"[202695, 203497]",1610612746.0,LAC,loose ball,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,,,,,,2534.0,,,,,,,,,,,1.0,0.0,Gobert,203497.0
253,PT02M42.00S,2024-01-15T00:58:38.0Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,41,38,2024-01-15T00:58:38Z,2500000,False,,,0,,R. Gobert Free Throw 1 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
254,PT02M42.00S,2024-01-15T00:58:38.0Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,41,38,2024-01-15T00:58:59Z,2510000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
255,PT02M40.00S,2024-01-15T00:58:40.0Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,41,38,2024-01-15T00:58:59Z,2520000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,254.0,,,,,,2.0,2.0,0.0,,,,,,,
256,PT02M24.00S,2024-01-15T00:59:14.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,11.12023653088042,54.65686274509803,1610612746,41,38,2024-01-15T00:59:18Z,2530000,False,-23.0,52.0,1,left,MISS K. Leonard pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,5.7,Missed,,,,,,,,,,,,,,,,,,
257,PT02M21.00S,2024-01-15T00:59:17.1Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,41,38,2024-01-15T00:59:18Z,2540000,False,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,256.0,,,,,,4.0,4.0,0.0,,,,,,,
259,PT01M59.00S,2024-01-15T00:59:46.8Z,2,REGULAR,substitution,out,[],201935,,,1610612750,41,38,2024-01-15T00:59:58Z,2560000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT01M59.00S,2024-01-15T00:59:46.8Z,2,REGULAR,substitution,out,[],1629611,,,1610612750,41,38,2024-01-15T00:59:58Z,2570000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT01M59.00S,2024-01-15T00:59:46.8Z,2,REGULAR,substitution,in,[],201566,,,1610612750,41,38,2024-01-15T00:59:58Z,2580000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT01M59.00S,2024-01-15T00:59:46.8Z,2,REGULAR,substitution,in,[],1626181,,,1610612750,41,38,2024-01-15T00:59:58Z,2590000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
