actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
423,PT05M31.00S,2023-11-21T02:39:38.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.85479632063075,51.470588235294116,1610612750,80,65,2023-11-21T02:39:43Z,4150000,False,7.0,15.0,1,right,A. Edwards driving Layup (15 PTS) (N. Alexander-Walker 2 AST),"[1630162, 1629638]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.65,Made,15.0,,,,,,,N. Alexander-Walker,1629638.0,2.0,,,,,,,,
425,PT05M11.00S,2023-11-21T02:39:58.8Z,3,REGULAR,foul,personal,[],1629675,,,1610612752,80,65,2023-11-21T02:40:05Z,4170000,False,,,0,,N. Reid personal FOUL (3 PF),"[1629675, 203944]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1626300.0,3.0,0.0,Randle,203944.0,,,
427,PT05M11.00S,2023-11-21T02:40:08.3Z,3,REGULAR,substitution,out,[],1629656,,,1610612752,80,65,2023-11-21T02:40:15Z,4190000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M11.00S,2023-11-21T02:40:08.3Z,3,REGULAR,substitution,out,[],1629011,,,1610612752,80,65,2023-11-21T02:40:15Z,4200000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M11.00S,2023-11-21T02:40:08.3Z,3,REGULAR,substitution,in,[],1628392,,,1610612752,80,65,2023-11-21T02:40:15Z,4210000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M11.00S,2023-11-21T02:40:08.3Z,3,REGULAR,substitution,in,[],1630193,,,1610612752,80,65,2023-11-21T02:40:15Z,4220000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M01.00S,2023-11-21T02:40:32.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,8.492115637319317,61.029411764705884,1610612752,80,65,2023-11-21T02:40:38Z,4230000,False,-55.0,27.0,1,left,MISS J. Randle 6' driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,6.15,Missed,,,,,,,,,,,,,,,,,,
432,PT04M59.00S,2023-11-21T02:40:34.4Z,3,REGULAR,rebound,offensive,[],203944,,,1610612752,80,65,2023-11-21T02:40:38Z,4240000,False,,,0,,J. Randle REBOUND (Off:1 Def:10),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,431.0,,,,,,,,,11.0,10.0,1.0
433,PT04M56.00S,2023-11-21T02:40:37.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,5.601182654402102,51.470588235294116,1610612752,80,67,2023-11-21T02:40:43Z,4250000,False,-7.0,0.0,1,left,J. Randle putback Layup (15 PTS),[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.74,Made,15.0,,,,,,,,,,,,,,,,,
434,PT04M32.00S,2023-11-21T02:41:01.1Z,3,REGULAR,2pt,Jump Shot,[],1629638,77.21747700394218,50.245098039215684,1610612750,80,67,2023-11-21T02:41:06Z,4260000,False,1.0,162.0,1,right,MISS N. Alexander-Walker 16' pullup Shot,[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,16.17,Missed,,,,,,,,,,,,,,,,,,
435,PT04M30.00S,2023-11-21T02:41:03.1Z,3,REGULAR,rebound,offensive,[],1629638,,,1610612750,80,67,2023-11-21T02:41:06Z,4270000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,,,,,,,,,434.0,,,,,,,,,3.0,2.0,1.0
436,PT04M28.00S,2023-11-21T02:41:06.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,93.24901445466492,50.49019607843137,1610612750,82,67,2023-11-21T02:41:12Z,4280000,False,2.0,11.0,1,right,R. Gobert DUNK (15 PTS) (N. Alexander-Walker 3 AST),"[203497, 1629638]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.13,Made,15.0,,,,,,,N. Alexander-Walker,1629638.0,3.0,,,,,,,,
438,PT04M04.00S,2023-11-21T02:41:29.4Z,3,REGULAR,3pt,Jump Shot,[],1628404,23.258869908015768,84.58180147058823,1610612752,82,67,2023-11-21T02:41:37Z,4300000,False,-173.0,166.0,1,left,MISS J. Hart 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,23.98,Missed,,,,,,,,,,,,,,,,,,
439,PT04M00.00S,2023-11-21T02:41:33.4Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,82,67,2023-11-21T02:41:37Z,4310000,False,,,0,,R. Gobert REBOUND (Off:3 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,438.0,,,,,,,,,7.0,4.0,3.0
440,PT03M51.00S,2023-11-21T02:41:42.4Z,3,REGULAR,3pt,Jump Shot,[],1629638,79.71419185282524,7.352941176470589,1610612750,85,67,2023-11-21T02:41:48Z,4320000,False,-213.0,138.0,1,right,N. Alexander-Walker 25' 3PT  (9 PTS) (N. Reid 1 AST),"[1629638, 1629675]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.41,Made,9.0,,,,,,,N. Reid,1629675.0,1.0,,,,,,,,
442,PT03M26.00S,2023-11-21T02:42:07.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,9.543363994743759,48.529411764705884,1610612752,85,67,2023-11-21T02:42:14Z,4340000,False,7.0,37.0,1,left,MISS I. Hartenstein cutting Layup - blocked,"[1628392, 203497]",1610612752.0,NYK,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,Gobert,203497.0,,,,,,,,,,,,
443,PT03M26.00S,2023-11-21T02:42:07.7Z,3,REGULAR,block,,[],203497,,,1610612752,85,67,2023-11-21T02:42:11Z,4350000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
444,PT03M22.00S,2023-11-21T02:42:11.7Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,85,67,2023-11-21T02:42:14Z,4360000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,442.0,,,,,,,,,2.0,2.0,0.0
445,PT03M19.00S,2023-11-21T02:42:16.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,91.40932982917214,52.69607843137255,1610612750,85,67,2023-11-21T02:42:26Z,4370000,False,13.0,28.0,1,right,MISS A. Edwards driving Layup - blocked,"[1630162, 1628392]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,Hartenstein,1628392.0,,,,,,,,,,,,
446,PT03M19.00S,2023-11-21T02:42:16.4Z,3,REGULAR,block,,[],1628392,,,1610612750,85,67,2023-11-21T02:42:19Z,4380000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
447,PT03M19.00S,2023-11-21T02:42:16.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,85,67,2023-11-21T02:42:26Z,4390000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,445.0,,,,,,,,,,,
449,PT03M19.00S,2023-11-21T02:42:21.9Z,3,REGULAR,substitution,out,[],203497,,,1610612750,85,67,2023-11-21T02:42:33Z,4410000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M19.00S,2023-11-21T02:42:21.9Z,3,REGULAR,substitution,out,[],203944,,,1610612750,85,67,2023-11-21T02:42:33Z,4420000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M19.00S,2023-11-21T02:42:21.9Z,3,REGULAR,substitution,in,[],203937,,,1610612750,85,67,2023-11-21T02:42:33Z,4430000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M19.00S,2023-11-21T02:42:21.9Z,3,REGULAR,substitution,in,[],1628978,,,1610612750,85,67,2023-11-21T02:42:33Z,4440000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M12.00S,2023-11-21T02:42:47.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,72.09264126149803,79.41176470588235,1610612750,85,67,2023-11-21T02:42:53Z,4450000,False,147.0,210.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
454,PT03M11.00S,2023-11-21T02:42:48.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,85,67,2023-11-21T02:42:53Z,4460000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,453.0,,,,,,,,,,,
456,PT02M59.00S,2023-11-21T02:43:11.3Z,3,REGULAR,3pt,Jump Shot,[],1630193,8.229303547963205,95.09803921568627,1610612752,85,67,2023-11-21T02:43:16Z,4480000,False,-225.0,25.0,1,left,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
457,PT02M55.00S,2023-11-21T02:43:15.3Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,85,67,2023-11-21T02:43:16Z,4490000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,,,,,,,,,456.0,,,,,,,,,1.0,1.0,0.0
458,PT02M46.00S,2023-11-21T02:43:24.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,88.38699080157687,42.40196078431372,1610612750,85,67,2023-11-21T02:43:31Z,4500000,False,-38.0,57.0,1,right,MISS A. Edwards 6' floating Shot,[1630162],1610612750.0,MIN,floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.83,Missed,,,,,,,,,,,,,,,,,,
459,PT02M43.00S,2023-11-21T02:43:26.5Z,3,REGULAR,rebound,offensive,[],1630162,,,1610612750,85,67,2023-11-21T02:43:26Z,4510000,False,,,0,,A. Edwards REBOUND (Off:2 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,458.0,,,,,,,,,8.0,6.0,2.0
461,PT02M40.00S,2023-11-21T02:43:43.8Z,3,REGULAR,substitution,out,[],1630162,,,1610612750,85,67,2023-11-21T02:43:50Z,4530000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M40.00S,2023-11-21T02:43:43.8Z,3,REGULAR,substitution,in,[],1626157,,,1610612750,85,67,2023-11-21T02:43:50Z,4540000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M36.00S,2023-11-21T02:44:05.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,68.01905387647832,35.78431372549019,1610612750,88,67,2023-11-21T02:44:11Z,4550000,False,-71.0,248.0,1,right,N. Reid 25' 3PT  (10 PTS) (K. Anderson 4 AST),"[1629675, 203937]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,25.81,Made,10.0,,,,,,,K. Anderson,203937.0,4.0,,,,,,,,
465,PT02M09.00S,2023-11-21T02:44:32.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,13.091327201051248,45.34313725490196,1610612752,88,67,2023-11-21T02:44:40Z,4570000,False,23.0,71.0,1,left,MISS J. Hart 7' turnaround Shot,[1628404],1610612752.0,NYK,turnaround,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,,
466,PT02M07.00S,2023-11-21T02:44:34.0Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612752,88,67,2023-11-21T02:54:11Z,4580000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,465.0,,,,,,,,,3.0,1.0,2.0
526,PT02M07.00S,2023-11-21T02:44:35.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,6.258212877792378,45.83333333333333,1610612752,88,67,2023-11-21T03:32:10Z,4585000,False,21.0,6.0,1,left,MISS I. Hartenstein tip Layup,[1628392],1610612752.0,NYK,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
527,PT02M05.00S,2023-11-21T02:44:37.1Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612752,88,67,2023-11-21T03:34:28Z,4587500,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,526.0,,,,,,,,,2.0,1.0,1.0
467,PT02M03.00S,2023-11-21T02:44:38.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,18.610381077529567,94.11764705882352,1610612752,88,67,2023-11-21T02:54:33Z,4590000,False,-221.0,122.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
468,PT02M02.00S,2023-11-21T02:44:39.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,88,67,2023-11-21T02:44:45Z,4600000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,467.0,,,,,,,,,,,
469,PT02M02.00S,2023-11-21T02:44:43.4Z,3,REGULAR,foul,personal,[],1629675,,,1610612752,88,67,2023-11-21T02:45:02Z,4610000,False,,,0,,N. Reid loose ball personal FOUL (4 PF),"[1629675, 1628392]",1610612750.0,MIN,loose ball,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,4.0,0.0,Hartenstein,1628392.0,,,
471,PT01M51.00S,2023-11-21T02:45:15.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630193,8.229303547963205,75.73529411764706,1610612752,88,67,2023-11-21T02:45:22Z,4630000,False,-129.0,25.0,1,left,MISS I. Quickley 13' step back Shot,[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,13.11,Missed,,,,,,,,,,,,,,,,,,
472,PT01M48.00S,2023-11-21T02:45:18.5Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,88,67,2023-11-21T02:45:22Z,4640000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,,,,,,471.0,,,,,,,,,3.0,3.0,0.0
473,PT01M37.00S,2023-11-21T02:45:28.6Z,3,REGULAR,turnover,bad pass,[],203937,,,1610612750,88,67,2023-11-21T02:45:59Z,4650000,False,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 1628404]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,,,,1.0,Hart,1628404.0,,,,,,,,,,,,,,
474,PT01M37.00S,2023-11-21T02:45:28.6Z,3,REGULAR,steal,,[],1628404,,,1610612752,88,67,2023-11-21T02:46:12Z,4660000,False,,,0,,J. Hart STEAL (2 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
475,PT01M33.00S,2023-11-21T02:45:32.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630193,4.812746386333772,50.49019607843137,1610612752,88,69,2023-11-21T02:46:29Z,4670000,False,-2.0,-7.0,1,left,I. Quickley running Layup (8 PTS) (J. Brunson 6 AST),"[1630193, 1628973]",1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,0.77,Made,8.0,,,,,,,J. Brunson,1628973.0,6.0,,,,,,,,
477,PT01M15.00S,2023-11-21T02:45:50.0Z,3,REGULAR,2pt,Jump Shot,[],1629638,76.95466491458606,34.31372549019608,1610612750,90,69,2023-11-21T02:46:17Z,4690000,False,-78.0,164.0,1,right,N. Alexander-Walker 18' pullup Jump Shot (11 PTS),[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,18.19,Made,11.0,,,,,,,,,,,,,,,,,
482,PT01M01.00S,2023-11-21T02:46:07.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628972,,,1610612752,90,69,2023-11-21T02:46:16Z,4700000,False,,,0,,T. Brown Jr. shooting personal FOUL (1 PF) (Quickley 2 FT),"[1628972, 1630193]",1610612750.0,MIN,shooting,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1627529.0,1.0,0.0,Quickley,1630193.0,,,
484,PT01M01.00S,2023-11-21T02:46:40.6Z,3,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,90,70,2023-11-21T02:46:40Z,4720000,False,,,0,,I. Quickley Free Throw 1 of 2 (9 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
485,PT01M01.00S,2023-11-21T02:46:41.3Z,3,REGULAR,substitution,out,[],1629675,,,1610612752,90,70,2023-11-21T02:46:48Z,4730000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M01.00S,2023-11-21T02:46:41.3Z,3,REGULAR,substitution,out,[],1628973,,,1610612752,90,70,2023-11-21T02:46:48Z,4740000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT01M01.00S,2023-11-21T02:46:41.3Z,3,REGULAR,substitution,in,[],1629003,,,1610612752,90,70,2023-11-21T02:46:48Z,4750000,False,,,0,,SUB in: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT01M01.00S,2023-11-21T02:46:41.3Z,3,REGULAR,substitution,in,[],1629628,,,1610612752,90,70,2023-11-21T02:46:48Z,4760000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M01.00S,2023-11-21T02:47:09.5Z,3,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,90,71,2023-11-21T02:47:09Z,4770000,False,,,0,,I. Quickley Free Throw 2 of 2 (10 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
490,PT00M46.20S,2023-11-21T02:47:27.7Z,3,REGULAR,3pt,Jump Shot,[],1628972,80.50262812089356,93.62745098039215,1610612750,93,71,2023-11-21T02:47:33Z,4780000,False,218.0,131.0,1,right,T. Brown Jr. 25' 3PT  (5 PTS) (K. Anderson 5 AST),"[1628972, 203937]",1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,25.43,Made,5.0,,,,,,,K. Anderson,203937.0,5.0,,,,,,,,
492,PT00M29.80S,2023-11-21T02:47:48.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628972,,,1610612752,93,71,2023-11-21T02:47:54Z,4800000,False,,,0,,T. Brown Jr. shooting personal FOUL (2 PF) (Quickley 2 FT),"[1628972, 1630193]",1610612750.0,MIN,shooting,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2003.0,2.0,0.0,Quickley,1630193.0,,,
494,PT00M29.80S,2023-11-21T02:48:15.3Z,3,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,93,72,2023-11-21T02:48:15Z,4820000,False,,,0,,I. Quickley Free Throw 1 of 2 (11 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
495,PT00M29.80S,2023-11-21T02:48:35.3Z,3,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,93,73,2023-11-21T02:48:35Z,4830000,False,,,0,,I. Quickley Free Throw 2 of 2 (12 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
496,PT00M20.10S,2023-11-21T02:48:47.5Z,3,REGULAR,3pt,Jump Shot,[],1629003,66.96780551905388,40.68627450980392,1610612750,93,73,2023-11-21T02:48:52Z,4840000,False,-47.0,258.0,1,right,MISS S. Milton 26' 3PT,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
497,PT00M17.30S,2023-11-21T02:48:50.3Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612752,93,73,2023-11-21T02:48:50Z,4850000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,,,,496.0,,,,,,,,,4.0,2.0,2.0
498,PT00M02.90S,2023-11-21T02:49:05.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,10.726018396846255,55.14705882352941,1610612752,93,73,2023-11-21T02:49:22Z,4860000,False,-26.0,48.0,1,left,MISS R. Barrett driving Layup - blocked,"[1629628, 1626157]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,Towns,1626157.0,,,,,,,,,,,,
499,PT00M02.90S,2023-11-21T02:49:05.6Z,3,REGULAR,block,,[],1626157,,,1610612752,93,73,2023-11-21T02:49:10Z,4870000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
500,PT00M02.10S,2023-11-21T02:49:06.4Z,3,REGULAR,rebound,offensive,[],1628978,,,1610612752,93,73,2023-11-21T02:49:22Z,4880000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:0),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,498.0,,,,,,,,,1.0,0.0,1.0
501,PT00M00.50S,2023-11-21T02:49:13.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628978,7.6215505913272015,42.76960784313725,1610612752,93,75,2023-11-21T02:49:31Z,4890000,False,36.0,19.0,1,left,D. DiVincenzo putback Layup (5 PTS),[1628978],1610612752.0,NYK,putback,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,4.09,Made,5.0,,,,,,,,,,,,,,,,,
502,PT00M00.00S,2023-11-21T02:49:19.1Z,3,REGULAR,period,end,[],0,,,1610612750,93,75,2023-11-21T02:49:19Z,4900000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2023-11-21T02:51:32.0Z,4,REGULAR,substitution,out,['startperiod'],1629638,,,1610612750,93,75,2023-11-21T02:51:42Z,4910000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2023-11-21T02:51:32.0Z,4,REGULAR,substitution,out,['startperiod'],1628972,,,1610612750,93,75,2023-11-21T02:51:42Z,4920000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2023-11-21T02:51:32.0Z,4,REGULAR,substitution,in,['startperiod'],1630162,,,1610612750,93,75,2023-11-21T02:51:42Z,4930000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2023-11-21T02:51:32.0Z,4,REGULAR,substitution,in,['startperiod'],201144,,,1610612750,93,75,2023-11-21T02:51:42Z,4940000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2023-11-21T02:51:47.0Z,4,REGULAR,period,start,[],0,,,1610612752,93,75,2023-11-21T02:51:47Z,4950000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT11M50.00S,2023-11-21T02:51:56.1Z,4,REGULAR,3pt,Jump Shot,[],1630193,34.64807818659658,31.092984068627448,1610612752,93,78,2023-11-21T02:52:03Z,4960000,False,95.0,273.0,1,left,I. Quickley 28' 3PT pullup (15 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,28.91,Made,15.0,,,,,,,,,,,,,,,,,
