actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
174,PT11M01.00S,2023-11-21T01:41:58.3Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612752,34,28,2023-11-21T01:42:20Z,1720000,False,,,0,,R. Barrett REBOUND (Off:2 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,173.0,,,,,,,,,4.0,2.0,2.0
175,PT11M01.00S,2023-11-21T01:42:12.4Z,2,REGULAR,foul,personal,['2freethrow'],201144,,,1610612752,34,28,2023-11-21T01:42:20Z,1730000,False,,,0,,M. Conley shooting personal FOUL (1 PF) (Barrett 2 FT),"[201144, 1629628]",1610612750.0,MIN,shooting,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627529.0,1.0,0.0,Barrett,1629628.0,,,
177,PT11M01.00S,2023-11-21T01:42:22.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629628,,,1610612752,34,28,2023-11-21T01:42:22Z,1750000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
178,PT11M01.00S,2023-11-21T01:42:22.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,34,28,2023-11-21T01:42:22Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,
179,PT11M01.00S,2023-11-21T01:42:35.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629628,,,1610612752,34,29,2023-11-21T01:42:35Z,1770000,False,,,0,,R. Barrett Free Throw 2 of 2 (9 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
180,PT10M44.00S,2023-11-21T01:42:53.5Z,2,REGULAR,turnover,bad pass,[],1629675,,,1610612750,34,29,2023-11-21T01:42:56Z,1780000,False,,,0,,N. Reid bad pass TURNOVER (1 TO),"[1629675, 1629628]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Barrett,1629628.0,,,,,,,,,,,,,,
181,PT10M44.00S,2023-11-21T01:42:53.5Z,2,REGULAR,steal,,[],1629628,,,1610612752,34,29,2023-11-21T01:42:55Z,1790000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
182,PT10M40.00S,2023-11-21T01:42:58.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630193,90.3580814717477,59.31372549019608,1610612752,34,29,2023-11-21T01:43:12Z,1800000,False,47.0,38.0,1,right,MISS I. Quickley 6' running Layup - blocked,"[1630193, 203937]",1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,Anderson,203937.0,,,,,,,,,,,,
183,PT10M40.00S,2023-11-21T01:42:58.3Z,2,REGULAR,block,,[],203937,,,1610612752,34,29,2023-11-21T01:43:00Z,1810000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
184,PT10M37.00S,2023-11-21T01:43:01.3Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612750,34,29,2023-11-21T01:43:12Z,1820000,False,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,182.0,,,,,,,,,2.0,2.0,0.0
185,PT10M34.00S,2023-11-21T01:43:03.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629675,5.732588699080158,49.26470588235294,1610612750,36,29,2023-11-21T01:45:50Z,1830000,False,4.0,1.0,1,left,N. Reid running DUNK (3 PTS) (S. Milton 2 AST),"[1629675, 1629003]",1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,0.4,Made,3.0,,,,,,,S. Milton,1629003.0,2.0,,,,,,,,
187,PT10M26.00S,2023-11-21T01:43:12.1Z,2,REGULAR,turnover,lost ball,[],1628392,,,1610612752,36,29,2023-11-21T01:43:19Z,1850000,False,,,0,,I. Hartenstein lost ball TURNOVER (1 TO),"[1628392, 203937]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,,,,1.0,Anderson,203937.0,,,,,,,,,,,,,,
188,PT10M26.00S,2023-11-21T01:43:12.1Z,2,REGULAR,steal,,[],203937,,,1610612750,36,29,2023-11-21T01:43:14Z,1860000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
189,PT10M20.00S,2023-11-21T01:43:18.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203497,6.389618922470433,48.28431372549019,1610612750,38,29,2023-11-21T01:46:35Z,1870000,False,9.0,8.0,1,left,R. Gobert cutting DUNK (4 PTS) (K. Anderson 2 AST),"[203497, 203937]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.15,Made,4.0,,,,,,,K. Anderson,203937.0,2.0,,,,,,,,
191,PT10M19.00S,2023-11-21T01:43:25.6Z,2,REGULAR,foul,technical,['1freethrow'],203497,,,1610612752,38,29,2023-11-21T01:47:21Z,1890000,False,,,0,,R. Gobert rim-hanging technical FOUL (2 Tech),[203497],1610612750.0,MIN,rim-hanging,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,2003.0,1.0,2.0,,,,,
192,PT10M19.00S,2023-11-21T01:43:45.6Z,2,REGULAR,freethrow,1 of 1,[],1630193,,,1610612752,38,30,2023-11-21T01:43:45Z,1900000,False,,,0,,I. Quickley technical Free Throw 1 of 1 (1 PTS),[1630193],1610612752.0,NYK,technical,,,Quickley,I. Quickley,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
193,PT10M07.00S,2023-11-21T01:44:18.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,82.47371879106439,42.40196078431372,1610612752,38,32,2023-11-21T01:44:58Z,1910000,False,-38.0,112.0,1,right,J. Hart 11' pullup Jump Shot (2 PTS),[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,11.85,Made,2.0,,,,,,,,,,,,,,,,,
194,PT09M55.00S,2023-11-21T01:44:31.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,9.280551905387648,35.294117647058826,1610612750,38,32,2023-11-21T01:44:38Z,1920000,False,74.0,35.0,1,left,MISS K. Anderson 8' floating Shot,[203937],1610612750.0,MIN,floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,8.13,Missed,,,,,,,,,,,,,,,,,,
195,PT09M53.00S,2023-11-21T01:44:33.3Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,38,32,2023-11-21T01:44:38Z,1930000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,194.0,,,,,,,,,2.0,1.0,1.0
196,PT09M49.00S,2023-11-21T01:44:39.0Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612752,38,32,2023-11-21T01:44:49Z,1940000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Barrett 2 FT),"[1629675, 1629628]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,1.0,0.0,Barrett,1629628.0,,,
198,PT09M49.00S,2023-11-21T01:45:04.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629628,,,1610612752,38,33,2023-11-21T01:49:14Z,1960000,False,,,0,,R. Barrett Free Throw 1 of 2 (10 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
199,PT09M49.00S,2023-11-21T01:45:04.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629628,,,1610612752,38,34,2023-11-21T01:49:14Z,1970000,False,,,0,,R. Barrett Free Throw 2 of 2 (11 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
200,PT09M34.00S,2023-11-21T01:45:38.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,6.915243101182654,62.745098039215684,1610612750,40,34,2023-11-21T01:45:43Z,1980000,False,-64.0,13.0,1,left,N. Reid 6' turnaround Hook (5 PTS),[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,6.49,Made,5.0,,,,,,,,,,,,,,,,,
201,PT09M23.00S,2023-11-21T01:45:51.9Z,2,REGULAR,foul,personal,[],1629003,,,1610612752,40,34,2023-11-21T01:45:58Z,1990000,False,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 1630193]",1610612750.0,MIN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2003.0,1.0,0.0,Quickley,1630193.0,,,
203,PT09M23.00S,2023-11-21T01:46:01.7Z,2,REGULAR,substitution,out,[],203937,,,1610612752,40,34,2023-11-21T01:46:06Z,2010000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M23.00S,2023-11-21T01:46:01.7Z,2,REGULAR,substitution,in,[],1630162,,,1610612752,40,34,2023-11-21T01:46:06Z,2020000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M15.00S,2023-11-21T01:46:29.9Z,2,REGULAR,2pt,Jump Shot,[],1630193,82.47371879106439,66.42156862745098,1610612752,40,36,2023-11-21T01:46:54Z,2030000,False,82.0,112.0,1,right,I. Quickley 13' floating Jump Shot (3 PTS) (J. Hart 1 AST),"[1630193, 1628404]",1610612752.0,NYK,floating,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,13.9,Made,3.0,,,,,,,J. Hart,1628404.0,1.0,,,,,,,,
206,PT09M15.00S,2023-11-21T01:46:33.0Z,2,REGULAR,foul,personal,['1freethrow'],201144,,,1610612752,40,36,2023-11-21T01:46:38Z,2040000,False,,,0,,M. Conley shooting personal FOUL (2 PF) (Quickley 1 FT),"[201144, 1630193]",1610612750.0,MIN,shooting,,,Conley,M. Conley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2003.0,2.0,0.0,Quickley,1630193.0,,,
209,PT09M15.00S,2023-11-21T01:46:59.9Z,2,REGULAR,freethrow,1 of 1,[],1630193,,,1610612752,40,37,2023-11-21T01:46:59Z,2060000,False,,,0,,I. Quickley Free Throw 1 of 1 (4 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
210,PT09M04.00S,2023-11-21T01:47:13.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.915243101182654,49.01960784313725,1610612750,42,37,2023-11-21T01:47:18Z,2070000,False,5.0,13.0,1,left,R. Gobert cutting DUNK (6 PTS) (M. Conley 2 AST),"[203497, 201144]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.34,Made,6.0,,,,,,,M. Conley,201144.0,2.0,,,,,,,,
212,PT08M40.00S,2023-11-21T01:47:36.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,88.91261498028909,58.57843137254902,1610612752,42,37,2023-11-21T01:50:59Z,2090000,False,43.0,52.0,1,right,MISS R. Barrett 6' floating Shot,[1629628],1610612752.0,NYK,floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,,,,,,,
213,PT08M36.00S,2023-11-21T01:47:40.4Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612750,42,37,2023-11-21T01:47:42Z,2100000,False,,,0,,S. Milton REBOUND (Off:0 Def:3),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,212.0,,,,,,,,,3.0,3.0,0.0
214,PT08M34.00S,2023-11-21T01:47:43.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203497,5.732588699080158,51.9607843137255,1610612750,44,37,2023-11-21T01:52:04Z,2110000,False,-10.0,1.0,1,left,R. Gobert running alley-oop DUNK (8 PTS) (S. Milton 3 AST),"[203497, 1629003]",1610612750.0,MIN,running alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.99,Made,8.0,,,,,,,S. Milton,1629003.0,3.0,,,,,,,,
216,PT08M34.00S,2023-11-21T01:47:46.4Z,2,REGULAR,foul,personal,['1freethrow'],1629628,,,1610612750,44,37,2023-11-21T01:47:54Z,2130000,False,,,0,,R. Barrett shooting personal FOUL (2 PF) (Gobert 1 FT),"[1629628, 203497]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,2.0,0.0,Gobert,203497.0,,,
218,PT08M34.00S,2023-11-21T01:47:55.5Z,2,REGULAR,substitution,out,[],1629628,,,1610612750,44,37,2023-11-21T01:48:21Z,2150000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M34.00S,2023-11-21T01:47:55.5Z,2,REGULAR,substitution,out,[],1628392,,,1610612750,44,37,2023-11-21T01:48:21Z,2160000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M34.00S,2023-11-21T01:47:55.5Z,2,REGULAR,substitution,in,[],203944,,,1610612750,44,37,2023-11-21T01:48:21Z,2170000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M34.00S,2023-11-21T01:47:55.5Z,2,REGULAR,substitution,in,[],1629011,,,1610612750,44,37,2023-11-21T01:48:21Z,2180000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M34.00S,2023-11-21T01:48:20.0Z,2,REGULAR,freethrow,1 of 1,[],203497,,,1610612750,44,37,2023-11-21T01:48:22Z,2190000,False,,,0,,MISS R. Gobert Free Throw 1 of 1,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
223,PT08M32.00S,2023-11-21T01:48:22.0Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,44,37,2023-11-21T01:48:22Z,2200000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,222.0,,,,,,,,,3.0,3.0,0.0
224,PT08M20.00S,2023-11-21T01:48:33.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,86.5473061760841,34.55882352941176,1610612752,44,39,2023-11-21T01:48:38Z,2210000,False,-77.0,74.0,1,right,I. Quickley 10' floating Jump Shot (6 PTS),[1630193],1610612752.0,NYK,floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Left,10.69,Made,6.0,,,,,,,,,,,,,,,,,
225,PT08M06.00S,2023-11-21T01:48:47.3Z,2,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612750,44,39,2023-11-21T01:48:54Z,2220000,False,,,0,,I. Quickley shooting personal FOUL (2 PF) (Conley 2 FT),"[1630193, 201144]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2003.0,2.0,0.0,Conley,201144.0,,,
227,PT08M06.00S,2023-11-21T01:49:18.5Z,2,REGULAR,freethrow,1 of 2,[],201144,,,1610612750,45,39,2023-11-21T01:49:18Z,2240000,False,,,0,,M. Conley Free Throw 1 of 2 (4 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
228,PT08M06.00S,2023-11-21T01:49:34.8Z,2,REGULAR,freethrow,2 of 2,[],201144,,,1610612750,46,39,2023-11-21T01:49:34Z,2250000,False,,,0,,M. Conley Free Throw 2 of 2 (5 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
229,PT07M53.00S,2023-11-21T01:49:50.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203944,88.25558475689881,53.67647058823529,1610612752,46,39,2023-11-21T01:49:59Z,2260000,False,18.0,58.0,1,right,MISS J. Randle 6' Hook,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,,,,
230,PT07M51.00S,2023-11-21T01:49:52.2Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,46,39,2023-11-21T01:49:59Z,2270000,False,,,0,,M. Robinson REBOUND (Off:3 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,229.0,,,,,,,,,4.0,1.0,3.0
231,PT07M51.00S,2023-11-21T01:49:53.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,94.40999984741211,50.0,1610612752,46,41,2023-11-21T01:50:03Z,2280000,False,0.0,0.0,1,right,M. Robinson tip Layup (6 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
232,PT07M37.00S,2023-11-21T01:50:05.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,13.61695137976347,36.51960784313725,1610612750,46,41,2023-11-21T01:50:11Z,2290000,False,67.0,75.0,1,left,MISS M. Conley 10' driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Right,10.12,Missed,,,,,,,,,,,,,,,,,,
233,PT07M35.00S,2023-11-21T01:50:07.6Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,46,41,2023-11-21T01:50:11Z,2300000,False,,,0,,M. Robinson REBOUND (Off:3 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,232.0,,,,,,,,,5.0,2.0,3.0
234,PT07M24.00S,2023-11-21T01:50:19.0Z,2,REGULAR,3pt,Jump Shot,[],1630193,77.08607095926413,11.27450980392157,1610612752,46,41,2023-11-21T01:50:27Z,2310000,False,-194.0,163.0,1,right,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
235,PT07M22.00S,2023-11-21T01:50:21.0Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612750,46,41,2023-11-21T01:51:36Z,2320000,False,,,0,,S. Milton REBOUND (Off:0 Def:4),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,234.0,,,,,,,,,4.0,4.0,0.0
236,PT07M17.00S,2023-11-21T01:50:27.6Z,2,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612750,46,41,2023-11-21T01:50:37Z,2330000,False,,,0,,I. Quickley shooting personal FOUL (3 PF) (Reid 2 FT),"[1630193, 1629675]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,2003.0,3.0,0.0,Reid,1629675.0,,,
238,PT07M17.00S,2023-11-21T01:50:53.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629675,,,1610612750,47,41,2023-11-21T01:50:53Z,2350000,False,,,0,,N. Reid Free Throw 1 of 2 (6 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
239,PT07M17.00S,2023-11-21T01:50:54.2Z,2,REGULAR,substitution,out,[],201144,,,1610612750,47,41,2023-11-21T01:51:11Z,2360000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M17.00S,2023-11-21T01:50:54.2Z,2,REGULAR,substitution,out,[],1630193,,,1610612750,47,41,2023-11-21T01:51:11Z,2370000,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M17.00S,2023-11-21T01:50:54.2Z,2,REGULAR,substitution,in,[],1629638,,,1610612750,47,41,2023-11-21T01:51:11Z,2380000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M17.00S,2023-11-21T01:50:54.2Z,2,REGULAR,substitution,in,[],1628973,,,1610612750,47,41,2023-11-21T01:51:11Z,2390000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M17.00S,2023-11-21T01:51:16.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629675,,,1610612750,48,41,2023-11-21T01:51:16Z,2400000,False,,,0,,N. Reid Free Throw 2 of 2 (7 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
244,PT07M04.00S,2023-11-21T01:51:33.2Z,2,REGULAR,turnover,lost ball,[],203944,,,1610612752,48,41,2023-11-21T01:51:51Z,2410000,False,,,0,,J. Randle lost ball TURNOVER (2 TO),"[203944, 1629675]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,2.0,Reid,1629675.0,,,,,,,,,,,,,,
245,PT07M04.00S,2023-11-21T01:51:33.2Z,2,REGULAR,steal,,[],1629675,,,1610612750,48,41,2023-11-21T01:51:34Z,2420000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
246,PT06M59.00S,2023-11-21T01:51:38.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629003,7.5722733245729295,44.85294117647059,1610612750,48,41,2023-11-21T01:51:46Z,2430000,False,26.0,19.0,1,left,MISS S. Milton Layup,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
247,PT06M57.00S,2023-11-21T01:51:39.9Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,48,41,2023-11-21T01:51:40Z,2440000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,246.0,,,,,,,,,2.0,2.0,0.0
248,PT06M52.00S,2023-11-21T01:51:45.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,79.05716162943496,89.70588235294117,1610612752,48,44,2023-11-21T01:51:55Z,2450000,False,199.0,144.0,1,right,D. DiVincenzo 24' 3PT  (3 PTS) (J. Brunson 4 AST),"[1628978, 1628973]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,24.55,Made,3.0,,,,,,,J. Brunson,1628973.0,4.0,,,,,,,,
250,PT06M33.00S,2023-11-21T01:52:03.8Z,2,REGULAR,turnover,lost ball,[],1629003,,,1610612750,48,44,2023-11-21T01:52:07Z,2470000,False,,,0,,S. Milton lost ball TURNOVER (1 TO),"[1629003, 1628404]",1610612750.0,MIN,,,,Milton,S. Milton,,,,,Mid-Range,16-24 Left,,,,1.0,Hart,1628404.0,,,,,,,,,,,,,,
251,PT06M33.00S,2023-11-21T01:52:03.8Z,2,REGULAR,steal,,[],1628404,,,1610612752,48,44,2023-11-21T02:09:39Z,2480000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
252,PT06M30.00S,2023-11-21T01:52:10.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612752,48,44,2023-11-21T01:52:43Z,2490000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Randle 2 FT),"[1629675, 203944]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2003.0,2.0,0.0,Randle,203944.0,,,
254,PT06M30.00S,2023-11-21T01:52:34.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,48,44,2023-11-21T01:52:34Z,2510000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M30.00S,2023-11-21T01:54:24.8Z,2,REGULAR,substitution,out,[],1629675,,,1610612752,48,44,2023-11-21T01:55:12Z,2520000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M30.00S,2023-11-21T01:54:24.8Z,2,REGULAR,substitution,out,[],1629003,,,1610612752,48,44,2023-11-21T01:55:12Z,2530000,False,,,0,,SUB out: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M30.00S,2023-11-21T01:54:24.8Z,2,REGULAR,substitution,out,[],203497,,,1610612752,48,44,2023-11-21T01:55:12Z,2540000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
