actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
168,PT11M45.00S,2025-02-05T01:10:02.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,34,30,2025-02-05T01:10:13Z,1650000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,167.0,,,,,,,,,,,,
169,PT11M45.00S,2025-02-05T01:10:07.7Z,2,REGULAR,foul,personal,[],203482,,,1610612752,34,30,2025-02-05T01:10:16Z,1660000,False,,,0,,K. Olynyk loose ball personal FOUL (2 PF),"[203482, 1626157]",1610612761.0,TOR,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,,Olynyk,K. Olynyk,,,,,,,,,,,,,2.0,0.0,Towns,1626157.0,,,
171,PT11M27.00S,2025-02-05T01:10:50.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,19.92444152431012,52.69607843137255,1610612752,34,30,2025-02-05T01:10:55Z,1680000,False,-13.0,135.0,1,left,MISS K. Towns 13' driving floating Shot,[1626157],1610612752.0,NYK,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,Towns,K. Towns,13.55,Missed,,,,,,,,,,,,,,,,,
172,PT11M25.00S,2025-02-05T01:10:52.5Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,34,30,2025-02-05T01:10:52Z,1690000,False,,,0,,K. Towns REBOUND (Off:5 Def:4),[1626157],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,Towns,K. Towns,,,,,,,171.0,9.0,4.0,5.0,,,,,,,,,
173,PT11M21.00S,2025-02-05T01:10:55.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628969,5.863994743758213,40.68627450980392,1610612752,34,32,2025-02-05T01:12:02Z,1700000,False,47.0,3.0,1,left,M. Bridges floating Jump Shot (4 PTS) (A. Hukporti 1 AST),"[1628969, 1630574]",1610612752.0,NYK,floating,,,,,,In The Paint (Non-RA),0-8 Center,,,Bridges,M. Bridges,4.67,Made,4.0,A. Hukporti,1630574.0,1.0,,,,,,,,,,,,,
175,PT11M11.00S,2025-02-05T01:11:06.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,94.82588699080158,50.245098039215684,1610612761,36,32,2025-02-05T01:11:10Z,1720000,False,1.0,-4.0,1,right,S. Barnes alley-oop DUNK (8 PTS) (K. Olynyk 2 AST),"[1630567, 203482]",1610612761.0,TOR,alley-oop,,,,,,Restricted Area,0-8 Center,,,Barnes,S. Barnes,0.41,Made,8.0,K. Olynyk,203482.0,2.0,,,,,,,,,,,,,
177,PT10M54.00S,2025-02-05T01:11:23.1Z,2,REGULAR,3pt,Jump Shot,[],1626166,23.866622864651774,10.53921568627451,1610612752,36,35,2025-02-05T01:11:28Z,1740000,False,197.0,172.0,1,left,C. Payne 26' 3PT pullup (3 PTS),[1626166],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Right Center,,,Payne,C. Payne,26.16,Made,3.0,,,,,,,,,,,,,,,,
178,PT10M41.00S,2025-02-05T01:11:35.3Z,2,REGULAR,3pt,Jump Shot,[],203482,66.96780551905388,55.88235294117647,1610612761,36,35,2025-02-05T01:11:39Z,1750000,False,29.0,258.0,1,right,MISS K. Olynyk 25' pullup 3PT,[203482],1610612761.0,TOR,pullup,,,,,,Above the Break 3,24+ Center,,,Olynyk,K. Olynyk,25.97,Missed,,,,,,,,,,,,,,,,,
179,PT10M39.00S,2025-02-05T01:11:37.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,36,35,2025-02-05T01:11:39Z,1760000,False,,,0,,K. Towns REBOUND (Off:5 Def:5),[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,Towns,K. Towns,,,,,,,178.0,10.0,5.0,5.0,,,,,,,,,
180,PT10M31.00S,2025-02-05T01:11:52.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,36,35,2025-02-05T01:11:52Z,1770000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M31.00S,2025-02-05T01:13:52.8Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,36,35,2025-02-05T01:14:08Z,1780000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
182,PT10M31.00S,2025-02-05T01:13:52.8Z,2,REGULAR,substitution,out,[],1626157,,,1610612752,36,35,2025-02-05T01:14:08Z,1790000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,
183,PT10M31.00S,2025-02-05T01:13:52.8Z,2,REGULAR,substitution,in,[],1642347,,,1610612752,36,35,2025-02-05T01:14:08Z,1800000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,
184,PT10M31.00S,2025-02-05T01:13:52.8Z,2,REGULAR,substitution,in,[],1630173,,,1610612752,36,35,2025-02-05T01:14:08Z,1810000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
185,PT10M23.00S,2025-02-05T01:14:58.9Z,2,REGULAR,foul,personal,['2freethrow'],1642347,,,1610612752,36,35,2025-02-05T01:15:04Z,1820000,False,,,0,,J. Shead shooting personal FOUL (2 PF) (Payne 2 FT),"[1642347, 1626166]",1610612761.0,TOR,shooting,,,,,,Mid-Range,8-16 Left,1627534.0,,Shead,J. Shead,,,,,,,,,,,,,2.0,0.0,Payne,1626166.0,,,
187,PT10M23.00S,2025-02-05T01:15:22.3Z,2,REGULAR,freethrow,1 of 2,[],1626166,,,1610612752,36,36,2025-02-05T01:15:22Z,1840000,False,,,0,,C. Payne Free Throw 1 of 2 (4 PTS),[1626166],1610612752.0,NYK,,,,,,,,,,,Payne,C. Payne,,Made,4.0,,,,,,,,,,,,,,,,
188,PT10M23.00S,2025-02-05T01:15:41.2Z,2,REGULAR,freethrow,2 of 2,[],1626166,,,1610612752,36,37,2025-02-05T01:15:41Z,1850000,False,,,0,,C. Payne Free Throw 2 of 2 (5 PTS),[1626166],1610612752.0,NYK,,,,,,,,,,,Payne,C. Payne,,Made,5.0,,,,,,,,,,,,,,,,
189,PT10M00.00S,2025-02-05T01:16:05.1Z,2,REGULAR,2pt,Jump Shot,[],1630567,89.30683311432325,24.019607843137255,1610612761,38,37,2025-02-05T01:16:09Z,1860000,False,-130.0,48.0,1,right,S. Barnes 13' turnaround fadeaway Jump Shot (10 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,,,Barnes,S. Barnes,13.85,Made,10.0,,,,,,,,,,,,,,,,
190,PT09M42.00S,2025-02-05T01:16:24.2Z,2,REGULAR,foul,personal,['2freethrow'],1642367,,,1610612752,38,37,2025-02-05T01:16:31Z,1870000,False,,,0,,J. Mogbo shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1642367, 1630173]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),8-16 Center,201638.0,,Mogbo,J. Mogbo,,,,,,,,,,,,,1.0,0.0,Achiuwa,1630173.0,,,
192,PT09M42.00S,2025-02-05T01:16:51.2Z,2,REGULAR,freethrow,1 of 2,[],1630173,,,1610612752,38,38,2025-02-05T01:16:51Z,1890000,False,,,0,,P. Achiuwa Free Throw 1 of 2 (5 PTS),[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,Made,5.0,,,,,,,,,,,,,,,,
193,PT09M42.00S,2025-02-05T01:16:52.5Z,2,REGULAR,substitution,out,[],1630574,,,1610612752,38,38,2025-02-05T01:16:55Z,1900000,False,,,0,,SUB out: A. Hukporti,[1630574],1610612752.0,NYK,,,,,,,,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,
194,PT09M42.00S,2025-02-05T01:16:52.5Z,2,REGULAR,substitution,in,[],1626157,,,1610612752,38,38,2025-02-05T01:16:55Z,1910000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,
195,PT09M42.00S,2025-02-05T01:17:12.9Z,2,REGULAR,freethrow,2 of 2,[],1630173,,,1610612752,38,39,2025-02-05T01:17:12Z,1920000,False,,,0,,P. Achiuwa Free Throw 2 of 2 (6 PTS),[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,Made,6.0,,,,,,,,,,,,,,,,
196,PT09M18.00S,2025-02-05T01:17:39.1Z,2,REGULAR,2pt,Jump Shot,[],1630567,88.64980289093299,15.441176470588236,1610612761,38,39,2025-02-05T01:17:49Z,1930000,False,-173.0,54.0,1,right,MISS S. Barnes 18' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,,,,Mid-Range,16-24 Left,,,Barnes,S. Barnes,18.11,Missed,,,,,,,,,,,,,,,,,
197,PT09M15.00S,2025-02-05T01:17:42.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,38,39,2025-02-05T01:17:49Z,1940000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,196.0,,,,,,,,,,,,
199,PT09M05.00S,2025-02-05T01:18:01.7Z,2,REGULAR,foul,offensive,[],1630173,,,1610612752,38,39,2025-02-05T01:18:09Z,1960000,False,,,0,,P. Achiuwa off-the-ball offensive FOUL (2 PF),"[1630173, 1642367]",1610612752.0,NYK,off-the-ball,,,,,,Above the Break 3,24+ Center,201638.0,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,2.0,0.0,Mogbo,1642367.0,,,
201,PT09M05.00S,2025-02-05T01:18:01.7Z,2,REGULAR,turnover,offensive foul,[],1630173,,,1610612752,38,39,2025-02-05T01:18:01Z,1980000,False,,,0,,P. Achiuwa offensive foul TURNOVER (2 TO),[1630173],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,201638.0,2.0,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
202,PT09M05.00S,2025-02-05T01:18:09.3Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,38,39,2025-02-05T01:18:14Z,1990000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,
203,PT09M05.00S,2025-02-05T01:18:09.3Z,2,REGULAR,substitution,in,[],1628971,,,1610612761,38,39,2025-02-05T01:18:14Z,2000000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
204,PT08M50.00S,2025-02-05T01:18:34.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628971,82.9993429697766,48.77450980392157,1610612761,40,39,2025-02-05T01:18:38Z,2010000,False,-6.0,107.0,1,right,B. Brown 10' driving floating Jump Shot (7 PTS),[1628971],1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,Brown,B. Brown,10.75,Made,7.0,,,,,,,,,,,,,,,,
206,PT08M37.00S,2025-02-05T01:19:01.6Z,2,REGULAR,2pt,Jump Shot,[],1626157,6.652431011826544,30.88235294117647,1610612752,40,39,2025-02-05T01:19:27Z,2030000,False,96.0,10.0,1,left,MISS K. Towns 9' driving floating Shot,[1626157],1610612752.0,NYK,driving floating,,,,,,Mid-Range,8-16 Right,,,Towns,K. Towns,9.61,Missed,,,,,,,,,,,,,,,,,
208,PT08M35.00S,2025-02-05T01:19:03.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,40,39,2025-02-05T01:19:27Z,2050000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,206.0,,,,,,,,,,,,
209,PT08M35.00S,2025-02-05T01:19:12.7Z,2,REGULAR,foul,personal,[],1630534,,,1610612752,40,39,2025-02-05T01:22:06Z,2060000,False,,,0,,O. Agbaji loose ball personal FOUL (1 PF),"[1630534, 1628969]",1610612761.0,TOR,loose ball,,,,,,Restricted Area,0-8 Center,1628481.0,,Agbaji,O. Agbaji,,,,,,,,,,,,,1.0,0.0,Bridges,1628969.0,,,
211,PT08M30.00S,2025-02-05T01:19:23.2Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1642347,,,1610612752,40,39,2025-02-05T01:19:30Z,2080000,False,,,0,,J. Shead shooting personal FOUL (3 PF) (Payne 3 FT),"[1642347, 1626166]",1610612761.0,TOR,shooting,,,,,,Above the Break 3,24+ Center,1628481.0,,Shead,J. Shead,,,,,,,,,,,,,3.0,0.0,Payne,1626166.0,,,
213,PT08M30.00S,2025-02-05T01:19:55.7Z,2,REGULAR,freethrow,1 of 3,['2ndchance'],1626166,,,1610612752,40,40,2025-02-05T01:19:55Z,2100000,False,,,0,,C. Payne Free Throw 1 of 3 (6 PTS),[1626166],1610612752.0,NYK,,,,,,,,,,,Payne,C. Payne,,Made,6.0,,,,,,,,,,,,,,,,
214,PT08M30.00S,2025-02-05T01:20:12.8Z,2,REGULAR,freethrow,2 of 3,['2ndchance'],1626166,,,1610612752,40,40,2025-02-05T01:20:12Z,2110000,False,,,0,,MISS C. Payne Free Throw 2 of 3,[1626166],1610612752.0,NYK,,,,,,,,,,,Payne,C. Payne,,Missed,,,,,,,,,,,,,,,,,
215,PT08M30.00S,2025-02-05T01:20:12.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,40,40,2025-02-05T01:20:12Z,2120000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,214.0,,,,,,,,,,,,
216,PT08M30.00S,2025-02-05T01:20:32.1Z,2,REGULAR,freethrow,3 of 3,['2ndchance'],1626166,,,1610612752,40,41,2025-02-05T01:20:32Z,2130000,False,,,0,,C. Payne Free Throw 3 of 3 (7 PTS),[1626166],1610612752.0,NYK,,,,,,,,,,,Payne,C. Payne,,Made,7.0,,,,,,,,,,,,,,,,
217,PT08M22.00S,2025-02-05T01:20:44.2Z,2,REGULAR,turnover,out-of-bounds,[],1642347,,,1610612761,40,41,2025-02-05T01:20:54Z,2140000,False,,,0,,J. Shead lost ball out-of-bounds TURNOVER (1 TO),[1642347],1610612761.0,TOR,lost ball,,,,,,Above the Break 3,24+ Left Center,1627534.0,1.0,Shead,J. Shead,,,,,,,,,,,,,,,,,,,
218,PT08M22.00S,2025-02-05T01:21:01.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,40,41,2025-02-05T01:21:01Z,2150000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M08.00S,2025-02-05T01:24:08.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626157,6.389618922470433,58.08823529411765,1610612752,40,43,2025-02-05T01:24:13Z,2170000,False,-40.0,8.0,1,left,K. Towns driving floating Jump Shot (11 PTS) (C. Payne 4 AST),"[1626157, 1626166]",1610612752.0,NYK,driving floating,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,4.11,Made,11.0,C. Payne,1626166.0,4.0,,,,,,,,,,,,,
222,PT07M52.00S,2025-02-05T01:24:24.1Z,2,REGULAR,turnover,bad pass,[],203482,,,1610612761,40,43,2025-02-05T01:24:30Z,2190000,False,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1630173]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,1.0,Olynyk,K. Olynyk,,,,,,,,,,,Achiuwa,1630173.0,,,,,,,
223,PT07M52.00S,2025-02-05T01:24:24.1Z,2,REGULAR,steal,,[],1630173,,,1610612752,40,43,2025-02-05T01:24:26Z,2200000,False,,,0,,P. Achiuwa STEAL (2 STL),[1630173],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
225,PT07M43.00S,2025-02-05T01:24:37.8Z,2,REGULAR,substitution,out,[],203482,,,1610612752,40,43,2025-02-05T01:24:48Z,2220000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,,,,,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,
226,PT07M43.00S,2025-02-05T01:24:37.8Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,40,43,2025-02-05T01:24:48Z,2230000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
227,PT07M43.00S,2025-02-05T01:24:37.8Z,2,REGULAR,substitution,in,[],1627751,,,1610612752,40,43,2025-02-05T01:24:48Z,2240000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,
228,PT07M43.00S,2025-02-05T01:24:37.8Z,2,REGULAR,substitution,in,[],1628404,,,1610612752,40,43,2025-02-05T01:24:48Z,2250000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,
229,PT07M32.00S,2025-02-05T01:25:13.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626166,17.69053876478318,60.5392156862745,1610612752,40,43,2025-02-05T01:25:19Z,2260000,False,-53.0,114.0,1,left,MISS C. Payne 12' driving floating Shot,[1626166],1610612752.0,NYK,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,Payne,C. Payne,12.54,Missed,,,,,,,,,,,,,,,,,
230,PT07M29.00S,2025-02-05T01:25:16.0Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612752,40,43,2025-02-05T01:25:19Z,2270000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,Achiuwa,P. Achiuwa,,,,,,,229.0,1.0,0.0,1.0,,,,,,,,,
231,PT07M29.00S,2025-02-05T01:25:17.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,5.590000152587891,50.0,1610612752,40,45,2025-02-05T01:25:17Z,2280000,False,0.0,0.0,1,left,P. Achiuwa tip Layup (8 PTS),[1630173],1610612752.0,NYK,tip,,,,,,Mid-Range,8-16 Left,,,Achiuwa,P. Achiuwa,0.0,Made,8.0,,,,,,,,,,,,,,,,
232,PT07M20.00S,2025-02-05T01:25:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,93.64323258869908,55.88235294117647,1610612761,42,45,2025-02-05T01:26:37Z,2290000,False,29.0,7.0,1,right,J. Shead driving Layup (4 PTS),[1642347],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,Shead,J. Shead,3.03,Made,4.0,,,,,,,,,,,,,,,,
233,PT07M01.00S,2025-02-05T01:25:43.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.835085413929041,45.588235294117645,1610612752,42,45,2025-02-05T01:25:48Z,2300000,False,22.0,21.0,1,left,MISS K. Towns driving finger roll Layup,[1626157],1610612752.0,NYK,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,3.06,Missed,,,,,,,,,,,,,,,,,
234,PT07M00.00S,2025-02-05T01:25:44.7Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612752,42,45,2025-02-05T01:25:48Z,2310000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:0),[1630173],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Achiuwa,P. Achiuwa,,,,,,,233.0,2.0,0.0,2.0,,,,,,,,,
235,PT06M58.00S,2025-02-05T01:25:47.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,5.601182654402102,50.49019607843137,1610612752,42,47,2025-02-05T01:27:17Z,2320000,False,-2.0,0.0,1,left,P. Achiuwa putback Layup (10 PTS),[1630173],1610612752.0,NYK,putback,,,,,,Restricted Area,0-8 Center,,,Achiuwa,P. Achiuwa,0.25,Made,10.0,,,,,,,,,,,,,,,,
236,PT06M44.00S,2025-02-05T01:26:01.4Z,2,REGULAR,3pt,Jump Shot,[],1628971,95.48291721419186,2.696078431372549,1610612761,42,47,2025-02-05T01:26:06Z,2330000,False,-237.0,-10.0,1,right,MISS B. Brown 3PT,[1628971],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,Brown,B. Brown,23.67,Missed,,,,,,,,,,,,,,,,,
237,PT06M41.00S,2025-02-05T01:26:04.4Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,42,47,2025-02-05T01:26:06Z,2340000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,,,Achiuwa,P. Achiuwa,,,,,,,236.0,3.0,1.0,2.0,,,,,,,,,
238,PT06M29.00S,2025-02-05T01:26:17.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,5.995400788436268,51.470588235294116,1610612752,42,49,2025-02-05T01:26:22Z,2350000,False,-7.0,4.0,1,left,K. Towns driving finger roll Layup (13 PTS),[1626157],1610612752.0,NYK,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,0.84,Made,13.0,,,,,,,,,,,,,,,,
239,PT06M13.00S,2025-02-05T01:26:31.5Z,2,REGULAR,3pt,Jump Shot,[],1630534,81.42247043363994,5.88235294117647,1610612761,42,49,2025-02-05T01:26:37Z,2360000,False,-221.0,122.0,1,right,MISS O. Agbaji 25' 3PT,[1630534],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Agbaji,O. Agbaji,25.21,Missed,,,,,,,,,,,,,,,,,
240,PT06M11.00S,2025-02-05T01:26:33.5Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,42,49,2025-02-05T01:26:37Z,2370000,False,,,0,,K. Towns REBOUND (Off:5 Def:6),[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,Towns,K. Towns,,,,,,,239.0,11.0,6.0,5.0,,,,,,,,,
241,PT06M07.00S,2025-02-05T01:26:37.9Z,2,REGULAR,turnover,bad pass,[],1626157,,,1610612752,42,49,2025-02-05T01:26:41Z,2380000,False,,,0,,K. Towns bad pass TURNOVER (2 TO),"[1626157, 1627751]",1610612752.0,NYK,,,,,,,Mid-Range,16-24 Center,,2.0,Towns,K. Towns,,,,,,,,,,,Poeltl,1627751.0,,,,,,,
242,PT06M07.00S,2025-02-05T01:26:37.9Z,2,REGULAR,steal,,[],1627751,,,1610612761,42,49,2025-02-05T01:26:40Z,2390000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,,,,Mid-Range,16-24 Center,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,
243,PT06M03.00S,2025-02-05T01:26:42.2Z,2,REGULAR,turnover,bad pass,[],1642347,,,1610612761,42,49,2025-02-05T01:26:46Z,2400000,False,,,0,,J. Shead bad pass TURNOVER (2 TO),"[1642347, 1630173]",1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,2.0,Shead,J. Shead,,,,,,,,,,,Achiuwa,1630173.0,,,,,,,
244,PT06M03.00S,2025-02-05T01:26:42.2Z,2,REGULAR,steal,,[],1630173,,,1610612752,42,49,2025-02-05T01:26:44Z,2410000,False,,,0,,P. Achiuwa STEAL (3 STL),[1630173],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
245,PT05M57.00S,2025-02-05T01:26:48.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626157,33.85348226018397,61.029411764705884,1610612752,42,49,2025-02-05T01:28:32Z,2420000,False,-55.0,266.0,1,left,MISS K. Towns 27' running 3PT,[1626157],1610612752.0,NYK,running,,,,,,Above the Break 3,24+ Center,,,Towns,K. Towns,27.14,Missed,,,,,,,,,,,,,,,,,
246,PT05M54.00S,2025-02-05T01:26:51.2Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612761,42,49,2025-02-05T01:26:54Z,2430000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Brown,B. Brown,,,,,,,245.0,3.0,3.0,0.0,,,,,,,,,
247,PT05M41.00S,2025-02-05T01:27:06.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,94.43166885676742,51.9607843137255,1610612761,44,49,2025-02-05T01:27:10Z,2440000,False,10.0,0.0,1,right,J. Shead driving Layup (6 PTS) (J. Poeltl 2 AST),"[1642347, 1627751]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,Shead,J. Shead,0.98,Made,6.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,,,,
249,PT05M41.00S,2025-02-05T01:27:11.0Z,2,REGULAR,foul,personal,['1freethrow'],1628969,,,1610612761,44,49,2025-02-05T01:27:31Z,2460000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Shead 1 FT),"[1628969, 1642347]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,1627534.0,,Bridges,M. Bridges,,,,,,,,,,,,,1.0,0.0,Shead,1642347.0,,,
251,PT05M41.00S,2025-02-05T01:27:18.4Z,2,REGULAR,substitution,out,[],1628971,,,1610612761,44,49,2025-02-05T01:27:27Z,2480000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
252,PT05M41.00S,2025-02-05T01:27:18.4Z,2,REGULAR,substitution,out,[],1630534,,,1610612761,44,49,2025-02-05T01:27:27Z,2490000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,
253,PT05M41.00S,2025-02-05T01:27:18.4Z,2,REGULAR,substitution,out,[],1626166,,,1610612761,44,49,2025-02-05T01:27:27Z,2500000,False,,,0,,SUB out: C. Payne,[1626166],1610612752.0,NYK,,,,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,
254,PT05M41.00S,2025-02-05T01:27:18.4Z,2,REGULAR,substitution,in,[],1641711,,,1610612761,44,49,2025-02-05T01:27:27Z,2510000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,
