actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
518,PT09M50.00S,2025-01-16T02:30:12.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],204001,,,1610612738,94,84,2025-01-16T02:30:31Z,5100000,False,,,0,,MISS K. Porziņģis Free Throw 2 of 2,[204001],1610612738.0,BOS,,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,Missed,,,,,,,,,,,,,,
519,PT09M47.00S,2025-01-16T02:30:15.2Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,94,84,2025-01-16T02:30:31Z,5110000,False,,,0,,C. Boucher REBOUND (Off:0 Def:4),[1628449],1610612761.0,TOR,,,,,,,,,,,,Boucher,C. Boucher,,,,,518.0,4.0,4.0,0.0,,,,,,,,,,
521,PT09M33.00S,2025-01-16T02:31:03.5Z,4,REGULAR,3pt,Jump Shot,[],1642347,9.543363994743759,96.07843137254902,1610612761,94,84,2025-01-16T02:31:11Z,5130000,False,-230.0,37.0,1,left,MISS J. Shead 3PT,[1642347],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,Shead,J. Shead,,,23.34,Missed,,,,,,,,,,,,,,
522,PT09M31.00S,2025-01-16T02:31:05.5Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,94,84,2025-01-16T02:31:11Z,5140000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,Barnes,S. Barnes,,,,,521.0,2.0,1.0,1.0,,,,,,,,,,
523,PT09M29.00S,2025-01-16T02:31:07.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628971,29.6484888304862,20.588235294117645,1610612761,94,84,2025-01-16T02:31:14Z,5150000,False,147.0,226.0,1,left,MISS B. Brown 26' 3PT,[1628971],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,,Brown,B. Brown,,,26.98,Missed,,,,,,,,,,,,,,
524,PT09M26.00S,2025-01-16T02:31:10.8Z,4,REGULAR,rebound,defensive,[],201950,,,1610612738,94,84,2025-01-16T02:31:14Z,5160000,False,,,0,,J. Holiday REBOUND (Off:3 Def:3),[201950],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Holiday,J. Holiday,,,,,523.0,6.0,3.0,3.0,,,,,,,,,,
525,PT09M11.00S,2025-01-16T02:31:24.9Z,4,REGULAR,3pt,Jump Shot,[],201950,94.82588699080158,2.696078431372549,1610612738,94,84,2025-01-16T02:31:29Z,5170000,False,-237.0,-4.0,1,right,MISS J. Holiday 3PT,[201950],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,,Holiday,J. Holiday,,,23.65,Missed,,,,,,,,,,,,,,
526,PT09M09.00S,2025-01-16T02:31:26.9Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,94,84,2025-01-16T02:31:29Z,5180000,False,,,0,,C. Boucher REBOUND (Off:0 Def:5),[1628449],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,Boucher,C. Boucher,,,,,525.0,5.0,5.0,0.0,,,,,,,,,,
527,PT08M59.00S,2025-01-16T02:31:37.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,5.519053876478318,53.25137867647059,1610612761,96,84,2025-01-16T02:31:51Z,5190000,False,-16.0,-1.0,1,left,B. Brown reverse Layup (6 PTS) (K. Olynyk 4 AST),"[1628971, 203482]",1610612761.0,TOR,reverse,,,,,,Restricted Area,0-8 Center,,,,Brown,B. Brown,,,1.63,Made,,,,,6.0,K. Olynyk,203482.0,4.0,,,,,,
529,PT08M47.00S,2025-01-16T02:31:50.7Z,4,REGULAR,foul,personal,[],1628971,,,1610612738,96,84,2025-01-16T02:32:02Z,5210000,False,,,0,,B. Brown personal FOUL (4 PF),"[1628971, 204001]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,202026.0,4.0,0.0,Brown,B. Brown,Porziņģis,204001.0,,,,,,,,,,,,,,,,
531,PT08M44.00S,2025-01-16T02:32:21.4Z,4,REGULAR,foul,offensive,[],204001,,,1610612738,96,84,2025-01-16T02:32:34Z,5230000,False,,,0,,K. Porziņģis off-the-ball offensive FOUL (3 PF),"[204001, 1630567]",1610612738.0,BOS,off-the-ball,,,,,,Above the Break 3,24+ Center,202026.0,3.0,0.0,Porziņģis,K. Porziņģis,Barnes,1630567.0,,,,,,,,,,,,,,,,
533,PT08M44.00S,2025-01-16T02:32:21.4Z,4,REGULAR,turnover,offensive foul,[],204001,,,1610612738,96,84,2025-01-16T02:32:21Z,5250000,False,,,0,,K. Porziņģis offensive foul TURNOVER (3 TO),[204001],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,202026.0,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,3.0,,,,,
534,PT08M36.00S,2025-01-16T02:32:44.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,10.988830486202366,2.696078431372549,1610612761,96,84,2025-01-16T02:33:27Z,5260000,False,237.0,51.0,1,left,MISS C. Boucher 24' pullup 3PT,[1628449],1610612761.0,TOR,pullup,,,,,,Right Corner 3,24+ Right,,,,Boucher,C. Boucher,,,24.19,Missed,,,,,,,,,,,,,,
535,PT08M35.00S,2025-01-16T02:32:45.4Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612761,96,84,2025-01-16T02:33:08Z,5270000,False,,,0,,B. Brown REBOUND (Off:3 Def:3),[1628971],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,,,Brown,B. Brown,,,,,534.0,6.0,3.0,3.0,,,,,,,,,,
536,PT08M34.00S,2025-01-16T02:32:48.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628971,5.590000152587891,50.0,1610612761,96,84,2025-01-16T02:32:52Z,5280000,False,0.0,0.0,1,left,MISS B. Brown tip Layup,[1628971],1610612761.0,TOR,tip,,,,,,Restricted Area,0-8 Center,,,,Brown,B. Brown,,,0.0,Missed,,,,,,,,,,,,,,
537,PT08M34.00S,2025-01-16T02:32:48.7Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612761,96,84,2025-01-16T02:32:52Z,5290000,False,,,0,,B. Brown REBOUND (Off:4 Def:3),[1628971],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,Brown,B. Brown,,,,,536.0,7.0,3.0,4.0,,,,,,,,,,
538,PT08M34.00S,2025-01-16T02:32:53.1Z,4,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612761,96,84,2025-01-16T02:33:01Z,5300000,False,,,0,,J. Brown shooting personal FOUL (3 PF) (Brown 2 FT),"[1627759, 1628971]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202026.0,3.0,0.0,Brown,J. Brown,Brown,1628971.0,,,,,,,,,,,,,,,,
540,PT08M34.00S,2025-01-16T02:33:13.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628971,,,1610612761,96,84,2025-01-16T02:33:13Z,5320000,False,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612761.0,TOR,,,,,,,,,,,,Brown,B. Brown,,,,Missed,,,,,,,,,,,,,,
541,PT08M34.00S,2025-01-16T02:33:13.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,96,84,2025-01-16T02:33:13Z,5330000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,
542,PT08M34.00S,2025-01-16T02:33:14.2Z,4,REGULAR,substitution,out,[],1630567,,,1610612761,96,84,2025-01-16T02:33:17Z,5340000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,
543,PT08M34.00S,2025-01-16T02:33:14.2Z,4,REGULAR,substitution,in,[],1629628,,,1610612761,96,84,2025-01-16T02:33:17Z,5350000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
544,PT08M34.00S,2025-01-16T02:33:36.1Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628971,,,1610612761,97,84,2025-01-16T02:33:36Z,5360000,False,,,0,,B. Brown Free Throw 2 of 2 (7 PTS),[1628971],1610612761.0,TOR,,,,,,,,,,,,Brown,B. Brown,,,,Made,,,,,7.0,,,,,,,,,
545,PT08M12.00S,2025-01-16T02:34:06.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,85.10183968462549,43.13725490196079,1610612738,97,84,2025-01-16T02:34:12Z,5370000,False,-34.0,88.0,1,right,MISS J. Brown 9' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,,Brown,J. Brown,,,9.4,Missed,,,,,,,,,,,,,,
546,PT08M09.00S,2025-01-16T02:34:09.2Z,4,REGULAR,rebound,defensive,[],203482,,,1610612761,97,84,2025-01-16T02:34:12Z,5380000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Olynyk,K. Olynyk,,,,,545.0,2.0,2.0,0.0,,,,,,,,,,
547,PT08M00.00S,2025-01-16T02:34:18.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,6.1268068331143235,48.28431372549019,1610612761,97,84,2025-01-16T02:34:32Z,5390000,False,9.0,5.0,1,left,MISS C. Boucher driving reverse Layup,[1628449],1610612761.0,TOR,driving reverse,,,,,,Restricted Area,0-8 Center,,,,Boucher,C. Boucher,,,1.0,Missed,,,,,,,,,,,,,,
548,PT07M59.00S,2025-01-16T02:34:19.5Z,4,REGULAR,rebound,defensive,[],204001,,,1610612738,97,84,2025-01-16T02:34:32Z,5400000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:5),[204001],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Porziņģis,K. Porziņģis,,,,,547.0,5.0,5.0,0.0,,,,,,,,,,
549,PT07M59.00S,2025-01-16T02:34:37.8Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,97,84,2025-01-16T02:34:42Z,5410000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,
550,PT07M59.00S,2025-01-16T02:34:37.8Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,97,84,2025-01-16T02:34:42Z,5420000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
551,PT07M56.00S,2025-01-16T02:35:06.0Z,4,REGULAR,jumpball,recovered,[],201950,,,1610612738,97,84,2025-01-16T02:35:06Z,5430000,False,,,0,,Jump Ball K. Porziņģis vs. J. Shead: Tip to J. Holiday,"[201950, 204001, 1642347]",1610612738.0,BOS,heldball,J. Holiday,Porziņģis,204001.0,Shead,1642347.0,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,201950.0
554,PT07M48.00S,2025-01-16T02:35:13.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,92.9862023653088,49.26470588235294,1610612738,97,86,2025-01-16T02:35:19Z,5460000,False,-4.0,13.0,1,right,K. Porziņģis alley-oop DUNK (18 PTS) (J. Holiday 2 AST),"[204001, 201950]",1610612738.0,BOS,alley-oop,,,,,,Restricted Area,0-8 Center,,,,Porziņģis,K. Porziņģis,,,1.39,Made,,,,,18.0,J. Holiday,201950.0,2.0,,,,,,
556,PT07M36.00S,2025-01-16T02:35:25.1Z,4,REGULAR,3pt,Jump Shot,[],1642347,28.728646517739815,19.362745098039216,1610612761,100,86,2025-01-16T02:35:34Z,5480000,False,153.0,218.0,1,left,J. Shead 26' 3PT  (8 PTS) (R. Barrett 8 AST),"[1642347, 1629628]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,,Shead,J. Shead,,,26.6,Made,,,,,8.0,R. Barrett,1629628.0,8.0,,,,,,
558,PT07M18.00S,2025-01-16T02:35:43.1Z,4,REGULAR,3pt,Jump Shot,[],1630202,59.8718791064389,30.14705882352941,1610612738,100,86,2025-01-16T02:35:48Z,5500000,False,-99.0,325.0,1,right,MISS P. Pritchard 33' 3PT,[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Pritchard,P. Pritchard,,,33.95,Missed,,,,,,,,,,,,,,
559,PT07M16.00S,2025-01-16T02:35:45.1Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,100,86,2025-01-16T02:35:48Z,5510000,False,,,0,,C. Boucher REBOUND (Off:0 Def:6),[1628449],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,Boucher,C. Boucher,,,,,558.0,6.0,6.0,0.0,,,,,,,,,,
561,PT07M04.00S,2025-01-16T02:36:10.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,5.206964520367937,44.11764705882353,1610612761,100,86,2025-01-16T02:36:15Z,5530000,False,29.0,-4.0,1,left,MISS J. Shead driving Layup - blocked,"[1642347, 1628369]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,,Shead,J. Shead,,,2.96,Missed,,,,,,,,,,,,Tatum,1628369.0,
562,PT07M04.00S,2025-01-16T02:36:10.3Z,4,REGULAR,block,,[],1628369,,,1610612761,100,86,2025-01-16T02:36:12Z,5540000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
563,PT07M01.00S,2025-01-16T02:36:13.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,100,86,2025-01-16T02:36:15Z,5550000,False,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Brown,J. Brown,,,,,561.0,6.0,4.0,2.0,,,,,,,,,,
564,PT06M59.00S,2025-01-16T02:36:16.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201950,91.67214191852825,2.2058823529411766,1610612738,100,86,2025-01-16T02:36:21Z,5560000,False,-239.0,26.0,1,right,MISS J. Holiday 24' running 3PT,[201950],1610612738.0,BOS,running,,,,,,Left Corner 3,24+ Left,,,,Holiday,J. Holiday,,,24.04,Missed,,,,,,,,,,,,,,
565,PT06M56.00S,2025-01-16T02:36:19.0Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,100,86,2025-01-16T02:36:21Z,5570000,False,,,0,,C. Boucher REBOUND (Off:0 Def:7),[1628449],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,Boucher,C. Boucher,,,,,564.0,7.0,7.0,0.0,,,,,,,,,,
566,PT06M52.00S,2025-01-16T02:36:23.5Z,4,REGULAR,turnover,out-of-bounds,[],1628449,,,1610612761,100,86,2025-01-16T02:36:29Z,5580000,False,,,0,,C. Boucher bad pass out-of-bounds TURNOVER (1 TO),[1628449],1610612761.0,TOR,bad pass,,,,,,Right Corner 3,24+ Right,1628485.0,,,Boucher,C. Boucher,,,,,,,,,,,,,1.0,,,,,
567,PT06M43.00S,2025-01-16T02:36:44.3Z,4,REGULAR,foul,personal,[],1629628,,,1610612738,100,86,2025-01-16T02:36:55Z,5590000,False,,,0,,R. Barrett personal FOUL (1 PF),"[1629628, 1628369]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,202026.0,1.0,0.0,Barrett,R. Barrett,Tatum,1628369.0,,,,,,,,,,,,,,,,
569,PT06M33.00S,2025-01-16T02:37:13.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,86.81011826544021,53.92156862745098,1610612738,100,86,2025-01-16T02:37:19Z,5610000,False,20.0,71.0,1,right,MISS J. Brown 7' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Brown,J. Brown,,,7.41,Missed,,,,,,,,,,,,,,
570,PT06M30.00S,2025-01-16T02:37:16.2Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,100,86,2025-01-16T02:37:16Z,5620000,False,,,0,,C. Boucher REBOUND (Off:0 Def:8),[1628449],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Boucher,C. Boucher,,,,,569.0,8.0,8.0,0.0,,,,,,,,,,
571,PT06M21.00S,2025-01-16T02:37:25.8Z,4,REGULAR,3pt,Jump Shot,[],1628449,32.53942181340342,36.76470588235294,1610612761,100,86,2025-01-16T02:37:30Z,5630000,False,66.0,253.0,1,left,MISS C. Boucher 26' 3PT,[1628449],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,Boucher,C. Boucher,,,26.19,Missed,,,,,,,,,,,,,,
572,PT06M18.00S,2025-01-16T02:37:28.8Z,4,REGULAR,rebound,offensive,[],1628449,,,1610612761,100,86,2025-01-16T02:37:30Z,5640000,False,,,0,,C. Boucher REBOUND (Off:1 Def:8),[1628449],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,Boucher,C. Boucher,,,,,571.0,9.0,8.0,1.0,,,,,,,,,,
573,PT06M16.00S,2025-01-16T02:37:30.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628449,13.485545335085414,43.38235294117647,1610612761,100,86,2025-01-16T02:38:21Z,5650000,False,33.0,74.0,1,left,MISS C. Boucher 8' driving floating Shot,[1628449],1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Boucher,C. Boucher,,,8.13,Missed,,,,,,,,,,,,,,
574,PT06M14.00S,2025-01-16T02:37:32.9Z,4,REGULAR,rebound,offensive,[],203482,,,1610612761,100,86,2025-01-16T02:37:46Z,5660000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:2),[203482],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Olynyk,K. Olynyk,,,,,573.0,3.0,2.0,1.0,,,,,,,,,,
575,PT06M12.00S,2025-01-16T02:37:34.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,5.590000152587891,50.0,1610612761,100,86,2025-01-16T02:37:34Z,5670000,False,0.0,0.0,1,left,MISS K. Olynyk tip Layup,[203482],1610612761.0,TOR,tip,,,,,,Mid-Range,8-16 Left,,,,Olynyk,K. Olynyk,,,0.0,Missed,,,,,,,,,,,,,,
576,PT06M11.00S,2025-01-16T02:37:35.6Z,4,REGULAR,rebound,defensive,[],204001,,,1610612738,100,86,2025-01-16T02:37:35Z,5680000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:6),[204001],1610612738.0,BOS,,,,,,,Mid-Range,8-16 Left,,,,Porziņģis,K. Porziņģis,,,,,575.0,6.0,6.0,0.0,,,,,,,,,,
577,PT05M57.00S,2025-01-16T02:37:48.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,95.3515111695138,48.77450980392157,1610612738,100,88,2025-01-16T02:37:53Z,5690000,False,-6.0,-9.0,1,right,P. Pritchard Layup (20 PTS),[1630202],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Pritchard,P. Pritchard,,,1.07,Made,,,,,20.0,,,,,,,,,
578,PT05M57.00S,2025-01-16T02:37:53.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,100,88,2025-01-16T02:37:53Z,5700000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT05M57.00S,2025-01-16T02:38:45.0Z,4,REGULAR,substitution,out,[],1628971,,,1610612761,100,88,2025-01-16T02:40:25Z,5710000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,
580,PT05M57.00S,2025-01-16T02:38:45.0Z,4,REGULAR,substitution,out,[],1642347,,,1610612761,100,88,2025-01-16T02:40:25Z,5720000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,
581,PT05M57.00S,2025-01-16T02:38:45.0Z,4,REGULAR,substitution,out,[],1628449,,,1610612761,100,88,2025-01-16T02:40:25Z,5730000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
582,PT05M57.00S,2025-01-16T02:38:45.0Z,4,REGULAR,substitution,out,[],203482,,,1610612761,100,88,2025-01-16T02:40:25Z,5740000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,,,,,,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,
583,PT05M57.00S,2025-01-16T02:38:45.0Z,4,REGULAR,substitution,in,[],1641711,,,1610612761,100,88,2025-01-16T02:40:25Z,5750000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
584,PT05M57.00S,2025-01-16T02:38:45.0Z,4,REGULAR,substitution,in,[],1630558,,,1610612761,100,88,2025-01-16T02:40:25Z,5760000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
585,PT05M57.00S,2025-01-16T02:38:45.0Z,4,REGULAR,substitution,in,[],1630567,,,1610612761,100,88,2025-01-16T02:40:25Z,5770000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,
586,PT05M57.00S,2025-01-16T02:38:45.0Z,4,REGULAR,substitution,in,[],1627751,,,1610612761,100,88,2025-01-16T02:40:25Z,5780000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,
587,PT05M33.00S,2025-01-16T02:41:14.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,17.0335085413929,43.872549019607845,1610612761,102,88,2025-01-16T02:41:19Z,5790000,False,31.0,108.0,1,left,S. Barnes 11' turnaround fadeaway Jump Shot (16 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,,Barnes,S. Barnes,,,11.19,Made,,,,,16.0,,,,,,,,,
588,PT05M20.00S,2025-01-16T02:41:27.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.51182654402102,49.50980392156863,1610612738,102,90,2025-01-16T02:41:32Z,5800000,False,-2.0,8.0,1,right,J. Holiday driving Layup (10 PTS) (P. Pritchard 4 AST),"[201950, 1630202]",1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,,,,Holiday,J. Holiday,,,0.89,Made,,,,,10.0,P. Pritchard,1630202.0,4.0,,,,,,
590,PT05M04.00S,2025-01-16T02:41:43.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,16.245072273324574,56.372549019607845,1610612761,104,90,2025-01-16T02:41:48Z,5820000,False,-32.0,100.0,1,left,R. Barrett 10' driving floating Jump Shot (20 PTS) (D. Mitchell 5 AST),"[1629628, 1630558]",1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Barrett,R. Barrett,,,10.52,Made,,,,,20.0,D. Mitchell,1630558.0,5.0,,,,,,
592,PT04M50.00S,2025-01-16T02:41:57.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.51182654402102,50.0,1610612738,104,92,2025-01-16T02:42:01Z,5840000,False,0.0,8.0,1,right,J. Holiday cutting Layup (12 PTS) (J. Tatum 7 AST),"[201950, 1628369]",1610612738.0,BOS,cutting,,,,,,Restricted Area,0-8 Center,,,,Holiday,J. Holiday,,,0.85,Made,,,,,12.0,J. Tatum,1628369.0,7.0,,,,,,
594,PT04M36.00S,2025-01-16T02:42:11.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,5.469776609724048,53.67647058823529,1610612761,104,92,2025-01-16T02:42:15Z,5860000,False,-18.0,-1.0,1,left,MISS D. Mitchell driving Layup,[1630558],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,,Mitchell,D. Mitchell,,,1.84,Missed,,,,,,,,,,,,,,
595,PT04M34.00S,2025-01-16T02:42:13.0Z,4,REGULAR,rebound,defensive,[],204001,,,1610612738,104,92,2025-01-16T02:42:15Z,5870000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:7),[204001],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Porziņģis,K. Porziņģis,,,,,594.0,7.0,7.0,0.0,,,,,,,,,,
596,PT04M22.00S,2025-01-16T02:42:27.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612738,104,92,2025-01-16T02:42:33Z,5880000,False,,,0,,R. Barrett shooting personal FOUL (2 PF) (Tatum 2 FT),"[1629628, 1628369]",1610612761.0,TOR,shooting,,,,,,Restricted Area,0-8 Center,1628485.0,2.0,0.0,Barrett,R. Barrett,Tatum,1628369.0,,,,,,,,,,,,,,,,
598,PT04M22.00S,2025-01-16T02:42:54.2Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,104,92,2025-01-16T02:42:54Z,5900000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,,,,,,,,,Tatum,J. Tatum,,,,Missed,,,,,,,,,,,,,,
599,PT04M22.00S,2025-01-16T02:42:54.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,104,92,2025-01-16T02:42:54Z,5910000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,598.0,,,,,,,,,,,,,
600,PT04M22.00S,2025-01-16T02:43:06.9Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,104,93,2025-01-16T02:43:06Z,5920000,False,,,0,,J. Tatum Free Throw 2 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,,,Tatum,J. Tatum,,,,Made,,,,,16.0,,,,,,,,,
601,PT04M00.00S,2025-01-16T02:43:30.9Z,4,REGULAR,3pt,Jump Shot,[],1630567,30.56833114323259,67.15686274509804,1610612761,104,93,2025-01-16T02:43:35Z,5930000,False,-86.0,235.0,1,left,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,,Barnes,S. Barnes,,,25.0,Missed,,,,,,,,,,,,,,
