actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
172,PT11M37.00S,2025-01-16T01:10:36.4Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,25,29,2025-01-16T01:10:43Z,1710000,False,,,0,,S. Hauser REBOUND (Off:1 Def:4),[1630573],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hauser,S. Hauser,,,,,171.0,5.0,4.0,1.0,,,,,,,,,,
173,PT11M22.00S,2025-01-16T01:10:51.5Z,2,REGULAR,turnover,bad pass,[],204001,,,1610612738,25,29,2025-01-16T01:10:55Z,1720000,False,,,0,,K. Porziņģis bad pass TURNOVER (1 TO),"[204001, 1630567]",1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,1.0,Barnes,1630567.0,,,
174,PT11M22.00S,2025-01-16T01:10:51.5Z,2,REGULAR,steal,,[],1630567,,,1610612761,25,29,2025-01-16T01:10:53Z,1730000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,
175,PT11M17.00S,2025-01-16T01:10:55.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642419,97.45400788436268,2.2058823529411766,1610612761,25,29,2025-01-16T01:11:01Z,1740000,False,-239.0,-29.0,1,right,MISS J. Battle 24' running 3PT,[1642419],1610612761.0,TOR,running,,,,,,Left Corner 3,24+ Left,,,,Battle,J. Battle,,,24.07,Missed,,,,,,,,,,,,,,
176,PT11M15.00S,2025-01-16T01:10:57.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,25,29,2025-01-16T01:11:05Z,1750000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,,Brown,J. Brown,,,,,175.0,2.0,2.0,0.0,,,,,,,,,,
177,PT11M03.00S,2025-01-16T01:11:10.0Z,2,REGULAR,3pt,Jump Shot,[],1628401,30.56833114323259,32.59803921568628,1610612738,25,29,2025-01-16T01:11:20Z,1760000,False,87.0,235.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,White,D. White,,,25.04,Missed,,,,,,,,,,,,,,
178,PT11M00.00S,2025-01-16T01:11:13.0Z,2,REGULAR,rebound,offensive,[],1630573,,,1610612738,25,29,2025-01-16T01:17:16Z,1770000,False,,,0,,S. Hauser REBOUND (Off:2 Def:4),[1630573],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Hauser,S. Hauser,,,,,177.0,6.0,4.0,2.0,,,,,,,,,,
179,PT11M00.00S,2025-01-16T01:11:19.6Z,2,REGULAR,foul,personal,[],1628971,,,1610612738,25,29,2025-01-16T01:11:40Z,1780000,False,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 204001]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,202026.0,1.0,0.0,Brown,B. Brown,Porziņģis,204001.0,,,,,,,,,,,,,,,,
181,PT10M47.00S,2025-01-16T01:11:50.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,17.296320630749015,62.5,1610612738,25,29,2025-01-16T01:11:55Z,1800000,False,-62.0,110.0,1,left,MISS J. Brown 12' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,,Brown,J. Brown,,,12.66,Missed,,,,,,,,,,,,,,
182,PT10M44.00S,2025-01-16T01:11:53.6Z,2,REGULAR,rebound,defensive,[],1642419,,,1610612761,25,29,2025-01-16T01:11:55Z,1810000,False,,,0,,J. Battle REBOUND (Off:0 Def:1),[1642419],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Battle,J. Battle,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,
183,PT10M35.00S,2025-01-16T01:12:03.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628449,80.3712220762155,57.84313725490197,1610612761,27,29,2025-01-16T01:12:06Z,1820000,False,39.0,132.0,1,right,C. Boucher 13' pullup Jump Shot (2 PTS) (K. Olynyk 1 AST),"[1628449, 203482]",1610612761.0,TOR,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Boucher,C. Boucher,,,13.77,Made,,,,,2.0,K. Olynyk,203482.0,1.0,,,,,,
185,PT10M27.00S,2025-01-16T01:12:14.5Z,2,REGULAR,foul,personal,[],1628971,,,1610612738,27,29,2025-01-16T01:12:27Z,1840000,False,,,0,,B. Brown personal FOUL (2 PF),"[1628971, 1627759]",1610612761.0,TOR,,,,,,,Mid-Range,16-24 Left Center,1830.0,2.0,0.0,Brown,B. Brown,Brown,1627759.0,,,,,,,,,,,,,,,,
187,PT10M21.00S,2025-01-16T01:12:37.7Z,2,REGULAR,3pt,Jump Shot,[],1628401,20.318659658344284,91.91176470588235,1610612738,27,32,2025-01-16T01:12:41Z,1860000,False,-210.0,138.0,1,left,D. White 25' 3PT  (3 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,,White,D. White,,,25.12,Made,,,,,3.0,J. Brown,1627759.0,1.0,,,,,,
189,PT10M05.00S,2025-01-16T01:12:53.3Z,2,REGULAR,3pt,Jump Shot,[],1628971,70.25295663600527,78.92156862745098,1610612761,27,32,2025-01-16T01:12:58Z,1880000,False,145.0,227.0,1,right,MISS B. Brown 26' 3PT,[1628971],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,,Brown,B. Brown,,,26.92,Missed,,,,,,,,,,,,,,
190,PT10M03.00S,2025-01-16T01:12:55.3Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,27,32,2025-01-16T01:20:05Z,1890000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:3),[204001],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Porziņģis,K. Porziņģis,,,,,189.0,3.0,3.0,0.0,,,,,,,,,,
191,PT09M45.00S,2025-01-16T01:13:16.8Z,2,REGULAR,foul,personal,[],1628449,,,1610612738,27,32,2025-01-16T01:13:26Z,1900000,False,,,0,,C. Boucher personal FOUL (1 PF),"[1628449, 1630573]",1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,202026.0,1.0,0.0,Boucher,C. Boucher,Hauser,1630573.0,,,,,,,,,,,,,,,,
193,PT09M39.00S,2025-01-16T01:13:44.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,6.652431011826544,45.09803921568628,1610612738,27,34,2025-01-16T01:19:18Z,1920000,False,25.0,10.0,1,left,P. Pritchard driving Layup (7 PTS),[1630202],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,,,,Pritchard,P. Pritchard,,,2.65,Made,,,,,7.0,,,,,,,,,
194,PT09M23.00S,2025-01-16T01:13:59.1Z,2,REGULAR,2pt,Jump Shot,[],1630567,87.46714848883047,72.54901960784314,1610612761,29,34,2025-01-16T01:14:03Z,1930000,False,113.0,65.0,1,right,S. Barnes 13' turnaround fadeaway Jump Shot (5 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,,,,Barnes,S. Barnes,,,13.03,Made,,,,,5.0,,,,,,,,,
195,PT09M11.00S,2025-01-16T01:14:11.9Z,2,REGULAR,3pt,Jump Shot,[],1630573,24.52365308804205,13.480392156862745,1610612738,29,34,2025-01-16T01:14:18Z,1940000,False,183.0,178.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Hauser,S. Hauser,,,25.5,Missed,,,,,,,,,,,,,,
196,PT09M09.00S,2025-01-16T01:14:13.9Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612761,29,34,2025-01-16T01:14:18Z,1950000,False,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,,Brown,B. Brown,,,,,195.0,2.0,1.0,1.0,,,,,,,,,,
197,PT09M03.00S,2025-01-16T01:14:20.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628449,95.6143232588699,2.941176470588235,1610612761,32,34,2025-01-16T01:14:28Z,1960000,False,-235.0,-11.0,1,right,C. Boucher 3PT running (5 PTS) (J. Battle 1 AST),"[1628449, 1642419]",1610612761.0,TOR,running,,,,,,Left Corner 3,24+ Left,,,,Boucher,C. Boucher,,,23.56,Made,,,,,5.0,J. Battle,1642419.0,1.0,,,,,,
199,PT08M45.00S,2025-01-16T01:14:41.6Z,2,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,32,34,2025-01-16T01:14:48Z,1980000,False,,,0,,D. White lost ball out-of-bounds TURNOVER (2 TO),[1628401],1610612738.0,BOS,lost ball,,,,,,In The Paint (Non-RA),8-16 Left,1628485.0,,,White,D. White,,,,,,,,,,,,,2.0,,,,,
200,PT08M45.00S,2025-01-16T01:14:45.4Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,32,34,2025-01-16T01:14:51Z,1990000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,
201,PT08M45.00S,2025-01-16T01:14:45.4Z,2,REGULAR,substitution,in,[],1630558,,,1610612761,32,34,2025-01-16T01:14:51Z,2000000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
202,PT08M28.00S,2025-01-16T01:15:12.3Z,2,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612761,32,34,2025-01-16T01:15:22Z,2010000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Olynyk 2 FT),"[1630573, 203482]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,1830.0,1.0,0.0,Hauser,S. Hauser,Olynyk,203482.0,,,,,,,,,,,,,,,,
204,PT08M28.00S,2025-01-16T01:15:39.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203482,,,1610612761,33,34,2025-01-16T01:15:39Z,2030000,False,,,0,,K. Olynyk Free Throw 1 of 2 (1 PTS),[203482],1610612761.0,TOR,,,,,,,,,,,,Olynyk,K. Olynyk,,,,Made,,,,,1.0,,,,,,,,,
205,PT08M28.00S,2025-01-16T01:15:40.2Z,2,REGULAR,substitution,out,[],1630202,,,1610612761,33,34,2025-01-16T01:15:47Z,2040000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
206,PT08M28.00S,2025-01-16T01:15:40.2Z,2,REGULAR,substitution,out,[],1630573,,,1610612761,33,34,2025-01-16T01:15:47Z,2050000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
207,PT08M28.00S,2025-01-16T01:15:40.2Z,2,REGULAR,substitution,in,[],201950,,,1610612761,33,34,2025-01-16T01:15:47Z,2060000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
208,PT08M28.00S,2025-01-16T01:15:40.2Z,2,REGULAR,substitution,in,[],201143,,,1610612761,33,34,2025-01-16T01:15:47Z,2070000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
209,PT08M28.00S,2025-01-16T01:15:59.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203482,,,1610612761,34,34,2025-01-16T01:15:59Z,2080000,False,,,0,,K. Olynyk Free Throw 2 of 2 (2 PTS),[203482],1610612761.0,TOR,,,,,,,,,,,,Olynyk,K. Olynyk,,,,Made,,,,,2.0,,,,,,,,,
210,PT08M05.00S,2025-01-16T01:16:24.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.1268068331143235,46.07843137254902,1610612738,34,34,2025-01-16T01:16:28Z,2090000,False,20.0,5.0,1,left,MISS J. Brown driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Brown,J. Brown,,,2.03,Missed,,,,,,,,,,,,,,
211,PT08M03.00S,2025-01-16T01:16:26.8Z,2,REGULAR,rebound,defensive,[],1642419,,,1610612761,34,34,2025-01-16T01:16:28Z,2100000,False,,,0,,J. Battle REBOUND (Off:0 Def:2),[1642419],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,Battle,J. Battle,,,,,210.0,2.0,2.0,0.0,,,,,,,,,,
212,PT07M55.00S,2025-01-16T01:16:34.6Z,2,REGULAR,3pt,Jump Shot,[],1642419,77.08607095926413,9.558823529411764,1610612761,34,34,2025-01-16T01:16:42Z,2110000,False,-202.0,163.0,1,right,MISS J. Battle 25' 3PT,[1642419],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,,Battle,J. Battle,,,25.97,Missed,,,,,,,,,,,,,,
213,PT07M54.00S,2025-01-16T01:16:35.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,34,34,2025-01-16T01:16:42Z,2120000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,212.0,,,,,,,,,,,,,
214,PT07M54.00S,2025-01-16T01:16:40.6Z,2,REGULAR,foul,personal,[],1627759,,,1610612761,34,34,2025-01-16T01:16:50Z,2130000,False,,,0,,J. Brown loose ball personal FOUL (1 PF),"[1627759, 1628449]",1610612738.0,BOS,loose ball,,,,,,Restricted Area,0-8 Center,1628485.0,1.0,0.0,Brown,J. Brown,Boucher,1628449.0,,,,,,,,,,,,,,,,
216,PT07M54.00S,2025-01-16T01:16:54.1Z,2,REGULAR,substitution,out,[],1628971,,,1610612761,34,34,2025-01-16T01:17:08Z,2150000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,
217,PT07M54.00S,2025-01-16T01:16:54.1Z,2,REGULAR,substitution,out,[],1642419,,,1610612761,34,34,2025-01-16T01:17:08Z,2160000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,
218,PT07M54.00S,2025-01-16T01:16:54.1Z,2,REGULAR,substitution,in,[],1641711,,,1610612761,34,34,2025-01-16T01:17:08Z,2170000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
219,PT07M54.00S,2025-01-16T01:16:54.1Z,2,REGULAR,substitution,in,[],1629628,,,1610612761,34,34,2025-01-16T01:17:08Z,2180000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
220,PT07M52.00S,2025-01-16T01:17:14.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203482,66.83639947437582,60.049019607843135,1610612761,37,34,2025-01-16T01:17:19Z,2190000,False,50.0,259.0,1,right,K. Olynyk 26' 3PT  (5 PTS) (D. Mitchell 2 AST),"[203482, 1630558]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,Olynyk,K. Olynyk,,,26.4,Made,,,,,5.0,D. Mitchell,1630558.0,2.0,,,,,,
222,PT07M24.00S,2025-01-16T01:17:42.6Z,2,REGULAR,3pt,Jump Shot,[],201950,31.61957950065703,63.23529411764706,1610612738,37,34,2025-01-16T01:17:49Z,2210000,False,-66.0,245.0,1,left,MISS J. Holiday 25' 3PT,[201950],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Holiday,J. Holiday,,,25.35,Missed,,,,,,,,,,,,,,
223,PT07M22.00S,2025-01-16T01:17:44.6Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,37,34,2025-01-16T01:17:49Z,2220000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,Boucher,C. Boucher,,,,,222.0,1.0,1.0,0.0,,,,,,,,,,
224,PT07M14.00S,2025-01-16T01:17:51.6Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1641711,92.19776609724047,76.47058823529412,1610612761,39,34,2025-01-16T01:22:10Z,2230000,False,132.0,21.0,1,right,G. Dick 13' running pullup Jump Shot (7 PTS),[1641711],1610612761.0,TOR,running pullup,,,,,,Mid-Range,8-16 Right,,,,Dick,G. Dick,,,13.4,Made,,,,,7.0,,,,,,,,,
225,PT07M04.00S,2025-01-16T01:18:04.8Z,2,REGULAR,foul,personal,[],203482,,,1610612738,39,34,2025-01-16T01:18:16Z,2240000,False,,,0,,K. Olynyk personal FOUL (1 PF),"[203482, 201143]",1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,1628485.0,1.0,0.0,Olynyk,K. Olynyk,Horford,201143.0,,,,,,,,,,,,,,,,
227,PT07M00.00S,2025-01-16T01:18:39.7Z,2,REGULAR,3pt,Jump Shot,[],204001,33.459264126149804,45.34313725490196,1610612738,39,37,2025-01-16T01:18:44Z,2260000,False,23.0,262.0,1,left,K. Porziņģis 26' 3PT  (11 PTS) (J. Brown 2 AST),"[204001, 1627759]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Porziņģis,K. Porziņģis,,,26.3,Made,,,,,11.0,J. Brown,1627759.0,2.0,,,,,,
229,PT06M45.00S,2025-01-16T01:18:57.7Z,2,REGULAR,foul,personal,[],201950,,,1610612761,39,37,2025-01-16T01:20:45Z,2280000,False,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1629628]",1610612738.0,BOS,,,,,,,Mid-Range,8-16 Right,1628485.0,1.0,0.0,Holiday,J. Holiday,Barrett,1629628.0,,,,,,,,,,,,,,,,
231,PT06M45.00S,2025-01-16T01:19:35.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,39,37,2025-01-16T01:19:35Z,2300000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M31.00S,2025-01-16T01:22:15.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.38042049934296,45.83333333333333,1610612761,41,37,2025-01-16T01:22:23Z,2310000,False,-21.0,10.0,1,right,R. Barrett reverse Layup (7 PTS) (G. Dick 2 AST),"[1629628, 1641711]",1610612761.0,TOR,reverse,,,,,,Restricted Area,0-8 Center,,,,Barrett,R. Barrett,,,2.3,Made,,,,,7.0,G. Dick,1641711.0,2.0,,,,,,
234,PT06M15.00S,2025-01-16T01:22:32.0Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,41,37,2025-01-16T01:22:35Z,2330000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1629628]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Brown,J. Brown,,,,,,,,,,,,,1.0,Barrett,1629628.0,,,
235,PT06M15.00S,2025-01-16T01:22:32.0Z,2,REGULAR,steal,,[],1629628,,,1610612761,41,37,2025-01-16T01:22:34Z,2340000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
236,PT06M11.00S,2025-01-16T01:22:36.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641711,94.03745072273325,49.50980392156863,1610612761,43,37,2025-01-16T01:22:44Z,2350000,False,-2.0,4.0,1,right,G. Dick running Layup (9 PTS) (R. Barrett 3 AST),"[1641711, 1629628]",1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,,,,Dick,G. Dick,,,0.43,Made,,,,,9.0,R. Barrett,1629628.0,3.0,,,,,,
238,PT06M11.00S,2025-01-16T01:22:40.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,43,37,2025-01-16T01:22:40Z,2370000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M55.00S,2025-01-16T01:25:44.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,5.206964520367937,56.61764705882353,1610612738,43,39,2025-01-16T01:25:48Z,2380000,False,-33.0,-4.0,1,left,J. Holiday Layup (6 PTS) (J. Brown 3 AST),"[201950, 1627759]",1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Holiday,J. Holiday,,,3.33,Made,,,,,6.0,J. Brown,1627759.0,3.0,,,,,,
241,PT05M42.00S,2025-01-16T01:25:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,91.40932982917214,58.08823529411765,1610612761,43,39,2025-01-16T01:26:06Z,2400000,False,40.0,28.0,1,right,MISS G. Dick cutting Layup - blocked,"[1641711, 204001]",1610612761.0,TOR,cutting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dick,G. Dick,,,4.93,Missed,,,,,,,,,,,,Porziņģis,204001.0,
242,PT05M42.00S,2025-01-16T01:25:57.9Z,2,REGULAR,block,,[],204001,,,1610612761,43,39,2025-01-16T01:26:01Z,2410000,False,,,0,,K. Porziņģis BLOCK (2 BLK),[204001],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,
243,PT05M40.00S,2025-01-16T01:25:59.9Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,43,39,2025-01-16T01:26:06Z,2420000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Holiday,J. Holiday,,,,,241.0,2.0,1.0,1.0,,,,,,,,,,
244,PT05M35.00S,2025-01-16T01:26:08.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,12.565703022339028,48.28431372549019,1610612738,43,41,2025-01-16T01:27:03Z,2430000,False,9.0,66.0,1,left,K. Porziņģis 6' driving floating Jump Shot (13 PTS) (A. Horford 2 AST),"[204001, 201143]",1610612738.0,BOS,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Porziņģis,K. Porziņģis,,,6.62,Made,,,,,13.0,A. Horford,201143.0,2.0,,,,,,
248,PT05M35.00S,2025-01-16T01:26:37.6Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612761,43,41,2025-01-16T01:29:27Z,2470000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M35.00S,2025-01-16T01:28:48.8Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,43,41,2025-01-16T01:29:27Z,2490000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
251,PT05M35.00S,2025-01-16T01:28:48.8Z,2,REGULAR,substitution,out,[],203482,,,1610612761,43,41,2025-01-16T01:29:27Z,2500000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,,,,,,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,
252,PT05M35.00S,2025-01-16T01:28:48.8Z,2,REGULAR,substitution,out,[],1628401,,,1610612761,43,41,2025-01-16T01:29:27Z,2510000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,
253,PT05M35.00S,2025-01-16T01:28:48.8Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,43,41,2025-01-16T01:29:27Z,2520000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,
254,PT05M35.00S,2025-01-16T01:28:48.8Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,43,41,2025-01-16T01:29:27Z,2530000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,
255,PT05M35.00S,2025-01-16T01:28:48.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612761,43,41,2025-01-16T01:29:27Z,2540000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
256,PT05M22.00S,2025-01-16T01:29:28.5Z,2,REGULAR,3pt,Jump Shot,[],1641711,86.02168199737189,3.6764705882352944,1610612761,43,41,2025-01-16T01:29:39Z,2550000,False,-232.0,79.0,1,right,MISS G. Dick 24' 3PT,[1641711],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,Dick,G. Dick,,,24.47,Missed,,,,,,,,,,,,,,
257,PT05M20.00S,2025-01-16T01:29:30.5Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612761,43,41,2025-01-16T01:29:39Z,2560000,False,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,Barrett,R. Barrett,,,,,256.0,2.0,1.0,1.0,,,,,,,,,,
258,PT05M17.00S,2025-01-16T01:29:35.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,67.23061760840999,59.31372549019608,1610612761,43,41,2025-01-16T01:29:46Z,2570000,False,47.0,256.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,Barnes,S. Barnes,,,25.97,Missed,,,,,,,,,,,,,,
259,PT05M16.00S,2025-01-16T01:29:36.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,43,41,2025-01-16T01:29:46Z,2580000,False,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Tatum,J. Tatum,,,,,258.0,6.0,5.0,1.0,,,,,,,,,,
260,PT05M00.00S,2025-01-16T01:29:50.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,25.04927726675427,13.725490196078432,1610612738,43,44,2025-01-16T01:30:17Z,2590000,False,181.0,183.0,1,left,J. Tatum 25' 3PT  (7 PTS) (J. Holiday 1 AST),"[1628369, 201950]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Tatum,J. Tatum,,,25.77,Made,,,,,7.0,J. Holiday,201950.0,1.0,,,,,,
