actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
181,PT12M00.00S,2022-03-04T01:17:47.2Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612763,26,20,2022-03-04T01:18:04Z,1770000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-03-04T01:17:47.2Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612763,26,20,2022-03-04T01:18:04Z,1780000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-03-04T01:17:47.2Z,2,REGULAR,substitution,in,['startperiod'],1628464,,,1610612763,26,20,2022-03-04T01:18:04Z,1790000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-03-04T01:17:47.2Z,2,REGULAR,substitution,in,['startperiod'],203500,,,1610612763,26,20,2022-03-04T01:18:04Z,1800000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-03-04T01:18:22.2Z,2,REGULAR,period,start,[],0,,,1610612738,26,20,2022-03-04T01:18:22Z,1810000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M48.00S,2022-03-04T01:18:33.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,11.777266754270697,42.40196078431372,1610612738,26,20,2022-03-04T01:18:51Z,1820000,38.0,58.0,1,left,MISS D. White 6' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,,,,6.95,Missed,White,D. White,,,,,,,,,,,,,,,,,,,
187,PT11M46.00S,2022-03-04T01:18:35.6Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,26,20,2022-03-04T01:18:58Z,1830000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,,,,,,White,D. White,186.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
188,PT11M42.00S,2022-03-04T01:18:38.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,34.11629434954008,33.82352941176471,1610612738,29,20,2022-03-04T01:18:45Z,1840000,81.0,268.0,1,left,P. Pritchard 28' 3PT  (3 PTS) (D. White 2 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,,,,28.01,Made,Pritchard,P. Pritchard,,,,,3.0,D. White,1628401.0,2.0,,,,,,,,,,,
190,PT11M20.00S,2022-03-04T01:19:00.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,83.78777923784494,41.66666666666667,1610612763,29,20,2022-03-04T01:19:11Z,1860000,-42.0,100.0,1,right,MISS T. Jones 10' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,,,,10.83,Missed,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
191,PT11M17.00S,2022-03-04T01:19:03.7Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,29,20,2022-03-04T01:19:36Z,1870000,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,,,,,,Konchar,J. Konchar,190.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
192,PT11M15.00S,2022-03-04T01:19:08.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626145,90.75229960578186,94.85294117647058,1610612763,29,20,2022-03-04T01:19:53Z,1880000,224.0,34.0,1,right,MISS T. Jones 3PT,[1626145],1610612763.0,MEM,,,,,,,22.69,Missed,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
193,PT11M13.00S,2022-03-04T01:19:10.3Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,29,20,2022-03-04T01:19:53Z,1890000,,,0,,A. Horford REBOUND (Off:3 Def:4),[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,192.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
194,PT11M04.00S,2022-03-04T01:19:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,7.703679369250986,45.34313725490196,1610612738,29,20,2022-03-04T01:19:33Z,1900000,23.0,20.0,1,left,MISS D. White Layup,[1628401],1610612738.0,BOS,,,,,,,3.06,Missed,White,D. White,,,,,,,,,,,,,,,,,,,
195,PT11M02.00S,2022-03-04T01:19:19.2Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,29,20,2022-03-04T01:19:33Z,1910000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,,,,,,Konchar,J. Konchar,194.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
196,PT10M49.00S,2022-03-04T01:19:32.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,81.68528252299606,36.51960784313725,1610612763,29,22,2022-03-04T01:20:32Z,1920000,-67.0,120.0,1,right,B. Clarke 13' pullup Jump Shot (4 PTS) (T. Jones 1 AST),"[1629634, 1626145]",1610612763.0,MEM,pullup,,,,,,13.74,Made,Clarke,B. Clarke,,,,,4.0,T. Jones,1626145.0,1.0,,,,,,,,,,,
198,PT10M49.00S,2022-03-04T01:19:37.7Z,2,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612763,29,22,2022-03-04T01:19:45Z,1940000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Clarke 1 FT),"[1628369, 1629634]",1610612738.0,BOS,shooting,,,,,,,,Tatum,J. Tatum,,,,,,,,,1628172.0,1.0,0.0,Clarke,1629634.0,,,,,,
200,PT10M49.00S,2022-03-04T01:19:59.8Z,2,REGULAR,freethrow,1 of 1,[],1629634,,,1610612763,29,23,2022-03-04T01:19:59Z,1960000,,,0,,B. Clarke Free Throw 1 of 1 (5 PTS),[1629634],1610612763.0,MEM,,,,,,,,Made,Clarke,B. Clarke,,,,,5.0,,,,,,,,,,,,,,
201,PT10M30.00S,2022-03-04T01:20:26.9Z,2,REGULAR,foul,technical,['1freethrow'],203500,,,1610612738,29,23,2022-03-04T01:20:34Z,1970000,,,0,,S. Adams defensive-3-second technical FOUL (1 Tech),[203500],1610612763.0,MEM,defensive-3-second,,,,,,,,Adams,S. Adams,,,,,,,,,2003.0,0.0,1.0,,,,,,,,
202,PT10M30.00S,2022-03-04T01:20:41.9Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,29,23,2022-03-04T01:20:51Z,1980000,,,0,,MISS J. Tatum technical Free Throw 1 of 1,[1628369],1610612738.0,BOS,technical,,,,,,,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
203,PT10M30.00S,2022-03-04T01:20:41.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,29,23,2022-03-04T01:20:51Z,1990000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,,,
204,PT10M21.00S,2022-03-04T01:21:06.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201143,11.383048620236531,35.53921568627451,1610612738,29,23,2022-03-04T01:21:21Z,2000000,72.0,55.0,1,left,MISS A. Horford 9' driving bank Hook,[201143],1610612738.0,BOS,driving bank,,,,,,9.05,Missed,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
205,PT10M18.00S,2022-03-04T01:21:09.2Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,29,23,2022-03-04T01:21:11Z,2010000,,,0,,S. Adams REBOUND (Off:3 Def:1),[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,204.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
206,PT10M02.00S,2022-03-04T01:21:24.4Z,2,REGULAR,3pt,Jump Shot,[],1630217,72.35545335085413,14.705882352941178,1610612763,29,23,2022-03-04T01:21:31Z,2020000,-176.0,207.0,1,right,MISS D. Bane 27' 3PT - blocked,"[1630217, 201143]",1610612763.0,MEM,,,,,,,27.23,Missed,Bane,D. Bane,,,,,,,,,,,,,,Horford,201143.0,,,,
216,PT10M02.00S,2022-03-04T01:21:24.4Z,2,REGULAR,block,,[],201143,,,1610612763,29,23,2022-03-04T01:22:29Z,2025000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
207,PT09M59.00S,2022-03-04T01:21:27.4Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,29,23,2022-03-04T01:21:31Z,2030000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,,,,,,Theis,D. Theis,206.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
208,PT09M45.00S,2022-03-04T01:21:43.6Z,2,REGULAR,3pt,Jump Shot,[],1628464,24.917871222076215,83.33333333333334,1610612738,29,23,2022-03-04T01:22:07Z,2040000,-167.0,182.0,1,left,MISS D. Theis 24' 3PT,[1628464],1610612738.0,BOS,,,,,,,24.66,Missed,Theis,D. Theis,,,,,,,,,,,,,,,,,,,
209,PT09M43.00S,2022-03-04T01:21:45.6Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,29,23,2022-03-04T01:22:07Z,2050000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,,,,,,Pritchard,P. Pritchard,208.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
210,PT09M41.00S,2022-03-04T01:21:47.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,32.933639947437584,38.48039215686275,1610612738,29,23,2022-03-04T01:22:14Z,2060000,58.0,257.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,,,,26.35,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
211,PT09M39.00S,2022-03-04T01:21:49.8Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,29,23,2022-03-04T01:22:14Z,2070000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,,,,,,Theis,D. Theis,210.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
212,PT09M34.00S,2022-03-04T01:21:54.7Z,2,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612738,29,23,2022-03-04T01:22:08Z,2080000,,,0,,D. Bane shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630217, 1628369]",1610612763.0,MEM,shooting,,,,,,,,Bane,D. Bane,,,,,,,,,1628172.0,1.0,0.0,Tatum,1628369.0,,,,,,
214,PT09M34.00S,2022-03-04T01:22:17.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,30,23,2022-03-04T01:22:17Z,2100000,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,,,,,Made,Tatum,J. Tatum,,,,,7.0,,,,,,,,,,,,,,
215,PT09M34.00S,2022-03-04T01:22:26.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,30,23,2022-03-04T01:22:26Z,2110000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M34.00S,2022-03-04T01:26:00.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,31,23,2022-03-04T01:26:00Z,2120000,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,,,,,Made,Tatum,J. Tatum,,,,,8.0,,,,,,,,,,,,,,
218,PT09M15.00S,2022-03-04T01:26:20.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629634,86.02168199737189,57.84313725490197,1610612763,31,25,2022-03-04T01:26:27Z,2130000,39.0,79.0,1,right,B. Clarke 8' turnaround Hook (7 PTS) (D. Bane 1 AST),"[1629634, 1630217]",1610612763.0,MEM,turnaround,,,,,,8.81,Made,Clarke,B. Clarke,,,,,7.0,D. Bane,1630217.0,1.0,,,,,,,,,,,
220,PT08M59.00S,2022-03-04T01:26:38.0Z,2,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,31,25,2022-03-04T01:26:43Z,2150000,,,0,,A. Horford bad pass out-of-bounds TURNOVER (2 TO),[201143],1610612738.0,BOS,bad pass,,,,,,,,Horford,A. Horford,,,,,,,,,101283.0,,,,,,,2.0,,,
221,PT08M40.00S,2022-03-04T01:27:01.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629723,82.07950065703022,20.833333333333336,1610612763,31,25,2022-03-04T01:27:07Z,2160000,-146.0,116.0,1,right,MISS J. Konchar 18' Jump Shot,[1629723],1610612763.0,MEM,,,,,,,18.63,Missed,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,
222,PT08M37.00S,2022-03-04T01:27:04.4Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,31,25,2022-03-04T01:27:28Z,2170000,,,0,,S. Adams REBOUND (Off:4 Def:1),[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,221.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
223,PT08M35.00S,2022-03-04T01:27:06.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630217,87.46714848883047,51.71568627450981,1610612763,31,25,2022-03-04T01:27:11Z,2180000,9.0,65.0,1,right,MISS D. Bane 6' driving floating Shot - blocked,"[1630217, 1628401]",1610612763.0,MEM,driving floating,,,,,,6.59,Missed,Bane,D. Bane,,,,,,,,,,,,,,White,1628401.0,,,,
224,PT08M35.00S,2022-03-04T01:27:06.5Z,2,REGULAR,block,,[],1628401,,,1610612763,31,25,2022-03-04T01:44:28Z,2190000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,
225,PT08M32.00S,2022-03-04T01:27:09.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,31,25,2022-03-04T01:27:18Z,2200000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,,,,,,Theis,D. Theis,223.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
226,PT08M29.00S,2022-03-04T01:27:18.5Z,2,REGULAR,foul,personal,[],1629723,,,1610612738,31,25,2022-03-04T01:27:37Z,2210000,,,0,,J. Konchar personal FOUL (1 PF),"[1629723, 1628401]",1610612763.0,MEM,,,,,,,,,Konchar,J. Konchar,,,,,,,,,101283.0,1.0,0.0,White,1628401.0,,,,,,
228,PT08M24.00S,2022-03-04T01:27:50.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,7.440867279894875,47.794117647058826,1610612738,33,25,2022-03-04T01:27:56Z,2230000,11.0,17.0,1,left,J. Tatum cutting DUNK (10 PTS) (D. Theis 1 AST),"[1628369, 1628464]",1610612738.0,BOS,cutting,,,,,,2.06,Made,Tatum,J. Tatum,,,,,10.0,D. Theis,1628464.0,1.0,,,,,,,,,,,
230,PT08M02.00S,2022-03-04T01:28:11.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,84.05059132720105,57.84313725490197,1610612763,33,25,2022-03-04T01:28:47Z,2250000,39.0,97.0,1,right,MISS B. Clarke 10' floating Shot,[1629634],1610612763.0,MEM,floating,,,,,,10.5,Missed,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
231,PT07M59.00S,2022-03-04T01:28:14.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,25,2022-03-04T01:28:18Z,2260000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,230.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
232,PT07M53.00S,2022-03-04T01:28:24.6Z,2,REGULAR,turnover,backcourt,[],1628369,,,1610612738,33,25,2022-03-04T01:28:35Z,2270000,,,0,,J. Tatum backcourt TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,101283.0,,,,,,,3.0,,,
233,PT07M53.00S,2022-03-04T01:28:32.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612763,33,25,2022-03-04T01:28:46Z,2280000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
234,PT07M53.00S,2022-03-04T01:28:32.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612763,33,25,2022-03-04T01:28:46Z,2290000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,
235,PT07M53.00S,2022-03-04T01:28:32.1Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,33,25,2022-03-04T01:28:46Z,2300000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
236,PT07M53.00S,2022-03-04T01:28:32.1Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,33,25,2022-03-04T01:28:46Z,2310000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,
238,PT07M53.00S,2022-03-04T01:28:32.1Z,2,REGULAR,substitution,in,[],203935,,,1610612763,33,25,2022-03-04T01:28:46Z,2330000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,
239,PT07M53.00S,2022-03-04T01:28:32.1Z,2,REGULAR,substitution,in,[],1629684,,,1610612763,33,25,2022-03-04T01:28:46Z,2340000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,
240,PT07M53.00S,2022-03-04T01:28:32.1Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,33,25,2022-03-04T01:28:46Z,2350000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
242,PT07M53.00S,2022-03-04T01:28:32.1Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,33,25,2022-03-04T01:28:46Z,2370000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
243,PT07M41.00S,2022-03-04T01:28:58.0Z,2,REGULAR,foul,offensive,[],1628991,,,1610612763,33,25,2022-03-04T01:29:09Z,2380000,,,0,,J. Jackson Jr. charge offensive FOUL (2 PF),"[1628991, 203935]",1610612763.0,MEM,charge,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,101283.0,2.0,0.0,Smart,203935.0,,,,,,
245,PT07M41.00S,2022-03-04T01:28:58.0Z,2,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,33,25,2022-03-04T01:28:58Z,2400000,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,101283.0,,,,,,,1.0,,,
246,PT07M24.00S,2022-03-04T01:29:30.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,27.283180026281208,79.16666666666666,1610612738,33,25,2022-03-04T01:29:35Z,2410000,-146.0,204.0,1,left,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,,,,25.07,Missed,White,D. White,,,,,,,,,,,,,,,,,,,
247,PT07M22.00S,2022-03-04T01:29:32.4Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,33,25,2022-03-04T01:29:35Z,2420000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,,,,,,Morant,J. Morant,246.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
248,PT07M09.00S,2022-03-04T01:29:44.9Z,2,REGULAR,3pt,Jump Shot,[],1630217,70.64717477003943,21.568627450980394,1610612763,33,25,2022-03-04T01:29:51Z,2430000,-142.0,223.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,,,,26.48,Missed,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
249,PT07M04.00S,2022-03-04T01:29:49.9Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,33,25,2022-03-04T01:29:51Z,2440000,,,0,,S. Adams REBOUND (Off:5 Def:1),[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,248.0,6.0,1.0,5.0,,,,,,,,,,,,,,,
250,PT07M00.00S,2022-03-04T01:29:53.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626145,67.09921156373193,68.13725490196079,1610612763,33,28,2022-03-04T01:30:31Z,2450000,91.0,257.0,1,right,T. Jones 27' 3PT  (3 PTS) (S. Adams 2 AST),"[1626145, 203500]",1610612763.0,MEM,,,,,,,27.23,Made,Jones,T. Jones,,,,,3.0,S. Adams,203500.0,2.0,,,,,,,,,,,
252,PT06M48.00S,2022-03-04T01:30:05.2Z,2,REGULAR,3pt,Jump Shot,[],1629684,23.603810775295663,87.00980392156863,1610612738,36,28,2022-03-04T01:30:35Z,2470000,-185.0,169.0,1,left,G. Williams 25' 3PT  (6 PTS) (M. Smart 3 AST),"[1629684, 203935]",1610612738.0,BOS,,,,,,,25.08,Made,Williams,G. Williams,,,,,6.0,M. Smart,203935.0,3.0,,,,,,,,,,,
254,PT06M29.00S,2022-03-04T01:30:24.5Z,2,REGULAR,2pt,Jump Shot,[],1630217,76.21550591327201,20.61121323529412,1610612763,36,30,2022-03-04T01:31:17Z,2490000,-147.0,171.0,1,right,D. Bane 22' Jump Shot (2 PTS),[1630217],1610612763.0,MEM,,,,,,,22.55,Made,Bane,D. Bane,,,,,2.0,,,,,,,,,,,,,,
255,PT06M12.00S,2022-03-04T01:30:41.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,6.389618922470433,50.73529411764706,1610612738,38,30,2022-03-04T01:30:47Z,2500000,-4.0,8.0,1,left,D. Theis cutting DUNK (2 PTS) (M. Smart 4 AST),"[1628464, 203935]",1610612738.0,BOS,cutting,,,,,,0.85,Made,Theis,D. Theis,,,,,2.0,M. Smart,203935.0,4.0,,,,,,,,,,,
257,PT05M49.00S,2022-03-04T01:31:04.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.59198423127464,50.49019607843137,1610612763,38,32,2022-03-04T01:31:25Z,2520000,2.0,17.0,1,right,J. Morant Layup (4 PTS),[1629630],1610612763.0,MEM,,,,,,,1.73,Made,Morant,J. Morant,,,,,4.0,,,,,,,,,,,,,,
258,PT05M38.00S,2022-03-04T01:31:15.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,17.95335085413929,43.38235294117647,1610612738,38,32,2022-03-04T01:35:25Z,2530000,33.0,116.0,1,left,MISS M. Smart 12' floating Shot,[203935],1610612738.0,BOS,floating,,,,,,12.09,Missed,Smart,M. Smart,,,,,,,,,,,,,,,,,,,
259,PT05M38.00S,2022-03-04T01:31:15.6Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,38,32,2022-03-04T01:31:29Z,2540000,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,,,,,,Bane,D. Bane,258.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
260,PT05M30.00S,2022-03-04T01:31:24.0Z,2,REGULAR,3pt,Jump Shot,[],1629630,68.54467805519053,26.96078431372549,1610612763,38,32,2022-03-04T01:31:33Z,2550000,-115.0,243.0,1,right,MISS J. Morant 26' 3PT,[1629630],1610612763.0,MEM,,,,,,,26.91,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
261,PT05M26.00S,2022-03-04T01:31:28.0Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,38,32,2022-03-04T01:31:33Z,2560000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,,,,,,Theis,D. Theis,260.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
262,PT05M16.00S,2022-03-04T01:31:40.7Z,2,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,38,32,2022-03-04T01:31:46Z,2570000,,,0,,D. White bad pass out-of-bounds TURNOVER (1 TO),[1628401],1610612738.0,BOS,bad pass,,,,,,,,White,D. White,,,,,,,,,2003.0,,,,,,,1.0,,,
263,PT05M16.00S,2022-03-04T01:31:44.2Z,2,REGULAR,substitution,out,[],1626145,,,1610612763,38,32,2022-03-04T01:32:10Z,2580000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
264,PT05M16.00S,2022-03-04T01:31:44.2Z,2,REGULAR,substitution,out,[],1630217,,,1610612763,38,32,2022-03-04T01:32:10Z,2590000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
265,PT05M16.00S,2022-03-04T01:31:44.2Z,2,REGULAR,substitution,in,[],1630533,,,1610612763,38,32,2022-03-04T01:32:10Z,2600000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,
266,PT05M16.00S,2022-03-04T01:31:44.2Z,2,REGULAR,substitution,in,[],1629001,,,1610612763,38,32,2022-03-04T01:32:10Z,2610000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
279,PT05M16.00S,2022-03-04T01:32:07.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,38,32,2022-03-04T01:35:06Z,2615000,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M56.00S,2022-03-04T01:32:30.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628991,82.9993429697766,48.03921568627451,1610612763,38,34,2022-03-04T01:32:35Z,2620000,-10.0,107.0,1,right,J. Jackson Jr. 10' driving Hook (9 PTS),[1628991],1610612763.0,MEM,driving,,,,,,10.77,Made,Jackson Jr.,J. Jackson Jr.,,,,,9.0,,,,,,,,,,,,,,
268,PT04M42.00S,2022-03-04T01:32:43.8Z,2,REGULAR,3pt,Jump Shot,[],203935,25.312089356110377,81.61764705882352,1610612738,38,34,2022-03-04T01:32:49Z,2630000,-158.0,185.0,1,left,MISS M. Smart 24' step back 3PT,[203935],1610612738.0,BOS,step back,,,,,,24.37,Missed,Smart,M. Smart,,,,,,,,,,,,,,,,,,,
