actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
263,PT03M03.00S,2022-01-02T23:54:49.3Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,43,32,2022-01-02T23:55:13Z,2620000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 203082]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,2.0,,,,,,,,,,,,,,,,,Ross,203082.0,
264,PT03M03.00S,2022-01-02T23:54:49.3Z,2,REGULAR,steal,,[],203082,,,1610612753,43,32,2022-01-02T23:54:51Z,2630000,,,0,,T. Ross STEAL (2 STL),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M00.00S,2022-01-02T23:54:54.1Z,2,REGULAR,foul,personal,[],203935,,,1610612753,43,32,2022-01-02T23:55:19Z,2640000,,,0,,M. Smart take personal FOUL (1 PF),"[203935, 1629649]",1610612738.0,BOS,take,,,Smart,M. Smart,,,,,1628159.0,,,,,,,,,,,,,,1.0,0.0,Brazdeikis,1629649.0,,,
267,PT03M00.00S,2022-01-02T23:55:03.1Z,2,REGULAR,substitution,out,[],203953,,,1610612753,43,32,2022-01-02T23:55:11Z,2660000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M00.00S,2022-01-02T23:55:03.1Z,2,REGULAR,substitution,out,[],203082,,,1610612753,43,32,2022-01-02T23:55:11Z,2670000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M00.00S,2022-01-02T23:55:03.1Z,2,REGULAR,substitution,in,[],201143,,,1610612753,43,32,2022-01-02T23:55:11Z,2680000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M00.00S,2022-01-02T23:55:03.1Z,2,REGULAR,substitution,in,[],1630181,,,1610612753,43,32,2022-01-02T23:55:11Z,2690000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M54.00S,2022-01-02T23:55:27.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628976,81.8166885676741,45.83333333333333,1610612753,43,34,2022-01-02T23:56:44Z,2700000,-21.0,118.0,1,right,W. Carter Jr. 12' floating Jump Shot (9 PTS) (T. Frazier 2 AST),"[1628976, 204025]",1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,,,12.02,Made,,,,,,,9.0,T. Frazier,204025.0,2.0,,,,,,,
273,PT02M37.00S,2022-01-02T23:55:43.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,7.178055190538765,45.588235294117645,1610612738,45,34,2022-01-02T23:55:48Z,2720000,22.0,15.0,1,left,A. Horford cutting DUNK (4 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,,,2.67,Made,,,,,,,4.0,J. Brown,1627759.0,1.0,,,,,,,
275,PT02M25.00S,2022-01-02T23:55:55.4Z,2,REGULAR,2pt,Jump Shot,[],204025,86.5473061760841,32.84313725490196,1610612753,45,36,2022-01-02T23:55:59Z,2740000,-86.0,74.0,1,right,T. Frazier 11' driving floating bank Jump Shot (4 PTS),[204025],1610612753.0,ORL,driving floating bank,,,Frazier,T. Frazier,,,,,,,11.33,Made,,,,,,,4.0,,,,,,,,,,
276,PT02M14.00S,2022-01-02T23:56:07.0Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,45,36,2022-01-02T23:56:10Z,2750000,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 1629649]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,4.0,,,,,,,,,,,,,,,,,Brazdeikis,1629649.0,
277,PT02M14.00S,2022-01-02T23:56:07.0Z,2,REGULAR,steal,,[],1629649,,,1610612753,45,36,2022-01-02T23:56:08Z,2760000,,,0,,I. Brazdeikis STEAL (1 STL),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M11.00S,2022-01-02T23:56:11.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629649,94.43166885676742,58.08823529411765,1610612753,45,36,2022-01-02T23:56:41Z,2770000,40.0,0.0,1,right,MISS I. Brazdeikis running Layup - blocked,"[1629649, 201143]",1610612753.0,ORL,running,,,Brazdeikis,I. Brazdeikis,,,,,,,4.04,Missed,Horford,201143.0,,,,,,,,,,,,,,,
279,PT02M11.00S,2022-01-02T23:56:11.3Z,2,REGULAR,block,,[],201143,,,1610612753,45,36,2022-01-02T23:56:13Z,2780000,,,0,,A. Horford BLOCK (3 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M10.00S,2022-01-02T23:56:12.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,45,36,2022-01-02T23:56:41Z,2790000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,278.0,,,,,,,,,,,,,,
282,PT02M10.00S,2022-01-02T23:56:28.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,45,36,2022-01-02T23:56:28Z,2810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M10.00S,2022-01-02T23:56:30.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,45,36,2022-01-02T23:56:30Z,2820000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M10.00S,2022-01-02T23:58:35.0Z,2,REGULAR,substitution,out,[],1628976,,,1610612753,45,36,2022-01-02T23:59:01Z,2830000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M10.00S,2022-01-02T23:58:35.0Z,2,REGULAR,substitution,in,[],1629021,,,1610612753,45,36,2022-01-02T23:59:01Z,2840000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT01M57.00S,2022-01-02T23:59:24.2Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203914,90.62089356110381,16.176470588235293,1610612753,45,38,2022-01-03T00:00:22Z,2850000,-169.0,36.0,1,right,G. Harris 17' step back Jump Shot (8 PTS),[203914],1610612753.0,ORL,step back,,,Harris,G. Harris,,,,,,,17.28,Made,,,,,,,8.0,,,,,,,,,,
287,PT01M37.00S,2022-01-02T23:59:47.1Z,2,REGULAR,turnover,discontinued dribble,[],1627759,,,1610612738,45,38,2022-01-02T23:59:53Z,2860000,,,0,,J. Brown discontinued dribble TURNOVER (5 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,204059.0,5.0,,,,,,,,,,,,,,,,,,,
288,PT01M22.00S,2022-01-03T00:00:14.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630181,90.75229960578186,47.549019607843135,1610612753,45,40,2022-01-03T00:00:31Z,2870000,-12.0,34.0,1,right,R. Hampton driving Layup (2 PTS) (G. Harris 1 AST),"[1630181, 203914]",1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,,,3.65,Made,,,,,,,2.0,G. Harris,203914.0,1.0,,,,,,,
290,PT01M00.00S,2022-01-03T00:00:38.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,45,40,2022-01-03T00:00:38Z,2890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT00M56.40S,2022-01-03T00:00:59.5Z,2,REGULAR,2pt,Jump Shot,[],201143,22.552562417871222,59.068627450980394,1610612738,45,40,2022-01-03T00:01:06Z,2900000,-45.0,159.0,1,left,MISS A. Horford 16' turnaround fadeaway Shot,[201143],1610612738.0,BOS,turnaround fadeaway,,,Horford,A. Horford,,,,,,,16.58,Missed,,,,,,,,,,,,,,,,,
292,PT00M53.60S,2022-01-03T00:01:02.3Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,45,40,2022-01-03T00:01:06Z,2910000,,,0,,R. Hampton REBOUND (Off:1 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,291.0,3.0,2.0,1.0,,,,,,,,,,,
293,PT00M42.00S,2022-01-03T00:01:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,93.51182654402102,55.63725490196079,1610612753,45,42,2022-01-03T00:02:02Z,2920000,28.0,8.0,1,right,M. Wagner cutting finger roll Layup (2 PTS) (R. Hampton 1 AST),"[1629021, 1630181]",1610612753.0,ORL,cutting finger roll,,,Wagner,M. Wagner,,,,,,,2.95,Made,,,,,,,2.0,R. Hampton,1630181.0,1.0,,,,,,,
295,PT00M42.00S,2022-01-03T00:01:23.3Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612738,45,42,2022-01-03T00:02:10Z,2940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT00M33.60S,2022-01-03T00:01:38.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,18.084756898817346,95.34313725490196,1610612738,45,42,2022-01-03T00:01:51Z,2950000,-227.0,117.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,25.53,Missed,,,,,,,,,,,,,,,,,
297,PT00M32.20S,2022-01-03T00:01:40.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,45,42,2022-01-03T00:01:51Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,,
298,PT00M32.20S,2022-01-03T00:01:45.3Z,2,REGULAR,foul,personal,[],203914,,,1610612738,45,42,2022-01-03T00:01:50Z,2970000,,,0,,G. Harris loose ball personal FOUL (2 PF),"[203914, 201143]",1610612753.0,ORL,loose ball,,,Harris,G. Harris,,,,,1629178.0,,,,,,,,,,,,,,2.0,0.0,Horford,201143.0,,,
300,PT00M27.60S,2022-01-03T00:02:08.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,23.078186596583443,37.5,1610612738,45,42,2022-01-03T00:03:06Z,2990000,62.0,164.0,1,left,MISS J. Brown 17' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,17.59,Missed,,,,,,,,,,,,,,,,,
301,PT00M24.30S,2022-01-03T00:02:11.6Z,2,REGULAR,rebound,defensive,[],204025,,,1610612753,45,42,2022-01-03T00:02:14Z,3000000,,,0,,T. Frazier REBOUND (Off:2 Def:2),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,300.0,4.0,2.0,2.0,,,,,,,,,,,
302,PT00M04.20S,2022-01-03T00:02:34.0Z,2,REGULAR,turnover,out-of-bounds,[],1629649,,,1610612753,45,42,2022-01-03T00:02:40Z,3010000,,,0,,I. Brazdeikis step out-of-bounds TURNOVER (1 TO),[1629649],1610612753.0,ORL,step,,,Brazdeikis,I. Brazdeikis,,,,,1628159.0,1.0,,,,,,,,,,,,,,,,,,,
304,PT00M00.00S,2022-01-03T00:02:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203471,8.623521681997373,43.627450980392155,1610612738,45,42,2022-01-03T00:04:08Z,3030000,32.0,29.0,1,left,MISS D. Schroder driving Layup,[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,,,4.28,Missed,,,,,,,,,,,,,,,,,
305,PT00M00.00S,2022-01-03T00:02:57.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,45,42,2022-01-03T00:03:20Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,304.0,,,,,,,,,,,,,,
306,PT00M00.00S,2022-01-03T00:03:07.3Z,2,REGULAR,period,end,[],0,,,1610612738,45,42,2022-01-03T00:03:07Z,3050000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-01-03T00:17:30.6Z,3,REGULAR,substitution,out,['startperiod'],1630181,,,1610612738,45,42,2022-01-03T00:18:18Z,3060000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-01-03T00:17:30.6Z,3,REGULAR,substitution,out,['startperiod'],1629649,,,1610612738,45,42,2022-01-03T00:18:18Z,3070000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-01-03T00:17:30.6Z,3,REGULAR,substitution,out,['startperiod'],1629021,,,1610612738,45,42,2022-01-03T00:18:18Z,3080000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-01-03T00:17:30.6Z,3,REGULAR,substitution,in,['startperiod'],1630532,,,1610612738,45,42,2022-01-03T00:18:18Z,3090000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-01-03T00:17:30.6Z,3,REGULAR,substitution,in,['startperiod'],1628964,,,1610612738,45,42,2022-01-03T00:18:18Z,3100000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-01-03T00:17:30.6Z,3,REGULAR,substitution,in,['startperiod'],1628976,,,1610612738,45,42,2022-01-03T00:18:18Z,3110000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2022-01-03T00:18:24.4Z,3,REGULAR,period,start,[],0,,,1610612753,45,42,2022-01-03T00:18:24Z,3120000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-01-03T00:18:27.4Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612753,45,42,2022-01-03T00:18:39Z,3140000,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,204059.0,,,,,,,,,,,,,,,,,,,,
317,PT11M56.00S,2022-01-03T00:18:47.6Z,3,REGULAR,foul,offensive,[],204025,,,1610612753,45,42,2022-01-03T00:18:59Z,3160000,,,0,,T. Frazier offensive FOUL (1 PF),"[204025, 203471]",1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,1628159.0,,,,,,,,,,,,,,1.0,0.0,Schroder,203471.0,,,
319,PT11M56.00S,2022-01-03T00:18:47.6Z,3,REGULAR,turnover,offensive foul,[],204025,,,1610612753,45,42,2022-01-03T00:18:47Z,3180000,,,0,,T. Frazier offensive foul TURNOVER (1 TO),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,1628159.0,1.0,,,,,,,,,,,,,,,,,,,
320,PT11M56.00S,2022-01-03T00:18:55.6Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,45,42,2022-01-03T00:19:48Z,3190000,,,0,,,[],,,support,,,,,,,,,204059.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
321,PT11M48.00S,2022-01-03T00:20:22.5Z,3,REGULAR,turnover,bad pass,[],201143,,,1610612738,45,42,2022-01-03T00:20:48Z,3200000,,,0,,A. Horford bad pass TURNOVER (2 TO),"[201143, 204025]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,2.0,,,,,,,,,,,,,,,,,Frazier,204025.0,
322,PT11M48.00S,2022-01-03T00:20:22.5Z,3,REGULAR,steal,,[],204025,,,1610612753,45,42,2022-01-03T00:20:24Z,3210000,,,0,,T. Frazier STEAL (1 STL),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M41.00S,2022-01-03T00:20:33.0Z,3,REGULAR,foul,personal,[],1629684,,,1610612753,45,42,2022-01-03T00:20:37Z,3220000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1628976]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,204059.0,,,,,,,,,,,,,,2.0,0.0,Carter Jr.,1628976.0,,,
325,PT11M26.00S,2022-01-03T00:21:02.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],204025,25.706307490144546,87.74509803921569,1610612753,45,45,2022-01-03T00:21:08Z,3240000,-189.0,189.0,1,left,T. Frazier 26' 3PT  (7 PTS) (W. Carter Jr. 3 AST),"[204025, 1628976]",1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,26.71,Made,,,,,,,7.0,W. Carter Jr.,1628976.0,3.0,,,,,,,
327,PT11M12.00S,2022-01-03T00:21:16.0Z,3,REGULAR,3pt,Jump Shot,[],201143,65.78515111695138,54.90196078431373,1610612738,45,45,2022-01-03T00:21:23Z,3260000,25.0,269.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,27.02,Missed,,,,,,,,,,,,,,,,,
328,PT11M10.00S,2022-01-03T00:21:18.0Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,45,45,2022-01-03T00:21:23Z,3270000,,,0,,G. Williams REBOUND (Off:2 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,327.0,4.0,2.0,2.0,,,,,,,,,,,
329,PT11M03.00S,2022-01-03T00:21:24.2Z,3,REGULAR,turnover,bad pass,[],1629684,,,1610612738,45,45,2022-01-03T00:21:31Z,3280000,,,0,,G. Williams bad pass TURNOVER (3 TO),"[1629684, 203914]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,3.0,,,,,,,,,,,,,,,,,Harris,203914.0,
330,PT11M03.00S,2022-01-03T00:21:24.2Z,3,REGULAR,steal,,[],203914,,,1610612753,45,45,2022-01-03T00:21:26Z,3290000,,,0,,G. Harris STEAL (3 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT11M00.00S,2022-01-03T00:21:28.3Z,3,REGULAR,turnover,out-of-bounds,[],203914,,,1610612753,45,45,2022-01-03T00:21:43Z,3300000,,,0,,G. Harris lost ball out-of-bounds TURNOVER (1 TO),[203914],1610612753.0,ORL,lost ball,,,Harris,G. Harris,,,,,1629178.0,1.0,,,,,,,,,,,,,,,,,,,
332,PT11M00.00S,2022-01-03T00:21:36.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,45,45,2022-01-03T00:21:36Z,3310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT10M46.00S,2022-01-03T00:24:41.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,89.30683311432325,55.14705882352941,1610612738,47,45,2022-01-03T00:24:45Z,3320000,26.0,48.0,1,right,J. Brown driving finger roll Layup (19 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,,,5.44,Made,,,,,,,19.0,,,,,,,,,,
335,PT10M29.00S,2022-01-03T00:25:03.9Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612753,47,45,2022-01-03T00:25:11Z,3340000,,,0,,G. Williams shooting personal FOUL (3 PF) (Wagner 2 FT),"[1629684, 1630532]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,204059.0,,,,,,,,,,,,,,3.0,0.0,Wagner,1630532.0,,,
337,PT10M29.00S,2022-01-03T00:25:26.4Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,47,46,2022-01-03T00:25:26Z,3360000,,,0,,F. Wagner Free Throw 1 of 2 (7 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,
338,PT10M29.00S,2022-01-03T00:25:40.0Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,47,47,2022-01-03T00:25:40Z,3370000,,,0,,F. Wagner Free Throw 2 of 2 (8 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,
339,PT10M15.00S,2022-01-03T00:25:59.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,47,47,2022-01-03T00:25:59Z,3380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT10M06.00S,2022-01-03T00:26:22.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,58.95203679369251,50.245098039215684,1610612738,47,47,2022-01-03T00:26:32Z,3390000,1.0,333.0,1,right,MISS J. Brown 33' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,33.34,Missed,,,,,,,,,,,,,,,,,
341,PT10M05.00S,2022-01-03T00:26:23.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,47,47,2022-01-03T00:26:32Z,3400000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,,,,
342,PT10M05.00S,2022-01-03T00:26:32.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,47,47,2022-01-03T00:26:32Z,3410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT09M52.00S,2022-01-03T00:26:46.9Z,3,REGULAR,turnover,bad pass,[],203914,,,1610612753,47,47,2022-01-03T00:26:50Z,3420000,,,0,,G. Harris bad pass TURNOVER (2 TO),"[203914, 1629684]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,2.0,,,,,,,,,,,,,,,,,Williams,1629684.0,
344,PT09M52.00S,2022-01-03T00:26:46.9Z,3,REGULAR,steal,,[],1629684,,,1610612738,47,47,2022-01-03T00:26:48Z,3430000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT09M45.00S,2022-01-03T00:26:53.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,89.30683311432325,50.98039215686274,1610612738,47,47,2022-01-03T00:27:45Z,3440000,5.0,48.0,1,right,MISS M. Smart cutting Layup,[203935],1610612738.0,BOS,cutting,,,Smart,M. Smart,,,,,,,4.82,Missed,,,,,,,,,,,,,,,,,
346,PT09M43.00S,2022-01-03T00:26:55.6Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,47,47,2022-01-03T00:27:06Z,3450000,,,0,,M. Bamba REBOUND (Off:0 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,345.0,5.0,5.0,0.0,,,,,,,,,,,
347,PT09M38.00S,2022-01-03T00:27:00.7Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628964,8.229303547963205,43.872549019607845,1610612753,47,47,2022-01-03T00:28:32Z,3460000,31.0,25.0,1,left,MISS M. Bamba DUNK,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,3.95,Missed,,,,,,,,,,,,,,,,,
348,PT09M32.00S,2022-01-03T00:27:06.7Z,3,REGULAR,rebound,offensive,[],1630532,,,1610612753,47,47,2022-01-03T00:28:32Z,3470000,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,347.0,1.0,0.0,1.0,,,,,,,,,,,
349,PT09M30.00S,2022-01-03T00:27:08.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628976,24.26084099868594,86.76470588235294,1610612753,47,47,2022-01-03T00:27:14Z,3480000,-184.0,176.0,1,left,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,25.42,Missed,,,,,,,,,,,,,,,,,
350,PT09M27.00S,2022-01-03T00:27:11.2Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,47,47,2022-01-03T00:27:14Z,3490000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,349.0,1.0,1.0,0.0,,,,,,,,,,,
351,PT09M09.00S,2022-01-03T00:27:28.6Z,3,REGULAR,3pt,Jump Shot,[],203935,71.43561103810775,19.11764705882353,1610612738,50,47,2022-01-03T00:27:32Z,3500000,-154.0,216.0,1,right,M. Smart 26' 3PT  (13 PTS) (D. Schroder 4 AST),"[203935, 203471]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,26.55,Made,,,,,,,13.0,D. Schroder,203471.0,4.0,,,,,,,
353,PT08M49.00S,2022-01-03T00:27:49.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203914,7.966491458607096,54.41176470588235,1610612753,50,49,2022-01-03T00:27:54Z,3520000,-22.0,22.0,1,left,G. Harris cutting Layup (10 PTS) (W. Carter Jr. 4 AST),"[203914, 1628976]",1610612753.0,ORL,cutting,,,Harris,G. Harris,,,,,,,3.15,Made,,,,,,,10.0,W. Carter Jr.,1628976.0,4.0,,,,,,,
355,PT08M43.00S,2022-01-03T00:27:58.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.53876478318003,41.348805147058826,1610612738,52,49,2022-01-03T00:28:17Z,3540000,-43.0,36.0,1,right,J. Brown driving Layup (21 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,5.66,Made,,,,,,,21.0,,,,,,,,,,
356,PT08M43.00S,2022-01-03T00:28:06.8Z,3,REGULAR,foul,personal,['1freethrow'],203914,,,1610612738,52,49,2022-01-03T00:29:42Z,3550000,,,0,,G. Harris shooting personal FOUL (3 PF) (Brown 1 FT),"[203914, 1627759]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,1629178.0,,,,,,,,,,,,,,3.0,0.0,Brown,1627759.0,,,
358,PT08M43.00S,2022-01-03T00:28:30.2Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,53,49,2022-01-03T00:28:30Z,3570000,,,0,,J. Brown Free Throw 1 of 1 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,
