actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
526,PT07M51.00S,2021-12-31T20:00:08.6Z,4,REGULAR,3pt,Jump Shot,[],1630688,21.632720105124836,91.91176470588235,1610612756,106,89,2021-12-31T20:00:13Z,5190000,-210.0,151.0,1,left,I. Wainright 25' 3PT  (3 PTS) (C. Paul 7 AST),"[1630688, 101108]",1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,25.82,Made,3.0,C. Paul,101108.0,7.0,,,,,,,,,,,,,,,
528,PT07M32.00S,2021-12-31T20:00:29.6Z,4,REGULAR,foul,personal,[],203901,,,1610612738,106,89,2021-12-31T20:01:06Z,5210000,,,0,,E. Payton personal FOUL (1 PF),"[203901, 1629641]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,1662.0,1.0,0.0,Langford,1629641.0,,,,,,,,,
530,PT07M32.00S,2021-12-31T20:00:47.7Z,4,REGULAR,substitution,out,[],203901,,,1610612738,106,89,2021-12-31T20:00:50Z,5230000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M32.00S,2021-12-31T20:00:47.7Z,4,REGULAR,substitution,in,[],1626164,,,1610612738,106,89,2021-12-31T20:00:50Z,5240000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT07M24.00S,2021-12-31T20:01:04.8Z,4,REGULAR,3pt,Jump Shot,[],1629641,91.27792378449409,3.6764705882352944,1610612738,106,89,2021-12-31T20:01:09Z,5250000,-232.0,29.0,1,right,MISS R. Langford 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
533,PT07M21.00S,2021-12-31T20:01:07.8Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,106,89,2021-12-31T20:01:09Z,5260000,,,0,,D. Booker REBOUND (Off:0 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,532.0,,,,,,,,,4.0,4.0,0.0,,,
534,PT07M15.00S,2021-12-31T20:01:13.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,19.136005256241788,39.46078431372549,1610612756,106,89,2021-12-31T20:01:25Z,5270000,53.0,127.0,1,left,MISS C. Paul 13' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,13.79,Missed,,,,,,,,,,,,,,,,,,,
535,PT07M12.00S,2021-12-31T20:01:16.6Z,4,REGULAR,rebound,offensive,[],1630688,,,1610612756,106,89,2021-12-31T20:01:25Z,5280000,,,0,,I. Wainright REBOUND (Off:1 Def:0),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,534.0,,,,,,,,,1.0,0.0,1.0,,,
536,PT07M09.00S,2021-12-31T20:01:19.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630688,6.389618922470433,42.15686274509804,1610612756,106,91,2021-12-31T20:01:30Z,5290000,39.0,8.0,1,left,I. Wainright putback Layup (5 PTS),[1630688],1610612756.0,PHX,putback,,,Wainright,I. Wainright,,,,,3.99,Made,5.0,,,,,,,,,,,,,,,,,,
537,PT06M52.00S,2021-12-31T20:01:39.7Z,4,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612738,106,91,2021-12-31T20:04:42Z,5300000,,,0,,M. Bridges shooting personal FOUL (3 PF) (Brown 2 FT),"[1628969, 1627759]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,202053.0,3.0,0.0,Brown,1627759.0,,,,,,,,,
539,PT06M52.00S,2021-12-31T20:02:00.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,106,91,2021-12-31T20:02:00Z,5320000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M52.00S,2021-12-31T20:04:20.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,106,91,2021-12-31T20:04:39Z,5330000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M52.00S,2021-12-31T20:04:20.3Z,4,REGULAR,substitution,out,[],201143,,,1610612738,106,91,2021-12-31T20:04:39Z,5340000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M52.00S,2021-12-31T20:04:20.3Z,4,REGULAR,substitution,out,[],1628969,,,1610612738,106,91,2021-12-31T20:04:39Z,5350000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M52.00S,2021-12-31T20:04:20.3Z,4,REGULAR,substitution,in,[],203935,,,1610612738,106,91,2021-12-31T20:04:39Z,5360000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M52.00S,2021-12-31T20:04:20.3Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,106,91,2021-12-31T20:04:39Z,5370000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M52.00S,2021-12-31T20:04:20.3Z,4,REGULAR,substitution,in,[],1629661,,,1610612738,106,91,2021-12-31T20:04:39Z,5380000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M52.00S,2021-12-31T20:04:55.5Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,106,91,2021-12-31T20:04:55Z,5390000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
548,PT06M52.00S,2021-12-31T20:04:55.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,106,91,2021-12-31T20:04:55Z,5400000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,547.0,,,,,,,,,,,,,,
549,PT06M52.00S,2021-12-31T20:05:12.0Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,107,91,2021-12-31T20:05:12Z,5410000,,,0,,J. Brown Free Throw 2 of 2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
550,PT06M38.00S,2021-12-31T20:05:30.3Z,4,REGULAR,turnover,bad pass,[],1626164,,,1610612756,107,91,2021-12-31T20:05:35Z,5420000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1629641]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,1.0,Langford,1629641.0,,,,,,
551,PT06M38.00S,2021-12-31T20:05:30.3Z,4,REGULAR,steal,,[],1629641,,,1610612738,107,91,2021-12-31T20:05:32Z,5430000,,,0,,R. Langford STEAL (2 STL),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT06M20.00S,2021-12-31T20:05:48.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,64.73390275952694,67.15686274509804,1610612738,107,91,2021-12-31T20:05:54Z,5440000,86.0,279.0,1,right,MISS J. Brown 29' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,29.19,Missed,,,,,,,,,,,,,,,,,,,
553,PT06M15.00S,2021-12-31T20:05:53.1Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,107,91,2021-12-31T20:05:54Z,5450000,,,0,,D. Booker REBOUND (Off:0 Def:5),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,552.0,,,,,,,,,5.0,5.0,0.0,,,
554,PT06M06.00S,2021-12-31T20:06:01.0Z,4,REGULAR,2pt,Jump Shot,[],101108,20.71287779237845,54.65686274509803,1610612756,107,93,2021-12-31T20:06:06Z,5460000,-23.0,142.0,1,left,C. Paul 14' fadeaway Jump Shot (9 PTS),[101108],1610612756.0,PHX,fadeaway,,,Paul,C. Paul,,,,,14.41,Made,9.0,,,,,,,,,,,,,,,,,,
555,PT05M46.00S,2021-12-31T20:06:20.7Z,4,REGULAR,2pt,Jump Shot,[],1627759,76.03482260183968,56.86274509803921,1610612738,107,93,2021-12-31T20:10:39Z,5470000,34.0,173.0,1,right,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,17.62,Missed,,,,,,,,,,,,,,,,,,,
556,PT05M44.00S,2021-12-31T20:06:22.7Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,107,93,2021-12-31T20:06:27Z,5480000,,,0,,D. Booker REBOUND (Off:0 Def:6),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,555.0,,,,,,,,,6.0,6.0,0.0,,,
557,PT05M35.00S,2021-12-31T20:06:33.4Z,4,REGULAR,3pt,Jump Shot,[],1629013,22.28975032851511,86.51960784313727,1610612756,107,93,2021-12-31T20:07:58Z,5490000,-183.0,157.0,1,left,MISS L. Shamet 24' pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,24.08,Missed,,,,,,,,,,,,,,,,,,,
558,PT05M32.00S,2021-12-31T20:06:36.4Z,4,REGULAR,rebound,offensive,[],1629661,,,1610612756,107,93,2021-12-31T20:06:40Z,5500000,,,0,,C. Johnson REBOUND (Off:3 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,557.0,,,,,,,,,4.0,1.0,3.0,,,
559,PT05M24.00S,2021-12-31T20:06:43.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630688,16.63929040735874,3.6764705882352944,1610612756,107,93,2021-12-31T20:06:49Z,5510000,232.0,104.0,1,left,MISS I. Wainright 25' 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
560,PT05M21.00S,2021-12-31T20:06:46.5Z,4,REGULAR,rebound,offensive,[],1629661,,,1610612756,107,93,2021-12-31T20:06:49Z,5520000,,,0,,C. Johnson REBOUND (Off:4 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,559.0,,,,,,,,,5.0,1.0,4.0,,,
562,PT05M19.00S,2021-12-31T20:07:03.5Z,4,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612756,107,93,2021-12-31T20:07:11Z,5540000,,,0,,R. Langford shooting personal FOUL (1 PF) (Booker 2 FT),"[1629641, 1626164]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,202053.0,1.0,0.0,Booker,1626164.0,,,,,,,,,
564,PT05M19.00S,2021-12-31T20:07:14.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1626164,,,1610612756,107,94,2021-12-31T20:07:14Z,5560000,,,0,,D. Booker Free Throw 1 of 2 (19 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
565,PT05M19.00S,2021-12-31T20:07:15.1Z,4,REGULAR,substitution,out,[],1629641,,,1610612756,107,94,2021-12-31T20:07:24Z,5570000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT05M19.00S,2021-12-31T20:07:15.1Z,4,REGULAR,substitution,out,[],101108,,,1610612756,107,94,2021-12-31T20:07:24Z,5580000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M19.00S,2021-12-31T20:07:15.1Z,4,REGULAR,substitution,in,[],1629684,,,1610612756,107,94,2021-12-31T20:07:24Z,5590000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT05M19.00S,2021-12-31T20:07:15.1Z,4,REGULAR,substitution,in,[],1626166,,,1610612756,107,94,2021-12-31T20:07:24Z,5600000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT05M19.00S,2021-12-31T20:07:33.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1626164,,,1610612756,107,95,2021-12-31T20:07:33Z,5610000,,,0,,D. Booker Free Throw 2 of 2 (20 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
570,PT05M03.00S,2021-12-31T20:07:51.5Z,4,REGULAR,2pt,Jump Shot,[],1627759,73.66951379763469,59.068627450980394,1610612738,109,95,2021-12-31T20:07:57Z,5620000,45.0,195.0,1,right,J. Brown 20' Jump Shot (22 PTS) (R. Williams III 10 AST),"[1627759, 1629057]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,20.02,Made,22.0,R. Williams III,1629057.0,10.0,,,,,,,,,,,,,,,
572,PT04M49.00S,2021-12-31T20:08:04.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629661,5.863994743758213,47.05882352941176,1610612756,109,97,2021-12-31T20:08:10Z,5640000,15.0,3.0,1,left,C. Johnson driving DUNK (18 PTS) (D. Booker 4 AST),"[1629661, 1626164]",1610612756.0,PHX,driving,,,Johnson,C. Johnson,,,,,1.49,Made,18.0,D. Booker,1626164.0,4.0,,,,,,,,,,,,,,,
574,PT04M27.00S,2021-12-31T20:08:26.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,90.3580814717477,57.59803921568627,1610612738,109,97,2021-12-31T20:08:37Z,5660000,38.0,38.0,1,right,MISS J. Brown driving floating bank Shot,[1627759],1610612738.0,BOS,driving floating bank,,,Brown,J. Brown,,,,,5.38,Missed,,,,,,,,,,,,,,,,,,,
575,PT04M24.00S,2021-12-31T20:08:29.4Z,4,REGULAR,rebound,offensive,[],1626196,,,1610612738,109,97,2021-12-31T20:08:37Z,5670000,,,0,,J. Richardson REBOUND (Off:2 Def:2),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,574.0,,,,,,,,,4.0,2.0,2.0,,,
576,PT04M24.00S,2021-12-31T20:08:31.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626196,90.88370565045992,46.32352941176471,1610612738,111,97,2021-12-31T20:08:46Z,5680000,-18.0,33.0,1,right,J. Richardson tip Layup (19 PTS),[1626196],1610612738.0,BOS,tip,,,Richardson,J. Richardson,,,,,3.8,Made,19.0,,,,,,,,,,,,,,,,,,
577,PT04M19.00S,2021-12-31T20:08:36.4Z,4,REGULAR,3pt,Jump Shot,[],1626164,30.305519053876477,66.91176470588235,1610612756,111,97,2021-12-31T20:09:47Z,5690000,-85.0,232.0,1,left,MISS D. Booker 24' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
578,PT04M17.00S,2021-12-31T20:08:38.4Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,111,97,2021-12-31T20:08:55Z,5700000,,,0,,M. Smart REBOUND (Off:1 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,577.0,,,,,,,,,7.0,6.0,1.0,,,
579,PT04M08.00S,2021-12-31T20:08:48.7Z,4,REGULAR,foul,personal,[],1629661,,,1610612738,111,97,2021-12-31T20:08:58Z,5710000,,,0,,C. Johnson personal FOUL (3 PF),"[1629661, 1627759]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,1628482.0,3.0,0.0,Brown,1627759.0,,,,,,,,,
581,PT04M08.00S,2021-12-31T20:09:11.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,111,97,2021-12-31T20:09:11Z,5730000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT04M08.00S,2021-12-31T20:09:35.9Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,111,97,2021-12-31T20:10:58Z,5740000,,,0,,,[],1610612756.0,PHX,support,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,On player C. Johnson
583,PT04M08.00S,2021-12-31T20:10:58.9Z,4,REGULAR,substitution,out,[],1630688,,,1610612738,111,97,2021-12-31T20:11:58Z,5750000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT04M08.00S,2021-12-31T20:10:58.9Z,4,REGULAR,substitution,out,[],1629013,,,1610612738,111,97,2021-12-31T20:11:58Z,5760000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT04M08.00S,2021-12-31T20:10:58.9Z,4,REGULAR,substitution,in,[],101108,,,1610612738,111,97,2021-12-31T20:11:58Z,5770000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT04M08.00S,2021-12-31T20:10:58.9Z,4,REGULAR,substitution,in,[],1630188,,,1610612738,111,97,2021-12-31T20:11:58Z,5780000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT04M07.00S,2021-12-31T20:12:11.5Z,4,REGULAR,turnover,backcourt,[],1626196,,,1610612738,111,97,2021-12-31T20:12:22Z,5790000,,,0,,J. Richardson backcourt TURNOVER (2 TO),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,1628482.0,,,,,2.0,,,,,,,,
588,PT03M52.00S,2021-12-31T20:12:36.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626166,10.85742444152431,60.29411764705882,1610612756,111,99,2021-12-31T20:12:41Z,5800000,-51.0,50.0,1,left,C. Payne 7' driving finger roll Layup (9 PTS),[1626166],1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,7.15,Made,9.0,,,,,,,,,,,,,,,,,,
589,PT03M31.00S,2021-12-31T20:12:58.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,90.75229960578186,46.07843137254902,1610612738,113,99,2021-12-31T20:13:02Z,5810000,-20.0,34.0,1,right,M. Smart driving finger roll Layup (20 PTS),[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,3.96,Made,20.0,,,,,,,,,,,,,,,,,,
590,PT03M25.00S,2021-12-31T20:13:05.4Z,4,REGULAR,3pt,Jump Shot,[],1626166,20.18725361366623,92.40196078431373,1610612756,113,99,2021-12-31T20:13:18Z,5820000,-212.0,137.0,1,left,MISS C. Payne 25' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
591,PT03M22.00S,2021-12-31T20:13:08.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,113,99,2021-12-31T20:14:47Z,5830000,,,0,,J. Brown REBOUND (Off:1 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,590.0,,,,,,,,,10.0,9.0,1.0,,,
594,PT03M22.00S,2021-12-31T20:13:09.2Z,4,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,113,99,2021-12-31T20:15:13Z,5835000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (5 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,,1628482.0,,,,,5.0,,,,,,,,
592,PT03M22.00S,2021-12-31T20:13:13.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,113,99,2021-12-31T20:15:04Z,5840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M22.00S,2021-12-31T20:13:26.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,113,99,2021-12-31T20:15:04Z,5850000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT03M11.00S,2021-12-31T20:15:08.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626166,12.565703022339028,52.69607843137255,1610612756,113,99,2021-12-31T20:15:19Z,5860000,-13.0,66.0,1,left,MISS C. Payne 6' driving floating Shot - blocked,"[1626166, 1629057]",1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,6.7,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
596,PT03M11.00S,2021-12-31T20:15:08.8Z,4,REGULAR,block,,[],1629057,,,1610612756,113,99,2021-12-31T20:15:13Z,5870000,,,0,,R. Williams III BLOCK (4 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT03M11.00S,2021-12-31T20:15:08.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,113,99,2021-12-31T20:15:19Z,5880000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,595.0,,,,,,,,,,,,,,
598,PT03M11.00S,2021-12-31T20:15:15.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,113,99,2021-12-31T20:15:15Z,5890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT03M09.00S,2021-12-31T20:15:29.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626164,8.492115637319317,46.07843137254902,1610612756,113,99,2021-12-31T20:15:37Z,5900000,20.0,27.0,1,left,MISS D. Booker Layup - blocked,"[1626164, 1626196]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,3.36,Missed,,,,,,,,,,,,,,,,,Richardson,1626196.0,
600,PT03M09.00S,2021-12-31T20:15:29.5Z,4,REGULAR,block,,[],1626196,,,1610612756,113,99,2021-12-31T20:19:09Z,5910000,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT03M07.00S,2021-12-31T20:15:31.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,113,99,2021-12-31T20:15:37Z,5920000,,,0,,J. Brown REBOUND (Off:1 Def:10),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,599.0,,,,,,,,,11.0,10.0,1.0,,,
602,PT03M07.00S,2021-12-31T20:15:35.1Z,4,REGULAR,foul,personal,[],1626166,,,1610612738,113,99,2021-12-31T20:19:06Z,5930000,,,0,,C. Payne take personal FOUL (2 PF),"[1626166, 1627759]",1610612756.0,PHX,take,,,Payne,C. Payne,,,,,,,,,,,,1662.0,2.0,0.0,Brown,1627759.0,,,,,,,,,
604,PT02M47.00S,2021-12-31T20:16:11.6Z,4,REGULAR,2pt,Jump Shot,[],1627759,91.93495400788436,77.69607843137256,1610612738,115,99,2021-12-31T20:16:18Z,5950000,138.0,23.0,1,right,J. Brown 14' fadeaway Jump Shot (24 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,14.04,Made,24.0,,,,,,,,,,,,,,,,,,
605,PT02M35.00S,2021-12-31T20:16:23.3Z,4,REGULAR,3pt,Jump Shot,[],101108,30.305519053876477,69.6078431372549,1610612756,115,102,2021-12-31T20:16:29Z,5960000,-98.0,232.0,1,left,C. Paul 25' 3PT pullup (12 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,25.22,Made,12.0,,,,,,,,,,,,,,,,,,
606,PT02M13.00S,2021-12-31T20:16:45.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612738,115,102,2021-12-31T20:19:53Z,5961250,,,0,,J. Smith shooting personal FOUL (5 PF) (Smart 2 FT),"[1630188, 203935]",1610612756.0,PHX,shooting,,,Smith,J. Smith,,,,,,,,,,,,202053.0,5.0,0.0,Smart,203935.0,,,,,,,,,
608,PT02M13.00S,2021-12-31T20:17:17.1Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,116,102,2021-12-31T20:19:40Z,5962500,,,0,,M. Smart Free Throw 1 of 2 (21 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
611,PT02M13.00S,2021-12-31T20:17:17.1Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,117,102,2021-12-31T20:19:40Z,5963750,,,0,,M. Smart Free Throw 2 of 2 (22 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
609,PT02M13.00S,2021-12-31T20:17:20.4Z,4,REGULAR,substitution,out,[],1630188,,,1610612756,117,102,2021-12-31T20:19:40Z,5965000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT02M13.00S,2021-12-31T20:17:20.4Z,4,REGULAR,substitution,in,[],1628969,,,1610612756,117,102,2021-12-31T20:19:40Z,5967500,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT02M02.00S,2021-12-31T20:17:52.1Z,4,REGULAR,turnover,lost ball,[],1626164,,,1610612756,117,102,2021-12-31T20:17:58Z,6030000,,,0,,D. Booker lost ball TURNOVER (2 TO),"[1626164, 1629684]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,2.0,Williams,1629684.0,,,,,,
613,PT02M02.00S,2021-12-31T20:17:52.1Z,4,REGULAR,steal,,[],1629684,,,1610612738,117,102,2021-12-31T20:22:34Z,6040000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT01M39.00S,2021-12-31T20:18:15.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203935,84.97043363994744,41.911764705882355,1610612738,117,102,2021-12-31T20:18:24Z,6050000,-40.0,89.0,1,right,MISS M. Smart 9' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,9.76,Missed,,,,,,,,,,,,,,,,,,,
