actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
183,PT08M29.00S,2022-02-01T01:16:56.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.697109067017081,64.2156862745098,1610612748,32,24,2022-02-01T01:17:11Z,1800000,-71.0,67.0,1,left,MISS B. Adebayo 9' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,Missed,,,,,9.76,,,,,,,,,
184,PT08M26.00S,2022-02-01T01:17:03.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,32,24,2022-02-01T01:17:03Z,1810000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,183.0,,,,,,,,,,,,,
186,PT08M26.00S,2022-02-01T01:17:03.9Z,2,REGULAR,foul,personal,[],203935,,,1610612748,32,24,2022-02-01T01:17:18Z,1820000,,,0,,M. Smart loose ball personal FOUL (2 PF),"[203935, 1629639]",1610612738.0,BOS,loose ball,,,Smart,M. Smart,,,,,1626302.0,2.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
188,PT08M15.00S,2022-02-01T01:17:27.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,23.866622864651774,87.5,1610612748,32,24,2022-02-01T01:17:32Z,1840000,-188.0,172.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,25.43,,,,,,,,,
189,PT08M13.00S,2022-02-01T01:17:29.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,24,2022-02-01T01:17:32Z,1850000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,188.0,3.0,2.0,1.0,,,,,,,,,,
190,PT08M04.00S,2022-02-01T01:17:40.5Z,2,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,32,24,2022-02-01T01:17:51Z,1860000,,,0,,A. Horford lost ball out-of-bounds TURNOVER (2 TO),[201143],1610612738.0,BOS,lost ball,,,Horford,A. Horford,,,,,1626302.0,,,,,,,,,,,,,2.0,,,,,,
191,PT08M04.00S,2022-02-01T01:17:44.7Z,2,REGULAR,substitution,out,[],1628369,,,1610612748,32,24,2022-02-01T01:17:49Z,1870000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M04.00S,2022-02-01T01:17:44.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612748,32,24,2022-02-01T01:17:49Z,1880000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M51.00S,2022-02-01T01:18:08.9Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612748,32,24,2022-02-01T01:18:16Z,1890000,,,0,,G. Williams shooting personal FOUL (1 PF) (Silva 2 FT),"[1629684, 1629735]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,2882.0,1.0,0.0,Silva,1629735.0,,,,,,,,,,,,,,,
195,PT07M51.00S,2022-02-01T01:18:28.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629735,,,1610612748,32,25,2022-02-01T01:18:28Z,1910000,,,0,,C. Silva Free Throw 1 of 2 (1 PTS),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,Made,,,,,,,,,,,1.0,,,
196,PT07M51.00S,2022-02-01T01:18:40.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629735,,,1610612748,32,26,2022-02-01T01:18:40Z,1920000,,,0,,C. Silva Free Throw 2 of 2 (2 PTS),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,Made,,,,,,,,,,,2.0,,,
197,PT07M37.00S,2022-02-01T01:18:57.3Z,2,REGULAR,2pt,Jump Shot,[],1627759,78.9257555847569,62.254901960784316,1610612738,32,26,2022-02-01T01:19:02Z,1930000,61.0,146.0,1,right,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,15.8,,,,,,,,,
198,PT07M35.00S,2022-02-01T01:18:59.3Z,2,REGULAR,rebound,defensive,[],1629735,,,1610612748,32,26,2022-02-01T01:19:02Z,1940000,,,0,,C. Silva REBOUND (Off:1 Def:2),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,197.0,3.0,2.0,1.0,,,,,,,,,,
199,PT07M20.00S,2022-02-01T01:19:14.6Z,2,REGULAR,turnover,lost ball,[],1629735,,,1610612748,32,26,2022-02-01T01:19:18Z,1950000,,,0,,C. Silva lost ball TURNOVER (1 TO),"[1629735, 1629684]",1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,1.0,Williams,1629684.0,,,,
200,PT07M20.00S,2022-02-01T01:19:14.6Z,2,REGULAR,steal,,[],1629684,,,1610612738,32,26,2022-02-01T01:19:16Z,1960000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M12.00S,2022-02-01T01:19:24.4Z,2,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,32,26,2022-02-01T01:19:31Z,1970000,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Smart 2 FT),"[1628389, 203935]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,2882.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
203,PT07M12.00S,2022-02-01T01:19:52.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203935,,,1610612738,32,26,2022-02-01T01:20:42Z,1990000,,,0,,MISS M. Smart Free Throw 1 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,,,,,,,,,,
204,PT07M12.00S,2022-02-01T01:19:52.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,32,26,2022-02-01T01:20:42Z,2000000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,
205,PT07M12.00S,2022-02-01T01:19:53.8Z,2,REGULAR,substitution,out,[],201143,,,1610612738,32,26,2022-02-01T01:20:01Z,2010000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M12.00S,2022-02-01T01:19:53.8Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,32,26,2022-02-01T01:20:01Z,2020000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M12.00S,2022-02-01T01:19:53.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,32,26,2022-02-01T01:20:01Z,2030000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M12.00S,2022-02-01T01:19:53.8Z,2,REGULAR,substitution,in,[],1628997,,,1610612738,32,26,2022-02-01T01:20:01Z,2040000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M12.00S,2022-02-01T01:19:52.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203935,,,1610612738,32,26,2022-02-01T01:20:42Z,2050000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,,,,,,,,,,
211,PT07M12.00S,2022-02-01T01:19:52.2Z,2,REGULAR,rebound,defensive,[],1629735,,,1610612748,32,26,2022-02-01T01:20:42Z,2055000,,,0,,C. Silva REBOUND (Off:1 Def:3),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,209.0,4.0,3.0,1.0,,,,,,,,,,
210,PT06M55.00S,2022-02-01T01:20:33.4Z,2,REGULAR,3pt,Jump Shot,[],1629639,27.151773981603156,83.57843137254902,1610612748,32,29,2022-02-01T01:20:45Z,2060000,-168.0,203.0,1,left,T. Herro 26' 3PT  (9 PTS) (M. Strus 1 AST),"[1629639, 1629622]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Made,,,,,26.32,,,,,,9.0,M. Strus,1629622.0,1.0
212,PT06M46.00S,2022-02-01T01:20:44.0Z,2,REGULAR,3pt,Jump Shot,[],203935,64.99671484888306,43.872549019607845,1610612738,32,29,2022-02-01T01:20:52Z,2070000,-31.0,277.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,27.82,,,,,,,,,
214,PT06M44.00S,2022-02-01T01:20:46.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,32,29,2022-02-01T01:20:52Z,2080000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,
215,PT06M44.00S,2022-02-01T01:20:49.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,32,29,2022-02-01T01:20:49Z,2090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M37.00S,2022-02-01T01:21:03.3Z,2,REGULAR,3pt,Jump Shot,[],1629622,29.122864651773984,22.794117647058822,1610612748,32,32,2022-02-01T01:21:09Z,2100000,136.0,221.0,1,left,M. Strus 25' 3PT  (9 PTS) (C. Martin 2 AST),"[1629622, 1628997]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Made,,,,,25.97,,,,,,9.0,C. Martin,1628997.0,2.0
218,PT06M34.00S,2022-02-01T01:21:10.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,32,32,2022-02-01T01:21:10Z,2120000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M34.00S,2022-02-01T01:23:43.6Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,32,32,2022-02-01T01:24:05Z,2130000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M34.00S,2022-02-01T01:23:43.6Z,2,REGULAR,substitution,out,[],203471,,,1610612738,32,32,2022-02-01T01:24:05Z,2140000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M34.00S,2022-02-01T01:23:43.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,32,32,2022-02-01T01:24:05Z,2150000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M34.00S,2022-02-01T01:23:43.6Z,2,REGULAR,substitution,in,[],1626196,,,1610612738,32,32,2022-02-01T01:24:05Z,2160000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M12.00S,2022-02-01T01:24:36.7Z,2,REGULAR,3pt,Jump Shot,[],1627759,65.25952693823915,42.40196078431372,1610612738,35,32,2022-02-01T01:24:41Z,2170000,-38.0,274.0,1,right,J. Brown 27' 3PT  (7 PTS) (M. Smart 5 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,27.67,,,,,,7.0,M. Smart,203935.0,5.0
225,PT06M00.00S,2022-02-01T01:24:48.7Z,2,REGULAR,turnover,bad pass,[],1628997,,,1610612748,35,32,2022-02-01T01:24:54Z,2190000,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628997, 203935]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,,,,
226,PT06M00.00S,2022-02-01T01:24:48.7Z,2,REGULAR,steal,,[],203935,,,1610612738,35,32,2022-02-01T01:24:50Z,2200000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M58.00S,2022-02-01T01:24:51.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,94.43166885676742,52.69607843137255,1610612738,37,32,2022-02-01T01:25:00Z,2210000,13.0,0.0,1,right,M. Smart running Layup (8 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,,,,,,Made,,,,,1.35,,,,,,8.0,,,
228,PT05M40.00S,2022-02-01T01:25:08.8Z,2,REGULAR,3pt,Jump Shot,[],1628997,4.155716162943495,95.58823529411765,1610612748,37,32,2022-02-01T01:25:14Z,2220000,-228.0,-13.0,1,left,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,Missed,,,,,22.83,,,,,,,,,
229,PT05M37.00S,2022-02-01T01:25:11.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,37,32,2022-02-01T01:25:14Z,2230000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,228.0,5.0,4.0,1.0,,,,,,,,,,
230,PT05M28.00S,2022-02-01T01:25:21.1Z,2,REGULAR,2pt,Jump Shot,[],1627759,90.22667542706965,80.3921568627451,1610612738,39,32,2022-02-01T01:25:26Z,2240000,152.0,39.0,1,right,J. Brown 15' pullup Jump Shot (9 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,Made,,,,,15.7,,,,,,9.0,,,
231,PT05M27.00S,2022-02-01T01:25:30.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612748,39,32,2022-02-01T01:25:30Z,2250000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M27.00S,2022-02-01T01:26:53.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,39,32,2022-02-01T01:27:03Z,2260000,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,201245.0,,,,,,,,,,,,,,,,,,,
233,PT05M27.00S,2022-02-01T01:26:56.9Z,2,REGULAR,substitution,out,[],1629735,,,1610612748,39,32,2022-02-01T01:27:04Z,2270000,,,0,,SUB out: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M27.00S,2022-02-01T01:26:56.9Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,39,32,2022-02-01T01:27:04Z,2280000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M11.00S,2022-02-01T01:27:26.5Z,2,REGULAR,foul,personal,[],1627759,,,1610612748,39,32,2022-02-01T01:27:45Z,2290000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1628389]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,201245.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
237,PT04M59.00S,2022-02-01T01:27:55.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,8.09789750328515,47.794117647058826,1610612748,39,32,2022-02-01T01:28:04Z,2310000,11.0,24.0,1,left,MISS T. Herro driving Layup - blocked,"[1629639, 1629057]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,2.6,Williams III,1629057.0,,,,,,,
238,PT04M59.00S,2022-02-01T01:27:55.8Z,2,REGULAR,block,,[],1629057,,,1610612748,39,32,2022-02-01T01:27:57Z,2320000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M57.00S,2022-02-01T01:27:57.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,39,32,2022-02-01T01:28:04Z,2330000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,237.0,4.0,3.0,1.0,,,,,,,,,,
240,PT04M53.00S,2022-02-01T01:28:02.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,92.46057818659659,59.068627450980394,1610612738,39,32,2022-02-01T01:28:08Z,2340000,45.0,18.0,1,right,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,4.89,,,,,,,,,
241,PT04M50.00S,2022-02-01T01:28:05.2Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,39,32,2022-02-01T01:28:08Z,2350000,,,0,,C. Martin REBOUND (Off:2 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,240.0,3.0,1.0,2.0,,,,,,,,,,
242,PT04M46.00S,2022-02-01T01:28:08.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628997,7.30946123521682,43.872549019607845,1610612748,39,34,2022-02-01T01:28:14Z,2360000,31.0,16.0,1,left,C. Martin running Layup (7 PTS),[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,,,,,,Made,,,,,3.46,,,,,,7.0,,,
243,PT04M26.00S,2022-02-01T01:28:28.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,79.84559789750328,5.88235294117647,1610612738,39,34,2022-02-01T01:28:35Z,2370000,-221.0,137.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,25.97,,,,,,,,,
244,PT04M22.00S,2022-02-01T01:28:32.6Z,2,REGULAR,rebound,defensive,[],1629657,,,1610612748,39,34,2022-02-01T01:28:35Z,2380000,,,0,,K. Guy REBOUND (Off:0 Def:1),[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,243.0,1.0,1.0,0.0,,,,,,,,,,
245,PT04M17.00S,2022-02-01T01:28:38.0Z,2,REGULAR,3pt,Jump Shot,[],1629639,22.815374507227332,87.25490196078431,1610612748,39,34,2022-02-01T01:28:48Z,2390000,-186.0,162.0,1,left,MISS T. Herro 24' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,24.69,,,,,,,,,
246,PT04M15.00S,2022-02-01T01:28:40.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,39,34,2022-02-01T01:28:48Z,2400000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,
247,PT04M15.00S,2022-02-01T01:28:43.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,39,34,2022-02-01T01:28:43Z,2410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M15.00S,2022-02-01T01:28:44.0Z,2,REGULAR,substitution,out,[],1629657,,,1610612738,39,34,2022-02-01T01:28:52Z,2420000,,,0,,SUB out: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M15.00S,2022-02-01T01:28:44.0Z,2,REGULAR,substitution,in,[],1629216,,,1610612738,39,34,2022-02-01T01:28:52Z,2430000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M00.00S,2022-02-01T01:29:12.6Z,2,REGULAR,turnover,bad pass,[],1626196,,,1610612738,39,34,2022-02-01T01:29:16Z,2440000,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1626196, 1628389]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,1.0,Adebayo,1628389.0,,,,
251,PT04M00.00S,2022-02-01T01:29:12.6Z,2,REGULAR,steal,,[],1628389,,,1610612748,39,34,2022-02-01T01:29:14Z,2450000,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M56.00S,2022-02-01T01:29:16.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,5.601182654402102,50.245098039215684,1610612748,39,34,2022-02-01T01:29:27Z,2460000,-1.0,0.0,1,left,MISS C. Martin running Layup,[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,,,,,,Missed,,,,,0.12,,,,,,,,,
253,PT03M54.00S,2022-02-01T01:29:18.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,39,34,2022-02-01T01:29:27Z,2470000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,252.0,5.0,4.0,1.0,,,,,,,,,,
254,PT03M52.00S,2022-02-01T01:29:20.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203935,92.85479632063075,48.77450980392157,1610612738,41,34,2022-02-01T01:29:32Z,2480000,-6.0,15.0,1,right,M. Smart running DUNK (10 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,,,,,,Made,,,,,1.59,,,,,,10.0,J. Tatum,1628369.0,2.0
256,PT03M26.00S,2022-02-01T01:29:47.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628997,5.732588699080158,50.0,1610612748,41,36,2022-02-01T01:30:38Z,2500000,0.0,1.0,1,left,C. Martin driving DUNK (9 PTS) (B. Adebayo 3 AST),"[1628997, 1628389]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,,,,Made,,,,,0.14,,,,,,9.0,B. Adebayo,1628389.0,3.0
258,PT03M11.00S,2022-02-01T01:30:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.32917214191852,48.529411764705884,1610612738,43,36,2022-02-01T01:30:10Z,2520000,-7.0,20.0,1,right,J. Brown driving finger roll Layup (11 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,,,,,,Made,,,,,2.1,,,,,,11.0,,,
259,PT02M54.00S,2022-02-01T01:30:25.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626196,,,1610612748,43,36,2022-02-01T01:30:45Z,2530000,,,0,,J. Richardson shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1626196, 1628389]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,2882.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
261,PT02M54.00S,2022-02-01T01:30:57.0Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,43,37,2022-02-01T01:31:32Z,2550000,,,0,,B. Adebayo Free Throw 1 of 2 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,Made,,,,,,,,,,,3.0,,,
262,PT02M54.00S,2022-02-01T01:31:05.1Z,2,REGULAR,substitution,out,[],1629639,,,1610612748,43,37,2022-02-01T01:31:10Z,2560000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M54.00S,2022-02-01T01:31:05.1Z,2,REGULAR,substitution,in,[],1629657,,,1610612748,43,37,2022-02-01T01:31:10Z,2570000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M54.00S,2022-02-01T01:30:57.0Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,43,37,2022-02-01T01:31:32Z,2580000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,Missed,,,,,,,,,,,,,,
265,PT02M54.00S,2022-02-01T01:30:57.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,43,37,2022-02-01T01:31:32Z,2590000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,264.0,6.0,5.0,1.0,,,,,,,,,,
266,PT02M40.00S,2022-02-01T01:31:39.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,70.77858081471747,21.813725490196077,1610612738,43,37,2022-02-01T01:31:44Z,2600000,-141.0,222.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,26.31,,,,,,,,,
267,PT02M37.00S,2022-02-01T01:31:42.8Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,43,37,2022-02-01T01:31:44Z,2610000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,266.0,2.0,1.0,1.0,,,,,,,,,,
268,PT02M36.00S,2022-02-01T01:31:45.0Z,2,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,43,37,2022-02-01T01:32:21Z,2620000,,,0,,M. Strus shooting personal FOUL (1 PF) (Brown 2 FT),"[1629622, 1627759]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,1626302.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
270,PT02M36.00S,2022-02-01T01:32:06.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,44,37,2022-02-01T01:32:06Z,2640000,,,0,,J. Brown Free Throw 1 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,12.0,,,
271,PT02M36.00S,2022-02-01T01:32:19.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,45,37,2022-02-01T01:32:19Z,2650000,,,0,,J. Brown Free Throw 2 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,13.0,,,
272,PT02M25.00S,2022-02-01T01:32:32.1Z,2,REGULAR,3pt,Jump Shot,[],1629622,33.196452036793694,45.588235294117645,1610612748,45,40,2022-02-01T01:32:37Z,2660000,22.0,260.0,1,left,M. Strus 26' 3PT  (12 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Made,,,,,26.04,,,,,,12.0,G. Vincent,1629216.0,2.0
