actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
457,PT12M00.00S,2022-02-01T02:18:04.2Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612748,94,70,2022-02-01T02:18:48Z,4490000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2022-02-01T02:18:04.2Z,4,REGULAR,substitution,out,['startperiod'],203473,,,1610612748,94,70,2022-02-01T02:18:48Z,4500000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2022-02-01T02:18:04.2Z,4,REGULAR,substitution,out,['startperiod'],1629130,,,1610612748,94,70,2022-02-01T02:18:48Z,4510000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2022-02-01T02:18:04.2Z,4,REGULAR,substitution,out,['startperiod'],1629657,,,1610612748,94,70,2022-02-01T02:18:48Z,4520000,,,0,,SUB out: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2022-02-01T02:18:04.2Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612748,94,70,2022-02-01T02:18:48Z,4530000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2022-02-01T02:18:04.2Z,4,REGULAR,substitution,in,['startperiod'],1629735,,,1610612748,94,70,2022-02-01T02:18:48Z,4540000,,,0,,SUB in: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2022-02-01T02:18:04.2Z,4,REGULAR,substitution,in,['startperiod'],1629622,,,1610612748,94,70,2022-02-01T02:18:48Z,4550000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2022-02-01T02:18:04.2Z,4,REGULAR,substitution,in,['startperiod'],1629216,,,1610612748,94,70,2022-02-01T02:18:48Z,4560000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2022-02-01T02:18:52.1Z,4,REGULAR,period,start,[],0,,,1610612738,94,70,2022-02-01T02:18:52Z,4570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT11M49.00S,2022-02-01T02:19:02.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,5.469776609724048,54.65686274509803,1610612738,94,70,2022-02-01T02:19:08Z,4580000,-23.0,-1.0,1,left,MISS A. Horford alley-oop DUNK,[201143],1610612738.0,BOS,alley-oop,,,Horford,A. Horford,,,,,,,,,,Missed,,,,,2.33,,,,,,,,,
467,PT11M47.00S,2022-02-01T02:19:04.4Z,4,REGULAR,rebound,defensive,[],1629216,,,1610612748,94,70,2022-02-01T02:19:08Z,4590000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,466.0,1.0,1.0,0.0,,,,,,,,,,
468,PT11M41.00S,2022-02-01T02:19:11.7Z,4,REGULAR,foul,personal,['2freethrow'],201143,,,1610612748,94,70,2022-02-01T02:19:19Z,4600000,,,0,,A. Horford shooting personal FOUL (2 PF) (Herro 2 FT),"[201143, 1629639]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,201245.0,2.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
470,PT11M41.00S,2022-02-01T02:19:37.1Z,4,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,94,70,2022-02-01T02:19:37Z,4620000,,,0,,MISS T. Herro Free Throw 1 of 2,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,,,,,,,,,,
471,PT11M41.00S,2022-02-01T02:19:37.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,94,70,2022-02-01T02:19:37Z,4630000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,
472,PT11M41.00S,2022-02-01T02:19:49.9Z,4,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,94,71,2022-02-01T02:19:49Z,4640000,,,0,,T. Herro Free Throw 2 of 2 (13 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Made,,,,,,,,,,,13.0,,,
473,PT11M34.00S,2022-02-01T02:20:05.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,94,71,2022-02-01T02:20:05Z,4650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT11M29.00S,2022-02-01T02:20:22.2Z,4,REGULAR,turnover,out-of-bounds,[],1626196,,,1610612738,94,71,2022-02-01T02:20:30Z,4660000,,,0,,J. Richardson step out-of-bounds TURNOVER (2 TO),[1626196],1610612738.0,BOS,step,,,Richardson,J. Richardson,,,,,1626302.0,,,,,,,,,,,,,2.0,,,,,,
475,PT11M16.00S,2022-02-01T02:20:43.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629216,79.188567674113,35.53921568627451,1610612748,94,71,2022-02-01T02:24:00Z,4670000,-72.0,143.0,1,right,MISS G. Vincent 16' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,,,Missed,,,,,16.03,,,,,,,,,
476,PT11M13.00S,2022-02-01T02:20:46.2Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,94,71,2022-02-01T02:20:52Z,4680000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,475.0,6.0,5.0,1.0,,,,,,,,,,
477,PT11M09.00S,2022-02-01T02:20:52.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203471,7.835085413929041,38.72549019607843,1610612738,96,71,2022-02-01T02:21:28Z,4690000,56.0,21.0,1,left,D. Schroder 6' driving Layup (2 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,,,,,,Made,,,,,6.02,,,,,,2.0,,,
478,PT11M09.00S,2022-02-01T02:21:02.1Z,4,REGULAR,violation,defensive goaltending,[],1629735,,,1610612738,96,71,2022-02-01T02:25:06Z,4700000,,,0,,C. Silva defensive goaltending VIOLATION,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,201245.0,,,,,,,,,,,,,,,,,,,
479,PT11M09.00S,2022-02-01T02:21:09.4Z,4,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612738,96,71,2022-02-01T02:21:48Z,4710000,,,0,,G. Vincent shooting personal FOUL (4 PF) (Schroder 1 FT),"[1629216, 203471]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,201245.0,4.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
481,PT11M09.00S,2022-02-01T02:21:25.2Z,4,REGULAR,freethrow,1 of 1,[],203471,,,1610612738,96,71,2022-02-01T02:21:25Z,4730000,,,0,,MISS D. Schroder Free Throw 1 of 1,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,Missed,,,,,,,,,,,,,,
482,PT11M05.00S,2022-02-01T02:21:26.1Z,4,REGULAR,rebound,defensive,[],1629735,,,1610612748,96,71,2022-02-01T02:21:26Z,4740000,,,0,,C. Silva REBOUND (Off:1 Def:4),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,481.0,5.0,4.0,1.0,,,,,,,,,,
483,PT10M55.00S,2022-02-01T02:21:36.1Z,4,REGULAR,3pt,Jump Shot,[],1629639,69.99014454664915,23.774509803921568,1610612748,96,71,2022-02-01T02:21:54Z,4750000,-131.0,230.0,1,right,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,26.44,,,,,,,,,
484,PT10M52.00S,2022-02-01T02:21:38.7Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,96,71,2022-02-01T02:21:38Z,4760000,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,483.0,7.0,6.0,1.0,,,,,,,,,,
485,PT10M46.00S,2022-02-01T02:21:46.8Z,4,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,96,71,2022-02-01T02:21:57Z,4770000,,,0,,M. Strus shooting personal FOUL (2 PF) (Schroder 2 FT),"[1629622, 203471]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,2882.0,2.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
487,PT10M46.00S,2022-02-01T02:22:12.5Z,4,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,97,71,2022-02-01T02:22:12Z,4790000,,,0,,D. Schroder Free Throw 1 of 2 (3 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,Made,,,,,,,,,,,3.0,,,
488,PT10M46.00S,2022-02-01T02:22:29.2Z,4,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,98,71,2022-02-01T02:22:29Z,4800000,,,0,,D. Schroder Free Throw 2 of 2 (4 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,Made,,,,,,,,,,,4.0,,,
489,PT10M28.00S,2022-02-01T02:22:49.1Z,4,REGULAR,3pt,Jump Shot,[],1629622,92.32917214191852,3.1862745098039214,1610612748,98,71,2022-02-01T02:22:54Z,4810000,-234.0,20.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,23.49,,,,,,,,,
490,PT10M24.00S,2022-02-01T02:22:53.1Z,4,REGULAR,rebound,offensive,[],1629216,,,1610612748,98,71,2022-02-01T02:22:54Z,4820000,,,0,,G. Vincent REBOUND (Off:1 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,489.0,2.0,1.0,1.0,,,,,,,,,,
491,PT10M23.00S,2022-02-01T02:22:54.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,93.9060446780552,3.6764705882352944,1610612748,98,74,2022-02-01T02:22:59Z,4830000,-232.0,5.0,1,right,M. Strus 3PT  (21 PTS) (G. Vincent 8 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Made,,,,,23.16,,,,,,21.0,G. Vincent,1629216.0,8.0
493,PT10M07.00S,2022-02-01T02:23:09.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,11.645860709592641,39.46078431372549,1610612738,100,74,2022-02-01T02:23:14Z,4850000,53.0,57.0,1,left,J. Brown 7' driving Layup (27 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Made,,,,,7.76,,,,,,27.0,,,
494,PT09M55.00S,2022-02-01T02:23:24.9Z,4,REGULAR,foul,offensive,[],1629735,,,1610612748,100,74,2022-02-01T02:23:34Z,4860000,,,0,,C. Silva offensive FOUL (2 PF),"[1629735, 203471]",1610612748.0,MIA,,,,Silva,C. Silva,,,,,1626302.0,2.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
496,PT09M55.00S,2022-02-01T02:23:24.9Z,4,REGULAR,turnover,offensive foul,[],1629735,,,1610612748,100,74,2022-02-01T02:23:24Z,4880000,,,0,,C. Silva offensive foul TURNOVER (2 TO),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,1626302.0,,,,,,,,,,,,,2.0,,,,,,
497,PT09M48.00S,2022-02-01T02:23:47.2Z,4,REGULAR,turnover,bad pass,[],1629684,,,1610612738,100,74,2022-02-01T02:23:52Z,4890000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1629216]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,1.0,Vincent,1629216.0,,,,
498,PT09M48.00S,2022-02-01T02:23:47.2Z,4,REGULAR,steal,,[],1629216,,,1610612748,100,74,2022-02-01T02:23:49Z,4900000,,,0,,G. Vincent STEAL (2 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
499,PT09M39.00S,2022-02-01T02:23:55.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,79.71419185282524,6.61764705882353,1610612748,100,74,2022-02-01T02:24:01Z,4910000,-217.0,138.0,1,right,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,25.72,,,,,,,,,
500,PT09M36.00S,2022-02-01T02:23:58.7Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,100,74,2022-02-01T02:23:58Z,4920000,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,499.0,3.0,2.0,1.0,,,,,,,,,,
501,PT09M33.00S,2022-02-01T02:24:01.3Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,89.43823915900131,50.49019607843137,1610612748,100,74,2022-02-01T02:24:08Z,4930000,2.0,47.0,1,right,MISS B. Adebayo turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,,,,,,Missed,,,,,4.69,,,,,,,,,
502,PT09M31.00S,2022-02-01T02:24:03.3Z,4,REGULAR,rebound,offensive,[],1629735,,,1610612748,100,74,2022-02-01T02:24:08Z,4940000,,,0,,C. Silva REBOUND (Off:2 Def:4),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,501.0,6.0,4.0,2.0,,,,,,,,,,
503,PT09M28.00S,2022-02-01T02:24:06.6Z,4,REGULAR,turnover,bad pass,[],1629735,,,1610612748,100,74,2022-02-01T02:24:11Z,4950000,,,0,,C. Silva bad pass TURNOVER (3 TO),"[1629735, 1627759]",1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,3.0,Brown,1627759.0,,,,
504,PT09M28.00S,2022-02-01T02:24:06.6Z,4,REGULAR,steal,,[],1627759,,,1610612738,100,74,2022-02-01T02:24:08Z,4960000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M23.00S,2022-02-01T02:24:12.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203471,31.488173455978973,51.71568627450981,1610612738,100,74,2022-02-01T02:24:23Z,4970000,-9.0,243.0,1,left,MISS D. Schroder 24' running 3PT,[203471],1610612738.0,BOS,running,,,Schroder,D. Schroder,,,,,,,,,,Missed,,,,,24.37,,,,,,,,,
506,PT09M20.00S,2022-02-01T02:24:15.0Z,4,REGULAR,rebound,defensive,[],1629216,,,1610612748,100,74,2022-02-01T02:24:23Z,4980000,,,0,,G. Vincent REBOUND (Off:1 Def:2),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,505.0,3.0,2.0,1.0,,,,,,,,,,
507,PT09M13.00S,2022-02-01T02:24:22.9Z,4,REGULAR,foul,personal,[],1629684,,,1610612748,100,74,2022-02-01T02:24:33Z,4990000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1628389]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,201245.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
509,PT09M07.00S,2022-02-01T02:24:47.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,92.46057818659659,48.77450980392157,1610612748,100,74,2022-02-01T02:29:24Z,5010000,-6.0,18.0,1,right,MISS M. Strus cutting Layup,[1629622],1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,1.94,,,,,,,,,
510,PT09M04.00S,2022-02-01T02:24:50.1Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,100,74,2022-02-01T02:24:54Z,5020000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,509.0,2.0,1.0,1.0,,,,,,,,,,
511,PT09M01.00S,2022-02-01T02:24:52.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201143,26.363337713534822,15.441176470588236,1610612738,100,74,2022-02-01T02:25:02Z,5030000,173.0,195.0,1,left,MISS A. Horford 26' running 3PT,[201143],1610612738.0,BOS,running,,,Horford,A. Horford,,,,,,,,,,Missed,,,,,26.08,,,,,,,,,
512,PT08M58.00S,2022-02-01T02:24:55.5Z,4,REGULAR,rebound,defensive,[],1629735,,,1610612748,100,74,2022-02-01T02:25:02Z,5040000,,,0,,C. Silva REBOUND (Off:2 Def:5),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,511.0,7.0,5.0,2.0,,,,,,,,,,
513,PT08M49.00S,2022-02-01T02:25:05.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,87.99277266754271,37.5,1610612748,100,74,2022-02-01T02:33:37Z,5050000,-62.0,60.0,1,right,MISS B. Adebayo 8' turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,,,,,,Missed,,,,,8.69,,,,,,,,,
514,PT08M47.00S,2022-02-01T02:25:07.9Z,4,REGULAR,rebound,offensive,[],1629735,,,1610612748,100,74,2022-02-01T02:33:37Z,5060000,,,0,,C. Silva REBOUND (Off:3 Def:5),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,513.0,8.0,5.0,3.0,,,,,,,,,,
559,PT08M46.00S,2022-02-01T02:25:10.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629735,91.93495400788436,51.71568627450981,1610612748,100,74,2022-02-01T02:34:32Z,5065000,9.0,23.0,1,right,MISS C. Silva Layup - blocked,"[1629735, 203471]",1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,Missed,,,,,2.48,Schroder,203471.0,,,,,,,
560,PT08M46.00S,2022-02-01T02:25:10.2Z,4,REGULAR,block,,[],203471,,,1610612748,100,74,2022-02-01T02:33:17Z,5067500,,,0,,D. Schroder BLOCK (1 BLK),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M45.00S,2022-02-01T02:25:11.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,100,74,2022-02-01T02:33:46Z,5068750,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,559.0,,,,,,,,,,,,,
515,PT08M45.00S,2022-02-01T02:25:14.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,100,74,2022-02-01T02:25:14Z,5070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M39.00S,2022-02-01T02:25:29.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,65.78515111695138,46.81372549019608,1610612748,100,74,2022-02-01T02:33:17Z,5080000,-16.0,269.0,1,right,MISS T. Herro 26' step back 3PT,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,26.96,,,,,,,,,
517,PT08M37.00S,2022-02-01T02:25:32.8Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,100,74,2022-02-01T02:25:32Z,5090000,,,0,,B. Adebayo REBOUND (Off:2 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,516.0,4.0,2.0,2.0,,,,,,,,,,
518,PT08M36.00S,2022-02-01T02:25:34.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,70.90998685939553,79.41176470588235,1610612748,100,74,2022-02-01T02:25:46Z,5100000,147.0,221.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,26.54,,,,,,,,,
519,PT08M32.00S,2022-02-01T02:25:38.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,100,74,2022-02-01T02:31:59Z,5110000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,
520,PT08M32.00S,2022-02-01T02:25:41.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,100,74,2022-02-01T02:25:41Z,5120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M12.00S,2022-02-01T02:26:13.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201143,11.251642575558476,44.6078431372549,1610612738,100,74,2022-02-01T02:26:18Z,5130000,27.0,53.0,1,left,MISS A. Horford Hook,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Missed,,,,,5.97,,,,,,,,,
522,PT08M10.00S,2022-02-01T02:26:15.2Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,100,74,2022-02-01T02:26:18Z,5140000,,,0,,B. Adebayo REBOUND (Off:2 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,521.0,5.0,3.0,2.0,,,,,,,,,,
523,PT08M06.00S,2022-02-01T02:26:19.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,75.90341655716163,12.745098039215685,1610612748,100,74,2022-02-01T02:26:26Z,5150000,-186.0,174.0,1,right,MISS T. Herro 25' running 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,25.49,,,,,,,,,
524,PT08M03.00S,2022-02-01T02:26:22.5Z,4,REGULAR,rebound,defensive,[],203471,,,1610612738,100,74,2022-02-01T02:26:30Z,5160000,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,523.0,2.0,2.0,0.0,,,,,,,,,,
525,PT07M54.00S,2022-02-01T02:26:31.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,25.706307490144546,82.35294117647058,1610612738,100,74,2022-02-01T02:26:38Z,5170000,-162.0,189.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,24.89,,,,,,,,,
526,PT07M51.00S,2022-02-01T02:26:34.8Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,100,74,2022-02-01T02:26:38Z,5180000,,,0,,A. Horford REBOUND (Off:2 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,525.0,8.0,6.0,2.0,,,,,,,,,,
527,PT07M46.00S,2022-02-01T02:26:40.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,20.844283837056505,49.26470588235294,1610612738,102,74,2022-02-01T02:26:45Z,5190000,4.0,143.0,1,left,J. Brown 14' pullup Jump Shot (29 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,Made,,,,,14.34,,,,,,29.0,,,
528,PT07M44.00S,2022-02-01T02:26:50.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,102,74,2022-02-01T02:26:50Z,5200000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M44.00S,2022-02-01T02:29:16.9Z,4,REGULAR,substitution,out,[],1627759,,,1610612748,102,74,2022-02-01T02:29:36Z,5210000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M44.00S,2022-02-01T02:29:16.9Z,4,REGULAR,substitution,in,[],1630174,,,1610612748,102,74,2022-02-01T02:29:36Z,5220000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M27.00S,2022-02-01T02:29:58.5Z,4,REGULAR,3pt,Jump Shot,[],1629216,72.7496714848883,15.931372549019606,1610612748,102,77,2022-02-01T02:30:03Z,5230000,-170.0,204.0,1,right,G. Vincent 26' 3PT  (7 PTS) (T. Herro 3 AST),"[1629216, 1629639]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,Made,,,,,26.55,,,,,,7.0,T. Herro,1629639.0,3.0
533,PT06M58.00S,2022-02-01T02:30:27.5Z,4,REGULAR,2pt,Jump Shot,[],1626196,5.469776609724048,76.47058823529412,1610612738,104,77,2022-02-01T02:30:34Z,5250000,-132.0,-1.0,1,left,J. Richardson 13' fadeaway Jump Shot (11 PTS),[1626196],1610612738.0,BOS,fadeaway,,,Richardson,J. Richardson,,,,,,,,,,Made,,,,,13.24,,,,,,11.0,,,
534,PT06M42.00S,2022-02-01T02:30:43.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,87.72996057818659,53.92156862745098,1610612748,104,77,2022-02-01T02:30:48Z,5260000,20.0,63.0,1,right,MISS B. Adebayo 6' turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,,,,,,Missed,,,,,6.58,,,,,,,,,
535,PT06M40.00S,2022-02-01T02:30:45.0Z,4,REGULAR,rebound,defensive,[],1626196,,,1610612738,104,77,2022-02-01T02:30:48Z,5270000,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,534.0,2.0,2.0,0.0,,,,,,,,,,
536,PT06M22.00S,2022-02-01T02:31:04.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,5.601182654402102,57.59803921568627,1610612738,106,77,2022-02-01T02:31:11Z,5280000,-38.0,0.0,1,left,G. Williams turnaround bank Jump Shot (10 PTS),[1629684],1610612738.0,BOS,turnaround bank,,,Williams,G. Williams,,,,,,,,,,Made,,,,,3.8,,,,,,10.0,,,
537,PT06M00.00S,2022-02-01T02:31:25.2Z,4,REGULAR,3pt,Jump Shot,[],1629216,70.25295663600527,21.323529411764707,1610612748,106,80,2022-02-01T02:31:30Z,5290000,-143.0,227.0,1,right,G. Vincent 26' 3PT pullup (10 PTS) (B. Adebayo 5 AST),"[1629216, 1628389]",1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,,,Made,,,,,26.86,,,,,,10.0,B. Adebayo,1628389.0,5.0
