actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
183,PT09M39.00S,2022-02-12T01:14:45.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,95.3515111695138,95.58823529411765,1610612738,35,37,2022-02-12T01:14:54Z,1760000,228.0,-9.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,22.81,Missed,,,,,,,,,,,,,,,,
184,PT09M37.00S,2022-02-12T01:14:47.4Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,35,37,2022-02-12T01:14:54Z,1770000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,183.0,2.0,2.0,0.0,,,,
185,PT09M31.00S,2022-02-12T01:15:00.6Z,2,REGULAR,foul,personal,[],1630202,,,1610612743,35,37,2022-02-12T01:15:03Z,1780000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1630267]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,1204.0,,,,,,,,1.0,0.0,Campazzo,1630267.0,,,,,,,,
187,PT09M17.00S,2022-02-12T01:15:26.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630267,12.565703022339028,58.333333333333336,1610612743,35,37,2022-02-12T01:15:33Z,1800000,-42.0,66.0,1,left,MISS F. Campazzo 7' turnaround Hook,[1630267],1610612743.0,DEN,turnaround,,,Campazzo,F. Campazzo,,,,,,,7.77,Missed,,,,,,,,,,,,,,,,
188,PT09M15.00S,2022-02-12T01:15:28.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,35,37,2022-02-12T01:15:33Z,1810000,,,0,,A. Horford REBOUND (Off:3 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,187.0,7.0,4.0,3.0,,,,
189,PT09M11.00S,2022-02-12T01:15:34.2Z,2,REGULAR,foul,personal,[],1630267,,,1610612738,35,37,2022-02-12T01:17:24Z,1820000,,,0,,F. Campazzo take personal FOUL (2 PF),"[1630267, 1628369]",1610612743.0,DEN,take,,,Campazzo,F. Campazzo,,,,,2534.0,,,,,,,,2.0,0.0,Tatum,1628369.0,,,,,,,,
191,PT09M04.00S,2022-02-12T01:15:58.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.24901445466492,49.50980392156863,1610612738,37,37,2022-02-12T01:16:08Z,1840000,-2.0,11.0,1,right,J. Tatum driving finger roll Layup (11 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,1.13,Made,11.0,A. Horford,201143.0,1.0,,,,,,,,,,,,
193,PT08M50.00S,2022-02-12T01:16:15.4Z,2,REGULAR,foul,personal,[],1630202,,,1610612743,37,37,2022-02-12T01:16:28Z,1860000,,,0,,P. Pritchard personal FOUL (2 PF),"[1630202, 1630267]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,1626300.0,,,,,,,,2.0,0.0,Campazzo,1630267.0,,,,,,,,
195,PT08M50.00S,2022-02-12T01:16:22.4Z,2,REGULAR,substitution,out,[],1628369,,,1610612743,37,37,2022-02-12T01:16:32Z,1880000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M50.00S,2022-02-12T01:16:22.4Z,2,REGULAR,substitution,out,[],1630202,,,1610612743,37,37,2022-02-12T01:16:32Z,1890000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M50.00S,2022-02-12T01:16:22.4Z,2,REGULAR,substitution,out,[],201143,,,1610612743,37,37,2022-02-12T01:16:32Z,1900000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M50.00S,2022-02-12T01:16:22.4Z,2,REGULAR,substitution,in,[],1629057,,,1610612743,37,37,2022-02-12T01:16:32Z,1910000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M50.00S,2022-02-12T01:16:22.4Z,2,REGULAR,substitution,in,[],203935,,,1610612743,37,37,2022-02-12T01:16:32Z,1920000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M50.00S,2022-02-12T01:16:22.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612743,37,37,2022-02-12T01:16:32Z,1930000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M43.00S,2022-02-12T01:16:51.8Z,2,REGULAR,3pt,Jump Shot,[],203210,32.14520367936925,50.49019607843137,1610612743,37,37,2022-02-12T01:16:57Z,1940000,-2.0,250.0,1,left,MISS J. Green 24' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,24.97,Missed,,,,,,,,,,,,,,,,
202,PT08M40.00S,2022-02-12T01:16:54.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,37,37,2022-02-12T01:16:57Z,1950000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,201.0,1.0,1.0,0.0,,,,
203,PT08M35.00S,2022-02-12T01:16:59.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,94.82588699080158,95.09803921568627,1610612738,37,37,2022-02-12T01:18:20Z,1960000,225.0,-4.0,1,right,MISS D. White running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,,,22.55,Missed,,,,,,,,,,,,,,,,
204,PT08M33.00S,2022-02-12T01:17:01.7Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,37,37,2022-02-12T01:17:01Z,1970000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,203.0,1.0,0.0,1.0,,,,
205,PT08M31.00S,2022-02-12T01:17:03.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,92.46057818659659,50.73529411764706,1610612738,39,37,2022-02-12T01:17:13Z,1980000,4.0,18.0,1,right,G. Williams putback Layup (5 PTS),[1629684],1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,,,1.88,Made,5.0,,,,,,,,,,,,,,,
206,PT08M09.00S,2022-02-12T01:17:26.7Z,2,REGULAR,3pt,Jump Shot,[],1630267,27.94021024967148,80.88235294117648,1610612743,39,37,2022-02-12T01:18:36Z,1990000,-154.0,210.0,1,left,MISS F. Campazzo 26' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,26.07,Missed,,,,,,,,,,,,,,,,
207,PT08M07.00S,2022-02-12T01:17:28.7Z,2,REGULAR,rebound,offensive,[],203085,,,1610612743,39,37,2022-02-12T01:18:36Z,2000000,,,0,,A. Rivers REBOUND (Off:1 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,206.0,2.0,1.0,1.0,,,,
208,PT08M06.00S,2022-02-12T01:17:33.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203085,5.590000152587891,50.0,1610612743,39,39,2022-02-12T01:18:43Z,2010000,0.0,0.0,1,left,A. Rivers tip Layup (2 PTS),[203085],1610612743.0,DEN,tip,,,Rivers,A. Rivers,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,
209,PT07M48.00S,2022-02-12T01:17:46.5Z,2,REGULAR,3pt,Jump Shot,[],1628401,87.86136662286465,96.07843137254902,1610612738,39,39,2022-02-12T01:17:59Z,2020000,230.0,62.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,23.85,Missed,,,,,,,,,,,,,,,,
210,PT07M46.00S,2022-02-12T01:17:48.5Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,39,39,2022-02-12T01:17:59Z,2030000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,209.0,1.0,1.0,0.0,,,,
211,PT07M29.00S,2022-02-12T01:18:06.0Z,2,REGULAR,turnover,out-of-bounds,[],203085,,,1610612743,39,39,2022-02-12T01:18:17Z,2040000,,,0,,A. Rivers bad pass out-of-bounds TURNOVER (1 TO),[203085],1610612743.0,DEN,bad pass,,,Rivers,A. Rivers,,,,,2534.0,1.0,,,,,,,,,,,,,,,,,,
212,PT07M26.00S,2022-02-12T01:18:18.3Z,2,REGULAR,foul,offensive,[],1628401,,,1610612738,39,39,2022-02-12T01:20:14Z,2050000,,,0,,D. White offensive FOUL (1 PF),"[1628401, 1630267]",1610612738.0,BOS,,,,White,D. White,,,,,1626300.0,,,,,,,,1.0,0.0,Campazzo,1630267.0,,,,,,,,
214,PT07M26.00S,2022-02-12T01:18:18.3Z,2,REGULAR,turnover,offensive foul,[],1628401,,,1610612738,39,39,2022-02-12T01:18:18Z,2070000,,,0,,D. White offensive foul TURNOVER (1 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,1626300.0,1.0,,,,,,,,,,,,,,,,,,
215,PT07M26.00S,2022-02-12T01:18:24.5Z,2,REGULAR,substitution,out,[],203210,,,1610612743,39,39,2022-02-12T01:18:37Z,2080000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M26.00S,2022-02-12T01:18:24.5Z,2,REGULAR,substitution,out,[],1627854,,,1610612743,39,39,2022-02-12T01:18:37Z,2090000,,,0,,SUB out: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M26.00S,2022-02-12T01:18:24.5Z,2,REGULAR,substitution,in,[],203999,,,1610612743,39,39,2022-02-12T01:18:37Z,2100000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M26.00S,2022-02-12T01:18:24.5Z,2,REGULAR,substitution,in,[],201145,,,1610612743,39,39,2022-02-12T01:18:37Z,2110000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M15.00S,2022-02-12T01:18:54.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630267,17.559132720105126,4.901960784313726,1610612743,39,42,2022-02-12T01:18:58Z,2120000,225.0,113.0,1,left,F. Campazzo 25' 3PT  (8 PTS) (N. Jokic 5 AST),"[1630267, 203999]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,25.2,Made,8.0,N. Jokic,203999.0,5.0,,,,,,,,,,,,
221,PT06M52.00S,2022-02-12T01:19:16.9Z,2,REGULAR,2pt,Jump Shot,[],1627759,78.40013140604468,66.91176470588235,1610612738,41,42,2022-02-12T01:19:21Z,2140000,85.0,151.0,1,right,J. Brown 17' pullup Jump Shot (6 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,17.26,Made,6.0,,,,,,,,,,,,,,,
222,PT06M35.00S,2022-02-12T01:19:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,6.521024967148489,43.627450980392155,1610612743,41,42,2022-02-12T01:19:55Z,2150000,32.0,9.0,1,left,MISS Z. Nnaji cutting Layup - blocked,"[1630192, 1629684]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,,,3.31,Missed,,,,,,,,,,,,,,,Williams,1629684.0
223,PT06M35.00S,2022-02-12T01:19:36.7Z,2,REGULAR,block,,[],1629684,,,1610612743,41,42,2022-02-12T01:19:39Z,2160000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M33.00S,2022-02-12T01:19:38.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,41,42,2022-02-12T01:19:55Z,2170000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,222.0,,,,,,,
225,PT06M33.00S,2022-02-12T01:19:41.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,41,42,2022-02-12T01:19:41Z,2180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M33.00S,2022-02-12T01:19:42.1Z,2,REGULAR,substitution,out,[],203085,,,1610612743,41,42,2022-02-12T01:19:53Z,2190000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M33.00S,2022-02-12T01:19:42.1Z,2,REGULAR,substitution,in,[],203115,,,1610612743,41,42,2022-02-12T01:19:53Z,2200000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M33.00S,2022-02-12T01:20:09.3Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612743,41,42,2022-02-12T01:20:09Z,2210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M25.00S,2022-02-12T01:21:02.0Z,2,REGULAR,turnover,lost ball,[],203115,,,1610612743,41,42,2022-02-12T01:21:06Z,2220000,,,0,,W. Barton lost ball TURNOVER (1 TO),"[203115, 203935]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,1.0,,,,,,,,,,,,,,,Smart,203935.0,,
230,PT06M25.00S,2022-02-12T01:21:02.0Z,2,REGULAR,steal,,[],203935,,,1610612738,41,42,2022-02-12T01:21:03Z,2230000,,,0,,M. Smart STEAL (4 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M20.00S,2022-02-12T01:21:07.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627759,95.22010512483574,3.431372549019608,1610612738,41,42,2022-02-12T01:21:14Z,2240000,-233.0,-8.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,
232,PT06M17.00S,2022-02-12T01:21:10.6Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,41,42,2022-02-12T01:21:14Z,2250000,,,0,,Z. Nnaji REBOUND (Off:0 Def:3),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,231.0,3.0,3.0,0.0,,,,
233,PT06M03.00S,2022-02-12T01:21:23.9Z,2,REGULAR,3pt,Jump Shot,[],1630267,1.7904073587385019,97.05882352941177,1610612743,41,45,2022-02-12T01:21:28Z,2260000,-235.0,-36.0,1,left,F. Campazzo 3PT  (11 PTS) (N. Jokic 6 AST),"[1630267, 203999]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,23.8,Made,11.0,N. Jokic,203999.0,6.0,,,,,,,,,,,,
235,PT05M41.00S,2022-02-12T01:21:45.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,77.7431011826544,9.068627450980392,1610612738,44,45,2022-02-12T01:21:50Z,2280000,-205.0,157.0,1,right,G. Williams 25' 3PT  (8 PTS) (M. Smart 4 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,25.78,Made,8.0,M. Smart,203935.0,4.0,,,,,,,,,,,,
237,PT05M28.00S,2022-02-12T01:21:59.3Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612743,44,45,2022-02-12T01:22:07Z,2300000,,,0,,G. Williams shooting personal FOUL (2 PF) (Green 2 FT),"[1629684, 201145]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,2534.0,,,,,,,,2.0,0.0,Green,201145.0,,,,,,,,
239,PT05M28.00S,2022-02-12T01:22:27.9Z,2,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,44,46,2022-02-12T01:22:28Z,2320000,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
240,PT05M28.00S,2022-02-12T01:22:30.1Z,2,REGULAR,substitution,out,[],1628401,,,1610612743,44,46,2022-02-12T01:22:40Z,2330000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M28.00S,2022-02-12T01:22:30.1Z,2,REGULAR,substitution,out,[],1630267,,,1610612743,44,46,2022-02-12T01:22:40Z,2340000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M28.00S,2022-02-12T01:22:30.1Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,44,46,2022-02-12T01:22:40Z,2350000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M28.00S,2022-02-12T01:22:30.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612743,44,46,2022-02-12T01:22:40Z,2360000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M28.00S,2022-02-12T01:22:30.1Z,2,REGULAR,substitution,in,[],203932,,,1610612743,44,46,2022-02-12T01:22:40Z,2370000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M28.00S,2022-02-12T01:22:30.1Z,2,REGULAR,substitution,in,[],1630538,,,1610612743,44,46,2022-02-12T01:22:40Z,2380000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M28.00S,2022-02-12T01:23:06.9Z,2,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,44,47,2022-02-12T01:23:06Z,2390000,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
247,PT05M17.00S,2022-02-12T01:23:10.2Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,44,47,2022-02-12T01:23:14Z,2400000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 203932]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,2.0,,,,,,,,,,,,,,,Gordon,203932.0,,
248,PT05M17.00S,2022-02-12T01:23:10.2Z,2,REGULAR,steal,,[],203932,,,1610612743,44,47,2022-02-12T01:23:11Z,2410000,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M09.00S,2022-02-12T01:23:19.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201145,32.933639947437584,34.55882352941176,1610612743,44,47,2022-02-12T01:24:01Z,2420000,77.0,257.0,1,left,MISS J. Green 26' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,26.84,Missed,,,,,,,,,,,,,,,,
250,PT05M07.00S,2022-02-12T01:23:21.4Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,44,47,2022-02-12T01:24:01Z,2430000,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,249.0,2.0,1.0,1.0,,,,
251,PT05M06.00S,2022-02-12T01:23:26.4Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203932,5.590000152587891,50.0,1610612743,44,49,2022-02-12T01:24:07Z,2440000,0.0,0.0,1,left,A. Gordon putback DUNK (10 PTS),[203932],1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,
252,PT04M50.00S,2022-02-12T01:23:37.1Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,44,49,2022-02-12T01:23:53Z,2450000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 201145]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,1.0,,,,,,,,,,,,,,,Green,201145.0,,
253,PT04M50.00S,2022-02-12T01:23:37.1Z,2,REGULAR,steal,,[],201145,,,1610612743,44,49,2022-02-12T01:23:38Z,2460000,,,0,,J. Green STEAL (2 STL),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M50.00S,2022-02-12T01:23:45.5Z,2,REGULAR,foul,personal,[],1629057,,,1610612743,44,49,2022-02-12T01:24:57Z,2470000,,,0,,R. Williams III take personal FOUL (1 PF),"[1629057, 201145]",1610612738.0,BOS,take,,,Williams III,R. Williams III,,,,,2534.0,,,,,,,,1.0,0.0,Green,201145.0,,,,,,,,
256,PT04M42.00S,2022-02-12T01:24:02.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612743,44,49,2022-02-12T01:24:10Z,2490000,,,0,,J. Brown shooting personal FOUL (1 PF) (Gordon 2 FT),"[1627759, 203932]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,1626300.0,,,,,,,,1.0,0.0,Gordon,203932.0,,,,,,,,
258,PT04M42.00S,2022-02-12T01:24:28.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203932,,,1610612743,44,50,2022-02-12T01:24:59Z,2510000,,,0,,A. Gordon Free Throw 1 of 2 (11 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
259,PT04M42.00S,2022-02-12T01:24:29.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612743,44,50,2022-02-12T01:24:37Z,2520000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M42.00S,2022-02-12T01:24:29.3Z,2,REGULAR,substitution,in,[],201143,,,1610612743,44,50,2022-02-12T01:24:37Z,2530000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M42.00S,2022-02-12T01:24:28.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203932,,,1610612743,44,50,2022-02-12T01:24:59Z,2540000,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,
262,PT04M42.00S,2022-02-12T01:24:28.4Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,44,50,2022-02-12T01:24:59Z,2550000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,261.0,4.0,3.0,1.0,,,,
263,PT04M28.00S,2022-02-12T01:25:08.5Z,2,REGULAR,foul,personal,['2freethrow'],1630538,,,1610612738,44,50,2022-02-12T01:25:15Z,2560000,,,0,,B. Hyland shooting personal FOUL (2 PF) (Smart 2 FT),"[1630538, 203935]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,1204.0,,,,,,,,2.0,0.0,Smart,203935.0,,,,,,,,
265,PT04M28.00S,2022-02-12T01:25:38.3Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,44,50,2022-02-12T01:25:55Z,2580000,,,0,,MISS M. Smart Free Throw 1 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Missed,,,,,,,,,,,,,,,,
266,PT04M28.00S,2022-02-12T01:25:38.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,44,50,2022-02-12T01:25:55Z,2590000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,265.0,,,,,,,
267,PT04M28.00S,2022-02-12T01:25:38.3Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,44,50,2022-02-12T01:25:55Z,2600000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Missed,,,,,,,,,,,,,,,,
268,PT04M28.00S,2022-02-12T01:25:38.3Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,44,50,2022-02-12T01:25:55Z,2610000,,,0,,N. Jokic REBOUND (Off:3 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,267.0,8.0,5.0,3.0,,,,
269,PT04M15.00S,2022-02-12T01:26:05.5Z,2,REGULAR,turnover,bad pass,[],203999,,,1610612743,44,50,2022-02-12T01:27:19Z,2620000,,,0,,N. Jokic bad pass TURNOVER (7 TO),"[203999, 1627759]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,7.0,,,,,,,,,,,,,,,Brown,1627759.0,,
270,PT04M15.00S,2022-02-12T01:26:05.5Z,2,REGULAR,steal,,[],1627759,,,1610612738,44,50,2022-02-12T01:26:11Z,2630000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M13.00S,2022-02-12T01:26:15.1Z,2,REGULAR,foul,personal,[],203999,,,1610612738,44,50,2022-02-12T01:26:32Z,2640000,,,0,,N. Jokic personal FOUL (1 PF),"[203999, 203935]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,1204.0,,,,,,,,1.0,0.0,Smart,203935.0,,,,,,,,
273,PT03M49.00S,2022-02-12T01:26:51.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,94.03745072273325,49.01960784313725,1610612738,46,50,2022-02-12T01:28:54Z,2660000,-5.0,4.0,1,right,R. Williams III DUNK (4 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,0.6,Made,4.0,,,,,,,,,,,,,,,
275,PT03M42.00S,2022-02-12T01:27:00.4Z,2,REGULAR,2pt,Jump Shot,[],1630538,25.57490144546649,48.77450980392157,1610612743,46,52,2022-02-12T01:27:07Z,2680000,6.0,188.0,1,left,B. Hyland 18' pullup Jump Shot (4 PTS),[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,,,18.8,Made,4.0,,,,,,,,,,,,,,,
