actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
451,PT02M05.00S,2022-02-12T02:12:52.8Z,3,REGULAR,substitution,out,[],1628369,,,1610612743,76,74,2022-02-12T02:13:02Z,4430000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M05.00S,2022-02-12T02:12:52.8Z,3,REGULAR,substitution,out,[],203115,,,1610612743,76,74,2022-02-12T02:13:02Z,4440000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M05.00S,2022-02-12T02:12:52.8Z,3,REGULAR,substitution,out,[],203999,,,1610612743,76,74,2022-02-12T02:13:02Z,4450000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M05.00S,2022-02-12T02:12:52.8Z,3,REGULAR,substitution,in,[],1627759,,,1610612743,76,74,2022-02-12T02:13:02Z,4460000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M05.00S,2022-02-12T02:12:52.8Z,3,REGULAR,substitution,in,[],203085,,,1610612743,76,74,2022-02-12T02:13:02Z,4470000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M05.00S,2022-02-12T02:12:52.8Z,3,REGULAR,substitution,in,[],203210,,,1610612743,76,74,2022-02-12T02:13:02Z,4480000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
457,PT01M57.00S,2022-02-12T02:13:19.9Z,3,REGULAR,3pt,Jump Shot,[],203932,76.5604467805519,11.27450980392157,1610612743,76,74,2022-02-12T02:13:25Z,4490000,-194.0,168.0,1,right,MISS A. Gordon 25' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,25.62,Missed,,,,,,,,,,,,,,,,
458,PT01M54.00S,2022-02-12T02:13:22.9Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,76,74,2022-02-12T02:13:25Z,4500000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,457.0,2.0,1.0,1.0,,,,
459,PT01M49.00S,2022-02-12T02:13:29.0Z,3,REGULAR,turnover,lost ball,[],1628401,,,1610612738,76,74,2022-02-12T02:13:33Z,4510000,,,0,,D. White lost ball TURNOVER (2 TO),"[1628401, 1630267]",1610612738.0,BOS,,,,White,D. White,,,,,,2.0,,,,,,,,,,,,,,,Campazzo,1630267.0,,
460,PT01M49.00S,2022-02-12T02:13:29.0Z,3,REGULAR,steal,,[],1630267,,,1610612743,76,74,2022-02-12T02:13:30Z,4520000,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M44.00S,2022-02-12T02:13:33.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203210,93.64323258869908,55.63725490196079,1610612743,76,74,2022-02-12T02:13:50Z,4530000,28.0,7.0,1,right,MISS J. Green running Layup - blocked,"[203210, 1629684]",1610612743.0,DEN,running,,,Green,J. Green,,,,,,,2.91,Missed,,,,,,,,,,,,,,,Williams,1629684.0
462,PT01M44.00S,2022-02-12T02:13:33.9Z,3,REGULAR,block,,[],1629684,,,1610612743,76,74,2022-02-12T02:13:36Z,4540000,,,0,,G. Williams BLOCK (2 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M42.00S,2022-02-12T02:13:35.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,76,74,2022-02-12T02:13:50Z,4550000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,461.0,,,,,,,
464,PT01M42.00S,2022-02-12T02:13:39.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,76,74,2022-02-12T02:13:39Z,4560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M42.00S,2022-02-12T02:13:39.9Z,3,REGULAR,substitution,out,[],203935,,,1610612743,76,74,2022-02-12T02:13:59Z,4570000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M42.00S,2022-02-12T02:13:39.9Z,3,REGULAR,substitution,out,[],1629057,,,1610612743,76,74,2022-02-12T02:13:59Z,4580000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M42.00S,2022-02-12T02:13:39.9Z,3,REGULAR,substitution,out,[],203932,,,1610612743,76,74,2022-02-12T02:13:59Z,4590000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M42.00S,2022-02-12T02:13:39.9Z,3,REGULAR,substitution,in,[],1630202,,,1610612743,76,74,2022-02-12T02:13:59Z,4600000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M42.00S,2022-02-12T02:13:39.9Z,3,REGULAR,substitution,in,[],201143,,,1610612743,76,74,2022-02-12T02:13:59Z,4610000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M42.00S,2022-02-12T02:13:39.9Z,3,REGULAR,substitution,in,[],1627854,,,1610612743,76,74,2022-02-12T02:13:59Z,4620000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M39.00S,2022-02-12T02:14:08.7Z,3,REGULAR,turnover,out-of-bounds,[],203210,,,1610612743,76,74,2022-02-12T02:14:13Z,4630000,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[203210],1610612743.0,DEN,bad pass,,,Green,J. Green,,,,,1204.0,1.0,,,,,,,,,,,,,,,,,,
472,PT01M26.00S,2022-02-12T02:14:27.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,30.831143232588698,25.49019607843137,1610612738,76,74,2022-02-12T02:14:37Z,4640000,123.0,237.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,26.71,Missed,,,,,,,,,,,,,,,,
473,PT01M23.00S,2022-02-12T02:14:30.9Z,3,REGULAR,rebound,defensive,[],1627854,,,1610612743,76,74,2022-02-12T02:14:52Z,4650000,,,0,,B. Forbes REBOUND (Off:0 Def:1),[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,472.0,1.0,1.0,0.0,,,,
474,PT01M02.00S,2022-02-12T02:14:51.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,91.5407358738502,44.6078431372549,1610612743,76,74,2022-02-12T02:14:58Z,4660000,-27.0,27.0,1,right,MISS F. Campazzo driving Layup - blocked,"[1630267, 201143]",1610612743.0,DEN,driving,,,Campazzo,F. Campazzo,,,,,,,3.82,Missed,,,,,,,,,,,,,,,Horford,201143.0
475,PT01M02.00S,2022-02-12T02:14:51.3Z,3,REGULAR,block,,[],201143,,,1610612743,76,74,2022-02-12T02:14:53Z,4670000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M00.00S,2022-02-12T02:14:53.3Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,76,74,2022-02-12T02:14:58Z,4680000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,474.0,2.0,1.0,1.0,,,,
477,PT00M50.90S,2022-02-12T02:15:05.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.995400788436268,54.41176470588235,1610612738,76,74,2022-02-12T02:16:00Z,4690000,-22.0,4.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1627854]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,2.24,Missed,,,,,,,,,,,,,,,Forbes,1627854.0
483,PT00M50.90S,2022-02-12T02:15:05.6Z,3,REGULAR,block,,[],1627854,,,1610612738,76,74,2022-02-12T02:15:42Z,4695000,,,0,,B. Forbes BLOCK (1 BLK),[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M48.40S,2022-02-12T02:15:08.1Z,3,REGULAR,rebound,defensive,[],1627854,,,1610612743,76,74,2022-02-12T02:16:00Z,4700000,,,0,,B. Forbes REBOUND (Off:0 Def:2),[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,477.0,2.0,2.0,0.0,,,,
479,PT00M40.60S,2022-02-12T02:15:15.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627854,93.11760840998686,55.63725490196079,1610612743,76,76,2022-02-12T02:15:50Z,4710000,28.0,12.0,1,right,B. Forbes driving Layup (4 PTS),[1627854],1610612743.0,DEN,driving,,,Forbes,B. Forbes,,,,,,,3.07,Made,4.0,,,,,,,,,,,,,,,
480,PT00M40.60S,2022-02-12T02:15:17.8Z,3,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612743,76,76,2022-02-12T02:15:24Z,4720000,,,0,,G. Williams shooting personal FOUL (4 PF) (Forbes 1 FT),"[1629684, 1627854]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,2534.0,,,,,,,,4.0,0.0,Forbes,1627854.0,,,,,,,,
482,PT00M40.60S,2022-02-12T02:15:42.0Z,3,REGULAR,freethrow,1 of 1,[],1627854,,,1610612743,76,77,2022-02-12T02:15:42Z,4740000,,,0,,B. Forbes Free Throw 1 of 1 (5 PTS),[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
484,PT00M25.10S,2022-02-12T02:16:00.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,16.770696452036795,49.26470588235294,1610612738,76,77,2022-02-12T02:16:08Z,4750000,4.0,105.0,1,left,MISS D. White 10' fadeaway Shot,[1628401],1610612738.0,BOS,fadeaway,,,White,D. White,,,,,,,10.52,Missed,,,,,,,,,,,,,,,,
485,PT00M23.70S,2022-02-12T02:16:02.3Z,3,REGULAR,rebound,defensive,[],1627854,,,1610612743,76,77,2022-02-12T02:16:08Z,4760000,,,0,,B. Forbes REBOUND (Off:0 Def:3),[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,484.0,3.0,3.0,0.0,,,,
486,PT00M18.90S,2022-02-12T02:16:08.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203210,88.78120893561103,44.11764705882353,1610612743,76,77,2022-02-12T02:16:24Z,4770000,-29.0,53.0,1,right,MISS J. Green 6' running Layup,[203210],1610612743.0,DEN,running,,,Green,J. Green,,,,,,,6.06,Missed,,,,,,,,,,,,,,,,
487,PT00M17.50S,2022-02-12T02:16:10.1Z,3,REGULAR,rebound,offensive,[],203210,,,1610612743,76,77,2022-02-12T02:16:24Z,4780000,,,0,,J. Green REBOUND (Off:1 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,486.0,3.0,2.0,1.0,,,,
488,PT00M17.50S,2022-02-12T02:16:12.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203210,94.40999984741211,50.0,1610612743,76,79,2022-02-12T02:16:27Z,4790000,0.0,0.0,1,right,J. Green tip Layup (2 PTS),[203210],1610612743.0,DEN,tip,,,Green,J. Green,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,
489,PT00M03.30S,2022-02-12T02:16:29.4Z,3,REGULAR,2pt,Jump Shot,[],1630202,18.347568988173457,70.09803921568627,1610612738,76,79,2022-02-12T02:17:08Z,4800000,-100.0,120.0,1,left,MISS P. Pritchard 15' fadeaway Shot,[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,,,15.65,Missed,,,,,,,,,,,,,,,,
490,PT00M01.30S,2022-02-12T02:16:31.4Z,3,REGULAR,rebound,defensive,[],1630192,,,1610612743,76,79,2022-02-12T02:17:08Z,4810000,,,0,,Z. Nnaji REBOUND (Off:0 Def:4),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,489.0,4.0,4.0,0.0,,,,
491,PT00M00.00S,2022-02-12T02:16:32.2Z,3,REGULAR,period,end,[],0,,,1610612743,76,79,2022-02-12T02:16:32Z,4820000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2022-02-12T02:19:18.7Z,4,REGULAR,period,start,[],0,,,1610612743,76,79,2022-02-12T02:19:18Z,4830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M50.00S,2022-02-12T02:19:28.2Z,4,REGULAR,3pt,Jump Shot,[],1627854,70.25295663600527,75.98039215686273,1610612743,76,79,2022-02-12T02:19:36Z,4840000,130.0,227.0,1,right,MISS B. Forbes 26' 3PT - blocked,"[1627854, 201143]",1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,26.16,Missed,,,,,,,,,,,,,,,Horford,201143.0
494,PT11M50.00S,2022-02-12T02:19:28.2Z,4,REGULAR,block,,[],201143,,,1610612743,76,79,2022-02-12T02:19:31Z,4850000,,,0,,A. Horford BLOCK (3 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
495,PT11M46.00S,2022-02-12T02:19:32.2Z,4,REGULAR,rebound,offensive,[],1630267,,,1610612743,76,79,2022-02-12T02:19:36Z,4860000,,,0,,F. Campazzo REBOUND (Off:2 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,493.0,3.0,1.0,2.0,,,,
496,PT11M44.00S,2022-02-12T02:19:33.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203210,92.19776609724047,49.754901960784316,1610612743,76,81,2022-02-12T02:19:38Z,4870000,-1.0,21.0,1,right,J. Green driving Layup (4 PTS) (F. Campazzo 1 AST),"[203210, 1630267]",1610612743.0,DEN,driving,,,Green,J. Green,,,,,,,2.08,Made,4.0,F. Campazzo,1630267.0,1.0,,,,,,,,,,,,
497,PT11M26.00S,2022-02-12T02:19:52.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.389618922470433,47.794117647058826,1610612738,76,81,2022-02-12T02:19:59Z,4880000,11.0,8.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,1.34,Missed,,,,,,,,,,,,,,,,
498,PT11M24.00S,2022-02-12T02:19:54.1Z,4,REGULAR,rebound,defensive,[],203210,,,1610612743,76,81,2022-02-12T02:19:59Z,4890000,,,0,,J. Green REBOUND (Off:1 Def:3),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,497.0,4.0,3.0,1.0,,,,
499,PT11M15.00S,2022-02-12T02:20:02.8Z,4,REGULAR,3pt,Jump Shot,[],1630192,79.58278580814718,92.8921568627451,1610612743,76,81,2022-02-12T02:20:08Z,4900000,214.0,139.0,1,right,MISS Z. Nnaji 25' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,25.58,Missed,,,,,,,,,,,,,,,,
500,PT11M12.00S,2022-02-12T02:20:05.8Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,76,81,2022-02-12T02:20:08Z,4910000,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,499.0,3.0,2.0,1.0,,,,
501,PT11M04.00S,2022-02-12T02:20:15.4Z,4,REGULAR,foul,personal,['2freethrow'],1627854,,,1610612738,76,81,2022-02-12T02:20:28Z,4920000,,,0,,B. Forbes shooting personal FOUL (1 PF) (Horford 2 FT),"[1627854, 201143]",1610612743.0,DEN,shooting,,,Forbes,B. Forbes,,,,,2534.0,,,,,,,,1.0,0.0,Horford,201143.0,,,,,,,,
503,PT11M04.00S,2022-02-12T02:20:41.8Z,4,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,77,81,2022-02-12T02:20:41Z,4940000,,,0,,A. Horford Free Throw 1 of 2 (8 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
504,PT11M04.00S,2022-02-12T02:21:02.4Z,4,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,78,81,2022-02-12T02:21:02Z,4950000,,,0,,A. Horford Free Throw 2 of 2 (9 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
505,PT10M56.00S,2022-02-12T02:21:17.4Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612743,78,81,2022-02-12T02:21:23Z,4960000,,,0,,P. Pritchard shooting personal FOUL (3 PF) (Campazzo 2 FT),"[1630202, 1630267]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,1204.0,,,,,,,,3.0,0.0,Campazzo,1630267.0,,,,,,,,
507,PT10M56.00S,2022-02-12T02:21:36.8Z,4,REGULAR,freethrow,1 of 2,[],1630267,,,1610612743,78,82,2022-02-12T02:21:36Z,4980000,,,0,,F. Campazzo Free Throw 1 of 2 (12 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
508,PT10M56.00S,2022-02-12T02:21:47.8Z,4,REGULAR,freethrow,2 of 2,[],1630267,,,1610612743,78,83,2022-02-12T02:21:47Z,4990000,,,0,,F. Campazzo Free Throw 2 of 2 (13 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
509,PT10M46.00S,2022-02-12T02:22:02.0Z,4,REGULAR,turnover,bad pass,[],1629684,,,1610612738,78,83,2022-02-12T02:22:07Z,5000000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1627854]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,1.0,,,,,,,,,,,,,,,Forbes,1627854.0,,
510,PT10M46.00S,2022-02-12T02:22:02.0Z,4,REGULAR,steal,,[],1627854,,,1610612743,78,83,2022-02-12T02:30:17Z,5010000,,,0,,B. Forbes STEAL (1 STL),[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
511,PT10M43.00S,2022-02-12T02:22:08.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,78,83,2022-02-12T02:22:08Z,5020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M43.00S,2022-02-12T02:22:13.5Z,4,REGULAR,substitution,out,[],1629684,,,1610612743,78,83,2022-02-12T02:22:18Z,5030000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
513,PT10M43.00S,2022-02-12T02:22:13.5Z,4,REGULAR,substitution,in,[],203935,,,1610612743,78,83,2022-02-12T02:22:18Z,5040000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
514,PT10M35.00S,2022-02-12T02:22:33.2Z,4,REGULAR,2pt,Layup,['fromturnover'],1627854,92.59198423127464,71.81372549019608,1610612743,78,83,2022-02-12T02:22:38Z,5050000,109.0,17.0,1,right,MISS B. Forbes 11' driving Layup,[1627854],1610612743.0,DEN,driving,,,Forbes,B. Forbes,,,,,,,11.04,Missed,,,,,,,,,,,,,,,,
515,PT10M34.00S,2022-02-12T02:22:34.2Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,78,83,2022-02-12T02:22:38Z,5060000,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,514.0,4.0,3.0,1.0,,,,
516,PT10M30.00S,2022-02-12T02:22:38.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,5.206964520367937,43.13725490196079,1610612738,78,83,2022-02-12T02:22:44Z,5070000,34.0,-4.0,1,left,MISS P. Pritchard running Layup,[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,,,3.45,Missed,,,,,,,,,,,,,,,,
517,PT10M27.00S,2022-02-12T02:22:41.9Z,4,REGULAR,rebound,offensive,[],1628401,,,1610612738,78,83,2022-02-12T02:22:44Z,5080000,,,0,,D. White REBOUND (Off:2 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,516.0,5.0,3.0,2.0,,,,
518,PT10M27.00S,2022-02-12T02:22:41.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1628401,5.590000152587891,50.0,1610612738,80,83,2022-02-12T02:22:48Z,5090000,0.0,0.0,1,left,D. White tip Layup (13 PTS),[1628401],1610612738.0,BOS,tip,,,White,D. White,,,,,,,0.0,Made,13.0,,,,,,,,,,,,,,,
519,PT10M03.00S,2022-02-12T02:23:05.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203085,87.07293035479631,39.950980392156865,1610612743,80,85,2022-02-12T02:23:13Z,5100000,-50.0,69.0,1,right,A. Rivers 8' driving floating Jump Shot (4 PTS),[203085],1610612743.0,DEN,driving floating,,,Rivers,A. Rivers,,,,,,,8.53,Made,4.0,,,,,,,,,,,,,,,
520,PT09M52.00S,2022-02-12T02:23:17.1Z,4,REGULAR,foul,personal,['3freethrow'],203085,,,1610612738,80,85,2022-02-12T02:23:30Z,5110000,,,0,,A. Rivers shooting personal FOUL (1 PF) (Brown 3 FT),"[203085, 1627759]",1610612743.0,DEN,shooting,,,Rivers,A. Rivers,,,,,2534.0,,,,,,,,1.0,0.0,Brown,1627759.0,,,,,,,,
522,PT09M52.00S,2022-02-12T02:23:45.6Z,4,REGULAR,freethrow,1 of 3,[],1627759,,,1610612738,80,85,2022-02-12T02:23:45Z,5130000,,,0,,MISS J. Brown Free Throw 1 of 3,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,
523,PT09M52.00S,2022-02-12T02:23:45.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,80,85,2022-02-12T02:23:45Z,5140000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,522.0,,,,,,,
524,PT09M52.00S,2022-02-12T02:24:03.4Z,4,REGULAR,freethrow,2 of 3,[],1627759,,,1610612738,80,85,2022-02-12T02:24:03Z,5150000,,,0,,MISS J. Brown Free Throw 2 of 3,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,
525,PT09M52.00S,2022-02-12T02:24:03.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,80,85,2022-02-12T02:24:03Z,5160000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,524.0,,,,,,,
526,PT09M52.00S,2022-02-12T02:24:21.3Z,4,REGULAR,freethrow,3 of 3,[],1627759,,,1610612738,81,85,2022-02-12T02:24:21Z,5170000,,,0,,J. Brown Free Throw 3 of 3 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
527,PT09M47.00S,2022-02-12T02:24:50.0Z,4,REGULAR,foul,offensive,[],1630192,,,1610612743,81,85,2022-02-12T02:24:59Z,5180000,,,0,,Z. Nnaji offensive FOUL (2 PF),"[1630192, 1628401]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,1626300.0,,,,,,,,2.0,0.0,White,1628401.0,,,,,,,,
529,PT09M47.00S,2022-02-12T02:24:50.0Z,4,REGULAR,turnover,offensive foul,[],1630192,,,1610612743,81,85,2022-02-12T02:24:50Z,5200000,,,0,,Z. Nnaji offensive foul TURNOVER (2 TO),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,1626300.0,2.0,,,,,,,,,,,,,,,,,,
530,PT09M33.00S,2022-02-12T02:25:17.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,11.514454664914586,55.88235294117647,1610612738,81,85,2022-02-12T02:25:24Z,5210000,-29.0,56.0,1,left,MISS J. Brown 6' driving Layup - blocked,"[1627759, 1630267]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,6.3,Missed,,,,,,,,,,,,,,,Campazzo,1630267.0
531,PT09M33.00S,2022-02-12T02:25:17.4Z,4,REGULAR,block,,[],1630267,,,1610612738,81,85,2022-02-12T02:36:17Z,5220000,,,0,,F. Campazzo BLOCK (1 BLK),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M30.00S,2022-02-12T02:25:20.4Z,4,REGULAR,rebound,defensive,[],1630267,,,1610612743,81,85,2022-02-12T02:25:24Z,5230000,,,0,,F. Campazzo REBOUND (Off:2 Def:2),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,530.0,4.0,2.0,2.0,,,,
533,PT09M27.00S,2022-02-12T02:25:23.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630192,74.06373193166885,14.215686274509803,1610612743,81,88,2022-02-12T02:25:35Z,5240000,-179.0,191.0,1,right,Z. Nnaji 26' 3PT  (5 PTS) (F. Campazzo 2 AST),"[1630192, 1630267]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,26.19,Made,5.0,F. Campazzo,1630267.0,2.0,,,,,,,,,,,,
