actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
349,PT07M59.00S,2022-01-11T01:57:13.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,68.01905387647832,23.284313725490197,1610612754,50,48,2022-01-11T01:57:19Z,3440000,-134.0,248.0,1,right,MISS M. Turner 28' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,28.18,Missed,,,,,,,,,,,,,,,,,,,
350,PT07M57.00S,2022-01-11T01:57:15.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,50,48,2022-01-11T01:57:19Z,3450000,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,349.0,8.0,7.0,1.0,,,,,,,,,,,
351,PT07M47.00S,2022-01-11T01:57:36.1Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,50,48,2022-01-11T01:57:45Z,3460000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (4 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,4.0,,,,,,,,
352,PT07M33.00S,2022-01-11T01:57:51.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626208,61.97437582128777,40.19607843137255,1610612754,50,48,2022-01-11T01:57:59Z,3470000,-49.0,305.0,1,right,MISS K. Sykes 30' 3PT,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,30.88,Missed,,,,,,,,,,,,,,,,,,,
353,PT07M31.00S,2022-01-11T01:57:53.9Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,50,48,2022-01-11T01:57:59Z,3480000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,352.0,6.0,5.0,1.0,,,,,,,,,,,
354,PT07M27.00S,2022-01-11T01:58:06.1Z,3,REGULAR,foul,offensive,[],203935,,,1610612738,50,48,2022-01-11T01:58:19Z,3490000,,,0,,M. Smart offensive FOUL (3 PF),"[203935, 1630613]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,202058.0,3.0,0.0,,,,,Washington Jr.,1630613.0,,,,,,,,,
356,PT07M27.00S,2022-01-11T01:58:06.1Z,3,REGULAR,turnover,offensive foul,[],203935,,,1610612738,50,48,2022-01-11T01:58:19Z,3510000,,,0,,M. Smart offensive foul TURNOVER (4 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,202058.0,,,,,,,,,4.0,,,,,,,,
357,PT07M11.00S,2022-01-11T01:58:29.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,88.38699080157687,95.34313725490196,1610612754,50,48,2022-01-11T01:58:38Z,3520000,227.0,57.0,1,right,MISS M. Turner step back 3PT,[1626167],1610612754.0,IND,step back,,,Turner,M. Turner,,,,,23.37,Missed,,,,,,,,,,,,,,,,,,,
358,PT07M09.00S,2022-01-11T01:58:31.0Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612754,50,48,2022-01-11T01:58:38Z,3530000,,,0,,D. Sabonis REBOUND (Off:4 Def:7),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,357.0,11.0,7.0,4.0,,,,,,,,,,,
359,PT07M08.00S,2022-01-11T01:58:38.1Z,3,REGULAR,foul,offensive,[],1626167,,,1610612754,50,48,2022-01-11T01:58:54Z,3540000,,,0,,M. Turner offensive FOUL (2 PF),"[1626167, 1627759]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,203591.0,2.0,0.0,,,,,Brown,1627759.0,,,,,,,,,
361,PT07M08.00S,2022-01-11T01:58:38.1Z,3,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,50,48,2022-01-11T01:58:38Z,3560000,,,0,,M. Turner offensive foul TURNOVER (2 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,203591.0,,,,,,,,,2.0,,,,,,,,
362,PT06M55.00S,2022-01-11T01:59:12.5Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,50,48,2022-01-11T01:59:17Z,3570000,,,0,,M. Smart bad pass TURNOVER (5 TO),"[203935, 1630613]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,5.0,,,,Washington Jr.,1630613.0,,,
363,PT06M55.00S,2022-01-11T01:59:12.5Z,3,REGULAR,steal,,[],1630613,,,1610612754,50,48,2022-01-11T01:59:14Z,3580000,,,0,,D. Washington Jr. STEAL (2 STL),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT06M44.00S,2022-01-11T01:59:23.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626167,89.30683311432325,43.627450980392155,1610612754,50,48,2022-01-11T02:00:27Z,3590000,-32.0,48.0,1,right,MISS M. Turner driving Layup,[1626167],1610612754.0,IND,driving,,,Turner,M. Turner,,,,,5.76,Missed,,,,,,,,,,,,,,,,,,,
365,PT06M39.00S,2022-01-11T01:59:28.2Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612754,50,48,2022-01-11T01:59:31Z,3600000,,,0,,D. Sabonis REBOUND (Off:5 Def:7),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,364.0,12.0,7.0,5.0,,,,,,,,,,,
366,PT06M39.00S,2022-01-11T01:59:27.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627734,94.40999984741211,50.0,1610612754,50,48,2022-01-11T01:59:41Z,3610000,0.0,0.0,1,right,MISS D. Sabonis tip Layup,[1627734],1610612754.0,IND,tip,,,Sabonis,D. Sabonis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
367,PT06M38.00S,2022-01-11T01:59:28.9Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612754,50,48,2022-01-11T01:59:41Z,3620000,,,0,,D. Sabonis REBOUND (Off:6 Def:7),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,366.0,13.0,7.0,6.0,,,,,,,,,,,
368,PT06M38.00S,2022-01-11T01:59:29.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627734,94.40999984741211,50.0,1610612754,50,48,2022-01-11T02:00:02Z,3630000,0.0,0.0,1,right,MISS D. Sabonis tip Layup,[1627734],1610612754.0,IND,tip,,,Sabonis,D. Sabonis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
369,PT06M37.00S,2022-01-11T01:59:30.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,50,48,2022-01-11T02:00:02Z,3640000,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,368.0,7.0,6.0,1.0,,,,,,,,,,,
370,PT06M32.00S,2022-01-11T01:59:34.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201143,22.815374507227332,88.23529411764706,1610612738,53,48,2022-01-11T01:59:50Z,3650000,-191.0,162.0,1,left,A. Horford 25' 3PT  (3 PTS) (J. Brown 2 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.06,Made,3.0,,,,,,,,,,,J. Brown,1627759.0,2.0,,,,,
372,PT06M07.00S,2022-01-11T02:00:00.4Z,3,REGULAR,turnover,bad pass,[],203200,,,1610612754,53,48,2022-01-11T02:00:05Z,3670000,,,0,,J. Holiday bad pass TURNOVER (4 TO),"[203200, 201143]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,4.0,,,,Horford,201143.0,,,
373,PT06M07.00S,2022-01-11T02:00:00.4Z,3,REGULAR,steal,,[],201143,,,1610612738,53,48,2022-01-11T02:00:01Z,3680000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M02.00S,2022-01-11T02:00:05.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,4.5499342969776615,52.94117647058824,1610612738,55,48,2022-01-11T02:00:11Z,3690000,-15.0,-10.0,1,left,J. Tatum running finger roll Layup (13 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,1.76,Made,13.0,,,,,,,,,,,A. Horford,201143.0,1.0,,,,,
375,PT06M02.00S,2022-01-11T02:00:11.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,55,48,2022-01-11T02:00:11Z,3700000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M02.00S,2022-01-11T02:02:31.8Z,3,REGULAR,substitution,out,[],1630613,,,1610612754,55,48,2022-01-11T02:02:55Z,3710000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M02.00S,2022-01-11T02:02:31.8Z,3,REGULAR,substitution,out,[],203200,,,1610612754,55,48,2022-01-11T02:02:55Z,3720000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M02.00S,2022-01-11T02:02:31.8Z,3,REGULAR,substitution,out,[],1627734,,,1610612754,55,48,2022-01-11T02:02:55Z,3730000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M02.00S,2022-01-11T02:02:31.8Z,3,REGULAR,substitution,in,[],202362,,,1610612754,55,48,2022-01-11T02:02:55Z,3740000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M02.00S,2022-01-11T02:02:31.8Z,3,REGULAR,substitution,in,[],1629052,,,1610612754,55,48,2022-01-11T02:02:55Z,3750000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M02.00S,2022-01-11T02:02:31.8Z,3,REGULAR,substitution,in,[],1628470,,,1610612754,55,48,2022-01-11T02:02:55Z,3760000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT05M46.00S,2022-01-11T02:03:22.5Z,3,REGULAR,turnover,bad pass,[],202362,,,1610612754,55,48,2022-01-11T02:04:32Z,3770000,,,0,,L. Stephenson bad pass TURNOVER (1 TO),"[202362, 1629057]",1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,1.0,,,,Williams III,1629057.0,,,
384,PT05M46.00S,2022-01-11T02:03:22.5Z,3,REGULAR,steal,,[],1629057,,,1610612738,55,48,2022-01-11T02:03:25Z,3780000,,,0,,R. Williams III STEAL (3 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT05M46.00S,2022-01-11T02:03:40.5Z,3,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612738,55,48,2022-01-11T02:05:19Z,3790000,,,0,,M. Turner clear-path personal FOUL (3 PF) (Williams III 2 FT),"[1626167, 1629057]",1610612754.0,IND,clear-path,,,Turner,M. Turner,,,,,,,,203591.0,3.0,0.0,,,,,Williams III,1629057.0,,,,,,,,,
387,PT05M46.00S,2022-01-11T02:03:55.1Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,55,48,2022-01-11T02:04:54Z,3810000,,,0,,,[],,,overturned,,,,,,,,,,,,202058.0,,,,,,,,,,,,,,,,,Clear Path - Overturn Call
388,PT05M46.00S,2022-01-11T02:05:25.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629057,,,1610612738,56,48,2022-01-11T02:05:25Z,3820000,,,0,,R. Williams III clear-path Free Throw 1 of 2 (11 PTS),[1629057],1610612738.0,BOS,clear-path,,,Williams III,R. Williams III,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
389,PT05M46.00S,2022-01-11T02:05:26.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629057,,,1610612738,57,48,2022-01-11T02:05:26Z,3830000,,,0,,R. Williams III clear-path Free Throw 2 of 2 (12 PTS),[1629057],1610612738.0,BOS,clear-path,,,Williams III,R. Williams III,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
390,PT05M46.00S,2022-01-11T02:05:30.7Z,3,REGULAR,substitution,out,[],203935,,,1610612754,57,48,2022-01-11T02:05:41Z,3840000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M46.00S,2022-01-11T02:05:30.7Z,3,REGULAR,substitution,in,[],203471,,,1610612754,57,48,2022-01-11T02:05:41Z,3850000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M31.00S,2022-01-11T02:05:59.2Z,3,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612738,57,48,2022-01-11T02:06:18Z,3860000,,,0,,M. Turner shooting personal FOUL (4 PF) (Tatum 2 FT),"[1626167, 1628369]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,202058.0,4.0,0.0,,,,,Tatum,1628369.0,,,,,,,,,
394,PT05M31.00S,2022-01-11T02:06:22.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,58,48,2022-01-11T02:06:22Z,3880000,,,0,,J. Tatum Free Throw 1 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
395,PT05M31.00S,2022-01-11T02:06:26.0Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,58,48,2022-01-11T02:06:40Z,3890000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M31.00S,2022-01-11T02:06:26.0Z,3,REGULAR,substitution,out,[],1626208,,,1610612738,58,48,2022-01-11T02:06:40Z,3900000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M31.00S,2022-01-11T02:06:26.0Z,3,REGULAR,substitution,out,[],1626167,,,1610612738,58,48,2022-01-11T02:06:40Z,3910000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M31.00S,2022-01-11T02:06:26.0Z,3,REGULAR,substitution,in,[],1626196,,,1610612738,58,48,2022-01-11T02:06:40Z,3920000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M31.00S,2022-01-11T02:06:26.0Z,3,REGULAR,substitution,in,[],1627734,,,1610612738,58,48,2022-01-11T02:06:40Z,3930000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M31.00S,2022-01-11T02:06:26.0Z,3,REGULAR,substitution,in,[],203087,,,1610612738,58,48,2022-01-11T02:06:40Z,3940000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M31.00S,2022-01-11T02:06:51.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,58,48,2022-01-11T02:06:51Z,3950000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
402,PT05M29.00S,2022-01-11T02:06:52.2Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612754,58,48,2022-01-11T02:06:52Z,3960000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,401.0,1.0,1.0,0.0,,,,,,,,,,,
403,PT05M14.00S,2022-01-11T02:07:10.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,58,48,2022-01-11T02:07:10Z,3970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M10.00S,2022-01-11T02:07:27.5Z,3,REGULAR,3pt,Jump Shot,[],203087,88.64980289093299,96.81372549019608,1610612754,58,48,2022-01-11T02:07:33Z,3980000,234.0,54.0,1,right,MISS J. Lamb 24' 3PT,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,,
405,PT05M08.00S,2022-01-11T02:07:29.5Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,58,48,2022-01-11T02:07:33Z,3990000,,,0,,R. Williams III REBOUND (Off:5 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,404.0,9.0,4.0,5.0,,,,,,,,,,,
406,PT05M05.00S,2022-01-11T02:07:32.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,27.677398160315374,19.11764705882353,1610612738,58,48,2022-01-11T02:07:44Z,4000000,154.0,208.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
407,PT05M02.00S,2022-01-11T02:07:35.6Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,58,48,2022-01-11T02:07:35Z,4010000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,406.0,7.0,6.0,1.0,,,,,,,,,,,
408,PT05M00.00S,2022-01-11T02:07:38.3Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,58,48,2022-01-11T02:07:53Z,4020000,,,0,,J. Tatum bad pass TURNOVER (5 TO),"[1628369, 203087]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,5.0,,,,Lamb,203087.0,,,
409,PT05M00.00S,2022-01-11T02:07:38.3Z,3,REGULAR,steal,,[],203087,,,1610612754,58,48,2022-01-11T02:07:40Z,4030000,,,0,,J. Lamb STEAL (1 STL),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M53.00S,2022-01-11T02:07:51.5Z,3,REGULAR,foul,personal,[],203471,,,1610612754,58,48,2022-01-11T02:08:02Z,4040000,,,0,,D. Schroder personal FOUL (2 PF),"[203471, 1627734]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,202007.0,2.0,0.0,,,,,Sabonis,1627734.0,,,,,,,,,
412,PT04M39.00S,2022-01-11T02:08:15.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203087,80.946123521682,24.50597426470588,1610612754,58,48,2022-01-11T02:08:30Z,4060000,-127.0,127.0,1,right,MISS J. Lamb 17' turnaround Shot,[203087],1610612754.0,IND,turnaround,,,Lamb,J. Lamb,,,,,17.97,Missed,,,,,,,,,,,,,,,,,,,
413,PT04M37.00S,2022-01-11T02:08:17.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,48,2022-01-11T02:08:30Z,4070000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,412.0,8.0,7.0,1.0,,,,,,,,,,,
414,PT04M21.00S,2022-01-11T02:08:33.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,11.563731931668856,46.760110294117645,1610612738,58,48,2022-01-11T02:08:43Z,4080000,16.0,56.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,5.85,Missed,,,,,,,,,,,,,,,,,,,
415,PT04M18.00S,2022-01-11T02:08:36.5Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,58,48,2022-01-11T02:08:43Z,4090000,,,0,,D. Sabonis REBOUND (Off:6 Def:8),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,414.0,14.0,8.0,6.0,,,,,,,,,,,
416,PT04M15.00S,2022-01-11T02:08:42.8Z,3,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612754,58,48,2022-01-11T02:09:18Z,4100000,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (3 TO),[1627734],1610612754.0,IND,bad pass,,,Sabonis,D. Sabonis,,,,,,,,203591.0,,,,,,,,,3.0,,,,,,,,
417,PT03M58.00S,2022-01-11T02:09:03.6Z,3,REGULAR,foul,personal,['2freethrow'],1629052,,,1610612738,58,48,2022-01-11T02:09:14Z,4110000,,,0,,O. Brissett shooting personal FOUL (3 PF) (Schroder 2 FT),"[1629052, 203471]",1610612754.0,IND,shooting,,,Brissett,O. Brissett,,,,,,,,203591.0,3.0,0.0,,,,,Schroder,203471.0,,,,,,,,,
419,PT03M58.00S,2022-01-11T02:09:26.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203471,,,1610612738,58,48,2022-01-11T02:10:00Z,4130000,,,0,,MISS D. Schroder Free Throw 1 of 2,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Missed,,,,,,,,,,,,,,,,,,,
420,PT03M58.00S,2022-01-11T02:09:26.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,58,48,2022-01-11T02:10:00Z,4140000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,419.0,,,,,,,,,,,,,,
421,PT03M58.00S,2022-01-11T02:09:26.9Z,3,REGULAR,substitution,out,[],201143,,,1610612738,58,48,2022-01-11T02:09:31Z,4150000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M58.00S,2022-01-11T02:09:26.9Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,58,48,2022-01-11T02:09:31Z,4160000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M58.00S,2022-01-11T02:09:26.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203471,,,1610612738,58,48,2022-01-11T02:10:00Z,4170000,,,0,,MISS D. Schroder Free Throw 2 of 2,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Missed,,,,,,,,,,,,,,,,,,,
424,PT03M58.00S,2022-01-11T02:09:26.3Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612754,58,48,2022-01-11T02:10:00Z,4180000,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,423.0,2.0,2.0,0.0,,,,,,,,,,,
425,PT03M49.00S,2022-01-11T02:10:05.8Z,3,REGULAR,turnover,8-second-violation,['team'],0,,,1610612754,58,48,2022-01-11T02:10:16Z,4190000,,,0,,IND 8-second-violation Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M37.00S,2022-01-11T02:10:35.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628470,,,1610612738,58,48,2022-01-11T02:11:06Z,4200000,,,0,,T. Craig personal FOUL (2 PF) (Tatum 2 FT),"[1628470, 1628369]",1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,202007.0,2.0,0.0,,,,,Tatum,1628369.0,,,,,,,,,
428,PT03M37.00S,2022-01-11T02:11:03.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,59,48,2022-01-11T02:11:03Z,4220000,,,0,,J. Tatum Free Throw 1 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
429,PT03M37.00S,2022-01-11T02:11:19.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,60,48,2022-01-11T02:11:19Z,4230000,,,0,,J. Tatum Free Throw 2 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
430,PT03M27.00S,2022-01-11T02:11:33.3Z,3,REGULAR,turnover,lost ball,[],203087,,,1610612754,60,48,2022-01-11T02:11:38Z,4240000,,,0,,J. Lamb lost ball TURNOVER (1 TO),"[203087, 1626196]",1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,1.0,,,,Richardson,1626196.0,,,
431,PT03M27.00S,2022-01-11T02:11:33.3Z,3,REGULAR,steal,,[],1626196,,,1610612738,60,48,2022-01-11T02:11:35Z,4250000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M18.00S,2022-01-11T02:11:41.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629684,6.044678055190539,75.75827205882352,1610612738,60,48,2022-01-11T02:11:49Z,4260000,-129.0,4.0,1,left,MISS G. Williams 12' turnaround Shot,[1629684],1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,12.89,Missed,,,,,,,,,,,,,,,,,,,
433,PT03M16.00S,2022-01-11T02:11:43.6Z,3,REGULAR,rebound,defensive,[],203087,,,1610612754,60,48,2022-01-11T02:11:49Z,4270000,,,0,,J. Lamb REBOUND (Off:0 Def:3),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,432.0,3.0,3.0,0.0,,,,,,,,,,,
434,PT03M11.00S,2022-01-11T02:11:50.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203087,92.46057818659659,59.80392156862745,1610612754,60,48,2022-01-11T02:13:29Z,4280000,49.0,18.0,1,right,MISS J. Lamb driving Layup,[203087],1610612754.0,IND,driving,,,Lamb,J. Lamb,,,,,5.23,Missed,,,,,,,,,,,,,,,,,,,
435,PT03M09.00S,2022-01-11T02:11:52.9Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612754,60,48,2022-01-11T02:13:29Z,4290000,,,0,,D. Sabonis REBOUND (Off:7 Def:8),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,434.0,15.0,8.0,7.0,,,,,,,,,,,
